c3ebe1c02d1c51605c3c21652a0612a4ec2391cad8f56415b307dcc262da2d85,96b8c8ba33800f51bf25d8853b603a93894ce930178528af7cd796f87af3d5bb,70103d86a8cac972c95243269edb47cdc8d03e6a72bca06cc428071bd37aee03,8c74326daba4b1aa35c06ef91e3692151f7419e228ae09c81d7c480e36c6ec93,dd683421c4a9517ad2336a06fd21a41311748fb4d59bb98eb79ea54418f76e3d,4befebbae95b7000ef4cee55fcc3844c96729b7e1176e2a3c34be548e94fdce2
"64","15","1","1001","56011046","10201046"
"65","15","1","1002","56011047","10201047"
"66","15","1","1003","56011048","10201048"
"67","8","50","0","56011048","91002"
"68","15","1","1001","56011049","10201049"
"69","15","1","1002","56011050","10201050"
"70","15","1","1003","56011051","10201051"
"71","8","50","0","56011051","91002"
"72","15","1","1001","56011052","10201052"
"73","15","1","1002","56011053","10201053"
"74","15","1","1003","56011054","10201054"
"75","8","50","0","56011054","91002"
"76","15","1","1001","56011055","10201055"
"77","15","1","1002","56011056","10201056"
"78","15","1","1003","56011057","10201057"
"79","8","50","0","56011057","91002"
"80","15","1","1001","56011058","10201058"
"81","15","1","1002","56011059","10201059"
"82","15","1","1003","56011060","10201060"
"83","8","50","0","56011060","91002"
"84","15","1","1001","56011061","10201061"
"85","15","1","1002","56011062","10201062"
"86","15","1","1003","56011063","10201063"
"87","8","50","0","56011063","91002"
"88","15","1","1001","56011064","10201064"
"89","15","1","1002","56011065","10201065"
"90","15","1","1003","56011066","10201066"
"91","8","50","0","56011066","91002"
"92","15","1","1001","56011067","10201067"
"93","15","1","1002","56011068","10201068"
"94","15","1","1003","56011069","10201069"
"95","8","50","0","56011069","91002"
"96","15","1","1001","56011070","10201070"
"97","15","1","1002","56011071","10201071"
"98","15","1","1003","56011072","10201072"
"99","8","50","0","56011072","91002"
"100","15","1","1001","56011073","10201073"
"101","15","1","1002","56011074","10201074"
"102","15","1","1003","56011075","10201075"
"103","8","50","0","56011075","91002"
"104","15","1","1001","56011076","10201076"
"105","15","1","1002","56011077","10201077"
"106","15","1","1003","56011078","10201078"
"107","8","50","0","56011078","91002"
"108","15","1","1001","56011079","10201079"
"109","15","1","1002","56011080","10201080"
"110","15","1","1003","56011081","10201081"
"111","8","50","0","56011081","91002"
"112","15","1","1001","56011082","10201082"
"113","15","1","1002","56011083","10201083"
"114","15","1","1003","56011084","10201084"
"115","8","50","0","56011084","91002"
"116","15","1","1001","56011085","10201085"
"117","15","1","1002","56011086","10201086"
"118","15","1","1003","56011087","10201087"
"119","8","50","0","56011087","91002"
"120","15","1","1001","56011088","10201088"
"121","15","1","1002","56011089","10201089"
"122","15","1","1003","56011090","10201090"
"123","8","50","0","56011090","91002"
"124","15","1","1001","56011091","10201091"
"125","15","1","1002","56011092","10201092"
"126","15","1","1003","56011093","10201093"
"127","8","50","0","56011093","91002"
"128","15","1","1001","56011094","10201094"
"129","15","1","1002","56011095","10201095"
"130","15","1","1003","56011096","10201096"
"131","8","50","0","56011096","91002"
"132","15","1","1001","56011097","10201097"
"133","15","1","1002","56011098","10201098"
"134","15","1","1003","56011099","10201099"
"135","8","50","0","56011099","91002"
"136","15","1","1001","56011100","10201100"
"137","15","1","1002","56011101","10201101"
"138","15","1","1003","56011102","10201102"
"139","8","50","0","56011102","91002"
"140","15","1","1001","56011103","10201103"
"141","15","1","1002","56011104","10201104"
"142","15","1","1003","56011105","10201105"
"143","8","50","0","56011105","91002"
"144","15","1","1001","56011106","10201106"
"145","15","1","1002","56011107","10201107"
"146","15","1","1003","56011108","10201108"
"147","8","50","0","56011108","91002"
"148","15","1","1001","56011109","10201109"
"149","15","1","1002","56011110","10201110"
"150","15","1","1003","56011111","10201111"
"151","8","50","0","56011111","91002"
"152","15","1","1001","56011112","10201112"
"153","15","1","1002","56011113","10201113"
"154","15","1","1003","56011114","10201114"
"155","8","50","0","56011114","91002"
"156","15","1","1001","56011115","10201115"
"157","15","1","1002","56011116","10201116"
"158","15","1","1003","56011117","10201117"
"159","8","50","0","56011117","91002"
"160","15","1","1001","56011118","10201118"
"161","15","1","1002","56011119","10201119"
"162","15","1","1003","56011120","10201120"
"163","8","50","0","56011120","91002"
"164","15","1","1001","56011121","10201121"
"165","15","1","1002","56011122","10201122"
"166","15","1","1003","56011123","10201123"
"167","8","50","0","56011123","91002"
"168","15","1","1001","56011124","10201124"
"169","15","1","1002","56011125","10201125"
"170","15","1","1003","56011126","10201126"
"171","8","50","0","56011126","91002"
"172","15","1","1001","56011127","10201127"
"173","15","1","1002","56011128","10201128"
"174","15","1","1003","56011129","10201129"
"175","8","50","0","56011129","91002"
"176","15","1","1001","56011130","10201130"
"177","15","1","1002","56011131","10201131"
"178","15","1","1003","56011132","10201132"
"179","8","50","0","56011132","91002"
"180","15","1","1001","56011133","10201133"
"181","15","1","1002","56011134","10201134"
"182","15","1","1003","56011135","10201135"
"183","8","50","0","56011135","91002"
"184","15","1","1001","56011136","10201136"
"185","15","1","1002","56011137","10201137"
"186","15","1","1003","56011138","10201138"
"187","8","50","0","56011138","91002"
"188","15","1","1001","56011139","10201139"
"189","15","1","1002","56011140","10201140"
"190","15","1","1003","56011141","10201141"
"191","8","50","0","56011141","91002"
"192","15","1","1001","56011142","10201142"
"193","15","1","1002","56011143","10201143"
"194","15","1","1003","56011144","10201144"
"195","8","50","0","56011144","91002"
"196","15","1","1001","56011145","10201145"
"197","15","1","1002","56011146","10201146"
"198","15","1","1003","56011147","10201147"
"199","8","50","0","56011147","91002"
"200","15","1","1001","56011148","10201148"
"201","15","1","1002","56011149","10201149"
"202","15","1","1003","56011150","10201150"
"203","8","50","0","56011150","91002"
"204","15","1","1001","56011151","10201151"
"205","15","1","1002","56011152","10201152"
"206","15","1","1003","56011153","10201153"
"207","8","50","0","56011153","91002"
"208","15","1","1001","56011154","10201154"
"209","15","1","1002","56011155","10201155"
"210","15","1","1003","56011156","10201156"
"211","8","50","0","56011156","91002"
"212","15","1","1001","56011157","10201157"
"213","15","1","1002","56011158","10201158"
"214","15","1","1003","56011159","10201159"
"215","8","50","0","56011159","91002"
"216","15","1","1001","56011160","10201160"
"217","15","1","1002","56011161","10201161"
"218","15","1","1003","56011162","10201162"
"219","8","50","0","56011162","91002"
"220","15","1","1001","56011163","10201163"
"221","15","1","1002","56011164","10201164"
"222","15","1","1003","56011165","10201165"
"223","8","50","0","56011165","91002"
"224","15","1","1001","56011166","10201166"
"225","15","1","1002","56011167","10201167"
"226","15","1","1003","56011168","10201168"
"227","8","50","0","56011168","91002"
"228","15","1","1001","56011169","10201169"
"229","15","1","1002","56011170","10201170"
"230","15","1","1003","56011171","10201171"
"231","8","50","0","56011171","91002"
"232","15","1","1001","56011172","10201172"
"233","15","1","1002","56011173","10201173"
"234","15","1","1003","56011174","10201174"
"235","8","50","0","56011174","91002"
"236","15","1","1001","56011175","10201175"
"237","15","1","1002","56011176","10201176"
"238","15","1","1003","56011177","10201177"
"239","8","50","0","56011177","91002"
"240","15","1","1001","56011178","10201178"
"241","15","1","1002","56011179","10201179"
"242","15","1","1003","56011180","10201180"
"243","8","50","0","56011180","91002"
"244","15","1","1001","56011181","10201181"
"245","15","1","1002","56011182","10201182"
"246","15","1","1003","56011183","10201183"
"247","8","50","0","56011183","91002"
"248","15","1","1001","56011184","10201184"
"249","15","1","1002","56011185","10201185"
"250","15","1","1003","56011186","10201186"
"251","8","50","0","56011186","91002"
"252","15","1","1001","56011187","10201187"
"253","15","1","1002","56011188","10201188"
"254","15","1","1003","56011189","10201189"
"255","8","50","0","56011189","91002"
"256","15","1","1001","56011190","10201190"
"257","15","1","1002","56011191","10201191"
"258","15","1","1003","56011192","10201192"
"259","8","50","0","56011192","91002"
"260","15","1","1001","56011193","10201193"
"261","15","1","1002","56011194","10201194"
"262","15","1","1003","56011195","10201195"
"263","8","50","0","56011195","91002"
"264","15","1","1001","56011196","10201196"
"265","15","1","1002","56011197","10201197"
"266","15","1","1003","56011198","10201198"
"267","8","50","0","56011198","91002"
"268","15","1","1001","56011199","10201199"
"269","15","1","1002","56011200","10201200"
"270","15","1","1003","56011201","10201201"
"271","8","50","0","56011201","91002"
"272","15","1","1001","56011202","10201202"
"273","15","1","1002","56011203","10201203"
"274","15","1","1003","56011204","10201204"
"275","8","50","0","56011204","91002"
"276","15","1","1001","56011205","10201205"
"277","15","1","1002","56011206","10201206"
"278","15","1","1003","56011207","10201207"
"279","8","50","0","56011207","91002"
"280","15","1","1001","56011208","10201208"
"281","15","1","1002","56011209","10201209"
"282","15","1","1003","56011210","10201210"
"283","8","50","0","56011210","91002"
"284","15","1","1001","56011211","10201211"
"285","15","1","1002","56011212","10201212"
"286","15","1","1003","56011213","10201213"
"287","8","50","0","56011213","91002"
"288","15","1","1001","56011214","10201214"
"289","15","1","1002","56011215","10201215"
"290","15","1","1003","56011216","10201216"
"291","8","50","0","56011216","91002"
"292","15","1","1001","56011217","10201217"
"293","15","1","1002","56011218","10201218"
"294","15","1","1003","56011219","10201219"
"295","8","50","0","56011219","91002"
"296","15","1","1001","56011220","10201220"
"297","15","1","1002","56011221","10201221"
"298","15","1","1003","56011222","10201222"
"299","8","50","0","56011222","91002"
"300","15","1","1001","56011223","10201223"
"301","15","1","1002","56011224","10201224"
"302","15","1","1003","56011225","10201225"
"303","8","50","0","56011225","91002"
"304","15","1","1001","56011226","10201226"
"305","15","1","1002","56011227","10201227"
"306","15","1","1003","56011228","10201228"
"307","8","50","0","56011228","91002"
"308","15","1","1001","56011229","10201229"
"309","15","1","1002","56011230","10201230"
"310","15","1","1003","56011231","10201231"
"311","8","50","0","56011231","91002"
"312","15","1","1001","56011232","10201232"
"313","15","1","1002","56011233","10201233"
"314","15","1","1003","56011234","10201234"
"315","8","50","0","56011234","91002"
"316","15","1","1003","56012001","10202001"
"317","15","1","1003","56012002","10202002"
"318","15","1","1003","56012003","10202003"
"319","15","1","1003","56012004","10202004"
"320","15","1","1003","56012005","10202005"
"321","15","1","1003","56012006","10202006"
"322","15","1","1003","56012007","10202007"
"323","15","1","1003","56012008","10202008"
"324","15","1","1003","56012009","10202009"
"325","15","1","1003","56012010","10202010"
"326","15","1","1003","56012011","10202011"
"327","15","1","1003","56012012","10202012"
"328","15","1","1003","56012013","10202013"
"329","15","1","1003","56012014","10202014"
"330","15","1","1003","56012015","10202015"
"447","15","1","1001","54002001","10501001"
"448","8","50","0","54002001","91002"
"449","15","1","1002","54002002","10501002"
"450","8","50","0","54002002","91002"
"451","15","1","1003","54002003","10501003"
"452","8","50","0","54002003","91002"
"453","15","1","1001","54004001","10502001"
"454","8","50","0","54004001","91002"
"455","15","1","1002","54004002","10502002"
"456","8","50","0","54004002","91002"
"457","15","1","1003","54004003","10502003"
"458","8","50","0","54004003","91002"
"459","15","1","1001","55006001","10601001"
"460","8","10","0","55006001","91002"
"461","15","1","1002","55006002","10601002"
"462","8","30","0","55006002","91002"
"463","15","1","1003","55006003","10601003"
"464","8","50","0","55006003","91002"
"465","15","1","1001","56011235","10201235"
"466","15","1","1002","56011236","10201236"
"467","15","1","1003","56011237","10201237"
"468","8","50","0","56011237","91002"
"469","15","1","1001","56011238","10201238"
"470","15","1","1002","56011239","10201239"
"471","15","1","1003","56011240","10201240"
"472","8","50","0","56011240","91002"
"473","15","1","1001","56011241","10201241"
"474","15","1","1002","56011242","10201242"
"475","15","1","1003","56011243","10201243"
"476","8","50","0","56011243","91002"
"477","15","1","1001","56011244","10201244"
"478","15","1","1002","56011245","10201245"
"479","15","1","1003","56011246","10201246"
"480","8","50","0","56011246","91002"
"481","15","1","1001","56011247","10201247"
"482","15","1","1002","56011248","10201248"
"483","15","1","1003","56011249","10201249"
"484","8","50","0","56011249","91002"
"485","15","1","1001","56011250","10201250"
"486","15","1","1002","56011251","10201251"
"487","15","1","1003","56011252","10201252"
"488","8","50","0","56011252","91002"
"489","15","1","1001","56011253","10201253"
"490","15","1","1002","56011254","10201254"
"491","15","1","1003","56011255","10201255"
"492","8","50","0","56011255","91002"
"493","15","1","1001","56011256","10201256"
"494","15","1","1002","56011257","10201257"
"495","15","1","1003","56011258","10201258"
"496","8","50","0","56011258","91002"
"497","15","1","1001","56011259","10201259"
"498","15","1","1002","56011260","10201260"
"499","15","1","1003","56011261","10201261"
"500","8","50","0","56011261","91002"
"501","15","1","1001","56011262","10201262"
"502","15","1","1002","56011263","10201263"
"503","15","1","1003","56011264","10201264"
"504","8","50","0","56011264","91002"
"505","15","1","1001","56011265","10201265"
"506","15","1","1002","56011266","10201266"
"507","15","1","1003","56011267","10201267"
"508","8","50","0","56011267","91002"
"509","15","1","1001","56011268","10201268"
"510","15","1","1002","56011269","10201269"
"511","15","1","1003","56011270","10201270"
"512","8","50","0","56011270","91002"
"513","15","1","1003","56011271","10201271"
"514","8","100","0","56011271","91002"
"515","15","1","1003","56011272","10201272"
"516","8","100","0","56011272","91002"
"517","15","1","1003","56011273","10201273"
"518","8","100","0","56011273","91002"
"519","15","1","1001","56011274","10201274"
"520","15","1","1002","56011275","10201275"
"521","15","1","1003","56011276","10201276"
"522","8","50","0","56011276","91002"
"523","15","1","1001","56011277","10201277"
"524","15","1","1002","56011278","10201278"
"525","15","1","1003","56011279","10201279"
"526","8","50","0","56011279","91002"
"527","15","1","1001","56011280","10201280"
"528","15","1","1002","56011281","10201281"
"529","15","1","1003","56011282","10201282"
"530","8","50","0","56011282","91002"
"531","15","1","1001","56011283","10201283"
"532","15","1","1002","56011284","10201284"
"533","15","1","1003","56011285","10201285"
"534","8","50","0","56011285","91002"
"535","15","1","1003","56011286","10201286"
"536","8","100","0","56011286","91002"
"537","15","1","1001","56014001","11101001"
"538","8","10","0","56014001","91002"
"539","15","1","1002","56014002","11101002"
"540","8","20","0","56014002","91002"
"541","15","1","1003","56014003","11101003"
"542","8","50","0","56014003","91002"
"543","15","1","1001","56015001","11201001"
"544","8","50","0","56015001","91002"
"545","15","1","1002","56015002","11201002"
"546","8","50","0","56015002","91002"
"547","15","1","1003","56015003","11201003"
"548","8","50","0","56015003","91002"
"549","15","1","1001","56011287","10201287"
"550","15","1","1002","56011288","10201288"
"551","15","1","1003","56011289","10201289"
"552","8","50","0","56011289","91002"
"553","15","1","1001","56011290","10201290"
"554","15","1","1002","56011291","10201291"
"555","15","1","1003","56011292","10201292"
"556","8","50","0","56011292","91002"
"557","15","1","1003","56011293","10201293"
"558","8","100","0","56011293","91002"
"559","15","1","1001","56011294","10201294"
"560","15","1","1002","56011295","10201295"
"561","15","1","1003","56011296","10201296"
"562","8","50","0","56011296","91002"
"563","15","1","1001","56011297","10201297"
"564","15","1","1002","56011298","10201298"
"565","15","1","1003","56011299","10201299"
"566","8","50","0","56011299","91002"
"567","15","1","1001","56011300","10201300"
"568","15","1","1002","56011301","10201301"
"569","15","1","1003","56011302","10201302"
"570","8","50","0","56011302","91002"
"571","15","1","1003","56011303","10201303"
"572","8","100","0","56011303","91002"
"573","15","1","1001","56011304","10201304"
"574","15","1","1002","56011305","10201305"
"575","15","1","1003","56011306","10201306"
"576","8","50","0","56011306","91002"
"577","15","1","1003","58008015","10301015"
"578","8","50","0","58008015","91002"
"579","15","1","1001","56011307","10201307"
"580","15","1","1002","56011308","10201308"
"581","15","1","1003","56011309","10201309"
"582","8","50","0","56011309","91002"
"583","15","1","1001","56011310","10201310"
"584","15","1","1002","56011311","10201311"
"585","15","1","1003","56011312","10201312"
"586","8","50","0","56011312","91002"
"587","15","1","1003","56011313","10201313"
"588","8","100","0","56011313","91002"
"589","15","1","1001","56011314","10201314"
"590","15","1","1002","56011315","10201315"
"591","15","1","1003","56011316","10201316"
"592","8","50","0","56011316","91002"
"593","15","1","1001","56011317","10201317"
"594","15","1","1002","56011318","10201318"
"595","15","1","1003","56011319","10201319"
"596","8","50","0","56011319","91002"
"597","15","1","1001","56011320","10201320"
"598","15","1","1002","56011321","10201321"
"599","15","1","1003","56011322","10201322"
"600","8","50","0","56011322","91002"
"601","15","1","1003","56011323","10201323"
"602","8","100","0","56011323","91002"
"603","15","1","1001","56011324","10201324"
"604","15","1","1002","56011325","10201325"
"605","15","1","1003","56011326","10201326"
"606","8","50","0","56011326","91002"
"607","15","1","1001","56011327","10201327"
"608","15","1","1002","56011328","10201328"
"609","15","1","1003","56011329","10201329"
"610","8","50","0","56011329","91002"
"611","15","1","1001","56011330","10201330"
"612","15","1","1002","56011331","10201331"
"613","15","1","1003","56011332","10201332"
"614","8","50","0","56011332","91002"
"615","15","1","1003","56011333","10201333"
"616","8","100","0","56011333","91002"
"617","15","1","1003","56011334","10201334"
"618","8","100","0","56011334","91002"
"619","15","1","1003","56011335","10201335"
"620","8","100","0","56011335","91002"
"621","15","1","1003","56012100","10202100"
"622","15","1","1001","56011336","10201336"
"623","15","1","1002","56011337","10201337"
"624","15","1","1003","56011338","10201338"
"625","8","50","0","56011338","91002"
"626","15","1","1001","56011339","10201339"
"627","15","1","1002","56011340","10201340"
"628","15","1","1003","56011341","10201341"
"629","8","50","0","56011341","91002"
"630","15","1","1003","56012016","10202016"
"631","15","1","1003","56011342","10201342"
"632","8","100","0","56011342","91002"
"633","15","1","1001","56011343","10201343"
"634","15","1","1002","56011344","10201344"
"635","15","1","1003","56011345","10201345"
"636","8","50","0","56011345","91002"
"637","15","1","1001","56011346","10201346"
"638","15","1","1002","56011347","10201347"
"639","15","1","1003","56011348","10201348"
"640","8","50","0","56011348","91002"
"641","15","1","1003","56011349","10201349"
"642","8","100","0","56011349","91002"
"643","15","1","1001","55008001","10603001"
"644","8","50","0","55008001","91002"
"645","15","1","1001","55008002","10603002"
"646","8","50","0","55008002","91002"
"647","15","1","1002","55008003","10603003"
"648","8","50","0","55008003","91002"
"649","15","1","1002","55008004","10603004"
"650","8","50","0","55008004","91002"
"651","15","1","1003","55008005","10603005"
"652","8","50","0","55008005","91002"
"653","15","1","1003","55008006","10603006"
"654","8","50","0","55008006","91002"
"655","15","1","1001","56011350","10201350"
"656","15","1","1002","56011351","10201351"
"657","15","1","1003","56011352","10201352"
"658","8","50","0","56011352","91002"
"659","15","1","1001","56011353","10201353"
"660","15","1","1002","56011354","10201354"
"661","15","1","1003","56011355","10201355"
"662","8","50","0","56011355","91002"
"663","15","1","1001","56011356","10201356"
"664","15","1","1002","56011357","10201357"
"665","15","1","1003","56011358","10201358"
"666","8","50","0","56011358","91002"
"667","15","1","1003","56011359","10201359"
"668","8","100","0","56011359","91002"
"669","15","1","1001","56011360","10201360"
"670","15","1","1002","56011361","10201361"
"671","15","1","1003","56011362","10201362"
"672","8","50","0","56011362","91002"
"673","15","1","1001","56011363","10201363"
"674","15","1","1002","56011364","10201364"
"675","15","1","1003","56011365","10201365"
"676","8","50","0","56011365","91002"
"677","15","1","1003","56012017","10202017"
"678","15","1","1001","56011366","10201366"
"679","15","1","1002","56011367","10201367"
"680","15","1","1003","56011368","10201368"
"681","8","50","0","56011368","91002"
"682","15","1","1001","56011369","10201369"
"683","15","1","1002","56011370","10201370"
"684","15","1","1003","56011371","10201371"
"685","8","50","0","56011371","91002"
"686","15","1","1003","56011372","10201372"
"687","8","100","0","56011372","91002"
"688","15","1","1001","56011373","10201373"
"689","15","1","1002","56011374","10201374"
"690","15","1","1003","56011375","10201375"
"691","8","50","0","56011375","91002"
"692","15","1","1001","56011376","10201376"
"693","15","1","1002","56011377","10201377"
"694","15","1","1003","56011378","10201378"
"695","8","50","0","56011378","91002"
"696","15","1","1001","56011379","10201379"
"697","15","1","1002","56011380","10201380"
"698","15","1","1003","56011381","10201381"
"699","8","50","0","56011381","91002"
"700","15","1","1001","56011382","10201382"
"701","15","1","1002","56011383","10201383"
"702","15","1","1003","56011384","10201384"
"703","8","50","0","56011384","91002"
"704","15","1","1003","56011385","10201385"
"705","8","100","0","56011385","91002"
"706","15","1","1001","56011386","10201386"
"707","15","1","1002","56011387","10201387"
"708","15","1","1003","56011388","10201388"
"709","8","50","0","56011388","91002"
"710","15","1","1001","56011389","10201389"
"711","15","1","1002","56011390","10201390"
"712","15","1","1003","56011391","10201391"
"713","8","50","0","56011391","91002"
"714","15","1","1001","56011392","10201392"
"715","15","1","1002","56011393","10201393"
"716","15","1","1003","56011394","10201394"
"717","8","50","0","56011394","91002"
"718","15","1","1003","56011395","10201395"
"719","8","100","0","56011395","91002"
"720","15","1","1003","56011396","10201396"
"721","8","100","0","56011396","91002"
"722","15","1","1001","56011397","10201397"
"723","15","1","1002","56011398","10201398"
"724","15","1","1003","56011399","10201399"
"725","8","50","0","56011399","91002"
"726","15","1","1001","56011400","10201400"
"727","15","1","1002","56011401","10201401"
"728","15","1","1003","56011402","10201402"
"729","8","50","0","56011402","91002"
"730","15","1","1001","56011403","10201403"
"731","15","1","1002","56011404","10201404"
"732","15","1","1003","56011405","10201405"
"733","8","50","0","56011405","91002"
"734","15","1","1003","56011406","10201406"
"735","8","100","0","56011406","91002"
"736","15","1","1001","56011407","10201407"
"737","15","1","1002","56011408","10201408"
"738","15","1","1003","56011409","10201409"
"739","8","50","0","56011409","91002"
"740","15","1","1001","56011410","10201410"
"741","15","1","1002","56011411","10201411"
"742","15","1","1003","56011412","10201412"
"743","8","50","0","56011412","91002"
"744","15","1","1003","56011413","10201413"
"745","8","100","0","56011413","91002"
"746","15","1","1001","56011414","10201414"
"747","15","1","1002","56011415","10201415"
"748","15","1","1003","56011416","10201416"
"749","8","50","0","56011416","91002"
"750","15","1","1001","56011417","10201417"
"751","15","1","1002","56011418","10201418"
"752","15","1","1003","56011419","10201419"
"753","8","50","0","56011419","91002"
"754","15","1","1001","56011420","10201420"
"755","15","1","1002","56011421","10201421"
"756","15","1","1003","56011422","10201422"
"757","8","50","0","56011422","91002"
"758","15","1","1003","56011423","10201423"
"759","8","100","0","56011423","91002"
"760","15","1","1001","56011424","10201424"
"761","15","1","1002","56011425","10201425"
"762","15","1","1003","56011426","10201426"
"763","8","50","0","56011426","91002"
"764","15","1","1001","56011427","10201427"
"765","15","1","1002","56011428","10201428"
"766","15","1","1003","56011429","10201429"
"767","8","50","0","56011429","91002"
"768","15","1","1001","56011430","10201430"
"769","15","1","1002","56011431","10201431"
"770","15","1","1003","56011432","10201432"
"771","8","50","0","56011432","91002"
"772","15","1","1001","56011433","10201433"
"773","15","1","1002","56011434","10201434"
"774","15","1","1003","56011435","10201435"
"775","8","50","0","56011435","91002"
"776","15","1","1003","56011436","10201436"
"777","8","100","0","56011436","91002"
"778","15","1","1001","56011437","10201437"
"779","15","1","1002","56011438","10201438"
"780","15","1","1003","56011439","10201439"
"781","8","50","0","56011439","91002"
"782","15","1","1001","56011440","10201440"
"783","15","1","1002","56011441","10201441"
"784","15","1","1003","56011442","10201442"
"785","8","50","0","56011442","91002"
"786","15","1","1001","56011443","10201443"
"787","15","1","1002","56011444","10201444"
"788","15","1","1003","56011445","10201445"
"789","8","50","0","56011445","91002"
"790","15","1","1003","56011446","10201446"
"791","8","100","0","56011446","91002"
"792","15","1","1001","56011447","10201447"
"793","15","1","1002","56011448","10201448"
"794","15","1","1003","56011449","10201449"
"795","8","50","0","56011449","91002"
"796","15","1","1001","56011450","10201450"
"797","15","1","1002","56011451","10201451"
"798","15","1","1003","56011452","10201452"
"799","8","50","0","56011452","91002"
"800","15","1","1001","56011453","10201453"
"801","15","1","1002","56011454","10201454"
"802","15","1","1003","56011455","10201455"
"803","8","50","0","56011455","91002"
"804","15","1","1001","56011456","10201456"
"805","15","1","1002","56011457","10201457"
"806","15","1","1003","56011458","10201458"
"807","8","50","0","56011458","91002"
"808","15","1","1001","56011459","10201459"
"809","15","1","1002","56011460","10201460"
"810","15","1","1003","56011461","10201461"
"811","8","50","0","56011461","91002"
"812","15","1","1003","56011462","10201462"
"813","8","100","0","56011462","91002"
"814","15","1","1003","56011463","10201463"
"815","8","100","0","56011463","91002"
"816","15","1","1003","56011464","10201464"
"817","8","100","0","56011464","91002"
"818","15","1","1001","56011465","10201465"
"819","15","1","1002","56011466","10201466"
"820","15","1","1003","56011467","10201467"
"821","8","50","0","56011467","91002"
"822","15","1","1001","56011468","10201468"
"823","15","1","1002","56011469","10201469"
"824","15","1","1003","56011470","10201470"
"825","8","50","0","56011470","91002"
"826","15","1","1003","56011471","10201471"
"827","8","100","0","56011471","91002"
"828","15","1","1001","56011472","10201472"
"829","15","1","1002","56011473","10201473"
"830","15","1","1003","56011474","10201474"
"831","8","50","0","56011474","91002"
"832","15","1","1001","56011475","10201475"
"833","15","1","1002","56011476","10201476"
"834","15","1","1003","56011477","10201477"
"835","8","50","0","56011477","91002"
"836","15","1","1003","56011484","10201484"
"837","8","100","0","56011484","91002"
"838","15","1","1001","56011485","10201485"
"839","15","1","1002","56011486","10201486"
"840","15","1","1003","56011487","10201487"
"841","8","50","0","56011487","91002"
"842","15","1","1001","56011488","10201488"
"843","15","1","1002","56011489","10201489"
"844","15","1","1003","56011490","10201490"
"845","8","50","0","56011490","91002"
"846","15","1","1001","56011491","10201491"
"847","15","1","1002","56011492","10201492"
