6d29464c80991c4fb49c63942208c6ea12bcce3869523ad11e389ca7c2dd5fdd,e68176bfcdd77bbc01f35cb4a0b03040936f51d3235d9d5296bec9d7d0775c4a,94ed169512ad4c2149ea83a04f202ecc4eb8013da76a59a3a63fd5672471e1ba,0073fb642e332b45f00fe78db61f736c134ae886535385e5ebbb9f8eb04125d1,f6e4639815784e5e11ebac92e771289e23fe02f3dffc0694274843a3e047db1d,1b081673ec5fe242497e11439ea3e6ab177a9757cecef2cccd5b13aab46c38c7,c840312f4989f2cafb24ccc107e55ce961c2ac6c61f04721412ca8a58ed39e9c,3ca4fa598c0626f3531dfed6ec143f90198802db66ce6f6d944b79835f124f60,ae1c5dbc1ef32ac13bfc7de174adbb7623f2b739a3138eb840da6c51a46d7bd1,f486154b0c7cdf51a0e7da5e9361dee3a46633ff14352843b722071548d68a47
"0","29","4","","0","1040029","2","vo_10011600","vo_10011600_0405","0"
"0","30","4","擁有相同宿命的同伴，","8","1040030","1","0","0","0"
"1","31","4","","0","1040031","4","0","0","2.375"
"0","32","4","彼此可以成為好朋友？","8","1040032","1","0","0","0"
"1","33","4","","0","1040033","4","0","0","2.125"
"0","1","5","","0","1050001","2","vo_10011600","vo_10011600_0501","0"
"0","2","5","　克蘿依和我一樣都是","8","1050002","1","0","0","0"
"1","3","5","","0","1050003","4","0","0","1.875"
"0","4","5","精靈，","8","1050004","1","0","0","0"
"1","5","5","","0","1050005","4","0","0","1.5"
"0","6","5","可是……","8","1050006","1","0","0","0"
"1","7","5","","0","1050007","4","0","0","1.625"
"0","8","5","她給人的感覺，","8","1050008","1","0","0","0"
"1","9","5","","0","1050009","4","0","0","1.375"
"0","10","5","有點不太一樣。","8","1050010","1","0","0","0"
"1","11","5","","0","1050011","4","0","0","2.625"
"0","12","5","","0","1050012","2","vo_10011600","vo_10011600_0502","0"
"0","13","5","說不定擁有相同宿命的同伴，彼此可以成為好朋友？","8","1050013","1","0","0","0"
"1","14","5","","0","1050014","4","0","0","3.625"
"0","15","5","我曾經抱持這樣的想法，","8","1050015","1","0","0","0"
"1","16","5","","0","1050016","4","0","0","2.125"
"0","17","5","但是我根本不敢向她搭話！","8","1050017","1","0","0","0"
"1","18","5","","0","1050018","4","0","0","3.125"
"0","19","5","","0","1050019","2","vo_10011600","vo_10011600_0503","0"
"0","20","5","按照那個人的說法，","8","1050020","1","0","0","0"
"1","21","5","","0","1050021","4","0","0","1.65"
"0","22","5","她好像是個熱心助人，","8","1050022","1","0","0","0"
"1","23","5","","0","1050023","4","0","0","1.625"
"0","24","5","而且個性溫柔的好人……\n","8","1050024","1","0","0","0"
"1","25","5","","0","1050025","4","0","0","3.125"
"0","26","5","","0","1050026","2","vo_10011600","vo_10011600_0504","0"
"0","27","5","這麼說來，","8","1050027","1","0","0","0"
"1","28","5","","0","1050028","4","0","0","2"
"0","29","5","噗……","8","1050029","1","0","0","0"
"1","30","5","","0","1050030","4","0","0","1.5"
"0","31","5","那個聲音其實是歎息聲（？）、","8","1050031","1","0","0","0"
"1","32","5","","0","1050032","4","0","0","2.375"
"0","33","5","","0","1050033","2","vo_10011600","vo_10011600_0505","0"
"0","34","5","雖然說不出口……\n","8","1050034","1","0","0","0"
"1","35","5","","0","1050035","4","0","0","2.375"
"0","36","5","但是聽起來好可愛啊！","8","1050036","1","0","0","0"
"1","37","5","","0","1050037","4","0","0","1.375"
"0","38","5","我不禁在心裡這麼想。","8","1050038","1","0","0","0"
"1","39","5","","0","1050039","4","0","0","1"
"0","1","6","","0","1060001","2","vo_10011600","vo_10011600_0601","0"
"0","2","6","　琪愛兒則是個現充。","8","1060002","1","0","0","0"
"1","3","6","","0","1060003","4","0","0","2.375"
"0","4","6","這一點是毋庸置疑的。\n","8","1060004","1","0","0","0"
"1","5","6","","0","1060005","4","0","0","2.5"
"0","6","6","","0","1060006","2","vo_10011600","vo_10011600_0602","0"
"0","7","6","長得很可愛，擁有很多朋友。","8","1060007","1","0","0","0"
"1","8","6","","0","1060008","4","0","0","2.5"
"0","9","6","和我這種邊緣人完全相反。","8","1060009","1","0","0","0"
"1","10","6","","0","1060010","4","0","0","2.875"
"0","11","6","","0","1060011","2","vo_10011600","vo_10011600_0603","0"
"0","12","6","身上散發出令人難以直視的耀眼光芒。\n","8","1060012","1","0","0","0"
"1","13","6","","0","1060013","4","0","0","3.25"
"0","14","6","","0","1060014","2","vo_10011600","vo_10011600_0604","0"
"0","15","6","如果和她面對面說話，","8","1060015","1","0","0","0"
"1","16","6","","0","1060016","4","0","0","3.5"
"0","17","6","我的空虛心靈一定會裂成碎片，","8","1060017","1","0","0","0"
"1","18","6","","0","1060018","4","0","0","2.5"
"0","19","6","掉落滿地。\n","8","1060019","1","0","0","0"
"1","20","6","","0","1060020","4","0","0","3.875"
"0","21","6","","0","1060021","2","vo_10011600","vo_10011600_0605","0"
"0","22","6","「切嚕～」，","8","1060022","1","0","0","0"
"1","23","6","","0","1060023","4","0","0","1.75"
"0","24","6","那種問候語…","8","1060024","1","0","0","0"
"1","25","6","","0","1060025","4","0","0","1.625"
"0","26","6","如果要我說出來，我一定會當場昏倒，","8","1060026","1","0","0","0"
"1","27","6","","0","1060027","4","0","0","2.75"
"0","28","6","直接蒙主寵召……","8","1060028","1","0","0","0"
"1","29","6","","0","1060029","4","0","0","3.125"
"0","1","7","","0","1070001","2","vo_10011600","vo_10011600_0701","0"
"0","2","7","　今天真的是每件事情","8","1070002","1","0","0","0"
"1","3","7","","0","1070003","4","0","0","2.375"
"0","4","7","都受到優妮的照顧。\n","7","1070004","1","0","0","0"
"1","5","7","","0","1070005","4","0","0","3.28571428571429"
"0","6","7","","0","1070006","2","vo_10011600","vo_10011600_0702","0"
"0","7","7","和喜歡調侃人的克蘿依與琪愛兒完全不同，","8","1070007","1","0","0","0"
"1","8","7","","0","1070008","4","0","0","4.625"
"0","9","7","我從她身上看見了充滿知性，","8","1070009","1","0","0","0"
"1","10","7","","0","1070010","4","0","0","1.5"
"0","11","7","值得信賴的一面。","10","1070011","1","0","0","0"
"1","12","7","","0","1070012","4","0","0","2.4"
"0","13","7","","0","1070013","2","vo_10011600","vo_10011600_0703","0"
"0","14","7","俐落下達明確指示的模樣，","8","1070014","1","0","0","0"
"1","15","7","","0","1070015","4","0","0","2.375"
"0","16","7","充分展現出她身為公會長的威嚴。","8","1070016","1","0","0","0"
"1","17","7","","0","1070017","4","0","0","3.5"
"0","18","7","","0","1070018","2","vo_10011600","vo_10011600_0704","0"
"0","19","7","我相信優妮一定","8","1070019","1","0","0","0"
"1","20","7","","0","1070020","4","0","0","2.25"
"0","21","7","可以將優妮們的威名傳播到全世界。\n\n","8","1070021","1","0","0","0"
"1","22","7","","0","1070022","4","0","0","6.625"
"0","23","7","","0","1070023","2","vo_10011600","vo_10011600_0705","0"
"0","24","7","咦？","8","1070024","1","0","0","0"
"1","25","7","","0","1070025","4","0","0","1.125"
"0","26","7","　公會名是這樣嗎？","8","1070026","1","0","0","0"
"1","27","7","","0","1070027","4","0","0","2.75"
"0","1","8","","0","1080001","2","vo_10011600","vo_10011600_0801","0"
"0","2","8","　初次見面時，","8","1080002","1","0","0","0"
"1","3","8","","0","1080003","4","0","0","1.75"
"0","4","8","因為太害怕而遲遲不敢跟克蘿依說話。","8","1080004","1","0","0","0"
"1","5","8","","0","1080005","4","0","0","4.125"
"0","6","8","","0","1080006","2","vo_10011600","vo_10011600_0802","0"
"0","7","8","不過後來我漸漸明白她其實是個很溫柔的人，","8","1080007","1","0","0","0"
"1","8","8","","0","1080008","4","0","0","2.75"
"0","9","8","而且時常關心我的事情。\n","8","1080009","1","0","0","0"
"1","10","8","","0","1080010","4","0","0","5.875"
"0","11","8","","0","1080011","2","vo_10011600","vo_10011600_0803","0"
"0","12","8","托克蘿依的福，雖然只有一點點…","8","1080012","1","0","0","0"
"1","13","8","","0","1080013","4","0","0","3.25"
"0","14","8","不過\n我總算比較能融入班上。\n","8","1080014","1","0","0","0"
"1","15","8","","0","1080015","4","0","0","4.25"
"0","16","8","","0","1080016","2","vo_10011600","vo_10011600_0804","0"
"0","17","8","克蘿依似乎有很多兄弟姊妹。","8","1080017","1","0","0","0"
"1","18","8","","0","1080018","4","0","0","4.125"
"0","19","8","","0","1080019","2","vo_10011600","vo_10011600_0805","0"
"0","20","8","的確，","8","1080020","1","0","0","0"
"1","21","8","","0","1080021","4","0","0","1.625"
"0","22","8","今天的克蘿依差點讓我脫口喊她姊姊！","8","1080022","1","0","0","0"
"1","23","8","","0","1080023","4","0","0","4.625"
"0","1","9","","0","1090001","2","vo_10011600","vo_10011600_0901","0"
"0","2","9","　切嚕～","8","1090002","1","0","0","0"
"1","3","9","","0","1090003","4","0","0","3.875"
"0","4","9","","0","1090004","2","vo_10011600","vo_10011600_0902","0"
"0","5","9","如果可以學會說出這句問候語，","8","1090005","1","0","0","0"
"1","6","9","","0","1090006","4","0","0","2.75"
"0","7","9","我是不是就能像琪愛兒一樣","8","1090007","1","0","0","0"
"1","8","9","","0","1090008","4","0","0","2.375"
"0","9","9","開朗有自信，擁有許多朋友，","8","1090009","1","0","0","0"
"1","10","9","","0","1090010","4","0","0","2.75"
"0","11","9","變身為自己理想中的女性呢？\n","8","1090011","1","0","0","0"
"1","12","9","","0","1090012","4","0","0","4.375"
"0","13","9","","0","1090013","2","vo_10011600","vo_10011600_0903","0"
"0","14","9","不過","8","1090014","1","0","0","0"
"1","15","9","","0","1090015","4","0","0","1.25"
"0","16","9","這句問候語對我而言還太困難，","8","1090016","1","0","0","0"
"1","17","9","","0","1090017","4","0","0","2.875"
"0","18","9","今天暫且寫下來就好。\n","8","1090018","1","0","0","0"
"1","19","9","","0","1090019","4","0","0","4.125"
"0","20","9","","0","1090020","2","vo_10011600","vo_10011600_0904","0"
"0","21","9","切嚕～切嚕～切嚕～切嚕～切嚕～","8","1090021","1","0","0","0"
"1","22","9","","0","1090022","4","0","0","4.125"
"0","23","9","","0","1090023","2","vo_10011600","vo_10011600_0905","0"
"0","24","9","切嚕～切嚕～切嚕～切嚕～切嚕～","8","1090024","1","0","0","0"
"1","25","9","","0","1090025","4","0","0","4.125"
"0","26","9","","0","1090026","2","vo_10011600","vo_10011600_0906","0"
"0","27","9","切嚕～切嚕～切嚕～切嚕～切嚕～\n","8","1090027","1","0","0","0"
"1","28","9","","0","1090028","4","0","0","4.125"
"0","29","9","","0","1090029","2","vo_10011600","vo_10011600_0907","0"
"0","30","9","切嚕～切嚕～切嚕～","8","1090030","1","0","0","0"
"1","31","9","","0","1090031","4","0","0","2.875"
"0","1","10","","0","1100001","2","vo_10011600","vo_10011600_1001","0"
"0","2","10","　忘記了忘記了忘記了！\n","8","1100002","1","0","0","0"
"1","3","10","","0","1100003","4","0","0","2.75"
"0","4","10","特別講座到底該怎麼辦啦！","8","1100004","1","0","0","0"
"1","5","10","","0","1100005","4","0","0","2.25"
"0","6","10","","0","1100006","2","vo_10011600","vo_10011600_1002","0"
"0","7","10","從精靈之森帶來的曼德拉草逃跑了，","8","1100007","1","0","0","0"
"1","8","10","","0","1100008","4","0","0","3.625"
"0","9","10","我完全沒有任何準備！\n","8","1100009","1","0","0","0"
"1","10","10","","0","1100010","4","0","0","2.375"
"0","11","10","","0","1100011","2","vo_10011600","vo_10011600_1003","0"
"0","12","10","……精靈之森嗎","8","1100012","1","0","0","0"
"1","13","10","","0","1100013","4","0","0","2"
"0","14","10","似乎在呼喚我……","8","1100014","1","0","0","0"
"1","15","10","","0","1100015","4","0","0","2.25"
"0","16","10","","0","1100016","2","vo_10011600","vo_10011600_1004","0"
"0","17","10","不對，不行不行，","8","1100017","1","0","0","0"
"1","18","10","","0","1100018","4","0","0","1.875"
"0","19","10","我不能背叛美里老師的期待！\n","8","1100019","1","0","0","0"
"1","20","10","","0","1100020","4","0","0","4.125"
"0","21","10","","0","1100021","2","vo_10011600","vo_10011600_1005","0"
"0","22","10","但是我該如何是好？","8","1100022","1","0","0","0"
"1","23","10","","0","1100023","4","0","0","3.125"
"0","24","10","","0","1100024","2","vo_10011600","vo_10011600_1006","0"
"0","25","10","既然如此，","8","1100025","1","0","0","0"
"1","26","10","","0","1100026","4","0","0","1.75"
"0","27","10","乾脆將「如何度過孤獨人生」的要點整理出來","8","1100027","1","0","0","0"
"1","28","10","","0","1100028","4","0","0","3.375"
"0","29","10","並且對外發表吧……？","8","1100029","1","0","0","0"
"1","30","10","","0","1100030","4","0","0","2.5"
"0","1","11","","0","1110001","2","vo_10011600","vo_10011600_1101","0"
"0","2","11","　特別講座","8","1110002","1","0","0","0"
"1","3","11","","0","1110003","4","0","0","1.75"
"0","4","11","結束！\n","8","1110004","1","0","0","0"
"1","5","11","","0","1110005","4","0","0","2.625"
"0","6","11","","0","1110006","2","vo_10011600","vo_10011600_1102","0"
"0","7","11","結果……","8","1110007","1","0","0","0"
"1","8","11","","0","1110008","4","0","0","1.625"
"0","9","11","成功","8","1110009","1","0","0","0"
"1","10","11","","0","1110010","4","0","0","1.375"
"0","11","11","…應該吧。","8","1110011","1","0","0","0"
"1","12","11","","0","1110012","4","0","0","3.125"
"0","13","11","","0","1110013","2","vo_10011600","vo_10011600_1103","0"
"0","14","11","　這一切都要感謝","8","1110014","1","0","0","0"
"1","15","11","","0","1110015","4","0","0","2.5"
"0","16","11","從旁協助的那個人，","8","1110016","1","0","0","0"
"1","17","11","","0","1110017","4","0","0","1.875"
"0","18","11","以及","8","1110018","1","0","0","0"
"1","19","11","","0","1110019","4","0","0","0.875"
"0","20","11","好朋友社的各位。\n","8","1110020","1","0","0","0"
"1","21","11","","0","1110021","4","0","0","3"
"0","22","11","","0","1110022","2","vo_10011600","vo_10011600_1104","0"
"0","23","11","講座結束之後，","8","1110023","1","0","0","0"
"1","24","11","","0","1110024","4","0","0","2.125"
"0","25","11","許多人圍在我身邊，讓我感到很害怕。","8","1110025","1","0","0","0"
"1","26","11","","0","1110026","4","0","0","3"
"0","27","11","","0","1110027","2","vo_10011600","vo_10011600_1105","0"
"0","28","11","可是我…","8","1110028","1","0","0","0"
"1","29","11","","0","1110029","4","0","0","1.5"
"0","30","11","沒有像往常一樣逃跑！\n","8","1110030","1","0","0","0"
"1","31","11","","0","1110031","4","0","0","3.125"
"0","32","11","","0","1110032","2","vo_10011600","vo_10011600_1106","0"
"0","33","11","我是否也有稍微……","8","1110033","1","0","0","0"
"1","34","11","","0","1110034","4","0","0","2"
"0","35","11","雖然只有一點點……","8","1110035","1","0","0","0"
"1","36","11","","0","1110036","4","0","0","2.625"
"0","37","11","成長……","8","1110037","1","0","0","0"
"1","38","11","","0","1110038","4","0","0","1.5"
"0","39","11","了呢？","8","1110039","1","0","0","0"
"1","40","11","","0","1110040","4","0","0","1.875"
"0","1","12","","0","1120001","2","vo_10011600","vo_10011600_1201","0"
"0","2","12","　沒想到我居然可以自然而然地融入聖德蕾莎女學院，","8","1120002","1","0","0","0"
"1","3","12","","0","1120003","4","0","0","4.25"
"0","4","12","那個人果然好厲害啊！\n","8","1120004","1","0","0","0"
"1","5","12","","0","1120005","4","0","0","3.5"
"0","6","12","","0","1120006","2","vo_10011600","vo_10011600_1202","0"
"0","7","12","　走在走廊時，","8","1120007","1","0","0","0"
"1","8","12","","0","1120008","4","0","0","2.125"
"0","9","12","其他學生看見那個人後紛紛露出驚訝的表情，","8","1120009","1","0","0","0"
"1","10","12","","0","1120010","4","0","0","3.375"
"0","11","12","不過那個人還是微笑著向大家打招呼！\n","8","1120011","1","0","0","0"
"1","12","12","","0","1120012","4","0","0","3.125"
"0","13","12","","0","1120013","2","vo_10011600","vo_10011600_1203","0"
"0","14","12","即使有人","8","1120014","1","0","0","0"
"1","15","12","","0","1120015","4","0","0","1.375"
"0","16","12","朝著他尖叫，","8","1120016","1","0","0","0"
"1","17","12","","0","1120017","4","0","0","1.25"
"0","18","12","他依舊一臉蠻不在乎地揮手以對！","8","1120018","1","0","0","0"
"1","19","12","","0","1120019","4","0","0","2.5"
"0","20","12","","0","1120020","2","vo_10011600","vo_10011600_1204","0"
"0","21","12","　和不懂得打招呼的我完全不同！\n\n","8","1120021","1","0","0","0"
"1","22","12","","0","1120022","4","0","0","4.625"
"0","23","12","","0","1120023","2","vo_10011600","vo_10011600_1205","0"
"0","24","12","我也好想盡快","8","1120024","1","0","0","0"
"1","25","12","","0","1120025","4","0","0","1.25"
"0","26","12","變成那樣的人……","8","1120026","1","0","0","0"
"1","27","12","","0","1120027","4","0","0","2.5"
"0","1","13","","0","1130001","2","vo_10011600","vo_10011600_1301","0"
"0","2","13","　我帶來的曼德拉草惹出大麻煩……","8","1130002","1","0","0","0"
"1","3","13","","0","1130003","4","0","0","4.875"
"0","4","13","","0","1130004","2","vo_10011600","vo_10011600_1302","0"
"0","5","13","可是，","8","1130005","1","0","0","0"
"1","6","13","","0","1130006","4","0","0","1.25"
"0","7","13","多虧那個人和好朋友社出手相助，","8","1130007","1","0","0","0"
"1","8","13","","0","1130008","4","0","0","4"
"0","9","13","最後終於趕在釀成重大災情前及時阻止了牠。","8","1130009","1","0","0","0"
"1","10","13","","0","1130010","4","0","0","5"
"0","11","13","","0","1130011","2","vo_10011600","vo_10011600_1303","0"
"0","12","13","　雖然大家","8","1130012","1","0","0","0"
"1","13","13","","0","1130013","4","0","0","1.45"
"0","14","13","口口聲聲說自己別有所圖，","8","1130014","1","0","0","0"
"1","15","13","","0","1130015","4","0","0","2.75"
"0","16","13","但是我相信事情一定不是那樣的。\n","8","1130016","1","0","0","0"
"1","17","13","","0","1130017","4","0","0","3.25"
"0","18","13","","0","1130018","2","vo_10011600","vo_10011600_1304","0"
"0","19","13","能夠像這樣和大家並肩作戰，","8","1130019","1","0","0","0"
"1","20","13","","0","1130020","4","0","0","2.75"
"0","21","13","我真的很高興。\n","8","1130021","1","0","0","0"
"1","22","13","","0","1130022","4","0","0","2.5"
"0","23","13","","0","1130023","2","vo_10011600","vo_10011600_1305","0"
"0","24","13","感覺就像……","8","1130024","1","0","0","0"
"1","25","13","","0","1130025","4","0","0","1.75"
"0","26","13","和大家…","8","1130026","1","0","0","0"
"1","27","13","","0","1130027","4","0","0","1.375"
"0","28","13","變成了同伴。","8","1130028","1","0","0","0"
"1","29","13","","0","1130029","4","0","0","2.125"
"0","1","14","","0","1140001","2","vo_10011600","vo_10011600_1401","0"
"0","2","14","　今天是","8","1140002","1","0","0","0"
"1","3","14","","0","1140003","4","0","0","1.5"
"0","4","14","在聖德蕾莎女學院上課的","7","1140004","1","0","0","0"
"1","5","14","","0","1140005","4","0","0","3.60714285714286"
"0","6","14","……最後一天。\n","8","1140006","1","0","0","0"
"1","7","14","","0","1140007","4","0","0","3.25"
"0","8","14","","0","1140008","2","vo_10011600","vo_10011600_1402","0"
"0","9","14","一開始聽見美里老師提出這項要求時，","8","1140009","1","0","0","0"
"1","10","14","","0","1140010","4","0","0","3.375"
"0","11","14","我認為自己一定無法辦到。","8","1140011","1","0","0","0"
"1","12","14","","0","1140012","4","0","0","3.125"
"0","13","14","","0","1140013","2","vo_10011600","vo_10011600_1403","0"
"0","14","14","　但是現在心中卻十分不捨，","8","1140014","1","0","0","0"
"1","15","14","","0","1140015","4","0","0","2.625"
"0","16","14","於是像這樣靠著寫日記紀錄一切。\n","8","1140016","1","0","0","0"
"1","17","14","","0","1140017","4","0","0","3.375"
"0","18","14","","0","1140018","2","vo_10011600","vo_10011600_1404","0"
"0","19","14","　閉上眼睛，","8","1140019","1","0","0","0"
"1","20","14","","0","1140020","4","0","0","2"
"0","21","14","那個人和","8","1140021","1","0","0","0"
"1","22","14","","0","1140022","4","0","0","1.5"
"0","23","14","好朋友社的各位、","8","1140023","1","0","0","0"
"1","24","14","","0","1140024","4","0","0","2.125"
"0","25","14","以及所有對我親切友好的同學們。\n\n","8","1140025","1","0","0","0"
"1","26","14","","0","1140026","4","0","0","6.375"
