1752974406ea795057f16feb2ecc602eef513d1216d088137ce35b420c1df6b4,c47c8ed81faebd962c5f864423d050fec6be92b89de2e7356d7c79490f686b2a,a614b3a9b7979772b08b21b55028454492b96bd067ae51e18497b31a86d4c687,61e369a8a7b6d9f2f8ab505705f5a8124272c0f672c35c6320395e311c5cb1e5,bae405e4fe4f4332e72eea773c49b64a74748578b257b71e58f1792a0efdd114,6b7d86639696f0a45db1c213d8561eb680bf9cee830a817f40c1bbb9857d14a0,5340af5c6da22205ebfb719e09c05fd21582a08db303257d16da2980710adc11,60bdeed774e1e84bc3aedba3fe9dbaeb2fcf097f4cf822c133bb8a985da7a801,1c83232aa065f278877f684ad88e92842336fe56ab0e8753cf7580365ed23d2b
"2","2","2","48","1","1","1","3","受海所愛的"
"2","2","2","49","1","1","1","3","統御大海的"
"0","2","2","50","1","1","1","3","傳說的"
"2","2","2","51","1","1","1","3","震撼世界的"
"1","2","2","52","1","1","1","3","超級狂野的"
"0","2","2","53","1","1","1","3","奇蹟般的"
"2","2","2","54","1","1","1","3","一馬當先的"
"1","2","2","55","1","0","1","3","無人能擋的"
"2","2","2","56","1","0","1","3","熱血沸騰的"
"0","2","2","57","1","0","1","3","百萬的"
"1","2","2","58","1","0","1","3","與生俱來的"
"0","2","2","59","1","0","1","3","大海的"
"1","2","2","60","1","0","1","3","腎上腺素全開的"
"0","2","2","61","1","0","1","3","大間產的"
"0","2","2","62","1","0","1","3","熟練的"
"0","2","2","63","1","0","1","3","身經百戰的"
"0","2","2","64","1","0","1","3","如魚得水的"
"0","2","2","65","1","0","1","3","巨大的"
"2","2","2","66","0","1","1","3","不簡單的"
"0","2","2","67","0","1","1","3","勇猛的"
"0","2","2","68","0","1","1","3","拚命奔跑的"
"2","2","2","69","0","1","1","3","一閃而過的"
"0","2","2","70","0","1","1","3","驚濤駭浪的"
"0","2","2","71","0","1","1","3","憤怒的"
"2","2","2","72","0","1","1","3","不服輸的"
"0","2","2","73","0","1","1","3","成長中的"
"0","2","2","74","0","1","1","3","打破常規的"
"0","2","2","75","0","1","1","3","胡鬧的"
"0","2","2","76","0","1","1","3","狂暴的"
"0","2","2","77","0","0","1","3","傳聞中的"
"2","2","2","78","0","0","1","3","海邊的"
"2","2","2","79","0","0","1","3","朝氣蓬勃的"
"2","2","2","80","0","0","1","3","飛奔於常夏的"
"0","2","2","81","0","0","1","3","肌肉的"
"0","2","2","82","0","0","1","3","波光粼粼的"
"2","2","2","83","0","0","1","3","天生的"
"0","2","2","84","0","0","1","3","轟動的"
"0","2","2","85","0","0","1","3","未知數的"
"0","2","2","86","0","0","1","3","超不妙的"
"0","2","2","87","0","0","1","3","不能輸的"
"2","2","3","88","1","1","1","3","Light Speed"
"1","2","3","89","1","1","1","3","專業的"
"0","2","3","90","1","1","1","3","頂尖的"
"2","2","3","91","1","1","1","3","金牌"
"2","2","3","92","1","1","1","3","極限的"
"0","2","3","93","1","1","1","3","最佳的"
"2","2","3","94","1","1","1","3","完美的"
"1","2","3","95","1","1","1","3","百年僅有一人的"
"2","2","3","96","1","1","1","3","傳說中的"
"0","2","3","97","1","1","1","3","超一流的"
"0","2","3","98","1","1","1","3","世界的"
"0","2","3","99","1","1","1","3","被選中的"
"2","2","3","100","1","0","1","3","運動家"
"0","2","3","101","1","0","1","3","偉大的"
"1","2","3","102","1","0","1","3","超級音速的"
"0","2","3","103","1","0","1","3","終極的"
"0","2","3","104","1","0","1","3","MVP的"
"0","2","3","105","1","0","1","3","全面的"
"2","2","3","106","1","0","1","3","全回合的"
"2","2","3","107","1","0","1","3","銀牌"
"0","2","3","108","1","0","1","3","神聖的"
"2","2","3","109","1","0","1","3","出色的"
"0","2","3","110","1","0","1","3","一流的"
"0","2","3","111","1","0","1","3","絕妙的"
"0","2","3","112","0","1","1","3","超級的"
"0","2","3","113","0","1","1","3","助跑起步的"
"0","2","3","114","0","1","1","3","很棒的"
"1","2","3","115","0","1","1","3","勢如破竹的"
"0","2","3","116","0","1","1","3","超凡魅力的"
"0","2","3","117","0","1","1","3","萬能的"
"0","2","3","118","0","1","1","3","新世代的"
"0","2","3","119","0","1","1","3","光榮的"
"0","2","3","120","0","1","1","3","大放異彩的"
"0","2","3","121","0","1","1","3","深藏不漏的"
"0","2","3","122","0","1","1","3","天下的"
"0","2","3","123","0","0","1","3","Let's Go"
"0","2","3","124","0","0","1","3","好的"
"1","2","3","125","0","0","1","3","小跳步的"
"2","2","3","126","0","0","1","3","有成長空間的"
"2","2","3","127","0","0","1","3","銅牌"
"0","2","3","128","0","0","1","3","期待的"
"2","2","3","129","0","0","1","3","跳躍的"
"0","2","3","130","0","0","1","3","新時代的"
"2","2","3","131","0","0","1","3","內行人才知道的"
