442459d95c6f2a4beed36d3e319b74b791460a42d9fd91d7513232d5ffba5c37,b86cb265bf0cebe384b691395e83bc3596b225b977bd84d451a2f05761675d0b,f7dd0afae5c4ed583a4e4c30266e7cc0e19e3a2c57677133d46cd68bac303ce7,a32cba6e513476acb528b732114c200445e50ee76ad2da09358f3a36893f893a,d2bd891c7f16d2090bbbee2f9e50791d2ef57cd1ef8bb35b5e764c3b0ee08635,be14d63cf675c9fc25f8913ddbedcc3c84f24399296cce3c07fc528ab2f0b830,fb43c49ee3d513156d6cb644edbe0bdd7d1b2cf1e02af0f070f2baf7b9ed760b,e4ddeb1bdf10f6d16cbba3884ea4b91b6147f8d2407c41bd81872b7332d3e8d8,63b6f2c31b3d9bb72085622753b113855c309c7f887a01be80a04d6c1c0a33b2,4dc80e8b966d69f0fb4ac3161e7926f927a0190190bdd9671aad5f5a697cc8a8,214e16e5e2649e98ccfb5ffa63ed38498cbb20f309ffafd8af2c41e2a5cf01fa,35b63435487499476cf9a101dcba8ec3deede42fb9fdbeebc467964fa8dcc6f6,9821b800b0248f9d7ad2cc0af82a4e04ce14c35fb0815e252ee4b7eeee9aade5,a14f4c28ea849ade03583101b4a1ee07d78cac68714b554218542145739e7092,f1589b932ad1517ee6755189a8e8ac25ab535d8efe4d1d34120f9f635425923e,48074cdb2c6af07367feed22de72c8d8dcccea492dc66725a5b6cec7e443b159,0609f2f491e9598eeecf34f7b7277619e4b1fa32805ec450fb1bc658b48e24e0,3c85f238e1c4046dbdcfd4708d5677f808f4d391dcb47fce6d36b9d01ad709cc,ed5829b8ed0be8eac6ff972aab4ede40746439403fd09f03d49292e47bacd298,9d1bd007e1ff1300dd323fd53f4c9480b16f36cec1ef2de5499e00e3ec7ac4cd,fb29bb357ad794a4cd6c23caaf823b6d82755d660ff2447956473c0175e7d536,65cbdc132f7b92b2531070c30930c9e50d1b92352583bd92dc23d330651da414,c89be04067f75ebc38d66267b4372d6cbfb8a70fb60347ff7d3424a95e696f62,bfd96acc45b54bde05773f0552b92d8777e8012f1ddf2511005abe13428bd6cd,5d45c0b8ed92e24effeaed047030aaaccbdcfdcf5b0514ff21b1145a538286b6,868973c2d4ac2fd8e1bf0dfb5871d4833be0fb600dc05318c4d781aa6b6505ec,effb61b59648650f58f32b451a8238e7b8bebdf0064276c317f39979a881eced,8d3b6da7b96739706e1bf61552cc5ddcbcd29600987661f3a796215f67b8e7ff
"101406","123001","0","101402","101402","101406","101401","126101","7","100203","1001014","14","100305","1001","105501","101402","105301","12","100303","2","100003","103401","13","90","0","126101","50","2024/11/02 16:00:00"
"101504","108301","0","101502","101502","101506","101501","106901","2","100203","1001015","15","100101","1001","123001","101506","103401","9","100205","2","100003","100501","14","90","0","108301","50","2024/11/02 16:00:00"
"101606","129001","0","101605","101602","101606","101601","123001","14","100203","1001016","16","100101","1001","118501","101606","112201","17","100303","3","100003","101401","13","90","18","101401","50","2024/11/03 16:00:00"
"101706","129001","0","101702","101702","101702","101701","101401","14","100203","1001017","17","100101","1001","123001","101706","100501","15","100303","3","100003","108901","13","90","16","129001","50","2024/11/03 16:00:00"
"101806","129001","0","101805","101805","101802","101801","103401","14","100203","1001018","18","100101","1001","105501","101802","123301","19","100303","3","100003","120001","13","90","0","120001","50","2024/11/03 16:00:00"
"100101","111801","0","100101","100101","100101","100101","121001","0","100203","1002001","1","100305","1002","107501","100101","180401","0","100303","1","100003","105801","14","90","0","105801","50","2024/12/01 16:00:00"
"100201","127201","0","100201","100201","100201","100201","180601","0","100203","1002002","2","100101","1002","106001","100201","112001","0","100205","1","100003","121101","13","90","0","106001","50","2024/12/01 16:00:00"
"100301","125301","0","100301","100301","100301","100301","107601","0","100304","1002003","3","100102","1002","180501","100301","105901","0","100101","1","100003","111901","20","90","0","105901","50","2024/12/01 16:00:00"
"100401","111401","0","100401","100401","100401","100401","110301","0","100202","1002004","4","100304","1002","101201","100401","103401","0","100302","1","100003","104601","14","90","0","111401","50","2024/12/01 16:00:00"
"100501","100801","0","100501","100501","100501","100501","106001","0","100303","1002005","5","100102","1002","129001","100502","103401","0","100101","1","100003","105401","13","90","0","105401","50","2024/12/01 16:00:00"
"100601","100801","0","100601","100601","100601","100601","112201","0","100202","1002006","6","100304","1002","129001","100602","101101","0","100302","1","100003","106601","14","90","0","106601","50","2024/12/01 16:00:00"
"100702","123001","0","100701","100701","100701","100701","100501","1","100202","1002007","7","100101","1002","103401","100701","108901","0","100205","1","100003","104501","13","90","0","104501","50","2024/12/01 16:00:00"
"100801","108301","0","100801","100801","100801","100801","101401","2","100303","1002008","8","100102","1002","123001","100802","105501","0","100101","1","100003","103401","14","90","0","103401","50","2024/12/01 16:00:00"
"100902","129001","0","100902","100901","100902","100901","103401","3","100202","1002009","9","100303","1002","100901","100902","128801","0","100302","1","100003","108901","20","90","0","100901","50","2024/12/01 16:00:00"
"101006","129001","0","101006","101002","101006","101001","126101","6","100302","1002010","10","100102","1002","123001","101006","128801","0","100101","2","100003","100701","13","90","0","128801","50","2024/12/01 16:00:00"
"101105","112201","0","101102","101102","101102","101101","103401","7","100202","1002011","11","100303","1002","102201","101102","106601","0","100302","2","100003","105201","14","90","0","102201","50","2024/12/01 16:00:00"
"101202","100801","0","101205","101206","101206","101201","123001","8","100202","1002012","12","100101","1002","129001","101206","112201","1","100205","2","100003","129601","20","90","0","112201","50","2024/12/01 16:00:00"
"101304","108301","0","101305","101302","101305","101301","123501","9","100302","1002013","13","100102","1002","101101","101301","123301","2","100101","2","100003","100501","14","90","0","123301","50","2024/12/02 16:00:00"
"101406","129001","0","101406","101402","101401","101401","106001","10","100203","1002014","14","100303","1002","118501","101406","123001","3","100301","2","100003","101401","13","90","0","123001","50","2024/12/02 16:00:00"
"101506","129001","0","101502","101505","101502","101501","105501","19","100202","1002015","15","100101","1002","130801","101506","103401","0","100205","2","100003","120001","14","90","0","129001","50","2024/12/02 16:00:00"
"111606","123001","0","111602","111602","111606","111601","126101","15","100305","1002016","16","100101","1002","105501","111602","105301","0","100302","3","100003","103401","13","90","0","126101","50","2024/12/03 16:00:00"
"111706","129001","0","111701","111705","111706","111701","129601","16","100203","1002017","17","100101","1002","110301","111704","104901","0","100303","3","100003","120001","14","90","0","129601","50","2024/12/03 16:00:00"
"111802","100801","0","111806","111802","111806","111801","126101","17","100203","1002018","18","100101","1002","129001","111806","130901","19","100302","3","100003","108901","13","90","0","108901","50","2024/12/03 16:00:00"
"100101","127201","0","100101","100101","100101","100101","105901","0","100203","1003001","1","100305","1003","106001","100101","106401","0","100303","1","100003","105801","13","90","0","105801","50","2025/01/01 16:00:00"
"100201","100201","0","100201","100201","100201","100201","122501","0","100203","1003002","2","100101","1003","122401","100201","100301","0","100205","1","100003","100101","14","90","0","100101","50","2025/01/01 16:00:00"
"100301","102201","0","100301","100301","100301","100301","104401","0","100304","1003003","3","100102","1003","100601","100301","103101","0","100101","1","100003","100701","13","90","0","104401","50","2025/01/01 16:00:00"
"100401","101301","0","100401","100401","100401","100401","100901","0","100202","1003004","4","100304","1003","105101","100401","102701","0","100302","1","100003","105601","14","90","0","105601","50","2025/01/01 16:00:00"
"100501","100801","0","100501","100501","100501","100501","103001","0","100303","1003005","5","100102","1003","105501","100501","105301","0","100101","1","100003","104501","13","90","0","105301","50","2025/01/01 16:00:00"
"100602","118101","0","100602","100601","100602","100601","118201","0","100202","1003006","6","100304","1003","131201","100602","126901","0","100302","1","100003","123301","14","90","0","118201","50","2025/01/01 16:00:00"
"100701","112201","0","100701","100701","100701","100701","103401","14","100202","1003007","7","100101","1003","102201","100701","106601","0","100205","1","100003","105201","13","90","0","105201","50","2025/01/01 16:00:00"
"100801","180601","0","100801","100801","100801","100801","112201","14","100303","1003008","8","100102","1003","123001","100802","115001","0","100101","1","100003","103401","13","90","0","103401","50","2025/01/01 16:00:00"
"100901","101601","0","100901","100901","100901","100901","103401","14","100202","1003009","9","100303","1003","105501","100901","119201","20","100302","1","100003","120001","13","90","0","120001","50","2025/01/01 16:00:00"
"101006","123001","0","101002","101002","101006","101001","126101","1","100302","1003010","10","100102","1003","105501","101002","105301","0","100101","2","100003","103401","8","90","0","126101","50","2025/01/01 16:00:00"
"101106","129001","0","101102","101102","101106","101101","129601","2","100202","1003011","11","100303","1003","123001","101106","105501","0","100302","2","100003","108901","9","90","0","123001","50","2025/01/01 16:00:00"
"101204","108301","0","101206","101202","101204","101201","110301","3","100202","1003012","12","100101","1003","131001","101206","127901","0","100205","2","100003","100501","10","90","0","108301","50","2025/01/01 16:00:00"
"101306","129001","0","101302","101305","101306","101301","129701","5","100302","1003013","13","100102","1003","101101","101301","103401","6","100101","2","100003","120001","4","90","0","101101","50","2025/01/02 16:00:00"
"101401","106001","0","101402","101406","101405","101401","180301","7","100203","1003014","14","100303","1003","110301","101404","105401","11","100301","2","100003","128801","6","90","0","128801","50","2025/01/02 16:00:00"
"101506","129001","0","101502","101502","101506","101501","130901","12","100202","1003015","15","100101","1003","126101","101506","106601","4","100205","2","100003","105601","11","90","0","129001","50","2025/01/02 16:00:00"
"111606","129001","0","111605","111602","111606","111601","129601","17","100302","1003016","16","100101","1003","110301","111604","120001","0","100305","3","100003","108901","13","90","0","129601","50","2025/01/03 16:00:00"
"111706","123001","0","111705","111706","111702","111701","103401","18","100203","1003017","17","100101","1003","100901","111702","120001","0","100303","3","100003","131101","14","90","0","131101","50","2025/01/03 16:00:00"
"111806","129701","0","111802","111802","111802","111801","103401","0","100203","1003018","18","100101","1003","105501","111802","100501","0","100302","3","100003","108901","19","90","0","129701","50","2025/01/03 16:00:00"
"100101","118601","0","100101","100101","100101","100101","180501","0","100203","1004001","1","100305","1004","180601","100101","181201","0","100303","1","100003","180401","13","90","0","180401","50","2025/02/01 16:00:00"
"100201","129001","0","100201","100201","100201","100201","123001","0","100203","1004002","2","100101","1004","180201","100201","180301","0","100205","1","100003","180101","14","90","0","180101","50","2025/02/01 16:00:00"
"100301","180701","0","100301","100301","100301","100301","181101","0","100304","1004003","3","100102","1004","181001","100301","180801","0","100101","1","100003","180901","13","90","0","180901","50","2025/02/01 16:00:00"
"100401","112201","0","100401","100401","100401","100401","121101","0","100202","1004004","4","100304","1004","101601","100401","110301","0","100302","1","100003","103301","14","90","0","110301","50","2025/02/01 16:00:00"
"100501","104001","0","100501","100501","100501","100501","110301","0","100303","1004005","5","100102","1004","106901","100502","117301","0","100101","1","100003","105401","13","90","0","117301","50","2025/02/01 16:00:00"
"100602","129001","0","100601","100601","100601","100601","101401","0","100202","1004006","6","100304","1004","123001","100602","101801","0","100302","1","100003","103401","14","90","0","101401","50","2025/02/01 16:00:00"
"100701","111001","0","100701","100701","100701","100701","102801","14","100202","1004007","7","100101","1004","102601","100701","103001","0","100205","1","100003","104901","13","90","0","104901","50","2025/02/01 16:00:00"
"100801","112201","0","100801","100801","100801","100801","103401","14","100303","1004008","8","100102","1004","102201","100801","106601","0","100101","1","100003","105201","13","90","0","105201","50","2025/02/01 16:00:00"
"100901","180601","0","100901","100901","100901","100901","112201","14","100202","1004009","9","100303","1004","123001","100902","115001","20","100302","1","100003","103401","13","90","0","115001","50","2025/02/01 16:00:00"
"101001","101601","0","101005","101005","101002","101001","103401","1","100302","1004010","10","100102","1004","105501","101002","119201","26","100101","2","100003","120001","8","90","0","103401","50","2025/02/01 16:00:00"
"101106","129001","0","101102","101102","101106","101101","130901","2","100202","1004011","11","100303","1004","126101","101106","106601","27","100302","2","100003","105601","9","90","0","126101","50","2025/02/01 16:00:00"
"101206","129001","0","101205","101202","101206","101201","129601","3","100202","1004012","12","100101","1004","110301","101204","120001","28","100205","2","100003","108901","10","90","0","129601","50","2025/02/01 16:00:00"
"101306","123001","0","101305","101306","101302","101301","103401","29","100302","1004013","13","100102","1004","105501","101302","120001","0","100101","2","100003","131101","11","90","0","105501","50","2025/02/02 16:00:00"
"101406","129701","0","101402","101402","101402","101401","103401","30","100203","1004014","14","100303","1004","105501","101402","100501","0","100301","2","100003","108901","12","90","0","108901","50","2025/02/02 16:00:00"
"101506","118601","0","101502","101505","101502","101501","105501","22","100202","1004015","15","100101","1004","123001","101506","103401","0","100205","2","100003","120001","4","90","0","123001","50","2025/02/02 16:00:00"
"111602","100801","0","111606","111602","111606","111601","126101","24","100302","1004016","16","100101","1004","129001","111606","130901","0","100305","3","100003","100501","6","90","0","129001","50","2025/02/03 16:00:00"
"111705","180601","0","111701","111702","111706","111701","131701","25","100203","1004017","17","100101","1004","123001","111706","104901","0","100303","3","100003","108901","7","90","0","131701","50","2025/02/03 16:00:00"
"111806","118601","0","111802","111802","111806","111801","123001","0","100203","1004018","18","100101","1004","129001","111806","103401","0","100302","3","100003","100701","19","90","0","118601","50","2025/02/03 16:00:00"
"100101","111401","0","100101","100101","100101","100101","118201","0","100203","1005001","1","100305","1005","126501","100101","102001","0","100303","1","100003","102101","13","90","0","102101","50","2025/03/01 16:00:00"
"100201","118501","0","100201","100201","100201","100201","129601","0","100203","1005002","2","100101","1005","107001","100201","123301","0","100205","1","100003","102301","14","90","0","102301","50","2025/03/01 16:00:00"
"100301","105001","0","100301","100301","100301","100301","105301","0","100304","1005003","3","100102","1005","101401","100301","103701","0","100101","1","100003","104301","13","90","0","104301","50","2025/03/01 16:00:00"
"100401","111001","0","100401","100401","100401","100401","102801","0","100202","1005004","4","100304","1005","102601","100401","103001","0","100302","1","100003","104901","14","90","0","104901","50","2025/03/01 16:00:00"
"100501","112201","0","100501","100501","100501","100501","103401","0","100303","1005005","5","100102","1005","102201","100501","106601","0","100101","1","100003","105201","13","90","0","105201","50","2025/03/01 16:00:00"
"100601","180601","0","100601","100601","100601","100601","112201","0","100202","1005006","6","100304","1005","123001","100602","115001","0","100302","1","100003","103401","14","90","0","115001","50","2025/03/01 16:00:00"
"100701","101601","0","100701","100701","100701","100701","103401","14","100202","1005007","7","100101","1005","105501","100701","119201","0","100205","1","100003","120001","13","90","0","103401","50","2025/03/01 16:00:00"
"100802","129001","0","100801","100801","100802","100801","130901","14","100303","1005008","8","100102","1005","126101","100802","106601","0","100101","1","100003","105601","13","90","0","126101","50","2025/03/01 16:00:00"
"100902","129001","0","100901","100901","100902","100901","129601","14","100202","1005009","9","100303","1005","110301","100901","120001","20","100302","1","100003","108901","13","90","0","110301","50","2025/03/01 16:00:00"
"101006","123001","0","101005","101006","101002","101001","103401","1","100302","1005010","10","100102","1005","105501","101002","120001","26","100101","2","100003","131101","8","90","0","105501","50","2025/03/01 16:00:00"
"101106","129701","0","101102","101102","101102","101101","103401","2","100202","1005011","11","100303","1005","105501","101102","100501","27","100302","2","100003","108901","9","90","0","108901","50","2025/03/01 16:00:00"
"101206","118601","0","101202","101205","101202","101201","105501","3","100202","1005012","12","100101","1005","123001","101206","103401","28","100205","2","100003","120001","10","90","0","123001","50","2025/03/01 16:00:00"
"101302","100801","0","101306","101302","101306","101301","126101","29","100302","1005013","13","100102","1005","129001","101306","130901","0","100101","2","100003","100501","11","90","0","129001","50","2025/03/02 16:00:00"
"101405","180601","0","101401","101402","101406","101401","131701","30","100203","1005014","14","100303","1005","123001","101406","104901","0","100307","2","100003","108901","12","90","0","131701","50","2025/03/02 16:00:00"
"101506","118601","0","101502","101502","101506","101501","123001","22","100202","1005015","15","100101","1005","129001","101506","103401","0","100205","2","100003","100701","4","90","0","100701","50","2025/03/02 16:00:00"
"111606","129001","0","111605","111602","111602","111601","103401","24","100302","1005016","16","100101","1005","104801","111602","120001","0","100305","3","100003","100501","6","90","0","100501","50","2025/03/03 16:00:00"
"111706","129001","0","111701","111702","111702","111701","105501","25","100203","1005017","17","100101","1005","129601","111706","104901","0","100303","3","100003","108901","7","90","0","129601","50","2025/03/03 16:00:00"
"111806","118601","0","111806","111802","111802","111801","105501","0","100203","1005018","18","100101","1005","123001","111806","130901","0","100302","3","100003","100701","19","90","0","118601","50","2025/03/03 16:00:00"
"100101","100801","0","100101","100101","100101","100101","127701","0","100203","1006001","1","100305","1006","104001","100101","105901","0","100303","1","100003","180801","13","90","0","180801","50","2025/04/01 16:00:00"
"100201","111001","0","100201","100201","100201","100201","101001","0","100203","1006002","2","100101","1006","100201","100201","102501","0","100205","1","100003","105401","14","90","0","105401","50","2025/04/01 16:00:00"
"100301","106901","0","100301","100301","100301","100301","106801","0","100304","1006003","3","100102","1006","105101","100301","103401","0","100101","1","100003","103301","13","90","0","103301","50","2025/04/01 16:00:00"
"100401","101601","0","100401","100401","100401","100401","103401","0","100202","1006004","4","100304","1006","105501","100401","119201","0","100302","1","100003","120001","14","90","0","103401","50","2025/04/01 16:00:00"
"100502","129001","0","100501","100501","100502","100501","130901","0","100303","1006005","5","100102","1006","126101","100502","106601","0","100101","1","100003","105601","13","90","0","130901","50","2025/04/01 16:00:00"
"100602","129001","0","100601","100601","100602","100601","129601","0","100202","1006006","6","100304","1006","110301","100601","120001","0","100302","1","100003","108901","14","90","0","110301","50","2025/04/01 16:00:00"
"100702","123001","0","100701","100702","100701","100701","103401","14","100202","1006007","7","100101","1006","105501","100701","120001","0","100205","1","100003","131101","13","90","0","131101","50","2025/04/01 16:00:00"
"100802","129701","0","100801","100801","100801","100801","103401","14","100303","1006008","8","100102","1006","105501","100801","100501","0","100101","1","100003","108901","13","90","0","108901","50","2025/04/01 16:00:00"
"100902","118601","0","100901","100901","100901","100901","105501","14","100202","1006009","9","100303","1006","123001","100902","103401","20","100302","1","100003","120001","13","90","0","105501","50","2025/04/01 16:00:00"
"101002","100801","0","101006","101002","101006","101001","126101","1","100302","1006010","10","100102","1006","129001","101006","130901","26","100101","2","100003","100501","8","90","0","126101","50","2025/04/01 16:00:00"
"101105","180601","0","101101","101102","101106","101101","131701","2","100202","1006011","11","100303","1006","123001","101106","104901","27","100302","2","100003","108901","9","90","0","131701","50","2025/04/01 16:00:00"
"101206","118601","0","101202","101202","101206","101201","123001","3","100202","1006012","12","100101","1006","129001","101206","103401","28","100205","2","100003","100701","10","90","0","100701","50","2025/04/01 16:00:00"
"101306","129001","0","101305","101302","101302","101301","103401","29","100302","1006013","13","100102","1006","104801","101302","120001","0","100101","2","100003","100501","11","90","0","129001","50","2025/04/02 16:00:00"
"101406","129001","0","101401","101402","101402","101401","105501","30","100203","1006014","14","100303","1006","129601","101406","104901","0","100307","2","100003","108901","12","90","0","129601","50","2025/04/02 16:00:00"
"101506","118601","0","101506","101502","101502","101501","105501","22","100202","1006015","15","100101","1006","123001","101506","130901","0","100205","2","100003","100701","4","90","0","123001","50","2025/04/02 16:00:00"
"111605","112201","0","111602","111602","111602","111601","103401","24","100302","1006016","16","100101","1006","102201","111602","106601","0","100305","3","100003","105201","6","90","0","105201","50","2025/04/03 16:00:00"
"111706","129001","0","111706","111702","111701","111701","106001","25","100203","1006017","17","100101","1006","118501","111706","123001","0","100303","3","100003","101401","7","90","0","118501","50","2025/04/03 16:00:00"
"111806","118601","0","111802","111805","111802","111801","105501","0","100203","1006018","18","100101","1006","129001","111806","103401","0","100302","3","100003","120001","19","90","0","118601","50","2025/04/03 16:00:00"
"100101","108801","0","100101","100101","100101","100101","108701","0","100203","1007001","1","100305","1007","115001","100101","108901","0","100303","1","100003","114701","13","90","0","114701","50","2025/06/01 16:00:00"
"100201","112101","0","100201","100201","100201","100201","120701","0","100203","1007002","2","100101","1007","112001","100201","111801","0","100205","1","100003","111901","14","90","0","111901","50","2025/06/01 16:00:00"
"100301","124501","0","100301","100301","100301","100301","124701","0","100304","1007003","3","100102","1007","124601","100301","120901","0","100101","1","100003","120801","13","90","0","120801","50","2025/06/01 16:00:00"
"100401","112201","0","100401","100401","100401","100401","103401","0","100202","1007004","4","100304","1007","102201","100401","106601","0","100302","1","100003","105201","14","90","0","105201","50","2025/06/01 16:00:00"
"100501","106001","0","100501","100501","100501","100501","101801","0","100303","1007005","5","100102","1007","123701","100501","124501","0","100101","1","100003","110301","13","90","0","123701","50","2025/06/01 16:00:00"
"100602","129701","0","100601","100601","100601","100601","103401","0","100202","1007006","6","100304","1007","105501","100601","100501","0","100302","1","100003","108901","14","90","0","100501","50","2025/06/01 16:00:00"
"100701","111401","0","100701","100701","100701","100701","110301","14","100202","1007007","7","100101","1007","101201","100701","103401","0","100205","1","100003","104601","13","90","0","111401","50","2025/06/01 16:00:00"
"100801","106001","0","100801","100802","100801","100801","180301","14","100303","1007008","8","100102","1007","110301","100801","105401","0","100101","1","100003","128801","13","90","0","180301","50","2025/06/01 16:00:00"
"100901","180601","0","100901","100901","100902","100901","131701","14","100202","1007009","9","100303","1007","123001","100902","104901","20","100302","1","100003","108901","13","90","0","131701","50","2025/06/01 16:00:00"
"101002","100801","0","101006","101002","101005","101001","126101","1","100302","1007010","10","100102","1007","129001","101006","130901","26","100101","2","100003","100501","8","90","0","126101","50","2025/06/01 16:00:00"
"101102","104001","0","101105","101102","101104","101101","110301","2","100202","1007011","11","100303","1007","106901","101106","117301","27","100302","2","100003","105401","9","90","0","104001","50","2025/06/01 16:00:00"
"101201","101601","0","101205","101205","101202","101201","103401","3","100202","1007012","12","100101","1007","105501","101202","119201","28","100205","2","100003","120001","10","90","0","103401","50","2025/06/01 16:00:00"
"101306","129001","0","101305","101302","101302","101301","103401","29","100302","1007013","13","100102","1007","104801","101302","120001","0","100101","2","100003","100501","11","90","0","129001","50","2025/06/02 16:00:00"
"101406","129001","0","101401","101402","101402","101401","105501","30","100203","1007014","14","100303","1007","129601","101406","104901","0","100307","2","100003","108901","12","90","0","129601","50","2025/06/02 16:00:00"
"101506","118601","0","101502","101502","101506","101501","123001","22","100202","1007015","15","100101","1007","129001","101506","103401","0","100205","2","100003","100701","4","90","0","100701","50","2025/06/02 16:00:00"
"111606","123001","0","111605","111602","111605","121601","126101","24","100302","1007016","16","100101","1007","110301","111604","120001","0","100305","3","100003","108901","6","90","0","108901","50","2025/06/03 16:00:00"
"111702","100801","0","111702","111702","111705","121701","126101","25","100203","1007017","17","100101","1007","101101","111701","100501","0","100303","3","100003","100701","7","90","0","101101","50","2025/06/03 16:00:00"
"111806","118601","0","111805","111802","111804","121801","110301","0","100203","1007018","18","100101","1007","101101","111801","120001","0","100302","3","100003","108901","19","90","0","118601","50","2025/06/03 16:00:00"
"100101","118001","0","100101","100101","100101","100101","104401","0","100203","1008001","1","100305","1008","101301","100101","100301","0","100303","1","100003","105801","13","90","0","105801","50","2025/07/01 16:00:00"
"100201","106901","0","100201","100201","100201","100201","102801","0","100203","1008002","2","100101","1008","130901","100201","106401","0","100205","1","100003","102701","14","90","0","102701","50","2025/07/01 16:00:00"
"100301","125101","0","100301","100301","100301","100301","117001","0","100304","1008003","3","100102","1008","104201","100301","123301","0","100101","1","100003","109601","13","90","0","109601","50","2025/07/01 16:00:00"
"100401","108301","0","100401","100401","100402","100401","118501","0","100202","1008004","4","100304","1008","101001","100401","101401","0","100302","1","100003","126101","14","90","0","101001","50","2025/07/01 16:00:00"
"100501","100201","0","100501","100501","100501","100501","101101","0","100303","1008005","5","100102","1008","101201","100501","127901","0","100101","1","100003","108901","13","90","0","101201","50","2025/07/01 16:00:00"
