0109cfe4a406aaf2fc3643a929f49639d4c4529b243d436f64a0900c7cb0889e,57699e95df1e62185194a9b920e21494150cb0686cdc7c3c28a27f7096ca57cd,754533fcc9c3b0c3d27b8c3c9f8d975fcba05a0213db7fe6f9b1c1c2b4f51020,0ad632f86be0479d571a1f7ca519824dc272fef25626cff43c29e3d098ad40c6,010ae72894a42f4183c5c51861b036090554f01e977d6fd3370a2b2ab0cd450b,56338fcd7ff8ad29752845d93eac321eb5a38f9e69c91b19f8f82d38175c8c86,8fa443e9618be08180b194808487b4bf17f8f82cac24f665d1506f416e7e3535,b5d40b5fc052b870d1245338e74f83df191ad7654d0bcfccc146e519e47bc641,e353a4fbf9e73a753e9d90b9d78f2497e892d807787a58fa5ca0c21723febfaf,d58b603ebbbd5499bca825a53a6fa181a9c49f352246cbcd7d8d7caba12ca58c,0b702632861dfc4fdb2dfb5e7944fa16142c2b62e928bec35c71d5a7eafb3f05,2311bbb98818b16b89d8799c9f1fa96957c29a05c9057105c87dd7f06b448a53,ebd52ee23da0ea001bbbbfe7de904b28b26767276e89b85ff7774192f5a247dc,148fe8f497e61075893ab86c1e481328321fbdefcca03f9e73653c978b57ee36,149461e26f274aaf427d4aa0a6d4b0d76d35bcfeab224b77f55496a50664ec8e
"-409","0","2030/12/17 14:59:59","可以進行朋友申請\n和接受朋友申請囉。\n希望您能獲得不錯的交流！","1","0","2019/12/12 16:00:00","花凜","0","190801","30002","0","6","1","30"
"-409","0","2030/12/17 14:59:59","進行好友對戰，\n來比一比戰力吧\n，可以測試一下實力呢，\n請多加油！","1","0","2020/02/18 16:00:00","花凜","0","190801","31001","0","7","1","31"
"-409","0","2030/12/17 14:59:59","和你所關注的好友隊伍\n對戰看看吧！\n究竟誰會獲得勝利，\n我也很期待呢。","1","0","2020/02/18 16:00:00","花凜","0","190801","31002","0","8","1","31"
"-409","0","2020/05/15 04:59:59","我們特別為各位\n新手朋友準備了\n特別的任務！\n請務必挑戰看看！","1","0","2020/04/22 05:00:00","花凜","0","190801","32001","0","1","1","32"
"-409","0","2020/05/15 04:59:59","正在舉辦\n期間限定活動！\n一起來\n挑戰任務吧！","1","0","2020/04/22 05:00:00","花凜","0","190801","32002","0","2","1","32"
"-409","0","2020/05/15 04:59:59","成為好友，\n一起支援新手吧！\n有很厲害的獎勵等著你哦！","1","0","2020/04/22 05:00:00","花凜","0","190801","33001","0","3","1","33"
"-409","0","2020/05/15 04:59:59","正在舉辦\n期間限定活動！\n一起來\n挑戰任務吧！","1","0","2020/04/22 05:00:00","花凜","0","190801","33002","0","4","1","33"
"-409","0","2020/05/21 04:59:59","辛苦了！\n可以從這裡\n領取任務獎勵哦！","1","0","2020/04/22 05:00:00","花凜","0","190801","34001","0","5","1","34"
"-409","0","2020/05/21 04:59:59","從這裡領取\n任務獎勵！\n領取獎勵時，\n請注意不要遺漏了！","1","0","2020/04/22 05:00:00","花凜","0","190801","34002","0","6","1","34"
"-458","0","2030/12/17 14:59:59","享受過去的\n劇情活動吧！\n如果有尚未遊玩過的活動，\n就一起玩玩看吧♪","2","5.3","2020/06/18 16:00:00","貪吃佩可","0","105801","38001","0","1","1","38"
"-458","0","2030/12/17 14:59:59","好像還能獲得\n能讓至今活動中登場的\n限定角色成為夥伴的\n記憶碎片哦。太讚了吧☆","2","6.5","2020/06/18 16:00:00","貪吃佩可","0","105801","38002","0","2","1","38"
"9999","9999","2023/04/08 23:59:59","","3","0","2023/04/01","貪吃佩可","0","105801","39005","0","0","3","39"
"-430","0","2030/12/17 14:59:59","可以回顧到目前為止\n出現過的問題。\n複習很重要喔♪","1","0","2015/12/17 15:00:00","花凜","0","190801","40001","0","2","1","40"
"-363","0","2030/12/17 14:59:59","聽說可以在這裡\n試試身手哦。\n正好可以用來\n測試自己的實力呢。","1","0","2015/12/17 15:00:00","雪菲","0","106401","41001","2104010","1","1","41"
"-363","0","2030/12/17 14:59:59","在這裡試試身手吧！\n火力全開，\n好好加油喔～！","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","41002","0","1","1","41"
"-363","0","2030/12/17 14:59:59","可以在這裡\n試試身手的樣子呢。\n試一下也無妨吧。","1","0","2015/12/17 15:00:00","凱留","0","106001","41003","0","1","1","41"
"-363","0","2030/12/17 14:59:59","好像可以試試身手。\n在這裡反覆練習，\n在實戰中靈活運用吧。","1","0","2015/12/17 15:00:00","可可蘿","0","105901","41004","0","1","1","41"
"-416.5","0","2030/12/17 14:59:59","據說根據訓練的成果，\n可以獲得對應的獎勵。\n我們一起努力吧。","1","0","2015/12/17 15:00:00","可可蘿","0","105901","42001","0","1","1","42"
"-416.5","0","2030/12/17 14:59:59","只要達成目標，\n就能獲得獎勵的樣子。\n值得努力挑戰看看呢。","1","0","2015/12/17 15:00:00","雪菲","0","106401","42002","2104010","1","1","42"
"-416.5","0","2030/12/17 14:59:59","努力通過測試的話，\n可以獲得獎勵喔！\n快來挑戰看看吧☆","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","42003","0","1","1","42"
"-416.5","0","2030/12/17 14:59:59","聽說完成任務的話，\n會有獎勵的樣子喔。\n我們一起試試看吧！","1","0","2015/12/17 15:00:00","凱留","0","106001","42004","0","1","1","42"
"-363","0","2030/12/17 14:59:59","接下來可以\n挑戰競技場喔！\n仔細編組隊伍，\n挑戰敵人吧！","1","0","2015/12/17 15:00:00","貪吃佩可","0","105801","43001","0","1","1","43"
"-363","0","2030/12/17 14:59:59","接下來可以\n挑戰競技場。\n編組出有主人風格的隊伍，\n挑戰敵人吧。","1","0","2015/12/17 15:00:00","可可蘿","0","105901","43002","0","1","1","43"
"-363","0","2030/12/17 14:59:59","接下來可以\n挑戰競技場哦！\n好好思考如何編組隊伍，\n挑戰敵人吧！","1","0","2015/12/17 15:00:00","凱留","0","106001","43003","0","1","1","43"
"-416.5","0","2030/12/17 14:59:59","完成任務就可以獲得獎勵喔。\n請盡情完成任務，\n賣力進行強化♪","1","0","2015/12/17 15:00:00","愛梅斯","0","123001","43004","0","1","1","44"
"-416.5","0","2030/12/17 14:59:59","現在可不是發呆的時候啊。\n請快點去完成任務，\n領取獎勵！","1","0","2015/12/17 15:00:00","愛梅斯","0","123001","43005","0","2","1","44"
"-416.5","0","2030/12/17 14:59:59","你等一下，不是有獎勵\n可以領取嗎！\n別忘了確認啊。\n這可是與愛梅斯大人的約定喔？","2","5.79","2015/12/17 15:00:00","愛梅斯","0","123001","43006","0","3","1","45"
"-371.5","0","2030/12/17 14:59:59","好了，辛苦了。\n在這裡可以使用\n專精券，取得\n專精強化素材。","1","0","2015/12/17 15:00:00","愛梅斯","0","123001","46001","0","1","1","46"
"-416.5","0","2030/12/17 14:59:59","我是有人喊我就會飛奔而來的姐姐喔♪\n無論是在火中、水中、迷宮中，\n我都會支持弟弟\n攻略這座地下城♪","2","0","2015/12/17 15:00:00","靜流","0","104901","47001","0","1","2","47"
"-416.5","0","2030/12/17 14:59:59","真的是好不可思議的地方呢～\n我來幫哥哥施魔法，\n讓哥哥能努力去冒險。\n加油加油，大、哥、哥♪","2","9.32","2015/12/17 15:00:00","璃乃","0","101101","47002","0","1","1","47"
"-470","0","2030/12/17 14:59:59","","2","0","2015/12/17 15:00:00","靜流","0","104901","48001","0","0","2","48"
"-470","0","2030/12/17 14:59:59","","2","0","2015/12/17 15:00:00","璃乃","0","101101","48002","0","0","2","48"
"-290","-15","2030/12/17 14:59:59","","2","0","2015/12/17 15:00:00","華音","0","134901","49001","0","0","1","49"
