9a07dc66ec55293b88d5d630a5a1f88b7060f7530d7ae076a167bd7ebe839e0c,32967d92ef7b0639dcc90ac408b707e5b372705e89542b6c9c2d38d254e613a9,002af2c7faa568b08038f613c9a0e707a67225bc10ebb4b6164a8790cff84df2,a25c4e28227bb9e918e1231158ed98e41646786a02629d9a27c65379cd8c7583,d64b66609c0892c5e2f5e4325491aa516133d5dede8eae091d565eba0f7ab027,dfe6afe95271647d92e2005ce83e9f8a03f347ff8ecbe48c5ed24aa279a2c04f,0dbcec53e2df3b1791e3a09855ca033975f6d8098d270e8f854b7ac263421778,1b50746faec529b41fcd73adf9d585cfb31ecdc0efdab58959f59484aad58c03,7958c2fa08fdab7dbc2373eea53c8e3433df3f5d0355e25193eb04d05301d9b1
"1","8040","8040","9","401904307","401904307","0","1","1"
"1","8040","1","9","401904311","401904311","0","8040","1"
"8040","1","8040","9","401904401","401904401","0","1","1"
"1","1","1","9","401904402","401904402","0","8040","8040"
"8040","1","1","9","401904406","401904406","0","1","8040"
"1","8040","8040","9","401904407","401904407","0","1","1"
"1","8040","1","9","401904411","401904411","0","8040","1"
"8040","1","8040","9","401904501","401904501","0","1","1"
"1","1","1","9","401904502","401904502","0","8040","8040"
"8040","1","1","9","401904506","401904506","0","1","8040"
"1","8040","8040","9","401904507","401904507","0","1","1"
"1","8040","1","9","401904511","401904511","0","8040","1"
"8040","1","8040","9","401904601","401904601","0","1","1"
"1","1","1","9","401904602","401904602","0","8040","8040"
"8040","1","1","9","401904606","401904606","0","1","8040"
"1","8040","8040","9","401904607","401904607","0","1","1"
"1","8040","1","9","401904611","401904611","0","8040","1"
"8040","1","8040","9","401904701","401904701","0","1","1"
"1","1","1","9","401904702","401904702","0","8040","8040"
"8040","1","1","9","401904706","401904706","0","1","8040"
"1","8040","8040","9","401904707","401904707","0","1","1"
"1","8040","1","9","401904711","401904711","0","8040","1"
"8000","8000","8000","70","410010101","410010101","0","8010","8000"
"8000","8000","8010","70","410010201","410010201","0","8000","8000"
"8010","8000","8000","70","410010301","410010301","0","8000","8000"
"8000","8010","8000","70","410010401","410010401","0","8000","8000"
"8000","8010","8000","70","410010501","410010501","0","8000","8000"
"8000","8000","8000","70","410010601","410010601","0","8010","8000"
"8000","8000","8000","70","410010701","410010701","0","8000","8010"
"8010","8000","8000","70","410010801","410010801","0","8000","8000"
"8000","8000","8010","70","410010901","410010901","0","8000","8000"
"8000","8000","8000","70","410011001","410011001","0","8000","8010"
"8000","8000","8010","70","410020101","410020101","0","8000","8000"
"8000","8000","8000","70","410020201","410020201","0","8010","8000"
"8010","8000","8000","70","410020301","410020301","0","8000","8000"
"8000","8000","8000","70","410020401","410020401","0","8000","8010"
"8000","8010","8000","70","410020501","410020501","0","8000","8000"
"8000","8000","8000","70","410020601","410020601","0","8010","8000"
"8000","8000","8010","70","410020701","410020701","0","8000","8000"
"8010","8000","8000","70","410020801","410020801","0","8000","8000"
"8000","8000","8000","70","410020901","410020901","0","8000","8010"
"8000","8010","8000","70","410021001","410021001","0","8000","8000"
"8000","8000","8000","70","410030101","410030101","0","8000","8010"
"8000","8000","8010","70","410030201","410030201","0","8000","8000"
"8000","8000","8000","70","410030301","410030301","0","8010","8000"
"8010","8000","8000","70","410030401","410030401","0","8000","8000"
"8000","8010","8000","70","410030501","410030501","0","8000","8000"
"8000","8000","8010","70","410030601","410030601","0","8000","8000"
"8000","8010","8000","70","410030701","410030701","0","8000","8000"
"8000","8000","8000","70","410030801","410030801","0","8010","8000"
"8000","8000","8000","70","410030901","410030901","0","8000","8010"
"8010","8000","8000","70","410031001","410031001","0","8000","8000"
"8010","8010","8010","14","715707801","715707801","0","8010","8010"
"8010","8010","8010","15","715707801","715707802","0","8010","8010"
"8010","8010","8010","15","725707801","725707801","0","8010","8010"
"8000","8000","8000","36","74005101","740051011","0","8000","8000"
"8000","8000","8000","36","74005102","740051021","0","8000","8000"
"8000","8000","8000","36","74005103","740051031","0","8000","8000"
"8000","8000","8000","36","74005104","740051041","0","8000","8000"
"8000","8000","8000","36","74005105","740051051","0","8000","8000"
"8000","8000","8000","36","74005201","740052011","0","8000","8000"
"8000","8000","8000","36","74005202","740052021","0","8000","8000"
"8000","8000","8000","36","74005203","740052031","0","8000","8000"
"8000","8000","8000","36","74005204","740052041","0","8000","8000"
"8000","8000","8000","36","74005205","740052051","0","8000","8000"
"8000","8000","8000","36","74006101","740061011","0","8000","8000"
"8000","8000","8000","36","74006102","740061021","0","8000","8000"
"8000","8000","8000","36","74006103","740061031","0","8000","8000"
"8000","8000","8000","36","74006104","740061041","0","8000","8000"
"8000","8000","8000","36","74006105","740061051","0","8000","8000"
"8000","8000","8000","36","74006201","740062011","0","8000","8000"
"8000","8000","8000","36","74006202","740062021","0","8000","8000"
"8000","8000","8000","36","74006203","740062031","0","8000","8000"
"8000","8000","8000","36","74006204","740062041","0","8000","8000"
"8000","8000","8000","36","74006205","740062051","0","8000","8000"
"8030","8030","8030","36","74006502","740065021","0","8030","8030"
"8010","8010","8010","36","74006503","740065031","0","8010","8010"
"8020","8020","8020","36","74006504","740065041","0","8020","8020"
"8020","8020","8020","36","74006505","740065051","0","8020","8020"
"8000","8000","8000","36","74007101","740071011","0","8000","8000"
"8000","8000","8000","36","74007102","740071021","0","8000","8000"
"8000","8000","8000","36","74007103","740071031","0","8000","8000"
"8000","8000","8000","36","74007104","740071041","0","8000","8000"
"8000","8000","8000","36","74007105","740071051","0","8000","8000"
"8000","8000","8000","36","74007201","740072011","0","8000","8000"
"8000","8000","8000","36","74007202","740072021","0","8000","8000"
"8000","8000","8000","36","74007203","740072031","0","8000","8000"
"8000","8000","8000","36","74007204","740072041","0","8000","8000"
"8000","8000","8000","36","74007205","740072051","0","8000","8000"
"8000","8000","8000","36","74008101","740081011","0","8000","8000"
"8000","8000","8000","36","74008102","740081021","0","8000","8000"
"8000","8000","8000","36","74008103","740081031","0","8000","8000"
"8000","8000","8000","36","74008104","740081041","0","8000","8000"
"8000","8000","8000","36","74008105","740081051","0","8000","8000"
"8000","8000","8000","36","74008201","740082011","0","8000","8000"
"8000","8000","8000","36","74008202","740082021","0","8000","8000"
"8000","8000","8000","36","74008203","740082031","0","8000","8000"
"8000","8000","8000","36","74008204","740082041","0","8000","8000"
"8000","8000","8000","36","74008205","740082051","0","8000","8000"
"8010","8010","8010","55","760100061","760100061","0","8010","8010"
"8010","8010","8010","55","760100071","760100071","0","8010","8010"
"8010","8010","8010","55","760100081","760100081","0","8010","8010"
"8010","8010","8010","55","760100091","760100091","0","8010","8010"
"8010","8010","8010","55","760100101","760100101","0","8010","8010"
"8010","8010","8010","55","760200061","760200061","0","8010","8010"
"8010","8010","8010","55","760200071","760200071","0","8010","8010"
"8010","8010","8010","55","760200081","760200081","0","8010","8010"
"8010","8010","8010","55","760200091","760200091","0","8010","8010"
"8010","8010","8010","55","760200101","760200101","0","8010","8010"
"8010","8010","8010","55","760300011","760300011","0","8010","8010"
"8010","8010","8010","55","760300021","760300021","0","8010","8010"
"8010","8010","8010","55","760300031","760300031","0","8010","8010"
"8010","8010","8010","55","760300041","760300041","0","8010","8010"
"8010","8010","8010","55","760300051","760300051","0","8010","8010"
"8010","8010","8010","55","760300061","760300061","0","8010","8010"
"8010","8010","8010","55","760300071","760300071","0","8010","8010"
"8010","8010","8010","55","760300081","760300081","0","8010","8010"
"8010","8010","8010","55","760300091","760300091","0","8010","8010"
"8010","8010","8010","55","760300101","760300101","0","8010","8010"
"8010","8010","8010","55","760400011","760400011","0","8010","8010"
"8010","8010","8010","55","760400021","760400021","0","8010","8010"
"8010","8010","8010","55","760400031","760400031","0","8010","8010"
"8010","8010","8010","55","760400041","760400041","0","8010","8010"
"8010","8010","8010","55","760400051","760400051","0","8010","8010"
"8000","8000","8040","63","78100111","781001110","0","8000","8040"
"8000","8000","8040","63","78100112","781001120","0","8000","8040"
"8000","8000","8040","63","78100113","781001130","0","8000","8040"
"8000","8000","8040","63","78100114","781001140","0","8000","8040"
"8000","8000","8040","65","78100115","781001150","0","8000","8040"
"8000","8000","8040","63","78100121","781001210","0","8000","8040"
"8000","8000","8040","63","78100122","781001220","0","8000","8040"
"8000","8000","8040","63","78100123","781001230","0","8000","8040"
"8000","8000","8040","63","78100124","781001240","0","8000","8040"
"8000","8000","8040","65","78100125","781001250","0","8000","8040"
"8000","8000","8040","63","78100131","781001310","0","8000","8040"
"8000","8000","8040","63","78100132","781001320","0","8000","8040"
"8000","8000","8040","63","78100133","781001330","0","8000","8040"
"8000","8000","8040","63","78100134","781001340","0","8000","8040"
"8000","8000","8040","65","78100135","781001350","0","8000","8040"
"8000","8040","8000","63","78100211","781002110","0","8040","8000"
"8000","8040","8000","63","78100212","781002120","0","8040","8000"
"8000","8040","8000","63","78100213","781002130","0","8040","8000"
"8000","8040","8000","63","78100214","781002140","0","8040","8000"
"8000","8040","8000","65","78100215","781002150","0","8040","8000"
"8000","8040","8000","63","78100221","781002210","0","8040","8000"
"8000","8040","8000","63","78100222","781002220","0","8040","8000"
"8000","8040","8000","63","78100223","781002230","0","8040","8000"
"8000","8040","8000","63","78100224","781002240","0","8040","8000"
"8000","8040","8000","65","78100225","781002250","0","8040","8000"
"8000","8040","8000","63","78100231","781002310","0","8040","8000"
"8000","8040","8000","63","78100232","781002320","0","8040","8000"
"8000","8040","8000","63","78100233","781002330","0","8040","8000"
"8000","8040","8000","63","78100234","781002340","0","8040","8000"
"8000","8040","8000","65","78100235","781002350","0","8040","8000"
"8040","8000","8040","63","78100311","781003110","0","8000","8000"
"8040","8000","8040","63","78100312","781003120","0","8000","8000"
"8040","8000","8040","63","78100313","781003130","0","8000","8000"
"8040","8000","8040","63","78100314","781003140","0","8000","8000"
"8040","8000","8040","65","78100315","781003150","0","8000","8000"
"8040","8000","8040","63","78100321","781003210","0","8000","8000"
"8040","8000","8040","63","78100322","781003220","0","8000","8000"
"8040","8000","8040","63","78100323","781003230","0","8000","8000"
"8040","8000","8040","63","78100324","781003240","0","8000","8000"
"8040","8000","8040","65","78100325","781003250","0","8000","8000"
"8040","8000","8040","63","78100331","781003310","0","8000","8000"
"8040","8000","8040","63","78100332","781003320","0","8000","8000"
"8040","8000","8040","63","78100333","781003330","0","8000","8000"
"8040","8000","8040","63","78100334","781003340","0","8000","8000"
"8040","8000","8040","65","78100335","781003350","0","8000","8000"
"8000","8000","8000","43","810010011","810010011","0","8000","8010"
"8000","8000","8000","43","810010021","810010021","0","8000","8010"
"8000","8000","8000","43","810010031","810010031","0","8000","8010"
"8000","8000","8000","43","810010041","810010041","0","8000","8010"
"8000","8000","8000","43","810010051","810010051","0","8000","8010"
"8000","8000","8000","43","810010061","810010061","0","8000","8010"
"8000","8000","8000","43","810010071","810010071","0","8000","8010"
"8000","8000","8000","43","810010081","810010081","0","8000","8010"
"8000","8000","8000","43","810010091","810010091","0","8000","8010"
"8000","8000","8000","43","810010101","810010101","0","8000","8010"
"8000","8000","8000","43","810010111","810010111","0","8000","8010"
"8000","8000","8000","43","810010121","810010121","0","8000","8010"
"8000","8000","8000","43","810010131","810010131","0","8000","8010"
"8000","8000","8000","43","810010141","810010141","0","8000","8010"
"8000","8000","8000","43","810010151","810010151","0","8000","8010"
"8000","8000","8000","43","810010161","810010161","0","8000","8010"
"8000","8000","8000","43","810010171","810010171","0","8000","8010"
"8000","8000","8000","43","810010181","810010181","0","8000","8010"
"8000","8000","8000","43","810010191","810010191","0","8000","8010"
"8000","8000","8000","43","810010201","810010201","0","8000","8010"
"8000","8000","8000","43","810010211","810010211","0","8000","8010"
"8000","8000","8000","43","810010221","810010221","0","8000","8010"
"8000","8000","8000","43","810010231","810010231","0","8000","8010"
"8000","8000","8000","43","810010241","810010241","0","8000","8010"
"8000","8000","8000","43","810010251","810010251","0","8000","8010"
"8000","8000","8000","43","810010261","810010261","0","8000","8010"
"8000","8000","8000","43","810010271","810010271","0","8000","8010"
"8000","8000","8000","43","810010281","810010281","0","8000","8010"
"8000","8000","8000","43","810010291","810010291","0","8000","8010"
"8000","8000","8000","43","810010301","810010301","0","8000","8010"
"8000","8000","8000","43","810010311","810010311","0","8000","8020"
"8000","8000","8000","43","810010321","810010321","0","8000","8020"
"8000","8000","8000","43","810010331","810010331","0","8000","8020"
"8000","8000","8000","43","810010341","810010341","0","8000","8020"
"8000","8000","8000","43","810010351","810010351","0","8000","8020"
"8000","8000","8000","43","810010361","810010361","0","8000","8020"
"8000","8000","8000","43","810010371","810010371","0","8000","8020"
"8000","8000","8000","43","810010381","810010381","0","8000","8020"
"8000","8000","8000","43","810010391","810010391","0","8000","8020"
"8000","8000","8000","43","810010401","810010401","0","8000","8020"
"8000","8000","8000","43","810010411","810010411","0","8000","8020"
"8000","8000","8000","43","810010421","810010421","0","8000","8020"
"8000","8000","8000","43","810010431","810010431","0","8000","8020"
"8000","8000","8000","43","810010441","810010441","0","8000","8020"
"8000","8000","8000","43","810010451","810010451","0","8000","8020"
"8000","8000","8000","43","810010461","810010461","0","8000","8020"
"8000","8000","8000","43","810010471","810010471","0","8000","8020"
"8000","8000","8000","43","810010481","810010481","0","8000","8020"
"8000","8000","8000","43","810010491","810010491","0","8000","8020"
"8000","8000","8000","43","810010501","810010501","0","8000","8020"
"8000","8000","8000","43","810010511","810010511","0","8000","8020"
"8000","8000","8000","43","810010521","810010521","0","8000","8020"
"8000","8000","8000","43","810010531","810010531","0","8000","8020"
"8000","8000","8000","43","810010541","810010541","0","8000","8020"
"8000","8000","8000","43","810010551","810010551","0","8000","8020"
"8000","8000","8000","43","810010561","810010561","0","8000","8020"
"8000","8000","8000","43","810010571","810010571","0","8000","8020"
"8000","8000","8000","43","810010581","810010581","0","8000","8020"
"8000","8000","8000","43","810010591","810010591","0","8000","8020"
"8000","8000","8000","43","810010601","810010601","0","8000","8020"
"8000","8000","8000","43","810010611","810010611","0","8000","8020"
"8000","8000","8000","43","810010621","810010621","0","8000","8020"
"8000","8000","8000","43","810010631","810010631","0","8000","8020"
"8000","8000","8000","43","810010641","810010641","0","8000","8020"
"8000","8000","8000","43","810010651","810010651","0","8000","8020"
"8000","8000","8000","43","810010661","810010661","0","8000","8020"
"8000","8000","8000","43","810010671","810010671","0","8000","8020"
"8000","8000","8000","43","810010681","810010681","0","8000","8020"
"8000","8000","8000","43","810010691","810010691","0","8000","8020"
"8000","8000","8000","43","810010701","810010701","0","8000","8020"
"8000","8000","8000","43","810010711","810010711","0","8000","8020"
"8000","8000","8000","43","810010721","810010721","0","8000","8020"
"8000","8000","8000","43","810010731","810010731","0","8000","8020"
"8000","8000","8000","43","810010741","810010741","0","8000","8020"
"8000","8000","8000","43","810010751","810010751","0","8000","8020"
"8000","8000","8000","43","810010761","810010761","0","8000","8020"
"8000","8000","8000","43","810010771","810010771","0","8000","8020"
"8000","8000","8000","43","810010781","810010781","0","8000","8020"
"8000","8000","8000","43","810010791","810010791","0","8000","8020"
"8000","8000","8000","43","810010801","810010801","0","8000","8020"
"8000","8000","8000","43","810010811","810010811","0","8000","8020"
"8000","8000","8000","43","810010821","810010821","0","8000","8020"
"8000","8000","8000","43","810010831","810010831","0","8000","8020"
"8000","8000","8000","43","810010841","810010841","0","8000","8020"
"8000","8000","8000","43","810010851","810010851","0","8000","8020"
"8000","8000","8000","43","810010861","810010861","0","8000","8020"
"8000","8000","8000","43","810010871","810010871","0","8000","8020"
"8000","8000","8000","43","810010881","810010881","0","8000","8020"
"8000","8000","8000","43","810010891","810010891","0","8000","8020"
"8000","8000","8000","43","810010901","810010901","0","8000","8020"
"8000","8000","8000","43","810010911","810010911","0","8000","8020"
"8000","8000","8000","43","810010921","810010921","0","8000","8020"
"8000","8000","8000","43","810010931","810010931","0","8000","8020"
"8000","8000","8000","43","810010941","810010941","0","8000","8020"
"8000","8000","8000","43","810010951","810010951","0","8000","8020"
"8000","8000","8000","43","810010961","810010961","0","8000","8020"
"8000","8000","8000","43","810010971","810010971","0","8000","8020"
"8000","8000","8000","43","810010981","810010981","0","8000","8020"
"8000","8000","8000","43","810010991","810010991","0","8000","8020"
"8000","8000","8000","43","810011001","810011001","0","8000","8020"
"8000","8010","8000","43","820010011","820010011","0","8000","8000"
"8000","8010","8000","43","820010021","820010021","0","8000","8000"
"8000","8010","8000","43","820010031","820010031","0","8000","8000"
"8000","8010","8000","43","820010041","820010041","0","8000","8000"
"8000","8010","8000","43","820010051","820010051","0","8000","8000"
"8000","8010","8000","43","820010061","820010061","0","8000","8000"
"8000","8010","8000","43","820010071","820010071","0","8000","8000"
"8000","8010","8000","43","820010081","820010081","0","8000","8000"
"8000","8010","8000","43","820010091","820010091","0","8000","8000"
"8000","8010","8000","43","820010101","820010101","0","8000","8000"
"8000","8010","8000","43","820010111","820010111","0","8000","8000"
"8000","8010","8000","43","820010121","820010121","0","8000","8000"
"8000","8010","8000","43","820010131","820010131","0","8000","8000"
"8000","8010","8000","43","820010141","820010141","0","8000","8000"
"8000","8010","8000","43","820010151","820010151","0","8000","8000"
"8000","8010","8000","43","820010161","820010161","0","8000","8000"
"8000","8010","8000","43","820010171","820010171","0","8000","8000"
"8000","8010","8000","43","820010181","820010181","0","8000","8000"
"8000","8010","8000","43","820010191","820010191","0","8000","8000"
"8000","8010","8000","43","820010201","820010201","0","8000","8000"
"8000","8010","8000","43","820010211","820010211","0","8000","8000"
"8000","8010","8000","43","820010221","820010221","0","8000","8000"
"8000","8010","8000","43","820010231","820010231","0","8000","8000"
"8000","8010","8000","43","820010241","820010241","0","8000","8000"
"8000","8010","8000","43","820010251","820010251","0","8000","8000"
"8000","8010","8000","43","820010261","820010261","0","8000","8000"
"8000","8010","8000","43","820010271","820010271","0","8000","8000"
"8000","8010","8000","43","820010281","820010281","0","8000","8000"
"8000","8010","8000","43","820010291","820010291","0","8000","8000"
"8000","8010","8000","43","820010301","820010301","0","8000","8000"
"8000","8020","8000","43","820010311","820010311","0","8000","8000"
"8000","8020","8000","43","820010321","820010321","0","8000","8000"
"8000","8020","8000","43","820010331","820010331","0","8000","8000"
"8000","8020","8000","43","820010341","820010341","0","8000","8000"
"8000","8020","8000","43","820010351","820010351","0","8000","8000"
"8000","8020","8000","43","820010361","820010361","0","8000","8000"
"8000","8020","8000","43","820010371","820010371","0","8000","8000"
"8000","8020","8000","43","820010381","820010381","0","8000","8000"
"8000","8020","8000","43","820010391","820010391","0","8000","8000"
"8000","8020","8000","43","820010401","820010401","0","8000","8000"
"8000","8020","8000","43","820010411","820010411","0","8000","8000"
"8000","8020","8000","43","820010421","820010421","0","8000","8000"
"8000","8020","8000","43","820010431","820010431","0","8000","8000"
"8000","8020","8000","43","820010441","820010441","0","8000","8000"
"8000","8020","8000","43","820010451","820010451","0","8000","8000"
"8000","8020","8000","43","820010461","820010461","0","8000","8000"
"8000","8020","8000","43","820010471","820010471","0","8000","8000"
"8000","8020","8000","43","820010481","820010481","0","8000","8000"
"8000","8020","8000","43","820010491","820010491","0","8000","8000"
"8000","8020","8000","43","820010501","820010501","0","8000","8000"
"8000","8020","8000","43","820010511","820010511","0","8000","8000"
"8000","8020","8000","43","820010521","820010521","0","8000","8000"
"8000","8020","8000","43","820010531","820010531","0","8000","8000"
"8000","8020","8000","43","820010541","820010541","0","8000","8000"
"8000","8020","8000","43","820010551","820010551","0","8000","8000"
"8000","8020","8000","43","820010561","820010561","0","8000","8000"
"8000","8020","8000","43","820010571","820010571","0","8000","8000"
"8000","8020","8000","43","820010581","820010581","0","8000","8000"
"8000","8020","8000","43","820010591","820010591","0","8000","8000"
"8000","8020","8000","43","820010601","820010601","0","8000","8000"
"8000","8020","8000","43","820010611","820010611","0","8000","8000"
"8000","8020","8000","43","820010621","820010621","0","8000","8000"
"8000","8020","8000","43","820010631","820010631","0","8000","8000"
"8000","8020","8000","43","820010641","820010641","0","8000","8000"
"8000","8020","8000","43","820010651","820010651","0","8000","8000"
"8000","8020","8000","43","820010661","820010661","0","8000","8000"
"8000","8020","8000","43","820010671","820010671","0","8000","8000"
"8000","8020","8000","43","820010681","820010681","0","8000","8000"
"8000","8020","8000","43","820010691","820010691","0","8000","8000"
"8000","8020","8000","43","820010701","820010701","0","8000","8000"
"8000","8020","8000","43","820010711","820010711","0","8000","8000"
"8000","8020","8000","43","820010721","820010721","0","8000","8000"
"8000","8020","8000","43","820010731","820010731","0","8000","8000"
"8000","8020","8000","43","820010741","820010741","0","8000","8000"
"8000","8020","8000","43","820010751","820010751","0","8000","8000"
"8000","8020","8000","43","820010761","820010761","0","8000","8000"
"8000","8020","8000","43","820010771","820010771","0","8000","8000"
"8000","8020","8000","43","820010781","820010781","0","8000","8000"
"8000","8020","8000","43","820010791","820010791","0","8000","8000"
"8000","8020","8000","43","820010801","820010801","0","8000","8000"
"8000","8020","8000","43","820010811","820010811","0","8000","8000"
"8000","8020","8000","43","820010821","820010821","0","8000","8000"
"8000","8020","8000","43","820010831","820010831","0","8000","8000"
"8000","8020","8000","43","820010841","820010841","0","8000","8000"
"8000","8020","8000","43","820010851","820010851","0","8000","8000"
"8000","8020","8000","43","820010861","820010861","0","8000","8000"
"8000","8020","8000","43","820010871","820010871","0","8000","8000"
"8000","8020","8000","43","820010881","820010881","0","8000","8000"
"8000","8020","8000","43","820010891","820010891","0","8000","8000"
"8000","8020","8000","43","820010901","820010901","0","8000","8000"
"8000","8020","8000","43","820010911","820010911","0","8000","8000"
"8000","8020","8000","43","820010921","820010921","0","8000","8000"
"8000","8020","8000","43","820010931","820010931","0","8000","8000"
"8000","8020","8000","43","820010941","820010941","0","8000","8000"
"8000","8020","8000","43","820010951","820010951","0","8000","8000"
"8000","8020","8000","43","820010961","820010961","0","8000","8000"
"8000","8020","8000","43","820010971","820010971","0","8000","8000"
"8000","8020","8000","43","820010981","820010981","0","8000","8000"
"8000","8020","8000","43","820010991","820010991","0","8000","8000"
"8000","8020","8000","43","820011001","820011001","0","8000","8000"
"8000","8000","8000","43","830010011","830010011","0","8010","8000"
"8000","8000","8000","43","830010021","830010021","0","8010","8000"
"8000","8000","8000","43","830010031","830010031","0","8010","8000"
"8000","8000","8000","43","830010041","830010041","0","8010","8000"
"8000","8000","8000","43","830010051","830010051","0","8010","8000"
"8000","8000","8000","43","830010061","830010061","0","8010","8000"
"8000","8000","8000","43","830010071","830010071","0","8010","8000"
"8000","8000","8000","43","830010081","830010081","0","8010","8000"
"8000","8000","8000","43","830010091","830010091","0","8010","8000"
"8000","8000","8000","43","830010101","830010101","0","8010","8000"
"8000","8000","8000","43","830010111","830010111","0","8010","8000"
"8000","8000","8000","43","830010121","830010121","0","8010","8000"
"8000","8000","8000","43","830010131","830010131","0","8010","8000"
"8000","8000","8000","43","830010141","830010141","0","8010","8000"
"8000","8000","8000","43","830010151","830010151","0","8010","8000"
"8000","8000","8000","43","830010161","830010161","0","8010","8000"
"8000","8000","8000","43","830010171","830010171","0","8010","8000"
"8000","8000","8000","43","830010181","830010181","0","8010","8000"
"8000","8000","8000","43","830010191","830010191","0","8010","8000"
"8000","8000","8000","43","830010201","830010201","0","8010","8000"
"8000","8000","8000","43","830010211","830010211","0","8010","8000"
"8000","8000","8000","43","830010221","830010221","0","8010","8000"
"8000","8000","8000","43","830010231","830010231","0","8010","8000"
"8000","8000","8000","43","830010241","830010241","0","8010","8000"
"8000","8000","8000","43","830010251","830010251","0","8010","8000"
"8000","8000","8000","43","830010261","830010261","0","8010","8000"
"8000","8000","8000","43","830010271","830010271","0","8010","8000"
"8000","8000","8000","43","830010281","830010281","0","8010","8000"
"8000","8000","8000","43","830010291","830010291","0","8010","8000"
"8000","8000","8000","43","830010301","830010301","0","8010","8000"
"8000","8000","8000","43","830010311","830010311","0","8020","8000"
"8000","8000","8000","43","830010321","830010321","0","8020","8000"
"8000","8000","8000","43","830010331","830010331","0","8020","8000"
"8000","8000","8000","43","830010341","830010341","0","8020","8000"
"8000","8000","8000","43","830010351","830010351","0","8020","8000"
"8000","8000","8000","43","830010361","830010361","0","8020","8000"
"8000","8000","8000","43","830010371","830010371","0","8020","8000"
"8000","8000","8000","43","830010381","830010381","0","8020","8000"
"8000","8000","8000","43","830010391","830010391","0","8020","8000"
"8000","8000","8000","43","830010401","830010401","0","8020","8000"
"8000","8000","8000","43","830010411","830010411","0","8020","8000"
"8000","8000","8000","43","830010421","830010421","0","8020","8000"
"8000","8000","8000","43","830010431","830010431","0","8020","8000"
"8000","8000","8000","43","830010441","830010441","0","8020","8000"
"8000","8000","8000","43","830010451","830010451","0","8020","8000"
