3b7b803faff741696af3800700df7728ac9b4ee9f834e917639892c130d8c70e,4803d2660b270d105737c7b121c8416dd6b6eb742d3a54268d42b82e41cf23ae,67241373e8f3c96937828df320fabbcc1cf302a1ab9becce50e0df0909929012,0ba419aeb87e9d2e8a9ad19b03008ea76f342c5d0a3f2216381bcda51def70ff,46673f5824b4ab164dc25a52196701ce6c2bf26377fb58e5f7e75b3fc8e349a2,23a53bbe9f463dc943aa341cd63c562d2ff0b011020b2af060d5b61036aee2d6,f9d27a28a56d603ae11d6f2f525aa67b0d9662067ae8460aa6e9ada7b39e6a34,0bc0630a3c86e4af7c8bfaf1f1be985b10fe4a966472f86fd8f4268e02b12b40
"710008001","710200801","710008004","710000080","710008001","100","710008002","710008003"
"710008102","710200811","710008105","710000081","710008101","100","710008103","710008104"
"710008202","710200821","710008205","710000082","710008201","100","710008203","710008204"
"710008302","710200831","710008305","710000083","710008301","100","710008303","710008304"
"710008402","710200841","710008405","710000084","710008401","100","710008403","710008404"
"710008502","710200851","710008505","710000085","710008501","100","710008503","710008504"
"710008602","710200861","710008605","710000086","710008601","100","710008603","710008604"
"710008703","710200871","710008705","710000087","710008701","100","710008702","710008704"
"710008802","710200881","710008805","710000088","710008801","100","710008803","710008804"
"710008902","710200891","710008905","710000089","710008901","100","710008903","710008904"
"710009001","710200901","710009004","710000090","710009001","100","710009002","710009003"
"710009102","710200911","710009105","710000091","710009101","100","710009103","710009104"
"710009202","710200921","710009205","710000092","710009201","100","710009203","710009204"
"710009302","710200931","710009305","710000093","710009301","100","710009304","710009303"
"710009402","710200941","710009405","710000094","710009401","100","710009403","710009404"
"710009504","710200951","710009505","710000095","710009501","100","710009502","710009503"
"710009602","710200961","710009605","710000096","710009601","100","710009603","710009604"
"710009702","710200971","710009705","710000097","710009701","100","710009703","710009704"
"710009802","710200981","710009805","710000098","710009803","100","710009801","710009804"
"710009902","710200991","710009905","710000099","710009901","100","710009903","710009904"
"710010001","710201001","710010003","710000100","710010001","100","710010002","710010004"
"710010102","710201011","710010105","710000101","710010101","100","710010103","710010104"
"710010203","710201021","710010205","710000102","710010201","100","710010202","710010204"
"710010302","710201031","710010305","710000103","710010301","100","710010303","710010304"
"710010402","710201041","710010405","710000104","710010401","100","710010403","710010404"
"710010502","710201051","710010505","710000105","710010501","100","710010503","710010504"
"710010602","710201061","710010605","710000106","710010601","100","710010603","710010604"
"710010701","710201071","710010705","710000107","710010704","100","710010703","710010702"
"710010802","710201081","710010805","710000108","710010801","100","710010803","710010804"
"710010902","710201091","710010905","710000109","710010901","100","710010903","710010904"
"710011001","710201101","710011004","710000110","710011001","100","710011002","710011003"
"710011103","710301111","710011105","710000111","710011101","100","710011104","710011102"
"710011201","710301121","710011205","710000112","710011203","100","710011202","710011204"
"710011301","710301131","710011305","710000113","710011303","100","710011304","710011302"
"710011401","710301141","710011405","710000114","710011402","100","710011403","710011404"
"710011503","710301151","710011505","710000115","710011501","100","710011504","710011502"
"710011603","710301161","710011605","710000116","710011601","100","710011602","710011604"
"710011703","710301171","710011705","710000117","710011701","100","710011702","710011704"
"710011802","710301181","710011805","710000118","710011801","100","710011803","710011804"
"710011903","710301191","710011905","710000119","710011901","100","710011904","710011902"
"710012001","710301201","710012004","710000120","710012001","100","710012002","710012003"
"710012104","710301211","710012103","710000121","710012101","100","710012105","710012102"
"710012201","710301221","710012205","710000122","710012203","100","710012202","710012204"
"710012302","710301231","710012305","710000123","710012301","100","710012303","710012304"
"710012402","710301241","710012403","710000124","710012401","100","710012405","710012404"
"710012502","710301251","710012504","710000125","710012501","100","710012503","710012505"
"710012604","710301261","710012605","710000126","710012601","100","710012603","710012602"
"710012702","710301271","710012705","710000127","710012701","100","710012703","710012704"
"710012803","710301281","710012805","710000128","710012801","100","710012804","710012802"
"710012904","710301291","710012905","710000129","710012903","100","710012901","710012902"
"710013001","710301301","710013004","710000130","710013001","100","710013002","710013003"
"710013102","710401311","710013105","710000131","710013101","100","710013103","710013104"
"710013202","710401321","710013205","710000132","710013201","100","710013203","710013204"
"710013302","710401331","710013305","710000133","710013301","100","710013303","710013304"
"710013402","710401341","710013405","710000134","710013401","100","710013403","710013404"
"710013502","710401351","710013505","710000135","710013501","100","710013503","710013504"
"710013602","710401361","710013605","710000136","710013601","100","710013603","710013604"
"710013702","710401371","710013705","710000137","710013701","100","710013703","710013704"
"710013802","710401381","710013803","710000138","710013801","100","710013804","710013805"
"710013902","710401391","710013905","710000139","710013901","100","710013903","710013904"
"710014001","710401401","710014004","710000140","710014001","100","710014002","710014003"
"710014102","710401411","710014105","710000141","710014101","100","710014103","710014104"
"710014201","710401421","710014205","710000142","710014204","100","710014202","710014203"
"710014304","710401431","710014305","710000143","710014301","100","710014302","710014303"
"710014402","710401441","710014405","710000144","710014401","100","710014403","710014404"
"710014503","710401451","710014505","710000145","710014501","100","710014502","710014504"
"710014602","710401461","710014605","710000146","710014601","100","710014603","710014604"
"710014702","710401471","710014705","710000147","710014701","100","710014703","710014704"
"710014802","710401481","710014805","710000148","710014801","100","710014803","710014804"
"710014902","710401491","710014905","710000149","710014901","100","710014903","710014904"
"710015001","710401501","710015004","710000150","710015001","100","710015002","710015003"
"710015103","710501511","710015105","710000151","710015102","100","710015101","710015104"
"710015204","710501521","710015205","710000152","710015202","100","710015201","710015203"
"710015302","710501531","710015305","710000153","710015301","100","710015303","710015304"
"710015402","710501541","710015405","710000154","710015401","100","710015403","710015404"
"710015503","710501551","710015504","710000155","710015501","100","710015505","710015502"
"710015602","710501561","710015605","710000156","710015601","100","710015604","710015603"
"710015701","710501571","710015705","710000157","710015703","100","710015702","710015704"
"710015804","710501581","710015803","710000158","710015801","100","710015802","710015805"
"710015902","710501591","710015905","710000159","710015901","100","710015903","710015904"
"710016001","710501601","710016004","710000160","710016001","100","710016002","710016003"
"710016102","710501611","710016105","710000161","710016101","100","710016104","710016103"
"710016202","710501621","710016205","710000162","710016201","100","710016203","710016204"
"710016302","710501631","710016305","710000163","710016301","100","710016303","710016304"
"710016402","710501641","710016405","710000164","710016401","100","710016403","710016404"
"710016501","710501651","710016505","710000165","710016502","100","710016503","710016504"
"710016603","710501661","710016604","710000166","710016601","100","710016602","710016605"
"710016701","710501671","710016705","710000167","710016702","100","710016703","710016704"
"710016802","710501681","710016805","710000168","710016801","100","710016803","710016804"
"710016903","710501691","710016905","710000169","710016901","100","710016902","710016904"
"710017001","710501701","710017004","710000170","710017001","100","710017002","710017003"
"710017101","710601711","710017105","710000171","710017103","100","710017102","710017104"
"710017201","710601721","710017205","710000172","710017203","100","710017204","710017202"
"710017303","710601731","710017305","710000173","710017301","100","710017304","710017302"
"710017403","710601741","710017405","710000174","710017401","100","710017402","710017404"
"710017501","710601751","710017505","710000175","710017503","100","710017502","710017504"
"710017601","710601761","710017605","710000176","710017603","100","710017604","710017602"
"710017701","710601771","710017705","710000177","710017703","100","710017704","710017702"
"710017801","710601781","710017805","710000178","710017803","100","710017802","710017804"
"710017904","710601791","710017905","710000179","710017903","100","710017901","710017902"
"710018004","710601801","710018002","710000180","710018001","100","710018005","710018003"
"710018103","710601811","710018104","710000181","710018103","100","710018101","710018102"
"710018204","710601821","710018205","710000182","710018203","100","710018201","710018202"
"710018303","710601831","710018304","710000183","710018303","100","710018301","710018302"
"710018401","710601841","710018405","710000184","710018403","100","710018402","710018404"
"710018501","710601851","710018505","710000185","710018503","100","710018502","710018504"
"710018601","710601861","710018605","710000186","710018603","100","710018604","710018602"
"710018701","710601871","710018705","710000187","710018703","100","710018704","710018702"
"710018801","710601881","710018805","710000188","710018803","100","710018804","710018802"
"710018901","710601891","710018905","710000189","710018903","100","710018904","710018902"
"710019001","710601901","710019005","710000190","710019004","100","710019002","710019003"
"710019102","710701911","710019105","710000191","710019101","100","710019103","710019104"
"710019202","710701921","710019205","710000192","710019201","100","710019203","710019204"
"710019302","710701931","710019305","710000193","710019301","100","710019303","710019304"
"710019402","710701941","710019405","710000194","710019401","100","710019403","710019404"
"710019502","710701951","710019505","710000195","710019501","100","710019503","710019504"
"710019602","710701961","710019605","710000196","710019601","100","710019603","710019604"
"710019702","710701971","710019705","710000197","710019701","100","710019703","710019704"
"710019802","710701981","710019805","710000198","710019801","100","710019803","710019804"
"710019902","710701991","710019905","710000199","710019901","100","710019903","710019904"
"710020002","710702001","710020005","710000200","710020001","100","710020003","710020004"
"710020102","710702011","710020105","710000201","710020101","100","710020103","710020104"
"710020202","710702021","710020205","710000202","710020201","100","710020203","710020204"
"710020302","710702031","710020305","710000203","710020301","100","710020303","710020304"
"710020402","710702041","710020405","710000204","710020401","100","710020403","710020404"
"710020502","710702051","710020505","710000205","710020501","100","710020503","710020504"
"710020602","710702061","710020605","710000206","710020601","100","710020603","710020604"
"710020702","710702071","710020705","710000207","710020701","100","710020703","710020704"
"710020802","710702081","710020805","710000208","710020801","100","710020803","710020804"
"710020902","710702091","710020905","710000209","710020901","100","710020903","710020904"
"710021002","710702101","710021005","710000210","710021001","100","710021003","710021004"
"710021102","710802111","710021105","710000211","710021101","100","710021103","710021104"
"710021202","710802121","710021205","710000212","710021201","100","710021203","710021204"
"710021302","710802131","710021305","710000213","710021301","100","710021303","710021304"
"710021402","710802141","710021405","710000214","710021401","100","710021403","710021404"
"710021502","710802151","710021505","710000215","710021501","100","710021503","710021504"
"710021602","710802161","710021605","710000216","710021601","100","710021603","710021604"
"710021702","710802171","710021705","710000217","710021701","100","710021703","710021704"
"710021802","710802181","710021805","710000218","710021801","100","710021803","710021804"
"710021902","710802191","710021905","710000219","710021901","100","710021903","710021904"
"710022003","710802201","0","710000220","710022002","100","710022001","710022004"
"710022102","710802211","710022105","710000221","710022101","100","710022103","710022104"
"710022202","710802221","710022205","710000222","710022201","100","710022203","710022204"
"710022302","710802231","710022305","710000223","710022301","100","710022303","710022304"
"710022402","710802241","710022405","710000224","710022401","100","710022403","710022404"
"710022502","710802251","710022505","710000225","710022501","100","710022503","710022504"
"710022602","710802261","710022605","710000226","710022601","100","710022603","710022604"
"710022702","710802271","710022705","710000227","710022701","100","710022703","710022704"
"710022802","710802281","710022805","710000228","710022801","100","710022803","710022804"
"710022902","710802291","710022905","710000229","710022901","100","710022903","710022904"
"710023002","710802301","0","710000230","710023003","100","710023001","710023004"
"710023102","710902311","710023105","710000231","710023101","100","710023103","710023104"
"710023202","710902321","710023205","710000232","710023201","100","710023203","710023204"
"710023302","710902331","710023305","710000233","710023301","100","710023303","710023304"
"710023402","710902341","710023405","710000234","710023401","100","710023403","710023404"
"710023502","710902351","710023505","710000235","710023501","100","710023503","710023504"
"710023602","710902361","710023605","710000236","710023601","100","710023603","710023604"
"710023702","710902371","710023705","710000237","710023701","100","710023703","710023704"
"710023802","710902381","710023805","710000238","710023801","100","710023803","710023804"
"710023902","710902391","710023905","710000239","710023901","100","710023903","710023904"
"710024002","710902401","0","710000240","710024001","100","710024003","710024004"
"710024102","710902411","710024105","710000241","710024101","100","710024103","710024104"
"710024202","710902421","710024205","710000242","710024201","100","710024203","710024204"
"710024302","710902431","710024305","710000243","710024301","100","710024303","710024304"
"710024402","710902441","710024405","710000244","710024401","100","710024403","710024404"
"710024502","710902451","710024505","710000245","710024501","100","710024503","710024504"
"710024602","710902461","710024605","710000246","710024601","100","710024603","710024604"
"710024702","710902471","710024705","710000247","710024701","100","710024703","710024704"
"710024802","710902481","710024805","710000248","710024801","100","710024803","710024804"
"710024902","710902491","710024905","710000249","710024901","100","710024903","710024904"
"710025002","710902501","0","710000250","710025001","100","710025003","710025004"
"710025102","711002511","710025105","710000251","710025101","100","710025103","710025104"
"710025202","711002521","710025205","710000252","710025201","100","710025203","710025204"
"710025302","711002531","710025305","710000253","710025301","100","710025303","710025304"
"710025402","711002541","710025405","710000254","710025401","100","710025403","710025404"
"710025502","711002551","710025505","710000255","710025501","100","710025503","710025504"
"710025602","711002561","710025605","710000256","710025601","100","710025603","710025604"
"710025702","711002571","710025705","710000257","710025701","100","710025703","710025704"
"710025802","711002581","710025805","710000258","710025801","100","710025803","710025804"
"710025902","711002591","710025905","710000259","710025901","100","710025903","710025904"
"710026002","711002601","0","710000260","710026001","100","710026003","710026004"
"710026102","711002611","710026105","710000261","710026101","100","710026103","710026104"
"710026202","711002621","710026205","710000262","710026201","100","710026203","710026204"
"710026301","711002631","710026305","710000263","710026302","100","710026303","710026304"
"710026402","711002641","710026405","710000264","710026401","100","710026403","710026404"
"710026502","711002651","710026505","710000265","710026501","100","710026504","710026503"
"710026602","711002661","710026605","710000266","710026601","100","710026603","710026604"
"710026702","711002671","710026705","710000267","710026701","100","710026703","710026704"
"710026802","711002681","710026805","710000268","710026801","100","710026803","710026804"
"710026902","711002691","710026905","710000269","710026901","100","710026903","710026904"
"710027002","711002701","710027005","710000270","710027001","100","710027003","710027004"
"710027102","711102711","710027105","710000271","710027101","100","710027104","710027103"
"710027202","711102721","710027204","710000272","710027201","100","710027203","710027205"
"710027302","711102731","710027305","710000273","710027301","100","710027303","710027304"
"710027402","711102741","710027405","710000274","710027401","100","710027403","710027404"
"710027503","711102751","710027505","710000275","710027501","100","710027502","710027504"
"710027601","711102761","710027605","710000276","710027602","100","710027604","710027603"
"710027702","711102771","710027705","710000277","710027701","100","710027704","710027703"
"710027802","711102781","710027805","710000278","710027801","100","710027803","710027804"
"710027901","711102791","710027902","710000279","710027901","100","710027904","710027905"
"710028002","711102801","0","710000280","710028001","100","710028003","710028004"
"710028102","711102811","710028105","710000281","710028101","100","710028103","710028104"
"710028203","711102821","710028205","710000282","710028201","100","710028202","710028204"
"710028304","711102831","710028305","710000283","710028303","100","710028301","710028302"
"710028402","711102841","710028405","710000284","710028401","100","710028404","710028403"
"710028501","711102851","710028505","710000285","710028503","100","710028504","710028502"
"710028603","711102861","710028604","710000286","710028601","100","710028602","710028605"
"710028703","711102871","710028705","710000287","710028701","100","710028704","710028702"
"710028803","711102881","710028805","710000288","710028801","100","710028802","710028804"
"710028902","711102891","710028905","710000289","710028901","100","710028904","710028903"
"710029002","711102901","710029005","710000290","710029001","100","710029003","710029004"
"710029102","711202911","710029105","710000291","710029101","100","710029104","710029103"
"710029202","711202921","710029205","710000292","710029201","100","710029204","710029203"
"710029302","711202931","710029305","710000293","710029301","100","710029303","710029304"
"710029402","711202941","710029405","710000294","710029401","100","710029403","710029404"
"710029502","711202951","710029505","710000295","710029501","100","710029503","710029504"
"710029602","711202961","710029605","710000296","710029601","100","710029603","710029604"
"710029702","711202971","710029705","710000297","710029701","100","710029703","710029704"
"710029802","711202981","710029805","710000298","710029801","100","710029804","710029803"
"710029904","711202991","710029903","710000299","710029901","100","710029905","710029902"
"710030002","711203001","0","710000300","710030004","100","710030003","710030001"
"710030102","711203011","710030105","710000301","710030101","100","710030104","710030103"
"710030203","711203021","710030205","710000302","710030201","100","710030204","710030202"
"710030303","711203031","710030305","710000303","710030301","100","710030304","710030302"
"710030402","711203041","710030405","710000304","710030401","100","710030403","710030404"
"710030501","711203051","710030505","710000305","710030503","100","710030504","710030502"
"710030601","711203061","710030605","710000306","710030602","100","710030603","710030604"
"710030703","711203071","710030705","710000307","710030701","100","710030704","710030702"
"710030802","711203081","710030805","710000308","710030801","100","710030803","710030804"
"710030902","711203091","710030905","710000309","710030901","100","710030903","710030904"
"710031001","711203101","710031005","710000310","710031004","100","710031002","710031003"
"710031104","711303111","710031105","710000311","710031101","100","710031102","710031103"
"710031202","711303121","710031205","710000312","710031201","100","710031203","710031204"
"710031302","711303131","710031305","710000313","710031301","100","710031304","710031303"
"710031402","711303141","710031405","710000314","710031401","100","710031404","710031403"
"710031503","711303151","710031505","710000315","710031501","100","710031502","710031504"
"710031601","711303161","710031605","710000316","710031602","100","710031604","710031603"
"710031702","711303171","710031705","710000317","710031701","100","710031704","710031703"
"710031801","711303181","710031804","710000318","710031802","100","710031803","710031805"
"710031904","711303191","710031903","710000319","710031901","100","710031902","710031905"
"710032002","711303201","0","710000320","710032001","100","710032003","710032004"
"710032102","711303211","710032105","710000321","710032101","100","710032103","710032104"
"710032203","711303221","710032205","710000322","710032201","100","710032204","710032202"
"710032301","711303231","710032305","710000323","710032303","100","710032302","710032304"
"710032402","711303241","710032405","710000324","710032401","100","710032404","710032403"
"710032504","711303251","710032505","710000325","710032503","100","710032501","710032502"
"710032602","711303261","710032605","710000326","710032601","100","710032603","710032604"
"710032703","711303271","710032705","710000327","710032701","100","710032702","710032704"
"710032801","711303281","710032805","710000328","710032802","100","710032804","710032803"
"710032902","711303291","710032905","710000329","710032901","100","710032903","710032904"
"710033002","711303301","710033003","710000330","710033001","100","710033005","710033004"
"710033101","711403311","710033105","710000331","710033103","100","710033102","710033104"
"710033201","711403321","710033205","710000332","710033203","100","710033204","710033202"
"710033301","711403331","710033305","710000333","710033303","100","710033302","710033304"
"710033403","711403341","710033405","710000334","710033401","100","710033404","710033402"
"710033504","711403351","710033505","710000335","710033503","100","710033501","710033502"
"710033601","711403361","710033605","710000336","710033603","100","710033602","710033604"
"710033701","711403371","710033705","710000337","710033703","100","710033702","710033704"
"710033804","711403381","710033805","710000338","710033803","100","710033801","710033802"
"710033904","711403391","710033905","710000339","710033903","100","710033901","710033902"
"710034005","711403401","0","710000340","710034001","100","710034003","710034002"
"710034104","711403411","710034105","710000341","710034103","100","710034101","710034102"
"710034201","711403421","710034205","710000342","710034203","100","710034204","710034202"
"710034301","711403431","710034305","710000343","710034303","100","710034304","710034302"
"710034401","711403441","710034405","710000344","710034403","100","710034404","710034402"
"710034503","711403451","710034504","710000345","710034503","100","710034501","710034502"
"710034601","711403461","710034605","710000346","710034603","100","710034604","710034602"
"710034701","711403471","710034705","710000347","710034703","100","710034704","710034702"
"710034801","711403481","710034805","710000348","710034803","100","710034804","710034802"
"710034901","711403491","710034905","710000349","710034903","100","710034904","710034902"
"710035001","711403501","710035005","710000350","710035004","100","710035002","710035003"
"710035103","711503511","710035105","710000351","710035101","100","710035104","710035102"
"710035201","711503521","710035205","710000352","710035203","100","710035204","710035202"
"710035301","711503531","710035302","710000353","710035303","100","710035304","710035305"
"710035401","711503541","710035405","710000354","710035403","100","710035404","710035402"
"710035501","711503551","710035505","710000355","710035503","100","710035502","710035504"
"710035601","711503561","710035605","710000356","710035603","100","710035604","710035602"
"710035703","711503571","710035702","710000357","710035701","100","710035704","710035705"
"710035801","711503581","710035805","710000358","710035803","100","710035804","710035802"
"710035901","711503591","710035902","710000359","710035903","100","710035904","710035905"
"710036001","711503601","710036005","710000360","710036004","100","710036002","710036003"
"710036101","711603611","710036102","710000361","710036103","100","710036104","710036105"
"710036201","711603621","710036205","710000362","710036203","100","710036204","710036202"
"710036301","711603631","710036302","710000363","710036303","100","710036304","710036305"
"710036401","711603641","710036405","710000364","710036403","100","710036402","710036404"
"710036504","711603651","710036505","710000365","710036503","100","710036501","710036502"
"710036601","711603661","710036605","710000366","710036603","100","710036602","710036604"
"710036703","711603671","710036705","710000367","710036701","100","710036702","710036704"
"710036804","711603681","710036805","710000368","710036803","100","710036801","710036802"
"710036904","711603691","710036905","710000369","710036903","100","710036901","710036902"
"710037004","711603701","710037005","710000370","710037001","100","710037002","710037003"
"710037103","711703711","710037105","710000371","710037101","100","710037104","710037102"
"710037203","711703721","710037205","710000372","710037201","100","710037204","710037202"
"710037301","711703731","710037305","710000373","710037303","100","710037304","710037302"
"710037401","711703741","710037405","710000374","710037403","100","710037404","710037402"
"710037501","711703751","710037505","710000375","710037503","100","710037504","710037502"
"710037601","711703761","710037605","710000376","710037603","100","710037604","710037602"
"710037701","711703771","710037705","710000377","710037703","100","710037702","710037704"
"710037801","711703781","710037805","710000378","710037803","100","710037804","710037802"
"710037901","711703791","710037905","710000379","710037903","100","710037904","710037902"
"710038004","711703801","710038002","710000380","710038001","100","710038005","710038003"
"710038101","711803811","710038102","710000381","710038103","100","710038104","710038105"
"710038203","711803821","710038202","710000382","710038203","100","710038204","710038201"
"710038301","711803831","710038305","710000383","710038303","100","710038304","710038302"
"710038401","711803841","710038405","710000384","710038403","100","710038404","710038402"
"710038501","711803851","710038505","710000385","710038503","100","710038504","710038502"
"710038601","711803861","710038605","710000386","710038603","100","710038604","710038602"
"710038701","711803871","710038705","710000387","710038703","100","710038704","710038702"
"710038803","711803881","710038805","710000388","710038801","100","710038804","710038802"
"710038903","711803891","710038905","710000389","710038901","100","710038902","710038904"
"710039004","711803901","710039005","710000390","710039001","100","710039002","710039003"
"710039101","711903911","710039102","710000391","710039103","100","710039104","710039105"
"710039201","711903921","710039205","710000392","710039203","100","710039204","710039202"
"710039304","711903931","710039305","710000393","710039303","100","710039301","710039302"
"710039401","711903941","710039405","710000394","710039403","100","710039404","710039402"
"710039504","711903951","710039505","710000395","710039503","100","710039501","710039502"
"710039601","711903961","710039605","710000396","710039603","100","710039602","710039604"
"710039701","711903971","710039705","710000397","710039703","100","710039702","710039704"
"710039801","711903981","710039805","710000398","710039803","100","710039804","710039802"
"710039904","711903991","710039902","710000399","710039903","100","710039901","710039905"
"710040001","711904001","710040002","710000400","710040004","100","710040005","710040003"
"710040101","712004011","710040105","710000401","710040103","100","710040104","710040102"
"710040201","712004021","710040202","710000402","710040203","100","710040204","710040205"
"710040304","712004031","710040305","710000403","710040303","100","710040301","710040302"
"710040404","712004041","710040405","710000404","710040403","100","710040401","710040402"
"710040501","712004051","710040505","710000405","710040503","100","710040502","710040504"
"710040604","712004061","710040605","710000406","710040603","100","710040601","710040602"
"710040703","712004071","710040705","710000407","710040701","100","710040704","710040702"
"710040801","712004081","710040805","710000408","710040803","100","710040802","710040804"
"710040904","712004091","710040905","710000409","710040903","100","710040901","710040902"
"710041001","712004101","710041002","710000410","710041004","100","710041005","710041003"
"710041101","712104111","710041105","710000411","710041103","100","710041102","710041104"
"710041203","712104121","710041205","710000412","710041201","100","710041204","710041202"
"710041304","712104131","710041305","710000413","710041303","100","710041301","710041302"
"710041404","712104141","710041402","710000414","710041403","100","710041401","710041405"
"710041504","712104151","710041505","710000415","710041503","100","710041501","710041502"
"710041601","712104161","710041605","710000416","710041603","100","710041604","710041602"
"710041701","712104171","710041705","710000417","710041703","100","710041702","710041704"
