a3badf45097c2506c6af20483ec7eb04064fe0edba51ff44da35a180094044e2,e56fc71d9198ef77a955dd3843d13758ceffa06bf47cc7f0e3f70bf3e0a236a5,1d028758c787d0ad1be5b0285256243d27d53bfc24a2eb9627efd2535acb848c,b36171dbab965ff2e95e21ac5c48b479884524d406f827570cc44d78adeb701e,eb7687e1b9b5e32f7c9c3f64305e859b1b0442948de5dc1b65e319699b3e4969,64bca71476904089aa2c80f4b04c83ce5a1054bd889e68661c0289798213088c,0ed8a54c43aae63e19aefeebaf81000bf9539212247ee1569da9ad741dbb0170,d836acc24f98ba289263c51f32c337bc87c9cf818f1f5a3db44c4531a3a279bd,d5e4f49bd8ce34660fc30788d3e62bca1feac26ce6fb1efae4cbd2e1110aaa83,0557cabf2d29a730d4a007f1a724c7bd8746d15f4f0c5944ad9fa6e9d9f977be,fb648a3f9a477241a4866a8ec5049fa7e687f0af0d2a38d6b3396c01b97ed429,57e6212950f4ec637b042b90957dd8bffa2528828c2c11ef5d500e4587bd4cad,bb3b1dce04e8afc7f257d9e2dea7da6f22be2ab8317ac693eb9e113e5a10d026,08aae21e106969e38491497539a32d78c84a60301ae96db8d23f51eef1beae2a,fd469bcdf14373310aaa5a813ab1b91c2ea1a8d65f8daf61846721577045ed08,d5cbae81256541c48e1b0431a3bfb2fa5e324880311f597ba9264ad7b457d586,b8b2463eec591e655bd01cdf8a59903ec4ce7c5853b4c26e3203ccae4010f2f1,f66e2da8b0afa4bcd96fc32ee7e298f5c18c633ec58fa240d575e7e932ac950f,1c69ac6eb2f8ee247e92340b8c5b6905b5ff293427363b81ac30d4b62ee2b1b9
"1","104801","102601","2","100003","2","-100","100232","113401","123001","104801","90","1002","112201","0","2","3","3","1"
"1","106001","114701","2","100003","3","-100","100233","100501","106001","100701","90","1002","110301","0","1","3","7","2"
"6","102901","122801","6","100003","1","-100","100311","103401","125101","102901","90","1003","123001","0","6","1","6","6"
"6","180301","106601","6","100003","2","-100","100312","180301","111001","105401","90","1003","110301","0","6","1","6","6"
"6","121401","121401","6","100003","3","-100","100313","123001","118501","101401","90","1003","118001","0","6","1","6","6"
"4","114701","106601","4","100003","1","-100","100321","103401","123001","114701","90","1003","110301","0","4","2","5","4"
"4","106901","117301","5","100003","2","-100","100322","110301","180201","100701","90","1003","106901","0","4","2","4","4"
"4","124501","117501","4","100003","3","-100","100323","105101","124501","103401","90","1003","113401","0","4","2","5","4"
"1","108101","108101","1","100003","1","-100","100331","117301","123001","103401","90","1003","102601","0","2","3","3","8"
"1","108201","103401","2","100003","2","-100","100332","112701","108201","100701","90","1003","123501","0","2","3","8","1"
"1","108301","123001","1","100003","3","-100","100333","101001","108301","101401","90","1003","100801","0","1","3","8","3"
"6","106601","106601","6","100003","1","-100","100411","103401","110301","114701","90","1004","100901","0","6","1","6","6"
"6","180401","100501","6","100003","2","-100","100412","105401","106901","180401","90","1004","103401","0","6","1","6","6"
"6","100801","105501","6","100003","3","-100","100413","101401","100801","103401","90","1004","123001","0","6","1","6","6"
"4","105401","106601","4","100003","1","-100","100421","180301","118001","105401","90","1004","110301","0","4","2","4","4"
"4","101801","113401","5","100003","2","-100","100422","110301","101801","105301","90","1004","124501","0","4","2","4","4"
"4","123301","123301","4","100003","3","-100","100423","103401","123001","105201","90","1004","105501","0","4","2","5","4"
"3","126101","125801","2","100003","1","-100","100431","126101","108301","126001","90","1004","110301","0","3","3","8","3"
"7","103301","103401","3","100003","2","-100","100432","121101","108301","103301","90","1004","123001","0","2","3","8","1"
"7","105801","117301","3","100003","3","-100","100433","180501","106001","105801","90","1004","123001","0","2","3","7","2"
"6","105501","103401","6","100003","1","-100","100511","105501","123001","100701","90","1005","112201","0","6","1","6","6"
"6","100901","103401","6","100003","2","-100","100512","100901","123001","106601","90","1005","105101","0","6","1","6","6"
"6","112701","113401","6","100003","3","-100","100513","110301","101801","112701","90","1005","106901","0","6","1","6","6"
"4","100101","106601","4","100003","1","-100","100521","100101","110301","114701","90","1005","123801","0","4","2","4","4"
"4","102601","103401","4","100003","2","-100","100522","105501","112201","105201","90","1005","102601","0","4","2","4","4"
"4","119201","119201","4","100003","3","-100","100523","105501","121401","105401","90","1005","110301","0","4","2","4","4"
"1","106601","106601","8","100003","1","-100","100531","103401","108301","105201","90","1005","107701","0","1","3","8","1"
"3","127901","103401","3","100003","2","-100","100532","126101","108301","127901","90","1005","123001","0","3","3","8","1"
"7","108401","123301","3","100003","3","-100","100533","102601","108401","105801","90","1005","123001","0","1","3","8","2"
"6","111401","103401","6","100003","1","-100","100611","117301","111401","106601","90","1006","105001","0","6","1","6","6"
"6","113401","105401","6","100003","2","-100","100612","113401","100801","105201","90","1006","123001","0","6","1","6","6"
"6","107701","103401","6","100003","3","-100","100613","105501","107701","100501","90","1006","123001","0","6","1","6","6"
"4","112201","103401","4","100003","1","-100","100621","112201","111401","106601","90","1006","105001","0","4","2","4","4"
"4","123001","105401","4","100003","2","-100","100622","105301","123001","102901","90","1006","105501","0","4","2","5","4"
"4","117301","117301","4","100003","3","-100","100623","101401","123001","100701","90","1006","112201","0","4","2","5","4"
"3","128301","103401","7","100003","1","-100","100631","105501","108301","128301","90","1006","106001","0","1","3","8","1"
"1","106501","106601","3","100003","2","-100","100632","123301","108301","106501","90","1006","123001","0","2","3","8","1"
"8","109001","102601","3","100003","3","-100","100633","110301","107701","109001","90","1006","123001","0","2","3","8","1"
"6","125101","122801","6","100003","1","-100","100711","103401","125101","102901","90","1007","123001","1001","6","1","6","6"
"6","111001","106601","6","100003","2","-100","100712","180301","111001","105401","90","1007","110301","1001","6","1","6","6"
"6","118001","121401","6","100003","3","-100","100713","123001","118501","101401","90","1007","118001","1001","6","1","6","6"
"4","100201","103401","5","100003","1","-100","100721","117301","100201","102901","90","1007","123001","1001","4","2","4","4"
"4","105101","117301","4","100003","2","-100","100722","105101","104001","104801","90","1007","110301","1001","4","2","4","4"
"4","100801","118001","4","100003","3","-100","100723","118501","111001","101401","90","1007","100801","1001","4","2","4","4"
"3","128801","123301","3","100003","1","-100","100731","102601","118501","128801","90","1007","123001","1001","1","3","3","2"
"1","128901","103401","3","100003","2","-100","100732","105501","108301","104501","90","1007","128901","1001","1","3","8","1"
"3","128701","128701","3","100003","3","-100","100733","117301","108301","128301","90","1007","123001","1001","2","3","8","3"
"6","100701","103401","6","100003","1","-100","100811","105501","123001","100701","90","1008","112201","1002","6","1","6","6"
"6","111401","103401","6","100003","2","-100","100812","117301","111401","106601","90","1008","105001","1002","6","1","6","6"
"6","102901","122801","6","100003","3","-100","100813","103401","125101","102901","90","1008","123001","1002","6","1","6","6"
"4","110301","103401","4","100003","1","-100","100821","110301","111401","104601","90","1008","101201","1002","4","2","4","4"
"4","106601","106601","5","100003","2","-100","100822","113401","123001","105201","90","1008","106901","1002","4","2","5","4"
"4","123001","105501","5","100003","3","-100","100823","101401","100801","103401","90","1008","123001","1002","4","2","4","4"
"1","108801","103401","1","100003","1","-100","100831","112201","108301","108901","90","1008","108801","1002","2","3","8","1"
"1","129001","108901","8","100003","2","-100","100832","126101","129001","100701","90","1008","107701","1002","3","3","3","1"
"1","100201","126101","3","100003","3","-100","100833","101401","100201","103401","90","1008","123001","1002","1","3","1","3"
"6","100901","106601","6","100003","1","-100","100911","103401","110301","114701","90","1009","100901","1003","6","1","6","6"
"6","106901","100501","6","100003","2","-100","100912","105401","106901","180401","90","1009","103401","1003","6","1","6","6"
"6","101401","105501","6","100003","3","-100","100913","101401","100801","103401","90","1009","123001","1003","6","1","6","6"
"4","122801","103401","4","100003","1","-100","100921","124101","119001","122801","90","1009","100901","1003","4","2","4","4"
"4","100501","100501","4","100003","2","-100","100922","103401","123001","105201","90","1009","121101","1003","4","2","5","4"
"4","103401","103401","5","100003","3","-100","100923","105501","118501","100701","90","1009","123001","1003","4","2","5","4"
"2","120001","104901","7","100003","1","-100","100931","103401","108301","120001","90","1009","101601","1003","1","3","8","7"
"1","112201","100501","2","100003","2","-100","100932","101801","129001","108901","90","1009","112201","1003","1","3","3","1"
"1","123001","128801","3","100003","3","-100","100933","126101","129001","100701","90","1009","123001","1003","3","3","3","3"
