835676934d61d8d0a59c3bf315137903752343cc5c843948449f06584ee6c022,08fd2091b0f9828df58c1d539155f6a83f710e9ab628f32833e3a893fc2b6405,ed00d6a4e24a380a5f9b738ad1fc320c5386c0339706f84c6c2096b9eab84763,871a6b6bad30cff709c9573382ad5e7b5df5bfdd832a3739eb51e5c1dc714d71,4649a7d7f8bebdbd08c572e464d5cfc7d50aead9ab94c975374930978fd87af6,4449f927a58eb09e6223c7d4ee680bf0ff2a82262561b647dd2b4a1937b96c77,91113ab65ce234892bdef1dad9509ad9ad96ac97ee85059c40a57e99f91154de,2c6b74544151a1ebb7e3c80173cb499c50feb9e28f4766100d45613291484f6f,aaae7e8b4f8bebfe99b302704954ebecf0148eab40956cc0e57143284861666a,69ee662071f2bf7e8946ffeb19259e4c9fd9401580d15216385469df54079eaf,af93cc6093cb8cf89816d4c91ad59d497b661f28413b6538351392186046d2d5,1485bdce820ffaef960d9ea32455afb529525a5dbc0ba95367ae7951a1ff773d,94b00f80e120c9eaadbda9b20d390f7b266180ddaff88aab9d75da0b8cf158fc,cbfbedbbd8450247dda3c780284387008f9f3626dcddb9c742a88c0fcd98c285,d250ea65e6f9af87fb224aec0707537b29a93924633a8777b4feaeaeeab5fc7c,a0cbb4076037c02cf3231759dcff2bcd192bac9135c0f9b20e57a06e7eeaf6a4,3413a01e326aed4d14a5b5eb84f3ee299b11f172b263808a800b21b272b047f5,e67068ae3496fd07cc9fd92d8cd2c786d556ff6a7d3124309835182045bb4162,7b560d6885e66cf181043362722490f89e6e6881175e0bc854aab482afa4e4a0
"","16","900128","1","0","","10","木製桌子②","0","0","1200","0","1","101","1","600","0","2015-04-01 14:00:00","0"
"","17","900127","1","0","","10","木製椅子","1","0","300","0","1","102","1","150","0","2015-04-01 14:00:00","0"
"","18","900126","1","0","","10","木製凳子","1","0","300","0","1","102","1","150","0","2015-04-01 14:00:00","0"
"","20","900124","1","0","","10","木製床具","1","0","1500","0","1","104","1","750","0","2015-04-01 14:00:00","0"
"","21","900123","1","0","","10","木製櫥櫃","0","0","600","0","1","103","1","300","0","2015-04-01 14:00:00","0"
"","22","900122","1","0","","10","木製隔板","0","0","600","0","1","204","1","300","0","2015-04-01 14:00:00","0"
"","23","900121","1","0","","1","木牆","0","0","1200","0","4","902","1","600","0","2015-04-01 14:00:00","0"
"","24","900120","1","0","","1","木地板","0","0","1200","0","3","901","1","0","0","2015-04-01 14:00:00","0"
"","25","900119","1","0","","3","木製上樓樓梯","0","0","-1","0","1","904","1","0","0","2015-04-01 14:00:00","0"
"","26","900118","1","0","","3","木製下樓樓梯","0","0","-1","0","1","904","1","0","0","2015-04-01 14:00:00","0"
"","27","900117","1","0","","10","桃花心木桌子①","0","0","600","0","1","101","1","300","0","2015-04-01 14:00:00","0"
"","28","900116","1","0","","10","桃花心木桌子②","0","0","1200","0","1","101","1","600","0","2015-04-01 14:00:00","0"
"","29","900115","1","0","","10","桃花心木椅子","1","0","300","0","1","102","1","150","0","2015-04-01 14:00:00","0"
"","30","900114","1","0","","10","桃花心木凳子","1","0","300","0","1","102","1","150","0","2015-04-01 14:00:00","0"
"","32","900112","1","0","","10","桃花心木床具","1","0","1500","0","1","104","1","750","0","2015-04-01 14:00:00","0"
"","33","900111","1","0","","10","桃花心木櫥櫃","0","0","600","0","1","103","1","300","0","2015-04-01 14:00:00","0"
"","34","900110","1","0","","10","桃花心木隔板","0","0","600","0","1","204","1","300","0","2015-04-01 14:00:00","0"
"","35","900109","1","0","","1","桃花心木牆","0","0","1200","0","4","902","1","600","0","2015-04-01 14:00:00","0"
"","36","900108","1","0","","1","桃花心木地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","37","900107","1","0","","3","桃花心木上樓樓梯","0","0","1500","0","1","904","1","750","0","2015-04-01 14:00:00","0"
"","38","900106","1","0","","3","桃花心木下樓樓梯","0","0","1500","0","1","904","1","750","0","2015-04-01 14:00:00","0"
"","39","900105","1","0","","10","粉紅色桌子①","0","0","600","0","1","101","1","300","0","2015-04-01 14:00:00","0"
"","40","900104","1","0","","10","粉紅色桌子②","0","0","1200","0","1","101","1","600","0","2015-04-01 14:00:00","0"
"","41","900103","1","0","","10","粉紅色椅子","1","0","300","0","1","102","1","150","0","2015-04-01 14:00:00","0"
"","42","900102","1","0","","10","粉紅色凳子","1","0","300","0","1","102","1","150","0","2015-04-01 14:00:00","0"
"","43","900101","1","0","","10","粉紅色沙發單人座","1","0","900","0","1","102","1","450","0","2015-04-01 14:00:00","0"
"","44","900100","1","0","","10","粉紅色沙發雙人座","1","0","1200","0","1","102","1","600","0","2015-04-01 14:00:00","0"
"","45","900099","1","0","","10","粉紅色床具","1","0","1500","0","1","104","1","750","0","2015-04-01 14:00:00","0"
"","46","900098","1","0","","10","粉紅色櫥櫃","0","0","600","0","1","103","1","300","0","2015-04-01 14:00:00","0"
"","47","900097","1","0","","10","粉紅色隔板","0","0","600","0","1","204","1","300","0","2015-04-01 14:00:00","0"
"","48","900096","1","0","","10","粉紅色地毯","0","0","1200","0","1","201","1","600","0","2015-04-01 14:00:00","0"
"","49","900095","1","0","","1","粉紅色牆壁","0","0","1200","0","4","902","1","600","0","2015-04-01 14:00:00","0"
"","50","900094","1","0","","1","粉紅色地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","51","900093","1","0","","10","白色桌子①","0","0","600","0","1","101","1","300","0","2015-04-01 14:00:00","0"
"","52","900092","1","0","","10","白色桌子②","0","0","1200","0","1","101","1","600","0","2015-04-01 14:00:00","0"
"","53","900091","1","0","","10","白色椅子","1","0","300","0","1","102","1","150","0","2015-04-01 14:00:00","0"
"","54","900090","1","0","","10","白色凳子","1","0","300","0","1","102","1","150","0","2015-04-01 14:00:00","0"
"","55","900089","1","0","","10","白色沙發單人座","1","0","900","0","1","102","1","450","0","2015-04-01 14:00:00","0"
"","56","900088","1","0","","10","白色沙發雙人座","1","0","1200","0","1","102","1","600","0","2015-04-01 14:00:00","0"
"","57","900087","1","0","","10","白色床具","1","0","1500","0","1","104","1","750","0","2015-04-01 14:00:00","0"
"","58","900086","1","0","","10","白色櫥櫃","0","0","600","0","1","103","1","300","0","2015-04-01 14:00:00","0"
"","59","900085","1","0","","10","白色隔板","0","0","600","0","1","204","1","300","0","2015-04-01 14:00:00","0"
"","60","900084","1","0","","10","白色地毯","0","0","1200","0","1","201","1","600","0","2015-04-01 14:00:00","0"
"","61","900083","1","0","","1","白色牆壁","0","0","1200","0","4","902","1","600","0","2015-04-01 14:00:00","0"
"","62","900082","1","0","","1","白色地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","63","900081","1","0","","3","白色上樓樓梯","0","0","1500","0","1","904","1","750","0","2015-04-01 14:00:00","0"
"","64","900080","1","0","","3","白色下樓樓梯","0","0","1500","0","1","904","1","750","0","2015-04-01 14:00:00","0"
"","65","900079","1","0","","10","黑色桌子①","0","0","600","0","1","101","1","300","0","2015-04-01 14:00:00","0"
"","66","900078","1","0","","10","黑色桌子②","0","0","1200","0","1","101","1","600","0","2015-04-01 14:00:00","0"
"","67","900077","1","0","","10","黑色椅子","1","0","300","0","1","102","1","150","0","2015-04-01 14:00:00","0"
"","68","900076","1","0","","10","黑色凳子","1","0","300","0","1","102","1","150","0","2015-04-01 14:00:00","0"
"","69","900075","1","0","","10","黑色沙發單人座","1","0","900","0","1","102","1","450","0","2015-04-01 14:00:00","0"
"","70","900074","1","0","","10","黑色沙發雙人座","1","0","1200","0","1","102","1","600","0","2015-04-01 14:00:00","0"
"","71","900073","1","0","","10","黑色床具","1","0","1500","0","1","104","1","750","0","2015-04-01 14:00:00","0"
"","72","900072","1","0","","10","黑色櫥櫃","0","0","600","0","1","103","1","300","0","2015-04-01 14:00:00","0"
"","73","900071","1","0","","10","黑色隔板","0","0","600","0","1","204","1","300","0","2015-04-01 14:00:00","0"
"","74","900070","1","0","","10","黑色地毯","0","0","1200","0","1","201","1","600","0","2015-04-01 14:00:00","0"
"","75","900069","1","0","","1","黑色牆壁","0","0","1200","0","4","902","1","600","0","2015-04-01 14:00:00","0"
"","76","900068","1","0","","1","黑色地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","77","900067","1","0","","3","黑色上樓樓梯","0","0","1500","0","1","904","1","750","0","2015-04-01 14:00:00","0"
"","78","900066","1","0","","3","黑色下樓樓梯","0","0","1500","0","1","904","1","750","0","2015-04-01 14:00:00","0"
"","79","900065","1","0","","10","紅色沙發單人座","1","0","900","0","1","102","1","450","0","2015-04-01 14:00:00","0"
"","80","900064","1","0","","10","紅色沙發雙人座","1","0","1200","0","1","102","1","600","0","2015-04-01 14:00:00","0"
"","81","900063","1","0","","10","紅色地毯","0","0","1200","0","1","201","1","600","0","2015-04-01 14:00:00","0"
"","82","900062","1","0","","1","紅毯地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","83","900061","1","0","","3","紅毯上樓樓梯","0","0","1500","0","1","904","1","750","0","2015-04-01 14:00:00","0"
"","84","900060","1","0","","3","紅毯下樓樓梯","0","0","1500","0","1","904","1","750","0","2015-04-01 14:00:00","0"
"","85","900059","1","0","","10","木桶","0","0","300","0","1","299","1","150","0","2015-04-01 14:00:00","0"
"","86","900058","1","0","","10","褐色沙發單人座","1","0","900","0","1","102","1","450","0","2015-04-01 14:00:00","0"
"","87","900057","1","0","","10","褐色沙發雙人座","1","0","1200","0","1","102","1","600","0","2015-04-01 14:00:00","0"
"","88","900056","1","0","","10","觀葉植物①","1","0","300","0","1","203","1","150","0","2015-04-01 14:00:00","0"
"","89","900055","1","0","","10","觀葉植物②","1","0","300","0","1","203","1","150","0","2015-04-01 14:00:00","0"
"","90","900054","1","0","","10","花①","0","0","300","0","1","203","1","150","0","2015-04-01 14:00:00","0"
"","91","900053","1","0","","10","花②","0","0","300","0","1","203","1","150","0","2015-04-01 14:00:00","0"
"","92","900052","1","0","","10","壁爐①","1","0","600","0","1","199","1","300","0","2015-04-01 14:00:00","0"
"","93","900051","1","0","","10","壁爐②","1","0","600","0","1","199","1","300","0","2015-04-01 14:00:00","0"
"","94","900050","1","0","","10","餐具櫃","0","0","600","0","1","103","1","300","0","2015-04-01 14:00:00","0"
"","95","900049","1","0","","10","藥櫃","0","0","600","0","1","103","1","300","0","2015-04-01 14:00:00","0"
"","96","900048","1","0","","10","飲品櫃","0","0","600","0","1","103","1","300","0","2015-04-01 14:00:00","0"
"","97","900047","1","0","","10","座鐘①","0","0","300","0","1","299","1","150","0","2015-04-01 14:00:00","0"
"","98","900046","1","0","","10","座鐘②","0","0","300","0","1","299","1","150","0","2015-04-01 14:00:00","0"
"","99","900045","1","0","","10","釣魚竿","0","0","300","0","1","199","1","150","0","2015-04-01 14:00:00","0"
"","100","900044","1","0","","10","貓咪玩偶","1","0","300","0","1","299","1","150","0","2015-04-01 14:00:00","0"
"","101","900041","1","0","","10","王宮騎士團的鎧甲擺飾","1","0","900","0","1","202","1","450","0","2015-04-01 14:00:00","0"
"","102","900040","1","0","","10","著白色禮服的模特兒人台","0","0","300","0","1","202","1","150","0","2015-04-01 14:00:00","0"
"","103","900039","1","0","","10","著粉紅色禮服的模特兒人台","0","0","300","0","1","202","1","150","0","2015-04-01 14:00:00","0"
"","104","900038","1","0","","10","著女僕裝的模特兒人台","0","0","300","0","1","202","1","150","0","2015-04-01 14:00:00","0"
"","105","900037","1","0","","10","石膏雕像①","1","0","300","0","1","202","1","150","0","2015-04-01 14:00:00","0"
"","106","900036","1","0","","10","石膏雕像②","1","0","300","0","1","202","1","150","0","2015-04-01 14:00:00","0"
"","107","900035","1","0","","10","花朵壁飾","0","0","900","0","2","202","1","450","0","2015-04-01 14:00:00","0"
"","108","900034","1","0","","10","繪畫①","0","0","900","0","2","202","1","450","0","2015-04-01 14:00:00","0"
"","109","900033","1","0","","10","繪畫②","0","0","900","0","2","202","1","450","0","2015-04-01 14:00:00","0"
"","110","900032","1","0","","10","盾牌壁飾","0","0","900","0","2","202","1","450","0","2015-04-01 14:00:00","0"
"","111","900031","1","0","","10","劍壁飾","0","0","900","0","2","202","1","450","0","2015-04-01 14:00:00","0"
"","112","900030","1","0","","10","手扶欄杆①","0","0","600","0","1","204","1","300","0","2015-04-01 14:00:00","0"
"","113","900029","1","0","","10","手扶欄杆②","0","0","600","0","1","204","1","300","0","2015-04-01 14:00:00","0"
"","114","900028","1","0","","10","彩繪玻璃隔板","0","0","600","0","1","204","1","300","0","2015-04-01 14:00:00","0"
"","115","900027","1","0","","10","紅磚隔板","0","0","600","0","1","204","1","300","0","2015-04-01 14:00:00","0"
"","116","900026","1","0","","1","石板牆","0","0","1200","0","4","902","1","600","0","2015-04-01 14:00:00","0"
"","117","900025","1","0","","1","大理石牆","0","0","1200","0","4","902","1","600","0","2015-04-01 14:00:00","0"
"","118","900024","1","0","","1","紅磚牆","0","0","1200","0","4","902","1","600","0","2015-04-01 14:00:00","0"
"","119","900023","1","0","","1","石板地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","120","900022","1","0","","1","大理石地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","121","900021","1","0","","1","紅磚地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","122","900020","1","0","","1","馬賽克磁磚地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","123","900019","1","0","","1","黑白磁磚地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","124","900018","1","0","","1","紅白磁磚地板","0","0","1200","0","3","901","1","600","0","2015-04-01 14:00:00","0"
"","125","900017","1","0","","1","粉紅色印花背景①","0","0","1200","0","5","903","1","600","0","2015-04-01 14:00:00","0"
"","126","900016","1","0","","1","粉紅色印花背景②","0","0","1200","0","5","903","1","600","0","2015-04-01 14:00:00","0"
"","127","900015","1","0","","1","藍色印花背景①","0","0","1200","0","5","903","1","600","0","2015-04-01 14:00:00","0"
"","128","900014","1","0","","1","藍色印花背景②","0","0","1200","0","5","903","1","600","0","2015-04-01 14:00:00","0"
"","129","900013","1","0","","1","黃色印花背景①","0","0","1200","0","5","903","1","600","0","2015-04-01 14:00:00","0"
"","130","900012","1","0","","1","黃色印花背景②","0","0","1200","0","5","903","1","600","0","2015-04-01 14:00:00","0"
"","131","900043","1","0","","10","虎皮地毯","0","0","1200","0","1","201","1","600","0","2015-04-01 14:00:00","0"
"","132","900011","1","0","","99","彩色磁磚①","0","0","120","0","1","201","1","60","0","2015-04-01 14:00:00","0"
"","133","900010","1","0","","99","彩色磁磚②","0","0","120","0","1","201","1","60","0","2015-04-01 14:00:00","0"
"","134","900009","1","0","","99","彩色磁磚③","0","0","120","0","1","201","1","60","0","2015-04-01 14:00:00","0"
"","135","900008","1","0","","99","彩色磁磚④","0","0","120","0","1","201","1","60","0","2015-04-01 14:00:00","0"
"","136","900007","1","0","","99","彩色磁磚⑤","0","0","120","0","1","201","1","60","0","2015-04-01 14:00:00","0"
"","137","900006","1","0","","99","彩色磁磚⑥","0","0","120","0","1","201","1","60","0","2015-04-01 14:00:00","0"
"","138","900005","1","0","","99","彩色磁磚⑦","0","0","120","0","1","201","1","60","0","2015-04-01 14:00:00","0"
"","139","900004","1","0","","99","彩色磁磚⑧","0","0","120","0","1","201","1","60","0","2015-04-01 14:00:00","0"
"","140","900003","1","2","","1","點心桌","1","0","500","0","1","199","38","0","0","2015-04-01 14:00:00","0"
"","141","900002","1","3","","1","藥水產生器","1","0","500","0","1","299","38","0","0","2015-04-01 14:00:00","0"
"","142","900001","1","4","","1","瑪那產生器","1","0","500","0","1","299","38","0","0","2015-04-01 14:00:00","0"
"","143","900042","1","0","","1","咖啡廳小黑板","0","0","600","0","1","299","1","300","0","2015-04-01 14:00:00","0"
"","144","900144","1","5","","1","雲海的魔物肉","0","0","-1","0","1","299","1","0","0","2015-04-01 14:00:00","0"
"","145","900145","1","6","","1","密林的果實","0","0","-1","0","1","299","1","0","0","2015-04-01 14:00:00","0"
"","146","900146","1","7","","1","斷崖的小點","0","0","-1","0","1","299","1","0","0","2015-04-01 14:00:00","0"
"","147","900177","1","8","","1","蒼海的淡雪糖","0","0","-1","0","1","299","1","0","0","2015-04-01 14:00:00","0"
"","148","900155","1","0","","10","粉紅色的民族風花紋靠枕","0","0","300","0","1","299","1","150","0","2018-08-30 16:00:00","0"
"","149","900154","1","0","","10","童話洋裝風幕簾","1","0","600","0","1","204","1","300","0","2018-08-30 16:00:00","0"
"","150","900153","1","0","","10","奇幻之柱子","0","0","600","0","1","299","1","300","0","2018-08-30 16:00:00","0"
"","151","900152","1","0","","1","真步珍藏的玩偶","1","0","1500","0","1","299","1","750","0","2018-08-30 16:00:00","0"
"","152","900151","1","0","","10","哞哞自衛隊的武器桶","0","0","300","0","1","299","1","150","0","2018-08-30 16:00:00","0"
"","153","900150","1","0","","10","真琴的祕密寶箱","0","0","300","0","1","299","1","150","0","2018-08-30 16:00:00","0"
"","154","900149","1","0","","10","童話風燈飾","0","0","300","0","1","199","1","150","0","2018-08-30 16:00:00","0"
"","155","900148","1","0","","1","真步真步王國的牆壁","0","0","1200","0","4","902","1","600","0","2018-08-30 16:00:00","0"
"","156","900147","1","0","","1","民族風花紋圖樣的多彩地板","0","0","1200","0","3","901","1","600","0","2018-08-30 16:00:00","0"
"","157","900119","1","0","","3","奇幻風的上樓樓梯","0","0","1500","0","1","904","1","750","0","2018-08-30 16:00:00","0"
"","158","900118","1","0","","3","幻想風的下樓樓梯","0","0","1500","0","1","904","1","750","0","2018-08-30 16:00:00","0"
"","201","900156","1","0","2026-10-15 15:59:59","10","漆紋椅子","1","0","300","0","1","102","1","150","0","2026-09-15 16:00:00","0"
"","202","900158","1","0","2026-10-15 15:59:59","10","漆紋桌子","0","0","1200","0","1","101","1","600","0","2026-09-15 16:00:00","0"
"","203","900157","1","0","2026-10-15 15:59:59","10","漆紋軟墊椅","1","0","300","0","1","102","1","150","0","2026-09-15 16:00:00","0"
"","204","900162","1","0","2026-10-15 15:59:59","4","榻榻米","0","0","1200","0","1","201","1","600","0","2026-09-15 16:00:00","0"
"","205","900159","1","0","2026-10-15 15:59:59","10","金箔製屏風","0","0","600","0","1","204","1","300","0","2026-09-15 16:00:00","0"
"","206","900161","1","0","2026-10-15 15:59:59","10","日式紙燈","0","0","300","0","1","299","1","150","0","2026-09-15 16:00:00","0"
"","207","900166","1","0","2026-10-15 15:59:59","10","可攜式茶屋","1","0","900","0","1","199","1","450","0","2026-09-15 16:00:00","0"
"","208","900164","1","0","2026-10-15 15:59:59","10","神樂搖鈴","1","0","600","0","1","299","1","300","0","2026-09-15 16:00:00","0"
"","209","900165","1","0","2026-10-15 15:59:59","10","櫻花木","1","0","1200","0","1","203","1","600","0","2026-09-15 16:00:00","0"
"","210","900163","1","0","2026-10-15 15:59:59","1","襖繪之壁","0","0","1200","0","4","902","1","600","0","2026-09-15 16:00:00","0"
"","211","900160","1","0","2026-10-15 15:59:59","1","紅色地毯與木紋地板","0","0","1200","0","3","901","1","600","0","2026-09-15 16:00:00","0"
"","301","900171","1","0","","10","軟綿綿海綿凳子（粉紅色）","1","0","300","0","1","102","1","150","0","2018-10-24 16:00:00","0"
"","302","900170","1","0","","10","軟綿綿海綿凳子（橘色）","1","0","300","0","1","102","1","150","0","2018-10-24 16:00:00","0"
"","303","900169","1","0","","10","軟綿綿海綿凳子（紫羅蘭色）","1","0","300","0","1","102","1","150","0","2018-10-24 16:00:00","0"
"","304","900173","1","0","","10","彩繪孩童用桌","0","0","1200","0","1","101","1","600","0","2018-10-24 16:00:00","0"
"","305","900172","1","0","","10","氣球鳥樣式地毯","0","0","1300","0","1","201","1","650","0","2018-10-24 16:00:00","0"
"","306","900176","1","0","","10","神秘水晶組","1","0","600","0","1","299","1","300","0","2018-10-24 16:00:00","0"
"","307","900175","1","0","","10","小小格里芬造型的搖搖樂木馬","1","0","900","0","1","299","1","450","0","2018-10-24 16:00:00","0"
"","308","900174","1","0","","10","會突然彈出的驚喜箱","1","0","600","0","1","299","1","300","0","2018-10-24 16:00:00","0"
"","309","900168","1","0","","1","孩童藝術牆壁","0","0","1200","0","4","902","1","600","0","2018-10-24 16:00:00","0"
"","310","900167","1","0","","1","孩童藝術地板","0","0","1200","0","3","901","1","600","0","2018-10-24 16:00:00","0"
"","401","900187","1","0","","1","交響曲之星舞台（主舞台）","1","0","5000","0","1","299","1","2500","0","2018-11-15 16:00:00","0"
"","402","900186","1","0","","2","交響曲之星舞台（副舞台）","1","0","2500","0","1","299","1","1250","0","2018-11-15 16:00:00","0"
"","403","900185","1","0","","10","超級偶像的模特兒模型","0","0","300","0","1","202","1","150","0","2018-11-15 16:00:00","0"
"","404","900180","1","0","","10","阻隔線柱","0","0","600","0","1","204","1","300","0","2018-11-15 16:00:00","0"
"","405","900181","1","0","","10","銀白色的長椅","1","0","1200","0","1","102","1","600","0","2018-11-15 16:00:00","0"
"","406","900182","1","0","","10","人氣偶像團體的掛軸","0","0","900","0","2","202","1","450","0","2018-11-15 16:00:00","0"
"","407","900183","1","0","","10","人氣偶像團體的立豎旗","0","0","600","0","1","204","1","300","0","2018-11-15 16:00:00","0"
"","408","900184","1","0","","10","銀白色之柱","0","0","600","0","1","299","1","300","0","2018-11-15 16:00:00","0"
"","409","900179","1","0","","1","舞台設計的垂幕牆壁","0","0","1200","0","4","902","1","600","0","2018-11-15 16:00:00","0"
"","410","900178","1","0","","1","偶像取向的舞蹈用地面","0","0","1200","0","3","901","1","600","0","2018-11-15 16:00:00","0"
"","501","900201","1","0","2026-01-15 15:59:59","10","度假氛圍的吊床","1","0","1500","0","1","104","1","750","0","2025-12-15 16:00:00","0"
"","502","900200","1","0","2026-01-15 15:59:59","10","阿拉伯花紋圖樣的隔板","0","0","600","0","1","204","1","300","0","2025-12-15 16:00:00","0"
"","503","900199","1","0","2026-01-15 15:59:59","10","度假氛圍的單人沙發","1","0","900","0","1","102","1","450","0","2025-12-15 16:00:00","0"
"","504","900198","1","0","2026-01-15 15:59:59","10","度假氛圍的雙人沙發","1","0","1200","0","1","102","1","600","0","2025-12-15 16:00:00","0"
"","505","900197","1","0","2026-01-15 15:59:59","10","度假氛圍的餐具櫃","0","0","600","0","1","103","1","300","0","2025-12-15 16:00:00","0"
"","506","900196","1","0","2026-01-15 15:59:59","10","度假氛圍的櫥櫃","0","0","600","0","1","103","1","300","0","2025-12-15 16:00:00","0"
"","507","900195","1","0","2026-01-15 15:59:59","10","度假氛圍的衣櫥","0","0","600","0","1","103","1","300","0","2025-12-15 16:00:00","0"
"","508","900194","1","0","2026-01-15 15:59:59","10","度假氛圍的椅子","1","0","300","0","1","102","1","150","0","2025-12-15 16:00:00","0"
"","509","900193","1","0","2026-01-15 15:59:59","10","度假氛圍的凳子","1","0","300","0","1","102","1","150","0","2025-12-15 16:00:00","0"
"","510","900192","1","0","2026-01-15 15:59:59","10","白色的掛牆式層架","0","0","600","0","2","103","1","300","0","2025-12-15 16:00:00","0"
"","511","900191","1","0","2026-01-15 15:59:59","10","度假氛圍的桌子①","0","0","600","0","1","101","1","300","0","2025-12-15 16:00:00","0"
"","512","900190","1","0","2026-01-15 15:59:59","10","度假氛圍的桌子②","0","0","1200","0","1","101","1","600","0","2025-12-15 16:00:00","0"
"","513","900189","1","0","2026-01-15 15:59:59","1","度假氛圍的牆壁","0","0","1200","0","4","902","1","600","0","2025-12-15 16:00:00","0"
"","514","900188","1","0","2026-01-15 15:59:59","1","度假氛圍的地板","0","0","1200","0","3","901","1","600","0","2025-12-15 16:00:00","0"
"","601","900209","1","0","2026-02-15 15:59:59","10","嵌地式水族箱","0","0","1400","0","1","201","1","700","0","2026-01-15 16:00:00","0"
"","602","900212","1","0","2026-02-15 15:59:59","1","軟綿綿的海龍","1","0","1500","0","1","299","1","750","0","2026-01-15 16:00:00","0"
"","603","900211","1","0","2026-02-15 15:59:59","10","蔚藍貝殼坐墊","1","0","1500","0","1","299","1","750","0","2026-01-15 16:00:00","0"
"","604","900206","1","0","2026-02-15 15:59:59","10","海洋凳子","1","0","300","0","1","102","1","150","0","2026-01-15 16:00:00","0"
"","605","900208","1","0","2026-02-15 15:59:59","10","海洋隔板","0","0","700","0","1","204","1","350","0","2026-01-15 16:00:00","0"
"","606","900207","1","0","2026-02-15 15:59:59","10","珊瑚的裝飾物","0","0","300","0","1","202","1","150","0","2026-01-15 16:00:00","0"
"","607","900205","1","0","2026-02-15 15:59:59","10","熱帶魚貼紙","0","0","300","0","2","202","1","150","0","2026-01-15 16:00:00","0"
