1df7cce060019fb80756444ac00f1a29d782e89d4eada2ed6b09365f26012f90,687f393e8a2197eb64e4b8ba2b0c9cc1899f791c527fe7e1dfb9de37957a82e8,e6aecbd65337298e4717af302e9e8c26f810834ab0bb4c8df1a823704145885a,83da05b6defc446a28642ae5de97a2a7d0a7ef95b214949a5111c767aec0fbaf,f3baf817efd0ee80c23f90314b5bd0e20db31472960b183862d01bf7e24211d3,0fe3c9a06589b4838be4cfab5a7d501996ac3a74f36da7ba4bbb548fc3bdf620,b7bf82bc47c437b78f850a46865dcc75e205876da4dbb9d4ad5c094091f2927f,9712d58de1caf8de756ea8aed3ca60309fa490f6b7e5567f7c2c43b35f99cd0d,0f0679d5bd346b01638eaa173dfd3967691c59d17692472dd9b8b2edf93f9aa7,5e37753e0fad6b09cdd480509d42f8be8d4c6b9da72563cbb1b0f72ae93111ac,bf44f69be1e2954fa9dd89fca86973bc12d7e4481b8470410012d392624d60a6,a44a51a778bd63fdacef0096a254db92a4a3273e78f87e97407ef8ff173a789f,90630af4431740a0cb3bf229cd3ed409be52f0312789dd5399a92c823f7a2bc7,557460569cd5e39a34dd22a9637418198a514430729cd81cff3c1def3221ca13,5131ab3f4082bdb3f91751efbb3205c7982881ecbd0985b00f4af20443029067
"21003","21","-363","2","2015/12/17 15:00:00","0","想要專用裝備的話\n就挑戰這個冒險吧\n靠著收集到的素材\n變得更強更強吧","雪菲","2030/12/17 14:59:59","0","106401","1","1","2104010","0"
"21004","21","-363","1","2019/03/06 16:00:00","0","好像可以獲得\n製作專用裝備的必要道具\n多多收集、\n越裝就會越強大！","貪吃佩可","2030/12/17 14:59:59","0","105801","1","1","0","0"
"22001","22","-430","1","2019/07/24 16:00:00","0","投票請到這邊。\n請為你支持的女孩\n投下你心意滿滿的\n一票吧！","花凜","2030/12/17 14:59:59","0","190801","1","1","0","0"
"22002","22","-430","1","2019/07/24 16:00:00","0","歡迎！\n你喜愛的女孩\n是哪一位呢？\n請幫她加油吧！","花凜","2030/12/17 14:59:59","0","190801","2","1","0","0"
"23001","23","-430","1","2019/07/24 16:00:00","0","謝謝你們\n踴躍的投票。\n請大家耐心等候，\n敬請期待結果發表喔！","花凜","2030/12/17 14:59:59","0","190801","3","1","0","0"
"23002","23","-430","1","2019/07/24 16:00:00","0","目前正在統計\n人氣投票結果。\n在結果統計完畢之前\n請再稍候一下喔。","花凜","2030/12/17 14:59:59","0","190801","4","1","0","0"
"24001","24","-385","1","2019/07/01 16:00:00","10011","有大人您幫忙製作的\n巧克力蛋糕。\n一定會很美味的。","惠理子（情人節）","2030/12/17 14:59:59","4.08","109001","1","2","0","8"
"24002","24","-385","1","2019/07/01 16:00:00","10011","這種失誤絕對不是\n大人您會犯的。\n再挑戰一次看看吧。","惠理子（情人節）","2030/12/17 14:59:59","5","109001","2","2","0","8"
"24003","24","-385","1","2019/07/01 16:00:00","10011","原本要為了大人您而製作的蛋糕，\n結果卻讓您來幫忙……。\n事情竟然變成這樣……嘻嘻嘻嘻。","惠理子（情人節）","2030/12/17 14:59:59","10.11","109001","3","2","0","8"
"24004","24","-385","1","2019/07/01 16:00:00","10011","您不需要太過煩惱。\n今後我會花費許多時間\n來教導您的。","惠理子（情人節）","2030/12/17 14:59:59","4","109001","4","2","0","8"
"24005","24","-385","1","2019/07/01 16:00:00","10011","您這次的狀態不太好……嗎？\n如果是大人您幫忙做的話，\n不論是什麼我都……嘻嘻嘻嘻。","惠理子（情人節）","2030/12/17 14:59:59","6","109001","5","2","0","8"
"24006","24","0","1","2019/07/01 16:00:00","10011","大人您親自製作的巧克力蛋糕\n對我來說是寶物……\n膽敢取笑你的人是不會有活路的。","惠理子（情人節）","2030/12/17 14:59:59","0","109002","6","1","0","0"
"24007","24","0","1","2019/07/01 16:00:00","10011","這賣相做得實在太完美了！\n做出了非常符合\n大人您氣質的巧克力蛋糕。","惠理子（情人節）","2030/12/17 14:59:59","0","109002","7","1","0","0"
"24008","24","0","1","2019/07/01 16:00:00","10011","幫忙了我的大人您\n已然是我的俘虜了……\n讓我來邀請您蒞臨這甜蜜的世界。","惠理子（情人節）","2030/12/17 14:59:59","0","109002","8","1","0","0"
"24009","24","0","1","2019/07/01 16:00:00","10011","您的愛情我確實地收下了。\n這是……我們第一次的\n共同作業呢……嘻嘻嘻嘻。","惠理子（情人節）","2030/12/17 14:59:59","0","109002","9","1","0","0"
"24010","24","0","1","2019/07/01 16:00:00","10011","這是世界第一的巧克力蛋糕。\n因為這是大人您\n拿出看家本領製作的嘛。","惠理子（情人節）","2030/12/17 14:59:59","0","109002","10","1","0","0"
"24011","24","-385","1","2019/07/01 16:00:00","10011","做得不太好覺得很可惜嗎？\n不過，弟弟的心意讓我很開心呢。\n姐姐會一直陪在你身邊的♪","靜流（情人節）","2030/12/17 14:59:59","2.12","109101","1","2","0","8"
"24012","24","-385","5","2019/07/01 16:00:00","10011","嗯，弟弟難得的\n緊張了吧？\n要再挑戰一次看看嗎？","靜流（情人節）","2030/12/17 14:59:59","4.19","109101","2","2","0","8"
"24013","24","-385","2","2019/07/01 16:00:00","10011","你幫了姐姐的忙，\n做得很棒喔！\n啊，還不可以偷吃啦！","靜流（情人節）","2030/12/17 14:59:59","2.3","109101","3","4","0","8"
"24014","24","0","1","2019/07/01 16:00:00","10011","你看你看！\n海綿蛋糕的顏色烤得很美喔。\n不愧是弟弟呢！","靜流（情人節）","2030/12/17 14:59:59","0","109102","4","1","0","0"
"24015","24","-385","5","2019/07/01 16:00:00","10011","好啦好啦，不要沮喪了。\n外觀上……是蠻有個性的，\n不過味道絕對會好吃的！","靜流（情人節）","2030/12/17 14:59:59","5.23","109101","5","2","0","8"
"24016","24","0","1","2019/07/01 16:00:00","10011","像弟弟一樣可愛\n的蛋糕出爐囉！\n很想快點吃看看吧♪","靜流（情人節）","2030/12/17 14:59:59","0","109102","6","1","0","0"
"24017","24","-385","1","2019/07/01 16:00:00","10011","哎呀呀？弟弟，你的手指上\n沾到巧克力囉？\n姐姐來幫你舔乾淨唷，啊呣！","靜流（情人節）","2030/12/17 14:59:59","5.01","109101","7","2","0","8"
"24018","24","0","1","2019/07/01 16:00:00","10011","做得還挺不錯的嘛？\n不過弟弟還能做得更好！\n姐姐很相信你唷。","靜流（情人節）","2030/12/17 14:59:59","0","109102","8","1","0","0"
"24019","24","0","1","2019/07/01 16:00:00","10011","哇～做得好像非常的美味呢！\n因為弟弟做的很熟練了，\n姐姐能放心交給你製作了呢！","靜流（情人節）","2030/12/17 14:59:59","0","109102","9","1","0","0"
"24020","24","0","1","2019/07/01 16:00:00","10011","呀～是弟弟幫忙做的\n巧克力蛋糕！\n做的看起來非常美味呢♪","靜流（情人節）","2030/12/17 14:59:59","0","109102","10","1","0","0"
"26001","26","-363","2","2015/12/17 15:00:00","0","往前面走好像是個神聖的地方\n那裡究竟沉睡著怎麼樣的寶藏，\n真期待接下來的探索♪","雪菲","2030/12/17 14:59:59","0","106401","1","1","2104010","0"
"26002","26","-363","1","2015/12/17 15:00:00","0","往前面走\n好像是個神聖的地方。\n究竟能獲得怎樣的寶藏， \n真令人期待呢！","貪吃佩可","2030/12/17 14:59:59","0","105801","1","1","0","0"
"26003","26","-363","1","2015/12/17 15:00:00","0","前面好像是個神聖的地方。\n雖然能獲得稀有的寶物，\n不過要是不小心一點，\n可能會受到慘痛的教訓喔。","凱留","2030/12/17 14:59:59","0","106001","1","1","0","0"
"26004","26","-363","1","2015/12/17 15:00:00","0","往前面走\n是個神聖的地方。\n繃緊神經\n調查寶藏進行探索吧！","可可蘿","2030/12/17 14:59:59","0","105901","1","1","0","0"
"27001","27","-363","2","2015/12/17 15:00:00","0","在這裡好像沉睡著道具，\n能夠讓人得到更強大的力量……\n大家是這麼說的。呵呵，\n那就來挑戰看看吧","雪菲","2030/12/17 14:59:59","0","106401","1","1","2104010","0"
"27002","27","-363","1","2015/12/17 15:00:00","0","在這裡好像沉睡著道具，\n能夠讓人得到\n更強大的力量！　要從哪裡開始挑戰，\n真令人苦惱呢！","貪吃佩可","2030/12/17 14:59:59","0","105801","1","1","0","0"
"27003","27","-363","1","2015/12/17 15:00:00","0","在這裡好像沉睡著道具，\n能夠讓人得到更強大的力量！\n不斷地去挑戰，\n一起變強大吧！","凱留","2030/12/17 14:59:59","0","106001","1","1","0","0"
"27004","27","-363","1","2015/12/17 15:00:00","0","在這裡好像沉睡著道具，\n似乎能夠讓人得到\n更強大的力量。主人，您要從哪裡\n開始挑戰呢？","可可蘿","2030/12/17 14:59:59","0","105901","1","1","0","0"
"28001","28","-363","1","2019/12/12 16:00:00","0","歡迎！\n公會管理協會\n會幫助大家\n讓大家有美好的邂逅！","花凜","2030/12/17 14:59:59","0","190801","1","1","0","0"
"28002","28","-363","1","2019/12/12 16:00:00","0","這裡是公會管理協會。\n關於朋友，\n請從這裡確認。","花凜","2030/12/17 14:59:59","0","190801","2","1","0","0"
"29001","29","-409","1","2019/12/12 16:00:00","0","這裡是\n您的朋友。\n請和他們\n建立美好的關係吧！","花凜","2030/12/17 14:59:59","0","190801","3","1","0","0"
"29002","29","-409","1","2019/12/12 16:00:00","0","這裡的一覽表\n可以確認\n朋友的個人頁面喔。","花凜","2030/12/17 14:59:59","0","190801","4","1","0","0"
"30001","30","-409","1","2019/12/12 16:00:00","0","朋友管理\n請至這裡查看。\n敬請期待\n和新朋友的邂逅吧！","花凜","2030/12/17 14:59:59","0","190801","5","1","0","0"
"30002","30","-409","1","2019/12/12 16:00:00","0","可以進行朋友申請\n和接受朋友申請囉。\n希望您能獲得不錯的交流！","花凜","2030/12/17 14:59:59","0","190801","6","1","0","0"
"31001","31","-409","1","2020/02/18 16:00:00","0","進行好友對戰，\n來比一比戰力吧\n，可以測試一下實力呢，\n請多加油！","花凜","2030/12/17 14:59:59","0","190801","7","1","0","0"
"31002","31","-409","1","2020/02/18 16:00:00","0","和你所關注的好友隊伍\n對戰看看吧！\n究竟誰會獲得勝利，\n我也很期待呢。","花凜","2030/12/17 14:59:59","0","190801","8","1","0","0"
"32001","32","-409","1","2020/04/22 05:00:00","0","我們特別為各位\n新手朋友準備了\n特別的任務！\n請務必挑戰看看！","花凜","2020/05/15 04:59:59","0","190801","1","1","0","0"
"32002","32","-409","1","2020/04/22 05:00:00","0","正在舉辦\n期間限定活動！\n一起來\n挑戰任務吧！","花凜","2020/05/15 04:59:59","0","190801","2","1","0","0"
"33001","33","-409","1","2020/04/22 05:00:00","0","成為好友，\n一起支援新手吧！\n有很厲害的獎勵等著你哦！","花凜","2020/05/15 04:59:59","0","190801","3","1","0","0"
"33002","33","-409","1","2020/04/22 05:00:00","0","正在舉辦\n期間限定活動！\n一起來\n挑戰任務吧！","花凜","2020/05/15 04:59:59","0","190801","4","1","0","0"
"34001","34","-409","1","2020/04/22 05:00:00","0","辛苦了！\n可以從這裡\n領取任務獎勵哦！","花凜","2020/05/21 04:59:59","0","190801","5","1","0","0"
"34002","34","-409","1","2020/04/22 05:00:00","0","從這裡領取\n任務獎勵！\n領取獎勵時，\n請注意不要遺漏了！","花凜","2020/05/21 04:59:59","0","190801","6","1","0","0"
"38001","38","-458","1","2020/06/18 16:00:00","0","享受過去的\n劇情活動吧！\n如果有尚未遊玩過的活動，\n就一起玩玩看吧♪","貪吃佩可","2030/12/17 14:59:59","5.3","105801","1","2","0","0"
"38002","38","-458","1","2020/06/18 16:00:00","0","好像還能獲得\n能讓至今活動中登場的\n限定角色成為夥伴的\n記憶碎片哦。太讚了吧☆","貪吃佩可","2030/12/17 14:59:59","6.5","105801","2","2","0","0"
"39005","39","9999","3","2023/04/01","0","","貪吃佩可","2023/04/08 23:59:59","0","105801","0","3","0","9999"
"40001","40","-430","1","2015/12/17 15:00:00","0","可以回顧到目前為止\n出現過的問題。\n複習很重要喔♪","花凜","2030/12/17 14:59:59","0","190801","2","1","0","0"
"41001","41","-363","1","2015/12/17 15:00:00","0","聽說可以在這裡\n試試身手哦。\n正好可以用來\n測試自己的實力呢。","雪菲","2030/12/17 14:59:59","0","106401","1","1","2104010","0"
"41002","41","-363","1","2015/12/17 15:00:00","0","在這裡試試身手吧！\n火力全開，\n好好加油喔～！","貪吃佩可","2030/12/17 14:59:59","0","105801","1","1","0","0"
"41003","41","-363","1","2015/12/17 15:00:00","0","可以在這裡\n試試身手的樣子呢。\n試一下也無妨吧。","凱留","2030/12/17 14:59:59","0","106001","1","1","0","0"
"41004","41","-363","1","2015/12/17 15:00:00","0","好像可以試試身手。\n在這裡反覆練習，\n在實戰中靈活運用吧。","可可蘿","2030/12/17 14:59:59","0","105901","1","1","0","0"
"42001","42","-416.5","1","2015/12/17 15:00:00","0","據說根據訓練的成果，\n可以獲得對應的獎勵。\n我們一起努力吧。","可可蘿","2030/12/17 14:59:59","0","105901","1","1","0","0"
"42002","42","-416.5","1","2015/12/17 15:00:00","0","只要達成目標，\n就能獲得獎勵的樣子。\n值得努力挑戰看看呢。","雪菲","2030/12/17 14:59:59","0","106401","1","1","2104010","0"
"42003","42","-416.5","1","2015/12/17 15:00:00","0","努力通過測試的話，\n可以獲得獎勵喔！\n快來挑戰看看吧☆","貪吃佩可","2030/12/17 14:59:59","0","105801","1","1","0","0"
"42004","42","-416.5","1","2015/12/17 15:00:00","0","聽說完成任務的話，\n會有獎勵的樣子喔。\n我們一起試試看吧！","凱留","2030/12/17 14:59:59","0","106001","1","1","0","0"
"43001","43","-363","1","2015/12/17 15:00:00","0","接下來可以\n挑戰競技場喔！\n仔細編組隊伍，\n挑戰敵人吧！","貪吃佩可","2030/12/17 14:59:59","0","105801","1","1","0","0"
"43002","43","-363","1","2015/12/17 15:00:00","0","接下來可以\n挑戰競技場。\n編組出有主人風格的隊伍，\n挑戰敵人吧。","可可蘿","2030/12/17 14:59:59","0","105901","1","1","0","0"
"43003","43","-363","1","2015/12/17 15:00:00","0","接下來可以\n挑戰競技場哦！\n好好思考如何編組隊伍，\n挑戰敵人吧！","凱留","2030/12/17 14:59:59","0","106001","1","1","0","0"
"43004","44","-416.5","1","2015/12/17 15:00:00","0","完成任務就可以獲得獎勵喔。\n請盡情完成任務，\n賣力進行強化♪","愛梅斯","2030/12/17 14:59:59","0","123001","1","1","0","0"
"43005","44","-416.5","1","2015/12/17 15:00:00","0","現在可不是發呆的時候啊。\n請快點去完成任務，\n領取獎勵！","愛梅斯","2030/12/17 14:59:59","0","123001","2","1","0","0"
"43006","45","-416.5","1","2015/12/17 15:00:00","0","你等一下，不是有獎勵\n可以領取嗎！\n別忘了確認啊。\n這可是與愛梅斯大人的約定喔？","愛梅斯","2030/12/17 14:59:59","5.79","123001","3","2","0","0"
