2c4c7ab2e89422500a08709651367f9d3febd813059c19efe92099c44f567648,4e4fde3f16d8c3aa2f51947b1bb93c62ff80ec0eb668760066ce0442b454e848,0595bfce462e03808b7b4ea926607d2570ee6024147244b5a8bbc9f3ee7c4f07,6fbd303dcd0d2c70fda552d40f08926008a52afbafef06bab5d8df3d13e717f9,8592f5e77d4703f98da1add697901272f71c5075dc983c5820068ff9597eee89,919b8b5258a6950c41dc11385dd698f513dc0c4b4e980a3e4c51c83bc461897d,c4a1737512e4b5efb89d70e24c0a44ed9ec4965f95786c05acd02103b6c99576,7b177364401d94e2368f12993026b1f7d61a8cd9fde1f8670d2ee0f1469ed1b8,f66df0e008f467652350ee194b89542ac5e96660de2c6a6fcd55bbaa687b7119,4fd66c79d992cc333dca467983ae4d9302be27cbbbc52bbfc6bd696ab6aa5ad3,3f210fcdb33e5441d54635330d2366ea28033d298ab9029e8a926f85c4e34573,d09689085d0eb63a63047131387b41db44d0bdd3f33898cab1a030e09bef7685,87be4b41587c66605a29f032c7969f1c0e89ca59d1fe19ff19ae289909bdbc69,5fdfb944ed1eceb76d3b0e22fda17e71781347d7b9ef709ce3e098f18cde79df,214061b1cf2a66b9519308ea2a5ab119eeb35940f8706019819a6c96df7a1c1c,074e2c96292772eddb944404b45aeb4ead179c05bcd75357b561a12eca9f033f,fcdc5cc3b57cba49d2d79b473163c4d82e66d22be749b305f4e6b01ae46ed85c,1f9b061d5603b62a2d036c4bda5ea9adc983e532cb67cde02a81c00143443152
"0","0","30","12700","0","0","0","0","0","0","0","8","12700","56","0","0","0","91002"
"0","0","30","12800","0","0","0","0","0","0","0","8","12800","57","0","0","0","91002"
"0","0","30","12900","0","0","0","0","0","0","0","8","12900","58","0","0","0","91002"
"0","0","30","13000","0","0","0","0","0","0","0","8","13000","59","0","0","0","91002"
"0","0","30","13100","0","0","0","0","0","0","0","8","13100","60","0","0","0","91002"
"0","0","30","13200","0","0","0","0","0","0","0","8","13200","61","0","0","0","91002"
"0","0","30","13300","0","0","0","0","0","0","0","8","13300","62","0","0","0","91002"
"0","0","30","13400","0","0","0","0","0","0","0","8","13400","63","0","0","0","91002"
"0","0","30","13500","0","0","0","0","0","0","0","8","13500","64","0","0","0","91002"
"0","0","30","13600","0","0","0","0","0","0","0","8","13600","65","0","0","0","91002"
"0","0","30","13700","0","0","0","0","0","0","0","8","13700","66","0","0","0","91002"
"0","0","30","13800","0","0","0","0","0","0","0","8","13800","67","0","0","0","91002"
"0","0","30","13900","0","0","0","0","0","0","0","8","13900","68","0","0","0","91002"
"0","0","30","14000","0","0","0","0","0","0","0","8","14000","69","0","0","0","91002"
"0","0","30","14100","0","0","0","0","0","0","0","8","14100","70","0","0","0","91002"
"0","0","30","14200","0","0","0","0","0","0","0","8","14200","71","0","0","0","91002"
"0","0","30","14300","0","0","0","0","0","0","0","8","14300","72","0","0","0","91002"
"0","0","30","14400","0","0","0","0","0","0","0","8","14400","73","0","0","0","91002"
"0","0","30","14500","0","0","0","0","0","0","0","8","14500","74","0","0","0","91002"
"0","0","30","14600","0","0","0","0","0","0","0","8","14600","75","0","0","0","91002"
"0","0","30","14700","0","0","0","0","0","0","0","8","14700","76","0","0","0","91002"
"0","0","30","14800","0","0","0","0","0","0","0","8","14800","77","0","0","0","91002"
"0","0","30","14900","0","0","0","0","0","0","0","8","14900","78","0","0","0","91002"
"0","0","30","15000","0","0","0","0","0","0","0","8","15000","79","0","0","0","91002"
