85de66f1ead7e9205604719a41db4f7aaa0ca5d02645c143a324bc81ac3dd028,b47801f93ebf08aa049d7f5903860d2ca5500d6752b682ebe5f2d2baf6ec5d2d,6523ca200b37d08272545ff5211c10b1550231befa40c7229f4a3e90bbb303f8,42d186ea262800ef92e89a368d85ea4f51513b23b3f817ec1a74a4944aef0a7c,9885d6dce9d09d3eff3db3a5d99ce9e6ba4f0b5945cabf19123a03fc3892b370,8c9d9b6bb078b5d48061ab10f001056b0d0a14eee4731857bb949d64119becd6,c5cfc6741cfc9559bd846027a8834e183a4d13b255232dc592f78fa031216f1c,d6702a08cdc0971c84975d24b48af7bf70d3e729fbe826205f4e8eda2e709225,5abaddc0906a7b50ee4b9a483188cd30a6f5f448f8b1a6d1d94a965f7e6a5f7e,e5854dedb918ab4c74a192ca5197f5e9d004926805d73025c79503435f5d00d0,73649aa47cc45fed773deb70bc6b8bcd76b440a0282d14c92534c9393cc68463,149b14e7c505749d0b2bd6f1df6ca018af3b7af22b0a3d604279570dd51b1517,fc9a6c7e5db3d5ab8322657a4b810ebd875a35ca9c1fc828efe2865e251068df,aa45c22633de606560f2c779cb1ec296b1e3a5837ecb85daf93a1344ced4f2e2
"1","1","2","240","5","240","1","1108","31","-1","211","1","1","1"
"1","1","2","270","5","270","1","1109","31","-1","241","1","1","1"
"1","1","2","300","5","300","1","1110","31","-1","271","1","1","1"
"1","1","2","-1","5","310","1","1111","31","-1","301","1","1","1"
"1","1","3","30","5","-1","1","1201","7","-1","4","1","1","1"
"1","1","3","60","5","-1","1","1202","11","-1","31","1","1","1"
"1","1","3","90","5","-1","1","1203","15","-1","61","1","1","1"
"1","1","3","120","5","-1","1","1204","19","-1","91","1","1","1"
"1","1","3","150","5","-1","1","1205","23","-1","121","1","1","1"
"1","1","3","180","5","-1","1","1206","27","-1","151","1","1","1"
"1","1","3","210","5","-1","1","1207","29","-1","181","1","1","1"
"1","1","3","240","5","-1","1","1208","31","-1","211","1","1","1"
"1","1","3","270","5","-1","1","1209","31","-1","241","1","1","1"
"1","1","3","300","5","-1","1","1210","31","-1","271","1","1","1"
"1","1","3","-1","5","-1","1","1211","31","-1","301","1","1","1"
"1","1","4","30","5","30","1","1301","7","-1","4","1","1","1"
"1","1","4","60","5","60","1","1302","10","-1","31","1","1","1"
"1","1","4","90","5","90","1","1303","13","-1","61","1","1","1"
"1","1","4","120","5","120","1","1304","16","-1","91","1","1","1"
"1","1","4","150","5","150","1","1305","19","-1","121","1","1","1"
"1","1","4","180","5","180","1","1306","22","-1","151","1","1","1"
"1","1","4","210","5","210","1","1307","25","-1","181","1","1","1"
"1","1","4","240","5","240","1","1308","28","-1","211","1","1","1"
"1","1","4","270","5","270","1","1309","28","-1","241","1","1","1"
"1","1","4","300","5","300","1","1310","28","-1","271","1","1","1"
"1","1","4","-1","5","310","1","1311","28","-1","301","1","1","1"
"1","1","5","30","5","-1","1","1401","7","-1","4","1","1","1"
"1","1","5","60","5","-1","1","1402","10","-1","31","1","1","1"
"1","1","5","90","5","-1","1","1403","13","-1","61","1","1","1"
"1","1","5","120","5","-1","1","1404","16","-1","91","1","1","1"
"1","1","5","150","5","-1","1","1405","19","-1","121","1","1","1"
"1","1","5","180","5","-1","1","1406","22","-1","151","1","1","1"
"1","1","5","210","5","-1","1","1407","25","-1","181","1","1","1"
"1","1","5","240","5","-1","1","1408","28","-1","211","1","1","1"
"1","1","5","270","5","-1","1","1409","28","-1","241","1","1","1"
"1","1","5","300","5","-1","1","1410","28","-1","271","1","1","1"
"1","1","5","-1","5","-1","1","1411","28","-1","301","1","1","1"
"1","1","6","30","3","-1","1","1501","7","-1","4","1","1","1"
"1","1","6","60","3","-1","1","1502","10","-1","31","1","1","1"
"1","1","6","90","3","-1","1","1503","13","-1","61","1","1","1"
"1","1","6","120","3","-1","1","1504","16","-1","91","1","1","1"
"1","1","6","150","3","-1","1","1505","19","-1","121","1","1","1"
"1","1","6","180","3","-1","1","1506","22","-1","151","1","1","1"
"1","1","6","210","3","-1","1","1507","22","-1","181","1","1","1"
"1","1","6","240","3","-1","1","1508","22","-1","211","1","1","1"
"1","1","6","270","3","-1","1","1509","22","-1","241","1","1","1"
"1","1","6","-1","3","-1","1","1510","22","-1","271","1","1","1"
"1","1","7","30","6","30","1","1601","7","5","4","1","1","1"
"1","1","7","60","6","60","1","1602","11","5","31","1","1","1"
"1","1","7","90","6","90","1","1603","15","5","61","1","1","1"
"1","1","7","120","6","120","1","1604","19","5","91","1","1","1"
"1","1","7","150","6","150","1","1605","23","5","121","1","1","1"
"1","1","7","180","6","180","1","1606","27","5","151","1","1","1"
"1","1","7","210","6","210","1","1607","29","5","181","1","1","1"
"1","1","7","240","6","240","1","1608","31","5","211","1","1","1"
"1","1","7","270","6","270","1","1609","31","5","241","1","1","1"
"1","1","7","300","6","300","1","1610","31","5","271","1","1","1"
"1","1","7","-1","6","310","1","1611","31","5","301","1","1","1"
"1","1","8","30","5","30","1","1701","7","5","4","1","1","1"
"1","1","8","60","5","60","1","1702","11","5","31","1","1","1"
"1","1","8","90","5","90","1","1703","15","5","61","1","1","1"
"1","1","8","120","5","120","1","1704","19","5","91","1","1","1"
"1","1","8","150","5","150","1","1705","23","5","121","1","1","1"
"1","1","8","180","5","180","1","1706","27","5","151","1","1","1"
"1","1","8","210","5","210","1","1707","29","5","181","1","1","1"
"1","1","8","240","5","240","1","1708","31","5","211","1","1","1"
"1","1","8","270","5","270","1","1709","31","5","241","1","1","1"
"1","1","8","300","5","300","1","1710","31","5","271","1","1","1"
"1","1","8","-1","5","310","1","1711","31","5","301","1","1","1"
