5a90afce3a42dc0f840981c54668122e2c74266994a64289cb0e7d5a52086a68,9ed63df46bdbda29fd7e61c2d75382b579c301c96415eaa2653c6583e0d148a1,230c4d66b75741baf3dfce952861d7ab65a85b2ac9b5dd79483e178f04f291de,127e753e2ad2ee9d4ada4961f80c66a1ae96e54990b12db056254d9a7266e11d,63e3a4ee710a6df7d1c8023769192e3f8df17453a3eb423a51cdd73652c970f2,01d48cf1cfa3993ad8c9f3068ed7afe6b7438e0147690f002fb932bc3418f5c2,b46fd95f5aad3ebd64c01a0785928652bae42592e4c0e7edab6928649cf540ec,0b13d7b903009e025d9aaadfce1fc1996443c141867de4f3624c6e17e1820c30,5e9380f446f95dd42251ae09474d92b0ba4362a2abeaa741272bb618130f0e0d
"1","1","2","0","1","100402","哥哥\n我們去探險吧！\n如果現在就遇難的話，\n晚上還是回的了家呦！","1","189"
"1","1","2","0","2","100402","趁哥哥\n睡午覺的時候\n要到處惡作劇囉♪","2","190"
"1","1","2","0","3","100402","半夜的探險，\n好像也很好玩！\n呐～不能出門嗎？","3","191"
"1","1","3","0","1","100402","對惡作劇來說，\n魅力也很重要……\n嗯，完美！","0","192"
"1","1","3","0","2","100402","慢慢悠閒的\n思考下次的\n惡作劇吧～！","0","193"
"1","1","3","0","3","100402","好可愛！\n把它當成禊探險隊\n的吉祥物好嚕♪　","0","194"
"1","1","3","0","4","100402","把那一聞到就會\n一直打噴嚏的味道，\n拿……哈啾～！","0","195"
"1","1","3","0","5","100402","咪嘻嘻……\n把惡作劇的證據，\n在這裡全都燒掉吧～！","0","196"
"1","1","3","0","6","100402","探險家\n比的是體力呀──！","0","197"
"1","1","3","0","7","100402","搞不好很適合\n當作探險時的點心～！","0","198"
"1","1","3","0","8","100402","就是在這種地方，\n才會藏著\n寶藏圖唷～","0","199"
"1","1","1","0","1","100601","不管哪種音樂茜里都喜歡。\n但最喜歡的，\n果然還是爵士樂吧。","0","201"
"1","1","1","0","2","100601","啊，啊……\n就算是獨自一人，\n也不能停止……\n特訓……","0","202"
"1","1","1","0","3","100601","真希望姐姐，還能夠\n更有自信呢。","0","203"
"1","1","1","0","4","100601","來試著\n模仿一下姐姐吧？","0","204"
"1","1","1","0","5","100601","是雙胞胎，\n就會連喜歡的菜\n也很相似嗎？","0","205"
"4","1","1","0","101","100601","哥哥和我，\n果然是絕配呢呢♪","0","206"
"8","1","1","0","102","100601","已經快按捺不住了……\n哥哥，快一點回來啊！","0","207"
"1","1","2","0","1","100601","哎……原本正想要\n換件衣服的呢。\n哥哥這個色鬼！","0","208"
"1","1","2","0","2","100601","喲呵呵，哥哥！\n今天要來\n做什麼好呢？","0","209"
"1","1","2","0","3","100601","不能隨便亂摸\n人家的那邊啦♪","0","210"
"1","1","2","0","4","100601","哥哥，別這樣\n欺負人家嘛……","0","211"
"4","1","2","0","101","100601","哥哥，再教教人家\n更多高級的\n「技巧」嘛！","0","212"
"8","1","2","0","102","100601","教練，\n今天的特訓\n就拜託您了。","0","213"
"1","1","2","0","1","100601","哥哥您早。\n昨晚真是美好呢。\n喲呵呵♪","1","214"
"1","1","2","0","2","100601","明明外頭都還這麼亮，\n就，就要做了嗎……\n孤男寡女的特訓……","2","215"
"1","1","2","0","3","100601","夜晚才正要開始喲\n哥哥～♪","3","216"
"1","1","3","0","1","100601","得打扮得\n世界第一可愛才行呢♪","0","217"
"1","1","3","0","2","100601","好舒服呀♪\n舒服到無法站起來了啦～","0","218"
"1","1","3","0","3","100601","好可愛呢♪\n看來會是茜里的情敵\n呢。","0","219"
"1","1","3","0","4","100601","哈啊……這太舒服了，\n再這樣下去，\n要不行了……","0","220"
"1","1","3","0","5","100601","哈啊……茜里，\n要融化了啊…","0","221"
"1","1","3","0","6","100601","呼……呼呼，\n我……已經……不行了\n到極限了……！","0","222"
"1","1","3","0","7","100601","哇！真美味～\n但若吃太多了，\n會對皮膚不好呢。","0","223"
"1","1","3","0","8","100601","真想用\n薩克斯風來吹吹看\n這個樂曲呢♪","0","224"
"1","1","1","0","1","100602","之前一個人獨處時\n不小心一直想著\n哥哥的事情了呢……","0","226"
"1","1","1","0","2","100602","呼……呼……得要\n更加努力\n……練習才是。","0","227"
"1","1","1","0","3","100602","這個房間總讓人覺得\n很放心……\n是因為\n哥哥也在嘛？","0","228"
"1","1","1","0","4","100602","大家都好可愛呢\n要變成世界第一可愛的\n難度可不低呢……","0","229"
"1","1","1","0","5","100602","是雙胞胎，\n就會連喜歡的菜\n也很相似嗎？","0","230"
"8","1","1","0","101","100602","有朝一日要成為\n世界第一可愛的人\n和哥哥……","0","231"
"8","1","1","0","102","100602","已經快按捺不住了……\n哥哥，快一點回來啊！","0","232"
"1","1","2","0","1","100602","哎……原本正想要\n換件衣服的呢。\n哥哥這個色鬼！","0","233"
"1","1","2","0","2","100602","什麼時候要再做\n專屬兩人的祕密特訓呢？\n真期待呢……","0","234"
"1","1","2","0","3","100602","咦？　要在這裡做嗎？\n在大家面前\n很丟臉耶……鍛鍊肌肉。","0","235"
"1","1","2","0","4","100602","哥哥，別這樣\n欺負人家嘛……","0","236"
"8","1","2","0","101","100602","只要跟哥哥在一起\n我，我就會\n心跳加速……","0","237"
"8","1","2","0","102","100602","教練，\n今天的特訓\n就拜託您了。","0","238"
"1","1","2","0","1","100602","哥哥您早。\n昨晚真是美好呢。\n喲呵呵♪","1","239"
"1","1","2","0","2","100602","真想讓哥哥\n嚐嚐看呢，\n我做的手做午餐。","2","240"
"1","1","2","0","3","100602","我要去洗澡了呦，\n洗完之後……\n再好～好的\n一起玩呦。","3","241"
"1","1","3","0","1","100602","來試著\n模仿一下姐姐吧？","0","242"
"1","1","3","0","2","100602","好舒服呀♪\n舒服到無法站起來了啦～","0","243"
"1","1","3","0","3","100602","好可愛呢♪\n看來會是茜里的情敵\n呢。","0","244"
"1","1","3","0","4","100602","哈啊……這太舒服了，\n再這樣下去，\n要不行了……","0","245"
"1","1","3","0","5","100602","好溫暖……\n就像在\n哥哥身邊一樣。","0","246"
"1","1","3","0","6","100602","流些汗之後\n感覺很舒服呢！","0","247"
"1","1","3","0","7","100602","為了陪\n哥哥特訓\n一定要\n先吃多一點呢♪","0","248"
"1","1","3","0","8","100602","真想用\n薩克斯風來吹吹看\n這個樂曲呢♪","0","249"
"1","1","1","0","1","100701","布丁，布丁，\n布丁，布丁，\n布丁，布丁～♪","0","251"
"1","1","1","0","2","100701","我～好～恨～好～恨～\n喲……♪","0","252"
"1","1","1","0","3","100701","如果沒有了布丁\n還不如死了比較好喲。\n啊，已經掛了呀～ ","0","253"
"1","1","1","0","4","100701","輕瞥一見似野魂，\n結果是宮子喲～ ","0","254"
"1","1","1","0","5","100701","如果宮子突然間\n消失不見，說不定\n大家都會嚇一跳喲～♪ ","0","255"
"4","1","1","0","101","100701","有那傢伙在，\n還有布丁。\n這一定是所謂的天國喲。","0","256"
"8","1","1","0","102","100701","那傢伙才不是\n公主騎士呢。\n是布丁騎士喲～","0","257"
"1","1","2","0","1","100701","把自己隱形起來，\n好好地監視你喲～\n喲呵呵～♪","0","258"
"1","1","2","0","2","100701","如果投胎轉世去了，\n卻沒有布丁的話，\n地獄呀～……","0","259"
"1","1","2","0","3","100701","右布丁，左布丁。\n後面也是布丁♪\n前面是你喲～！","0","260"
"1","1","2","0","4","100701","要上供品給，\n死去的人們喲～\n所以記得每天都要拿布丁\n來供奉宮子喲～","0","261"
"4","1","2","0","101","100701","和你一起\n到處玩耍。\n就好像是要投胎轉世了\n一樣開心喲～！","0","262"
"8","1","2","0","102","100701","人家可是看上了\n你這傢伙了呀，所以\n要一直糾纏著你喲～","0","263"
"1","1","2","0","1","100701","嗚～好睏喲……\n準備要回去第二次的\n回籠覺喲。","1","264"
"1","1","2","0","2","100701","午餐是布丁喲。\n三點的點心\n也是布丁喲～","2","265"
"1","1","2","0","3","100701","晚餐是\n豪華的\n布丁全席喲～♪","3","266"
"1","1","3","0","1","100701","光線穿透身體\n沒辦法好好照鏡子呀～ ","0","267"
"1","1","3","0","2","100701","好悠哉喲～\n如果加上了布丁的話\n就太完美了喲～ ","0","268"
"1","1","3","0","3","100701","呣～……雖然很可愛\n但是才不會\n把布丁分給你喲～ ","0","269"
"1","1","3","0","4","100701","哈～　感覺真舒服喲……\n快要投胎轉世了喲…… ","0","270"
"1","1","3","0","5","100701","難，難道說\n宮子要被\n火葬在這了嗎？","0","271"
"1","1","3","0","6","100701","不管是體力還是肌肉，\n都和幽靈沒有關係喲～！","0","272"
"1","1","3","0","7","100701","嚼嚼咀咀……\n宮子雖然是幽靈，\n但肚子還是會餓喲～ ","0","273"
"1","1","3","0","8","100701","如果有\n布丁的寫真集\n就好了喲～ ","0","274"
"1","1","1","0","1","100702","好恨呀～……\n比起恨意\n更喜歡布丁啦～","0","276"
"1","1","1","0","2","100702","布丁♪ 布丁♪\n布丁♪ 呦～♪　","0","277"
"1","1","1","0","3","100702","如果世界上的蛋糕店\n舉辦布丁的\n美味度比賽就好了～！\n宮子來當評審呦～","0","278"
