348ff758b8c56e023ffa9f9cc9bc58ab4578db346989bdb03e1c417679677be1,05dfc06668c7ca0ff50e259bd27ac3571c24aed6e85c7e206491e0cf8f2ecdbc,9979e7f950f22cb96d3fd78f50fc025b8f634ee968d9b2a61c9d7a43a14046b0,f2029559bff2fa16799df7672e2792a05aee353f27e9821e97810fccc774c6a6,e8ff1393a2460b8b415b4583a354cd0fd236cad71e3a258c3945c57e85941dbc,588b2b3a293aa63ccb5a26186df8035c7bac6e4212c976651f13e965f08d1e11,e5db5992bdd2c301a565f3de8c23626d4d9bf9ae43be0d0deea31b5ad57dffec,c915803897e3f8d7ff1b98806cca57f3ea080338d23b88e97fcdb28491b843d9,a1e706e7c5a236a0c06f43a86b8fea82df48b74bd5194de328b5c6e36bd86179,664e83de9ec9e4df50d8fbe58fb3850ac7ac7c65d311a4856c57c477fba805dd,147530ba47eddc434591fe0f3e86e0961986ebcdc40a45cc04b84298576f81ef,619ad34e576354ad498cd18179cf482644696dd18ce63614772b45a534664cae,ef67f482e7c7b136e82da0183005590a33623c22e31e499ee712973b405bb49a,176b469fe6479a33add6a942a913c4432ffb1739db19a3291b9084f805edb204
"0","鬼魂墓地","1","0","0","bgm_M265_Top","202","20018","0","bgm_M265","201","20018102","2","1"
"0","鬼魂墓地","0","0","0","bgm_M265_Top","0","20018","0","bgm_M265","201","20018201","1","1"
"0","艾爾皮斯島 開墾營地一帶","0","0","90","bgm_M273","0","20019","0","bgm_M273","201","20019101","0","1"
"0","艾爾皮斯島 開墾營地一帶","0","0","0","bgm_M273","0","20019","0","bgm_M273","201","20019201","0","1"
"0","王都蘭德索爾 郊外","0","0","0","bgm_M281","0","20020","0","bgm_M281","201","20020101","1","1"
"11","王都蘭德索爾 中央廣場","0","0","0","bgm_M281","0","20020","0","bgm_M281","201","20020102","2","1"
"0","王都蘭德索爾 中央廣場","0","0","0","bgm_M281","0","20020","0","bgm_M281","201","20020201","1","1"
"0","公會競速賽　1區→2區","0","0","30","bgm_M294","0","20021","0","bgm_M294","201","20021101","1","1"
"0","公會競速賽　3區→4區","0","0","30","bgm_M294","0","20021","0","bgm_M294","201","20021102","2","1"
"0","公會競速賽　3區→4區","0","0","0","bgm_M294","0","20021","0","bgm_M294","201","20021201","1","1"
"0","王城蘭德索爾","0","0","87","bgm_M316","0","20022","0","bgm_M316","201","20022101","1","1"
"0","王城蘭德索爾","0","0","0","bgm_M316","0","20022","0","bgm_M316","201","20022201","1","1"
"0","聖德蕾莎女子學院","0","0","45","bgm_M343","0","20023","0","bgm_M343","201","20023101","1","1"
"0","聖德蕾莎女子學院","0","0","0","bgm_M343","0","20023","0","bgm_M343","201","20023201","0","1"
"0","伊麗莎白牧場","0","0","0","bgm_M351","0","20024","0","bgm_M351","201","20024101","1","1"
"0","王城蘭德索爾","0","0","0","bgm_M351","0","20024","0","bgm_M351","201","20024102","2","1"
"0","伊麗莎白牧場","0","0","0","bgm_M351","0","20024","0","bgm_M351","201","20024103","3","1"
"0","伊麗莎白牧場","0","0","0","bgm_M351","0","20024","0","bgm_M351","201","20024201","1","1"
"0","不可思議之國","0","0","200","bgm_M375","0","20025","0","bgm_M375","201","20025101","0","1"
"0","不可思議之國","0","0","100","bgm_M375","0","20025","0","bgm_M375","201","20025201","0","1"
"0","祈願海岸周圍","0","0","90","bgm_M380A","0","20026","0","bgm_M380A","201","20026101","1","1"
"0","繁星降臨的銀河","0","0","0","bgm_M380B_02","0","20026","0","bgm_M380B","201","20026102","2","1"
"0","繁星降臨的銀河","0","0","0","bgm_M380B_02","0","20026","0","bgm_M380B","201","20026201","0","1"
"0","海灘運動公園","0","0","115","bgm_M393","0","20027","0","bgm_M393","201","20027101","0","1"
"0","海灘運動公園","0","0","0","bgm_M393","0","20027","0","bgm_M393","201","20027201","0","1"
"0","王城蘭德索爾","0","0","80","bgm_M403","0","20028","0","bgm_M403","201","20028101","1","1"
"0","王城蘭德索爾","0","0","0","bgm_M403","0","20028","0","bgm_M403","201","20028201","1","1"
"0","萬聖節樂園","0","0","128","bgm_M413","0","20029","0","bgm_M413","201","20029101","0","1"
"0","萬聖節樂園","0","0","0","bgm_M413","0","20029","0","bgm_M413","201","20029201","0","1"
"0","王城蘭德索爾","0","0","80","bgm_M421","0","20030","0","bgm_M421","201","20030101","1","1"
"0","王城蘭德索爾","0","0","0","bgm_M421","0","20030","0","bgm_M421","201","20030201","1","1"
"0","名媛初登夢想秘境會場","0","0","60","bgm_M426","0","20031","0","bgm_M426","201","20031101","1","1"
"0","名媛初登夢想秘境會場","0","0","0","bgm_M426","0","20031","0","bgm_M426","201","20031201","1","1"
"0","港小鎮‧大間","0","0","100","bgm_M435","0","20032","0","bgm_M435","201","20032101","1","1"
"0","港小鎮‧大間","0","0","0","bgm_M435","0","20032","0","bgm_M435","201","20032201","1","1"
"0","蘭德索爾近郊","0","0","70","bgm_M442A","0","20033","0","bgm_M442A","201","20033101","1","1"
"0","蘭德索爾近郊","0","0","0","bgm_M442A","0","20033","0","bgm_M442A","201","20033201","0","1"
"0","精靈族之村　純淨的森林","0","0","25","bgm_M442B","0","20034","0","bgm_M442B","201","20034101","0","1"
"0","精靈族之村　純淨的森林","0","0","0","bgm_M442B","0","20034","0","bgm_M442B","201","20034201","0","1"
"0","蘭德索爾近郊","0","0","0","bgm_M451","0","20035","0","bgm_M451","201","20035101","1","1"
"0","邊境之地","0","0","0","bgm_M451","0","20035","0","bgm_M451","201","20035102","2","1"
"0","邊境之地","0","0","0","bgm_M451","0","20035","0","bgm_M451","201","20035201","0","1"
"0","聖德蕾莎女子學院 聖學祭會場","0","0","91","bgm_M457","0","20036","0","bgm_M457","201","20036101","1","1"
"0","聖德蕾莎女子學院 聖學祭會場","0","0","0","bgm_M457","0","20036","0","bgm_M457","201","20036201","0","1"
"0","不同時間軸的蘭德索爾","0","0","90","bgm_M467","0","20037","0","bgm_M467","201","20037101","1","1"
"0","時光隧道","0","0","0","bgm_M467","0","20037","0","bgm_M467","201","20037102","2","1"
"0","時光隧道","0","0","0","bgm_M467","0","20037","0","bgm_M467","201","20037201","0","1"
"0","玩具工廠","0","0","0","bgm_M478_Lofi","0","20038","40","bgm_M478","201","20038101","1","1"
"0","王城蘭德索爾","0","0","0","bgm_M478_Lofi","0","20038","0","bgm_M478","201","20038102","2","1"
"0","王城蘭德索爾","0","0","0","bgm_M478_Lofi","0","20038","0","bgm_M478","201","20038201","0","1"
"0","王城蘭德索爾","0","0","0","bgm_M486","0","20039","0","bgm_M486","201","20039101","1","1"
"0","某座無人島","0","0","58","bgm_M486","0","20039","0","bgm_M486","201","20039102","2","1"
"0","王城蘭德索爾","0","0","0","bgm_M486","0","20039","0","bgm_M486","201","20039103","3","1"
"0","王城蘭德索爾","0","0","0","bgm_M486","0","20039","0","bgm_M486","201","20039201","0","1"
"0","慈樂之音夏日演唱會會場","0","0","100","bgm_M496","0","20040","0","bgm_M496","201","20040101","1","1"
"0","慈樂之音夏日演唱會會場","0","0","0","bgm_M496","0","20040","0","bgm_M496","201","20040201","0","1"
"0","王城蘭德索爾","0","0","0","bgm_M508","0","20041","0","bgm_M508","201","20041101","1","1"
"0","大江戶町","0","0","45","bgm_M508","0","20041","0","bgm_M508","201","20041102","2","1"
"0","大江戶町","0","0","0","bgm_M508","0","20041","0","bgm_M508","201","20041201","0","1"
"0","王城蘭德索爾","0","0","128","bgm_M520","0","20042","0","bgm_M520","201","20042101","1","1"
"0","王城蘭德索爾","0","0","0","bgm_M520","0","20042","0","bgm_M520","201","20042102","2","1"
"31","王城蘭德索爾","0","0","0","bgm_M520","0","20042","0","bgm_M520","201","20042201","1","1"
"0","王城蘭德索爾","0","0","40","bgm_M527","0","20043","0","bgm_M527","201","20043101","1","1"
"0","蘭德索爾近郊","0","0","0","bgm_M527","0","20043","0","bgm_M527","201","20043102","2","1"
"0","蘭德索爾近郊","0","0","0","bgm_M527","0","20043","0","bgm_M527","201","20043201","0","1"
"0","甜點大賽會場","0","0","70","bgm_M536","0","20044","0","bgm_M536","201","20044101","1","1"
"0","甜點大賽會場","0","0","0","bgm_M536","0","20044","0","bgm_M536","201","20044201","0","1"
"0","蘭德索爾近郊","0","0","0","bgm_M543","0","20045","0","bgm_M543","201","20045101","1","1"
"0","港小鎮‧大間","0","0","0","bgm_M543","0","20045","0","bgm_M543","201","20045102","2","1"
"0","塔帕斯海灘 周邊","0","0","0","bgm_M543","0","20045","0","bgm_M543","201","20045103","3","1"
"0","加托羅斯山","0","0","0","bgm_M543","0","20045","0","bgm_M543","201","20045104","4","1"
"0","加托羅斯山","0","0","0","bgm_M543","0","20045","0","bgm_M543","201","20045201","0","1"
"0","王城蘭德索爾","0","0","0","bgm_M552_03","0","20046","0","bgm_M552","201","20046101","1","1"
"0","蘭德索爾近郊","0","0","0","bgm_M552_03","0","20046","0","bgm_M552","201","20046102","2","1"
"0","伊麗絲樹海","0","0","0","bgm_M552_03","0","20046","0","bgm_M552","201","20046103","3","1"
"0","佛洛拉湖畔","0","0","0","bgm_M552_03","0","20046","0","bgm_M552","201","20046104","4","1"
"0","佛洛拉湖畔","0","0","0","bgm_M552_03","0","20046","0","bgm_M552","201","20046201","0","1"
"0","王城蘭德索爾","0","0","40","bgm_M553","0","20047","0","bgm_M553","201","20047101","1","1"
"0","世界之間的夾縫","0","0","0","bgm_M553","0","20047","0","bgm_M553","201","20047102","2","1"
"0","世界之間的夾縫","0","0","0","bgm_M553","0","20047","0","bgm_M553","201","20047201","0","1"
"0","咲戀育幼院內","0","0","0","bgm_M565","0","20048","0","bgm_M565","201","20048101","1","1"
"0","伊麗莎白牧場　牧場溫泉","0","0","0","bgm_M565","0","20048","0","bgm_M565","201","20048102","2","1"
"0","伊麗莎白牧場　牧場溫泉","0","0","0","bgm_M565","0","20048","0","bgm_M565","201","20048201","0","1"
"0","蘭德索爾郊外","0","0","0","bgm_M574","0","20049","0","bgm_M574","201","20049101","1","1"
"0","賭場大廳","0","0","0","bgm_M574","0","20049","0","bgm_M574","201","20049102","2","1"
"0","賭場大廳","0","0","0","bgm_M574","0","20049","0","bgm_M574","201","20049201","0","1"
"0","遭詛咒的海盜島","0","0","0","bgm_M582","0","20050","0","bgm_M582","201","20050101","1","1"
"0","遭詛咒的海盜島","0","0","0","bgm_M582","0","20050","0","bgm_M582","201","20050201","0","1"
"0","露營領域","0","0","128","bgm_M595","0","20051","0","bgm_M595","201","20051101","1","1"
"0","露營領域","0","0","0","bgm_M595","0","20051","0","bgm_M595","201","20051201","0","1"
"0","王城蘭德索爾","0","0","0","bgm_M601","0","20052","0","bgm_M601","201","20052101","1","1"
"0","夏日遊戲度假村","0","0","80","bgm_M601","0","20052","0","bgm_M601","201","20052102","2","1"
"0","夏日遊戲度假村","0","0","0","bgm_M601","0","20052","0","bgm_M601","201","20052201","0","1"
"0","小小邂逅的海岸","0","0","0","bgm_M608","0","20053","0","bgm_M608","201","20053101","1","1"
"0","小小甜心秘密基地附近","0","0","0","bgm_M608","0","20053","0","bgm_M608","201","20053102","2","1"
"0","小小邂逅的海岸","0","0","0","bgm_M608","0","20053","0","bgm_M608","201","20053103","3","1"
"0","小小邂逅的海岸","0","0","0","bgm_M608","0","20053","0","bgm_M608","201","20053201","0","1"
"0","邁向邊境的旅程","0","0","0","bgm_M618","0","20054","0","bgm_M618","201","20054101","1","1"
"0","世界盡頭森林","0","0","30","bgm_M618","0","20054","0","bgm_M618","201","20054102","2","1"
"0","世界盡頭森林","0","0","0","bgm_M618","0","20054","0","bgm_M618","201","20054201","0","1"
"0","蘭祭會場","0","0","115","bgm_M623","0","20055","0","bgm_M623","201","20055101","1","1"
"0","蘭祭會場","0","0","0","bgm_M623","0","20055","0","bgm_M623","201","20055201","1","1"
"0","王城蘭德索爾","0","0","0","bgm_M630","0","20056","0","bgm_M630","201","20056101","1","1"
"0","和平活動之路","0","0","30","bgm_M630","0","20056","0","bgm_M630","201","20056102","2","1"
"0","和平活動之路","0","0","0","bgm_M630","0","20056","0","bgm_M630","201","20056201","0","1"
"11","蘭德索爾 繁華街","0","0","110","bgm_M638","0","20057","0","bgm_M638","201","20057101","1","1"
"0","蘭德索爾 繁華街","0","0","0","bgm_M638","0","20057","0","bgm_M638","201","20057201","0","1"
