798d68f6f36b5eeb1efbcaa24959338f5f6cca8b52ab818963f962210778d1e5,69468a0d822c520ec68102860dfba473b84414d28507fe17f74d0cf1a1fc46bc,f1843f0d773869bca92992f3725098bd28ea8356e1f91b88fbefe98be55beaed,352c3d7fa3f6ba8f06b69f93a110a64d31f5e6e563be1652dbb4cd015356015f,6d4304ee511e1b010b080d1e8797b43041a343509c315cda79c652cbdb1c7973,9aaf576aa58b7d43a5f4bec95e0ee6f39b8cc0b2017cd77f849b118d1a52d5a5,148ec02b524c541f42d5c85baa1dc977cebcef63502518f0d416c6debbf4c2f3,590630f45d7f70c7fe3b3fd1bb557226046cce952cb236e4a77b09671d7edfdc,32c33c9ec215304cc3ebad7f9006f7179d8481d05b35e932c4d21be2e5fe4049,72b09231dc49f5da71f8ea220c94762e465bf7259ef08a2b65f071ce9fc04437,cb6621264819eadf3b57091357604d6e9968614a6395bf29363bc3567a96d60a,11676b87a11702f0f45f6dca16fbf9669348b1a7fef1e9383d21a136783fa6eb
"10116125","0","4","1","1","0","0.8","0","1011612501","0","0","0"
"10116125","vo_won_10116125_01","2","2","0","0","0","0","1011612502","0","vo_won","0"
"10116125","0","1","3","0","262","0","2.458","1011612503","1","0","0"
"10116125","0","4","4","1","0","3.21","0","1011612504","0","0","0"
"10116125","0","1","5","0","450","0","1.255","1011612505","1","0","262"
"10116125","0","4","6","1","0","1.255","0","1011612506","0","0","0"
"10116125","0","1","7","0","155","0","1.63","1011612507","2","0","0"
"10116125","0","4","8","1","0","2.759","0","1011612508","0","0","0"
"10116125","vo_won_10116125_02","2","9","0","0","0","0","1011612509","0","vo_won","0"
"10116125","0","1","10","0","220","0","0.753","1011612510","2","0","155"
"10116125","0","4","11","1","0","1.229","0","1011612511","0","0","0"
"10116125","0","1","12","0","450","0","1.255","1011612512","2","0","220"
"10116125","0","4","13","1","0","1.255","0","1011612513","0","0","0"
"10116125","0","1","14","0","430","0","2.138","1011612514","3","0","0"
"10116125","0","4","15","1","0","2.985","0","1011612515","0","0","0"
"10116125","0","1","16","0","430","0","0.501","1011612516","3","0","430"
"10116125","0","4","17","1","0","0.501","0","1011612517","0","0","0"
"10116125","0","1","18","0","0","0","1.807","1011612518","4","0","0"
"10116125","0","4","19","1","0","2.584","0","1011612519","0","0","0"
"10116125","0","1","20","0","72","0","0.703","1011612520","4","0","0"
"10116125","0","4","21","1","0","1.405","0","1011612521","0","0","0"
"10116125","0","1","22","0","175","0","0.553","1011612522","4","0","72"
"10116125","0","4","23","1","0","0.553","0","1011612523","0","0","0"
"10116125","0","1","24","0","175","0","0.878","1011612524","4","0","175"
"10116125","0","4","25","1","0","1.279","0","1011612525","0","0","0"
"10116125","0","1","26","0","450","0","2.233","1011612526","4","0","175"
"10116125","0","4","27","1","0","3.38","0","1011612527","0","0","0"
"10116125","vo_won_10116125_03","2","28","0","0","0","0","1011612528","0","vo_won","0"
"10116125","0","1","29","0","255","0","2.307","1011612529","5","0","0"
"10116125","0","4","30","1","0","2.859","0","1011612530","0","0","0"
"10116125","0","1","31","0","450","0","1.405","1011612531","5","0","255"
"10116125","0","4","32","1","0","1.832","0","1011612532","0","0","0"
"10116125","0","1","33","0","400","0","3.426","1011612533","6","0","0"
"10116125","0","4","34","1","0","3.912","0","1011612534","0","0","0"
"10116125","vo_won_10116125_04","2","35","0","0","0","0","1011612535","0","vo_won","0"
"10116125","0","1","36","0","305","0","2.534","1011612536","7","0","0"
"10116125","0","4","37","1","0","3.311","0","1011612537","0","0","0"
"10116125","0","1","38","0","450","0","0.979","1011612538","7","0","305"
"10116125","0","4","39","1","0","1.394","0","1011612539","0","0","0"
"10116125","0","1","40","0","450","0","3.346","1011612540","8","0","0"
"10116125","0","4","41","1","0","3.346","0","1011612541","0","0","0"
"10116125","0","1","42","0","0","0","0.828","1011612542","9","0","0"
"10116125","0","4","43","1","0","2.361","0","1011612543","0","0","0"
"10116125","vo_won_10116125_05","2","44","0","0","0","0","1011612544","0","vo_won","0"
"10116125","0","1","45","0","260","0","3.221","1011612545","9","0","0"
"10116125","0","4","46","1","0","3.999","0","1011612546","0","0","0"
"10116125","0","1","47","0","420","0","0.727","1011612547","9","0","260"
"10116125","0","4","48","1","0","1.405","0","1011612548","0","0","0"
"10116125","0","1","49","0","175","0","2.085","1011612549","10","0","0"
"10116125","0","4","50","1","0","3.523","0","1011612550","0","0","0"
"10116125","vo_won_10116125_06","2","51","0","0","0","0","1011612551","0","vo_won","0"
"10116125","0","1","52","0","72","0","0.62","1011612552","11","0","0"
"10116125","0","4","53","1","0","1.355","0","1011612553","0","0","0"
"10116125","0","1","54","0","440","0","2.483","1011612554","11","0","72"
"10116125","0","4","55","1","0","3.03","0","1011612555","0","0","0"
"10116125","0","1","56","0","220","0","1.284","1011612556","12","0","0"
"10116135","0","4","1","1","0","0.8","0","1011613501","0","0","0"
"10116135","vo_won_10116135_01","2","2","0","0","0","0","1011613502","0","vo_won","0"
"10116135","0","1","3","0","210","0","2.046","1011613503","1","0","0"
"10116135","0","4","4","1","0","2.601","0","1011613504","0","0","0"
"10116135","0","1","5","0","450","0","1.646","1011613505","1","0","210"
"10116135","0","4","6","1","0","2.101","0","1011613506","0","0","0"
"10116135","0","1","7","0","410","0","2.992","1011613507","2","0","0"
"10116135","0","4","8","1","0","4.249","0","1011613508","0","0","0"
"10116135","vo_won_10116135_02","2","9","0","0","0","0","1011613509","0","vo_won","0"
"10116135","0","1","10","0","210","0","0.865","1011613510","3","0","0"
"10116135","0","4","11","1","0","1.349","0","1011613511","0","0","0"
"10116135","0","1","12","0","450","0","2.925","1011613512","3","0","210"
"10116135","0","4","13","1","0","2.925","0","1011613513","0","0","0"
"10116135","0","1","14","0","0","0","0.64","1011613514","4","0","0"
"10116135","0","4","15","1","0","1.089","0","1011613515","0","0","0"
"10116135","0","1","16","0","210","0","1.967","1011613516","4","0","0"
"10116135","0","4","17","1","0","3.198","0","1011613517","0","0","0"
"10116135","vo_won_10116135_03","2","18","0","0","0","0","1011613518","0","vo_won","0"
"10116135","0","1","19","0","450","0","1.26","1011613519","4","0","210"
"10116135","0","4","20","1","0","1.26","0","1011613520","0","0","0"
"10116135","0","1","21","0","54","0","1.394","1011613521","5","0","0"
"10116135","0","4","22","1","0","2.162","0","1011613522","0","0","0"
"10116135","0","1","23","0","210","0","2.355","1011613523","5","0","54"
"10116135","0","4","24","1","0","2.355","0","1011613524","0","0","0"
"10116135","0","1","25","0","450","0","1.323","1011613525","5","0","210"
"10116135","0","4","26","1","0","2","0","1011613526","0","0","0"
"10116135","0","1","27","0","166","0","1.323","1011613527","6","0","0"
"10116135","0","4","28","1","0","2.01","0","1011613528","0","0","0"
"10116135","vo_won_10116135_04","2","29","0","0","0","0","1011613529","0","vo_won","0"
"10116135","0","1","30","0","450","0","1.54","1011613530","6","0","166"
"10116135","0","4","31","1","0","2.182","0","1011613531","0","0","0"
"10116135","0","1","32","0","188","0","2.931","1011613532","7","0","0"
"10116135","0","4","33","1","0","4.229","0","1011613533","0","0","0"
"10116135","vo_won_10116135_05","2","34","0","0","0","0","1011613534","0","vo_won","0"
"10116135","0","1","35","0","450","0","0.876","1011613535","7","0","188"
"10116135","0","4","36","1","0","1.994","0","1011613536","0","0","0"
"10116135","vo_won_10116135_06","2","37","0","0","0","0","1011613537","0","vo_won","0"
"10116135","0","1","38","0","450","0","3.336","1011613538","8","0","0"
"10116135","0","4","39","1","0","3.882","0","1011613539","0","0","0"
"10116135","0","1","40","0","450","0","4.02399999999999","1011613540","9","0","0"
"10116135","0","4","41","1","0","5.214","0","1011613541","0","0","0"
"10116135","vo_won_10116135_07","2","42","0","0","0","0","1011613542","0","vo_won","0"
"10116135","0","1","43","0","120","0","0.536","1011613543","10","0","0"
"10116135","0","4","44","1","0","0.952","0","1011613544","0","0","0"
"10116135","0","1","45","0","450","0","1.989","1011613545","10","0","120"
"10116135","0","4","46","1","0","3.059","0","1011613546","0","0","0"
"10116135","vo_won_10116135_08","2","47","0","0","0","0","1011613547","0","vo_won","0"
"10116135","0","1","48","0","187","0","1.83600000000001","1011613548","11","0","0"
"10116135","0","4","49","1","0","1.83600000000001","0","1011613549","0","0","0"
"10116135","0","1","50","0","450","0","2.392","1011613550","11","0","187"
"10116135","0","4","51","1","0","3.659","0","1011613551","0","0","0"
"10116135","vo_won_10116135_09","2","52","0","0","0","0","1011613552","0","vo_won","0"
"10116135","0","1","53","0","54","0","0.558","1011613553","12","0","0"
"10116135","0","4","54","1","0","0.558","0","1011613554","0","0","0"
"10116135","0","1","55","0","255","0","2.208","1011613555","12","0","54"
"10116135","0","4","56","1","0","3.355","0","1011613556","0","0","0"
"10116135","vo_won_10116135_10","2","57","0","0","0","0","1011613557","0","vo_won","0"
"10116135","0","1","58","0","450","0","1.939","1011613558","12","0","255"
"10116135","0","4","59","1","0","1.939","0","1011613559","0","0","0"
"10116135","0","1","60","0","207","0","1.895","1011613560","13","0","0"
"10116135","0","4","61","1","0","3.56","0","1011613561","0","0","0"
"10116135","vo_won_10116135_11","2","62","0","0","0","0","1011613562","0","vo_won","0"
"10116135","0","1","63","0","450","0","1.826","1011613563","13","0","207"
"10116135","0","4","64","1","0","2.452","0","1011613564","0","0","0"
"10116135","vo_won_10116135_12","2","65","0","0","0","0","1011613565","0","vo_won","0"
"10116135","0","1","66","0","140","0","1.196","1011613566","14","0","0"
"10116135","0","4","67","1","0","1.679","0","1011613567","0","0","0"
"10116135","0","1","68","0","450","0","2.542","1011613568","14","0","140"
"10116215","0","4","1","1","0","0.8","0","1011621501","0","0","0"
"10116215","0","1","2","0","50","0","0.388","1011621502","1","0","0"
"10116215","0","4","3","1","0","0.388","0","1011621503","0","0","0"
"10116215","vo_won_10116215_01","2","4","0","0","0","0","1011621504","0","vo_won","0"
"10116215","0","1","5","0","320","0","2.36","1011621505","1","0","50"
"10116215","0","4","6","1","0","3.141","0","1011621506","0","0","0"
"10116215","vo_won_10116215_02","2","7","0","0","0","0","1011621507","0","vo_won","0"
"10116215","0","1","8","0","318","0","1.385","1011621508","2","0","0"
"10116215","0","4","9","1","0","1.9","0","1011621509","0","0","0"
"10116215","0","1","10","0","450","0","1.933","1011621510","2","0","318"
"10116215","0","4","11","1","0","1.933","0","1011621511","0","0","0"
"10116215","0","1","12","0","184","0","1.385","1011621512","3","0","0"
"10116215","0","4","13","1","0","1.9","0","1011621513","0","0","0"
"10116215","vo_won_10116215_03","2","14","0","0","0","0","1011621514","0","vo_won","0"
"10116215","0","1","15","0","440","0","2.347","1011621515","3","0","184"
"10116215","0","4","16","1","0","2.347","0","1011621516","0","0","0"
"10116215","0","1","17","0","0","0","1.01","1011621517","4","0","0"
"10116215","0","4","18","1","0","1.545","0","1011621518","0","0","0"
"10116215","0","1","19","0","230","0","1.84","1011621519","4","0","0"
"10116215","0","4","20","1","0","2.212","0","1011621520","0","0","0"
"10116215","0","1","21","0","440","0","2.516","1011621521","4","0","230"
"10116215","0","4","22","1","0","2.516","0","1011621522","0","0","0"
"10116215","0","1","23","0","94","0","0.416","1011621523","5","0","0"
"10116215","0","4","24","1","0","1.53","0","1011621524","0","0","0"
"10116215","vo_won_10116215_04","2","25","0","0","0","0","1011621525","0","vo_won","0"
"10116215","0","1","26","0","316","0","1.386","1011621526","5","0","94"
"10116215","0","4","27","1","0","1.878","0","1011621527","0","0","0"
"10116215","0","1","28","0","440","0","1.523","1011621528","5","0","316"
"10116215","0","4","29","1","0","1.523","0","1011621529","0","0","0"
"10116215","0","1","30","0","265","0","1.493","1011621530","6","0","0"
"10116215","0","4","31","1","0","2.416","0","1011621531","0","0","0"
"10116215","vo_won_10116215_05","2","32","0","0","0","0","1011621532","0","vo_won","0"
"10116215","0","1","33","0","95","0","0.341","1011621533","7","0","0"
"10116215","0","4","34","1","0","0.921","0","1011621534","0","0","0"
"10116215","0","1","35","0","450","0","3","1011621535","7","0","95"
"10116215","0","4","36","1","0","3","0","1011621536","0","0","0"
"10116215","0","1","37","0","72","0","0.701","1011621537","8","0","0"
"10116215","0","4","38","1","0","1.45","0","1011621538","0","0","0"
"10116215","vo_won_10116215_06","2","39","0","0","0","0","1011621539","0","vo_won","0"
"10116215","0","1","40","0","135","0","0.447","1011621540","8","0","72"
"10116215","0","4","41","1","0","1.219","0","1011621541","0","0","0"
"10116215","0","1","42","0","450","0","3","1011621542","8","0","135"
"10116215","0","4","43","1","0","3","0","1011621543","0","0","0"
"10116215","0","1","44","0","71","0","0.295","1011621544","9","0","0"
"10116215","0","4","45","1","0","0.769","0","1011621545","0","0","0"
"10116215","0","1","46","0","430","0","3.474","1011621546","9","0","71"
"10116215","0","4","47","1","0","4.818","0","1011621547","0","0","0"
"10116215","vo_won_10116215_07","2","48","0","0","0","0","1011621548","0","vo_won","0"
"10116215","0","1","49","0","328","0","2.628","1011621549","10","0","0"
"10116215","0","4","50","1","0","3.159","0","1011621550","0","0","0"
"10116215","0","1","51","0","450","0","1.2","1011621551","10","0","328"
"10116215","0","4","52","1","0","1.2","0","1011621552","0","0","0"
"10116215","0","1","53","0","230","0","1.254","1011621553","11","0","0"
"10116215","0","4","54","1","0","2.382","0","1011621554","0","0","0"
"10116215","vo_won_10116215_08","2","55","0","0","0","0","1011621555","0","vo_won","0"
"10116215","0","1","56","0","270","0","2.514","1011621556","12","0","0"
"10116215","0","4","57","1","0","3.089","0","1011621557","0","0","0"
"10116215","0","1","58","0","450","0","2","1011621558","12","0","270"
"10116215","0","4","59","1","0","2","0","1011621559","0","0","0"
"10116215","0","1","60","0","113","0","0.104","1011621560","13","0","0"
"10116215","0","4","61","1","0","0.494","0","1011621561","0","0","0"
"10116215","vo_won_10116215_09","2","62","0","0","0","0","1011621562","0","vo_won","0"
"10116215","0","1","63","0","190","0","0.799","1011621563","13","0","113"
"10116225","0","4","1","1","0","0.8","0","1011622501","0","0","0"
"10116225","vo_won_10116225_01","2","2","0","0","0","0","1011622502","0","vo_won","0"
"10116225","0","1","3","0","430","0","3.617","1011622503","1","0","0"
"10116225","0","4","4","1","0","3.913","0","1011622504","0","0","0"
"10116225","0","1","5","0","250","0","2.134","1011622505","2","0","0"
"10116225","0","4","6","1","0","2.83","0","1011622506","0","0","0"
"10116225","0","1","7","0","450","0","1.272","1011622507","2","0","250"
"10116225","0","4","8","1","0","1.697","0","1011622508","0","0","0"
"10116225","0","1","9","0","450","0","2.973","1011622509","3","0","0"
"10116225","0","4","10","1","0","4.106","0","1011622510","0","0","0"
"10116225","vo_won_10116225_02","2","11","0","0","0","0","1011622511","0","vo_won","0"
"10116225","0","1","12","0","430","0","3.799","1011622512","4","0","0"
"10116225","0","4","13","1","0","4.289","0","1011622513","0","0","0"
"10116225","0","1","14","0","370","0","3.027","1011622514","5","0","0"
"10116225","0","4","15","1","0","3.596","0","1011622515","0","0","0"
"10116225","0","1","16","0","420","0","2.979","1011622516","6","0","0"
"10116225","0","4","17","1","0","3.713","0","1011622517","0","0","0"
"10116225","0","1","18","0","450","0","3.625","1011622518","7","0","0"
"10116225","0","4","19","1","0","4.113","0","1011622519","0","0","0"
"10116225","0","1","20","0","450","0","4.389","1011622520","8","0","0"
"10116225","0","4","21","1","0","5.693","0","1011622521","0","0","0"
"10116225","vo_won_10116225_03","2","22","0","0","0","0","1011622522","0","vo_won","0"
"10116225","0","1","23","0","450","0","4.285","1011622523","9","0","0"
"10116225","0","4","24","1","0","4.285","0","1011622524","0","0","0"
"10116225","0","1","25","0","230","0","1.638","1011622525","10","0","0"
"10116225","0","4","26","1","0","2.675","0","1011622526","0","0","0"
"10116225","vo_won_10116225_04","2","27","0","0","0","0","1011622527","0","vo_won","0"
"10116225","0","1","28","0","450","0","2.181","1011622528","11","0","0"
"10116225","0","4","29","1","0","2.757","0","1011622529","0","0","0"
"10116225","0","1","30","0","50","0","0.688","1011622530","12","0","0"
"10116225","0","4","31","1","0","1.004","0","1011622531","0","0","0"
"10116225","0","1","32","0","450","0","4.031","1011622532","12","0","50"
"10116225","0","4","33","1","0","4.031","0","1011622533","0","0","0"
"10116225","0","1","34","0","280","0","1.989","1011622534","13","0","0"
"10116225","0","4","35","1","0","2.935","0","1011622535","0","0","0"
"10116225","vo_won_10116225_05","2","36","0","0","0","0","1011622536","0","vo_won","0"
"10116225","0","1","37","0","187","0","1.9","1011622537","14","0","0"
"10116225","0","4","38","1","0","2.389","0","1011622538","0","0","0"
"10116225","0","1","39","0","430","0","1.731","1011622539","14","0","187"
"10116235","0","4","1","1","0","0.8","0","1011623501","0","0","0"
"10116235","vo_won_10116235_01","2","2","0","0","0","0","1011623502","0","vo_won","0"
"10116235","0","1","3","0","450","0","3.959","1011623503","1","0","0"
"10116235","0","4","4","1","0","4.004","0","1011623504","0","0","0"
"10116235","0","1","5","0","275","0","3.661","1011623505","2","0","0"
"10116235","0","4","6","1","0","4.388","0","1011623506","0","0","0"
"10116235","0","1","7","0","450","0","2","1011623507","2","0","275"
"10116235","0","4","8","1","0","2","0","1011623508","0","0","0"
"10116235","0","1","9","0","207","0","2.078","1011623509","3","0","0"
"10116235","0","4","10","1","0","2.692","0","1011623510","0","0","0"
"10116235","0","1","11","0","450","0","1.878","1011623511","3","0","207"
"10116235","0","4","12","1","0","1.878","0","1011623512","0","0","0"
"10116235","0","1","13","0","450","0","1.877","1011623513","4","0","0"
"10116235","0","4","14","1","0","1.877","0","1011623514","0","0","0"
"10116235","0","1","15","0","450","0","0.508","1011623515","4","0","450"
"10116235","0","4","16","1","0","1.54","0","1011623516","0","0","0"
"10116235","vo_won_10116235_02","2","17","0","0","0","0","1011623517","0","vo_won","0"
"10116235","0","1","18","0","450","0","2.822","1011623518","5","0","0"
"10116235","0","4","19","1","0","2.822","0","1011623519","0","0","0"
"10116235","0","1","20","0","249","0","3.483","1011623520","6","0","0"
"10116235","0","4","21","1","0","3.483","0","1011623521","0","0","0"
"10116235","0","1","22","0","249","0","0.916","1011623522","6","0","249"
"10116235","0","4","23","1","0","1.779","0","1011623523","0","0","0"
"10116235","0","1","24","0","450","0","3.202","1011623524","6","0","249"
"10116235","0","4","25","1","0","3.202","0","1011623525","0","0","0"
"10116235","0","1","26","0","450","0","3.61","1011623526","7","0","0"
"10116235","0","4","27","1","0","4.249","0","1011623527","0","0","0"
"10116235","0","1","28","0","450","0","3.269","1011623528","8","0","0"
"10116235","0","4","29","1","0","3.269","0","1011623529","0","0","0"
"10116235","0","1","30","0","450","0","2.274","1011623530","8","0","450"
"10116235","0","4","31","1","0","2.643","0","1011623531","0","0","0"
"10116235","vo_won_10116235_03","2","32","0","0","0","0","1011623532","0","vo_won","0"
"10116235","0","1","33","0","255","0","3.522","1011623533","9","0","0"
"10116235","0","4","34","1","0","4.483","0","1011623534","0","0","0"
"10116235","0","1","35","0","450","0","1.346","1011623535","9","0","255"
"10116235","0","4","36","1","0","1.414","0","1011623536","0","0","0"
"10116235","0","1","37","0","210","0","1.345","1011623537","10","0","0"
"10116235","0","4","38","1","0","1.414","0","1011623538","0","0","0"
"10116235","0","1","39","0","380","0","1.702","1011623539","10","0","210"
