c7aea107fff5aa64f009922ac42a6e3fdda392200d346c2e1d59f30a506299fc,e038e3fd5e621154cea2494e9c4bbaad0f4a5b5dbd61cebd3922e50e833ee69a,b47a79bcdf0e36b695cdd8c5ed3f546d3f55cdc0bf85d576384a157beaa6383c,3e3a0a0f754dcaf568b381c2c785d906b6d2b52a2e0bda8cbf91418326ae142d,c5becfcd47de1ec2ec368bc1d3789de6624ba77eec491216cf47b593d71e20da,9273c565d602f37619920d9b3834543f448b7fcd29f62999f2c399ad594ac699,0db746945cfaf85ce8487d7539c6e971ff1415778ef969a56cb67434f45dddf8,c88e3f3b9735c5f8daf8188b005baf4f423dd99d09dcf955eefcf286b437451d,094890d185dd95aba5dfa5091b39ed3355e5f0d7fa0935b2cde0b007cf4e3d76,8c7f653d7ecce5365dfd09edabdf266f4f99d3e07935aa5e5c1d972c28450cce,332446c97b2b91bd24b88733b105ef41f509ed600f498b35dfdbb9e47cbc80bf,6c2c37fd8410021b4fbb61ee34a7dd9374d01ba1cfca7cb0e5e226e2faa65ed1,4a5e2b60aca5ad40a360e08f4849f70ed11e6abbd2ee32a52125b1d2e7e18243,88a8e6088058ae74aa4a19febcf6baa7f2ea4a4aa61447a782d136130295cba7,9818c38084a503cc0e2bdff0a45142074dfdec6bd3a52dd52f78665b81dc91c3
"99001018","打倒 1 隻奄美魔物（HARD限定）","99001018","660016201","2030/04/01 14:59:59","0","0","2019/12/02 16:00:00","9001","1","1004511","1","8007","20016","601"
"99001019","打倒 1 隻奄美魔物（VERY HARD限定）","99001019","660016301","2030/04/01 14:59:59","0","0","2019/12/02 16:00:00","9001","1","1004512","1","8010","20016","601"
"99001020","打倒 1 隻奄美魔物（SPECIAL限定）","99001020","610045401","2030/04/01 14:59:59","0","0","2019/12/02 16:00:00","9001","1","1004513","1","6011","10045","601"
"99001021","在香織的靈魂式空手道場累計獲得 300000 分","99001021","0","2030/04/01 14:59:59","0","0","2029/12/02 16:00:00","0","1","14","1","6001","10021","601"
"99001022","在香織的靈魂式空手道場EXTRA一次獲得 70000 分","99001022","0","2030/04/01 14:59:59","0","0","2029/12/02 16:00:00","0","1","15","1","6001","10021","601"
"99001023","打倒 1 隻劇毒曼德拉草（NORMAL限定）","99001023","660017101","2030/04/01 14:59:59","0","0","2020/01/02 16:00:00","9001","1","1004710","1","6006","20017","601"
"99001024","打倒 1 隻劇毒曼德拉草（HARD限定）","99001024","660017201","2030/04/01 14:59:59","0","0","2020/01/02 16:00:00","9001","1","1004711","1","6007","20017","601"
"99001025","打倒 1 隻劇毒曼德拉草（VERY HARD限定）","99001025","660017301","2030/04/01 14:59:59","0","0","2020/01/02 16:00:00","9001","1","1004712","1","6010","20017","601"
"99001026","打倒 1 隻劇毒曼德拉草（SPECIAL限定）","99001026","610047401","2030/04/01 14:59:59","0","0","2020/01/02 16:00:00","9001","1","1004713","1","6011","10047","601"
"99001027","打倒 1 隻幻影男爵（NORMAL限定）","99001027","660018101","2030/04/01 14:59:59","0","0","2020/02/04 16:00:00","9001","1","1004910","1","6006","20018","601"
"99001028","打倒 1 隻幻影男爵（HARD限定）","99001028","660018201","2030/04/01 14:59:59","0","0","2020/02/04 16:00:00","9001","1","1004911","1","6007","20018","601"
"99001029","打倒 1 隻幻影男爵（VERY HARD限定）","99001029","660018301","2030/04/01 14:59:59","0","0","2020/02/04 16:00:00","9001","1","1004912","1","6010","20018","601"
"99001030","打倒 1 隻幻影男爵（SPECIAL限定）","99001030","610049401","2030/04/01 14:59:59","0","0","2020/02/04 16:00:00","9001","1","1004913","1","6011","10049","601"
"99001031","打倒 1 隻似龍生物（NORMAL限定）","99001031","660019101","2030/04/01 14:59:59","0","0","2020/03/02 16:00:00","9001","1","1005110","1","6006","20019","601"
"99001032","打倒 1 隻似龍生物（HARD限定）","99001032","660019201","2030/04/01 14:59:59","0","0","2020/03/02 16:00:00","9001","1","1005111","1","6007","20019","601"
"99001033","打倒 1 隻似龍生物（VERY HARD限定）","99001033","660019301","2030/04/01 14:59:59","0","0","2020/03/02 16:00:00","9001","1","1005112","1","6010","20019","601"
"99001034","打倒 1 隻似龍生物（SPECIAL限定）","99001034","610051401","2030/04/01 14:59:59","0","0","2020/03/02 16:00:00","9001","1","1005113","1","6011","10051","601"
"99001039","龍人們的接龍競賽累計分數超過300000分","99001039","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10021","601"
"99001040","龍人們的接龍競賽的字彙圖鑑收集240個字彙","99001040","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10021","601"
"99001041","龍人們的接龍競賽的字彙圖鑑收集480個字彙","99001041","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10021","601"
"99001042","打倒 1 隻復仇者馴鹿（NORMAL限定）","99001042","660020101","2030/04/01 14:59:59","0","0","2020/04/01 16:00:00","9001","1","1005510","1","6006","20020","601"
"99001043","打倒 1 隻復仇者馴鹿（HARD限定）","99001043","660020201","2030/04/01 14:59:59","0","0","2020/04/01 16:00:00","9001","1","1005511","1","6007","20020","601"
"99001044","打倒 1 隻復仇者馴鹿（VERY HARD限定）","99001044","660020301","2030/04/01 14:59:59","0","0","2020/04/01 16:00:00","9001","1","1005512","1","6010","20020","601"
"99001045","打倒 1 隻復仇者馴鹿（SPECIAL限定）","99001045","610055401","2030/04/01 14:59:59","0","0","2020/04/01 16:00:00","9001","1","1005513","1","6011","10055","601"
"99001046","打倒 1 隻山神大人（NORMAL限定）","99001046","660021101","2030/04/01 14:59:59","0","0","2020/05/05 16:00:00","9001","1","1005710","1","6006","20021","601"
"99001047","打倒 1 隻山神大人（HARD限定）","99001047","660021201","2030/04/01 14:59:59","0","0","2020/05/05 16:00:00","9001","1","1005711","1","6007","20021","601"
"99001048","打倒 1 隻山神大人（VERY HARD限定）","99001048","660021301","2030/04/01 14:59:59","0","0","2020/05/05 16:00:00","9001","1","1005712","1","6010","20021","601"
"99001049","打倒 1 隻山神大人（SPECIAL限定）","99001049","610057401","2030/04/01 14:59:59","0","0","2020/05/05 16:00:00","9001","1","1005713","1","6011","10057","601"
"99001051","打倒 1 隻反逆獸（NORMAL限定）","99001051","660022101","2030/04/01 14:59:59","0","0","2020/06/03 16:00:00","9001","1","1006010","1","6006","20022","601"
"99001052","打倒 1 隻反逆獸（HARD限定）","99001052","660022201","2030/04/01 14:59:59","0","0","2020/06/03 16:00:00","9001","1","1006011","1","6007","20022","601"
"99001053","打倒 1 隻反逆獸（VERY HARD限定）","99001053","660022301","2030/04/01 14:59:59","0","0","2020/06/03 16:00:00","9001","1","1006012","1","6010","20022","601"
"99001054","打倒 1 隻反逆獸（SPECIAL限定）","99001054","610060401","2030/04/01 14:59:59","0","0","2020/06/03 16:00:00","9001","1","1006013","1","6011","10060","601"
"99001055","打倒 1 隻喧囂獨角兔（NORMAL限定）","99001055","610062101","2030/04/01 14:59:59","0","0","2020/09/30 16:00:00","9001","1","1006210","1","6006","10062","601"
"99001056","打倒 1 隻喧囂獨角兔（HARD限定）","99001056","610062201","2030/04/01 14:59:59","0","0","2020/09/30 16:00:00","9001","1","1006211","1","6007","10062","601"
"99001057","打倒 1 隻喧囂獨角兔（VERY HARD限定）","99001057","610062301","2030/04/01 14:59:59","0","0","2020/09/30 16:00:00","9001","1","1006212","1","6010","10062","601"
"99001058","打倒 1 隻喧囂獨角兔（SPECIAL限定）","99001058","610062401","2030/04/01 14:59:59","0","0","2020/09/30 16:00:00","9001","1","1006213","1","6011","10062","601"
"99001059","打倒 1 隻糾結的盆栽小花（NORMAL限定）","99001059","610063101","2030/04/01 14:59:59","0","0","2020/10/12 16:00:00","9001","1","1006310","1","6006","10063","601"
"99001060","打倒 1 隻糾結的盆栽小花（HARD限定）","99001060","610063201","2030/04/01 14:59:59","0","0","2020/10/12 16:00:00","9001","1","1006311","1","6007","10063","601"
"99001061","打倒 1 隻糾結的盆栽小花（VERY HARD限定）","99001061","610063301","2030/04/01 14:59:59","0","0","2020/10/12 16:00:00","9001","1","1006312","1","6010","10063","601"
"99001062","打倒 1 隻糾結的盆栽小花（SPECIAL限定）","99001062","610063401","2030/04/01 14:59:59","0","0","2020/10/12 16:00:00","9001","1","1006313","1","6011","10063","601"
"99001063","打倒 1 隻好朋友X（NORMAL限定）","99001063","660023101","2030/04/01 14:59:59","0","0","2020/07/02 16:00:00","9001","1","1006510","1","6006","20023","601"
"99001064","打倒 1 隻好朋友X（HARD限定）","99001064","660023201","2030/04/01 14:59:59","0","0","2020/07/02 16:00:00","9001","1","1006511","1","6007","20023","601"
"99001065","打倒 1 隻好朋友X（VERY HARD限定）","99001065","660023301","2030/04/01 14:59:59","0","0","2020/07/02 16:00:00","9001","1","1006512","1","6010","20023","601"
"99001066","打倒 1 隻好朋友X（SPECIAL限定）","99001066","610065401","2030/04/01 14:59:59","0","0","2020/07/02 16:00:00","9001","1","1006513","1","6011","10065","601"
"99001067","打倒 1 隻忍者首領半藏（NORMAL限定）","99001067","660024101","2030/04/01 14:59:59","0","0","2020/08/03 16:00:00","9001","1","1006710","1","6006","20024","601"
"99001068","打倒 1 隻忍者首領半藏（HARD限定）","99001068","660024201","2030/04/01 14:59:59","0","0","2020/08/03 16:00:00","9001","1","1006711","1","6007","20024","601"
"99001069","打倒 1 隻忍者首領半藏（VERY HARD限定）","99001069","660024301","2030/04/01 14:59:59","0","0","2020/08/03 16:00:00","9001","1","1006712","1","6010","20024","601"
"99001070","打倒 1 隻忍者首領半藏（SPECIAL限定）","99001070","610067401","2030/04/01 14:59:59","0","0","2020/08/03 16:00:00","9001","1","1006713","1","6011","10067","601"
"99001071","啾啾大恐慌！　保衛起司大作戰！累計分數超過192000分","99001071","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10040","601"
"99001072","啾啾大恐慌！　保衛起司大作戰！累計分數超過480000分","99001072","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10040","601"
"99001073","啾啾大恐慌！　保衛起司大作戰！累計獲得超過5000個硬幣","99001073","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","15","1","6001","10040","601"
"99001074","打倒 1 隻賈巴沃克（NORMAL限定）","99001074","660025101","2030/04/01 14:59:59","0","0","2020/09/04 16:00:00","9001","1","1006910","1","6006","20025","601"
"99001075","打倒 1 隻賈巴沃克（HARD限定）","99001075","660025201","2030/04/01 14:59:59","0","0","2020/09/04 16:00:00","9001","1","1006911","1","6007","20025","601"
"99001076","打倒 1 隻賈巴沃克（VERY HARD限定）","99001076","660025301","2030/04/01 14:59:59","0","0","2020/09/04 16:00:00","9001","1","1006912","1","6010","20025","601"
"99001077","打倒 1 隻賈巴沃克（SPECIAL限定）","99001077","610069401","2030/04/01 14:59:59","0","0","2020/09/04 16:00:00","9001","1","1006913","1","6011","10069","601"
"99001078","打倒 1 隻覺醒‧花心星（NORMAL限定）","99001078","660026101","2030/04/01 14:59:59","0","0","2020/11/02 16:00:00","9001","1","1007110","1","6006","20026","601"
"99001079","打倒 1 隻覺醒‧花心星（HARD限定）","99001079","660026201","2030/04/01 14:59:59","0","0","2020/11/02 16:00:00","9001","1","1007111","1","6007","20026","601"
"99001080","打倒 1 隻覺醒‧花心星（VERY HARD限定）","99001080","660026301","2030/04/01 14:59:59","0","0","2020/11/02 16:00:00","9001","1","1007112","1","6010","20026","601"
"99001081","打倒 1 隻覺醒‧花心星（SPECIAL限定）","99001081","610071401","2030/04/01 14:59:59","0","0","2020/11/02 16:00:00","9001","1","1007113","1","6011","10071","601"
"99001082","打倒 1 隻海岸暴君‧鮫吉（NORMAL限定）","99001082","660027101","2030/04/01 14:59:59","0","0","2020/12/04 16:00:00","9001","1","1007310","1","6006","20027","601"
"99001083","打倒 1 隻海岸暴君‧鮫吉（HARD限定）","99001083","660027201","2030/04/01 14:59:59","0","0","2020/12/04 16:00:00","9001","1","1007311","1","6007","20027","601"
"99001084","打倒 1 隻海岸暴君‧鮫吉（VERY HARD限定）","99001084","660027301","2030/04/01 14:59:59","0","0","2020/12/04 16:00:00","9001","1","1007312","1","6010","20027","601"
"99001085","打倒 1 隻海岸暴君‧鮫吉（SPECIAL限定）","99001085","610073401","2030/04/01 14:59:59","0","0","2020/12/04 16:00:00","9001","1","1007313","1","6011","10073","601"
"99001086","猛訓打擊道！ 美里的全壘打訓練場中累計分數超過50000分","99001086","0","2030/04/01 14:59:59","0","0","2020/12/04 16:00:00","0","1","14","1","6001","10021","601"
"99001087","猛訓打擊道！ 美里的全壘打訓練場中達成NORMAL的條件","99001087","0","2030/04/01 14:59:59","0","0","2020/12/04 16:00:00","0","1","14","1","6001","10021","601"
"99001088","猛訓打擊道！ 美里的全壘打訓練場中達成HARD的條件","99001088","0","2030/04/01 14:59:59","0","0","2020/12/04 16:00:00","0","1","14","1","6001","10021","601"
"99001089","猛訓打擊道！ 美里的全壘打訓練場中達成VERY HARD的條件","99001089","0","2030/04/01 14:59:59","0","0","2020/12/04 16:00:00","0","1","14","1","6001","10021","601"
"99001090","猛訓打擊道！ 美里的全壘打訓練場中達成EXTRA的條件","99001090","0","2030/04/01 14:59:59","0","0","2020/12/04 16:00:00","0","1","14","1","6001","10021","601"
"99001091","打倒 1 隻失控的純潔之弓（NORMAL限定）","99001091","660028101","2030/04/01 14:59:59","0","0","2020/12/31 16:00:00","9001","1","1007510","1","6006","20028","601"
"99001092","打倒 1 隻失控的純潔之弓（HARD限定）","99001092","660028201","2030/04/01 14:59:59","0","0","2020/12/31 16:00:00","9001","1","1007511","1","6007","20028","601"
"99001093","打倒 1 隻失控的純潔之弓（VERY HARD限定）","99001093","660028301","2030/04/01 14:59:59","0","0","2020/12/31 16:00:00","9001","1","1007512","1","6010","20028","601"
"99001094","打倒 1 隻失控的純潔之弓（SPECIAL限定）","99001094","610075401","2030/04/01 14:59:59","0","0","2020/12/31 16:00:00","9001","1","1007513","1","6011","10075","601"
"99001095","打倒1隻驚叫鬼魂教父（NORMAL限定）","99001095","660029101","2030/04/01 14:59:59","0","0","2021/02/01 16:00:00","9001","1","1007710","1","6006","20029","601"
"99001096","打倒1隻驚叫鬼魂教父（HARD限定）","99001096","660029201","2030/04/01 14:59:59","0","0","2021/02/01 16:00:00","9001","1","1007711","1","6007","20029","601"
"99001097","打倒1隻驚叫鬼魂教父（VERY HARD限定）","99001097","660029301","2030/04/01 14:59:59","0","0","2021/02/01 16:00:00","9001","1","1007712","1","6010","20029","601"
"99001098","打倒1隻驚叫鬼魂教父（SPECIAL限定）","99001098","610077401","2030/04/01 14:59:59","0","0","2021/02/01 16:00:00","9001","1","1007713","1","6011","10077","601"
"99001099","打倒1隻反逆獸 de M（NORMAL限定）","99001099","660030101","2030/04/01 14:59:59","0","0","2021/03/02 16:00:00","9001","1","1007910","1","6006","20030","601"
"99001100","打倒1隻反逆獸 de M（HARD限定）","99001100","660030201","2030/04/01 14:59:59","0","0","2021/03/02 16:00:00","9001","1","1007911","1","6007","20030","601"
"99001101","打倒1隻反逆獸 de M（VERY HARD限定）","99001101","660030301","2030/04/01 14:59:59","0","0","2021/03/02 16:00:00","9001","1","1007912","1","6010","20030","601"
"99001102","打倒1隻反逆獸 de M（SPECIAL限定）","99001102","610079401","2030/04/01 14:59:59","0","0","2021/03/02 16:00:00","9001","1","1007913","1","6011","10079","601"
"99001103","打倒1隻被操控的雪人（NORMAL限定）","99001103","660031101","2030/04/01 14:59:59","0","0","2021/04/01 16:00:00","9001","1","1008110","1","6006","20031","601"
"99001104","打倒1隻被操控的雪人（HARD限定）","99001104","660031201","2030/04/01 14:59:59","0","0","2021/04/01 16:00:00","9001","1","1008111","1","6007","20031","601"
"99001105","打倒1隻被操控的雪人（VERY HARD限定）","99001105","660031301","2030/04/01 14:59:59","0","0","2021/04/01 16:00:00","9001","1","1008112","1","6010","20031","601"
"99001106","打倒1隻被操控的雪人（SPECIAL限定）","99001106","610081401","2030/04/01 14:59:59","0","0","2021/04/01 16:00:00","9001","1","1008113","1","6011","10081","601"
"99001107","打倒 1 隻究極金槍鮪（NORMAL限定）","99001107","660032101","2030/04/01 14:59:59","0","0","2021/05/04 16:00:00","9001","1","1008310","1","6006","20032","601"
"99001108","打倒 1 隻究極金槍鮪（HARD限定）","99001108","660032201","2030/04/01 14:59:59","0","0","2021/05/04 16:00:00","9001","1","1008311","1","6007","20032","601"
"99001109","打倒 1 隻究極金槍鮪（VERY HARD限定）","99001109","660032301","2030/04/01 14:59:59","0","0","2021/05/04 16:00:00","9001","1","1008312","1","6010","20032","601"
"99001110","打倒 1 隻究極金槍鮪（SPECIAL限定）","99001110","610083401","2030/04/01 14:59:59","0","0","2021/05/04 16:00:00","9001","1","1008313","1","6011","10083","601"
"99001111","打倒 1 隻角鹿將軍（NORMAL限定）","99001111","660033101","2030/04/01 14:59:59","0","0","2021/06/02 16:00:00","9001","1","1008610","1","6006","20033","601"
"99001112","打倒 1 隻角鹿將軍（HARD限定）","99001112","660033201","2030/04/01 14:59:59","0","0","2021/06/02 16:00:00","9001","1","1008611","1","6007","20033","601"
"99001113","打倒 1 隻角鹿將軍（VERY HARD限定）","99001113","660033301","2030/04/01 14:59:59","0","0","2021/06/02 16:00:00","9001","1","1008612","1","6010","20033","601"
"99001114","打倒 1 隻角鹿將軍（SPECIAL限定）","99001114","610086401","2030/04/01 14:59:59","0","0","2021/06/02 16:00:00","9001","1","1008613","1","6011","10086","601"
"99001115","打倒 1 隻黑風之精靈（NORMAL限定）","99001115","660034101","2030/04/01 14:59:59","0","0","2021/06/12 16:00:00","9001","1","1008710","1","6006","20034","601"
"99001116","打倒 1 隻黑風之精靈（HARD限定）","99001116","660034201","2030/04/01 14:59:59","0","0","2021/06/12 16:00:00","9001","1","1008711","1","6007","20034","601"
"99001117","打倒 1 隻黑風之精靈（VERY HARD限定）","99001117","660034301","2030/04/01 14:59:59","0","0","2021/06/12 16:00:00","9001","1","1008712","1","6010","20034","601"
"99001118","打倒 1 隻黑風之精靈（SPECIAL限定）","99001118","610087401","2030/04/01 14:59:59","0","0","2021/06/12 16:00:00","9001","1","1008713","1","6011","10087","601"
"99001119","打倒 1 隻魔物的公主（NORMAL限定）","99001119","660035101","2030/04/01 14:59:59","0","0","2021/07/05 16:00:00","9001","1","1008910","1","6006","20035","601"
"99001120","打倒 1 隻魔物的公主（HARD限定）","99001120","660035201","2030/04/01 14:59:59","0","0","2021/07/05 16:00:00","9001","1","1008911","1","6007","20035","601"
"99001121","打倒 1 隻魔物的公主（VERY HARD限定）","99001121","660035301","2030/04/01 14:59:59","0","0","2021/07/05 16:00:00","9001","1","1008912","1","6010","20035","601"
"99001122","打倒 1 隻魔物的公主（SPECIAL限定）","99001122","610089401","2030/04/01 14:59:59","0","0","2021/07/05 16:00:00","9001","1","1008913","1","6011","10089","601"
"99001123","打倒 1 隻無名的藝術（NORMAL限定）","99001123","660036101","2030/04/01 14:59:59","0","0","2021/08/02 16:00:00","9001","1","1009110","1","6006","20036","601"
"99001124","打倒 1 隻無名的藝術（HARD限定）","99001124","660036201","2030/04/01 14:59:59","0","0","2021/08/02 16:00:00","9001","1","1009111","1","6007","20036","601"
"99001125","打倒 1 隻無名的藝術（VERY HARD限定）","99001125","660036301","2030/04/01 14:59:59","0","0","2021/08/02 16:00:00","9001","1","1009112","1","6010","20036","601"
"99001126","打倒 1 隻無名的藝術（SPECIAL限定）","99001126","610091401","2030/04/01 14:59:59","0","0","2021/08/02 16:00:00","9001","1","1009113","1","6011","10091","601"
"99001127","打倒1隻爆裂‧時間儀（NORMAL限定）","99001127","660037101","2030/04/01 14:59:59","0","0","2021/09/01 16:00:00","9001","1","1009310","1","6006","20037","601"
"99001128","打倒1隻爆裂‧時間儀（HARD限定）","99001128","660037201","2030/04/01 14:59:59","0","0","2021/09/01 16:00:00","9001","1","1009311","1","6007","20037","601"
"99001129","打倒1隻爆裂‧時間儀（VERY HARD限定）","99001129","660037301","2030/04/01 14:59:59","0","0","2021/09/01 16:00:00","9001","1","1009312","1","6010","20037","601"
"99001130","打倒1隻爆裂‧時間儀（SPECIAL限定）","99001130","610093401","2030/04/01 14:59:59","0","0","2021/09/01 16:00:00","9001","1","1009313","1","6011","10093","601"
"99001131","龍人們的接龍競賽的字彙圖鑑收集728個字彙","99001131","0","2030/04/01 14:59:59","0","0","2029/09/01 16:00:00","0","1","15","1","6001","10066","601"
"99001132","打倒 1 隻究極機械玩具王（NORMAL限定）","99001132","660038101","2030/04/01 14:59:59","0","0","2021/10/01 16:00:00","9001","1","1009510","1","6006","20038","601"
"99001133","打倒 1 隻究極機械玩具王（HARD限定）","99001133","660038201","2030/04/01 14:59:59","0","0","2021/10/01 16:00:00","9001","1","1009511","1","6007","20038","601"
"99001134","打倒 1 隻究極機械玩具王（VERY HARD限定）","99001134","660038301","2030/04/01 14:59:59","0","0","2021/10/01 16:00:00","9001","1","1009512","1","6010","20038","601"
"99001135","打倒 1 隻究極機械玩具王（SPECIAL限定）","99001135","610095401","2030/04/01 14:59:59","0","0","2021/10/01 16:00:00","9001","1","1009513","1","6011","10095","601"
"99001136","完成1次擅長的作業","99001136","660039101","2030/04/01 14:59:59","0","0","2021/11/01 16:00:00","9001","1","1009710","1","6006","20039","601"
"99001137","完成1次有些棘手的作業","99001137","660039201","2030/04/01 14:59:59","0","0","2021/11/01 16:00:00","9001","1","1009711","1","6007","20039","601"
"99001138","完成1次非常棘手的作業","99001138","660039301","2030/04/01 14:59:59","0","0","2021/11/01 16:00:00","9001","1","1009712","1","6010","20039","601"
"99001139","完成1次留到暑假最後一天的作業","99001139","610097401","2030/04/01 14:59:59","0","0","2021/11/01 16:00:00","9001","1","1009713","1","6011","10097","601"
"99001140","閱覽所有暑假圖畫日記","99001140","0","2030/04/01 14:59:59","0","0","2029/04/01 16:00:00","0","1","15","1","6001","10097","601"
"99001142","打倒1隻女王歌唱水母（NORMAL限定）","99001142","660040101","2030/04/01 14:59:59","0","0","2021/12/02 16:00:00","9001","1","1009910","1","6006","20040","601"
"99001143","打倒1隻女王歌唱水母（HARD限定）","99001143","660040201","2030/04/01 14:59:59","0","0","2021/12/02 16:00:00","9001","1","1009911","1","6007","20040","601"
"99001144","打倒1隻女王歌唱水母（VERY HARD限定）","99001144","660040301","2030/04/01 14:59:59","0","0","2021/12/02 16:00:00","9001","1","1009912","1","6010","20040","601"
"99001145","打倒1隻女王歌唱水母（SPECIAL限定）","99001145","610099401","2030/04/01 14:59:59","0","0","2021/12/02 16:00:00","9001","1","1009913","1","6011","10099","601"
"99001146","在周邊區獲得所有周邊的50%","99001146","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10072","601"
"99001147","在周邊區獲得所有種類的周邊","99001147","0","2030/04/01 14:59:59","0","0","2029/04/01 15:00:00","0","1","14","1","6001","10072","601"
"99001148","打倒1隻基古魯博士（NORMAL限定）","99001148","660041101","2030/04/01 14:59:59","0","0","2022/01/03 16:00:00","9001","1","1010110","1","6006","20041","601"
"99001149","打倒1隻基古魯博士（HARD限定）","99001149","660041201","2030/04/01 14:59:59","0","0","2022/01/03 16:00:00","9001","1","1010111","1","6007","20041","601"
"99001150","打倒1隻基古魯博士（VERY HARD限定）","99001150","660041301","2030/04/01 14:59:59","0","0","2022/01/03 16:00:00","9001","1","1010112","1","6010","20041","601"
"99001151","打倒1隻基古魯博士（SPECIAL限定）","99001151","610101401","2030/04/01 14:59:59","0","0","2022/01/03 16:00:00","9001","1","1010113","1","6011","10101","601"
"99001152","打倒1隻哀暴小棉花糖（NORMAL限定）","99001152","660042101","2030/04/01 14:59:59","0","0","2022/02/01 16:00:00","9001","1","1010310","1","6006","20042","601"
"99001153","打倒1隻哀暴小棉花糖（HARD限定）","99001153","660042201","2030/04/01 14:59:59","0","0","2022/02/01 16:00:00","9001","1","1010311","1","6007","20042","601"
"99001154","打倒1隻哀暴小棉花糖（VERY HARD限定）","99001154","660042301","2030/04/01 14:59:59","0","0","2022/02/01 16:00:00","9001","1","1010312","1","6010","20042","601"
