a941a90a83dc7ee327412cda5e5408445d8416fae3c8046531a85d4483cb1e6e,90efa264d8b73146888271a76f679c42c80b76b884c5e8cf7bb401a042a0408b,ba70a4e08a064509ef532da1a7bb50e7a9ddcd02b0b300229d1632ea8edab5db,f64de156a87bc819a1e021e8869733f0b86da799fc2fcd97791a50f9aef72569,0dda461902622a59180df2ad6aef8b13f81531fdc7fd6ec2bce42392de41650e,b55f7ae61b353231a2eec809664cf54b0073289fc13d1c52249fe4c716c36692,383a23c1d40614fa48f8afb50746defcb9ed145cfe16f4a5c37d99b2a014312a,8783991218d405c63d6cfee0201fb42e10cdb98a4911881870cb757d3abe542d
"1","10014","ㄢ","ㄩㄝ","渾圓的閃耀著的月亮。","1001401","1","滿月"
"2","10014","ㄨ","ㄚ","「月亮」的拉丁文讀音。","1001402","1","露娜"
"2","10014","ㄨㄥ","ㄧㄝ","農曆八月十五號。","1001403","1","中秋節"
"2","10014","ㄨㄟ","ㄧㄥ","繞著行星公轉的天體。","1001404","1","衛星"
"1","10015","ㄧㄢ","ㄨ","少數會飛行的哺乳類。雖然給人會吸血的印象，但是會吸血的品種非常少。","1001500","1","蝙蝠"
"2","10015","ㄜ","ㄚ","著名的吸血鬼。","1001501","1","德古拉"
"3","10015","ㄧ","ㄨ","一份簡單的工作，只要摸摸女孩的頭，或抱抱她就好。","1001502","1","伊莉亞的眷屬"
"1","10016","ㄧㄠ","ㄟ","全身覆滿著羽毛，用翅膀飛翔的物種的統稱。","1001600","1","鳥類"
"2","10016","ㄛ","ㄨ","在蘭德索爾全境裡出現的怪物總稱。","1001601","1","魔物"
"2","10016","ㄕ","ㄧㄠ","現代鳥類的始祖。","1001602","1","始祖鳥"
"2","10016","ㄥ","ㄧㄣ","具有攻擊性的鳥類。","1001603","1","猛禽"
"3","10016","ㄧ","ㄗ","被封印在書中的鳥型魔物。是初音、栞所擊退的。","1001604","1","席茲"
"1","10017","ㄧㄝ","ㄗ","穿在腳上之物。能保護腳底免於碰到小石頭或口香糖之類的文明頂端之物。","1001700","1","鞋子"
"1","10017","ㄨㄢ","ㄩㄝ","能夠保護到腳踝的鞋子。","1001701","1","短靴"
"2","10017","ㄧ","ㄧㄝ","從大叔到女高中生的廣泛客層都愛用的流行物品。不過很可惜，煮了也不能吃。","1001702","1","皮鞋"
"2","10017","ㄩㄝ","ㄗ","包住腳的長靴。尤其編織款的時尚度無人可及。","1001703","1","靴子"
"2","10017","ㄤ","ㄩ","提供防護效果的衣物。","1001704","1","防具"
"1","10018","ㄠ","ㄧ","貓科的哺乳類。因為是人類很熟悉的動物，在可愛的牠面前，人類實在無法抵抗。","1001800","1","貓咪"
"1","10018","ㄨㄚ","ㄠ","帶有花紋的貓。","1001801","1","花貓"
"3","10018","ㄨ","ㄧㄡ","是指貓咪們。珠希會餵牠們吃飯，不過花費可不能小覷。","1001802","1","珠希的朋友"
"1","10019","ㄧㄣ","ㄩ","觀賞用的紅色小型魚類。在廟會時讓人不能不去撈的邪惡東西。","1001900","1","金魚"
"1","10019","ㄧㄠ","ㄩ","魚類一般的稱呼方式。傳說吃了會變聰明。","1001901","1","小魚"
"1","10019","ㄩ","ㄩ","魚類一般的稱呼方式。據說年紀大後，比起肉會更想吃牠。","1001902","1","魚"
"2","10019","ㄨㄢ","ㄩ","用於觀賞而非食用所飼養的魚。","1001903","1","觀賞魚"
"1","10020","ㄠ","ㄨ","囓齒類的一種。","1002000","1","老鼠"
"1","10020","ㄓ","ㄓ","老鼠的叫聲，或是暱稱。","1002001","1","吱吱"
"2","10020","ㄧㄝ","ㄨ","咬食性哺乳動物的總稱。","1002002","1","齧齒生物"
"1","10021","ㄢ","ㄢ","由鳥類或爬蟲類等的雌性所產下，以殼包覆著的球狀物體。","1002100","1","蛋"
"2","10021","ㄨㄢ","ㄨㄢ","雌性生物的生殖細胞。","1002101","1","卵"
"2","10021","ㄧㄠ","ㄠ","鳥類用樹枝築成的家，會在這裡産卵。","1002102","1","鳥巢"
"2","10021","ㄧㄢ","ㄨㄛ","燕子所築的巢，中醫認為其有高度營養價值。","1002103","1","燕窩"
"1","10022","ㄨㄢ","ㄨㄢ","載著人或物在水上前進的交通工具。","1002200","1","船"
"1","10022","ㄩㄣ","ㄧㄢ","海軍使用的軍用船隻。","1002201","1","軍艦"
"2","10022","ㄢ","ㄨㄢ","張帆後以風力前進的船。","1002202","1","帆船"
"2","10022","ㄤ","ㄞ","以大型船隻航海。","1002203","1","航海"
"2","10022","ㄚ","ㄞ","十五世紀歐洲人開始開發遠程海上航線的時代。","1002204","1","大航海時代"
"2","10022","ㄠ","ㄧ","互通有無的大規模商業行為。","1002205","1","貿易"
"1","10023","ㄧㄡ","ㄞ","牛所流出的乳汁。除了可以直接飲用，還能加工成起司或奶油，是很棒的東西。","1002300","1","牛奶"
"2","10023","ㄟ","ㄟ","「牛奶」的別種說法。要說出口有點丟臉。","1002301","1","ㄋㄟㄋㄟ"
"2","10023","ㄨㄢ","ㄞ","某些地區是這麼稱呼優酪乳的。","1002302","1","酸奶"
"3","10023","ㄧ","ㄞ","伊麗莎白牧場裡的牛的名字，是真陽的夥伴。","1002303","1","伊麗莎白"
"1","10024","ㄧㄠ","ㄧ","將可可豆加工後的點心。在2月14日會被人大量消耗。","1002400","1","巧克力"
"2","10024","ㄨ","ㄧ","賭神愛吃的甜食。","1002401","1","朱古力"
"2","10024","ㄧㄢ","ㄕ","味道是甜的，疲倦時會想吃。","1002402","1","甜食"
"3","10024","ㄨㄛ","ㄧ","一旦試過就再也無法放手。","1002403","1","哆啦喜歡的東西"
"1","10025","ㄧㄤ","ㄨㄛ","堅硬樹木的果實。不適合人類食用，但會刺激小孩子的收集慾望，充滿魅力的樹木的果實。","1002500","1","橡果"
"2","10025","ㄨㄛ","ㄕ","會長成樹木的果實。","1002501","1","果實"
"2","10025","ㄧㄢ","ㄨㄛ","被硬殼包覆著食用的果實。可放入點心或是當成下酒菜，在各處受到重用。","1002502","1","堅果"
"3","10025","ㄧㄥ","ㄧㄣ","雖然不及紅豆麵包，但鈴好像也喜歡的樣子。對戰時丟向敵人能讓其暈眩。","1002503","1","鈴的點心"
"1","10026","ㄠ","ㄟ","小小的又酸酸甜甜的水果。一顆顆的會被以為是種子，其實是果實。","1002600","1","草莓"
"2","10026","ㄧㄝ","ㄟ","在野外自由生長的莓果。","1002601","1","野莓"
"2","10026","ㄟ","ㄨㄛ","一種小的、果肉狀的且可經常食用的水果。","1002602","1","莓果"
"1","10027","ㄠ","ㄨ","大型貓科猛獸，肉食動物。","1002700","1","老虎"
"2","10027","ㄥ","ㄡ","高攻擊性動物的俗稱，通常是肉食動物。","1002701","1","猛獸"
"3","10027","ㄛ","ㄧㄥ","虎虎！","1002702","1","茉莉的憧憬"
"3","10027","ㄨ","ㄨ","茉莉仰慕的正義英雄。不能吐嘈那名字。","1002703","1","無敵英雄虎虎"
"1","10028","ㄨ","ㄗ","有著長長耳朵和短短尾巴的可愛哺乳類。作為寵物也很受歡迎。","1002800","1","兔子"
"1","10028","ㄨㄢ","ㄡ","將布縫合後裝入棉花，做成像人或動物的形狀的東西。","1002801","1","玩偶"
"2","10028","ㄨㄚ","ㄨㄚ","仿造人或生物製作的東西。有各種材質，可當玩具或作觀賞用、祭祀用等有各種用途。","1002802","1","娃娃"
"3","10028","ㄧㄚ","ㄜ","真步的一隻玩偶。名稱的意象來自亞瑟王和圓桌騎士。","1002803","1","亞瑟"
"1","10029","ㄚ","ㄢ","爆發後會產生熱與衝擊，並破壞、殺傷對方的一種兵器。超危險。","1002900","1","炸彈"
"2","10029","ㄨㄟ","ㄧㄣ","可能會危及生物或環境的物質。操作時可能需要有證照。","1002901","1","危險物品"
"2","10029","ㄩㄢ","ㄧ","指可以飛得很遠的攻擊型武器，會爆炸的東西還是丟的遠遠的比較好吧？","1002902","1","遠距離武器"
"3","10029","ㄧ","ㄩ","還是好好地被罵一次比較好。","1002903","1","禊的惡作劇道具"
"1","10030","ㄧ","ㄨㄚ","瓜科的大型果實。綠色條紋的外皮，紅色果肉與黑色種子令人印象深刻。","1003000","1","西瓜"
"2","10030","ㄧㄚ","ㄧㄥ","用來表示夏天感覺的東西。除了西瓜，其他還有大海或煙火等。","1003001","1","夏天風情"
"2","10030","ㄧㄥ","ㄨㄛ","某些食物吃了會有消暑的感覺。","1003002","1","清涼退火"
"1","10031","ㄚ","ㄚ","馬科的大型哺乳類。由於力量強大，還能快速跑步，大家很常將其作為家畜或賽馬。","1003100","1","馬"
"1","10031","ㄩ","ㄗ","馬科的哺乳類。和馬比起來雖然小，但力量強大，作為勞動力很受人重視。","1003101","1","驢子"
"2","10031","ㄨㄣ","ㄚ","用馬的種類將品種改良成競賽用的類型。","1003102","1","純種馬"
"3","10031","ㄥ","ㄧㄢ","戰隊競賽時登場的馬型魔物。","1003103","1","夢魘"
"1","10032","ㄧ","ㄗ","為了坐下用的家具。也有顯示職位、地位的意義。","1003200","1","椅子"
"2","10032","ㄧㄚ","ㄩ","放在室內，平時使用的道具總稱。","1003201","1","家具"
"2","10032","ㄧㄠ","ㄧ","小學生使用的課桌椅。","1003202","1","小學椅"
"3","10032","ㄨㄥ","ㄩ","放在公會小屋的家具或裝飾品。從豪華的設計到獨特的物品，其變化非常豐富。","1003203","1","公會小屋道具"
"1","10033","ㄞ","ㄞ","在陸地之外的凹陷處會不斷蓄滿水的地方。","1003300","1","海"
"1","10033","ㄧㄢ","ㄢ","陸地和大海相連的地方。","1003301","1","淺灘"
"2","10033","ㄠ","ㄧ","受到月球引力影響，海水往陸地推移或遠離的現象。","1003302","1","潮汐"
"2","10033","ㄤ","ㄨㄚ","海浪受岸邊地形影響被打散時所出現的四濺水花。","1003303","1","浪花"
"3","10033","ㄚ","ㄢ","雖然是可以從蘭德索爾徒步到達的受歡迎海灘，但是常出現魔物，意外的很危險。","1003304","1","瑪爾傑海岸"
"1","10034","ㄟ","ㄜ","包覆在貝類外側的殼。掉在沙灘上會讓人不自覺想收集。","1003400","1","貝殼"
"2","10034","ㄧㄚ","ㄟ","有著堅硬外骨骼的節肢動物。蝦、蟹，還有水蚤都算在內。","1003401","1","甲殼類"
"3","10034","ㄧ","ㄕ","蘭德索爾的所到之處出現的魔物。外觀像鎧甲一樣堅硬，是難對付的敵人。","1003402","1","寄居蟹騎士"
"1","10035","ㄧ","ㄧ","一般是指木管樂器。分為直笛與橫笛。","1003500","1","笛"
"1","10035","ㄓ","ㄧ","木管樂器之一。不能用來玩擊劍遊戲。","1003501","1","直笛"
"2","10035","ㄨㄢ","ㄧ","樂器分類中的一種。吹入氣息，震動管內的空氣來發出聲音。","1003502","1","管樂器"
"2","10035","ㄨ","ㄧ","以直立方式吹奏的笛子。直笛或單簧管等。","1003503","1","豎笛"
"1","10036","ㄨ","ㄣ","在一疊紙上印刷文字或圖畫後裝訂成冊的東西。","1003600","1","書本"
"1","10036","ㄧ","ㄧ","寫下文字或圖畫用的文具。","1003601","1","筆記"
"2","10036","ㄧㄠ","ㄨㄛ","創作的故事。有戀愛、歷史、推理等，種類繁多。","1003602","1","小說"
"3","10036","ㄞ","ㄨ","是書嗎？還是魔杖？","1003603","1","凱留的魔導書"
"1","10037","ㄩ","ㄩ","魚類一般的稱呼方式。傳說吃了會變聰明。","1003700","1","魚"
"1","10037","ㄧㄠ","ㄩ","魚類一般的稱呼方式。據說年紀大後，比起肉會更想吃牠。","1003701","1","小魚"
"2","10037","ㄨㄟ","ㄩ","魚的一種。又大又美味的高級魚。說到壽司就是這個。","1003702","1","鮪魚"
"2","10037","ㄞ","ㄨ","生活在海洋中的生命體。","1003703","1","海洋生物"
"1","10038","ㄨ","ㄨ","是樹木。","1003800","1","樹"
"2","10038","ㄢ","ㄨ","用來當聖誕樹的針葉樹。大株的還會長到40公尺。","1003801","1","杉木"
"2","10038","ㄥ","ㄧㄝ","雖然不清楚是何時開始及為什麼，但是聖誕老公公送禮的日子。","1003802","1","聖誕節"
"2","10038","ㄧㄝ","ㄨ","耶誕節時的標誌裝飾物，將燈飾、彩帶等飾品掛在樹上而成。","1003803","1","耶誕樹"
"2","10038","ㄧㄥ","ㄧㄝ","聖誕節前一天的夜晚，也指聖誕節天亮前的深夜。","1003804","1","平安夜"
"3","10038","ㄨㄤ","ㄜ","和千歌一起，在聖夜於咲戀育幼院發生的奇蹟故事。","1003805","1","忘却的頌歌"
"1","10039","ㄤ","ㄤ","有棍子的糖果。","1003900","1","棒棒糖"
"2","10039","ㄧㄢ","ㄕ","甜甜的很好吃，含在口中的感覺最棒了！","1003901","1","甜食"
"3","10039","ㄜ","ㄧㄣ","光是拿著，那畫面就像一幅畫。","1003902","1","克蘿依的點心"
"1","10040","ㄨㄢ","ㄨㄟ","上面是柔軟的，用波浪管製成的玩具。被打到會發出滑稽的聲音。","1004000","1","玩具槌"
"2","10040","ㄧㄝ","ㄨㄟ","上面是由金屬製成的鈍器。被打到會很痛。","1004001","1","鐵鎚"
"2","10040","ㄧㄠ","ㄨㄟ","小槌子。搖晃它可能會出現各種東西，也可能不會出現。","1004002","1","小槌"
"3","10040","ㄧ","ㄧ","祈梨的武器。動作很可愛，但進行的攻擊很兇狠。","1004003","1","祈梨的武器"
"1","10041","ㄧㄥ","ㄧㄥ","在夜空發光的天體。","1004100","1","星星"
"2","10041","ㄞ","ㄧㄥ","星形的海洋生物。不適合食用。","1004101","1","海星"
"2","10041","ㄧㄤ","ㄧㄥ","發光模樣的一種表現。","1004102","1","亮晶晶"
"2","10041","ㄧㄡ","ㄧㄥ","初音的必殺技","1004103","1","流星"
"3","10041","ㄢ","ㄨㄤ","不從空中看的話不會知道。","1004104","1","蘭德索爾的形狀"
"1","10042","ㄠ","ㄗ","戴在頭上的飾品。","1004200","1","帽子"
"1","10042","ㄣ","ㄕ","謹守禮儀的男士，也可以指社經地位高的人士。","1004201","1","紳士"
"2","10042","ㄧ","ㄠ","「帽子」的種類之一。","1004202","1","禮帽"
"1","10043","ㄟ","ㄗ","裝飲料等的容器。","1004300","1","杯子"
"1","10043","ㄜ","ㄜ","以可可樹的果實製成的飲品。","1004301","1","可可"
"2","10043","ㄚ","ㄟ","「杯子」的種類之一。","1004302","1","馬克杯"
"2","10043","ㄛ","ㄚ","混合巧克力的咖啡。","1004303","1","摩卡"
"1","10044","ㄡ","ㄡ","會汪汪叫的動物。","1004400","1","狗"
"1","10044","ㄩㄢ","ㄩㄢ","「狗」的別種說法。","1004401","1","犬"
"2","10044","ㄤ","ㄤ","「狗」的同類。野生之力。","1004402","1","狼"
"2","10044","ㄩㄝ","ㄩㄝ","哈士奇的暱稱。","1004403","1","月月"
"2","10044","ㄚ","ㄧ","非常像狼的大型犬種，可以當作寵物，如果你可以接受牠許多讓人哭笑不得的行為。","1004404","1","哈士奇"
"1","10045","ㄧ","ㄗ","輕飄飄的布。","1004500","1","旗子"
"2","10045","ㄢ","ㄧ","軍隊在戰鬥時使用的旗子，用以分辨敵我，也可以當作下達指令的工具。","1004501","1","戰旗"
"2","10045","ㄧㄣ","ㄧ","用來傳遞訊息的旗子，通常是透過暗號或旗語來運作。","1004502","1","信號旗"
"1","10046","ㄢ","ㄠ","很棒的點心。甜甜的很好吃。","1004600","1","蛋糕"
"2","10046","ㄧㄢ","ㄧㄣ","很棒的食物。","1004601","1","點心"
"2","10046","ㄥ","ㄜ","準備好要唱生日快樂歌了嗎？","1004602","1","生日快樂"
"3","10046","ㄧ","ㄨ","羈絆的深遠不只是共同渡過的時間。卡路里也是羈絆的證明……","1004603","1","羈絆點數"
"3","10046","ㄨㄥ","ㄠ","大家的最愛，就不說是什麼了，直接加上30羈絆值。","1004604","1","綜合莓果蛋糕"
"1","10047","ㄞ","ㄥ","將聲音轉換成信號的裝置。","1004700","1","麥克風"
"2","10047","ㄤ","ㄜ","麥克風是唱歌的必需品！","1004701","1","唱歌"
"2","10047","ㄧㄢ","ㄨㄟ","在舞台上現場演奏。","1004702","1","演唱會"
"2","10047","ㄡ","ㄧㄣ","要是沒有這個就無法開始。","1004703","1","偶像的必備物品"
"3","10047","ㄢ","ㄥ","望的專用裝備。有慈樂之音的標誌！","1004704","1","閃耀麥克風"
"1","10048","ㄡ","ㄨㄥ","能襯出嘴唇的化妝品。","1004800","1","口紅"
"1","10048","ㄨㄣ","ㄠ","抹在嘴唇上，用來保護嘴唇的保養品。","1004801","1","唇膏"
"2","10048","ㄨㄚ","ㄧㄣ","為了美觀而塗抹在臉上的物品。","1004802","1","化妝品"
"1","10049","ㄧㄢ","ㄠ","將穀物蒸煮後的東西。也是吉祥物。","1004900","1","年糕"
"1","10049","ㄚ","ㄨ","「年糕」的別種說法。","1004901","1","麻糬"
"2","10049","ㄧㄥ","ㄧㄥ","新年時可以供奉神佛，一大一小相疊的糯米糕。","1004902","1","鏡餅"
"2","10049","ㄢ","ㄨ","年糕的主要營養素。小心不要吃太多。","1004903","1","碳水化合物"
"2","10049","ㄨㄛ","ㄠ","以糯米製成的點心。","1004904","1","糯米糕"
"1","10050","ㄧㄠ","ㄧㄥ","嬌小又長著翅膀的種族。","1005000","1","妖精"
"3","10050","ㄧㄝ","ㄧㄚ","住在公會小屋的惡作劇妖精。","1005001","1","涅比亞"
"1","10051","ㄩ","ㄢ","主要是避雨用的傘。","1005100","1","雨傘"
"2","10051","ㄜ","ㄢ","主要是遮陽用的傘。","1005101","1","遮陽傘"
"2","10051","ㄧㄤ","ㄢ","主要是遮陽用的傘。","1005102","1","陽傘"
"3","10051","ㄢ","ㄖ","盛夏時海灘公主的必需品！","1005103","1","貪吃佩可夏日"
"1","10052","ㄞ","ㄗ","為了產生亂數用的道具。","1005200","1","骰子"
"2","10052","ㄨ","ㄛ","賭博。骰子上的數字讓人一喜一憂。","1005201","1","賭博"
"2","10052","ㄧㄡ","ㄧ","一般的骰子形狀。","1005202","1","六面體"
"2","10052","ㄚ","ㄨㄥ","使用骰子的桌遊。","1005203","1","大富翁"
"2","10052","ㄧ","ㄚ","一種以骰子進行的賭博遊戲，許多香腸攤老闆都對這個遊戲有自己的見解。","1005204","1","洗八啦"
"1","10053","ㄧㄣ","ㄧㄣ","將無法言喻的心意化為文字。","1005300","1","信"
"2","10053","ㄧㄡ","ㄧㄢ","透過郵遞系統移動的書信或包裹。","1005301","1","郵件"
"2","10053","ㄧㄥ","ㄨ","用來傳達愛意的信。","1005302","1","情書"
"2","10053","ㄨ","ㄧㄣ","用來傳遞訊息的文件。","1005303","1","書信"
"2","10053","ㄟ","ㄨ","古代利用鴿子傳遞訊息的方法。","1005304","1","飛鴿傳書"
"1","10054","ㄨ","ㄠ","是一串的。旁邊的好像很酸。","1005400","1","葡萄"
"1","10054","ㄗ","ㄠ","紫色的葡萄，說到葡萄，還是紫色的最常見。","1005401","1","紫葡萄"
"2","10054","ㄩ","ㄥ","「葡萄」的種類之一。","1005402","1","巨峰"
"1","10055","ㄧㄢ","ㄧㄤ","有著鬆軟的毛。","1005500","1","綿羊"
"1","10055","ㄧㄤ","ㄧㄝ","對小孩子說羊的時候，有時候會這麼說。","1005501","1","羊咩咩"
"2","10055","ㄞ","ㄧㄤ","白色的羊。","1005502","1","白羊"
"2","10055","ㄚ","ㄧㄤ","真可愛呀～♪","1005503","1","瑪莉有隻小綿羊"
"1","10056","ㄡ","ㄨ","用豆子製成的東國料理。","1005600","1","豆腐"
"2","10056","ㄨ","ㄨ","「豆腐」的種類之一。野性的口感。","1005601","1","木綿豆腐"
"2","10056","ㄧㄤ","ㄨ","代表性的豆腐料理。","1005602","1","涼拌豆腐"
"2","10056","ㄧㄥ","ㄨ","杏仁做成的形狀像豆腐的甜品。","1005603","1","杏仁豆腐"
"1","10057","ㄧㄚ","ㄗ","不會飛的鳥。會嗄嗄的叫。","1005700","1","鴨子"
"2","10057","ㄧㄠ","ㄟ","也有會飛的鳥。也有不會飛的鳥。","1005701","1","鳥類"
"2","10057","ㄨㄟ","ㄧㄠ","依水而生的鳥類。","1005702","1","水鳥"
"1","10058","ㄧㄥ","ㄧㄥ","在空中飛的昆蟲。","1005800","1","蜻蜓"
"2","10058","ㄧㄢ","ㄧㄥ","「蜻蜓」的種類之一。","1005801","1","晏蜓"
"2","10058","ㄨㄣ","ㄨㄥ","六支腳的動物。","1005802","1","昆蟲"
"2","10058","ㄟ","ㄨㄥ","「蜻蜓」的英文稱呼，直譯後的意思，很厲害吧。","1005803","1","飛龍"
"1","10059","ㄧㄝ","ㄗ","高等植物的營養器官。","1005900","1","葉子"
"1","10059","ㄨ","ㄧㄝ","樹木的葉子。","1005901","1","樹葉"
"2","10059","ㄩ","ㄧㄝ","綠色的葉子。","1005902","1","綠葉"
"3","10059","ㄧ","ㄧㄡ","碧可以毫無顧慮聊天的少數的朋友。是朋友。","1005903","1","碧的朋友"
"1","10060","ㄧㄝ","ㄓ","戴在手指上的飾品。","1006000","1","戒指"
"1","10060","ㄨㄢ","ㄧㄝ","鑲有鑽石的戒指。","1006001","1","鑽戒"
