b1b0ed72fb02945f5fdb8d93fab9ed87e188c0082c8cf168ddb0202237bc6a18,985ad126c575bd0baa1a79a7383732362ec110035fdc592553a54bcd588c57aa,5f9155eca32447edaaed4a28a06518abe876a3091b11a4a8fd8cfa80bc8e3cdb,e430183a57b3e26458278d75e08bf8ca254719a930e5b4b886757ae239451acf,3afe63911e9f708b9b4401178017139fb28900e9a518b5fa8a31978653422dc8,447f35fbf18d1caa51021ae3544d6d996d27bd1cfdd308809c217f97fb5933a6,31387eb05e6ce86c47d8df9adfa297fe2b3ad7b966d1ef7e5e31c30acf71a9b1,0e9fcd0a6ca0750ce81b60e9afa40e822e88c59a49c27ef0893cdf2941ad17e6,f4e7480145c75d638b38a76de77dad3e498d05247c00b0cdce369dcd09d709c8
"3","0","2","0","1","2","1","68","拚命奔跑的"
"3","0","2","2","1","2","1","69","一閃而過的"
"3","0","2","0","1","2","1","70","驚濤駭浪的"
"3","0","2","0","1","2","1","71","憤怒的"
"3","0","2","2","1","2","1","72","不服輸的"
"3","0","2","0","1","2","1","73","成長中的"
"3","0","2","0","1","2","1","74","打破常規的"
"3","0","2","0","1","2","1","75","胡鬧的"
"3","0","2","0","1","2","1","76","狂暴的"
"3","0","2","0","0","2","1","77","傳聞中的"
"3","0","2","2","0","2","1","78","海邊的"
"3","0","2","2","0","2","1","79","朝氣蓬勃的"
"3","0","2","2","0","2","1","80","飛奔於常夏的"
"3","0","2","0","0","2","1","81","肌肉的"
"3","0","2","0","0","2","1","82","波光粼粼的"
"3","0","2","2","0","2","1","83","天生的"
"3","0","2","0","0","2","1","84","轟動的"
"3","0","2","0","0","2","1","85","未知數的"
"3","0","2","0","0","2","1","86","超不妙的"
"3","0","2","0","0","2","1","87","不能輸的"
"3","1","2","2","1","3","1","88","Light Speed"
"3","1","2","1","1","3","1","89","專業的"
"3","1","2","0","1","3","1","90","頂尖的"
"3","1","2","2","1","3","1","91","金牌"
"3","1","2","2","1","3","1","92","極限的"
"3","1","2","0","1","3","1","93","最佳的"
"3","1","2","2","1","3","1","94","完美的"
"3","1","2","1","1","3","1","95","百年僅有一人的"
"3","1","2","2","1","3","1","96","傳說中的"
"3","1","2","0","1","3","1","97","超一流的"
"3","1","2","0","1","3","1","98","世界的"
"3","1","2","0","1","3","1","99","被選中的"
"3","1","2","2","0","3","1","100","運動家"
"3","1","2","0","0","3","1","101","偉大的"
"3","1","2","1","0","3","1","102","超級音速的"
"3","1","2","0","0","3","1","103","終極的"
"3","1","2","0","0","3","1","104","MVP的"
"3","1","2","0","0","3","1","105","全面的"
"3","1","2","2","0","3","1","106","全回合的"
"3","1","2","2","0","3","1","107","銀牌"
"3","1","2","0","0","3","1","108","神聖的"
"3","1","2","2","0","3","1","109","出色的"
"3","1","2","0","0","3","1","110","一流的"
"3","1","2","0","0","3","1","111","絕妙的"
"3","0","2","0","1","3","1","112","超級的"
"3","0","2","0","1","3","1","113","助跑起步的"
"3","0","2","0","1","3","1","114","很棒的"
"3","0","2","1","1","3","1","115","勢如破竹的"
"3","0","2","0","1","3","1","116","超凡魅力的"
"3","0","2","0","1","3","1","117","萬能的"
"3","0","2","0","1","3","1","118","新世代的"
"3","0","2","0","1","3","1","119","光榮的"
"3","0","2","0","1","3","1","120","大放異彩的"
"3","0","2","0","1","3","1","121","深藏不漏的"
"3","0","2","0","1","3","1","122","天下的"
"3","0","2","0","0","3","1","123","Let's Go"
"3","0","2","0","0","3","1","124","好的"
"3","0","2","1","0","3","1","125","小跳步的"
"3","0","2","2","0","3","1","126","有成長空間的"
"3","0","2","2","0","3","1","127","銅牌"
"3","0","2","0","0","3","1","128","期待的"
"3","0","2","2","0","3","1","129","跳躍的"
"3","0","2","0","0","3","1","130","新時代的"
"3","0","2","2","0","3","1","131","內行人才知道的"
