fa4fa81043c312dc659cf173f18e2ada199eadf1f6ae888d2a52b40c11a5d07e,0be138d1ff32ac0147aacab4e38343e41c0fff0efd4da76a8707a52c011528f6,18e5f67483ad90c2993f02a6f8d6442855d8294c6a143260b1bd73b037c7ea11,8de20e57b4348c9862dbbae853939ec55ca9841ec08e2286152c8c5c46e25dc9,031a7d539196105b829a3c82de7b06147d9df7903306debae732e6e94ab84794,5a86e7954521357c041f76842478562ac9181633ec3251535b38990d244647b6,155a6440e94b25bca5215243629e54c4f27154c78cfcff1bee9e8a97a6bcc6be,f0b8e7467c78cb558858de198f040ae526856a5ee0b279e53c10cd1df1cab8c5,5b41a74d05a5d3fe7baf540ee61cf426bb7fa6d5db3e3e8da657b29c0b1bbe52,27d8fefdfd0c7bf8d67ab44fbb2fc1cb99b4bd17e39348fbe9e31c210acbef3a,ab9e6956addeeb1dcd2ae9a50bf14d90a000fe836425047ac9070ef5ca87a12e,2f923c96208e0f944a205897286be61944c661804cd7cf01e3f828e159bd8f08,80f67e84814097d6f91957cefa7940fd998deb6e5554e706581123a67a61105a,04ad9d33b8800322917ced69c251cdaab34728e5d6a5212873597675c09c124a,4eea330d8eaeba18c7e10cdda249efa561c0bba2a5106e782b04cc3cc7804679
"81021008","0","9015","1","0","2019/12/02 16:00:00","81021008","601","5","10021","2019/12/17 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","118","0"
"81023001","1","9013","450000","0","2020/01/02 16:00:00","81023001","601","0","10023","2020/01/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3150000","103","0"
"81023002","1","9013","900000","0","2020/01/02 16:00:00","81023002","601","0","10023","2020/01/19 15:59:59","6011","完成特別戰鬥的模式1","104","0"
"81023003","1","9013","1500000","0","2020/01/02 16:00:00","81023003","601","0","10023","2020/01/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2100000","105","0"
"81023004","1","9013","2100000","0","2020/01/02 16:00:00","81023004","601","0","10023","2020/01/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1500000","106","0"
"81023005","1","9013","2700000","0","2020/01/02 16:00:00","81023005","601","0","10023","2020/01/19 15:59:59","6011","完成特別戰鬥的模式2","111","0"
"81023006","1","9013","3150000","0","2020/01/02 16:00:00","81023006","601","0","10023","2020/01/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 450000","113","0"
"81023007","1","9013","3600000","0","2020/01/02 16:00:00","81023007","601","0","10023","2020/01/19 15:59:59","6011","討伐特別戰鬥的 Boss","115","0"
"81023008","0","9015","1","0","2020/01/02 16:00:00","81023008","601","5","10023","2020/01/19 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","118","0"
"81025001","0","9001","3","0","2020/02/04 16:00:00","81025001","601","0","10025","2020/02/21 15:59:59","6011","打倒禊和美美和鏡華的闇影","103","0"
"81025002","1","9013","600000","0","2020/02/04 16:00:00","81025002","601","0","10025","2020/02/21 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3150000","104","0"
"81025003","1","9013","1200000","0","2020/02/04 16:00:00","81025003","601","0","10025","2020/02/21 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2550000","105","0"
"81025004","0","9016","1","0","2020/02/04 16:00:00","81025004","601","2","10025","2020/02/21 15:59:59","6011","完成特別戰鬥的模式2","106","0"
"81025005","1","9013","2475000","0","2020/02/04 16:00:00","81025005","601","0","10025","2020/02/21 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1275000","111","0"
"81025006","1","9013","3075000","0","2020/02/04 16:00:00","81025006","601","0","10025","2020/02/21 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 675000","113","0"
"81025007","0","9016","1","0","2020/02/04 16:00:00","81025007","601","3","10025","2020/02/21 15:59:59","6011","討伐特別戰鬥的 Boss","115","0"
"81025008","0","9015","1","0","2020/02/04 16:00:00","81025008","601","5","10025","2020/02/21 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","118","0"
"81027001","1","9013","500000","0","2020/03/02 16:00:00","81027001","601","0","10027","2020/03/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3250000","103","0"
"81027002","1","9013","1000000","0","2020/03/02 16:00:00","81027002","601","0","10027","2020/03/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2750000","104","0"
"81027003","1","9013","1500000","0","2020/03/02 16:00:00","81027003","601","0","10027","2020/03/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2250000","105","0"
"81027004","0","9016","1","0","2020/03/02 16:00:00","81027004","601","2","10027","2020/03/19 15:59:59","6011","將MODE2出現的怪物全部打倒","106","0"
"81027005","1","9013","2300000","0","2020/03/02 16:00:00","81027005","601","0","10027","2020/03/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1450000","111","0"
"81027006","1","9013","3100000","0","2020/03/02 16:00:00","81027006","601","0","10027","2020/03/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 650000","113","0"
"81027007","0","9016","1","0","2020/03/02 16:00:00","81027007","601","3","10027","2020/03/19 15:59:59","6011","討伐特別戰鬥的 Boss","115","0"
"81027008","0","9015","1","0","2020/03/02 16:00:00","81027008","601","5","10027","2020/03/19 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","118","0"
"81029001","0","9001","3","0","2020/04/01 16:00:00","81029001","601","0","10029","2020/04/19 15:59:59","6011","打倒克莉絲提娜和望和伊莉亞的闇影","103","0"
"81029002","1","9013","700000","0","2020/04/01 16:00:00","81029002","601","0","10029","2020/04/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 4300000","104","0"
"81029003","1","9013","1350000","0","2020/04/01 16:00:00","81029003","601","0","10029","2020/04/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3650000","105","0"
"81029004","0","9016","1","0","2020/04/01 16:00:00","81029004","601","2","10029","2020/04/19 15:59:59","6011","完成特別戰鬥的模式2","106","0"
"81029005","1","9013","3000000","0","2020/04/01 16:00:00","81029005","601","0","10029","2020/04/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2000000","111","0"
"81029006","1","9013","4000000","0","2020/04/01 16:00:00","81029006","601","0","10029","2020/04/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1000000","113","0"
"81029007","0","9016","1","0","2020/04/01 16:00:00","81029007","601","3","10029","2020/04/19 15:59:59","6011","討伐特別戰鬥的 Boss","115","0"
"81029008","0","9015","1","0","2020/04/01 16:00:00","81029008","601","5","10029","2020/04/19 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","118","0"
"81031001","0","9001","4","0","2020/05/05 16:00:00","81031001","601","0","10031","2020/05/22 15:59:59","6011","打倒美食殿堂隊伍的闇影","103","0"
"81031002","1","9013","600000","0","2020/05/05 16:00:00","81031002","601","0","10031","2020/05/22 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3150000","104","0"
"81031003","1","9013","1200000","0","2020/05/05 16:00:00","81031003","601","0","10031","2020/05/22 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2550000","105","0"
"81031004","0","9016","1","0","2020/05/05 16:00:00","81031004","601","2","10031","2020/05/22 15:59:59","6011","完成特別戰鬥的模式2","106","0"
"81031005","1","9013","2475000","0","2020/05/05 16:00:00","81031005","601","0","10031","2020/05/22 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1275000","111","0"
"81031006","1","9013","3075000","0","2020/05/05 16:00:00","81031006","601","0","10031","2020/05/22 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 675000","113","0"
"81031007","0","9016","1","0","2020/05/05 16:00:00","81031007","601","3","10031","2020/05/22 15:59:59","6011","討伐特別戰鬥的 Boss","115","0"
"81031008","0","9015","1","0","2020/05/05 16:00:00","81031008","601","5","10031","2020/05/22 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","118","0"
"81033001","1","9013","1000000","0","2020/06/03 16:00:00","81033001","601","0","10033","2020/06/21 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 4000000","104","0"
"81033002","1","9013","2000000","0","2020/06/03 16:00:00","81033002","601","0","10033","2020/06/21 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 3000000","105","0"
"81033003","0","9016","1","0","2020/06/03 16:00:00","81033003","601","1","10033","2020/06/21 15:59:59","6011","完成特別戰鬥的模式1","106","0"
"81033004","0","9001","2","0","2020/06/03 16:00:00","81033004","601","0","10033","2020/06/21 15:59:59","6011","打倒霞與栞的闇影","103","0"
"81033005","1","9013","3000000","0","2020/06/03 16:00:00","81033005","601","0","10033","2020/06/21 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2000000","111","0"
"81033006","1","9013","4000000","0","2020/06/03 16:00:00","81033006","601","0","10033","2020/06/21 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1000000","113","0"
"81033007","0","9016","1","0","2020/06/03 16:00:00","81033007","601","3","10033","2020/06/21 15:59:59","6011","討伐特別戰鬥的 Boss","115","0"
"81033008","0","9015","1","0","2020/06/03 16:00:00","81033008","601","5","10033","2020/06/21 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","118","0"
"81034001","1","9013","500000","0","2020/06/17 16:00:00","81034001","601","0","10034","2020/06/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 5000000","10034103","0"
"81034002","1","9013","1500000","0","2020/06/17 16:00:00","81034002","601","0","10034","2020/06/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 4000000","10034104","0"
"81034003","0","9016","1","0","2020/06/17 16:00:00","81034003","601","1","10034","2020/06/28 15:59:59","6011","完成特別戰鬥的模式1","10034105","0"
"81034004","1","9013","3500000","0","2020/06/17 16:00:00","81034004","601","0","10034","2020/06/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2000000","10034106","0"
"81034005","0","9016","1","0","2020/06/17 16:00:00","81034005","601","2","10034","2020/06/28 15:59:59","6011","完成特別戰鬥的模式2","10034111","0"
"81034006","1","9013","4600000","0","2020/06/17 16:00:00","81034006","601","0","10034","2020/06/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 900000","10034113","0"
"81034007","0","9016","1","0","2020/06/17 16:00:00","81034007","601","3","10034","2020/06/28 15:59:59","6011","討伐特別戰鬥的 Boss","10034115","0"
"81034008","0","9015","1","0","2020/06/17 16:00:00","81034008","601","5","10034","2020/06/28 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10034118","0"
"81035001","0","9001","3","0","2020/09/30 16:00:00","81035001","601","0","10035","2020/10/26 15:59:59","6011","打倒new generations的闇影","10035103","0"
"81035002","0","9016","1","0","2020/09/30 16:00:00","81035002","601","2","10035","2020/10/26 15:59:59","6011","將MODE2出現的怪物全部打倒","10035104","0"
"81035003","1","9013","440000","0","2020/09/30 16:00:00","81035003","601","0","10035","2020/10/26 15:59:59","6011","將喧囂獨角兔的 HP 降低至 1760000","10035105","0"
"81035004","1","9013","880000","0","2020/09/30 16:00:00","81035004","601","0","10035","2020/10/26 15:59:59","6011","將喧囂獨角兔的 HP 降低至 1320000","10035106","0"
"81035005","1","9013","1320000","0","2020/09/30 16:00:00","81035005","601","0","10035","2020/10/26 15:59:59","6011","將喧囂獨角兔的 HP 降低至 880000","10035111","0"
"81035006","1","9013","1760000","0","2020/09/30 16:00:00","81035006","601","0","10035","2020/10/26 15:59:59","6011","將喧囂獨角兔的 HP 降低至 440000","10035113","0"
"81035007","0","9016","1","0","2020/09/30 16:00:00","81035007","601","3","10035","2020/10/26 15:59:59","6011","討伐喧囂獨角兔","10035115","0"
"81035008","0","9015","1","0","2020/09/30 16:00:00","81035008","601","5","10035","2020/10/26 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的喧囂獨角兔","10035118","0"
"81036001","1","9013","2625000","0","2020/10/12 16:00:00","81036001","601","0","10036","2020/10/26 15:59:59","6011","將糾結的盆栽小花的 HP 降低至 18375000","10036103","0"
"81036002","0","9016","1","0","2020/10/12 16:00:00","81036002","601","1","10036","2020/10/26 15:59:59","6011","通過糾結的盆栽小花的MODE1","10036104","0"
"81036003","1","9013","9100000","0","2020/10/12 16:00:00","81036003","601","0","10036","2020/10/26 15:59:59","6011","將糾結的盆栽小花的 HP 降低至 11900000","10036105","0"
"81036004","1","9013","12950000","0","2020/10/12 16:00:00","81036004","601","0","10036","2020/10/26 15:59:59","6011","將糾結的盆栽小花的 HP 降低至 8050000","10036106","0"
"81036005","0","9016","1","0","2020/10/12 16:00:00","81036005","601","2","10036","2020/10/26 15:59:59","6011","通過糾結的盆栽小花的MODE2","10036111","0"
"81036006","1","9013","18900000","0","2020/10/12 16:00:00","81036006","601","0","10036","2020/10/26 15:59:59","6011","將糾結的盆栽小花的 HP 降低至 2100000","10036113","0"
"81036007","0","9016","1","0","2020/10/12 16:00:00","81036007","601","3","10036","2020/10/26 15:59:59","6011","討伐糾結的盆栽小花","10036115","0"
"81036008","0","9015","1","0","2020/10/12 16:00:00","81036008","601","5","10036","2020/10/26 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的糾結的盆栽小花","10036118","0"
"81037001","0","9001","4","0","2020/08/17 16:00:00","81037001","601","0","10037","2020/08/28 15:59:59","6011","打倒香織、真琴、真步、霞的闇影","10037103","0"
"81037002","1","9013","450000","0","2020/08/17 16:00:00","81037002","601","0","10037","2020/08/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2600000","10037104","0"
"81037003","1","9013","950000","0","2020/08/17 16:00:00","81037003","601","0","10037","2020/08/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2100000","10037105","0"
"81037004","0","9016","1","0","2020/08/17 16:00:00","81037004","601","2","10037","2020/08/28 15:59:59","6011","完成特別戰鬥的模式2","10037106","0"
"81037005","1","9013","2050000","0","2020/08/17 16:00:00","81037005","601","0","10037","2020/08/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1000000","10037111","0"
"81037006","1","9013","2550000","0","2020/08/17 16:00:00","81037006","601","0","10037","2020/08/28 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 500000","10037113","0"
"81037007","0","9016","1","0","2020/08/17 16:00:00","81037007","601","3","10037","2020/08/28 15:59:59","6011","討伐特別戰鬥的 Boss","10037115","0"
"81037008","0","9015","1","0","2020/08/17 16:00:00","81037008","601","5","10037","2020/08/28 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10037118","0"
"81038001","0","9001","4","0","2020/07/02 16:00:00","81038001","601","0","10038","2020/07/19 15:59:59","6011","打倒秋乃、珠希、優花梨、美冬的闇影","10038103","0"
"81038002","1","9013","1065000","0","2020/07/02 16:00:00","81038002","601","0","10038","2020/07/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 6035000","10038104","0"
"81038003","1","9013","2130000","0","2020/07/02 16:00:00","81038003","601","0","10038","2020/07/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 4970000","10038105","0"
"81038004","0","9016","1","0","2020/07/02 16:00:00","81038004","601","2","10038","2020/07/19 15:59:59","6011","完成特別戰鬥的模式2","10038106","0"
"81038005","1","9013","4496500","0","2020/07/02 16:00:00","81038005","601","0","10038","2020/07/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2603500","10038111","0"
"81038006","1","9013","5798000","0","2020/07/02 16:00:00","81038006","601","0","10038","2020/07/19 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1302000","10038113","0"
"81038007","0","9016","1","0","2020/07/02 16:00:00","81038007","601","3","10038","2020/07/19 15:59:59","6011","討伐特別戰鬥的 Boss","10038115","0"
"81038008","0","9015","1","0","2020/07/02 16:00:00","81038008","601","5","10038","2020/07/19 15:59:59","6011","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","10038118","0"
"81039001","0","9001","3","0","2020/07/16 16:00:00","81039001","601","0","10039","2020/07/26 15:59:59","6011","打倒貪吃佩可、可可蘿、凱留的闇影","10039103","0"
"81039002","1","9013","500000","0","2020/07/16 16:00:00","81039002","601","0","10039","2020/07/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2500000","10039104","0"
"81039003","1","9013","1000000","0","2020/07/16 16:00:00","81039003","601","0","10039","2020/07/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 2000000","10039105","0"
"81039004","0","9016","1","0","2020/07/16 16:00:00","81039004","601","2","10039","2020/07/26 15:59:59","6011","完成特別戰鬥的模式2","10039106","0"
"81039005","1","9013","2000000","0","2020/07/16 16:00:00","81039005","601","0","10039","2020/07/26 15:59:59","6011","將特別戰鬥的 Boss 的 HP 降低至 1000000","10039111","0"
