1316259a0edf40e93ec18c1fc0eec1bb3bcf5c8f1ff5dce15401ff8f8c7baac9,99aa2394a01fe099aaa5e2f45a14a4f5a5cf79f1d95291ce4e3a684964a6ffe1,2cdbd7fcd053d34c0bfb2ae3aad73814ce4fcfa74b05168241ea595cac11ae55,6c933113ebd9cf433ff7229704a3e9fcb2bc700548f04831ee83b6ca009a9c7a,ca7613efd7de87eff6b7ca7d30d78f4d60ef4c65cec72088e055a65e8f2ecf9b,6e6c713bb8a9dffc79c8710add81c67e46e97b8ebf1195ff991bd1bda8471eda,f2a36f6f790b5c7a760daad5da914f8c0fd7d562a450ecbb5daa546294843581,b4dcc10fa3a11da57d93695e464180269d962f5ae0137e23eaec842bed607694,19fb38c54f2618acb9afa91378f5aa58a80f25ff2a104f0d6f55d936a4676df7,99f0f1be09416c5bd488c520e4ad782e6fd3e74ffedc37706ef99d64dc886148,a00bfd2237453bba7a36372f303b601e21cf7e3894d491bbe26cd71035c9a59f,804073ffd27c3b16bfbd8aa6e512375875157083fc2c6d12483722c1910da0aa,97f02824cac22533a6c8e02cf70f1bedd4ced50c7de01abfa0925cd6ed2df3e6,d2173c25ce09f20e16e8a6bcf1836f6bb1ef3fd4bb801c4b2a7728ac489d6089
"72001011","9003","601","20001","2030/12/31 14:59:59","8004","0","完成活動任務1-11 (NORMAL)","0","20001102","72001011","20001111","2018/01/01 12:00:00","1"
"72001012","9003","601","20001","2030/12/31 14:59:59","8004","0","完成活動任務1-12 (NORMAL)","0","20001102","72001012","20001112","2018/01/01 12:00:00","1"
"72001013","9003","601","20001","2030/12/31 14:59:59","8004","0","完成活動任務1-13 (NORMAL)","0","20001102","72001013","20001113","2018/01/01 12:00:00","1"
"72001014","9003","601","20001","2030/12/31 14:59:59","8004","0","完成活動任務1-14 (NORMAL)","0","20001102","72001014","20001114","2018/01/01 12:00:00","1"
"72001015","9003","601","20001","2030/12/31 14:59:59","8004","0","完成活動任務1-15 (NORMAL)","0","20001102","72001015","20001115","2018/01/01 12:00:00","1"
"72001016","9003","601","20001","2030/12/31 14:59:59","8005","0","完成活動任務1-1 (HARD)","0","20001103","72001016","20001201","2018/01/01 12:00:00","1"
"72001017","9003","601","20001","2030/12/31 14:59:59","8005","0","完成活動任務1-2 (HARD)","0","20001103","72001017","20001202","2018/01/01 12:00:00","1"
"72001018","9003","601","20001","2030/12/31 14:59:59","8005","0","完成活動任務1-3 (HARD)","0","20001103","72001018","20001203","2018/01/01 12:00:00","1"
"72001019","9003","601","20001","2030/12/31 14:59:59","8005","0","完成活動任務1-4 (HARD)","0","20001103","72001019","20001204","2018/01/01 12:00:00","1"
"72001020","9003","601","20001","2030/12/31 14:59:59","8005","0","完成活動任務1-5 (HARD)","0","20001103","72001020","20001205","2018/01/01 12:00:00","1"
"72001021","9001","601","20001","2030/12/31 14:59:59","8006","0","打倒 1 隻席茲（NORMAL限定）","0","20001104","72001021","660001101","2018/01/01 12:00:00","1"
"72001022","9001","601","20001","2030/12/31 14:59:59","8007","0","打倒 1 隻席茲（HARD限定）","0","20001104","72001022","660001201","2018/01/01 12:00:00","1"
"72001023","9001","601","20001","2030/12/31 14:59:59","8010","0","打倒 1 隻席茲（VERY HARD限定）","0","20001104","72001023","660001301","2018/01/01 12:00:00","1"
"72002001","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-1 (NORMAL)","0","20002102","72002001","20002101","2018/01/01 12:00:00","1"
"72002002","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-2 (NORMAL)","0","20002102","72002002","20002102","2018/01/01 12:00:00","1"
"72002003","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-3 (NORMAL)","0","20002102","72002003","20002103","2018/01/01 12:00:00","1"
"72002004","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-4 (NORMAL)","0","20002102","72002004","20002104","2018/01/01 12:00:00","1"
"72002005","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-5 (NORMAL)","0","20002102","72002005","20002105","2018/01/01 12:00:00","1"
"72002006","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-6 (NORMAL)","0","20002102","72002006","20002106","2018/01/01 12:00:00","1"
"72002007","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-7 (NORMAL)","0","20002102","72002007","20002107","2018/01/01 12:00:00","1"
"72002008","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-8 (NORMAL)","0","20002102","72002008","20002108","2018/01/01 12:00:00","1"
"72002009","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-9 (NORMAL)","0","20002102","72002009","20002109","2018/01/01 12:00:00","1"
"72002010","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-10 (NORMAL)","0","20002102","72002010","20002110","2018/01/01 12:00:00","1"
"72002011","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-11 (NORMAL)","0","20002102","72002011","20002111","2018/01/01 12:00:00","1"
"72002012","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-12 (NORMAL)","0","20002102","72002012","20002112","2018/01/01 12:00:00","1"
"72002013","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-13 (NORMAL)","0","20002102","72002013","20002113","2018/01/01 12:00:00","1"
"72002014","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-14 (NORMAL)","0","20002102","72002014","20002114","2018/01/01 12:00:00","1"
"72002015","9003","601","20002","2030/12/31 14:59:59","8004","0","完成活動任務1-15 (NORMAL)","0","20002102","72002015","20002115","2018/01/01 12:00:00","1"
"72002016","9003","601","20002","2030/12/31 14:59:59","8005","0","完成活動任務1-1 (HARD)","0","20002103","72002016","20002201","2018/01/01 12:00:00","1"
"72002017","9003","601","20002","2030/12/31 14:59:59","8005","0","完成活動任務1-2 (HARD)","0","20002103","72002017","20002202","2018/01/01 12:00:00","1"
"72002018","9003","601","20002","2030/12/31 14:59:59","8005","0","完成活動任務1-3 (HARD)","0","20002103","72002018","20002203","2018/01/01 12:00:00","1"
"72002019","9003","601","20002","2030/12/31 14:59:59","8005","0","完成活動任務1-4 (HARD)","0","20002103","72002019","20002204","2018/01/01 12:00:00","1"
"72002020","9003","601","20002","2030/12/31 14:59:59","8005","0","完成活動任務1-5 (HARD)","0","20002103","72002020","20002205","2018/01/01 12:00:00","1"
"72002021","9001","601","20002","2030/12/31 14:59:59","8006","0","打倒 1 隻阿爾瑪（NORMAL限定）","0","20002104","72002021","660002101","2018/01/01 12:00:00","1"
"72002022","9001","601","20002","2030/12/31 14:59:59","8007","0","打倒 1 隻阿爾瑪（HARD限定）","0","20002104","72002022","660002201","2018/01/01 12:00:00","1"
"72002023","9001","601","20002","2030/12/31 14:59:59","8010","0","打倒 1 隻阿爾瑪（VERY HARD限定）","0","20002104","72002023","660002301","2018/01/01 12:00:00","1"
"72003001","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-1 (NORMAL)","0","20003102","72003001","20003101","2018/01/01 12:00:00","1"
"72003002","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-2 (NORMAL)","0","20003102","72003002","20003102","2018/01/01 12:00:00","1"
"72003003","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-3 (NORMAL)","0","20003102","72003003","20003103","2018/01/01 12:00:00","1"
"72003004","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-4 (NORMAL)","0","20003102","72003004","20003104","2018/01/01 12:00:00","1"
"72003005","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-5 (NORMAL)","0","20003102","72003005","20003105","2018/01/01 12:00:00","1"
"72003006","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-6 (NORMAL)","0","20003102","72003006","20003106","2018/01/01 12:00:00","1"
"72003007","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-7 (NORMAL)","0","20003102","72003007","20003107","2018/01/01 12:00:00","1"
"72003008","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-8 (NORMAL)","0","20003102","72003008","20003108","2018/01/01 12:00:00","1"
"72003009","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-9 (NORMAL)","0","20003102","72003009","20003109","2018/01/01 12:00:00","1"
"72003010","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-10 (NORMAL)","0","20003102","72003010","20003110","2018/01/01 12:00:00","1"
"72003011","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-11 (NORMAL)","0","20003102","72003011","20003111","2018/01/01 12:00:00","1"
"72003012","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-12 (NORMAL)","0","20003102","72003012","20003112","2018/01/01 12:00:00","1"
"72003013","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-13 (NORMAL)","0","20003102","72003013","20003113","2018/01/01 12:00:00","1"
"72003014","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-14 (NORMAL)","0","20003102","72003014","20003114","2018/01/01 12:00:00","1"
"72003015","9003","601","20003","2030/12/31 14:59:59","8004","0","完成活動任務1-15 (NORMAL)","0","20003102","72003015","20003115","2018/01/01 12:00:00","1"
"72003016","9003","601","20003","2030/12/31 14:59:59","8005","0","完成活動任務1-1 (HARD)","0","20003103","72003016","20003201","2018/01/01 12:00:00","1"
"72003017","9003","601","20003","2030/12/31 14:59:59","8005","0","完成活動任務1-2 (HARD)","0","20003103","72003017","20003202","2018/01/01 12:00:00","1"
"72003018","9003","601","20003","2030/12/31 14:59:59","8005","0","完成活動任務1-3 (HARD)","0","20003103","72003018","20003203","2018/01/01 12:00:00","1"
"72003019","9003","601","20003","2030/12/31 14:59:59","8005","0","完成活動任務1-4 (HARD)","0","20003103","72003019","20003204","2018/01/01 12:00:00","1"
"72003020","9003","601","20003","2030/12/31 14:59:59","8005","0","完成活動任務1-5 (HARD)","0","20003103","72003020","20003205","2018/01/01 12:00:00","1"
"72003021","9001","601","20003","2030/12/31 14:59:59","8006","0","打倒 1 隻加爾格（NORMAL限定）","0","20003104","72003021","660003101","2018/01/01 12:00:00","1"
"72003022","9001","601","20003","2030/12/31 14:59:59","8007","0","打倒 1 隻加爾格（HARD限定）","0","20003104","72003022","660003201","2018/01/01 12:00:00","1"
"72003023","9001","601","20003","2030/12/31 14:59:59","8010","0","打倒 1 隻加爾格（VERY HARD限定）","0","20003104","72003023","660003301","2018/01/01 12:00:00","1"
"72004001","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-1 (NORMAL)","0","20004102","72004001","20004101","2020/09/30 16:00:00","1"
"72004002","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-2 (NORMAL)","0","20004102","72004002","20004102","2020/09/30 16:00:00","1"
"72004003","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-3 (NORMAL)","0","20004102","72004003","20004103","2020/09/30 16:00:00","1"
"72004004","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-4 (NORMAL)","0","20004102","72004004","20004104","2020/09/30 16:00:00","1"
"72004005","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-5 (NORMAL)","0","20004102","72004005","20004105","2020/09/30 16:00:00","1"
"72004006","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-6 (NORMAL)","0","20004102","72004006","20004106","2020/09/30 16:00:00","1"
"72004007","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-7 (NORMAL)","0","20004102","72004007","20004107","2020/09/30 16:00:00","1"
"72004008","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-8 (NORMAL)","0","20004102","72004008","20004108","2020/09/30 16:00:00","1"
"72004009","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-9 (NORMAL)","0","20004102","72004009","20004109","2020/09/30 16:00:00","1"
"72004010","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-10 (NORMAL)","0","20004102","72004010","20004110","2020/09/30 16:00:00","1"
"72004011","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-11 (NORMAL)","0","20004102","72004011","20004111","2020/09/30 16:00:00","1"
"72004012","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-12 (NORMAL)","0","20004102","72004012","20004112","2020/09/30 16:00:00","1"
"72004013","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-13 (NORMAL)","0","20004102","72004013","20004113","2020/09/30 16:00:00","1"
"72004014","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-14 (NORMAL)","0","20004102","72004014","20004114","2020/09/30 16:00:00","1"
"72004015","9003","601","20004","2030/12/31 14:59:59","8004","0","完成活動任務1-15 (NORMAL)","0","20004102","72004015","20004115","2020/09/30 16:00:00","1"
"72004016","9003","601","20004","2030/12/31 14:59:59","8005","0","完成活動任務1-1 (HARD)","0","20004103","72004016","20004201","2020/09/30 16:00:00","1"
"72004017","9003","601","20004","2030/12/31 14:59:59","8005","0","完成活動任務1-2 (HARD)","0","20004103","72004017","20004202","2020/09/30 16:00:00","1"
"72004018","9003","601","20004","2030/12/31 14:59:59","8005","0","完成活動任務1-3 (HARD)","0","20004103","72004018","20004203","2020/09/30 16:00:00","1"
"72004019","9003","601","20004","2030/12/31 14:59:59","8005","0","完成活動任務1-4 (HARD)","0","20004103","72004019","20004204","2020/09/30 16:00:00","1"
"72004020","9003","601","20004","2030/12/31 14:59:59","8005","0","完成活動任務1-5 (HARD)","0","20004103","72004020","20004205","2020/09/30 16:00:00","1"
"72004021","9001","601","20004","2030/12/31 14:59:59","8006","0","打倒 1 隻天塔帕斯（NORMAL限定）","0","20004104","72004021","660004101","2020/09/30 16:00:00","1"
"72004022","9001","601","20004","2030/12/31 14:59:59","8007","0","打倒 1 隻天塔帕斯（HARD限定）","0","20004104","72004022","660004201","2020/09/30 16:00:00","1"
"72004023","9001","601","20004","2030/12/31 14:59:59","8010","0","打倒1隻天塔帕斯(VERY HARD限定)","0","20004104","72004023","660004301","2020/09/30 16:00:00","1"
"72005001","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-1 (NORMAL)","0","20005102","72005001","20005101","2020/11/02 16:00:00","1"
"72005002","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-2 (NORMAL)","0","20005102","72005002","20005102","2020/11/02 16:00:00","1"
"72005003","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-3 (NORMAL)","0","20005102","72005003","20005103","2020/11/02 16:00:00","1"
"72005004","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-4 (NORMAL)","0","20005102","72005004","20005104","2020/11/02 16:00:00","1"
"72005005","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-5 (NORMAL)","0","20005102","72005005","20005105","2020/11/02 16:00:00","1"
"72005006","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-6 (NORMAL)","0","20005102","72005006","20005106","2020/11/02 16:00:00","1"
"72005007","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-7 (NORMAL)","0","20005102","72005007","20005107","2020/11/02 16:00:00","1"
"72005008","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-8 (NORMAL)","0","20005102","72005008","20005108","2020/11/02 16:00:00","1"
"72005009","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-9 (NORMAL)","0","20005102","72005009","20005109","2020/11/02 16:00:00","1"
"72005010","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-10 (NORMAL)","0","20005102","72005010","20005110","2020/11/02 16:00:00","1"
"72005011","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-11 (NORMAL)","0","20005102","72005011","20005111","2020/11/02 16:00:00","1"
"72005012","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-12 (NORMAL)","0","20005102","72005012","20005112","2020/11/02 16:00:00","1"
"72005013","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-13 (NORMAL)","0","20005102","72005013","20005113","2020/11/02 16:00:00","1"
"72005014","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-14 (NORMAL)","0","20005102","72005014","20005114","2020/11/02 16:00:00","1"
"72005015","9003","601","20005","2030/12/31 14:59:59","8004","0","完成活動任務1-15 (NORMAL)","0","20005102","72005015","20005115","2020/11/02 16:00:00","1"
"72005016","9003","601","20005","2030/12/31 14:59:59","8005","0","完成活動任務1-1 (HARD)","0","20005103","72005016","20005201","2020/11/02 16:00:00","1"
"72005017","9003","601","20005","2030/12/31 14:59:59","8005","0","完成活動任務1-2 (HARD)","0","20005103","72005017","20005202","2020/11/02 16:00:00","1"
"72005018","9003","601","20005","2030/12/31 14:59:59","8005","0","完成活動任務1-3 (HARD)","0","20005103","72005018","20005203","2020/11/02 16:00:00","1"
"72005019","9003","601","20005","2030/12/31 14:59:59","8005","0","完成活動任務1-4 (HARD)","0","20005103","72005019","20005204","2020/11/02 16:00:00","1"
"72005020","9003","601","20005","2030/12/31 14:59:59","8005","0","完成活動任務1-5 (HARD)","0","20005103","72005020","20005205","2020/11/02 16:00:00","1"
"72005021","9001","601","20005","2030/12/31 14:59:59","8006","0","打倒 1 隻島鯨（NORMAL限定）","0","20005104","72005021","660005101","2020/11/02 16:00:00","1"
"72005022","9001","601","20005","2030/12/31 14:59:59","8007","0","打倒 1 隻島鯨（HARD限定）","0","20005104","72005022","660005201","2020/11/02 16:00:00","1"
"72005023","9001","601","20005","2030/12/31 14:59:59","8010","0","打倒1隻島鯨(VERY HARD限定)","0","20005104","72005023","660005301","2020/11/02 16:00:00","1"
"72006001","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-1 (NORMAL)","0","20006102","72006001","20006101","2020/12/04 16:00:00","1"
"72006002","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-2 (NORMAL)","0","20006102","72006002","20006102","2020/12/04 16:00:00","1"
"72006003","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-3 (NORMAL)","0","20006102","72006003","20006103","2020/12/04 16:00:00","1"
"72006004","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-4 (NORMAL)","0","20006102","72006004","20006104","2020/12/04 16:00:00","1"
"72006005","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-5 (NORMAL)","0","20006102","72006005","20006105","2020/12/04 16:00:00","1"
"72006006","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-6 (NORMAL)","0","20006102","72006006","20006106","2020/12/04 16:00:00","1"
"72006007","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-7 (NORMAL)","0","20006102","72006007","20006107","2020/12/04 16:00:00","1"
"72006008","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-8 (NORMAL)","0","20006102","72006008","20006108","2020/12/04 16:00:00","1"
"72006009","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-9 (NORMAL)","0","20006102","72006009","20006109","2020/12/04 16:00:00","1"
"72006010","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-10 (NORMAL)","0","20006102","72006010","20006110","2020/12/04 16:00:00","1"
"72006011","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-11 (NORMAL)","0","20006102","72006011","20006111","2020/12/04 16:00:00","1"
"72006012","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-12 (NORMAL)","0","20006102","72006012","20006112","2020/12/04 16:00:00","1"
"72006013","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-13 (NORMAL)","0","20006102","72006013","20006113","2020/12/04 16:00:00","1"
"72006014","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-14 (NORMAL)","0","20006102","72006014","20006114","2020/12/04 16:00:00","1"
"72006015","9003","601","20006","2030/12/31 14:59:59","8004","0","完成活動任務1-15 (NORMAL)","0","20006102","72006015","20006115","2020/12/04 16:00:00","1"
"72006016","9003","601","20006","2030/12/31 14:59:59","8005","0","完成活動任務1-1 (HARD)","0","20006103","72006016","20006201","2020/12/04 16:00:00","1"
"72006017","9003","601","20006","2030/12/31 14:59:59","8005","0","完成活動任務1-2 (HARD)","0","20006103","72006017","20006202","2020/12/04 16:00:00","1"
"72006018","9003","601","20006","2030/12/31 14:59:59","8005","0","完成活動任務1-3 (HARD)","0","20006103","72006018","20006203","2020/12/04 16:00:00","1"
"72006019","9003","601","20006","2030/12/31 14:59:59","8005","0","完成活動任務1-4 (HARD)","0","20006103","72006019","20006204","2020/12/04 16:00:00","1"
"72006020","9003","601","20006","2030/12/31 14:59:59","8005","0","完成活動任務1-5 (HARD)","0","20006103","72006020","20006205","2020/12/04 16:00:00","1"
"72006021","9001","601","20006","2030/12/31 14:59:59","8006","0","打倒 1 隻亡靈鎧甲（NORMAL限定）","0","20006104","72006021","660006101","2020/12/04 16:00:00","1"
"72006022","9001","601","20006","2030/12/31 14:59:59","8007","0","打倒 1 隻亡靈鎧甲（HARD限定）","0","20006104","72006022","660006201","2020/12/04 16:00:00","1"
"72006023","9001","601","20006","2030/12/31 14:59:59","8010","0","打倒1隻亡靈鎧甲(VERY HARD限定)","0","20006104","72006023","660006301","2020/12/04 16:00:00","1"
"72007001","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-1 (NORMAL)","0","20007102","72007001","20007101","2021/01/20 16:00:00","1"
"72007002","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-2 (NORMAL)","0","20007102","72007002","20007102","2021/01/20 16:00:00","1"
"72007003","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-3 (NORMAL)","0","20007102","72007003","20007103","2021/01/20 16:00:00","1"
"72007004","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-4 (NORMAL)","0","20007102","72007004","20007104","2021/01/20 16:00:00","1"
"72007005","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-5 (NORMAL)","0","20007102","72007005","20007105","2021/01/20 16:00:00","1"
"72007006","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-6 (NORMAL)","0","20007102","72007006","20007106","2021/01/20 16:00:00","1"
"72007007","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-7 (NORMAL)","0","20007102","72007007","20007107","2021/01/20 16:00:00","1"
"72007008","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-8 (NORMAL)","0","20007102","72007008","20007108","2021/01/20 16:00:00","1"
"72007009","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-9 (NORMAL)","0","20007102","72007009","20007109","2021/01/20 16:00:00","1"
"72007010","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-10 (NORMAL)","0","20007102","72007010","20007110","2021/01/20 16:00:00","1"
"72007011","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-11 (NORMAL)","0","20007102","72007011","20007111","2021/01/20 16:00:00","1"
"72007012","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-12 (NORMAL)","0","20007102","72007012","20007112","2021/01/20 16:00:00","1"
"72007013","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-13 (NORMAL)","0","20007102","72007013","20007113","2021/01/20 16:00:00","1"
"72007014","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-14 (NORMAL)","0","20007102","72007014","20007114","2021/01/20 16:00:00","1"
"72007015","9003","601","20007","2030/12/31 14:59:59","8004","0","完成活動任務1-15 (NORMAL)","0","20007102","72007015","20007115","2021/01/20 16:00:00","1"
"72007016","9003","601","20007","2030/12/31 14:59:59","8005","0","完成活動任務1-1 (HARD)","0","20007103","72007016","20007201","2021/01/20 16:00:00","1"
"72007017","9003","601","20007","2030/12/31 14:59:59","8005","0","完成活動任務1-2 (HARD)","0","20007103","72007017","20007202","2021/01/20 16:00:00","1"
"72007018","9003","601","20007","2030/12/31 14:59:59","8005","0","完成活動任務1-3 (HARD)","0","20007103","72007018","20007203","2021/01/20 16:00:00","1"
"72007019","9003","601","20007","2030/12/31 14:59:59","8005","0","完成活動任務1-4 (HARD)","0","20007103","72007019","20007204","2021/01/20 16:00:00","1"
"72007020","9003","601","20007","2030/12/31 14:59:59","8005","0","完成活動任務1-5 (HARD)","0","20007103","72007020","20007205","2021/01/20 16:00:00","1"
"72007021","9001","601","20007","2030/12/31 14:59:59","8006","0","打倒1隻傑克南瓜布丁（NORMAL限定）","0","20007104","72007021","660007101","2021/01/20 16:00:00","1"
"72007022","9001","601","20007","2030/12/31 14:59:59","8007","0","打倒1隻傑克南瓜布丁（HARD限定）","0","20007104","72007022","660007201","2021/01/20 16:00:00","1"
