dffde981521f153c9c99f288b2c02eef48739a0511dcc4493d0a83532fe5f863,4fe5c56ab9ea657f60ae007d95e53c1eb6619040f3c15fd9ddb32565618b5dff,136259267c10ba63e765e79614ddf21489b15ab0208c5e9955f254aa78567a4f,c9aa10b10c7a5737b4c76050081eb0eebe4072d9f368a24353112beff75710d9,37337c8b9eb9ce8a5b023c0e64c0c81541dab40e7c47576fdcf20d1daa64fe6b
"30","927709","276","334","999"
"30","932134","277","335","999"
"30","936559","278","336","999"
"30","940984","279","337","999"
"30","945409","280","338","999"
"30","949834","281","339","999"
"30","954259","282","340","999"
"30","958684","283","341","999"
"30","963109","284","342","999"
"30","967534","285","343","999"
"30","971959","286","344","999"
"30","976384","287","345","999"
"30","980809","288","346","999"
"30","985234","289","347","999"
"30","989659","290","348","999"
"30","994084","291","349","999"
"30","998509","292","350","999"
"30","1002934","293","351","999"
"30","1007359","294","352","999"
"30","1011784","295","353","999"
"30","1016209","296","354","999"
"30","1020634","297","355","999"
"30","1025059","298","356","999"
"30","1029484","299","357","999"
"30","1033909","300","358","999"
"30","1038334","301","359","999"
"30","1042759","302","360","999"
"30","1047184","303","361","999"
"30","1051609","304","362","999"
"30","1056034","305","363","999"
"30","1060459","306","364","999"
"30","1064884","307","365","999"
"30","1069309","308","366","999"
"30","1073734","309","367","999"
"30","1078159","310","368","999"
"30","1082584","311","369","999"
"30","1087009","312","370","999"
"30","1091434","313","371","999"
"30","1095859","314","372","999"
"30","1100284","315","373","999"
"30","1104709","316","374","999"
"30","1109134","317","375","999"
"30","1113559","318","376","999"
"30","1117984","319","377","999"
"30","1122409","320","378","999"
"30","1126834","321","379","999"
"30","1131259","322","380","999"
"30","1135684","323","381","999"
"30","1140109","324","382","999"
"30","1144534","325","383","999"
"30","1148959","326","384","999"
"30","1153384","327","385","999"
"30","1157809","328","386","999"
"30","1162234","329","387","999"
"30","1166659","330","388","999"
"30","1171084","331","389","999"
"30","1175509","332","390","999"
"30","1179934","333","391","999"
"30","1184359","334","392","999"
"30","1188784","335","393","999"
"30","1193209","336","394","999"
"30","1197634","337","395","999"
"30","1202059","338","396","999"
"30","1206484","339","397","999"
"30","1210909","340","398","999"
"30","1215334","341","399","999"
"30","1219759","342","400","999"
"30","1224184","343","401","999"
"30","1228609","344","402","999"
"30","1233034","345","403","999"
"30","1237459","346","404","999"
"30","1241884","347","405","999"
"30","1246309","348","406","999"
"30","1250734","349","407","999"
"30","1255159","350","408","999"
"30","1259584","351","409","999"
"30","1264009","352","410","999"
"30","1268434","353","411","999"
"30","1272859","354","412","999"
"30","1277284","355","413","999"
"30","1281709","356","414","999"
"30","1286134","357","415","999"
"30","1290559","358","416","999"
"30","1294984","359","417","999"
