d059f5a3d1bf067850dbff00a3d9af03f291a3db89f63e44cac8c916b8cd7dd6,81c63178092721accb66c902fa0a0890b33c51ef619e49d72debbcd8b167e055,188479fefdc34cb85e0421f4cea4234736ccc3436386c0158af210e76f2ab3b6,7f0d1a28fe47cf34ebacaea01abb4e49fc70746d35fd271ea9a5a2d9f73944ab,d0a23935b3493bcf6395593aa9b8c98284027219a02e694cd65b10ed91886e07,2c417c2a0362d54a17e506010320bd12ec53b2f414d88fa0a6213ed9b7e99224,c88fd867519072cb2724fa94bcd68794102a5e606929455edb72a052ce0187ab
"87","0","3","2023/07/22 04:59:59","9006005","2023/07/21 05:00:00","80008"
"88","0","3","2023/07/23 04:59:59","9006006","2023/07/22 05:00:00","80008"
"89","0","3","2023/07/24 04:59:59","9006007","2023/07/23 05:00:00","80008"
"90","0","3","2023/07/25 04:59:59","9006008","2023/07/24 05:00:00","80008"
"91","0","3","2023/07/26 04:59:59","9006009","2023/07/25 05:00:00","80008"
"92","0","3","2023/07/27 04:59:59","9006010","2023/07/26 05:00:00","80008"
"93","0","3","2023/07/28 04:59:59","9006011","2023/07/27 05:00:00","80008"
"94","0","3","2023/07/29 04:59:59","9006012","2023/07/28 05:00:00","80008"
"95","0","3","2023/07/30 04:59:59","9006013","2023/07/29 05:00:00","80008"
"96","0","3","2023/07/31 04:59:59","9006014","2023/07/30 05:00:00","80008"
"97","0","3","2023/08/01 04:59:59","9006015","2023/07/31 05:00:00","80008"
"98","1","3","2023/08/02 04:59:59","9006016","2023/08/01 05:00:00","80008"
"99","0","3","2024/01/25 04:59:59","9007001","2024/01/24 05:00:00","80009"
"100","0","3","2024/01/26 04:59:59","9007002","2024/01/25 05:00:00","80009"
"101","0","3","2024/01/27 04:59:59","9007003","2024/01/26 05:00:00","80009"
"102","0","3","2024/01/28 04:59:59","9007004","2024/01/27 05:00:00","80009"
"103","0","3","2024/01/29 04:59:59","9007005","2024/01/28 05:00:00","80009"
"104","0","3","2024/01/30 04:59:59","9007006","2024/01/29 05:00:00","80009"
"105","0","3","2024/01/31 04:59:59","9007007","2024/01/30 05:00:00","80009"
"106","0","3","2024/02/01 04:59:59","9007008","2024/01/31 05:00:00","80009"
"107","0","3","2024/02/02 04:59:59","9007009","2024/02/01 05:00:00","80009"
"108","0","3","2024/02/03 04:59:59","9007010","2024/02/02 05:00:00","80009"
"109","0","3","2024/02/04 04:59:59","9007011","2024/02/03 05:00:00","80009"
"110","0","3","2024/02/05 04:59:59","9007012","2024/02/04 05:00:00","80009"
"111","0","3","2024/02/06 04:59:59","9007013","2024/02/05 05:00:00","80009"
"112","0","3","2024/02/07 04:59:59","9007014","2024/02/06 05:00:00","80009"
"113","1","3","2024/02/08 04:59:59","9007015","2024/02/07 05:00:00","80009"
"114","0","0","2024/04/06 04:59:59","400","2024/04/04 05:00:00","70010"
"115","0","0","2024/04/08 04:59:59","401","2024/04/06 05:00:00","70012"
"116","0","1","0","440","0","70011"
"117","0","3","2024/07/18 04:59:59","9008001","2024/07/17 05:00:00","80010"
"118","0","3","2024/07/19 04:59:59","9008002","2024/07/18 05:00:00","80010"
"119","0","3","2024/07/20 04:59:59","9008003","2024/07/19 05:00:00","80010"
"120","0","3","2024/07/21 04:59:59","9008004","2024/07/20 05:00:00","80010"
"121","0","3","2024/07/22 04:59:59","9008005","2024/07/21 05:00:00","80010"
"122","0","3","2024/07/23 04:59:59","9008006","2024/07/22 05:00:00","80010"
"123","0","3","2024/07/24 04:59:59","9008007","2024/07/23 05:00:00","80010"
"124","0","3","2024/07/25 04:59:59","9008008","2024/07/24 05:00:00","80010"
"125","0","3","2024/07/26 04:59:59","9008009","2024/07/25 05:00:00","80010"
"126","0","3","2024/07/27 04:59:59","9008010","2024/07/26 05:00:00","80010"
"127","0","3","2024/07/28 04:59:59","9008011","2024/07/27 05:00:00","80010"
"128","1","3","2024/07/29 04:59:59","9008012","2024/07/28 05:00:00","80010"
"129","1","3","2024/07/30 04:59:59","9008013","2024/07/29 05:00:00","80010"
"130","1","3","2024/07/31 04:59:59","9008014","2024/07/30 05:00:00","80010"
"131","1","3","2024/08/01 04:59:59","9008015","2024/07/31 05:00:00","80010"
"132","1","3","2024/08/02 04:59:59","9008016","2024/08/01 05:00:00","80010"
"133","0","3","2025/01/19 04:59:59","9009001","2025/01/18 05:00:00","80011"
"134","0","3","2025/01/20 04:59:59","9009002","2025/01/19 05:00:00","80011"
"135","0","3","2025/01/21 04:59:59","9009003","2025/01/20 05:00:00","80011"
"136","0","3","2025/01/22 04:59:59","9009004","2025/01/21 05:00:00","80011"
"137","0","3","2025/01/23 04:59:59","9009005","2025/01/22 05:00:00","80011"
"138","0","3","2025/01/24 04:59:59","9009006","2025/01/23 05:00:00","80011"
"139","0","3","2025/01/25 04:59:59","9009007","2025/01/24 05:00:00","80011"
"140","0","3","2025/01/26 04:59:59","9009008","2025/01/25 05:00:00","80011"
"141","0","3","2025/01/27 04:59:59","9009009","2025/01/26 05:00:00","80011"
"142","0","3","2025/01/28 04:59:59","9009010","2025/01/27 05:00:00","80011"
"143","0","3","2025/01/29 04:59:59","9009011","2025/01/28 05:00:00","80011"
"144","0","3","2025/01/30 04:59:59","9009012","2025/01/29 05:00:00","80011"
"145","0","3","2025/01/31 04:59:59","9009013","2025/01/30 05:00:00","80011"
"146","0","3","2025/02/01 04:59:59","9009014","2025/01/31 05:00:00","80011"
"147","1","3","2025/02/02 04:59:59","9009015","2025/02/01 05:00:00","80011"
"148","0","0","2025/04/04 04:59:59","400","2025/04/03 05:00:00","70014"
"149","0","0","2025/04/05 04:59:59","401","2025/04/04 05:00:00","70015"
"150","0","1","0","441","0","70013"
"151","0","3","2025/07/25 04:59:59","9010001","2025/07/24 05:00:00","80012"
"152","0","3","2025/07/26 04:59:59","9010002","2025/07/25 05:00:00","80012"
"153","0","3","2025/07/27 04:59:59","9010003","2025/07/26 05:00:00","80012"
"154","0","3","2025/07/28 04:59:59","9010004","2025/07/27 05:00:00","80012"
"155","0","3","2025/07/29 04:59:59","9010005","2025/07/28 05:00:00","80012"
"156","0","3","2025/07/30 04:59:59","9010006","2025/07/29 05:00:00","80012"
"157","0","3","2025/07/31 04:59:59","9010007","2025/07/30 05:00:00","80012"
"158","0","3","2025/08/01 04:59:59","9010008","2025/07/31 05:00:00","80012"
"159","0","0","2025/08/24 04:59:59","442","2025/08/01 16:00:00","70016"
