26e9f532f21ae1b5217d968c7544a6ab7e8e1fd836a680932f6c470b90bd85e8,26a45454b393e82f58645b509c61dbd5b12bb0d458ecd5f83445e468356406cc,6b36ae3a35e069cf90ca1f4832875511612d472ff9a61bdcfa912d67d37c16d5,d3426d2e1dabcccfe128c879af607294be66708ec6f50ff1727f1897206c2389,483ee5fc8aa67533d4754345f3694d4ea2bc8c47704ea0f1c140abc611385cb6,028981724cde3b1d9eac17947c29fc3f4d33d1b7a81277622dfd6a388c61db2b,c8f04c1ec6c8f0c673ec83bc150c628bfad450d40ac5266fee01040f31c42406,ce14d86d5b442eb46a3aa00478bf2b5133ea509a2e79140aea77658850fb9dcb,2a987b74088c4c243cb15d261941e5fbd331d345e54157e62d8302167daa661b,91f5b0c5383e5de12afc70d061925a97e6ea0ba2fcf63943e4adba9e869d3777,e9af5c6856c3bc32d1d35c10450f1a9b9be4a2629665f08f816fefe828ab29f9,64c65056db04abb477b9afa447f5ca0146161d92f7429985ed036667b53aed74
"10013","0","0","0","0","1001303","0","0","0","0","0","1001302"
"10013","0","0","3","0","1001304","0","0","0","0","0","0"
"10014","0","0","0","2019/08/19 12:00:00","1001401","0","10014201","10014115","0","1001402","0"
"10014","0","0","0","0","1001402","0","0","0","0","1001403","1001401"
"10014","0","0","0","0","1001403","0","0","0","0","0","1001402"
"10015","0","0","0","2019/09/09 12:00:00","1001501","0","10015201","10015115","0","1001502","0"
"10015","0","0","0","0","1001502","0","0","0","0","1001503","1001501"
"10015","0","0","0","0","1001503","0","0","0","0","0","1001502"
"10015","0","0","3","0","1001504","0","0","0","0","0","0"
"10016","0","0","0","2019/09/20 12:00:00","1001601","0","10016201","10016115","0","1001602","0"
"10016","0","0","0","0","1001602","0","0","0","0","1001603","1001601"
"10016","0","0","0","0","1001603","0","0","0","0","0","1001602"
"10017","0","0","0","2019/10/08 12:00:00","1001701","0","10017201","10017115","0","1001702","0"
"10017","0","0","0","0","1001702","0","0","0","0","1001703","1001701"
"10017","0","0","0","0","1001703","0","0","0","0","0","1001702"
"10017","0","0","3","0","1001704","0","0","0","0","0","0"
"10017","0","0","0","0","1001705","0","0","0","0","0","1001704"
"10018","0","0","0","2019/10/20 12:00:00","1001801","0","10018201","10018115","0","1001802","0"
"10018","0","0","0","0","1001802","0","0","0","0","1001803","1001801"
"10018","0","0","0","0","1001803","0","0","0","0","0","1001802"
"10019","0","0","0","2019/11/08 12:00:00","1001901","0","10019201","10019115","0","1001902","0"
"10019","0","0","0","0","1001902","0","0","0","0","1001903","1001901"
"10019","0","0","0","0","1001903","0","0","0","0","1001904","1001902"
"10019","0","0","0","0","1001904","0","0","0","0","0","1001903"
"10019","0","0","0","0","1001905","0","0","0","0","0","1001904"
"10020","0","0","0","2019/11/20 12:00:00","1002001","0","10020201","10020115","0","1002002","0"
"10020","0","0","0","0","1002002","0","0","0","0","1002003","1002001"
"10020","0","0","0","0","1002003","0","0","0","0","0","1002002"
"10021","0","0","0","2019/12/09 12:00:00","1002101","0","10021201","10021115","0","1002102","0"
"10021","0","0","0","0","1002102","0","0","0","0","1002103","1002101"
"10021","0","0","0","0","1002103","0","0","0","0","1002104","1002102"
"10021","0","0","0","0","1002104","0","0","0","0","0","1002103"
"10021","0","0","0","0","1002105","0","0","0","0","0","1002104"
"10022","0","0","0","2019/12/20 12:00:00","1002201","0","10022201","10022115","0","1002202","0"
"10022","0","0","0","0","1002202","0","0","0","0","1002203","1002201"
"10022","0","0","0","0","1002203","0","0","0","0","0","1002202"
"10023","0","0","0","2020/01/09 12:00:00","1002301","0","10023201","10023115","0","1002302","0"
"10023","0","0","0","0","1002302","0","0","0","0","1002303","1002301"
"10023","0","0","0","0","1002303","0","0","0","0","1002304","1002302"
"10023","0","0","0","0","1002304","0","0","0","0","0","1002303"
"10023","0","0","0","0","1002305","0","0","0","0","0","1002304"
"10024","0","0","0","2020/01/19 12:00:00","1002401","0","10024201","10024115","0","1002402","0"
"10024","0","0","0","0","1002402","0","0","0","0","1002403","1002401"
"10024","0","0","0","0","1002403","0","0","0","0","0","1002402"
"10025","0","0","0","2020/02/11 12:00:00","1002501","0","10025201","10025115","0","1002502","0"
"10025","0","0","0","0","1002502","0","0","0","0","1002503","1002501"
"10025","0","0","0","0","1002503","0","0","0","0","1002504","1002502"
"10025","0","0","0","0","1002504","0","0","0","0","0","1002503"
"10025","0","0","0","0","1002505","0","0","0","0","0","1002504"
"10026","0","0","0","2020/02/21 12:00:00","1002601","0","10026201","10026115","0","1002602","0"
"10026","0","0","0","0","1002602","0","0","0","0","1002603","1002601"
"10026","0","0","0","0","1002603","0","0","0","0","0","1002602"
"10027","0","0","0","2020/03/09 12:00:00","1002701","0","10027201","10027115","0","1002702","0"
"10027","0","0","0","0","1002702","0","0","0","0","1002703","1002701"
"10027","0","0","0","0","1002703","0","0","0","0","1002704","1002702"
"10027","0","0","0","0","1002704","0","0","0","0","0","1002703"
"10027","0","0","0","0","1002705","0","0","0","0","0","1002704"
"10028","0","0","0","2020/03/19 12:00:00","1002801","0","10028201","10028115","0","1002802","0"
"10028","0","0","0","0","1002802","0","0","0","0","1002803","1002801"
"10028","0","0","0","0","1002803","0","0","0","0","0","1002802"
"10029","0","0","0","2020/04/08 12:00:00","1002901","0","10029201","10029115","0","1002902","0"
"10029","0","0","0","0","1002902","0","0","0","0","1002903","1002901"
"10029","0","0","0","0","1002903","0","0","0","0","1002904","1002902"
"10029","0","0","0","0","1002904","0","0","0","0","0","1002903"
"10029","0","0","0","0","1002905","0","0","0","0","0","1002904"
"10030","0","0","0","2020/04/18 12:00:00","1003001","0","10030201","10030115","0","1003002","0"
"10030","0","0","0","0","1003002","0","0","0","0","1003003","1003001"
"10030","0","0","0","0","1003003","0","0","0","0","0","1003002"
"10031","0","0","0","2020/05/12 12:00:00","1003101","0","10031201","10031115","0","1003102","0"
"10031","0","0","0","0","1003102","0","0","0","0","1003103","1003101"
"10031","0","0","0","0","1003103","0","0","0","0","1003104","1003102"
"10031","0","0","0","0","1003104","0","0","0","0","0","1003103"
"10031","0","0","0","0","1003105","0","0","0","0","0","1003104"
"10032","0","0","0","2020/05/22 12:00:00","1003201","0","10032201","10032115","0","1003202","0"
"10032","0","0","0","0","1003202","0","0","0","0","1003203","1003201"
"10032","0","0","0","0","1003203","0","0","0","0","0","1003202"
"10033","0","0","0","2020/06/10 12:00:00","1003301","0","10033201","10033115","0","1003302","0"
"10033","0","0","0","0","1003302","0","0","0","0","1003303","1003301"
"10033","0","0","0","0","1003303","0","0","0","0","1003304","1003302"
"10033","0","0","0","0","1003304","0","0","0","0","0","1003303"
"10033","0","0","0","0","1003305","0","0","0","0","0","1003304"
"10034","0","0","0","2020/06/20 12:00:00","1003401","0","10034201","10034115","0","1003402","0"
"10034","0","0","0","0","1003402","0","0","0","0","1003403","1003401"
"10034","0","0","0","0","1003403","0","0","0","0","1003404","1003402"
"10034","0","0","0","0","1003404","0","0","0","0","0","1003403"
"10034","0","0","0","0","1003405","0","0","0","0","0","1003404"
"10035","0","0","0","2020/10/07 12:00:00","1003501","0","10035201","10035115","0","1003502","0"
"10035","0","0","0","0","1003502","0","0","0","0","1003503","1003501"
"10035","0","0","0","0","1003503","0","0","0","0","1003504","1003502"
"10035","0","0","0","0","1003504","0","0","0","0","0","1003503"
"10035","0","0","0","0","1003505","0","0","0","0","0","1003504"
"10036","0","0","0","2020/10/19 12:00:00","1003601","0","10036201","10036115","0","1003602","0"
"10036","0","0","0","0","1003602","0","0","0","0","1003603","1003601"
"10036","0","0","0","0","1003603","0","0","0","0","1003604","1003602"
"10036","0","0","0","0","1003604","0","0","0","0","0","1003603"
"10036","0","0","0","0","1003605","0","0","0","0","0","1003604"
"10037","0","0","0","2020/08/20 12:00:00","1003701","0","10037201","10037115","0","1003702","0"
"10037","0","0","0","0","1003702","0","0","0","0","1003703","1003701"
"10037","0","0","0","0","1003703","0","0","0","0","1003704","1003702"
"10037","0","0","0","0","1003704","0","0","0","0","0","1003703"
"10037","0","0","0","0","1003705","0","0","0","0","0","1003704"
"10038","0","0","0","2020/07/09 12:00:00","1003801","0","10038201","10038115","0","1003802","0"
"10038","0","0","0","0","1003802","0","0","0","0","1003803","1003801"
"10038","0","0","0","0","1003803","0","0","0","0","1003804","1003802"
"10038","0","0","0","0","1003804","0","0","0","0","0","1003803"
"10038","0","0","0","0","1003805","0","0","0","0","0","1003804"
"10039","0","0","0","2020/07/19 12:00:00","1003901","0","10039201","10039115","0","1003902","0"
"10039","0","0","0","0","1003902","0","0","0","0","1003903","1003901"
"10039","0","0","0","0","1003903","0","0","0","0","1003904","1003902"
"10039","0","0","0","0","1003904","0","0","0","0","0","1003903"
"10039","0","0","0","0","1003905","0","0","0","0","0","1003904"
"10040","0","0","0","2020/08/10 12:00:00","1004001","0","10040201","10040115","0","1004002","0"
"10040","0","0","0","0","1004002","0","0","0","0","1004003","1004001"
"10040","0","0","0","0","1004003","0","0","0","0","1004004","1004002"
"10040","0","0","0","0","1004004","0","0","0","0","0","1004003"
"10040","0","0","0","0","1004005","0","0","0","0","0","1004004"
"10041","0","0","0","2020/09/21 12:00:00","1004101","0","10041201","10041115","0","1004102","0"
"10041","0","0","0","0","1004102","0","0","0","0","1004103","1004101"
"10041","0","0","0","0","1004103","0","0","0","0","1004104","1004102"
"10041","0","0","0","0","1004104","0","0","0","0","0","1004103"
"10041","0","0","0","0","1004105","0","0","0","0","0","1004104"
"10042","0","0","0","2020/09/11 16:00:00","1004201","0","10042201","10042115","0","1004202","0"
"10042","0","0","0","0","1004202","0","0","0","0","1004203","1004201"
"10042","0","0","0","0","1004203","0","0","0","0","1004204","1004202"
"10042","0","0","0","0","1004204","0","0","0","0","0","1004203"
"10042","0","0","0","0","1004205","0","0","0","0","0","1004204"
"10043","0","0","0","2020/10/22 12:00:00","1004301","0","10043201","10043115","0","1004302","0"
"10043","0","0","0","0","1004302","0","0","0","0","1004303","1004301"
"10043","0","0","0","0","1004303","0","0","0","0","1004304","1004302"
"10043","0","0","0","0","1004304","0","0","0","0","0","1004303"
"10043","0","0","0","0","1004305","0","0","0","0","0","1004304"
"10044","0","0","0","2020/11/09 12:00:00","1004401","0","10044201","10044115","0","1004402","0"
"10044","0","0","0","0","1004402","0","0","0","0","1004403","1004401"
"10044","0","0","0","0","1004403","0","0","0","0","1004404","1004402"
"10044","0","0","0","0","1004404","0","0","0","0","0","1004403"
"10044","0","0","0","0","1004405","0","0","0","0","0","1004404"
"10045","0","0","0","2020/11/20 12:00:00","1004501","0","10045201","10045115","0","1004502","0"
"10045","0","0","0","0","1004502","0","0","0","0","1004503","1004501"
"10045","0","0","0","0","1004503","0","0","0","0","1004504","1004502"
"10045","0","0","0","0","1004504","0","0","0","0","0","1004503"
"10045","0","0","0","0","1004505","0","0","0","0","0","1004504"
"10046","0","0","0","2020/12/11 12:00:00","1004601","0","10046201","10046115","0","1004602","0"
"10046","0","0","0","0","1004602","0","0","0","0","1004603","1004601"
"10046","0","0","0","0","1004603","0","0","0","0","1004604","1004602"
"10046","0","0","0","0","1004604","0","0","0","0","0","1004603"
"10046","0","0","0","0","1004605","0","0","0","0","0","1004604"
"10047","0","0","0","2020/12/21 12:00:00","1004701","0","10047201","10047115","0","1004702","0"
"10047","0","0","0","0","1004702","0","0","0","0","1004703","1004701"
"10047","0","0","0","0","1004703","0","0","0","0","1004704","1004702"
"10047","0","0","0","0","1004704","0","0","0","0","0","1004703"
"10047","0","0","0","0","1004705","0","0","0","0","0","1004704"
"10048","0","0","0","2021/01/07 12:00:00","1004801","0","10048201","10048115","0","1004802","0"
"10048","0","0","0","0","1004802","0","0","0","0","1004803","1004801"
"10048","0","0","0","0","1004803","0","0","0","0","1004804","1004802"
"10048","0","0","0","0","1004804","0","0","0","0","0","1004803"
"10048","0","0","0","0","1004805","0","0","0","0","0","1004804"
"10049","0","0","0","2021/01/21 12:00:00","1004901","0","10049201","10049115","0","1004902","0"
"10049","0","0","0","0","1004902","0","0","0","0","1004903","1004901"
"10049","0","0","0","0","1004903","0","0","0","0","1004904","1004902"
"10049","0","0","0","0","1004904","0","0","0","0","0","1004903"
"10049","0","0","0","0","1004905","0","0","0","0","0","1004904"
"10050","0","0","0","2021/02/08 12:00:00","1005001","0","10050201","10050115","0","1005002","0"
"10050","0","0","0","0","1005002","0","0","0","0","1005003","1005001"
"10050","0","0","0","0","1005003","0","0","0","0","1005004","1005002"
"10050","0","0","0","0","1005004","0","0","0","0","0","1005003"
"10050","0","0","0","0","1005005","0","0","0","0","0","1005004"
"10051","0","0","0","2021/02/22 12:00:00","1005101","0","10051201","10051115","0","1005102","0"
"10051","0","0","0","0","1005102","0","0","0","0","1005103","1005101"
"10051","0","0","0","0","1005103","0","0","0","0","1005104","1005102"
"10051","0","0","0","0","1005104","0","0","0","0","0","1005103"
"10051","0","0","0","0","1005105","0","0","0","0","0","1005104"
"10052","0","0","0","2021/03/09 12:00:00","1005201","0","10052201","10052115","0","1005202","0"
"10052","0","0","0","0","1005202","0","0","0","0","1005203","1005201"
"10052","0","0","0","0","1005203","0","0","0","0","1005204","1005202"
"10052","0","0","0","0","1005204","0","0","0","0","0","1005203"
"10052","0","0","0","0","1005205","0","0","0","0","0","1005204"
"10053","0","0","0","2021/04/21 12:00:00","1005301","0","10053201","10053115","0","1005302","0"
"10053","0","0","0","0","1005302","0","0","0","0","1005303","1005301"
"10053","0","0","0","0","1005303","0","0","0","0","1005304","1005302"
"10053","0","0","0","0","1005304","0","0","0","0","0","1005303"
"10053","0","0","0","0","1005305","0","0","0","0","0","1005304"
"10054","0","0","0","2021/04/08 12:00:00","1005401","0","10054201","10054115","0","1005402","0"
"10054","0","0","0","0","1005402","0","0","0","0","1005403","1005401"
"10054","0","0","0","0","1005403","0","0","0","0","1005404","1005402"
"10054","0","0","0","0","1005404","0","0","0","0","0","1005403"
"10054","0","0","0","0","1005405","0","0","0","0","0","1005404"
"10055","0","0","0","2021/03/20 12:00:00","1005501","0","10055201","10055115","0","1005502","0"
"10055","0","0","0","0","1005502","0","0","0","0","1005503","1005501"
"10055","0","0","0","0","1005503","0","0","0","0","1005504","1005502"
"10055","0","0","0","0","1005504","0","0","0","0","0","1005503"
"10055","0","0","0","0","1005505","0","0","0","0","0","1005504"
"10056","0","0","0","2021/05/11 12:00:00","1005601","0","10056201","10056115","0","1005602","0"
"10056","0","0","0","0","1005602","0","0","0","0","1005603","1005601"
"10056","0","0","0","0","1005603","0","0","0","0","1005604","1005602"
"10056","0","0","0","0","1005604","0","0","0","0","0","1005603"
"10056","0","0","0","0","1005605","0","0","0","0","0","1005604"
"10057","0","0","0","2021/05/22 12:00:00","1005701","0","10057201","10057115","0","1005702","0"
"10057","0","0","0","0","1005702","0","0","0","0","1005703","1005701"
"10057","0","0","0","0","1005703","0","0","0","0","1005704","1005702"
"10057","0","0","0","0","1005704","0","0","0","0","0","1005703"
"10057","0","0","0","0","1005705","0","0","0","0","0","1005704"
"10058","0","0","0","2021/06/09 12:00:00","1005801","0","10058201","10058115","0","1005802","0"
"10058","0","0","0","0","1005802","0","0","0","0","1005803","1005801"
"10058","0","0","0","0","1005803","0","0","0","0","1005804","1005802"
"10058","0","0","0","0","1005804","0","0","0","0","0","1005803"
"10058","0","0","0","0","1005805","0","0","0","0","0","1005804"
"10059","0","0","0","2021/06/19 12:00:00","1005901","0","10059201","10059115","0","1005902","0"
"10059","0","0","0","0","1005902","0","0","0","0","1005903","1005901"
"10059","0","0","0","0","1005903","0","0","0","0","1005904","1005902"
"10059","0","0","0","0","1005904","0","0","0","0","0","1005903"
"10059","0","0","0","0","1005905","0","0","0","0","0","1005904"
"10060","0","0","0","2021/06/21 12:00:00","1006001","0","10060201","10060115","0","1006002","0"
"10060","0","0","0","0","1006002","0","0","0","0","1006003","1006001"
"10060","0","0","0","0","1006003","0","0","0","0","1006004","1006002"
"10060","0","0","0","0","1006004","0","0","0","0","0","1006003"
"10060","0","0","0","0","1006005","0","0","0","0","0","1006004"
"10061","0","0","0","2021/07/12 12:00:00","1006101","0","10061201","10061115","0","1006102","0"
"10061","0","0","0","0","1006102","0","0","0","0","1006103","1006101"
"10061","0","0","0","0","1006103","0","0","0","0","1006104","1006102"
"10061","0","0","0","0","1006104","0","0","0","0","0","1006103"
"10061","0","0","0","0","1006105","0","0","0","0","0","1006104"
"10062","0","0","0","2021/08/13 12:00:00","1006201","0","10062201","10062115","0","1006202","0"
"10062","0","0","0","0","1006202","0","0","0","0","1006203","1006201"
"10062","0","0","0","0","1006203","0","0","0","0","1006204","1006202"
"10062","0","0","0","0","1006204","0","0","0","0","0","1006203"
"10062","0","0","0","0","1006205","0","0","0","0","0","1006204"
"10063","0","0","0","2021/08/21 12:00:00","1006301","0","10063201","10063115","0","1006302","0"
"10063","0","0","0","0","1006302","0","0","0","0","1006303","1006301"
"10063","0","0","0","0","1006303","0","0","0","0","1006304","1006302"
"10063","0","0","0","0","1006304","0","0","0","0","0","1006303"
"10063","0","0","0","0","1006305","0","0","0","0","0","1006304"
"10064","0","0","0","2021/08/09 12:00:00","1006401","0","10064201","10064115","0","1006402","0"
"10064","0","0","0","0","1006402","0","0","0","0","1006403","1006401"
"10064","0","0","0","0","1006403","0","0","0","0","1006404","1006402"
"10064","0","0","0","0","1006404","0","0","0","0","0","1006403"
"10064","0","0","0","0","1006405","0","0","0","0","0","1006404"
"10065","0","0","0","2021/07/22 12:00:00","1006501","0","10065201","10065115","0","1006502","0"
"10065","0","0","0","0","1006502","0","0","0","0","1006503","1006501"
"10065","0","0","0","0","1006503","0","0","0","0","1006504","1006502"
"10065","0","0","0","0","1006504","0","0","0","0","0","1006503"
"10065","0","0","0","0","1006505","0","0","0","0","0","1006504"
"10066","0","0","0","2021/09/08 12:00:00","1006601","0","10066201","10066115","0","1006602","0"
"10066","0","0","0","0","1006602","0","0","0","0","1006603","1006601"
"10066","0","0","0","0","1006603","0","0","0","0","1006604","1006602"
"10066","0","0","0","0","1006604","0","0","0","0","0","1006603"
"10066","0","0","0","0","1006605","0","0","0","0","0","1006604"
"10067","0","0","0","2021/09/20 12:00:00","1006701","0","10067201","10067115","0","1006702","0"
"10067","0","0","0","0","1006702","0","0","0","0","1006703","1006701"
"10067","0","0","0","0","1006703","0","0","0","0","1006704","1006702"
"10067","0","0","0","0","1006704","0","0","0","0","0","1006703"
"10067","0","0","0","0","1006705","0","0","0","0","0","1006704"
"10068","0","0","0","2021/10/08 12:00:00","1006801","0","10068201","10068115","0","1006802","0"
"10068","0","0","0","0","1006802","0","0","0","0","1006803","1006801"
"10068","0","0","0","0","1006803","0","0","0","0","1006804","1006802"
"10068","0","0","0","0","1006804","0","0","0","0","0","1006803"
"10068","0","0","0","0","1006805","0","0","0","0","0","1006804"
"10069","0","0","0","2021/10/21 12:00:00","1006901","0","10069201","10069115","0","1006902","0"
"10069","0","0","0","0","1006902","0","0","0","0","1006903","1006901"
"10069","0","0","0","0","1006903","0","0","0","0","1006904","1006902"
"10069","0","0","0","0","1006904","0","0","0","0","0","1006903"
"10069","0","0","0","0","1006905","0","0","0","0","0","1006904"
"10070","0","0","0","2021/11/08 12:00:00","1007001","0","10070201","10070115","0","1007002","0"
"10070","0","0","0","0","1007002","0","0","0","0","1007003","1007001"
"10070","0","0","0","0","1007003","0","0","0","0","1007004","1007002"
"10070","0","0","0","0","1007004","0","0","0","0","0","1007003"
"10070","0","0","0","0","1007005","0","0","0","0","0","1007004"
"10071","0","0","0","2021/11/21 12:00:00","1007101","0","10071201","10071115","0","1007102","0"
"10071","0","0","0","0","1007102","0","0","0","0","1007103","1007101"
"10071","0","0","0","0","1007103","0","0","0","0","1007104","1007102"
"10071","0","0","0","0","1007104","0","0","0","0","0","1007103"
"10071","0","0","0","0","1007105","0","0","0","0","0","1007104"
"10072","0","0","0","2021/12/09 12:00:00","1007201","0","10072201","10072115","0","1007202","0"
"10072","0","0","0","0","1007202","0","0","0","0","1007203","1007201"
"10072","0","0","0","0","1007203","0","0","0","0","1007204","1007202"
"10072","0","0","0","0","1007204","0","0","0","0","0","1007203"
"10072","0","0","0","0","1007205","0","0","0","0","0","1007204"
"10073","0","0","0","2021/12/20 12:00:00","1007301","0","10073201","10073115","0","1007302","0"
"10073","0","0","0","0","1007302","0","0","0","0","1007303","1007301"
"10073","0","0","0","0","1007303","0","0","0","0","1007304","1007302"
"10073","0","0","0","0","1007304","0","0","0","0","0","1007303"
"10073","0","0","0","0","1007305","0","0","0","0","0","1007304"
"10074","0","0","0","2022/01/10 12:00:00","1007401","0","10074201","10074115","0","1007402","0"
"10074","0","0","0","0","1007402","0","0","0","0","1007403","1007401"
"10074","0","0","0","0","1007403","0","0","0","0","1007404","1007402"
"10074","0","0","0","0","1007404","0","0","0","0","0","1007403"
"10074","0","0","0","0","1007405","0","0","0","0","0","1007404"
"10075","0","0","0","2022/01/22 12:00:00","1007501","0","10075201","10075115","0","1007502","0"
"10075","0","0","0","0","1007502","0","0","0","0","1007503","1007501"
"10075","0","0","0","0","1007503","0","0","0","0","1007504","1007502"
"10075","0","0","0","0","1007504","0","0","0","0","0","1007503"
"10075","0","0","0","0","1007505","0","0","0","0","0","1007504"
"10076","0","0","0","2022/02/08 12:00:00","1007601","0","10076201","10076115","0","1007602","0"
"10076","0","0","0","0","1007602","0","0","0","0","1007603","1007601"
"10076","0","0","0","0","1007603","0","0","0","0","1007604","1007602"
"10076","0","0","0","0","1007604","0","0","0","0","0","1007603"
"10076","0","0","0","0","1007605","0","0","0","0","0","1007604"
"10077","0","0","0","2022/02/19 12:00:00","1007701","0","10077201","10077115","0","1007702","0"
"10077","0","0","0","0","1007702","0","0","0","0","1007703","1007701"
"10077","0","0","0","0","1007703","0","0","0","0","1007704","1007702"
"10077","0","0","0","0","1007704","0","0","0","0","0","1007703"
"10077","0","0","0","0","1007705","0","0","0","0","0","1007704"
"10078","0","0","0","2022/03/08 12:00:00","1007801","0","10078201","10078115","0","1007802","0"
"10078","0","0","0","0","1007802","0","0","0","0","1007803","1007801"
"10078","0","0","0","0","1007803","0","0","0","0","1007804","1007802"
"10078","0","0","0","0","1007804","0","0","0","0","0","1007803"
"10078","0","0","0","0","1007805","0","0","0","0","0","1007804"
"10079","0","0","0","2022/03/21 12:00:00","1007901","0","10079201","10079115","0","1007902","0"
"10079","0","0","0","0","1007902","0","0","0","0","1007903","1007901"
"10079","0","0","0","0","1007903","0","0","0","0","1007904","1007902"
"10079","0","0","0","0","1007904","0","0","0","0","0","1007903"
"10079","0","0","0","0","1007905","0","0","0","0","0","1007904"
"10080","0","0","0","2022/04/08 12:00:00","1008001","0","10080201","10080115","0","1008002","0"
"10080","0","0","0","0","1008002","0","0","0","0","1008003","1008001"
"10080","0","0","0","0","1008003","0","0","0","0","1008004","1008002"
"10080","0","0","0","0","1008004","0","0","0","0","0","1008003"
"10080","0","0","0","0","1008005","0","0","0","0","0","1008004"
"10081","0","0","0","2022/04/21 12:00:00","1008101","0","10081201","10081115","0","1008102","0"
"10081","0","0","0","0","1008102","0","0","0","0","1008103","1008101"
"10081","0","0","0","0","1008103","0","0","0","0","1008104","1008102"
"10081","0","0","0","0","1008104","0","0","0","0","0","1008103"
"10081","0","0","0","0","1008105","0","0","0","0","0","1008104"
"10082","0","0","0","2022/05/09 12:00:00","1008201","0","10082201","10082115","0","1008202","0"
"10082","0","0","0","0","1008202","0","0","0","0","1008203","1008201"
"10082","0","0","0","0","1008203","0","0","0","0","1008204","1008202"
"10082","0","0","0","0","1008204","0","0","0","0","0","1008203"
"10082","0","0","0","0","1008205","0","0","0","0","0","1008204"
"10083","0","0","0","2022/05/22 12:00:00","1008301","0","10083201","10083115","0","1008302","0"
"10083","0","0","0","0","1008302","0","0","0","0","1008303","1008301"
"10083","0","0","0","0","1008303","0","0","0","0","1008304","1008302"
"10083","0","0","0","0","1008304","0","0","0","0","0","1008303"
"10083","0","0","0","0","1008305","0","0","0","0","0","1008304"
