3eb10acd6ab38d2cff37584ac40561acf42741d8d294d37369218b01392b6e0a,bbb9d4fa6f9d3c2ca7c12f9ddd23048acc23e06c9a689ef12590be463f5ed70e,c2d93f90c60db2006db056ce714a83afc801d53f8c9b2a8d08226613e4fbd337,be813e299c5e7234a4fd10e83d188a0e38f41c5e24d4194289dce6c706da8796,a144e0cfff01bde5faafc9e13521a276d95009910a82fc08740d37fb787f3a1d,67f126f2186742ce19148bd85c5487679f0e609d9bad07260d5bc6c7b5ce98d3,27c1bdf64657b2af7befacaf820485ea9554228e4ffd8d02db8f5f8fee4a35be,39730bfbaf9e25b5d005908083fb13d9006827cecf52121b8f3f426f80da334a,cb5dc614f5f5b1f10c99918b01286b0389339d5d23e2087c325ac66bed992061,776eeff8678d601d2e2872d083d46f620124095db5f8a205ee92828349975e8b,58e45defb974d4d47b45480f4685289be94a757e4606428eb1d00a2a98bce292,03f21aa11891737fd569dd175f3707f0df90afea78c0f77122f7399a882d21eb,94d913ae9ea5d71cfa56d14af16bd4f35401bd303aee4d0b37b8656caaafe0bc,61402762262ef82ff8a3174ed8538a3dd6f11971b87ac455acec592f2f840910,c9bf1e6afc9722d8880fff8ca533c6ccd36f2ef9568c5c2ba444aecf89e39890,f03b7b25dd94eec5019fe914932188f872126fa6bd4be9d54fba8ebd23b7391d,1e5f4b77d4d4b29b9c8757789a9a0af0f89ee1c9f6d64dbf4611d99aea21ffaf,0cb6ab7a0996af1364346fc433f7b662f652982779958d11a473e05b3bbb4998,4344f86558ef93faf29f9b05e206527459cc74d77bc678ee933c19778357005f,c1479815eab5c4ce39a5a933aea9ff983197a8ae80e2428b53722dd8c98fbce6,3ae0c7afdae6ab0349630e3f6598a3cceb8b354fa5cb42bd864f16cd124e0054,68128332a4bb0d3e29e535b5aafa31682854cb0e36cf3dfb51d622ab37752486,3d291a334ad31f044a4bfe68fc297656d6ed8cd3eb6b721c9cb744e042827420,953ddae4b401f377cfcc5b80e3ea9dd8784a3492e14539c819407fb1843726e3,8655e78c5d431268c9c8a76e8341c94b264bb695dbbc58fa213172c3e09c1ae4,25b35652433377a0b5f2674d6629fdb846a279e6564fbfab2208600342229c32,792725401c1897a6cee70e859ba6cceb612dce0ab3bc61062f46bf9bc6a9c67f,288131180aba5702519d5327d5d3fea2e2066a2fb176f1c21b05515e451f8b5d,49c8f923b384c1932142d6fb4b3ba9f058de6d900813c1fdd130a98dc684f20d,2e1dfcbd8e3dfe337f76ee045acfee20fb2afe69952d1e7f253513a6e3c88506,38ee5252d70547ea3fe1bfd4fd2eb979d785d6e91217851d940fff38226194b8,3b15eb642fcb69a71d709d62b9808f160fa66edcbf351533f70e1eb16979bd99,e42dc979c21b372117e8f8ea4f503671c3a0bd25e9f9e82f362a4cc314452653,9e3273da6acb29017cb3e11fb4dd9789d8278f11c4e8c44e23e270aa20969476,837440d4e4308fcc933cb90bc834dedb1c9a7bdd43a6371c3f94c50d8ef0f908,d62144b60cae4960999b6cd0c410e37287f3bc3091b70a39b92844e84a076753,f137e346dfc048aec81364ef473a5b77d47fe645409ee18af044afde5223fef8,43705239f3efe03282267b17c36e41c16973b8626116242e1949be2474198394,20312f5e18763f0a9023c75350f606bfc8b108d9d2d3e2f66d9e71fdcc468884,7ee5063cb82afb24e9a0aad07ecafee24c867a8d99504c1be016b4c5365a07ab,216984845a138d68b003ccdb342ff2d66ba2a767ff8594059e74769febb8430e,2c8ab849a0a53cd18b0d23f8929459cce4f7a66a99836f37fbaf77408cdca90e,ba96115ea724c32c5a693deedc8d402b82560ac4b35d36d553bc2c9ad43a497d,fbb512c2451cec9646bf687cd2b71a8544d91fde3cb448beab48d2de77bf2785
"10","0","20001113","20001101","10","bgm_M41","20001","塔爾格姆地區 1-13","0","0","0","150","650250011","10","650250012","100041","0","90","0","bgm_M41","0","650001113","13","100041","0","470","20","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100042","0","100043","0","0","100040","0","650250013","1","650001126","0"
"10","0","20001114","20001101","10","bgm_M41","20001","塔爾格姆地區 1-14","0","0","0","150","650260011","10","650260012","100091","0","90","0","bgm_M41","0","650001114","14","100091","0","570","-100","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100092","0","100093","0","0","100030","0","650260013","1","650001127","0"
"10","0","20001115","20001101","10","bgm_M41","20001","塔爾格姆地區 1-15","0","0","0","150","650280011","10","650280012","100091","0","90","0","bgm_M41","0","650001115","15","100091","0","649","74","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100092","0","100093","0","0","100030","0","650280013","1","650001123","0"
"16","54","20001201","20001201","10","bgm_M41","20001","塔爾格姆地區 1-1","0","0","5","240","650280021","16","650280022","100367","0","90","2","bgm_M41","0","650001116","16","100367","0","-571","-12","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100368","31012","100369","0","0","100020","0","650280023","1","650001121","0"
"16","54","20001202","20001201","10","bgm_M41","20001","塔爾格姆地區 1-2","0","0","5","240","650300011","16","650300012","100771","0","90","2","bgm_M41","0","650001117","17","100771","0","-319","-148","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100772","31038","100773","0","0","100060","0","650300013","1","650001121","0"
"18","54","20001203","20001201","10","bgm_M41","20001","塔爾格姆地區 1-3","0","0","5","270","650330011","18","650330012","100451","0","90","2","bgm_M41","0","650001118","18","100451","0","-107","34","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100452","31012","100453","0","0","100090","0","650330013","1","650001121","0"
"18","54","20001204","20001201","10","bgm_M41","20001","塔爾格姆地區 1-4","0","0","5","270","650350011","18","650350012","100731","0","90","2","bgm_M41","0","650001119","19","100731","0","140","110","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100732","31038","100733","0","0","100070","0","650350013","1","650001121","0"
"20","54","20001205","20001201","10","bgm_M41","20001","塔爾格姆地區 1-5","0","0","5","300","650380011","20","650380012","100381","0","90","2","bgm_M41","0","650001120","20","100381","0","310","-90","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100382","31012","100383","0","0","100030","0","650380013","1","650001121","0"
"8","0","20002101","20002101","8","bgm_M41","20002","馬席納地區 1-1","0","0","0","120","650002011","8","650002012","100061","0","90","0","bgm_M41","0","650002101","1","100061","0","-820","-120","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100062","0","100063","0","0","100010","0","650002013","1","650002124","0"
"8","0","20002102","20002101","8","bgm_M41","20002","馬席納地區 1-2","0","0","0","120","650002021","8","650002022","100014","0","90","0","bgm_M41","0","650002102","2","100014","0","-710","20","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100015","0","100016","0","0","100020","0","650002023","1","650002125","0"
"8","0","20002103","20002101","8","bgm_M41","20002","馬席納地區 1-3","0","0","0","120","650002031","8","650002032","100061","0","90","0","bgm_M41","0","650002103","3","100061","0","-580","-120","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100062","0","100063","0","0","100010","0","650002033","1","650002126","0"
"8","0","20002104","20002101","8","bgm_M41","20002","馬席納地區 1-4","0","0","0","120","650002041","8","650002042","100014","0","90","0","bgm_M41","0","650002104","4","100014","0","-510","50","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100015","0","100016","0","0","100020","0","650002043","1","650002127","0"
"8","0","20002105","20002101","8","bgm_M41","20002","馬席納地區 1-5","0","0","0","120","650002051","8","650002052","100041","0","90","0","bgm_M41","0","650002105","5","100041","0","-430","-60","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100042","0","100043","0","0","100040","0","650002053","1","650002123","0"
"9","0","20002106","20002101","9","bgm_M41","20002","馬席納地區 1-6","0","0","0","135","650002061","9","650002062","100021","0","90","0","bgm_M41","0","650002106","6","100021","0","-340","-150","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100022","0","100023","0","0","100050","0","650002063","1","650002124","0"
"9","0","20002107","20002101","9","bgm_M41","20002","馬席納地區 1-7","0","0","0","135","650002071","9","650002072","100201","0","90","0","bgm_M41","0","650002107","7","100201","0","-215","-80","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100202","0","100203","0","0","100110","0","650002073","1","650002125","0"
"9","0","20002108","20002101","9","bgm_M41","20002","馬席納地區 1-8","0","0","0","135","650002081","9","650002082","100201","0","90","0","bgm_M41","0","650002108","8","100201","0","-75","-110","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100202","0","100203","0","0","100110","0","650002083","1","650002126","0"
"9","0","20002109","20002101","9","bgm_M41","20002","馬席納地區 1-9","0","0","0","135","650002091","9","650002092","100201","0","90","0","bgm_M41","0","650002109","9","100201","0","45","-50","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100202","0","100203","0","0","100110","0","650002093","1","650002127","0"
"9","0","20002110","20002101","9","bgm_M41","20002","馬席納地區 1-10","0","0","0","135","650002101","9","650002102","100061","0","90","0","bgm_M41","0","650002110","10","100061","0","150","40","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100062","0","100063","0","0","100010","0","650002103","1","650002122","0"
"10","0","20002111","20002101","10","bgm_M41","20002","馬席納地區 1-11","0","0","0","150","650002111","10","650002112","100171","0","90","0","bgm_M41","0","650002111","11","100171","0","260","-70","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100172","0","100173","0","0","100070","0","650002113","1","650002124","0"
"10","0","20002112","20002101","10","bgm_M41","20002","馬席納地區 1-12","0","0","0","150","650002121","10","650002122","100151","0","90","0","bgm_M41","0","650002112","12","100151","0","380","30","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100152","0","100153","0","0","100120","0","650002123","1","650002125","0"
"10","0","20002113","20002101","10","bgm_M41","20002","馬席納地區 1-13","0","0","0","150","650002131","10","650002132","101141","0","90","0","bgm_M41","0","650002113","13","101141","0","470","-100","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","101142","0","101143","0","0","100080","0","650002133","1","650002126","0"
"10","0","20002114","20002101","10","bgm_M41","20002","馬席納地區 1-14","0","0","0","150","650002141","10","650002142","101141","0","90","0","bgm_M41","0","650002114","14","101141","0","570","40","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","101142","0","101143","0","0","100080","0","650002143","1","650002127","0"
"10","0","20002115","20002101","10","bgm_M41","20002","馬席納地區 1-15","0","0","0","150","650002151","10","650002152","101141","0","90","0","bgm_M41","0","650002115","15","101141","0","680","-70","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","101142","0","101143","0","0","100080","0","650002153","1","650002123","0"
"16","54","20002201","20002201","10","bgm_M41","20002","馬席納地區 1-1","0","0","5","240","650002161","16","650002162","100471","0","90","2","bgm_M41","0","650002116","16","100471","0","-450","-10","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100472","31020","100473","0","0","100110","0","650002163","1","650002121","0"
"16","54","20002202","20002201","10","bgm_M41","20002","馬席納地區 1-2","0","0","5","240","650002171","16","650002172","100811","0","90","2","bgm_M41","0","650002117","17","100811","0","-250","-100","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100812","31004","100813","0","0","100070","0","650002173","1","650002121","0"
"18","54","20002203","20002201","10","bgm_M41","20002","馬席納地區 1-3","0","0","5","270","650002181","18","650002182","100791","0","90","2","bgm_M41","0","650002118","18","100791","0","-50","20","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100792","31020","100793","0","0","100120","0","650002183","1","650002121","0"
"18","54","20002204","20002201","10","bgm_M41","20002","馬席納地區 1-4","0","0","5","270","650002191","18","650002192","101151","0","90","2","bgm_M41","0","650002119","19","101151","0","110","-110","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","101152","31004","101153","0","0","100080","0","650002193","1","650002121","0"
"20","54","20002205","20002201","10","bgm_M41","20002","馬席納地區 1-5","0","0","5","300","650002201","20","650002202","101151","0","90","2","bgm_M41","0","650002120","20","101151","0","290","-10","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","101152","31020","101153","0","0","100080","0","650002203","1","650002121","0"
"8","0","20003101","20003101","8","bgm_M41","20003","蘭德索爾郊外 1-1","0","0","0","120","650003011","8","650003012","100064","0","90","0","bgm_M41","0","650003101","1","100064","0","-820","-90","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100065","0","100066","0","0","100010","0","650003013","1","650003124","0"
"8","0","20003102","20003101","8","bgm_M41","20003","蘭德索爾郊外 1-2","0","0","0","120","650003021","8","650003022","100021","0","90","0","bgm_M41","0","650003102","2","100021","0","-700","20","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100022","0","100023","0","0","100020","0","650003023","1","650003125","0"
"8","0","20003103","20003101","8","bgm_M41","20003","蘭德索爾郊外 1-3","0","0","0","120","650003031","8","650003032","100067","0","90","0","bgm_M41","0","650003103","3","100067","0","-600","-120","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100068","0","100069","0","0","100010","0","650003033","1","650003126","0"
"8","0","20003104","20003101","8","bgm_M41","20003","蘭德索爾郊外 1-4","0","0","0","120","650003041","8","650003042","100125","0","90","0","bgm_M41","0","650003104","4","100125","0","-500","40","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100126","0","100127","0","0","100040","0","650003043","1","650003127","0"
"8","0","20003105","20003101","8","bgm_M41","20003","蘭德索爾郊外 1-5","0","0","0","120","650003051","8","650003052","100081","0","90","0","bgm_M41","0","650003105","5","100081","0","-400","-70","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100082","0","100083","0","0","100050","0","650003053","1","650003123","0"
"9","0","20003106","20003101","9","bgm_M41","20003","蘭德索爾郊外 1-6","0","0","0","135","650003061","9","650003062","100074","0","90","0","bgm_M41","0","650003106","6","100074","0","-260","-110","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100075","0","100076","0","0","100010","0","650003063","1","650003124","0"
"9","0","20003107","20003101","9","bgm_M41","20003","蘭德索爾郊外 1-7","0","0","0","135","650003071","9","650003072","100111","0","90","0","bgm_M41","0","650003107","7","100111","0","-180","25","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100112","0","100113","0","0","100040","0","650003073","1","650003125","0"
"9","0","20003108","20003101","9","bgm_M41","20003","蘭德索爾郊外 1-8","0","0","0","135","650003081","9","650003082","100077","0","90","0","bgm_M41","0","650003108","8","100077","0","-75","-110","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100078","0","100079","0","0","100010","0","650003083","1","650003126","0"
"9","0","20003109","20003101","9","bgm_M41","20003","蘭德索爾郊外 1-9","0","0","0","135","650003091","9","650003092","100051","0","90","0","bgm_M41","0","650003109","9","100051","0","50","-50","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100052","0","100053","0","0","100080","0","650003093","1","650003127","0"
"9","0","20003110","20003101","9","bgm_M41","20003","蘭德索爾郊外 1-10","0","0","0","135","650003101","9","650003102","100051","0","90","0","bgm_M41","0","650003110","10","100051","0","180","20","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100052","0","100053","0","0","100080","0","650003103","1","650003122","0"
"10","0","20003111","20003101","10","bgm_M41","20003","蘭德索爾郊外 1-11","0","0","0","150","650003111","10","650003112","100031","0","90","0","bgm_M41","0","650003111","11","100031","0","270","-100","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100032","0","100033","0","0","100050","0","650003113","1","650003124","0"
"10","0","20003112","20003101","10","bgm_M41","20003","蘭德索爾郊外 1-12","0","0","0","150","650003121","10","650003122","100151","0","90","0","bgm_M41","0","650003112","12","100151","0","390","40","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100152","0","100153","0","0","100120","0","650003123","1","650003125","0"
"10","0","20003113","20003101","10","bgm_M41","20003","蘭德索爾郊外 1-13","0","0","0","150","650003131","10","650003132","100011","0","90","0","bgm_M41","0","650003113","13","100011","0","490","-110","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100012","0","100013","0","0","100020","0","650003133","1","650003126","0"
"10","0","20003114","20003101","10","bgm_M41","20003","蘭德索爾郊外 1-14","0","0","0","150","650003141","10","650003142","100014","0","90","0","bgm_M41","0","650003114","14","100014","0","570","40","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100015","0","100016","0","0","100020","0","650003143","1","650003127","0"
"10","0","20003115","20003101","10","bgm_M41","20003","蘭德索爾郊外 1-15","0","0","0","150","650003151","10","650003152","100017","0","90","0","bgm_M41","0","650003115","15","100017","0","670","-80","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100018","0","100019","0","0","100020","0","650003153","1","650003123","0"
"16","54","20003201","20003201","10","bgm_M41","20003","蘭德索爾郊外 1-1","0","0","5","240","650003161","16","650003162","100791","0","90","2","bgm_M41","0","650003116","16","100791","0","-450","-10","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100792","31010","100793","0","0","100120","0","650003163","1","650003121","0"
"16","54","20003202","20003201","10","bgm_M41","20003","蘭德索爾郊外 1-2","0","0","5","240","650003171","16","650003172","100771","0","90","2","bgm_M41","0","650003117","17","100771","0","-250","-100","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100772","31017","100773","0","0","100040","0","650003173","1","650003121","0"
"18","54","20003203","20003201","10","bgm_M41","20003","蘭德索爾郊外 1-3","0","0","5","270","650003181","18","650003182","100757","0","90","2","bgm_M41","0","650003118","18","100757","0","-40","20","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100758","31010","100759","0","0","100050","0","650003183","1","650003121","0"
"18","54","20003204","20003201","10","bgm_M41","20003","蘭德索爾郊外 1-4","0","0","5","270","650003191","18","650003192","100361","0","90","2","bgm_M41","0","650003119","19","100361","0","100","-130","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100362","31017","100363","0","0","100020","0","650003193","1","650003121","0"
"20","54","20003205","20003201","10","bgm_M41","20003","蘭德索爾郊外 1-5","0","0","5","300","650003201","20","650003202","100364","0","90","2","bgm_M41","0","650003120","20","100364","0","290","-70","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","1","100365","31010","100366","0","0","100020","0","650003203","1","650003121","0"
"8","0","20004101","20004101","8","bgm_M41","20004","塔帕斯海灘 周邊 1-1","0","0","0","120","650004011","8","650004012","100201","0","90","0","bgm_M41","0","650004101","1","100201","0","-820","-70","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100202","0","100203","0","0","100110","0","650004013","1","650004124","0"
"8","0","20004102","20004101","8","bgm_M41","20004","塔帕斯海灘 周邊 1-2","0","0","0","120","650004021","8","650004022","100201","0","90","0","bgm_M41","0","650004102","2","100201","0","-700","50","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100202","0","100203","0","0","100110","0","650004023","1","650004125","0"
"8","0","20004103","20004101","8","bgm_M41","20004","塔帕斯海灘 周邊 1-3","0","0","0","120","650004031","8","650004032","100201","0","90","0","bgm_M41","0","650004103","3","100201","0","-600","-120","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100202","0","100203","0","0","100180","0","650004033","1","650004126","0"
"8","0","20004104","20004101","8","bgm_M41","20004","塔帕斯海灘 周邊 1-4","0","0","0","120","650004041","8","650004042","100201","0","90","0","bgm_M41","0","650004104","4","100201","0","-500","40","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100202","0","100203","0","0","100110","0","650004043","1","650004127","0"
"8","0","20004105","20004101","8","bgm_M41","20004","塔帕斯海灘 周邊 1-5","0","0","0","120","650004051","8","650004052","100201","0","90","0","bgm_M41","0","650004105","5","100201","0","-400","-70","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100202","0","100203","0","0","100180","0","650004053","1","650004123","0"
"9","0","20004106","20004101","9","bgm_M41","20004","塔帕斯海灘 周邊 1-6","0","0","0","135","650004061","9","650004062","100051","0","90","0","bgm_M41","0","650004106","6","100051","0","-260","-110","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100052","0","100053","0","0","100080","0","650004063","1","650004124","0"
"9","0","20004107","20004101","9","bgm_M41","20004","塔帕斯海灘 周邊 1-7","0","0","0","135","650004071","9","650004072","100051","0","90","0","bgm_M41","0","650004107","7","100051","0","-170","25","bgm_M41","bgm_M41","bgm_M41","bgm_M41","0","0","100052","0","100053","0","0","100080","0","650004073","1","650004125","0"
