fb7f555749f309adca27f9e5e1f0878ceb34d779c9cbcc68a5a0eb89e3847e5b,44d1d1bd5c16e9acc7a98e635d8bb1d9a5dbed1a75b2355a4f5854a6e956424f,5518e3a948849edb84edf731af0f3daeaaa469313f058ccdc3966ef9a44a23a6,d0a165b0759cbe13887a4ba43f2945b63623c1ba3ead69cd95572fde8dc1571b,2087e69f0202129b1195fcb83522e920e05cf07b9b3aa132d5e12596ad496c47,598a8ff95fc6950ab2375eea8bc3fd477c68e61438ee8e67165f507bcde9e095,8798d9f9c7c71b12485500d49122496938d3cfdafd3c66badba097a95d201c81,e616db79f5fed840861e95d1a42bf3a9e90860a79ae635de796a04b383a56184,3ea7ccbf8a7623943cc10a9fa710a20a5eaa51e6fe8c330a11c925aa35e632e3,27edfd7b78b62a6adf6cdfab2253de6b0befbd39e492e8a915ed86e96b353cd9,1dda364a6fe1eeeba4dc2e366bc3dca9b2260a2ca5d68be9edf81167c46987c8,56f24cb5f572d8ab0e69b791233a23d4e0f91f258a7604cf5b31a0be9b264ad1,ab68c6f90d74f6025401ef450626f1027a7b05495a5fc5f69eb89517ace543ba,ceb5d281989f1f3af91cd54fd8f228d153d6b9560fefcf8946fba77b53121a91,85be70f07f54d54898424ae9b8c7be389320f4b9a88f21c1ad74e31b8da7d2ba,01a221f734139c07b592a5cdb038f60252363152c67a5bf51703a9df1c0371f3,9c87cd4aafe5cfa9f2bf9e92c179515fb905109f11a1a0a8f14b01da9bc983a8,46f76f59c907f1945f90005a4da87e2b0a8208c11d20f9f7ba291eb0be9b10dd,c31ed9a6968897367e0cf0cf213294f3cfe7a85793588aae9c6da1d2984eb8bc
"0","40","1115","0","1098","100301","249","0","17","0","9165","0","24","7","9978","48","22","143","162"
"0","40","1115","0","1169","100301","273","0","17","0","9510","0","24","7","11268","48","23","143","181"
"0","40","1115","0","1230","100301","296","0","17","0","10190","0","24","7","12629","48","24","143","203"
"0","40","1115","0","1293","100301","310","0","17","0","10710","0","24","7","14227","48","25","143","222"
"0","40","1115","0","1332","100301","316","0","17","0","11535","0","24","7","16038","48","26","143","231"
"0","40","1115","0","1356","100301","321","0","17","0","12780","0","24","7","17934","48","27","143","238"
"0","40","1115","0","1380","100301","326","0","17","0","14025","0","24","7","19958","48","28","143","245"
"0","40","1115","0","1405","100301","341","0","17","0","15210","0","24","7","22063","48","29","143","260"
"0","40","1115","0","1431","100301","371","0","17","0","16130","0","24","7","24192","48","30","143","290"
"0","40","1115","0","1457","100301","386","0","17","0","17315","0","24","7","26550","48","31","143","305"
"0","40","1115","0","1483","100301","386","0","17","0","18865","0","24","7","29128","48","32","143","305"
"0","40","1115","0","1508","100301","386","0","17","0","20515","0","24","7","31789","48","33","143","305"
"0","40","1115","0","1532","100301","401","0","17","0","22000","0","24","7","34482","48","34","143","320"
"0","0","100","0","0","100401","2","0","0","0","65","0","0","1","10","0","2","10","0"
"0","0","200","0","0","100401","5","0","0","0","185","0","0","2","58","0","3","25","0"
"0","0","360","0","0","100401","10","0","0","0","475","0","0","4","135","0","4","50","4"
"0","0","520","0","0","100401","17","0","0","0","985","0","0","7","243","0","5","80","10"
"0","0","820","0","0","100401","25","0","3","0","1515","0","0","11","429","0","6","95","14"
"0","0","1425","0","0","100401","34","0","6","0","1835","0","0","15","674","0","7","120","20"
"0","0","1985","0","10","100401","48","0","6","0","2735","0","9","15","912","0","8","145","32"
"0","0","1985","5","30","100401","67","0","6","0","3480","10","23","22","1157","0","9","145","48"
"0","15","1985","10","60","100401","87","0","6","0","4330","20","28","27","1392","0","10","145","68"
"0","35","1985","10","86","100401","105","0","6","0","5030","20","28","32","1695","3","11","145","88"
"0","55","2085","10","108","100401","126","0","6","0","5430","20","28","39","2037","6","12","145","106"
"0","55","2285","10","151","100401","155","0","6","0","5630","20","28","41","2425","6","13","170","125"
"0","57","2285","10","215","100401","189","0","6","0","5830","20","28","41","2845","6","14","170","144"
"0","57","2285","12","289","100401","212","0","6","0","5830","20","28","43","3314","9","15","170","167"
"0","57","2385","12","378","100401","232","0","6","0","5830","20","28","45","3815","17","16","170","190"
"0","57","2535","12","465","100401","263","0","6","0","5930","20","28","45","4337","22","17","170","209"
"0","57","2685","12","573","100401","291","0","6","0","5990","20","28","50","4884","22","18","170","237"
"0","57","2685","12","655","100401","323","0","6","0","6085","20","28","52","5553","22","19","170","266"
"0","57","2780","12","696","100401","368","0","6","0","6185","20","28","52","6292","22","20","170","293"
"0","57","2780","12","740","100401","419","0","6","0","6430","20","28","52","7020","22","21","170","333"
"0","57","2780","12","788","100401","468","0","6","0","6660","20","28","52","7888","22","22","170","383"
"0","57","2780","12","817","100401","519","0","6","0","7065","20","28","52","8928","22","23","170","428"
"0","57","2780","12","835","100401","566","0","6","0","7385","20","28","52","10110","22","24","170","474"
"0","57","2780","12","867","100401","611","0","6","0","7705","20","28","52","11440","22","25","170","523"
"0","57","2780","12","902","100401","656","0","6","0","8000","20","28","52","12898","22","26","170","576"
"0","57","2780","12","929","100401","697","0","6","0","8455","20","28","52","14495","22","27","170","624"
"0","57","2780","12","963","100401","740","0","6","0","9000","20","28","52","16211","22","28","170","669"
"0","57","2780","12","986","100401","822","0","6","0","10655","20","28","52","17592","22","29","170","751"
"0","57","2780","12","1000","100401","913","0","6","0","12805","20","28","52","18978","22","30","170","842"
"0","57","2780","12","1014","100401","996","0","6","0","15175","20","28","52","20529","22","31","170","925"
"0","57","2780","12","1027","100401","1066","0","6","0","17965","20","28","52","22273","22","32","170","995"
"0","57","2780","12","1039","100401","1132","0","6","0","21205","20","28","52","24101","22","33","170","1061"
"0","57","2780","12","1051","100401","1214","0","6","0","24690","20","28","52","25905","22","34","170","1143"
"0","0","125","0","0","100501","4","0","0","0","80","0","0","0","12","0","2","0","0"
"0","0","225","0","0","100501","8","0","0","0","350","0","0","1","49","0","3","0","0"
"0","0","275","0","0","100501","17","0","0","0","880","0","0","1","110","0","4","15","3"
"0","0","275","0","0","100501","28","0","0","0","1660","0","0","7","173","0","5","15","11"
"0","0","275","0","0","100501","48","0","3","0","2925","0","0","7","265","0","6","15","19"
"0","0","275","0","0","100501","66","0","6","0","3595","0","0","7","476","0","7","40","29"
"0","0","575","0","0","100501","87","0","10","0","4800","0","0","7","615","0","8","40","49"
"0","15","1025","0","0","100501","104","0","14","0","5635","10","5","12","788","0","9","40","72"
"0","15","1325","0","0","100501","125","0","17","0","6415","20","10","12","1027","5","10","65","94"
"0","25","1625","0","30","100501","148","0","20","0","7295","20","10","12","1305","10","11","65","112"
"0","35","1875","0","80","100501","178","0","20","0","8135","20","12","12","1564","10","12","65","136"
"0","37","2095","0","126","100501","214","0","20","0","8655","20","17","12","1861","10","13","65","160"
"0","39","2215","2","162","100501","249","0","20","0","9045","20","17","12","2191","10","14","71","189"
"0","39","2315","4","202","100501","280","0","20","0","9235","20","17","14","2575","10","15","77","219"
"0","39","2415","4","236","100501","319","0","20","0","9365","20","17","14","2930","10","16","89","260"
"0","39","2415","4","280","100501","357","0","20","0","9655","20","17","17","3244","14","17","89","312"
"0","39","2415","4","352","100501","394","0","20","0","9935","20","17","20","3595","18","18","89","371"
"0","39","2510","4","409","100501","443","0","20","0","10305","20","17","20","4029","18","19","89","428"
"0","39","2605","4","436","100501","498","0","20","0","10590","20","17","25","4501","18","20","89","489"
"0","39","2605","4","488","100501","554","0","20","0","10800","20","17","30","5022","18","21","89","559"
"0","39","2605","4","587","100501","612","0","20","0","11290","20","17","30","5725","18","22","89","622"
"0","39","2605","4","681","100501","681","0","20","0","11605","20","17","30","6562","18","23","89","685"
"0","39","2605","4","746","100501","754","0","20","0","11925","20","17","30","7465","18","24","89","756"
"0","39","2605","4","813","100501","825","0","20","0","12540","20","17","30","8484","18","25","89","831"
"0","39","2605","4","864","100501","896","0","20","0","13290","20","17","30","9621","18","26","89","910"
"0","39","2605","4","892","100501","964","0","20","0","14290","20","17","30","10886","18","27","89","985"
"0","39","2605","4","911","100501","1041","0","20","0","17330","20","17","30","11991","18","28","89","1064"
"0","39","2605","4","921","100501","1130","0","20","0","22690","20","17","30","12893","18","29","89","1153"
"0","39","2605","4","931","100501","1224","0","20","0","28565","20","17","30","13832","18","30","89","1247"
"0","39","2605","4","941","100501","1322","0","20","0","34730","20","17","30","14808","18","31","89","1345"
"0","39","2605","4","951","100501","1423","0","20","0","41265","20","17","30","15821","18","32","89","1446"
"0","39","2605","4","961","100501","1526","0","20","0","48415","20","17","30","16891","18","33","89","1549"
"0","39","2605","4","971","100501","1631","0","20","0","56345","20","17","30","18018","18","34","89","1654"
"0","0","75","0","0","100601","1","0","0","0","55","23","0","0","0","0","2","0","2"
"0","0","150","0","0","100601","2","0","0","0","150","78","0","0","0","0","3","0","7"
"0","10","200","0","0","100601","5","0","0","0","325","169","0","0","0","0","4","5","16"
"0","10","200","0","0","100601","7","0","0","0","625","322","0","0","0","0","5","15","32"
"0","25","200","0","0","100601","15","0","0","0","1155","495","0","0","0","0","6","15","51"
"0","30","200","0","0","100601","22","0","0","0","1515","724","0","0","26","0","7","50","69"
"0","60","200","0","0","100601","29","0","0","0","2115","960","4","0","26","0","8","85","93"
"0","95","200","5","0","100601","40","0","0","0","2650","1224","9","0","26","0","9","85","120"
"13","105","420","10","0","100601","50","0","0","0","3240","1549","14","0","26","0","10","85","143"
"28","119","640","10","0","100601","66","0","0","0","3840","1880","14","0","26","0","11","101","167"
"43","135","760","17","0","100601","79","0","0","0","4200","2215","17","0","26","0","12","111","192"
"69","135","980","19","0","100601","102","0","0","0","4640","2582","17","0","26","0","13","121","217"
"93","137","1220","19","0","100601","130","0","0","0","4760","2954","17","0","26","0","14","133","250"
"109","146","1220","21","0","100601","157","0","0","0","4990","3356","17","0","26","0","15","133","282"
"129","152","1320","21","0","100601","183","0","0","0","5140","3805","17","0","26","0","16","133","316"
"144","153","1320","21","0","100601","216","0","0","0","5260","4258","17","0","26","0","17","158","353"
"169","153","1320","21","0","100601","248","0","0","0","5665","4708","17","3","26","0","18","173","397"
"193","153","1320","21","0","100601","287","0","0","0","6310","5206","17","3","26","0","19","173","447"
"240","153","1415","21","0","100601","327","0","0","0","6860","5797","17","3","26","0","20","173","493"
"288","153","1515","21","0","100601","370","0","0","0","7370","6452","17","3","26","0","21","173","543"
"318","153","1515","21","0","100601","420","0","0","0","8370","7171","17","3","26","0","22","173","603"
"318","153","1515","21","0","100601","474","0","0","0","10145","7937","17","3","26","0","23","173","672"
"333","153","1515","21","0","100601","533","0","0","0","11670","8818","17","3","26","0","24","173","738"
"355","153","1515","21","0","100601","587","0","0","0","12670","9964","17","3","26","0","25","173","798"
"377","153","1515","21","0","100601","630","0","0","0","13505","11385","17","3","26","0","26","173","847"
"394","153","1515","21","0","100601","670","0","0","0","14530","12944","17","3","26","0","27","173","890"
"411","153","1515","21","0","100601","712","0","0","0","15675","14609","17","3","26","0","28","173","933"
"429","153","1515","21","0","100601","758","0","0","0","16895","16394","17","3","26","0","29","173","979"
"447","153","1515","21","0","100601","808","0","0","0","18270","18267","17","3","26","0","30","173","1029"
"465","153","1515","21","0","100601","859","0","0","0","19725","20231","17","3","26","0","31","173","1080"
"483","153","1515","21","0","100601","911","0","0","0","21260","22285","17","3","26","0","32","173","1132"
"500","153","1515","21","0","100601","965","0","0","0","22870","24455","17","3","26","0","33","173","1186"
"517","153","1515","21","0","100601","1020","0","0","0","24650","26760","17","3","26","0","34","173","1241"
"0","0","100","0","0","100701","3","0","0","0","80","0","0","2","6","0","2","0","0"
"0","0","200","0","0","100701","10","0","0","0","200","0","0","3","46","0","3","0","0"
"0","0","360","0","0","100701","20","0","0","0","550","0","0","7","94","0","4","0","5"
"0","0","520","0","0","100701","35","0","0","0","1060","0","0","10","190","0","5","0","11"
"0","0","890","0","0","100701","53","0","0","0","1740","0","0","14","323","0","6","0","19"
"0","0","1260","0","0","100701","76","0","0","0","2330","0","0","18","480","0","7","0","34"
"0","0","1585","0","0","100701","97","0","0","0","3510","0","0","28","593","0","8","0","50"
"0","0","1585","0","5","100701","124","0","0","0","4255","10","5","35","790","0","9","0","70"
"0","0","1585","0","20","100701","152","0","0","0","5065","20","13","36","1035","0","10","0","90"
"0","20","1585","0","40","100701","177","0","0","0","5765","20","16","41","1296","0","11","0","110"
"0","40","1685","0","50","100701","205","0","0","0","6265","20","16","48","1558","10","12","0","132"
"0","42","1785","0","50","100701","245","0","0","0","6785","20","16","52","1786","20","13","0","165"
"0","44","1785","2","60","100701","285","0","2","0","7005","20","16","54","2066","20","14","0","204"
"0","44","1885","4","70","100701","317","0","4","0","7005","20","16","56","2455","20","15","0","239"
"0","44","1985","4","82","100701","357","0","4","0","7205","20","16","56","2857","25","16","0","269"
"0","44","2135","4","82","100701","401","0","4","0","7715","20","16","59","3253","30","17","0","296"
"0","44","2285","4","94","100701","439","0","4","0","8025","20","16","64","3721","30","18","0","334"
"0","44","2380","4","116","100701","484","0","4","0","8025","20","16","66","4301","30","19","0","375"
"0","44","2475","4","136","100701","536","0","4","0","8060","20","16","66","4938","30","20","0","419"
"0","44","2475","4","148","100701","590","0","4","0","8205","20","16","71","5511","30","21","0","486"
"0","44","2475","4","188","100701","656","0","4","0","8695","20","16","71","6189","30","22","0","552"
"0","44","2475","4","188","100701","742","0","4","0","9010","20","16","71","6953","30","23","0","622"
"0","44","2475","4","188","100701","830","0","4","0","9330","20","16","71","7793","30","24","0","697"
"0","44","2475","4","205","100701","912","0","4","0","9945","20","16","71","8782","30","25","0","772"
"0","44","2475","4","231","100701","990","0","4","0","10695","20","16","71","9897","30","26","0","851"
"0","44","2475","4","249","100701","1062","0","4","0","11695","20","16","71","11147","30","27","0","926"
"0","44","2475","4","258","100701","1143","0","4","0","14735","20","16","71","12226","30","28","0","1007"
"0","44","2475","4","267","100701","1230","0","4","0","18005","20","16","71","13384","30","29","0","1094"
"0","44","2475","4","276","100701","1322","0","4","0","21790","20","16","71","14579","30","30","0","1186"
"0","44","2475","4","276","100701","1424","0","4","0","27955","20","16","71","15520","30","31","0","1288"
"0","44","2475","4","276","100701","1529","0","4","0","34490","20","16","71","16499","30","32","0","1393"
"0","44","2475","4","276","100701","1636","0","4","0","41640","20","16","71","17534","30","33","0","1500"
"0","44","2475","4","276","100701","1745","0","4","0","49570","20","16","71","18625","30","34","0","1609"
"0","0","75","0","0","100801","1","0","0","0","55","23","0","0","0","0","2","0","2"
"0","0","150","0","0","100801","2","0","0","0","150","78","0","0","0","0","3","0","7"
"0","10","200","0","0","100801","5","0","0","0","325","169","0","0","0","0","4","5","16"
"0","10","200","0","0","100801","7","0","0","0","625","322","0","0","0","0","5","15","32"
"0","25","200","0","0","100801","15","0","0","0","1155","495","0","0","0","0","6","15","51"
"0","30","200","0","0","100801","22","0","0","0","1515","724","0","0","26","0","7","50","69"
"0","75","200","0","0","100801","29","0","0","0","1680","1003","4","0","52","0","8","50","91"
"0","110","200","5","0","100801","40","0","0","0","2215","1267","9","0","52","0","9","50","118"
"16","115","300","10","0","100801","52","0","0","0","2755","1566","14","0","52","0","10","85","140"
"34","129","840","10","0","100801","57","0","0","0","3175","1937","14","0","52","0","11","101","166"
"59","135","960","17","0","100801","64","0","0","0","3335","2352","17","0","52","0","12","127","185"
"93","135","1080","22","0","100801","77","0","0","0","3575","2797","17","0","52","0","13","137","204"
"127","135","1320","22","0","100801","93","0","0","0","3775","3253","17","0","52","0","14","149","229"
"157","144","1440","22","0","100801","110","0","0","0","4005","3747","17","0","52","0","15","149","251"
"193","150","1440","22","0","100801","126","0","0","0","4185","4294","17","0","52","0","16","149","273"
"228","151","1440","22","0","100801","145","0","0","0","4255","4848","17","0","52","0","17","174","301"
"268","151","1440","22","0","100801","168","0","0","0","4600","5401","17","0","52","0","18","199","334"
"317","151","1440","22","0","100801","194","0","0","0","5245","6004","17","0","52","0","19","199","371"
"388","151","1440","22","0","100801","219","0","0","0","5795","6727","17","0","52","0","20","199","402"
"459","151","1540","22","0","100801","251","0","0","0","6270","7443","17","0","52","0","21","199","447"
"525","151","1640","22","0","100801","284","0","0","0","7160","8302","17","0","52","0","22","199","490"
"555","151","1640","22","0","100801","319","0","0","0","8620","9263","17","0","52","0","23","199","540"
"570","151","1640","22","0","100801","354","0","0","0","10145","10345","17","0","52","0","24","199","590"
"607","151","1640","22","0","100801","382","0","0","0","11145","11732","17","0","52","0","25","199","625"
"641","151","1640","22","0","100801","399","0","0","0","11685","13434","17","0","52","0","26","199","648"
"665","151","1640","22","0","100801","413","0","0","0","12255","15298","17","0","52","0","27","199","665"
"689","151","1640","22","0","100801","428","0","0","0","12855","17287","17","0","52","0","28","199","681"
"714","151","1640","22","0","100801","446","0","0","0","13455","19415","17","0","52","0","29","199","699"
"740","151","1640","22","0","100801","466","0","0","0","14055","21668","17","0","52","0","30","199","719"
"766","151","1640","22","0","100801","486","0","0","0","14655","24030","17","0","52","0","31","199","739"
"792","151","1640","22","0","100801","506","0","0","0","15255","26501","17","0","52","0","32","199","759"
"817","151","1640","22","0","100801","527","0","0","0","15855","29107","17","0","52","0","33","199","780"
"841","151","1640","22","0","100801","549","0","0","0","16455","31867","17","0","52","0","34","199","802"
"0","0","50","0","0","100901","0","0","0","0","55","26","0","0","0","0","2","0","3"
"0","0","100","0","0","100901","0","0","0","0","150","94","0","0","0","0","3","0","7"
"0","10","100","0","0","100901","2","0","0","0","270","214","0","0","0","0","4","0","14"
"0","10","100","0","0","100901","2","0","0","0","360","405","0","0","0","0","5","25","27"
"0","10","100","0","0","100901","4","0","0","0","710","634","0","0","0","0","6","75","40"
"0","15","100","0","0","100901","8","0","0","0","1305","894","0","0","0","0","7","110","54"
"0","45","100","0","0","100901","10","0","1","0","1470","1255","4","0","0","0","8","145","64"
"16","45","100","0","0","100901","15","0","2","0","1880","1633","9","0","0","0","9","180","73"
"34","45","520","0","0","100901","21","0","4","0","2230","2032","14","0","0","0","10","180","91"
"71","45","620","5","0","100901","30","0","5","0","2570","2474","14","0","0","0","11","196","101"
"124","45","720","11","0","100901","33","0","6","0","2670","2998","14","0","0","0","12","232","106"
"186","45","720","17","0","100901","38","0","6","0","2810","3531","16","0","0","0","13","252","113"
"262","45","840","17","0","100901","42","0","6","0","2950","4111","18","0","0","0","14","282","120"
"332","45","960","17","0","100901","50","0","6","0","2980","4716","22","0","0","0","15","292","129"
"407","45","960","17","0","100901","55","0","6","0","3010","5389","22","0","0","0","16","322","137"
"479","45","960","17","0","100901","59","0","6","0","3010","6117","22","0","0","0","17","352","146"
"568","45","960","17","0","100901","65","0","6","0","3010","6901","22","0","0","0","18","382","155"
"701","45","960","17","0","100901","70","0","6","0","3010","7789","22","0","0","0","19","382","162"
