3224b6eb1efaf6fbc631576736528248136ab167c4ee7e1537152d13b3bc8e3d,da3e03c0dd258b5b5a27bbb2e4a4380baa516dcb2df8e2710777ff46f199b1bf,966d43d2440f61f5c46a7beea39dbb935ef3b03699b361fdcd2b083646ae621e,baa0171efd3125c53bc38e2c6af3079eb6c5c9daba586e4ab92151b31f38f38c,708999ff07f61a442fe48230306edb431d2e756a9bbc02e7665bcc8a3bbe0c77,9f37cba321ceb9b27d58d3af491e2b9995a4d97536fc5eb5baf9d8994325e72d,21df98d401325f3aa2884798aa289a3620d2b29653c2106ba70f5a0b53de0562,b11790c58b3a83c68076350bfbe6919d21c06c11a2e2d92576eff3f963ccbf48,3988f21d627da22068f6271a0cda16fe02131ebcc8e1afd2983fb67d940f9dc4,e3c53082c40aa9e188d87d14b178fe17c5f82faeaff48d82a44ea063ae4dac46,f652c5e21e283165bb84cc26ddefa0eb93de17554042e9329b1575a206d352e1
"1","102711","-127","-215","1","111","111003","nop_11_eriko_idle_wish","0","111","1.5"
"1","105111","-127","215","1","110","111004","nop_idle_normal","1","111","1.5"
"1","101831","-143","100","1","115","112001","nop_idle_joy1","1","112","1.5"
"1","101611","-135","-100","1","110","112002","nop_idle_joy_normal","0","112","1.5"
"1","105011","-150","-215","1","114","112003","nop_idle_joy_normal","0","112","1.5"
"1","105331","-150","100","1","113","113001","nop_idle_normal_joy","1","113","1.5"
"1","104511","-150","-100","1","114","113002","nop_13_kuka_idle_memory2","0","113","1.5"
"1","103031","-127","-215","1","110","113003","nop_idle_joy1","0","113","1.5"
"1","100811","-150","-330","1","111","113004","nop_idle_thinking","0","113","1.5"
"1","105511","-150","240","1","115","113005","nop_idle_sad","1","113","1.5"
"1","106831","-150","100","1","115","114001","nop_idle_normal","1","114","1.5"
"1","101131","-150","-100","1","114","114002","nop_idle_normal","0","114","1.5"
"1","104931","-127","-215","1","110","114003","nop_idle_normal","0","114","1.5"
"1","102931","-143","100","1","115","115001","nop_idle_joy1","1","115","1.5"
"1","104211","-135","-100","1","110","115002","nop_idle_wish","0","115","1.5"
"1","105411","-150","-215","1","114","115003","nop_idle_normal","0","115","1.5"
"1","106731","-150","100","1","115","116001","nop_idle_normal","1","116","1.5"
"1","106631","-150","-100","1","114","116002","nop_idle_joy1","0","116","1.5"
"1","106531","-127","-215","1","110","116003","nop_16_kaya_idle_normal2","0","116","1.5"
"1","2","-150","180","5","116","116004","nop_rago_idle","1","116","1.5"
"1","111031","-150","100","1","115","117001","nop_idle_normal","1","117","1.5"
"1","110931","-150","-100","1","114","117002","nop_idle_joy2","0","117","1.5"
"1","110831","-127","-215","1","110","117003","nop_17_chloe_idle_normal2","0","117","1.5"
"1","1","-150","-100","5","115","117004","NoItem_idle","0","117","1.5"
"1","114711","-150","-100","1","115","118001","nop_18_muimi_idle_joy_normal","1","118","1.5"
"1","118511","-150","100","1","114","118002","nop_18_karin_idle_normal","0","118","1.5"
"1","115031","-127","-215","1","111","118003","nop_idle_normal","0","118","1.5"
"1","118031","-127","215","1","110","118004","nop_idle_joy1","1","118","1.5"
"1","111831","0","-60","1","100","201001","nop_idle_joy1","0","201","1.2"
"1","120731","0","60","1","101","201002","nop_idle_normal_joy","1","201","1.2"
"1","120831","-5","-130","1","102","201003","nop_idle_arm_crossed","0","201","1.2"
"1","111931","-5","130","1","103","201004","nop_idle_normal","1","201","1.2"
"1","120931","-20","-200","1","104","201005","nop_idle_thinking","0","201","1.2"
"1","112031","-20","200","1","105","201006","nop_idle_normal","1","201","1.2"
"1","108731","0","-60","1","100","202001","nop_idle_joy1","0","202","1.2"
"1","108831","0","60","1","101","202002","nop_idle_joy_normal","1","202","1.2"
"1","108931","-5","-130","1","102","202003","nop_idle_normal","0","202","1.2"
"1","102011","0","-60","1","100","203001","nop_idle_joy1","0","203","1.2"
"1","100411","-5","-130","1","101","203002","nop_idle_normal","0","203","1.2"
"1","103631","-5","60","1","102","203003","nop_idle_wish","1","203","1.2"
"1","101231","0","-60","1","100","204001","nop_idle_normal","0","204","1.2"
"1","104011","0","60","1","101","204002","nop_idle_normal","1","204","1.2"
"1","101511","-5","-130","1","102","204003","nop_idle_normal","0","204","1.2"
"1","103111","0","-80","1","100","205001","nop_idle_normal","0","205","1.2"
"1","102211","0","60","1","101","205002","nop_idle_sad","1","205","1.2"
"1","100711","-5","-150","1","104","205003","nop_05_miyako_idle_normal","0","205","1.2"
"1","100611","-5","130","1","103","205004","nop_idle_joy1","1","205","1.2"
"1","2051","0","-20","5","102","205005","nop_skull_idle","1","205","1.2"
"1","104731","-5","-130","1","102","206001","nop_idle_arm_crossed","0","206","1.2"
"1","107131","-5","130","1","103","206002","nop_idle_arm_crossed","1","206","1.2"
"1","103731","0","-60","1","100","206003","nop_idle_normal","0","206","1.2"
"1","100511","0","60","1","101","206004","nop_idle_joy1","1","206","1.2"
"1","102831","0","-60","1","100","207001","nop_idle_normal","0","207","1.2"
"1","102111","0","60","1","101","207002","nop_idle_normal","1","207","1.2"
"1","102511","-5","-130","1","102","207003","nop_idle_normal","0","207","1.2"
"1","102311","-5","130","1","103","207004","nop_idle_normal","1","207","1.2"
"1","101011","0","-60","1","100","208001","nop_idle_joy_normal","0","208","1.2"
"1","104331","0","60","1","101","208002","nop_idle_arm_crossed","1","208","1.2"
"1","101711","-5","-130","1","102","208003","nop_idle_joy1","0","208","1.2"
"1","101431","-5","130","1","103","208004","nop_idle_normal","1","208","1.2"
"1","103311","0","-60","1","100","209001","nop_idle_joy1","0","209","1.2"
"1","105211","-5","-130","1","102","209002","nop_idle_joy_normal","0","209","1.2"
"1","102611","0","60","1","101","209003","nop_idle_sad2","1","209","1.2"
"1","103811","-5","130","1","103","209004","nop_idle_normal","1","209","1.2"
"1","103231","0","-60","1","100","210001","nop_idle_joy1","0","210","1.2"
"1","103411","-5","130","1","103","210002","nop_10_yukari_02","1","210","1.2"
"1","11","-5","130","5","104","210003","nop_10_yukari_02","1","210","1.2"
"1","104811","0","60","1","101","210004","nop_idle_doya","1","210","1.2"
"1","104611","-5","-130","1","102","210005","nop_idle_joy_normal","0","210","1.2"
"1","100911","0","-60","1","100","211001","nop_11_anna_idle_arm_crossed","0","211","1.2"
"1","101311","0","60","1","101","211002","nop_idle_joy_normal","1","211","1.2"
"1","102711","-5","-130","1","102","211003","nop_11_eriko_idle_wish","0","211","1.2"
"1","105111","-5","130","1","103","211004","nop_idle_normal","1","211","1.2"
"1","101831","0","60","1","100","212001","nop_idle_joy1","1","212","1.2"
"1","101611","0","-60","1","101","212002","nop_idle_joy_normal","0","212","1.2"
"1","105011","-5","-130","1","102","212003","nop_idle_joy_normal","0","212","1.2"
"1","105331","0","60","1","100","213001","nop_idle_normal_joy","1","213","1.2"
"1","104511","0","-60","1","101","213002","nop_13_kuka_idle_memory2","0","213","1.2"
"1","103031","-5","-130","1","102","213003","nop_idle_joy1","0","213","1.2"
"1","100811","-20","-200","1","103","213004","nop_idle_thinking","0","213","1.2"
"1","105511","-20","130","1","104","213005","nop_idle_sad","1","213","1.2"
"1","106831","0","60","1","100","214001","nop_idle_normal","1","214","1.2"
"1","101131","0","-60","1","101","214002","nop_idle_normal","0","214","1.2"
"1","104931","-5","-130","1","103","214003","nop_idle_normal","0","214","1.2"
"1","102931","0","60","1","100","215001","nop_idle_joy1","1","215","1.2"
"1","104211","0","-60","1","101","215002","nop_idle_wish","0","215","1.2"
"1","105411","-5","-130","1","102","215003","nop_idle_normal","0","215","1.2"
"1","106731","0","60","1","100","216001","nop_idle_normal","1","216","1.2"
"1","106631","0","-60","1","101","216002","nop_idle_joy1","0","216","1.2"
"1","106531","-5","-130","1","103","216003","nop_16_kaya_idle_normal2","0","216","1.2"
"1","2","0","140","5","101","216004","nop_rago_idle","1","216","1.2"
"1","111031","0","60","1","100","217001","nop_idle_normal","1","217","1.2"
"1","110931","0","-60","1","101","217002","nop_idle_joy2","0","217","1.2"
"1","110831","-5","-130","1","103","217003","nop_17_chloe_idle_normal2","0","217","1.2"
"1","1","0","-60","5","102","217004","NoItem_idle","0","217","1.2"
"1","114711","0","-40","1","100","218001","nop_18_muimi_idle_joy_normal","1","218","1.2"
"1","118511","0","40","1","101","218002","nop_18_karin_idle_normal","0","218","1.2"
"1","115031","-5","-130","1","102","218003","nop_idle_normal","0","218","1.2"
"1","118031","-5","130","1","103","218004","nop_idle_joy1","1","218","1.2"
"111831","nop_talk_joy1","","","3","1","301001","","","301","0.2"
"111831","接下來要吃什麼呢？\n小凱留想吃什麼？","0","0","11","5","301002","0.5","0","301","0"
"301002","","","","91","","301003","","","301",""
"111831","nop_idle_joy_normal","","","3","1","301004","","","301","0.2"
"112031","nop_18_neneka_humu","1","nop_idle_doya","3","0","301005","","0.3","301","0.2"
"112031","這個嘛～\n要不要來吃平常吃不到的稀奇料理？","0","0","11","7","301006","0.5","0","301","0"
"301006","","","","91","","301007","","","301",""
"120831","nop_talk_arm_crossed","1","nop_talk_arm_crossed_loop","3","0","301008","","0","301","0.2"
"120831","那這道菜如何？\n這在東國也是\n不怎麼常見的珍品喔。","0","0","11","6","301009","0.5","0","301","0"
"301009","","","","91","","301010","","","301",""
"120831","nop_idle_arm_crossed","","","3","1","301011","","","301","0.2"
"120931","nop_11_anna_huhuStand_in","1","nop_11_anna_huhuStand_loop","3","0","301012","","0","301","0.2"
"120931","呵呵呵，全身充滿了力量啊。\n這就是年菜的力量嗎！","0","0","11","7","301013","0.5","0","301","0"
"1","0","","","93","","301014","","","301",""
"120931","nop_11_anna_ahahaStand_in","1","nop_11_anna_ahahaStand_loop","3","0","301015","","0","301","0.2"
"301013","","","","91","","301016","","","301",""
"120931","nop_11_anna_ahahaStand_loop","1","","3","1","301017","","","301","0.2"
"111931","nop_01_coccoro_an_in","1","nop_01_coccoro_an_loop","3","0","301018","","0","301","0.2"
"111931","雪菲小姐，請用。\n來，啊～","0","0","11","5","301019","0.5","0","301","0"
"0.2","0","","","93","","301020","","","301",""
"120731","0","","","4","","301021","","","301",""
"0.8","0","","","93","","301022","","","301",""
"120731","nop_surprise","1","nop_idle_shy","3","0","301023","","0.2","301","0.2"
"301019","","","","91","","301024","","","301",""
"120731","nop_talk_shy","","","3","1","301025","","","301","0.2"
"120731","可、可可蘿小姐……\n這樣好讓人害臊……","0","0","11","8","301026","0.5","0","301","0"
"301026","","","","91","","301027","","","301",""
"120731","nop_idle_shy","","","3","1","301028","","","301","0.2"
"0.5","0","","","93","","301029","","","301",""
"111931","nop_01_coccoro_an_out","1","nop_idle_normal","3","0","301030","","0","301","0.2"
"1","0","","","93","","301031","","","301",""
"120731","1","","","4","","301032","","","301",""
"120731","nop_idle_joy1","","","3","1","301033","","","301","0.2"
"108831","騎士先生\n難得找我們來，\n要好好享受才行！","0","0","11","6","302001","0.5","0","302","0"
"108831","nop_talk_joy3_blink","","","3","1","302002","","","302","0.2"
"2.75","1","","","93","","302003","","","302",""
"108831","nop_talk_joy1_normal","","","3","1","302004","","","302","0.2"
"302001","","","","91","","302005","","","302",""
"108831","nop_idle_joy_normal","1","","3","1","302006","","","302","0.2"
"108931","得讓今年也成為美好的一年啊。","0","0","11","9","302007","0.5","0","302","0"
"108931","nop_talk_joy1_normal","","","3","1","302008","","","302","0.2"
"302007","","","","91","","302009","","","302",""
"108931","nop_idle_normal","","","3","1","302010","","","302","0.2"
"108731","只要有大家在，一定沒問題的！","0","0","11","7","302011","0.5","0","302","0"
"108731","nop_talk_joy2","","","3","1","302012","","","302","0.2"
"302011","","","","91","","302013","","","302",""
"108731","nop_idle_joy1","1","","3","1","302014","","","302","0.2"
"0","","","","91","","302015","","","302",""
"102011","哇！好大的會場喔！\n料理也好多！","0","0","11","6","303001","0.5","0","303","0"
"102011","nop_talk_joy2","","","3","1","303002","","","303","0.2"
"303001","","","","91","","303003","","","303",""
"102011","nop_idle_joy1","1","","3","1","303004","","","303","0.2"
"100411","嘿嘿嘿，\n這樣很值得來惡作劇耶～","0","0","11","6","303005","0.5","0","303","0"
"100411","nop_talk_joy2","","","3","1","303006","","","303","0.2"
"303005","","","","91","","303007","","","303",""
"100411","nop_idle_normal","1","","3","1","303008","","","303","0.2"
"103631","變態可疑分子……\n不對，那個人在哪裡呢？","0","0","11","6","303009","0.5","0","303","0"
"103631","nop_talk_wish","","","3","1","303010","","","303","0.2"
"303009","","","","91","","303011","","","303",""
"103631","nop_idle_wish","","","3","1","303012","","","303","0.2"
"101511","這場新年會真是富麗堂皇。\n大家都笑容滿面的，這樣真棒。","0","0","11","11","304001","0.5","0","304","0"
"101511","nop_talk_normal","","","3","1","304002","","","304","0.2"
"1.5","0","","","93","","304003","","","304",""
"101511","nop_talk_joy3","","","3","1","304004","","","304","0.2"
"304001","","","","91","","304005","","","304",""
"101511","nop_idle_joy1","","","3","1","304006","","","304","0.2"
"101231","那道料理看起來好好吃！\n也把這件事跟小栞說吧。","0","0","11","7","304007","0.5","0","304","0"
"101231","nop_idle_surprise_kira","","","3","1","304008","","","304","0.2"
"1.5","0","","","93","","304009","","","304",""
"101231","nop_talk_joy2","","","3","1","304010","","","304","0.2"
"304007","","","","91","","304011","","","304",""
"101231","nop_idle_joy_normal","","","3","1","304012","","","304","0.2"
"104011","啊哇哇……\n有好多閃閃發亮的人～！","0","0","11","6","304013","0.5","0","304","0"
"104011","nop_idle_surprise2","","","3","1","304014","","","304","0.2"
"304013","","","","91","","304015","","","304",""
"104011","nop_idle_normal","1","","3","1","304016","","","304","0.2"
"101511","nop_idle_normal","","","3","1","304017","","","304","0.2"
"101231","nop_idle_normal","","","3","1","304018","","","304","0.2"
"100711","布丁布丁……布丁在哪裡？\n快給人家布丁～！","0","0","11","6","305001","0.5","0","305","0"
"100711","nop_05_miyako_talk_anger","","","3","1","305002","","","305","0.2"
"305001","","","","91","","305003","","","305",""
"100711","nop_05_miyako_idle_anger","1","","3","1","305004","","","305","0.2"
"103111","爸爸，你別因為這裡有很多\n漂亮的女性，就造成別人的困擾喔。","0","0","11","7","305005","0.5","0","305","0"
"103111","nop_talk_worry","","","3","1","305006","","","305","0.2"
"305005","","","","91","","305007","","","305",""
"103111","nop_idle_worry","1","","3","1","305008","","","305","0.2"
"100611","哇，年菜的份量好驚人♪\n這樣茜里的肚子會被填得滿滿的呢～","0","0","11","7","305009","0.5","0","305","0"
"100611","nop_talk_surprise_kira","","","3","1","305010","","","305","0.2"
"2","0","","","93","","305011","","","305",""
"100611","nop_talk_memory","","","3","1","305012","","","305","0.2"
"305009","","","","91","","305013","","","305",""
"100611","nop_idle_memory2","","","3","1","305014","","","305","0.2"
"102211","不知道他做的料理是哪一道……\n我、我之所以會找，\n可不是因為想吃喔？","0","0","11","6","305015","0.5","0","305","0"
"102211","nop_talk_sad","","","3","1","305016","","","305","0.2"
"2.8","0","","","93","","305017","","","305",""
"102211","nop_talk_anger2","","","3","1","305018","","","305","0.2"
"305015","","","","91","","305019","","","305",""
"102211","nop_idle_anger2","1","","3","1","305020","","","305","0.2"
"107131","哈～哈哈哈！\n這種豪華的地方\n才與我克莉絲提娜姐姐般配啊。","0","0","11","6","306001","0.5","0","306","0"
"107131","nop_06_cris_ahaha_in","1","nop_06_cris_ahaha_loop","3","0","306002","","0","306","0.2"
"1.5","0","","","93","","306003","","","306",""
"107131","nop_talk_arm_crossed","1","nop_talk_arm_crossed_loop","3","0","306004","","0.2","306","0.2"
"306001","","","","91","","306005","","","306",""
"107131","nop_idle_arm_crossed","1","","3","1","306006","","","306","0.2"
"100511","有好多看起很好吃的料理！\n小智姐，\n我們接下來去吃那個！","0","0","11","6","306007","0.5","0","306","0"
"100511","nop_talk_surprise_kira","","","3","1","306008","","","306","0.2"
"4.5","0","","","93","","306009","","","306",""
"100511","nop_talk_joy2","","","3","1","306010","","","306","0.2"
"306007","","","","91","","306011","","","306",""
"100511","nop_idle_normal","","","3","1","306012","","","306","0.2"
"103731","茉莉，妳冷靜一點吧？\n料理是不會逃跑的。","0","0","11","6","306013","0.5","0","306","0"
"103731","nop_talk_worry","","","3","1","306014","","","306","0.2"
"306013","","","","91","","306015","","","306",""
"103731","nop_idle_worry","1","","3","1","306016","","","306","0.2"
"104731","大家好像都很享受啊。\n和平果然是最棒的。","0","0","11","6","306017","0.5","0","306","0"
"104731","nop_talk_arm_crossed_loop","","","3","1","306018","","","306","0.2"
"306017","","","","91","","306019","","","306",""
"104731","nop_idle_arm_crossed","1","","3","1","306020","","","306","0.2"
"102831","這個人數好驚人啊。\n會場很大，\n大家要小心別迷路了喔？","0","0","11","7","307001","0.5","0","307","0"
"102831","nop_talk_surprise1","","","3","1","307002","","","307","0.2"
"1.2","0","","","93","","307003","","","307",""
"102831","nop_talk_joy1_normal","","","3","1","307004","","","307","0.2"
"307001","","","","91","","307005","","","307",""
"102831","nop_idle_normal","1","","3","1","307006","","","307","0.2"
"102111","好～咲戀媽媽！\n大家都有當個乖孩子喔。","0","0","11","6","307007","0.5","0","307","0"
"102111","nop_talk_joy3_dere","","","3","1","307008","","","307","0.2"
"1.7","0","","","93","","307009","","","307",""
"102111","nop_talk_wish","","","3","1","307010","","","307","0.2"
"307007","","","","91","","307011","","","307",""
"102511","大小姐！\n我、我也會陪著大家，\n不會有事的！","0","0","11","8","307012","0.5","0","307","0"
"102511","nop_talk_guts3_NoBlink","1","nop_talk_guts3_loop","3","0","307013","","0","307","0.2"
"307012","","","","91","","307014","","","307",""
"102311","雖然妳這麼說，\n但鈴莓好像會變成\n第一個迷路的人……","0","0","11","7","307015","0.5","0","307","0"
"102311","nop_talk_worry","","","3","1","307016","","","307","0.2"
"307015","","","","91","","307017","","","307",""
"102311","nop_idle_normal","","","3","1","307018","","","307","0.2"
"102111","nop_idle_normal","1","","3","1","307019","","","307","0.2"
"102511","nop_idle_normal","1","","3","1","307020","","","307","0.2"
"101011","真是豪華的新年會呀。\n到處都是看似很美味的料理，\n人家快要眼花撩亂了呢～","0","0","11","8","308001","0.5","0","308","0"
"101011","nop_talk_joy3_blink2","","","3","1","308002","","","308","0.2"
"1.5","1","","","93","1","308003","","","308",""
"101011","nop_talk_joy1","","","3","1","308004","","","308","0.2"
"308001","","","","91","","308005","","","308",""
"101011","nop_idle_joy_normal","1","","3","1","308006","","","308","0.2"
"104331","喔，那道料理，\n我家的店裡也能賣賣看嗎？\n再多吃一點試試吧……","0","0","11","7","308007","0.5","0","308","0"
"104331","nop_talk_arm_crossed2","1","nop_talk_arm_crossed_loop2","3","0","308008","","0.2","308","0.2"
"3","1","","","93","1","308009","","","308",""
"104331","nop_talk_thinking","","","3","1","308010","","","308","0.2"
"308007","","","","91","","308011","","","308",""
"104331","nop_idle_thinking","1","","3","1","308012","","","308","0.2"
"101711","這場新年會充滿了熱鬧又快樂的氣氛呢～\n覺得有點想跳舞了哪～","0","0","11","7","308013","0.5","0","308","0"
"101711","nop_talk_joy1_wink","","","3","1","308014","","","308","0.2"
"2.5","1","","","93","1","308015","","","308",""
"101711","nop_talk_joy2","","","3","1","308016","","","308","0.2"
"308013","","","","91","","308017","","","308",""
"101711","nop_idle_joy1","1","","3","1","308018","","","308","0.2"
"101431","事件發生的徵兆……看來是沒有呢。\n嗯，實在有些可惜呀。","0","0","11","7","308019","0.5","0","308","0"
"101431","nop_talk_joy3_blink2","","","3","1","308020","","","308","0.2"
"3","1","","","93","1","308021","","","308",""
"101431","nop_talk_arm_crossed","1","nop_talk_arm_crossed_loop","3","0","308022","","0.2","308","0.2"
"308019","","","","91","","308023","","","308",""
"101431","nop_idle_arm_crossed","","","3","1","308024","","","308","0.2"
"0","","","","91","1","308025","","","308",""
"103311","我想到新年第一笑的哽了！\n有誰想聽的嗎？","0","0","11","6","309001","0.5","0","309","0"
"103311","nop_talk_guts2","1","nop_talk_guts2_loop","3","0","309002","","0.2","309","0.2"
"2.5","1","","","93","","309003","","","309",""
"103311","nop_talk_joy2","","","3","1","309004","","","309","0.2"
"309001","","","","91","","309005","","","309",""
"103311","nop_idle_joy1","1","","3","1","309006","","","309","0.2"
"105211","這裡像是會舉辦舞會的場地呢。\n好棒呀。","0","0","11","8","309007","0.5","0","309","0"
"105211","nop_talk_joy1_normal","","","3","1","309008","","","309","0.2"
"2","1","","","93","","309009","","","309",""
"105211","nop_talk_memory","","","3","1","309010","","","309","0.2"
"309007","","","","91","","309011","","","309",""
"105211","nop_idle_memory","1","","3","1","309012","","","309","0.2"
"102611","人太多了，好累哦～\n莉瑪～背我嘛～","0","0","11","6","309013","0.5","0","309","0"
"102611","nop_talk_sad2","","","3","1","309014","","","309","0.2"
"1.5","1","","","93","","309015","","","309",""
"102611","nop_talk_worry","","","3","1","309016","","","309","0.2"
"309013","","","","91","","309017","","","309",""
"102611","nop_idle_worry","1","","3","1","309018","","","309","0.2"
"103811","那道料理看起來很好吃的樣子……\n得告訴姊姊才行。","0","0","11","6","309019","0.5","0","309","0"
"103811","nop_talk_joy3_blink","","","3","1","309020","","","309","0.2"
"309019","","","","91","","309021","","","309",""
"103811","nop_idle_normal_joy","","","3","1","309022","","","309","0.2"
"0","","","","91","","309023","","","309",""
"103231","像這樣和一大群人一起過的新年，\n真是太熱鬧、太棒了！","0","0","11","7","310001","0.5","0","310","0"
"103231","nop_talk_joy1","","","3","1","310002","","","310","0.2"
"310001","","","","91","","310003","","","310",""
"103231","nop_idle_joy1","1","","3","1","310004","","","310","0.2"
"104611","有好多非常少見的年菜喵。\n能不能成為研發\n鯛魚燒新菜單的靈感呢喵？","0","0","11","7","310005","0.5","0","310","0"
"104611","nop_talk_joy2","","","3","1","310006","","","310","0.2"
"2.5","1","","","93","","310007","","","310",""
"104611","nop_talk_thinking","","","3","1","310008","","","310","0.2"
"310005","","","","91","","310009","","","310",""
"104611","nop_idle_thinking","","","3","1","310010","","","310","0.2"
"103411","大家～新年快熱～！\n開玩笑的。嗝。","0","0","11","6","310011","0.5","0","310","0"
"103411","nop_10_yukari_04","","","3","1","310012","","","310","0.2"
"11","nop_10_yukari_04","","","3","1","310013","","","310","0.2"
"2.5","1","","","93","","310014","","","310",""
"103411","nop_10_yukari_06","1","nop_10_yukari_02","3","0","310015","","0.5","310","0.2"
"11","nop_10_yukari_06","1","nop_10_yukari_02","3","0","310016","","0.5","310","0.2"
"310011","","","","91","","310017","","","310",""
"104811","咦？優花梨？\n已經醉成這樣了……","0","0","11","5","310018","0.5","0","310","0"
"104811","nop_talk_surprise1","","","3","1","310019","","","310","0.2"
"104811","0","","","4","","310020","","","310",""
"1","1","","","93","","310021","","","310",""
"104811","nop_talk_worry","","","3","1","310022","","","310","0.2"
"310018","","","","91","","310023","","","310",""
"104811","nop_idle_worry","1","","3","1","310024","","","310","0.2"
"0","","","","91","","310025","","","310",""
"102711","nop_talk_wish","","","3","1","311001","","","311","0.2"
"102711","我能感覺到那位大人\n就身在這寬廣會場的某處……","0","0","11","7","311002","0.5","0","311","0"
"311002","","","","91","","311003","","","311",""
"102711","nop_idle_wish","","","3","1","311004","","","311","0.2"
"100911","nop_11_anna_huhuStand_in","1","nop_11_anna_huhuStand_loop","3","0","311005","","0","311","0.2"
"100911","好痛……好痛啊！\n我的魔眼正祝賀著這新的一年……！","0","0","11","8","311006","0.5","0","311","0"
"311006","","","","91","","311007","","","311",""
"100911","nop_11_anna_huhuStand_loop","","","3","1","311008","","","311","0.2"
"101311","nop_talk_joy2","","","3","1","311009","","","311","0.2"
"101311","杏奈美眉杏奈美眉！\n年菜看起來好好吃哦！\n來，開吃吧！！","0","0","11","6","311010","0.5","0","311","0"
"311010","","","","91","","311011","","","311",""
"101311","nop_idle_joy_normal","","","3","1","311012","","","311","0.2"
