9769b61b8c30c5e83b4b705e5260d017cf27ce40c7ded6bad77bb127a3b509e5,9bc424b0f18e272ce1828d8923286e0827458712d1f56e3ec7150f2acb588768,748f4a3a664666b0b71ab052c800e08f5ca572cf9f91634f5e37dd56b99436ef,b9411a77ec4e1363d32e0e421647ad935b506a9b1b5c39ba674eedf67fb4c7bd,c7782c9d2f5bb581e43a1edf121470d9be31fe847957e532c6100d17b3bea18f,e2ae1392da5d33c64f9c7d6dbf9b795141f504da82b918155c0953025bd2f2d8,c5f979390217045dadc12b315e63f0af1f79e322384908c744642443ad0fb21d,17b095e2c880e6ecf42cc92640c9b35185d0135bf008be72976ae594f04e4f75,e665918e8d7b1a17832e9bfcab035fec0cc14eb5ebc44ef227192f13c9589528,333a8355565f50c87cf22c120ead40d183bc76253d8d47e6423167578dc6c0e5,29a5bbd9fa22be1053a9eba2c1076a386881e99c6601021f417cc3780aaef811,046585a8c1506cfe3b39f15bcb71c5fdbe7acef8dd1994c7e40c23b88d5031ab,31fcac7a3d631293fa0e8ae43a843c3462c4f55738b89021b26d6940be433b14,06616de07663ad97ed1a8c6710b777253bc46399d900fc8d26ca99966363b904,3d23d500e88809243e443aca9b90e12eaa51babba9dc473f7cf74823d4c9e723,8a664464bba1786671f5ceef46adcef11ee32949cc6fb448b8454eefc69121ce,b9366be5188ed8fbdd3a84001d99ed5649c8e2cd5ee96491d03ef559af8ea3c1,eb083307e407503adb1f23418fdb231d631ebea39ae2287a836a2ac30035594c,9ef295072ebce4a17df483c4cf35513d6880ab5e017c40802f543c38f865e16a,c13d280a1b37f5f10920e0a51a539c29e8ad5b132c576777281c50746401a681,43c3224e66fd6fee0a16c95847be084fbec89836b3296e9b967a31f2557eb313,1347a5fdcc2aa66ed8eabaa8a9f91f142172dd4e810d8c9672fdf142103ba4a2,88eb6836292526a7fad252f0b44f08356222a9544c3a36955d86f98812cb3aaf,b14f5832fa53d403ea6c7882e350e635f484fe54fdd66506296b12400ab054cf,af95a321a4bbc52474560ef7d8d2503e27c688791f95c07f53d36f27c186a622,55f4e69fc28c4e0e9243fd82f02fe60b71cdadf2ac7e34c38c7d051adc59bc04,42ca211697580b1a6f4f170a8ad8b1592b22fde966f4f549765dec75a8a50808,d9737498b56a928d6907c3364f9814cabf9b6e5766a7b0e25729d070e72904e5,f23ae120310742b7c8bd4905fdea0af5d057abfedaf5cf185598e7538ab16464,ee179e6db44cb65ed9e5de8c5643fb806693eb622741e74fdeed0059ae73726a,84d877816bd772c0879d85a339364f153968bda2c76473ae6a5d4c8ee817578c,a62ac56491a3622a262d86906d2029f88c664254756afad3e18e55c8085ed8b7,c32053824de888df80f257f8a768b283521df2f63f7e921f48c1e51b8d96a515,c682246b97286cf0721d76082641ae1efe55f8b562e9f574114cc8c2626b2b5a,b20fdd08a2e4c3bbaa91f5c4d6c9f77630d0ca114bcca78966a5ad45dd58c5cc,12693a33f5a8bd3e0b285ecd5220720203ae523c8802f3e349427636948657f3,e338248983ac4a6e0531d1de7c0c8b85b195213a626d322f23d56aea01a7c7f6,c1a818e85535582762efede4bbcf16a16b2ee021aca4b68469afa31c217b9dc8,9352aafb1e4e30977490eb4219ea5b45862f4979b6ceff6f9c43c0a804bf78e1,abea3f2fadded5929eae0c8ccf9e64d46c2d81f1a91e88bde606c7cee6628ac9
"1","20","0","20","20","1","20","30","20","0","0","20","16","20","20","20","20","1","200000006","20","20","20","0","0","1563","20","0","0","200100","0","20","10","0","670010020","10","13","20","186","0","20"
"1","21","0","21","21","1","21","30","21","0","0","21","18","21","21","21","21","1","200000006","21","21","21","0","0","1784","21","0","0","200100","0","21","10","0","670010021","10","15","21","206","0","21"
"1","22","0","22","22","1","22","30","22","0","0","22","20","22","22","22","22","1","200000006","22","22","22","0","0","2005","22","0","0","200100","0","22","10","0","670010022","10","17","22","225","0","22"
"1","23","0","23","23","1","23","30","23","0","0","23","21","23","23","23","23","1","200000006","23","23","23","0","0","2225","23","0","0","200100","0","23","10","0","670010023","10","18","23","245","0","23"
"1","24","0","24","24","1","24","30","24","0","0","24","23","24","24","24","24","1","200000006","24","24","24","0","0","2446","24","0","0","200100","0","24","10","0","670010024","10","20","24","264","0","24"
"1","25","0","25","25","1","25","30","25","0","0","25","24","25","25","25","25","1","200000006","25","25","25","0","0","2701","25","0","0","200100","0","25","10","0","670010025","10","21","25","267","0","25"
"1","26","0","26","26","1","26","30","26","0","0","26","24","26","26","26","26","1","200000006","26","26","26","0","0","2956","26","0","0","200100","0","26","10","0","670010026","10","21","26","269","0","26"
"1","27","0","27","27","1","27","30","27","0","0","27","24","27","27","27","27","1","200000006","27","27","27","0","0","3211","27","0","0","200100","0","27","10","0","670010027","10","21","27","289","0","27"
"1","28","0","28","28","1","28","30","28","0","0","28","25","28","28","28","28","1","200000006","28","28","28","0","0","3466","28","0","0","200100","0","28","10","0","670010028","10","21","28","309","0","28"
"1","29","0","29","29","1","29","30","29","0","0","29","25","29","29","29","29","1","200000006","29","29","29","0","0","3721","29","0","0","200100","0","29","10","0","670010029","10","22","29","330","0","29"
"1","30","0","30","30","1","30","30","30","0","0","30","25","30","30","30","30","1","200000006","30","30","30","0","0","3976","30","0","0","200100","0","30","10","0","670010030","10","22","30","350","0","30"
"1","31","0","31","31","1","31","30","31","0","0","31","26","31","31","31","31","1","200000006","31","31","31","0","0","4232","31","0","0","200100","0","31","10","0","670010031","10","22","31","370","0","31"
"1","32","0","32","32","1","32","30","32","0","0","32","26","32","32","32","32","1","200000006","32","32","32","0","0","4487","32","0","0","200100","0","32","10","0","670010032","10","22","32","390","0","32"
"1","33","0","33","33","1","33","30","33","0","0","33","26","33","33","33","33","1","200000006","33","33","33","0","0","4742","33","0","0","200100","0","33","10","0","670010033","10","22","33","410","0","33"
"1","34","0","34","34","1","34","30","34","0","0","34","26","34","34","34","34","1","200000006","34","34","34","0","0","4997","34","0","0","200100","0","34","10","0","670010034","10","23","34","431","0","34"
"1","35","0","35","35","1","35","30","35","0","0","35","27","35","35","35","35","1","200000006","35","35","35","0","0","5252","35","0","0","200100","0","35","10","0","670010035","10","23","35","451","0","35"
"1","36","0","36","36","1","36","30","36","0","0","36","27","36","36","36","36","1","200000006","36","36","36","0","0","5507","36","0","0","200100","0","36","10","0","670010036","10","23","36","471","0","36"
"1","37","0","37","37","1","37","30","37","0","0","37","31","37","37","37","37","1","200000006","37","37","37","0","0","5667","37","0","0","200100","0","37","10","0","670010037","10","27","37","516","0","37"
"1","38","0","38","38","1","38","30","38","0","0","38","35","38","38","38","38","1","200000006","38","38","38","0","0","5826","38","0","0","200100","0","38","10","0","670010038","10","31","38","562","0","38"
"1","39","0","39","39","1","39","30","39","0","0","39","39","39","39","39","39","1","200000006","39","39","39","0","0","5986","39","0","0","200100","0","39","10","0","670010039","10","35","39","607","0","39"
"1","40","0","40","40","1","40","30","40","0","0","40","40","40","40","40","40","1","200000006","40","40","40","0","0","7437","40","0","0","200100","0","40","10","0","670010040","10","36","40","712","0","40"
"1","41","0","41","41","1","41","30","41","0","0","41","40","41","41","41","41","1","200000006","41","41","41","0","0","8888","41","0","0","200100","0","41","10","0","670010041","10","36","41","816","0","41"
"1","42","0","42","42","1","42","30","42","0","0","42","41","42","42","42","42","1","200000006","42","42","42","0","0","9321","42","0","0","200100","0","42","10","0","670010042","10","36","42","913","0","42"
"1","43","0","43","43","1","43","30","43","0","0","43","41","43","43","43","43","1","200000006","43","43","43","0","0","9754","43","0","0","200100","0","43","10","0","670010043","10","36","43","1010","0","43"
"1","44","0","44","44","1","44","30","44","0","0","44","45","44","44","44","44","1","200000006","44","44","44","0","0","10008","44","0","0","200100","0","44","10","0","670010044","10","38","44","1079","0","44"
"1","45","0","45","45","1","45","30","45","0","0","45","49","45","45","45","45","1","200000006","45","45","45","0","0","10263","45","0","0","200100","0","45","10","0","670010045","10","41","45","1148","0","45"
"1","46","0","46","46","1","46","30","46","0","0","46","53","46","46","46","46","1","200000006","46","46","46","0","0","10517","46","0","0","200100","0","46","10","0","670010046","10","43","46","1217","0","46"
"1","47","0","47","47","1","47","30","47","0","0","47","57","47","47","47","47","1","200000006","47","47","47","0","0","10771","47","0","0","200100","0","47","10","0","670010047","10","45","47","1286","0","47"
"1","48","0","48","48","1","48","30","48","0","0","48","61","48","48","48","48","1","200000006","48","48","48","0","0","11026","48","0","0","200100","0","48","10","0","670010048","10","48","48","1355","0","48"
"1","49","0","49","49","1","49","30","49","0","0","49","65","49","49","49","49","1","200000006","49","49","49","0","0","11280","49","0","0","200100","0","49","10","0","670010049","10","50","49","1424","0","49"
"1","50","0","50","50","1","50","30","50","0","0","50","69","50","50","50","50","1","200000006","50","50","50","0","0","11534","50","0","0","200100","0","50","10","0","670010050","10","52","50","1493","0","50"
"1","51","0","51","51","1","51","30","51","0","0","51","73","51","51","51","51","1","200000006","51","51","51","0","0","11789","51","0","0","200100","0","51","10","0","670010051","10","55","51","1562","0","51"
"1","52","0","52","52","1","52","30","52","0","0","52","77","52","52","52","52","1","200000006","52","52","52","0","0","12043","52","0","0","200100","0","52","10","0","670010052","10","57","52","1632","0","52"
"1","53","0","53","53","1","53","30","53","0","0","53","81","53","53","53","53","1","200000006","53","53","53","0","0","12297","53","0","0","200100","0","53","10","0","670010053","10","59","53","1701","0","53"
"1","54","0","54","54","1","54","30","54","0","0","54","85","54","54","54","54","1","200000006","54","54","54","0","0","12552","54","0","0","200100","0","54","10","0","670010054","10","62","54","1770","0","54"
"1","55","0","55","55","1","55","30","55","0","0","55","89","55","55","55","55","1","200000006","55","55","55","0","0","12806","55","0","0","200100","0","55","10","0","670010055","10","64","55","1839","0","55"
"1","56","0","56","56","1","56","30","56","0","0","56","93","56","56","56","56","1","200000006","56","56","56","0","0","13060","56","0","0","200100","0","56","10","0","670010056","10","66","56","1908","0","56"
"1","57","0","57","57","1","57","30","57","0","0","57","97","57","57","57","57","1","200000006","57","57","57","0","0","13315","57","0","0","200100","0","57","10","0","670010057","10","69","57","1977","0","57"
"1","58","0","58","58","1","58","30","58","0","0","58","101","58","58","58","58","1","200000006","58","58","58","0","0","13569","58","0","0","200100","0","58","10","0","670010058","10","71","58","2046","0","58"
"1","59","0","59","59","1","59","30","59","0","0","59","105","59","59","59","59","1","200000006","59","59","59","0","0","13823","59","0","0","200100","0","59","10","0","670010059","10","73","59","2115","0","59"
"1","60","0","60","60","1","60","30","60","0","0","60","109","60","60","60","60","1","200000006","60","60","60","0","0","14078","60","0","0","200100","0","60","10","0","670010060","10","76","60","2184","0","60"
"1","61","0","61","61","1","61","30","61","0","0","61","113","61","61","61","61","1","200000006","61","61","61","0","0","14332","61","0","0","200100","0","61","10","0","670010061","10","78","61","2253","0","61"
"1","62","0","62","62","1","62","30","62","0","0","62","113","62","62","62","62","1","200000006","62","62","62","0","0","15514","62","0","0","200100","0","62","10","0","670010062","10","79","62","2280","0","62"
"1","63","0","63","63","1","63","30","63","0","0","63","114","63","63","63","63","1","200000006","63","63","63","0","0","16696","63","0","0","200100","0","63","10","0","670010063","10","79","63","2306","0","63"
"1","64","0","64","64","1","64","30","64","0","0","64","114","64","64","64","64","1","200000006","64","64","64","0","0","17878","64","0","0","200100","0","64","10","0","670010064","10","80","64","2333","0","64"
"1","65","0","65","65","1","65","30","65","0","0","65","114","65","65","65","65","1","200000006","65","65","65","0","0","19060","65","0","0","200100","0","65","10","0","670010065","10","81","65","2359","0","65"
"1","66","0","66","66","1","66","30","66","0","0","66","115","66","66","66","66","1","200000006","66","66","66","0","0","20242","66","0","0","200100","0","66","10","0","670010066","10","82","66","2386","0","66"
"1","67","0","67","67","1","67","30","67","0","0","67","115","67","67","67","67","1","200000006","67","67","67","0","0","21425","67","0","0","200100","0","67","10","0","670010067","10","82","67","2412","0","67"
"1","68","0","68","68","1","68","30","68","0","0","68","115","68","68","68","68","1","200000006","68","68","68","0","0","22607","68","0","0","200100","0","68","10","0","670010068","10","83","68","2439","0","68"
"1","69","0","69","69","1","69","30","69","0","0","69","116","69","69","69","69","1","200000006","69","69","69","0","0","23789","69","0","0","200100","0","69","10","0","670010069","10","84","69","2466","0","69"
"1","70","0","70","70","1","70","30","70","0","0","70","116","70","70","70","70","1","200000006","70","70","70","0","0","24971","70","0","0","200100","0","70","10","0","670010070","10","85","70","2492","0","70"
"1","71","0","71","71","1","71","30","71","0","0","71","116","71","71","71","71","1","200000006","71","71","71","0","0","26153","71","0","0","200100","0","71","10","0","670010071","10","85","71","2519","0","71"
"1","1","0","1","1","1","1","30","1","0","0","1","8","1","1","1","1","1","200000001","1","1","1","0","0","924","1","0","0","200200","0","1","10","0","670020001","10","10","1","108","0","1"
"1","2","0","2","2","1","2","30","2","0","0","2","8","2","2","2","2","1","200000001","2","2","2","0","0","927","2","0","0","200200","0","2","10","0","670020002","10","10","2","111","0","2"
"1","3","0","3","3","1","3","30","3","0","0","3","8","3","3","3","3","1","200000001","3","3","3","0","0","930","3","0","0","200200","0","3","10","0","670020003","10","10","3","114","0","3"
"1","4","0","4","4","1","4","30","4","0","0","4","9","4","4","4","4","1","200000001","4","4","4","0","0","933","4","0","0","200200","0","4","10","0","670020004","10","11","4","117","0","4"
"1","5","0","5","5","1","5","30","5","0","0","5","9","5","5","5","5","1","200000001","5","5","5","0","0","936","5","0","0","200200","0","5","10","0","670020005","10","11","5","120","0","5"
"1","6","0","6","6","1","6","30","6","0","0","6","9","6","6","6","6","1","200000001","6","6","6","0","0","939","6","0","0","200200","0","6","10","0","670020006","10","11","6","123","0","6"
"1","7","0","7","7","1","7","30","7","0","0","7","10","7","7","7","7","1","200000001","7","7","7","0","0","942","7","0","0","200200","0","7","10","0","670020007","10","12","7","126","0","7"
"1","8","0","8","8","1","8","30","8","0","0","8","10","8","8","8","8","1","200000001","8","8","8","0","0","945","8","0","0","200200","0","8","10","0","670020008","10","12","8","129","0","8"
"1","9","0","9","9","1","9","30","9","0","0","9","10","9","9","9","9","1","200000001","9","9","9","0","0","948","9","0","0","200200","0","9","10","0","670020009","10","12","9","132","0","9"
"1","10","0","10","10","1","10","30","10","0","0","10","11","10","10","10","10","1","200000001","10","10","10","0","0","951","10","0","0","200200","0","10","10","0","670020010","10","13","10","135","0","10"
"1","11","0","11","11","1","11","30","11","0","0","11","11","11","11","11","11","1","200000001","11","11","11","0","0","954","11","0","0","200200","0","11","10","0","670020011","10","13","11","138","0","11"
"1","12","0","12","12","1","12","30","12","0","0","12","11","12","12","12","12","1","200000001","12","12","12","0","0","957","12","0","0","200200","0","12","10","0","670020012","10","13","12","141","0","12"
"1","13","0","13","13","1","13","30","13","0","0","13","12","13","13","13","13","1","200000001","13","13","13","0","0","960","13","0","0","200200","0","13","10","0","670020013","10","14","13","144","0","13"
"1","14","0","14","14","1","14","30","14","0","0","14","12","14","14","14","14","1","200000001","14","14","14","0","0","963","14","0","0","200200","0","14","10","0","670020014","10","14","14","147","0","14"
"1","15","0","15","15","1","15","30","15","0","0","15","13","15","15","15","15","1","200000001","15","15","15","0","0","966","15","0","0","200200","0","15","10","0","670020015","10","15","15","151","0","15"
"1","16","0","16","16","1","16","30","16","0","0","16","13","16","16","16","16","1","200000001","16","16","16","0","0","1322","16","0","0","200200","0","16","10","0","670020016","10","15","16","175","0","16"
"1","17","0","17","17","1","17","30","17","0","0","17","13","17","17","17","17","1","200000001","17","17","17","0","0","1678","17","0","0","200200","0","17","10","0","670020017","10","15","17","199","0","17"
"1","18","0","18","18","1","18","30","18","0","0","18","13","18","18","18","18","1","200000001","18","18","18","0","0","1884","18","0","0","200200","0","18","10","0","670020018","10","15","18","207","0","18"
"1","19","0","19","19","1","19","30","19","0","0","19","14","19","19","19","19","1","200000001","19","19","19","0","0","2090","19","0","0","200200","0","19","10","0","670020019","10","16","19","215","0","19"
"1","20","0","20","20","1","20","30","20","0","0","20","14","20","20","20","20","1","200000001","20","20","20","0","0","2296","20","0","0","200200","0","20","10","0","670020020","10","16","20","223","0","20"
"1","21","0","21","21","1","21","30","21","0","0","21","14","21","21","21","21","1","200000001","21","21","21","0","0","2377","21","0","0","200200","0","21","10","0","670020021","10","17","21","237","0","21"
"1","22","0","22","22","1","22","30","22","0","0","22","14","22","22","22","22","1","200000001","22","22","22","0","0","2458","22","0","0","200200","0","22","10","0","670020022","10","17","22","251","0","22"
"1","23","0","23","23","1","23","30","23","0","0","23","14","23","23","23","23","1","200000001","23","23","23","0","0","2658","23","0","0","200200","0","23","10","0","670020023","10","17","23","251","0","23"
"1","24","0","24","24","1","24","30","24","0","0","24","16","24","24","24","24","1","200000001","24","24","24","0","0","2829","24","0","0","200200","0","24","10","0","670020024","10","19","24","268","0","24"
"1","25","0","25","25","1","25","30","25","0","0","25","18","25","25","25","25","1","200000001","25","25","25","0","0","2999","25","0","0","200200","0","25","10","0","670020025","10","21","25","285","0","25"
"1","26","0","26","26","1","26","30","26","0","0","26","19","26","26","26","26","1","200000001","26","26","26","0","0","3170","26","0","0","200200","0","26","10","0","670020026","10","24","26","302","0","26"
"1","27","0","27","27","1","27","30","27","0","0","27","21","27","27","27","27","1","200000001","27","27","27","0","0","3340","27","0","0","200200","0","27","10","0","670020027","10","26","27","319","0","27"
"1","28","0","28","28","1","28","30","28","0","0","28","23","28","28","28","28","1","200000001","28","28","28","0","0","3511","28","0","0","200200","0","28","10","0","670020028","10","28","28","336","0","28"
"1","29","0","29","29","1","29","30","29","0","0","29","23","29","29","29","29","1","200000001","29","29","29","0","0","4632","29","0","0","200200","0","29","10","0","670020029","10","29","29","380","0","29"
"1","30","0","30","30","1","30","30","30","0","0","30","23","30","30","30","30","1","200000001","30","30","30","0","0","4717","30","0","0","200200","0","30","10","0","670020030","10","29","30","412","0","30"
"1","31","0","31","31","1","31","30","31","0","0","31","23","31","31","31","31","1","200000001","31","31","31","0","0","4802","31","0","0","200200","0","31","10","0","670020031","10","28","31","443","0","31"
"1","32","0","32","32","1","32","30","32","0","0","32","23","32","32","32","32","1","200000001","32","32","32","0","0","4887","32","0","0","200200","0","32","10","0","670020032","10","28","32","432","0","32"
"1","33","0","33","33","1","33","30","33","0","0","33","23","33","33","33","33","1","200000001","33","33","33","0","0","4972","33","0","0","200200","0","33","10","0","670020033","10","28","33","420","0","33"
"1","34","0","34","34","1","34","30","34","0","0","34","24","34","34","34","34","1","200000001","34","34","34","0","0","5985","34","0","0","200200","0","34","10","0","670020034","10","28","34","499","0","34"
"1","35","0","35","35","1","35","30","35","0","0","35","27","35","35","35","35","1","200000001","35","35","35","0","0","6241","35","0","0","200200","0","35","10","0","670020035","10","32","35","525","0","35"
"1","36","0","36","36","1","36","30","36","0","0","36","30","36","36","36","36","1","200000001","36","36","36","0","0","6497","36","0","0","200200","0","36","10","0","670020036","10","36","36","550","0","36"
"1","37","0","37","37","1","37","30","37","0","0","37","32","37","37","37","37","1","200000001","37","37","37","0","0","6752","37","0","0","200200","0","37","10","0","670020037","10","39","37","576","0","37"
"1","38","0","38","38","1","38","30","38","0","0","38","35","38","38","38","38","1","200000001","38","38","38","0","0","7008","38","0","0","200200","0","38","10","0","670020038","10","43","38","601","0","38"
"1","39","0","39","39","1","39","30","39","0","0","39","33","39","39","39","39","1","200000001","39","39","39","0","0","7387","39","0","0","200200","0","39","10","0","670020039","10","42","39","671","0","39"
"1","40","0","40","40","1","40","30","40","0","0","40","35","40","40","40","40","1","200000001","40","40","40","0","0","8119","40","0","0","200200","0","40","10","0","670020040","10","44","40","679","0","40"
"1","41","0","41","41","1","41","30","41","0","0","41","37","41","41","41","41","1","200000001","41","41","41","0","0","9635","41","0","0","200200","0","41","10","0","670020041","10","46","41","729","0","41"
"1","42","0","42","42","1","42","30","42","0","0","42","38","42","42","42","42","1","200000001","42","42","42","0","0","11151","42","0","0","200200","0","42","10","0","670020042","10","47","42","778","0","42"
"1","43","0","43","43","1","43","30","43","0","0","43","38","43","43","43","43","1","200000001","43","43","43","0","0","11476","43","0","0","200200","0","43","10","0","670020043","10","47","43","790","0","43"
"1","44","0","44","44","1","44","30","44","0","0","44","39","44","44","44","44","1","200000001","44","44","44","0","0","11802","44","0","0","200200","0","44","10","0","670020044","10","47","44","802","0","44"
"1","45","0","45","45","1","45","30","45","0","0","45","39","45","45","45","45","1","200000001","45","45","45","0","0","12127","45","0","0","200200","0","45","10","0","670020045","10","47","45","814","0","45"
"1","46","0","46","46","1","46","30","46","0","0","46","40","46","46","46","46","1","200000001","46","46","46","0","0","13833","46","0","0","200200","0","46","10","0","670020046","10","48","46","971","0","46"
"1","47","0","47","47","1","47","30","47","0","0","47","40","47","47","47","47","1","200000001","47","47","47","0","0","15539","47","0","0","200200","0","47","10","0","670020047","10","49","47","1128","0","47"
"1","48","0","48","48","1","48","30","48","0","0","48","41","48","48","48","48","1","200000001","48","48","48","0","0","17245","48","0","0","200200","0","48","10","0","670020048","10","50","48","1284","0","48"
"1","49","0","49","49","1","49","30","49","0","0","49","41","49","49","49","49","1","200000001","49","49","49","0","0","18951","49","0","0","200200","0","49","10","0","670020049","10","51","49","1441","0","49"
