a66d85fba0f1c5305e35aeb0e5dfeb378b3b6c61f2155a3939664df749fd1288,6b724acfc586b1060748e55bb6c780dad24f391dcace009b0fb427a6f6aa77f9,4c180c21328757e878e0108a650ace6674227c95f76fe22033996fee5b536cf8,ea5031c185de9be4d66313d8ccb826d37bfd9e2fd30b42001ec0411d57d135c6,e75bb297894efee0eae807b97d8534bd86e5f7b1f7fc57c18f5f550202d79e9c,8c74c9bfa7ecf59435ba92cc029b167ad4cf13818f45a96e08cbbd49ed9f8235,94b19e212c39d5647d792161c6215b8667c7689ac53cc1076b1d06fa9603dae6,7220b8c90b738f305c8b8df8c72e932c69bf6cb22fae9c0e593a884736a2e648,839147a730728b7ef3478e8572e8863a0175ff7056e6150aa474a068d29abc9c,3941d4a7ce6e362f028d30085d5524982cc49816b14f2a600e0bc892e58c0a31,9e16799bba8904135a5f930ecabca83f2cbd1b3dfb75cb3a92590c20dd8fcf99,b7265ea9264c626b0b8e6440c5b1ab06f18cd2a16953590c698dbaea2d05fafb,0e95614df67032b9e2d797b95820c6b738fd9ca72c9d2c5d9777252d5455b7b4,bcaec3b33190aadcf7f7413b87b22e30ce4a9a1ea90e1a4c5d37af40bb893ccc,5a438fd5a1ad146653d79bc31b0906e5e6fc7617e465ddb012eab68c8829db2c,a05675dec0010b7fc8f999084459a0dc0d113d3bcbd0d36f261723e7c30ec821,3a03fe32b37d3423759bdda5dbe186adda1787c2dda16a5a425fb98ab6c30d6c,d25e0abe32bcb22aad9be07ae198b4ef4e472d16bf9eeaeb3ddfb67cdc67f459,10409f01f350b31c8dedf7f778adf641fe8ccd4f2d0a806ea7d50122565f0646,3e443e5444c95f604396ae7d8e544a70fd89aa35f5fe2b152c215ec9dbf1dabd,99d2e53e5b22c15306d659ffef1491700f79ec072289b7d4ecf1cdf4e90fce4d,714d1e6ecee3feae83a608043df753aa8b9a3d6ee15637462611c7995eb84dba,34672bd023b38bae7565f199937d9edab0c6e5581a71b04f4effeab029f6775a,b08501834ba2876178bc5055ad97f3a9df3e5c6f358047a7a7acc4a178a5aeea,988a4dca816237eccc06e1813db5e7bdba98fd186d5f62ba3b3ce5351a458bee,9f65b726a03fe72b04bfef798583b663b4a7ea738e102cfec0000b0c90774628,64852516faf41bbef56c0ea077ff20294a0acc97d82035ef9ab416a10f173ba6,ccb56c2a3bc7526e6b8774fee7b7d13f10ffa74508658be3fe6eade1c18242ba,98e1aacdbaa9088039f1b7d6f4c0f8586abdeb2ad7388edbadadff151b62937b,18890436bcbae6f4ed01a193fc41b18f1981f49acb101da6f79d8f8b808cdfcc,9d08a7ea79dc9cce88e4a46e92d32cf4eaec3b0efa38c8af0f5c8cfb7d733ad7,b2eb241290a0dfb8f767f265b8803d3d86c51729ce1a4e980608157f7998a65b,511e49fd013e8c3a830f34a35416f1d81c7ec6d37b335a00559592bb926d4544,81d14151a6926098bf7e94bd7ee5cb584ea9f0722d771f1c56fabad18f96445d,204d4974525fc004aa00e48a71443d38b2b8568454473c9ca9d27caf530317a5,63d4bf80c06a09183da8db09d10cc2b44ddff1573da51842cb1a98aeeb218982,5fab9ecf7a7e598157a70b72230b4bf443bf2370ef211f1e796f6ce54e2e56cb,274bae94c04e204572ab9a0554b3ded51afc28baf17bcace380eba83a4a0851d,3fbba688a201c7d332733c8795abbf1c4452a94ad217d63386d8c1a30446a4a8,4d2757b67e93cb3e852df70804363533e2e39f3f76eab44368b440c467d3bb00,b339dba1f64b4d8c2fd948b2f2b799dd0bcd4cc5600bed4faa45cfbdffbe4678,4e9419d8b6b86d0acb02408b3401ddc409f5c1d7580f9b9af73dba91771ce946,95fa3f16c24f09bd95cd21d25ac637805113b8877b17a74502c5e6151bc7e9cd,35b38829bdb05fa7035df0903d03330b18d8af1cf7a05c0d8173959de8828507,69621bf3cc588a811d660ce32159c9291763705de218315c9f2446387330dcc6,c1b3450c0432677eed35ec041e321ae6d109b91fd40c73d7167cf3e10934c24d,7a8bc09d9a81f968d8d9511e2ebb93af354eab260664b06f8853ec2c54ea41ea,91f186e712b63d671fd46e7fe935cdc3472597965cf4eb1aaa279c523d39eb6c,4572dc16a1e469b9d8de0de0f3b1607ddf3dbc1a6c53a00a850c4f0d73ed01fc,8050128616d3d2852345eaedb3e266c0f21e2ec8ac6762073daa9423b7b610df
"2100117","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","123281","0","100","0","710100171","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","17","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","13600","71010017"
"2100118","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","123282","0","100","0","710100181","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","18","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","13700","71010018"
"2100119","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","113283","0","100","0","710100191","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","19","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","13800","71010019"
"2100120","1","0","140000","248","1","2","1","101183","0","0.7","0","1","0","100","-100","91002","0","100","0","710100201","0","500","0","13900","94002","-240","0","0","bgm_M126","0","100","1","-1","20","0.7","-1","0","90","40004","-20","0","0","0.7","0.7","1","123311","0","5","71010020"
"2100121","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","123341","0","100","0","710100211","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","21","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","14000","71010021"
"2100122","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","113342","0","100","0","710100221","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","22","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","14100","71010022"
"2100123","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","123343","0","100","0","710100231","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","23","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","14200","71010023"
"2100124","1","0","91002","-1","30","2","1","101181","0","0.7","0","1","166","5","-100","123371","0","100","0","710100241","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","24","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","14300","71010024"
"2100125","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","113372","0","100","0","710100251","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","25","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","14400","71010025"
"2100126","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","113401","0","100","0","710100261","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","26","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","14500","71010026"
"2100127","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","113431","0","100","0","710100271","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","27","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","14600","71010027"
"2100128","1","0","91002","-1","30","2","1","101181","0","0.7","0","1","166","5","-100","123432","0","100","0","710100281","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","28","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","14700","71010028"
"2100129","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","123461","0","100","0","710100291","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","29","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","14800","71010029"
"2100130","1","-20","140000","99","1","3","1","101183","0","0.7","0","1","299","100","-100","91002","0","100","0","710100301","0","500","0","14900","94002","-301","0","0","bgm_M126","0","100","0.7","-101","30","0.7","-1","0","90","40004","0","0","0","0.7","1","1","31032","0","2","71010030"
"2100131","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","123491","0","100","0","710100311","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","31","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","15000","71010031"
"2100132","1","0","91002","-1","30","2","1","101181","0","0.7","0","1","166","5","-100","113521","0","100","0","710100321","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","32","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","15100","71010032"
"2100133","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","113522","0","100","0","710100331","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","33","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","15200","71010033"
"2100134","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","113551","0","100","0","710100341","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","34","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","15300","71010034"
"2100135","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","113552","0","100","0","710100351","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","35","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","15400","71010035"
"2100136","1","0","91002","-1","30","2","1","101181","0","0.7","0","1","166","5","-100","113553","0","100","0","710100361","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","36","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","15500","71010036"
"2100137","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","113581","0","100","0","710100371","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","37","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","15600","71010037"
"2100138","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","123582","0","100","0","710100381","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","38","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","15700","71010038"
"2100139","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","113611","0","100","0","710100391","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","39","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","15800","71010039"
"2100140","1","-20","140000","99","1","2","1","101183","0","0.7","0","1","299","100","-100","91002","0","100","0","710100401","0","500","0","15900","94002","-301","0","0","bgm_M126","0","100","0.7","-101","40","0.7","-1","0","90","40004","0","0","0","0.7","1","1","31023","0","2","71010040"
"2100141","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","123583","0","100","0","710100411","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","41","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","16000","71010041"
"2100142","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","123612","0","100","0","710100421","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","42","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","16100","71010042"
"2100143","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","113614","0","100","0","710100431","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","43","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","16200","71010043"
"2100144","1","0","91002","-1","30","2","1","101181","0","0.7","0","1","166","5","-100","114222","0","100","0","710100441","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","44","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","16300","71010044"
"2100145","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","124251","0","100","0","710100451","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","45","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","16400","71010045"
"2100146","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","114252","0","100","0","710100461","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","46","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","16500","71010046"
"2100147","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","114281","0","100","0","710100471","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","47","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","16600","71010047"
"2100148","1","0","91002","-1","30","2","1","101181","0","0.7","0","1","166","5","-100","124311","0","100","0","710100481","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","48","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","16700","71010048"
"2100149","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","114341","0","100","0","710100491","333","500","0","0","0","-335","0","0","bgm_M127","0","100","0.7","-168","49","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","16800","71010049"
"2100150","1","-20","140000","-1","1","3","1","101183","0","0.7","0","1","166","100","-100","91002","0","50","0","710100501","333","500","0","16900","94002","-335","0","0","bgm_M126","0","50","0.7","-168","50","0.7","-1","0","90","40004","0","0","0","0.7","1","1","31049","0","3","71010050"
"2100151","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","124101","0","50","0","710100511","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","51","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","17000","71010051"
"2100152","1","0","91002","-1","30","2","1","101181","0","0.7","0","1","166","5","-100","114102","0","50","0","710100521","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","52","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","17100","71010052"
"2100153","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","124131","0","50","0","710100531","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","53","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","17200","71010053"
"2100154","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","114132","0","50","0","710100541","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","54","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","17300","71010054"
"2100155","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","124161","0","50","0","710100551","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","55","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","17400","71010055"
"2100156","1","0","91002","-1","30","2","1","101181","0","0.7","0","1","166","5","-100","114162","0","50","0","710100561","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","56","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","17500","71010056"
"2100157","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","114191","0","50","0","710100571","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","57","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","17600","71010057"
"2100158","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","124192","0","50","0","710100581","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","58","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","17700","71010058"
"2100159","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","114221","0","50","0","710100591","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","59","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","17800","71010059"
"2100160","1","-20","140000","-1","1","2","1","101183","0","0.7","0","1","166","100","-100","91002","0","50","0","710100601","333","500","0","17900","94002","-335","0","0","bgm_M126","0","50","0.7","-168","60","0.7","-1","0","90","40004","0","0","0","0.7","1","1","31053","0","3","71010060"
"2100161","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","124101","0","50","0","710100611","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","61","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","18000","71010061"
"2100162","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","114102","0","50","0","710100621","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","62","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","18100","71010062"
"2100163","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","124131","0","50","0","710100631","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","63","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","18200","71010063"
"2100164","1","0","91002","-1","30","2","1","101181","0","0.7","0","1","166","5","-100","124071","0","50","0","710100641","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","64","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","18300","71010064"
"2100165","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","114011","0","50","0","710100651","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","65","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","18400","71010065"
"2100166","1","0","91002","-1","30","3","1","101181","0","0.7","0","1","166","5","-100","114072","0","50","0","710100661","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","66","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","18500","71010066"
"2100167","1","0","91002","-1","30","4","1","101181","0","0.7","0","1","166","5","-100","114041","0","50","0","710100671","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","67","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","18600","71010067"
"2100168","1","0","91002","-1","30","2","1","101181","0","0.7","0","1","166","5","-100","124042","0","50","0","710100681","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","68","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","18700","71010068"
"2100169","1","0","91002","-1","30","1","1","101181","0","0.7","0","1","166","5","-100","114012","0","50","0","710100691","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","69","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","18800","71010069"
"2100170","1","-20","140000","-1","1","4","1","101183","0","0.7","0","1","166","100","-100","91002","0","50","0","710100701","333","500","0","18900","94002","-335","0","72010070","bgm_M126","0","50","0.7","-168","70","0.7","-1","0","90","40004","0","0","0","0.7","1","1","31011","0","3","71010070"
"2100171","1","0","91002","-1","30","2","2","101311","0","0.7","0","1","166","5","-100","124282","0","50","0","710200711","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","71","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","19000","71020071"
"2100172","1","0","91002","-1","30","1","2","101311","0","0.7","0","1","166","5","-100","114222","0","50","0","710200721","333","500","0","0","0","-335","0","0","bgm_M127","0","50","0.7","-168","72","0.7","1","0","90","40004","0","0","0","0.7","0.7","0","94002","0","19100","71020072"
