94d71b8f31b638838713d77e72d1e2bff832728ad1d231e736fd7d102b22989e,ac73e3876570c1efdfab31f42628e09246458aeac6b0f226b8c4cdc0b7b5dab7,a46522020712fb21151a02071051f8d0266cd3623473668c9315b849b2bc66cc,6331c8b459d6780a661580c489bb1aaac236618e2e95ede93f363609fd88ba04,19d1079199e4e4771947050e241b414dfb15a3a835db9ec7f406f564d8e77a49
"51","74001505","boss_ub_enhance","Boss UB強化","Boss怪物的必殺技會受到強化。"
"52","74001505","boss_atk_up","開始時提升攻擊力","戰鬥開始後一定時間，Boss怪物的物理攻擊力中幅度提升。"
"53","74002102","add_shadow","追加1隻闇影","追加花凜的闇影。"
"54","74002103","star6_shadow","強化闇影","對宮子、優花梨、步未的闇影追加專用裝備。"
"55","74002103","add_shadow","追加1隻闇影","追加花凜的闇影。"
"56","74002104","star6_shadow","強化闇影","宮子、優花梨、步未的闇影變成★6。"
"57","74002104","add_shadow","追加1隻闇影","追加花凜的闇影。"
"58","74002105","boss_atk_up","提升闇影物理攻擊力","所有闇影的物理攻擊力大幅度提升。"
"59","74002105","star6_shadow","強化闇影","宮子、優花梨、步未的闇影變成★6。"
"60","74002105","add_shadow","追加1隻闇影","追加花凜的闇影。"
"61","74002202","add_shadow","追加1隻闇影","追加嘉夜（解放者）的闇影。"
"62","74002203","star6_shadow","強化闇影","對紡希（萬聖節）、真陽（聖誕節）、深月、霞（魔法少女）的闇影追加專用裝備。"
"63","74002203","add_shadow","追加1隻闇影","追加嘉夜（解放者）的闇影。"
"64","74002204","star6_shadow","強化闇影","深月的闇影變成★6。對紡希（萬聖節）、真陽（聖誕節）、霞（魔法少女）的闇影追加專用裝備。"
"65","74002204","add_shadow","追加1隻闇影","追加嘉夜（解放者）的闇影。"
"66","74002205","boss_magic_def_up","提升闇影魔法防禦力","所有闇影的魔法防禦力大幅度提升。"
"67","74002205","star6_shadow","強化闇影","對紡希（萬聖節）、真陽（聖誕節）、霞（魔法少女）的闇影追加專用裝備，且深月的闇影變成★6。"
"68","74002205","add_shadow","追加1隻闇影","追加嘉夜（解放者）的闇影。"
"69","74002302","add_shadow","追加1隻闇影","追加望的闇影。"
"70","74002303","add_shadow","追加2隻闇影","追加望與凱留（公主）的闇影。"
"71","74002304","limit_chara_num","編組角色人數限制","可以編組的角色變成4個。"
"72","74002304","star6_shadow","強化闇影","望的闇影變成★6。對凱留（公主）的闇影追加專用裝備。"
"73","74002304","add_shadow","追加2隻闇影","追加望與凱留（公主）的闇影。"
"74","74002305","limit_chara_num","編組角色人數限制","可以編組的角色變成4個。"
"75","74002305","boss_def_up","開始時提升物理防禦力","戰鬥開始時，Boss怪物特大幅度提升敵人全體的物理防禦力。"
"76","74002305","boss_magic_def_up","開始時提升魔法防禦力","戰鬥開始時，Boss怪物特大幅度提升敵人全體的魔法防禦力。"
"77","74002305","star6_shadow","強化闇影","望的闇影變成★6。對凱留（公主）的闇影追加專用裝備。"
"78","74002305","add_shadow","追加2隻闇影","追加望與凱留（公主）的闇影。"
"79","74002402","add_shadow","追加1隻闇影","追加綾音的闇影。"
"80","74002403","add_shadow","追加2隻闇影","追加綾音與貪吃佩可（夏日）的闇影。"
"81","74002404","limit_chara_num","編組角色人數限制","可以編組的角色變成4個。"
"82","74002404","star6_shadow","強化闇影","綾音與貪吃佩可（夏日）的闇影變成★6。"
"83","74002404","add_shadow","追加2隻闇影","追加綾音與貪吃佩可（夏日）的闇影。"
"84","74002405","limit_chara_num","編組角色人數限制","可以編組的角色變成4個。"
"85","74002405","boss_def_up","開始時提升物理防禦力","戰鬥開始時，Boss怪物特大幅度提升敵人全體的物理防禦力。"
"86","74002405","boss_magic_def_up","開始時提升魔法防禦力","戰鬥開始時，Boss怪物特大幅度提升敵人全體的魔法防禦力。"
"87","74002405","star6_shadow","強化闇影","綾音與貪吃佩可（夏日）的闇影變成★6。"
"88","74002405","add_shadow","追加2隻闇影","追加綾音與貪吃佩可（夏日）的闇影。"
"89","74002502","limit_time","戰鬥時間限制","戰鬥時間變成70秒。"
"90","74002503","limit_time","戰鬥時間限制","戰鬥時間變成60秒。"
"91","74002504","limit_time","戰鬥時間限制","戰鬥時間變成60秒。"
"92","74002504","boss_ub_enhance","Boss UB強化","Boss怪物的必殺技會受到強化。"
"93","74002505","limit_time","戰鬥時間限制","戰鬥時間變成45秒。"
"94","74002505","boss_ub_enhance","Boss UB強化","Boss怪物的必殺技會受到強化。"
"95","74003102","star6_shadow","強化闇影","對霞、初音、優衣（公主）的闇影追加專用裝備。"
"96","74003103","add_shadow","追加1隻闇影","追加雪的闇影。"
"97","74003103","star6_shadow","強化闇影","初音、雪的闇影變成★6。"
"98","74003104","limit_chara_num","編組角色人數限制","可以編組的角色變成4個。"
"99","74003105","limit_chara_num","編組角色人數限制","可以編組的角色變成4個。"
"100","74003105","max_hp_up","闇影提升最大HP","所有闇影的最大HP大幅度提升。"
"101","74003202","add_shadow","追加1隻怪物","追加詛咒‧遠古遺物。"
"102","74003203","star6_shadow","強化闇影","碧的闇影變成★6。"
"103","74003204","boss_magic_cut","開始時魔法傷害降低","戰鬥開始時，詛咒‧遠古遺物將使我方全體的魔法傷害變為減少50%的狀態。"
"104","74003204","boss_ub_enhance","強化怪物","強化詛咒‧遠古遺物的技能。"
"105","74003205","boss_magic_cut","開始時魔法傷害降低","戰鬥開始時，詛咒‧遠古遺物將使我方全體的魔法傷害變為減少75%的狀態。"
"106","74003205","limit_chara_num","編組角色人數限制","可以編組的角色變成4個。"
"107","74003302","add_shadow","追加1隻怪物","追加治癒‧遠古遺物。"
"108","74003303","star6_shadow","強化闇影","對凱留（新年）的闇影追加專用裝備。"
"109","74003304","boss_physics_cut","開始時物理傷害降低","戰鬥開始時，治癒‧遠古遺物將使我方全體的物理傷害變為減少50%的狀態。"
"110","74003304","boss_ub_enhance","強化怪物","強化治癒‧遠古遺物的技能。"
"111","74003305","boss_physics_cut","開始時物理傷害降低","戰鬥開始時，治癒‧遠古遺物將使我方全體的物理傷害變為減少75%的狀態。"
"112","74003305","limit_chara_num","編組角色人數限制","可以編組的角色變成4個。"
"113","74003402","boss_def_lower_limit","提升Boss物理防禦力（不可降低）","戰鬥開始時，小幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"114","74003402","boss_magic_def_lower_limit","提升Boss魔法防禦力（不可降低）","戰鬥開始時，小幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"115","74003403","limit_time","戰鬥時間限制","戰鬥時間變成70秒。"
"116","74003403","boss_def_lower_limit","提升Boss物理防禦力（不可降低）","戰鬥開始時，小幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"117","74003403","boss_magic_def_lower_limit","提升Boss魔法防禦力（不可降低）","戰鬥開始時，小幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"118","74003404","limit_time","戰鬥時間限制","戰鬥時間變成70秒。"
"119","74003404","boss_ub_enhance","Boss UB強化","Boss怪物的必殺技會受到強化。"
"120","74003404","boss_tp_down_cut","減少降低Boss TP","戰鬥開始時，Boss怪物的TP下降為減少100%的狀態。"
"121","74003404","boss_def_lower_limit","提升Boss物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"122","74003404","boss_magic_def_lower_limit","提升Boss魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"123","74003405","limit_time","戰鬥時間限制","戰鬥時間變成50秒。"
"124","74003405","boss_ub_enhance","Boss UB強化","Boss怪物的必殺技會受到強化。"
"125","74003405","boss_tp_down_cut","減少降低Boss TP","戰鬥開始時，Boss怪物的TP下降為減少100%的狀態。"
"126","74003405","boss_def_lower_limit","提升Boss物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"127","74003405","boss_magic_def_lower_limit","提升Boss魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"128","74003502","boss_def_lower_limit","提升Boss物理防禦力（不可降低）","戰鬥開始時，小幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"129","74003502","boss_magic_def_lower_limit","提升Boss魔法防禦力（不可降低）","戰鬥開始時，小幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"130","74003503","boss_def_lower_limit","提升Boss物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"131","74003503","boss_magic_def_lower_limit","提升Boss魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"132","74003504","add_shadow","追加1隻怪物","追加露娜聚光燈。"
"133","74003504","boss_def_lower_limit","提升Boss物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"134","74003504","boss_magic_def_lower_limit","提升Boss魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"135","74003505","add_shadow","追加1隻闇影","追加霸瞳皇帝的闇影。"
"136","74003505","boss_def_lower_limit","提升Boss物理防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"137","74003505","boss_magic_def_lower_limit","提升Boss魔法防禦力（不可降低）","戰鬥開始時，中幅度提升Boss怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
