ff0ad2682b9f17ae0bc135f7e52b1a4eeff2264b021f9db0706664c73e89701b,91f7637645e3d7a2064f7f87a30402b208dad10a8514a94c02623816afc5fbda,729d3d4379eb23deebf2dd621d5d23265dd851cd49d56c4a49237961f127772f,07f5ab9cad6ce57c2df711ea7102d126ce33b3a4010e401c88731ba3a817d449,9af013eefca7db5a59a7f7305ba10b6a6ccf7842f87dc4edc7283a78788d4b1a,cff3395813acc82d311d7078c1ca9cab5cb2be7b9e1ed979ec80f7a56f4b046f,6aa380734e0e23320299a634080a83877ed6105f3002ad0850b8e170303f8efb,bb692b7027c71a96a65c5beb0247cece2fcd26e00323474ddcde854aa3fc63a9,0660e6d384a5f41d3086afa3c8164c9f67520ea0f9284fdc9f1420a3ed1e7786
"0","3","努力的","2","1","44","0","1","0"
"1","3","被選中的","2","2","45","0","1","1"
"1","3","極限的","2","2","46","2","1","1"
"1","3","海藍色的","2","2","47","1","1","1"
"1","3","受海所愛的","2","2","48","2","1","1"
"1","3","統御大海的","2","2","49","2","1","1"
"1","3","傳說的","2","2","50","0","1","1"
"1","3","震撼世界的","2","2","51","2","1","1"
"1","3","超級狂野的","2","2","52","1","1","1"
"1","3","奇蹟般的","2","2","53","0","1","1"
"1","3","一馬當先的","2","2","54","2","1","1"
"0","3","無人能擋的","2","2","55","1","1","1"
"0","3","熱血沸騰的","2","2","56","2","1","1"
"0","3","百萬的","2","2","57","0","1","1"
"0","3","與生俱來的","2","2","58","1","1","1"
"0","3","大海的","2","2","59","0","1","1"
"0","3","腎上腺素全開的","2","2","60","1","1","1"
"0","3","大間產的","2","2","61","0","1","1"
"0","3","熟練的","2","2","62","0","1","1"
"0","3","身經百戰的","2","2","63","0","1","1"
"0","3","如魚得水的","2","2","64","0","1","1"
"0","3","巨大的","2","2","65","0","1","1"
"1","3","不簡單的","2","2","66","2","1","0"
"1","3","勇猛的","2","2","67","0","1","0"
"1","3","拚命奔跑的","2","2","68","0","1","0"
"1","3","一閃而過的","2","2","69","2","1","0"
"1","3","驚濤駭浪的","2","2","70","0","1","0"
"1","3","憤怒的","2","2","71","0","1","0"
"1","3","不服輸的","2","2","72","2","1","0"
"1","3","成長中的","2","2","73","0","1","0"
"1","3","打破常規的","2","2","74","0","1","0"
"1","3","胡鬧的","2","2","75","0","1","0"
"1","3","狂暴的","2","2","76","0","1","0"
"0","3","傳聞中的","2","2","77","0","1","0"
"0","3","海邊的","2","2","78","2","1","0"
"0","3","朝氣蓬勃的","2","2","79","2","1","0"
"0","3","飛奔於常夏的","2","2","80","2","1","0"
"0","3","肌肉的","2","2","81","0","1","0"
"0","3","波光粼粼的","2","2","82","0","1","0"
"0","3","天生的","2","2","83","2","1","0"
"0","3","轟動的","2","2","84","0","1","0"
"0","3","未知數的","2","2","85","0","1","0"
"0","3","超不妙的","2","2","86","0","1","0"
"0","3","不能輸的","2","2","87","0","1","0"
"1","3","Light Speed","2","3","88","2","1","1"
"1","3","專業的","2","3","89","1","1","1"
"1","3","頂尖的","2","3","90","0","1","1"
"1","3","金牌","2","3","91","2","1","1"
"1","3","極限的","2","3","92","2","1","1"
"1","3","最佳的","2","3","93","0","1","1"
"1","3","完美的","2","3","94","2","1","1"
"1","3","百年僅有一人的","2","3","95","1","1","1"
"1","3","傳說中的","2","3","96","2","1","1"
"1","3","超一流的","2","3","97","0","1","1"
"1","3","世界的","2","3","98","0","1","1"
"1","3","被選中的","2","3","99","0","1","1"
"0","3","運動家","2","3","100","2","1","1"
"0","3","偉大的","2","3","101","0","1","1"
"0","3","超級音速的","2","3","102","1","1","1"
"0","3","終極的","2","3","103","0","1","1"
"0","3","MVP的","2","3","104","0","1","1"
"0","3","全面的","2","3","105","0","1","1"
"0","3","全回合的","2","3","106","2","1","1"
"0","3","銀牌","2","3","107","2","1","1"
"0","3","神聖的","2","3","108","0","1","1"
"0","3","出色的","2","3","109","2","1","1"
"0","3","一流的","2","3","110","0","1","1"
"0","3","絕妙的","2","3","111","0","1","1"
"1","3","超級的","2","3","112","0","1","0"
"1","3","助跑起步的","2","3","113","0","1","0"
"1","3","很棒的","2","3","114","0","1","0"
"1","3","勢如破竹的","2","3","115","1","1","0"
"1","3","超凡魅力的","2","3","116","0","1","0"
"1","3","萬能的","2","3","117","0","1","0"
"1","3","新世代的","2","3","118","0","1","0"
"1","3","光榮的","2","3","119","0","1","0"
"1","3","大放異彩的","2","3","120","0","1","0"
"1","3","深藏不漏的","2","3","121","0","1","0"
"1","3","天下的","2","3","122","0","1","0"
"0","3","Let's Go","2","3","123","0","1","0"
"0","3","好的","2","3","124","0","1","0"
"0","3","小跳步的","2","3","125","1","1","0"
"0","3","有成長空間的","2","3","126","2","1","0"
"0","3","銅牌","2","3","127","2","1","0"
"0","3","期待的","2","3","128","0","1","0"
"0","3","跳躍的","2","3","129","2","1","0"
"0","3","新時代的","2","3","130","0","1","0"
"0","3","內行人才知道的","2","3","131","2","1","0"
