c3c1d3c65598848cbdc5f9493dc1e927fe2265c4cf81a175f751c0386d09c7d1,814aabc6c9104df83e5c219cf20f0c1d4a432973a04dbf641d5f957f0f62774b,2129259504eca8e5e31a22510ddb2b548a6c85f32de6a3ea31185dd6285ec6ff,3abe863488aa5e73c0d22fd38ad917522733baa351239e016612e558106d6244,1be9271db759d0996cbeea5d68a9129a5780ea12a7a07b10c5571945a4e1d515,b4781808ff5ac09dd90656430947e2d6af1fd4c53988f83065b86e5a8f26e9ef,3875d028d163d1ebc8b8bd8407675cb331c736e7b468e8e2ea6c7973fa9535d6,8d28455c95647348df8b3281f3505a811b77f9b7928ca2f403aa58b67bc3e351,f5aaa3b488287a3510b2966bfc02457d264e1006e959ea11a9e40f7cd6c5197f,aefcc8dfac833a73dafb4ba7b49841017d72a9715487dcfedf38955acea9d30a,75804c45f77fcd019ed01f81ed716422859fdebd7c20f88cdf021b2635a3e34c,28f849b7cdde4bc9a0300c2653e08d05aa653bdb68c25230da24f957f3e209fc,3ac56e1c60978b65c33a2c1847ddea0b4f71a95d415824453521ce1d370eab28,8d50fe5e741e145e83f4239182aed0e4ed8b785d3ee94d044417c76bd895962c,9225764ac10907e036d4e05ca7fd3d25ea950b2c7f79517bb8e7222932ce151e,ea450ff870b5936799fc37ef3f470dac2448053ff74f7525f5f4594ef70afca2,2273cc47bb96e6433bc80717fc7f6b738c02c5a0022c00b69f3ad97cf2941616,21e57e29ce18d992a9922714f3e8601d9acce9e9298385ede377fdb5187089c4
"2","0","0","","0","4","","212","0","0","0","0","0","34","0","0","4","9403"
"4","0","0","","0","4","","213","0","0","0","0","0","31","0","0","5","9404"
"6","0","0","","0","4","","214","0","0","0","0","0","37","0","0","6","9405"
"8","0","0","","0","4","","215","0","0","0","0","0","38","0","0","7","9406"
"31","0","0","","0","4","","517","0","0","0","0","0","38","0","0","8","9411"
"33","0","0","","0","4","","518","0","0","0","0","0","38","0","0","9","9412"
"1","0","0","","30","5","","519","0","0","0","908","0","0","0","0","109","9319"
"23","0","0","","0","4","","520","0","0","0","0","0","34","0","0","4","9407"
"25","0","0","","0","4","","521","0","0","0","0","0","31","0","0","5","9408"
"27","0","0","","0","4","","522","0","0","0","0","0","37","0","0","6","9409"
"29","0","0","","0","4","","523","0","0","0","0","0","38","0","0","7","9410"
"24","0","0","","0","4","","536","0","0","0","0","0","34","0","0","4","9413"
"26","0","0","","0","4","","537","0","0","0","0","0","31","0","0","5","9414"
"28","0","0","","0","4","","538","0","0","0","0","0","37","0","0","6","9415"
"30","0","0","","0","4","","539","0","0","0","0","0","38","0","0","7","9416"
"32","0","0","","0","4","","540","0","0","0","0","0","38","0","0","8","9417"
"34","0","0","","0","4","","541","0","0","0","0","0","38","0","0","9","9418"
"35","0","0","","0","4","","542","0","0","0","0","0","37","0","0","10","9419"
"36","0","0","","0","4","","543","0","0","0","0","0","37","0","0","11","9420"
"1","0","0","","30","5","","550","0","0","0","908","0","0","0","0","110","9319"
"37","0","0","","0","4","","561","0","0","0","0","0","34","0","0","4","9421"
"38","0","0","","0","4","","562","0","0","0","0","0","31","0","0","5","9422"
"39","0","0","","0","4","","563","0","0","0","0","0","37","0","0","6","9423"
"40","0","0","","0","4","","564","0","0","0","0","0","38","0","0","7","9424"
"41","0","0","","0","4","","565","0","0","0","0","0","37","0","0","8","9425"
"42","0","0","","0","4","","566","0","0","0","0","0","37","0","0","9","9426"
"43","0","0","","0","4","","567","0","0","0","0","0","37","0","0","10","9427"
"44","0","0","","0","4","","568","0","0","0","0","0","37","0","0","11","9428"
"45","0","0","","0","4","","569","0","0","0","0","0","37","0","0","12","9429"
"46","0","0","","0","4","","570","0","0","0","0","0","37","0","0","13","9430"
"1","0","0","","30","5","","571","0","0","0","908","0","0","0","0","111","9319"
"1","0","0","","30","5","","572","0","0","0","908","0","0","0","0","112","9319"
"1","0","0","","30","5","","575","0","0","0","908","0","0","0","0","113","9319"
"1","0","0","","30","5","","609","0","0","0","908","0","0","0","0","114","9319"
"1","0","0","","30","5","","616","0","0","0","908","0","0","0","0","124","9319"
"27","0","0","","0","0","","617","0","0","0","0","0","0","0","0","115","99634"
"28","0","0","","0","0","","618","0","0","0","0","0","0","0","0","116","99635"
"29","0","0","","0","0","","619","0","0","0","0","0","0","0","0","117","99636"
"30","0","0","","0","0","","620","0","0","0","0","0","0","0","0","118","99638"
"11","0","0","","0","4","","621","0","0","0","0","0","0","0","0","119","99639"
"12","0","0","","0","4","","622","0","0","0","0","0","0","0","0","120","99640"
"13","0","0","","0","4","","623","0","0","0","0","0","0","0","0","121","99641"
"14","0","0","","0","4","","624","0","0","0","0","0","0","0","0","122","99642"
"15","0","0","","0","4","","625","0","0","0","0","0","0","0","0","123","99643"
"1","0","0","","30","5","","626","0","0","0","908","0","0","0","0","125","9319"
"1","0","0","","0","6","","627","0","0","0","0","0","0","0","0","126","9431"
"1","0","0","","0","6","","628","0","0","0","0","0","0","0","0","127","9431"
"31","0","0","","0","0","","629","0","0","0","0","0","0","0","0","128","99650"
"32","0","0","","0","0","","630","0","0","0","0","0","0","0","0","129","99651"
"33","0","0","","0","0","","631","0","0","0","0","0","0","0","0","117","99652"
"1","0","0","","30","5","","632","0","0","0","908","0","0","0","0","130","9319"
"1","0","0","","0","7","","633","0","0","0","0","0","0","0","0","131","9319"
"2","0","0","","0","6","","634","0","0","0","0","0","0","0","0","132","9432"
"2","0","0","","0","6","","635","0","0","0","0","0","0","0","0","133","9432"
"34","0","0","","0","0","","637","0","0","0","0","0","0","0","0","117","99658"
"35","0","0","","0","0","","638","0","0","0","0","0","0","0","0","134","99659"
"36","0","0","","0","0","","639","0","0","0","0","0","0","0","0","135","99660"
"37","0","0","","0","0","","640","0","0","0","0","0","0","0","0","136","99661"
"1","0","0","","30","5","","641","0","0","0","908","0","0","0","0","137","9319"
"3","0","0","","0","6","","642","0","0","0","0","0","0","0","0","138","9433"
"34","0","0","","0","0","","643","0","0","0","0","0","0","0","0","117","99669"
"35","0","0","","0","0","","644","0","0","0","0","0","0","0","0","134","99670"
"36","0","0","","0","0","","645","0","0","0","0","0","0","0","0","135","99671"
"37","0","0","","0","0","","646","0","0","0","0","0","0","0","0","136","99672"
"2","0","0","","0","6","","648","0","0","0","0","0","0","0","0","139","99674"
"1","0","0","","30","5","","649","0","0","0","908","0","0","0","0","140","9319"
"5","0","0","","0","6","","650","0","0","0","0","0","0","0","0","141","99677"
"6","0","0","","0","6","","651","0","0","0","0","0","0","0","0","142","9435"
"7","0","0","","0","6","","652","0","0","0","0","0","0","0","0","143","9435"
"8","0","0","","0","6","","653","0","0","0","0","0","0","0","0","144","9435"
"9","0","0","","0","6","","654","0","0","0","0","0","0","0","0","145","9435"
"10","0","0","","0","6","","655","0","0","0","0","0","0","0","0","146","9435"
"1","0","0","","30","5","","656","0","0","0","908","0","0","0","0","147","9319"
"4","0","0","","0","6","","657","0","0","0","0","0","0","0","0","148","9434"
"34","0","0","","0","0","","659","0","0","0","0","0","0","0","0","117","99687"
"35","0","0","","0","0","","660","0","0","0","0","0","0","0","0","134","99688"
"37","0","0","","0","0","","661","0","0","0","0","0","0","0","0","136","99689"
"5","0","0","","0","6","","662","0","0","0","0","0","0","0","0","149","9438"
"4","0","0","","0","6","","663","0","0","0","0","0","0","0","0","150","9434"
"1","0","0","","30","5","","664","0","0","0","908","0","0","0","0","151","9319"
"6","0","0","","0","6","","665","0","0","0","0","0","0","0","0","152","9437"
"5","0","0","","0","6","","666","0","0","0","0","0","0","0","0","139","99674"
"7","0","0","","0","6","","667","0","0","0","0","0","0","0","0","142","9435"
"8","0","0","","0","6","","668","0","0","0","0","0","0","0","0","143","9435"
"9","0","0","","0","6","","669","0","0","0","0","0","0","0","0","144","9435"
"10","0","0","","0","6","","670","0","0","0","0","0","0","0","0","145","9435"
"11","0","0","","0","6","","671","0","0","0","0","0","0","0","0","146","9435"
"3","0","0","","0","6","","672","0","0","0","0","0","0","0","0","153","9439"
"14","0","0","","0","6","","673","0","0","0","0","0","0","0","0","154","9438"
"1","0","0","","30","5","","674","0","0","0","908","0","0","0","0","155","9319"
"3","0","0","","0","6","","675","0","0","0","0","0","0","0","0","139","99677"
"4","0","0","","0","6","","676","0","0","0","0","0","0","0","0","156","9434"
"5","0","0","","0","6","","677","0","0","0","0","0","0","0","0","157","9437"
"8","0","0","","0","6","","678","0","0","0","0","0","0","0","0","158","9436"
"7","0","0","","0","6","","679","0","0","0","0","0","0","0","0","159","9436"
"6","0","0","","0","6","","680","0","0","0","0","0","0","0","0","160","9436"
"9","0","0","","0","6","","681","0","0","0","0","0","0","0","0","142","9436"
"10","0","0","","0","6","","682","0","0","0","0","0","0","0","0","143","9436"
"11","0","0","","0","6","","683","0","0","0","0","0","0","0","0","144","9436"
"12","0","0","","0","6","","684","0","0","0","0","0","0","0","0","145","9436"
"13","0","0","","0","6","","685","0","0","0","0","0","0","0","0","146","9436"
