6f6c911167815694828bf92ea5633776c286bfce0cc74d9300979a9cede71613,732483192b49878a2105b732f34105c98b8c98f137c206e61992532dc278df2b,bf90a34813c4a096eaa59750111f03c5f13bc648e350681aad6dd2d058bdb85f,6d215922ed3f0fb3587a4a4cc47845b62ca80f5301f4e7b6507bfa43c4867085,a41b30a663b00267c9d79db402258c3702d5f1909cd02e7a754e992d20286811,5dad7df1502776013cd37f780e32304687cd5fb539f9bec91ff0ad83910d61a7,b29c351bf6df0a9a199dc150a6bb0d4c838951d6d653348c785b01f674005822,ed29f8fdd82b7ac94b2c3fde289ac94d02be2961a6d887d5407f8c25eb498b5a,8cef3512b75f33d23d34848ce9b8f0e22e1d0dd051feeeb058c678933de95d05
"0","610206302","1","0","0.68","1","295","-50",""
"0","610206303","1","0","0.86","1","295","-80",""
"-200","610206401","2","0","0.85","0","0","0",""
"-140","610206402","3","0","1","0","0","0",""
"-60","610206403","4","0","1","0","0","0",""
"-60","610206404","5","0","1","0","0","0",""
"-200","610206405","6","0","0.78","0","0","0",""
"-140","610206406","7","0","0.78","0","0","0",""
"-60","610206407","8","0","0.78","0","0","0",""
"-60","610206408","9","0","0.78","0","0","0",""
"-200","610206501","2","0","0.85","0","0","0",""
"-140","610206502","3","0","1","0","0","0",""
"-60","610206503","4","0","1","0","0","0",""
"-60","610206504","5","0","1","0","0","0",""
"-200","610206505","6","0","0.78","0","0","0",""
"-140","610206506","7","0","0.78","0","0","0",""
"-60","610206507","8","0","0.78","0","0","0",""
"-60","610206508","9","0","0.78","0","0","0",""
"0","610207101","1","0","1.35","1","250","-17",""
"0","610207201","1","0","0.95","1","250","0",""
"0","610207202","1","0","1.35","1","250","-17",""
"0","610207203","1","0","1.35","1","250","-17",""
"0","610207301","1","0","0.95","1","250","0",""
"0","610207302","1","0","1.35","1","250","-17",""
"0","610207303","1","0","1.35","1","250","-17",""
"-200","610207401","2","0","0.85","0","0","-21",""
"-140","610207402","3","0","0.85","0","0","-21",""
"-60","610207403","4","0","0.85","0","0","-21",""
"-60","610207404","5","0","0.73","0","0","-21",""
"-200","610207501","2","0","0.85","0","0","-21",""
"-140","610207502","3","0","0.85","0","0","-21",""
"-60","610207503","4","0","0.85","0","0","-21",""
"-60","610207504","5","0","0.73","0","0","-21",""
"0","610208101","1","0","1.01","1","405","-90",""
"0","610208103","4","0","0","0","0","0",""
"0","610208201","1","0","0.9","1","405","-90",""
"0","610208202","1","0","1.01","1","405","-90",""
"0","610208203","1","0","1.01","1","405","-90",""
"0","610208301","1","0","0.9","1","405","-90",""
"0","610208302","1","0","1.01","1","405","-90",""
"0","610208303","1","0","1.01","1","405","-90",""
"-140","610208401","2","0","0.78","0","0","0",""
"-60","610208402","3","0","0.78","0","0","0",""
"-140","610208501","2","0","0.78","0","0","0",""
"-60","610208502","3","0","0.78","0","0","0",""
"0","610209101","1","0","1.3","1","140","-14",""
"0","610209201","1","0","1.15","1","140","-15",""
"0","610209202","1","0","1.3","1","140","-14",""
"0","610209203","1","0","1.3","1","140","-14",""
"0","610209301","1","0","1.15","1","140","-15",""
"0","610209302","1","0","1.3","1","140","-14",""
"0","610209303","1","0","1.3","1","140","-14",""
"-200","610209401","2","0","1","0","0","0",""
"-140","610209402","3","0","1","0","0","0",""
"-60","610209403","4","0","1","0","0","0",""
"-60","610209404","5","0","1","0","0","0",""
"-200","610209501","2","0","1","0","0","0",""
"-140","610209502","3","0","1","0","0","0",""
"-60","610209503","4","0","1","0","0","0",""
"-60","610209504","5","0","1","0","0","0",""
"0","610210101","1","0","1.15","1","165","-15",""
"0","610210201","1","0","0.92","1","165","0",""
"0","610210202","1","0","1.15","1","165","-15",""
"0","610210203","1","0","1.15","1","165","-15",""
"0","610210301","1","0","0.92","1","165","0",""
"0","610210302","1","0","1.15","1","165","-15",""
"0","610210303","1","0","1.15","1","165","-15",""
"-200","610210401","2","0","0.68","0","0","0",""
"-140","610210402","3","0","0.68","0","0","0",""
"-60","610210403","4","0","0.68","0","0","0",""
"-60","610210404","5","0","0.68","0","0","0",""
"-200","610210501","2","0","0.68","0","0","0",""
"-140","610210502","3","0","0.68","0","0","0",""
"-60","610210503","4","0","0.68","0","0","0",""
"-60","610210504","5","0","0.68","0","0","0",""
"0","610211101","1","0","0.9","1","55","30",""
"0","610211201","1","0","0.9","1","55","-5",""
"0","610211202","1","0","0.9","1","55","30",""
"0","610211203","1","0","0.9","1","55","30",""
"0","610211301","1","0","0.9","1","55","-5",""
"0","610211302","1","0","0.9","1","55","30",""
"0","610211303","1","0","0.9","1","55","30",""
"-40","610211401","2","0","0.78","0","0","0",""
"-10","610211402","3","0","0.78","0","0","0",""
"50","610211403","4","0","0.78","0","0","0",""
"50","610211404","5","0","0.78","0","0","0",""
"-40","610211501","2","0","0.78","0","0","0",""
"-10","610211502","3","0","0.78","0","0","0",""
"50","610211503","4","0","0.78","0","0","0",""
"50","610211504","5","0","0.78","0","0","0",""
"0","610212101","1","0","0.9","1","35","45",""
"0","610212201","1","0","0.8","1","35","0",""
"0","610212202","1","0","0.9","1","35","45",""
"0","610212203","1","0","0.9","1","35","45",""
"0","610212301","1","0","0.8","1","35","0",""
"0","610212302","1","0","0.9","1","35","45",""
"0","610212303","1","0","0.9","1","35","45",""
"-220","610212401","2","0","0.6","0","0","0",""
"-200","610212402","3","0","0.6","0","0","0",""
"-140","610212403","4","0","0.6","0","0","0",""
"-140","610212404","5","0","0.6","0","0","0",""
"-60","610212405","2","0","0.6","0","0","0",""
"-60","610212406","3","0","0.6","0","0","0",""
"-220","610212501","4","0","0.6","0","0","0",""
"-200","610212502","5","0","0.6","0","0","0",""
"-140","610212503","2","0","0.6","0","0","0",""
"-140","610212504","3","0","0.6","0","0","0",""
"-60","610212505","4","0","0.6","0","0","0",""
"-60","610212506","5","0","0.6","0","0","0",""
