6400313a195bdc309ee482a2eef7669f66ace23219359952b3ecbb00267ff05a,7f73182533da179f95f76db9517e8350e8d31474548f55b2fd07a0ff7b9d0d23,1c51cc747f35d23ac3b056f688ecc9a057a02e4cb60f113b401138ae6b6e86fe,4f713657241eb44874601ac842e2785dd1b558d4296f8a41b4e7b71dea24e3fe,fd0b16a71c4de722af546bcddec2dbb0f76b347c8acfdeee58f738f848121ef7,714e5e3659bff0f0dc4d083ac298eebf4836c09655096123de47cec0db648bf8,1eccd0d5e61d4f0b51f2754a00131ded608472f39f454f4b0aeb2a9db8005d02,0145e11e12164a9af2400ed5fe3c5fd63eb1fb201334b5b5eff2ff43a4c34930,6deebc94776d55d03c0a2e59a6410282304f143b59fde999a9c6b48aa9e57819,d2c2b121b9088bdf6461ff5971b17c6e5b75fbd71e3cc95a155c4ce6a876e1d1,c31518bfc984a31093d731efbc3f6c704f1f0e2b6b55a9da287f42686fd8b623,c3208cdf33650cf9213e1c951e1a5e999e5662fc970aecbe4c1f1a84ec97e42c,cdce7dfe70510e3cc85458de2b7333896fed2bf10e5fc35da6e6243563b00992,5e57a628b7907b48d40e67119392b06b181368a3937e5ae7e5f8c56d6f39f0e0,abbc7b07023b5683278ffe4adac98166bfcadd5a5fd62fdd7fa8bd5a5d11c2cd,261e4a85d3a89a0aca13d9d20b9c4414c7ae0532bfd14d7150350bf968ec2a04,61f4049de02df5721f741b4a2fbc2d5cc8a26784063253bb78318f5b622a9c95,5c316c364c4bf30926ed79b4b457b752618bd12945f9ab1920ed466e80868851,9efa43d94f3e284a6ece43d4d20d3d1c0615fd63d78e0cf1f4834cefd46139b0
"168","0","1230","0","0","100201","0","18","158","23915","1685","31","20","229","0","16312","6","0","1443"
"178","0","1315","0","0","100201","0","18","158","26460","1685","32","20","229","0","17930","6","0","1528"
"188","0","1402","0","0","100201","0","18","158","29250","1685","33","20","229","0","19645","6","0","1615"
"198","0","1491","0","0","100201","0","18","158","32450","1685","34","20","229","0","21457","6","0","1704"
"208","0","1581","0","0","100201","0","18","158","36060","1685","35","20","229","0","23342","6","0","1794"
"218","0","1672","0","0","100201","0","18","158","40010","1685","36","20","229","0","25290","6","0","1885"
"228","0","1765","0","0","100201","0","18","158","44205","1685","37","20","229","0","27300","6","0","1978"
"238","0","1859","0","0","100201","0","18","158","48640","1685","38","20","229","0","29381","6","0","2072"
"248","0","1953","0","0","100201","0","18","158","53405","1685","39","20","229","0","31528","6","0","2166"
"0","0","2","0","0","100301","0","0","0","95","75","2","0","0","22","0","0","0","0"
"0","0","6","0","0","100301","0","0","0","310","125","3","0","0","71","0","0","0","2"
"0","0","11","0","0","100301","0","0","0","685","155","4","0","10","176","0","0","0","4"
"0","0","20","0","0","100301","0","0","5","1435","155","5","0","20","289","0","0","0","11"
"0","0","31","0","0","100301","0","0","5","2300","245","6","0","35","499","0","0","0","13"
"0","0","43","0","0","100301","0","0","5","3270","715","7","0","35","746","0","0","0","15"
"0","0","57","3","0","100301","0","0","5","4025","715","8","0","50","1040","0","0","0","23"
"0","0","71","7","0","100301","0","0","5","4630","1115","9","9","65","1353","0","0","20","31"
"0","0","80","12","0","100301","0","0","30","4990","1115","10","18","65","1729","0","5","50","40"
"0","13","88","17","0","100301","0","0","40","5410","1115","11","18","65","2147","0","7","88","49"
"0","29","98","17","0","100301","0","0","40","6180","1115","12","21","65","2581","0","7","130","56"
"0","42","112","17","0","100301","0","0","40","6670","1115","13","24","98","3026","0","7","163","66"
"0","42","123","17","0","100301","0","0","40","7050","1115","14","24","131","3571","0","7","214","76"
"0","42","142","17","0","100301","0","0","40","7420","1115","15","24","131","4098","0","7","280","91"
"0","45","156","17","0","100301","0","0","40","7560","1115","16","24","143","4716","0","7","370","99"
"0","48","170","17","0","100301","0","0","40","7750","1115","17","24","143","5390","0","7","467","105"
"0","48","179","17","0","100301","0","0","40","8015","1115","18","24","143","6136","0","7","591","114"
"0","48","191","17","0","100301","0","0","40","8340","1115","19","24","143","6947","0","7","730","126"
"0","48","213","17","0","100301","0","0","40","8665","1115","20","24","143","7816","0","7","849","138"
"0","48","233","17","0","100301","0","0","40","8950","1115","21","24","143","8795","0","7","980","149"
"0","48","249","17","0","100301","0","0","40","9165","1115","22","24","143","9978","0","7","1098","162"
"0","48","273","17","0","100301","0","0","40","9510","1115","23","24","143","11268","0","7","1169","181"
"0","48","296","17","0","100301","0","0","40","10190","1115","24","24","143","12629","0","7","1230","203"
"0","48","310","17","0","100301","0","0","40","10710","1115","25","24","143","14227","0","7","1293","222"
"0","48","316","17","0","100301","0","0","40","11535","1115","26","24","143","16038","0","7","1332","231"
"0","48","321","17","0","100301","0","0","40","12780","1115","27","24","143","17934","0","7","1356","238"
"0","48","326","17","0","100301","0","0","40","14025","1115","28","24","143","19958","0","7","1380","245"
"0","48","341","17","0","100301","0","0","40","15210","1115","29","24","143","22063","0","7","1405","260"
"0","48","371","17","0","100301","0","0","40","16130","1115","30","24","143","24192","0","7","1431","290"
"0","48","386","17","0","100301","0","0","40","17315","1115","31","24","143","26550","0","7","1457","305"
"0","48","386","17","0","100301","0","0","40","18865","1115","32","24","143","29128","0","7","1483","305"
"0","48","386","17","0","100301","0","0","40","20515","1115","33","24","143","31789","0","7","1508","305"
"0","48","401","17","0","100301","0","0","40","22000","1115","34","24","143","34482","0","7","1532","320"
"0","48","416","17","0","100301","0","0","40","23485","1115","35","24","143","37354","0","7","1556","335"
"0","48","432","17","0","100301","0","0","40","24970","1115","36","24","143","40325","0","7","1580","351"
"0","48","464","17","0","100301","0","0","40","26290","1115","37","24","143","43265","0","7","1604","383"
"0","48","480","17","0","100301","0","0","40","27800","1115","38","24","143","46437","0","7","1628","399"
"0","48","480","17","0","100301","0","0","40","29500","1115","39","24","143","49834","0","7","1652","399"
"0","0","2","0","0","100401","0","0","0","65","100","2","0","10","10","0","1","0","0"
"0","0","5","0","0","100401","0","0","0","185","200","3","0","25","58","0","2","0","0"
"0","0","10","0","0","100401","0","0","0","475","360","4","0","50","135","0","4","0","4"
"0","0","17","0","0","100401","0","0","0","985","520","5","0","80","243","0","7","0","10"
"0","0","25","3","0","100401","0","0","0","1515","820","6","0","95","429","0","11","0","14"
"0","0","34","6","0","100401","0","0","0","1835","1425","7","0","120","674","0","15","0","20"
"0","0","48","6","0","100401","0","0","0","2735","1985","8","9","145","912","0","15","10","32"
"0","0","67","6","0","100401","0","5","0","3480","1985","9","23","145","1157","10","22","30","48"
"0","0","87","6","0","100401","0","10","15","4330","1985","10","28","145","1392","20","27","60","68"
"0","3","105","6","0","100401","0","10","35","5030","1985","11","28","145","1695","20","32","86","88"
"0","6","126","6","0","100401","0","10","55","5430","2085","12","28","145","2037","20","39","108","106"
"0","6","155","6","0","100401","0","10","55","5630","2285","13","28","170","2425","20","41","151","125"
"0","6","189","6","0","100401","0","10","57","5830","2285","14","28","170","2845","20","41","215","144"
"0","9","212","6","0","100401","0","12","57","5830","2285","15","28","170","3314","20","43","289","167"
"0","17","232","6","0","100401","0","12","57","5830","2385","16","28","170","3815","20","45","378","190"
"0","22","263","6","0","100401","0","12","57","5930","2535","17","28","170","4337","20","45","465","209"
"0","22","291","6","0","100401","0","12","57","5990","2685","18","28","170","4884","20","50","573","237"
"0","22","323","6","0","100401","0","12","57","6085","2685","19","28","170","5553","20","52","655","266"
"0","22","368","6","0","100401","0","12","57","6185","2780","20","28","170","6292","20","52","696","293"
"0","22","419","6","0","100401","0","12","57","6430","2780","21","28","170","7020","20","52","740","333"
"0","22","468","6","0","100401","0","12","57","6660","2780","22","28","170","7888","20","52","788","383"
"0","22","519","6","0","100401","0","12","57","7065","2780","23","28","170","8928","20","52","817","428"
"0","22","566","6","0","100401","0","12","57","7385","2780","24","28","170","10110","20","52","835","474"
"0","22","611","6","0","100401","0","12","57","7705","2780","25","28","170","11440","20","52","867","523"
"0","22","656","6","0","100401","0","12","57","8000","2780","26","28","170","12898","20","52","902","576"
"0","22","697","6","0","100401","0","12","57","8455","2780","27","28","170","14495","20","52","929","624"
"0","22","740","6","0","100401","0","12","57","9000","2780","28","28","170","16211","20","52","963","669"
"0","22","822","6","0","100401","0","12","57","10655","2780","29","28","170","17592","20","52","986","751"
"0","22","913","6","0","100401","0","12","57","12805","2780","30","28","170","18978","20","52","1000","842"
"0","22","996","6","0","100401","0","12","57","15175","2780","31","28","170","20529","20","52","1014","925"
"0","22","1066","6","0","100401","0","12","57","17965","2780","32","28","170","22273","20","52","1027","995"
"0","22","1132","6","0","100401","0","12","57","21205","2780","33","28","170","24101","20","52","1039","1061"
"0","22","1214","6","0","100401","0","12","57","24690","2780","34","28","170","25905","20","52","1051","1143"
"0","22","1297","6","0","100401","0","12","57","28585","2780","35","28","170","27832","20","52","1063","1226"
"0","22","1381","6","0","100401","0","12","57","32820","2780","36","28","170","29820","20","52","1075","1310"
"0","22","1482","6","0","100401","0","12","57","37135","2780","37","28","170","31739","20","52","1087","1411"
"0","22","1568","6","0","100401","0","12","57","41880","2780","38","28","170","33853","20","52","1099","1497"
"0","22","1638","6","0","100401","0","12","57","47145","2780","39","28","170","36155","20","52","1111","1567"
"0","0","4","0","0","100501","0","0","0","80","125","2","0","0","12","0","0","0","0"
"0","0","8","0","0","100501","0","0","0","350","225","3","0","0","49","0","1","0","0"
"0","0","17","0","0","100501","0","0","0","880","275","4","0","15","110","0","1","0","3"
"0","0","28","0","0","100501","0","0","0","1660","275","5","0","15","173","0","7","0","11"
"0","0","48","3","0","100501","0","0","0","2925","275","6","0","15","265","0","7","0","19"
"0","0","66","6","0","100501","0","0","0","3595","275","7","0","40","476","0","7","0","29"
"0","0","87","10","0","100501","0","0","0","4800","575","8","0","40","615","0","7","0","49"
"0","0","104","14","0","100501","0","0","15","5635","1025","9","5","40","788","10","12","0","72"
"0","5","125","17","0","100501","0","0","15","6415","1325","10","10","65","1027","20","12","0","94"
"0","10","148","20","0","100501","0","0","25","7295","1625","11","10","65","1305","20","12","30","112"
"0","10","178","20","0","100501","0","0","35","8135","1875","12","12","65","1564","20","12","80","136"
"0","10","214","20","0","100501","0","0","37","8655","2095","13","17","65","1861","20","12","126","160"
"0","10","249","20","0","100501","0","2","39","9045","2215","14","17","71","2191","20","12","162","189"
"0","10","280","20","0","100501","0","4","39","9235","2315","15","17","77","2575","20","14","202","219"
"0","10","319","20","0","100501","0","4","39","9365","2415","16","17","89","2930","20","14","236","260"
"0","14","357","20","0","100501","0","4","39","9655","2415","17","17","89","3244","20","17","280","312"
"0","18","394","20","0","100501","0","4","39","9935","2415","18","17","89","3595","20","20","352","371"
"0","18","443","20","0","100501","0","4","39","10305","2510","19","17","89","4029","20","20","409","428"
"0","18","498","20","0","100501","0","4","39","10590","2605","20","17","89","4501","20","25","436","489"
"0","18","554","20","0","100501","0","4","39","10800","2605","21","17","89","5022","20","30","488","559"
"0","18","612","20","0","100501","0","4","39","11290","2605","22","17","89","5725","20","30","587","622"
"0","18","681","20","0","100501","0","4","39","11605","2605","23","17","89","6562","20","30","681","685"
"0","18","754","20","0","100501","0","4","39","11925","2605","24","17","89","7465","20","30","746","756"
"0","18","825","20","0","100501","0","4","39","12540","2605","25","17","89","8484","20","30","813","831"
"0","18","896","20","0","100501","0","4","39","13290","2605","26","17","89","9621","20","30","864","910"
"0","18","964","20","0","100501","0","4","39","14290","2605","27","17","89","10886","20","30","892","985"
"0","18","1041","20","0","100501","0","4","39","17330","2605","28","17","89","11991","20","30","911","1064"
"0","18","1130","20","0","100501","0","4","39","22690","2605","29","17","89","12893","20","30","921","1153"
"0","18","1224","20","0","100501","0","4","39","28565","2605","30","17","89","13832","20","30","931","1247"
"0","18","1322","20","0","100501","0","4","39","34730","2605","31","17","89","14808","20","30","941","1345"
"0","18","1423","20","0","100501","0","4","39","41265","2605","32","17","89","15821","20","30","951","1446"
"0","18","1526","20","0","100501","0","4","39","48415","2605","33","17","89","16891","20","30","961","1549"
"0","18","1631","20","0","100501","0","4","39","56345","2605","34","17","89","18018","20","30","971","1654"
"0","18","1737","20","0","100501","0","4","39","64985","2605","35","17","89","19183","20","30","981","1760"
"0","18","1844","20","0","100501","0","4","39","74185","2605","36","17","89","20385","20","30","991","1867"
"0","18","1953","20","0","100501","0","4","39","83850","2605","37","17","89","21624","20","30","1001","1976"
"0","18","2063","20","0","100501","0","4","39","94005","2605","38","17","89","22900","20","30","1011","2086"
"0","18","2173","20","0","100501","0","4","39","104695","2605","39","17","89","24213","20","30","1021","2196"
"0","0","1","0","0","100601","0","0","0","55","75","2","0","0","0","23","0","0","2"
"0","0","2","0","0","100601","0","0","0","150","150","3","0","0","0","78","0","0","7"
"0","0","5","0","0","100601","0","0","10","325","200","4","0","5","0","169","0","0","16"
"0","0","7","0","0","100601","0","0","10","625","200","5","0","15","0","322","0","0","32"
"0","0","15","0","0","100601","0","0","25","1155","200","6","0","15","0","495","0","0","51"
"0","0","22","0","0","100601","0","0","30","1515","200","7","0","50","26","724","0","0","69"
"0","0","29","0","0","100601","0","0","60","2115","200","8","4","85","26","960","0","0","93"
"0","0","40","0","0","100601","0","5","95","2650","200","9","9","85","26","1224","0","0","120"
"13","0","50","0","0","100601","0","10","105","3240","420","10","14","85","26","1549","0","0","143"
"28","0","66","0","0","100601","0","10","119","3840","640","11","14","101","26","1880","0","0","167"
"43","0","79","0","0","100601","0","17","135","4200","760","12","17","111","26","2215","0","0","192"
"69","0","102","0","0","100601","0","19","135","4640","980","13","17","121","26","2582","0","0","217"
"93","0","130","0","0","100601","0","19","137","4760","1220","14","17","133","26","2954","0","0","250"
"109","0","157","0","0","100601","0","21","146","4990","1220","15","17","133","26","3356","0","0","282"
"129","0","183","0","0","100601","0","21","152","5140","1320","16","17","133","26","3805","0","0","316"
"144","0","216","0","0","100601","0","21","153","5260","1320","17","17","158","26","4258","0","0","353"
"169","0","248","0","0","100601","0","21","153","5665","1320","18","17","173","26","4708","3","0","397"
"193","0","287","0","0","100601","0","21","153","6310","1320","19","17","173","26","5206","3","0","447"
"240","0","327","0","0","100601","0","21","153","6860","1415","20","17","173","26","5797","3","0","493"
"288","0","370","0","0","100601","0","21","153","7370","1515","21","17","173","26","6452","3","0","543"
"318","0","420","0","0","100601","0","21","153","8370","1515","22","17","173","26","7171","3","0","603"
"318","0","474","0","0","100601","0","21","153","10145","1515","23","17","173","26","7937","3","0","672"
"333","0","533","0","0","100601","0","21","153","11670","1515","24","17","173","26","8818","3","0","738"
"355","0","587","0","0","100601","0","21","153","12670","1515","25","17","173","26","9964","3","0","798"
"377","0","630","0","0","100601","0","21","153","13505","1515","26","17","173","26","11385","3","0","847"
"394","0","670","0","0","100601","0","21","153","14530","1515","27","17","173","26","12944","3","0","890"
"411","0","712","0","0","100601","0","21","153","15675","1515","28","17","173","26","14609","3","0","933"
"429","0","758","0","0","100601","0","21","153","16895","1515","29","17","173","26","16394","3","0","979"
"447","0","808","0","0","100601","0","21","153","18270","1515","30","17","173","26","18267","3","0","1029"
"465","0","859","0","0","100601","0","21","153","19725","1515","31","17","173","26","20231","3","0","1080"
"483","0","911","0","0","100601","0","21","153","21260","1515","32","17","173","26","22285","3","0","1132"
"500","0","965","0","0","100601","0","21","153","22870","1515","33","17","173","26","24455","3","0","1186"
"517","0","1020","0","0","100601","0","21","153","24650","1515","34","17","173","26","26760","3","0","1241"
"534","0","1076","0","0","100601","0","21","153","26670","1515","35","17","173","26","29157","3","0","1297"
"551","0","1133","0","0","100601","0","21","153","28860","1515","36","17","173","26","31636","3","0","1354"
"568","0","1191","0","0","100601","0","21","153","31220","1515","37","17","173","26","34195","3","0","1412"
"585","0","1250","0","0","100601","0","21","153","33655","1515","38","17","173","26","36844","3","0","1471"
"602","0","1309","0","0","100601","0","21","153","36255","1515","39","17","173","26","39578","3","0","1530"
"0","0","3","0","0","100701","0","0","0","80","100","2","0","0","6","0","2","0","0"
"0","0","10","0","0","100701","0","0","0","200","200","3","0","0","46","0","3","0","0"
"0","0","20","0","0","100701","0","0","0","550","360","4","0","0","94","0","7","0","5"
"0","0","35","0","0","100701","0","0","0","1060","520","5","0","0","190","0","10","0","11"
"0","0","53","0","0","100701","0","0","0","1740","890","6","0","0","323","0","14","0","19"
"0","0","76","0","0","100701","0","0","0","2330","1260","7","0","0","480","0","18","0","34"
"0","0","97","0","0","100701","0","0","0","3510","1585","8","0","0","593","0","28","0","50"
"0","0","124","0","0","100701","0","0","0","4255","1585","9","5","0","790","10","35","5","70"
"0","0","152","0","0","100701","0","0","0","5065","1585","10","13","0","1035","20","36","20","90"
"0","0","177","0","0","100701","0","0","20","5765","1585","11","16","0","1296","20","41","40","110"
"0","10","205","0","0","100701","0","0","40","6265","1685","12","16","0","1558","20","48","50","132"
"0","20","245","0","0","100701","0","0","42","6785","1785","13","16","0","1786","20","52","50","165"
"0","20","285","2","0","100701","0","2","44","7005","1785","14","16","0","2066","20","54","60","204"
"0","20","317","4","0","100701","0","4","44","7005","1885","15","16","0","2455","20","56","70","239"
"0","25","357","4","0","100701","0","4","44","7205","1985","16","16","0","2857","20","56","82","269"
"0","30","401","4","0","100701","0","4","44","7715","2135","17","16","0","3253","20","59","82","296"
"0","30","439","4","0","100701","0","4","44","8025","2285","18","16","0","3721","20","64","94","334"
"0","30","484","4","0","100701","0","4","44","8025","2380","19","16","0","4301","20","66","116","375"
"0","30","536","4","0","100701","0","4","44","8060","2475","20","16","0","4938","20","66","136","419"
"0","30","590","4","0","100701","0","4","44","8205","2475","21","16","0","5511","20","71","148","486"
"0","30","656","4","0","100701","0","4","44","8695","2475","22","16","0","6189","20","71","188","552"
"0","30","742","4","0","100701","0","4","44","9010","2475","23","16","0","6953","20","71","188","622"
"0","30","830","4","0","100701","0","4","44","9330","2475","24","16","0","7793","20","71","188","697"
"0","30","912","4","0","100701","0","4","44","9945","2475","25","16","0","8782","20","71","205","772"
"0","30","990","4","0","100701","0","4","44","10695","2475","26","16","0","9897","20","71","231","851"
"0","30","1062","4","0","100701","0","4","44","11695","2475","27","16","0","11147","20","71","249","926"
"0","30","1143","4","0","100701","0","4","44","14735","2475","28","16","0","12226","20","71","258","1007"
"0","30","1230","4","0","100701","0","4","44","18005","2475","29","16","0","13384","20","71","267","1094"
"0","30","1322","4","0","100701","0","4","44","21790","2475","30","16","0","14579","20","71","276","1186"
"0","30","1424","4","0","100701","0","4","44","27955","2475","31","16","0","15520","20","71","276","1288"
"0","30","1529","4","0","100701","0","4","44","34490","2475","32","16","0","16499","20","71","276","1393"
"0","30","1636","4","0","100701","0","4","44","41640","2475","33","16","0","17534","20","71","276","1500"
"0","30","1745","4","0","100701","0","4","44","49570","2475","34","16","0","18625","20","71","276","1609"
"0","30","1855","4","0","100701","0","4","44","58210","2475","35","16","0","19754","20","71","276","1719"
"0","30","1966","4","0","100701","0","4","44","67410","2475","36","16","0","20920","20","71","276","1830"
"0","30","2079","4","0","100701","0","4","44","77075","2475","37","16","0","22123","20","71","276","1943"
"0","30","2193","4","0","100701","0","4","44","87230","2475","38","16","0","23364","20","71","276","2057"
"0","30","2307","4","0","100701","0","4","44","97920","2475","39","16","0","24643","20","71","276","2171"
"0","0","1","0","0","100801","0","0","0","55","75","2","0","0","0","23","0","0","2"
"0","0","2","0","0","100801","0","0","0","150","150","3","0","0","0","78","0","0","7"
"0","0","5","0","0","100801","0","0","10","325","200","4","0","5","0","169","0","0","16"
"0","0","7","0","0","100801","0","0","10","625","200","5","0","15","0","322","0","0","32"
"0","0","15","0","0","100801","0","0","25","1155","200","6","0","15","0","495","0","0","51"
"0","0","22","0","0","100801","0","0","30","1515","200","7","0","50","26","724","0","0","69"
"0","0","29","0","0","100801","0","0","75","1680","200","8","4","50","52","1003","0","0","91"
"0","0","40","0","0","100801","0","5","110","2215","200","9","9","50","52","1267","0","0","118"
"16","0","52","0","0","100801","0","10","115","2755","300","10","14","85","52","1566","0","0","140"
"34","0","57","0","0","100801","0","10","129","3175","840","11","14","101","52","1937","0","0","166"
"59","0","64","0","0","100801","0","17","135","3335","960","12","17","127","52","2352","0","0","185"
"93","0","77","0","0","100801","0","22","135","3575","1080","13","17","137","52","2797","0","0","204"
"127","0","93","0","0","100801","0","22","135","3775","1320","14","17","149","52","3253","0","0","229"
"157","0","110","0","0","100801","0","22","144","4005","1440","15","17","149","52","3747","0","0","251"
