4456e830b0c58cde62ffb767182db74e4a744674662c51a981e2227bcd03d13c,fb8cf4b99a4437c1811a598c3ca6c6bcc337617056773d872479be3f67e17122,5c186887550ab265fdeea062c2fe701dac2955ff6a46f42738a84ad1433ff1e3,0b83a10c74c514f0ff25f3d97d3147293fafa6ee17c12c6db54a310fc1bb89d0,77c8be58c1d5ad367edb8092e49520de255eb8b842a5cd700f32ca521f4b1de3,62c61b73528e670f4ecb40c2b13308a36d0d77df1439a4f6d44704015d735c75,38a33c1566486c92bd9e9ba8ac9e0201cf09cc21744c62879a21ff51da36b516,99f862e19d69b72f61a6f1ad7fbd42bf0d154a057d10e943f6ac32bf8ad9c208,5e86f9f058a5678d0200f7fc8714720e5d437b244039383ac39bb5a7a6904e9a,96b30a6ee18f60785fbba84ce9aaffa8f80da9fc59a6c06d5d8fc27bd0ef9c1f,9199165a1eaa178a5e23a04ee6049a0a7175412e4f593d3fa17c64b56d90dfe7,2a9b0252eec6cc1aa353f8bcda5cf9a2eb9e0b317a5ddf319f55d50d4e4b279b,185bdde52c81a5e3f117af1bc89b40f737613496b5ef4cc7caa2f8e70bc370de,ea7c2e567ff6b262693641dd393610f7e9d1e114f941a84fda9570fb97192416,a25ff8456cf226813704018ece86bf2d519f9ca77a05aa0a5818d41ff6d05c7f,b99b4f8a28e045fd429fdbdddfdc2f87a5591703ba8de1f2e2a56eb82364c2dd,82111863198c82343fc32b0e4685fa5719172bfdd704f8d04bd352310b69d06d,6c76eb2ef9ae4872d52205b504a76c4b871db9b58cbf073c4aa0fbe595cc7696,72f97441f0eb1e77972163c32f9cd6c355175aa91b124579d49ac0bb9ff6cb73,6e0d3a03af957d92c3d1467664d9ecb5fe5f4611b2f1e4f7998084b6112fb673,fe6cbfb87725a218f51518be722e171ad68adf4fd95889e428eb8b0e78ff8cf3,1ed059e2fc69ae2e185a2b3ee8009e5a4dd49c7883b30c3245ce6e07bd677e33,a410896785b93273898b25ea7d530bca3867052ecde4b4aaa02e9985f43594f5,ff11938a25b9a4d630600a0b9dc65ca5aeb25f3661b5389f22830b6ab42a4549,8db3ae5e5e04fc7479d39beb31fab746f26fc1ccb0290eab8ef88e0a24facaa2,cbbe8df0282fefdf35a6e4ca8525cc463ae7662597850f0490701b3821d0fbd4,18fc2973ed5e0871c5940908bad1af10ac95ae2d1b31e0f318541a46d7b6d9a9,0da18e02f444a33855315ae420ecb52649a44a0b22387c6d68a552f82e24732e,0e595654ae2d33d9ebe0752b4dd3d6c3698ee5aec5adec3f441dcac3dc58115c,1dce6129536ef490db5cac9e9e7ab4754f6a08b2903e67b06c42b0fa375092c3,8ca18b64f802dee2cf1b608767cea13749d45d1bbee7fb114345bc9ee3f00084,3737391ed076e0dbcb3c26fa75d8d3027c16c3bea56e97fa8bd8c14864dcda18,42e78bc46bcbe8af4bdd8eb75828bd5b41f89c82cf6cbf8f6d7ec0a9173cb38d,ed5a9be6b659ced729108eb9fd3073f21c067735e25ec7e8eeb74bb3e347e1c1,8241b4e340ae0dc86c2705ddddbd669a05db187383f3e6f65f8896ddbcbbdd67,e97d70d5e81bf0e84c2ed04160112057294e6a09e4f6b1dca9ee05459dff7961,6fc367d79fb6380c9da1dc84c2ef628a25df42b536db29a497205da64c908843,02ddc2fed45d4d0a7b5d795075de1d30a7a25f99fe82ff6671698a6400b665bf,764d9063008b50d907df3bf4e150bfa7c526cf96f241c514d680732b1083b72f,1e27ebed93d4cc806d08173c20b28505b46575b4907acc5dbfca2b87ddacabea,6dcfca4aad8d5ebb244a22c6249431be3950e00d6b82214c74886ebba0d61058,33996f2f6e94102b0dd761f15c404ad93b9bbee89ecee301fc4b3edfdd570d1b,de473ee983ae5f3ab9025a6b419d741bf903da5a1ce146a56ac13a9cf4db9f75,3d9b97c6a1260f71b65a081f2b8e4969ba421e2f0fde5ebc2127a0e66036347f
"0","0","3020","3020","0","10244800","0","岩龜暴君","0","0","0","0","3020","0","42","0","0","2273","0","0","0","0","3020","0","810100401","0","0","1","0","0","3020","0","0","0","3020","1515","0","9724","302","251100","0","0","200000001","0"
"0","0","3020","3020","0","13243084","0","小小哥布林","0","0","0","0","3020","0","42","0","0","1364","0","0","0","0","3020","0","810100402","0","0","1","0","0","3020","200","0","0","3020","303","0","11670","302","250300","0","0","200000001","0"
"0","0","3020","3020","0","12323722","0","小狸貓","0","0","0","0","3020","0","42","0","0","909","0","0","0","0","3020","0","810100403","0","0","1","0","0","3020","0","6528","0","3020","606","0","0","302","250600","0","0","200000001","0"
"40","0","302","302","0","6746755","0","琪愛兒的闇影","0","2391","0","20","302","0","62","0","5","580","0","1","0","0","302","15","810100404","0","0","32","0","0","302","24","0","0","302","772","0","52112","302","610901","0","0","200000001","0"
"20","0","302","302","0","7957592","0","望（聖誕節）的闇影","0","652","0","114","302","0","42","0","5","1882","0","1","0","0","302","4","810100405","0","0","32","0","0","302","28","0","0","302","2744","0","28169","302","611602","0","0","200000001","0"
"0","0","3020","3020","0","12217327","0","魔像","0","0","0","0","3020","0","42","0","0","909","0","0","0","0","3020","0","810100501","0","0","1","0","0","3020","0","0","0","3020","2424","0","9951","302","250700","0","0","200000001","0"
"0","0","3020","3020","0","11048088","0","閃焰軟泥怪","0","0","0","0","3020","0","42","0","0","1364","0","0","0","0","3020","0","810100502","0","0","1","0","0","3020","0","35424","0","3020","909","0","0","302","252700","0","0","200000001","0"
"30","0","302","302","0","8027121","0","智（魔法少女）的闇影","0","2110","0","36","302","0","71","0","5","432","0","1","0","0","302","0","810100503","0","1208","32","0","0","302","10","0","0","302","499","0","53888","302","614301","0","0","200000001","0"
"20","0","302","302","0","8146777","0","七七香（夏日）的闇影","0","0","0","146","302","0","42","0","5","841","0","1","0","0","302","29","810100504","0","1023","32","0","0","302","0","51298","0","302","559","0","0","302","613301","0","0","200000001","0"
"0","0","3020","3020","0","13418414","0","鈴蘭蟲","0","0","0","906","3020","0","42","0","0","455","0","0","0","0","3020","0","810100505","0","0","1","0","0","3020","0","25403","0","3020","303","0","0","302","258400","0","0","200000001","0"
"26","0","302","302","0","11033748","0","貪吃佩可的闇影","0","493","0","140","302","0","42","0","6","2313","0","1","0","0","302","5","810100601","0","0","32","0","0","302","21","0","0","302","2493","0","27753","302","605802","0","0","200000001","0"
"0","0","3020","3020","0","12297640","0","沙塵野豬","0","0","0","0","3020","0","42","0","0","1818","0","0","0","0","3020","0","810100602","0","0","1","0","0","3020","0","0","0","3020","1212","0","12951","302","253200","0","0","200000001","0"
"49","0","302","302","0","9189303","0","日和的闇影","0","2194","0","20","302","0","62","0","6","727","0","1","0","0","302","15","810100603","0","0","32","0","0","302","20","0","0","302","856","0","62481","302","600101","0","0","200000001","0"
"19","0","302","302","0","9140499","0","千歌的闇影","0","0","0","2740","302","0","42","0","6","1743","0","1","0","0","302","21","810100604","0","522","32","0","0","302","3","48319","0","302","1451","0","0","302","604201","0","0","200000001","0"
"0","0","3020","3020","0","11258510","0","氣球鳥","0","0","0","906","3020","0","42","0","0","1364","0","0","0","0","3020","0","810100605","0","0","1","0","0","3020","0","0","0","3020","909","0","1957","302","257600","0","0","200000001","0"
"0","0","3030","3030","0","12976749","0","魔像","0","0","0","0","3030","0","42","0","0","912","0","0","0","0","3030","0","810100701","0","0","1","0","0","3030","0","0","0","3030","2432","0","9953","303","250700","0","0","200000001","0"
"0","0","3030","3030","0","14306969","0","小狸貓","0","0","0","0","3030","0","42","0","0","912","0","0","0","0","3030","0","810100702","0","0","1","0","0","3030","0","6526","0","3030","608","0","0","303","250600","0","0","200000001","0"
"0","0","3030","3030","0","12098087","0","生者戰士像","0","0","0","0","3030","0","42","0","0","1824","0","0","0","0","3030","0","810100703","0","0","1","0","0","3030","0","0","0","3030","1824","0","11784","303","250900","0","0","200000001","0"
"15","0","303","303","0","10708529","0","空花（黑暗）的闇影","0","0","0","86","303","0","42","0","5","2167","0","1","0","0","303","20","810100704","0","130","32","0","0","303","12","26088","0","303","2650","0","0","303","619101","0","0","200000001","0"
"35","0","303","303","0","8710513","0","亞里莎的闇影","0","1984","0","40","303","0","75","0","6","773","0","1","0","0","303","0","810100705","0","0","32","0","0","303","15","0","0","303","548","0","56723","303","606301","0","0","200000001","0"
"0","0","3030","3030","0","10975615","0","守門者","0","0","0","0","3030","0","42","0","0","2280","0","0","0","0","3030","0","810100801","0","0","1","0","0","3030","0","26865","0","3030","1520","0","0","303","251500","0","0","200000001","0"
"0","0","3030","3030","0","12063237","0","生者劍士","0","0","0","0","3030","0","42","0","0","2736","0","0","0","0","3030","0","810100802","0","0","1","0","0","3030","0","0","0","3030","1216","0","11903","303","251000","0","0","200000001","0"
"23","0","303","303","0","9483730","0","依里（天使）的闇影","0","0","0","1580","303","0","42","0","5","2683","0","1","0","0","303","18","810100803","0","198","32","0","0","303","6","32023","0","303","1815","0","0","303","613801","0","0","200000001","0"
"0","0","3030","3030","0","11869295","0","翼耳兔","0","0","0","0","3030","0","42","0","0","684","0","0","0","0","3030","0","810100804","0","0","1","0","0","3030","0","46833","0","3030","456","0","0","303","256000","0","0","200000001","0"
"34","0","303","303","0","8824926","0","凱留（夏日）的闇影","0","0","0","45","303","0","42","0","6","596","0","1","0","0","303","18","810100805","0","2393","32","0","0","303","0","59172","0","303","507","0","0","303","607801","0","0","200000001","0"
"0","0","3030","3030","0","13035517","0","叢林護衛","0","0","0","0","3030","0","42","0","0","2280","0","0","0","0","3030","0","810100901","0","0","1","0","0","3030","0","0","0","3030","912","0","11557","303","251300","0","0","200000001","0"
"30","0","303","303","0","11252501","0","純的闇影","0","536","0","69","303","0","42","0","6","2936","0","1","0","0","303","5","810100902","0","0","32","0","0","303","26","0","0","303","2558","0","23811","303","604701","0","0","200000001","0"
"0","0","3030","3030","0","11872997","0","鼠妖","0","0","0","0","3030","0","42","0","0","1368","0","0","0","0","3030","0","810100903","0","0","1","0","0","3030","0","0","0","3030","912","0","31676","303","253700","0","0","200000001","0"
"31","0","303","303","0","10665885","0","步未的闇影","0","196","0","64","303","0","42","0","6","2271","0","1","0","0","303","4","810100904","0","0","32","0","0","303","41","0","0","303","2978","0","28818","303","605501","0","0","200000001","0"
"0","0","3030","3030","0","11582580","0","土蛇","0","0","0","0","3030","0","42","0","0","1140","0","0","0","0","3030","0","810100905","0","0","1","0","0","3030","0","0","0","3030","760","0","12468","303","255000","0","0","200000001","0"
"70","0","600","0","0","145000000","0","哥布林王者","0","0","0","0","1800","0","60","0","1","1300","0","0","0","0","0","0","810101001","0","0","1","0","0","0","0","0","0","1200","1400","0","80000","310","305705","0","0","300000008","0"
"0","0","0","100","0","1000000000","0","爆裂敵人","0","0","0","0","0","150","100","0","1","0","0","0","0","0","0","0","810101002","0","0","1","0","0","125","0","0","5000","125","0","0","0","310","217300","0","0","300000008","0"
"0","0","250","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","0","0","0","0","810101003","0","0","1","0","0","0","0","0","0","0","0","0","0","310","217301","0","0","300000008","0"
"0","0","0","0","0","1000000000","0","爆裂敵人","0","0","0","0","0","0","100","0","1","0","0","0","0","0","0","0","810101004","0","0","1","0","0","3000","0","0","0","0","0","0","0","310","217303","0","0","300000008","0"
"0","0","3040","3040","0","13682634","0","魔像","0","0","0","0","3040","0","42","0","0","915","0","0","0","0","3040","0","810101101","0","0","1","0","0","3040","0","0","0","3040","2440","0","11008","304","250700","0","0","200000001","0"
"18","0","304","304","0","9514010","0","克蘿依的闇影","0","2553","0","30","304","0","64","0","5","450","0","1","0","0","304","0","810101102","0","0","32","0","0","304","48","0","0","304","605","0","59852","304","610801","0","0","200000001","0"
"32","0","304","304","0","10405471","0","祈梨的闇影","0","1254","0","50","304","0","47","0","6","1112","0","1","0","0","304","0","810101103","0","0","32","0","0","304","11","0","0","304","1187","0","59250","304","606602","0","0","200000001","0"
"0","0","3040","3040","0","12723732","0","洞窟猿猴","0","0","0","0","3040","0","42","0","0","687","0","0","0","0","3040","0","810101104","0","0","1","0","0","3040","0","0","0","3040","458","0","45193","304","256800","0","0","200000001","0"
"0","0","3040","3040","0","13243526","0","鬼燈螢","0","0","0","912","3040","0","42","0","0","915","0","0","0","0","3040","0","810101105","0","0","1","0","0","3040","0","0","0","3040","610","0","24400","304","258300","0","0","200000001","0"
"0","0","3040","3040","0","13170027","0","岩龜暴君","0","0","0","0","3040","0","42","0","0","2288","0","0","0","0","3040","0","810101201","0","0","1","0","0","3040","0","0","0","3040","1525","0","10761","304","251100","0","0","200000001","0"
"0","0","3040","3040","0","13646968","0","沙塵野豬","0","0","0","0","3040","0","42","0","0","1830","0","0","0","0","3040","0","810101202","0","0","1","0","0","3040","0","0","0","3040","1220","0","12126","304","253200","0","0","200000001","0"
"0","0","3040","3040","0","13653499","0","哥布林護衛","0","0","0","0","3040","0","42","0","0","1373","0","0","0","0","3040","0","810101203","0","0","1","0","0","3040","0","0","0","3040","1525","0","12627","304","251200","0","0","200000001","0"
"26","0","304","304","0","11650699","0","靜流（夏日）的闇影","0","511","0","147","304","0","42","0","5","1961","0","1","0","0","304","5","810101204","0","0","32","0","0","304","21","0","0","304","2933","0","28742","304","617101","0","0","200000001","0"
"29","0","304","304","0","9813346","0","鏡華的闇影","0","0","0","60","304","0","42","0","6","585","0","1","0","0","304","17","810101205","0","2460","32","0","0","304","0","60649","0","304","480","0","0","304","603602","0","0","200000001","0"
"28","0","304","304","0","12642341","0","胡桃的闇影","0","365","0","59","304","0","42","0","6","2367","0","1","0","0","304","4","810101301","0","0","32","0","0","304","36","0","0","304","2305","0","34960","304","602101","0","0","200000001","0"
"0","0","3040","3040","0","13680314","0","軟泥怪","0","0","0","0","3040","0","42","0","0","1373","0","0","0","0","3040","0","810101302","0","0","1","0","0","3040","0","39832","0","3040","915","0","0","304","252600","0","0","200000001","0"
"20","0","304","304","0","10594265","0","七七香（夏日）的闇影","0","0","0","146","304","0","42","0","5","857","0","1","0","0","304","29","810101303","0","1023","32","0","0","304","0","55499","0","304","571","0","0","304","613301","0","0","200000001","0"
"23","0","304","304","0","11357835","0","依里（天使）的闇影","0","0","0","1580","304","0","42","0","5","2734","0","1","0","0","304","18","810101304","0","201","32","0","0","304","6","40965","0","304","1849","0","0","304","613801","0","0","200000001","0"
"0","0","3040","3040","0","13860738","0","搗蛋惡魔","0","0","0","0","3040","0","42","0","0","687","0","0","0","0","3040","0","810101305","0","0","1","0","0","3040","0","53440","0","3040","458","0","0","304","256300","0","0","200000001","0"
"0","0","3050","3050","0","14485103","0","高等獸人","0","0","0","0","3050","0","42","0","0","2295","0","0","0","0","3050","0","810101401","0","0","1","0","0","3050","0","0","0","3050","918","0","11384","305","252900","0","0","200000001","0"
"0","0","3050","3050","0","14412407","0","叢林護衛","0","0","0","0","3050","0","42","0","0","2295","0","0","0","0","3050","0","810101402","0","0","1","0","0","3050","0","0","0","3050","918","0","12749","305","251300","0","0","200000001","0"
"26","0","305","305","0","12722511","0","貪吃佩可的闇影","0","493","0","141","305","0","42","0","6","2358","0","1","0","0","305","5","810101403","0","0","32","0","0","305","21","0","0","305","2544","0","28176","305","605802","0","0","200000001","0"
"24","0","305","305","0","9549941","0","凱留（新年）的闇影","0","0","0","45","305","0","42","0","5","459","0","1","0","0","305","17","810101404","0","2268","32","0","0","305","0","68142","0","305","395","0","0","305","612001","0","0","200000001","0"
"0","0","3050","3050","0","13479043","0","搗蛋惡魔","0","0","0","0","3050","0","42","0","0","689","0","0","0","0","3050","0","810101405","0","0","1","0","0","3050","0","53438","0","3050","459","0","0","305","256300","0","0","200000001","0"
"0","0","3050","3050","0","14708223","0","高等獸人","0","0","0","0","3050","0","42","0","0","2295","0","0","0","0","3050","0","810101501","0","0","1","0","0","3050","0","0","0","3050","918","0","11384","305","252900","0","0","200000001","0"
"0","0","3050","3050","0","14428666","0","狂野角鹿","0","0","0","0","3050","0","42","0","0","1836","0","0","0","0","3050","0","810101502","0","0","1","0","0","3050","0","0","0","3050","1224","0","11507","305","251600","0","0","200000001","0"
"0","0","3050","3050","0","14635506","0","叢林護衛","0","0","0","0","3050","0","42","0","0","2295","0","0","0","0","3050","0","810101503","0","0","1","0","0","3050","0","0","0","3050","918","0","12749","305","251300","0","0","200000001","0"
"19","0","305","305","0","12183422","0","空花（大江戶）的闇影","0","0","0","208","305","0","42","0","5","3207","0","1","0","0","305","20","810101504","0","120","32","0","0","305","12","27063","0","305","2237","0","0","305","609501","0","0","200000001","0"
"29","0","305","305","0","10490545","0","美咲的闇影","0","0","0","45","305","0","42","0","6","574","0","1","0","0","305","17","810101505","0","2341","32","0","0","305","0","72998","0","305","467","0","0","305","605001","0","0","200000001","0"
"19","0","305","305","0","13592091","0","莉瑪的闇影","0","135","0","24","305","0","42","0","6","2506","0","1","0","0","305","6","810101601","0","0","32","0","0","305","12","0","0","305","3503","0","26315","305","605202","0","0","200000001","0"
"49","0","305","305","0","12013495","0","日和的闇影","0","2197","0","20","305","0","62","0","6","769","0","1","0","0","305","15","810101602","0","0","32","0","0","305","20","0","0","305","875","0","62513","305","600101","0","0","200000001","0"
"26","0","305","305","0","12986070","0","優花梨的闇影","0","575","0","2640","305","0","42","0","6","2881","0","1","0","0","305","5","810101603","0","0","32","0","0","305","13","0","0","305","2021","0","32893","305","603401","0","0","200000001","0"
"0","0","3050","3050","0","14602120","0","流浪之鴉","0","0","0","0","3050","0","42","0","0","689","0","0","0","0","3050","0","810101604","0","0","1","0","0","3050","0","0","0","3050","459","0","44918","305","256100","0","0","200000001","0"
"0","0","3050","3050","0","14556578","0","洞窟猿猴","0","0","0","0","3050","0","42","0","0","689","0","0","0","0","3050","0","810101605","0","0","1","0","0","3050","0","0","0","3050","459","0","45170","305","256800","0","0","200000001","0"
"0","0","3060","3060","0","14908947","0","狂野角鹿","0","0","0","0","3060","0","42","0","0","1842","0","0","0","0","3060","0","810101701","0","0","1","0","0","3060","0","0","0","3060","1228","0","11507","306","251600","0","0","200000001","0"
"0","0","3060","3060","0","14882731","0","哥布林護衛","0","0","0","0","3060","0","42","0","0","1382","0","0","0","0","3060","0","810101702","0","0","1","0","0","3060","0","0","0","3060","1535","0","12624","306","251200","0","0","200000001","0"
"0","0","3060","3060","0","14280959","0","生者戰士像","0","0","0","0","3060","0","42","0","0","1842","0","0","0","0","3060","0","810101703","0","0","1","0","0","3060","0","0","0","3060","1842","0","12994","306","250900","0","0","200000001","0"
"25","0","306","306","0","12876732","0","望的闇影","0","565","0","49","306","0","45","0","6","2286","0","1","0","0","306","4","810101704","0","0","32","0","0","306","29","0","0","306","2976","0","31261","306","602901","0","0","200000001","0"
"28","0","306","306","0","12068561","0","莫妮卡的闇影","0","1400","0","22","306","0","58","0","6","1436","0","1","0","0","306","2","810101705","0","0","32","0","0","306","17","0","0","306","1451","0","52650","306","605301","0","0","200000001","0"
"0","0","3060","3060","0","15938297","0","青藍魔像","0","0","0","0","3060","0","42","0","0","3684","0","0","0","0","3060","0","810101801","0","0","1","0","0","3060","0","0","0","3060","614","0","11131","306","250800","0","0","200000001","0"
"0","0","3060","3060","0","13894026","0","洞窟蝙蝠","0","0","0","0","3060","0","42","0","0","1152","0","0","0","0","3060","0","810101802","0","0","1","0","0","3060","0","47677","0","3060","768","0","0","306","254900","0","0","200000001","0"
"34","0","306","306","0","11113683","0","七七香的闇影","0","0","0","49","306","0","42","0","6","761","0","1","0","0","306","16","810101803","0","2176","32","0","0","306","0","69248","0","306","600","0","0","306","601301","0","0","200000001","0"
"0","0","3060","3060","0","14385049","0","岩窟蝸牛","0","0","0","918","3060","0","42","0","0","1382","0","0","0","0","3060","0","810101804","0","0","1","0","0","3060","0","1929","0","3060","921","0","0","306","256900","0","0","200000001","0"
"29","0","306","306","0","11244578","0","鏡華的闇影","0","0","0","60","306","0","42","0","6","586","0","1","0","0","306","17","810101805","0","2462","32","0","0","306","0","60736","0","306","482","0","0","306","603602","0","0","200000001","0"
"0","0","3060","3060","0","15594947","0","高等獸人","0","0","0","0","3060","0","42","0","0","2303","0","0","0","0","3060","0","810101901","0","0","1","0","0","3060","0","0","0","3060","921","0","11383","306","252900","0","0","200000001","0"
