a1e3c314c9bcf9c7db23e47b295afb51e06142e00550d25bff8bccf69f0003a0,c56eb3bcea2d4d25fe2a5a9f55b43a4ac8879c3ffe95ea5e3bd13b7200102918,fac5f204184cf0856465ae17ca40e2b054db630972a267ebf090d94da4ce3128,0276b281a38c43b376070da32fcd21ccdcd26683a8b9f30cc17ec968ca952aa5,4358c7a538b2f0c9a69f37e2ebe764fa3a5ccbbafd7e04bd0b79f6b722e1a77c,a421eaf46a5a755086940ee87ef1c8dcea7af04d764d74fc861515f789e79ec2,6d827f3bf41ab50adc0396dc5afd4956d09271dc741e964112bb954aa01415be,8100c530390fc81d63064d06eae5c0ffc5326d48659b2d7965205fa1a88fb39f,bf071e43f849a30382bca392e3b075545f0f0fd9141ed1a339cf2d66eb2c6d6f
"820010081","8000","8010","8000","8000","43","8000","820010081","0"
"820010091","8000","8010","8000","8000","43","8000","820010091","0"
"820010101","8000","8010","8000","8000","43","8000","820010101","0"
"820010111","8000","8010","8000","8000","43","8000","820010111","0"
"820010121","8000","8010","8000","8000","43","8000","820010121","0"
"820010131","8000","8010","8000","8000","43","8000","820010131","0"
"820010141","8000","8010","8000","8000","43","8000","820010141","0"
"820010151","8000","8010","8000","8000","43","8000","820010151","0"
"820010161","8000","8010","8000","8000","43","8000","820010161","0"
"820010171","8000","8010","8000","8000","43","8000","820010171","0"
"820010181","8000","8010","8000","8000","43","8000","820010181","0"
"820010191","8000","8010","8000","8000","43","8000","820010191","0"
"820010201","8000","8010","8000","8000","43","8000","820010201","0"
"820010211","8000","8010","8000","8000","43","8000","820010211","0"
"820010221","8000","8010","8000","8000","43","8000","820010221","0"
"820010231","8000","8010","8000","8000","43","8000","820010231","0"
"820010241","8000","8010","8000","8000","43","8000","820010241","0"
"820010251","8000","8010","8000","8000","43","8000","820010251","0"
"820010261","8000","8010","8000","8000","43","8000","820010261","0"
"820010271","8000","8010","8000","8000","43","8000","820010271","0"
"820010281","8000","8010","8000","8000","43","8000","820010281","0"
"820010291","8000","8010","8000","8000","43","8000","820010291","0"
"820010301","8000","8010","8000","8000","43","8000","820010301","0"
"820010311","8000","8020","8000","8000","43","8000","820010311","0"
"820010321","8000","8020","8000","8000","43","8000","820010321","0"
"820010331","8000","8020","8000","8000","43","8000","820010331","0"
"820010341","8000","8020","8000","8000","43","8000","820010341","0"
"820010351","8000","8020","8000","8000","43","8000","820010351","0"
"820010361","8000","8020","8000","8000","43","8000","820010361","0"
"820010371","8000","8020","8000","8000","43","8000","820010371","0"
"820010381","8000","8020","8000","8000","43","8000","820010381","0"
"820010391","8000","8020","8000","8000","43","8000","820010391","0"
"820010401","8000","8020","8000","8000","43","8000","820010401","0"
"820010411","8000","8020","8000","8000","43","8000","820010411","0"
"820010421","8000","8020","8000","8000","43","8000","820010421","0"
"820010431","8000","8020","8000","8000","43","8000","820010431","0"
"820010441","8000","8020","8000","8000","43","8000","820010441","0"
"820010451","8000","8020","8000","8000","43","8000","820010451","0"
"820010461","8000","8020","8000","8000","43","8000","820010461","0"
"820010471","8000","8020","8000","8000","43","8000","820010471","0"
"820010481","8000","8020","8000","8000","43","8000","820010481","0"
"820010491","8000","8020","8000","8000","43","8000","820010491","0"
"820010501","8000","8020","8000","8000","43","8000","820010501","0"
"830010011","8000","8000","8000","8000","43","8010","830010011","0"
"830010021","8000","8000","8000","8000","43","8010","830010021","0"
"830010031","8000","8000","8000","8000","43","8010","830010031","0"
"830010041","8000","8000","8000","8000","43","8010","830010041","0"
"830010051","8000","8000","8000","8000","43","8010","830010051","0"
"830010061","8000","8000","8000","8000","43","8010","830010061","0"
"830010071","8000","8000","8000","8000","43","8010","830010071","0"
"830010081","8000","8000","8000","8000","43","8010","830010081","0"
"830010091","8000","8000","8000","8000","43","8010","830010091","0"
"830010101","8000","8000","8000","8000","43","8010","830010101","0"
"830010111","8000","8000","8000","8000","43","8010","830010111","0"
"830010121","8000","8000","8000","8000","43","8010","830010121","0"
"830010131","8000","8000","8000","8000","43","8010","830010131","0"
"830010141","8000","8000","8000","8000","43","8010","830010141","0"
"830010151","8000","8000","8000","8000","43","8010","830010151","0"
"830010161","8000","8000","8000","8000","43","8010","830010161","0"
"830010171","8000","8000","8000","8000","43","8010","830010171","0"
"830010181","8000","8000","8000","8000","43","8010","830010181","0"
"830010191","8000","8000","8000","8000","43","8010","830010191","0"
"830010201","8000","8000","8000","8000","43","8010","830010201","0"
"830010211","8000","8000","8000","8000","43","8010","830010211","0"
"830010221","8000","8000","8000","8000","43","8010","830010221","0"
"830010231","8000","8000","8000","8000","43","8010","830010231","0"
"830010241","8000","8000","8000","8000","43","8010","830010241","0"
"830010251","8000","8000","8000","8000","43","8010","830010251","0"
"830010261","8000","8000","8000","8000","43","8010","830010261","0"
"830010271","8000","8000","8000","8000","43","8010","830010271","0"
"830010281","8000","8000","8000","8000","43","8010","830010281","0"
"830010291","8000","8000","8000","8000","43","8010","830010291","0"
"830010301","8000","8000","8000","8000","43","8010","830010301","0"
"830010311","8000","8000","8000","8000","43","8020","830010311","0"
"830010321","8000","8000","8000","8000","43","8020","830010321","0"
"830010331","8000","8000","8000","8000","43","8020","830010331","0"
"830010341","8000","8000","8000","8000","43","8020","830010341","0"
"830010351","8000","8000","8000","8000","43","8020","830010351","0"
"830010361","8000","8000","8000","8000","43","8020","830010361","0"
"830010371","8000","8000","8000","8000","43","8020","830010371","0"
"830010381","8000","8000","8000","8000","43","8020","830010381","0"
"830010391","8000","8000","8000","8000","43","8020","830010391","0"
"830010401","8000","8000","8000","8000","43","8020","830010401","0"
"830010411","8000","8000","8000","8000","43","8020","830010411","0"
"830010421","8000","8000","8000","8000","43","8020","830010421","0"
"830010431","8000","8000","8000","8000","43","8020","830010431","0"
"830010441","8000","8000","8000","8000","43","8020","830010441","0"
"830010451","8000","8000","8000","8000","43","8020","830010451","0"
"830010461","8000","8000","8000","8000","43","8020","830010461","0"
"830010471","8000","8000","8000","8000","43","8020","830010471","0"
"830010481","8000","8000","8000","8000","43","8020","830010481","0"
"830010491","8000","8000","8000","8000","43","8020","830010491","0"
"830010501","8000","8000","8000","8000","43","8020","830010501","0"
"840010011","8000","8000","8000","8010","43","8000","840010011","0"
"840010021","8000","8000","8000","8010","43","8000","840010021","0"
"840010031","8000","8000","8000","8010","43","8000","840010031","0"
"840010041","8000","8000","8000","8010","43","8000","840010041","0"
"840010051","8000","8000","8000","8010","43","8000","840010051","0"
"840010061","8000","8000","8000","8010","43","8000","840010061","0"
"840010071","8000","8000","8000","8010","43","8000","840010071","0"
"840010081","8000","8000","8000","8010","43","8000","840010081","0"
"840010091","8000","8000","8000","8010","43","8000","840010091","0"
"840010101","8000","8000","8000","8010","43","8000","840010101","0"
"840010111","8000","8000","8000","8010","43","8000","840010111","0"
"840010121","8000","8000","8000","8010","43","8000","840010121","0"
"840010131","8000","8000","8000","8010","43","8000","840010131","0"
"840010141","8000","8000","8000","8010","43","8000","840010141","0"
"840010151","8000","8000","8000","8010","43","8000","840010151","0"
"840010161","8000","8000","8000","8010","43","8000","840010161","0"
"840010171","8000","8000","8000","8010","43","8000","840010171","0"
"840010181","8000","8000","8000","8010","43","8000","840010181","0"
"840010191","8000","8000","8000","8010","43","8000","840010191","0"
"840010201","8000","8000","8000","8010","43","8000","840010201","0"
"840010211","8000","8000","8000","8010","43","8000","840010211","0"
"840010221","8000","8000","8000","8010","43","8000","840010221","0"
"840010231","8000","8000","8000","8010","43","8000","840010231","0"
"840010241","8000","8000","8000","8010","43","8000","840010241","0"
"840010251","8000","8000","8000","8010","43","8000","840010251","0"
"840010261","8000","8000","8000","8010","43","8000","840010261","0"
"840010271","8000","8000","8000","8010","43","8000","840010271","0"
"840010281","8000","8000","8000","8010","43","8000","840010281","0"
"840010291","8000","8000","8000","8010","43","8000","840010291","0"
"840010301","8000","8000","8000","8010","43","8000","840010301","0"
"840010311","8000","8000","8000","8020","43","8000","840010311","0"
"840010321","8000","8000","8000","8020","43","8000","840010321","0"
"840010331","8000","8000","8000","8020","43","8000","840010331","0"
"840010341","8000","8000","8000","8020","43","8000","840010341","0"
"840010351","8000","8000","8000","8020","43","8000","840010351","0"
"840010361","8000","8000","8000","8020","43","8000","840010361","0"
"840010371","8000","8000","8000","8020","43","8000","840010371","0"
"840010381","8000","8000","8000","8020","43","8000","840010381","0"
"840010391","8000","8000","8000","8020","43","8000","840010391","0"
"840010401","8000","8000","8000","8020","43","8000","840010401","0"
"840010411","8000","8000","8000","8020","43","8000","840010411","0"
"840010421","8000","8000","8000","8020","43","8000","840010421","0"
"840010431","8000","8000","8000","8020","43","8000","840010431","0"
"840010441","8000","8000","8000","8020","43","8000","840010441","0"
"840010451","8000","8000","8000","8020","43","8000","840010451","0"
"840010461","8000","8000","8000","8020","43","8000","840010461","0"
"840010471","8000","8000","8000","8020","43","8000","840010471","0"
"840010481","8000","8000","8000","8020","43","8000","840010481","0"
"840010491","8000","8000","8000","8020","43","8000","840010491","0"
"840010501","8000","8000","8000","8020","43","8000","840010501","0"
"850010011","8000","8000","8010","8000","43","8000","850010011","0"
"850010021","8000","8000","8010","8000","43","8000","850010021","0"
"850010031","8000","8000","8010","8000","43","8000","850010031","0"
"850010041","8000","8000","8010","8000","43","8000","850010041","0"
"850010051","8000","8000","8010","8000","43","8000","850010051","0"
"850010061","8000","8000","8010","8000","43","8000","850010061","0"
"850010071","8000","8000","8010","8000","43","8000","850010071","0"
"850010081","8000","8000","8010","8000","43","8000","850010081","0"
"850010091","8000","8000","8010","8000","43","8000","850010091","0"
"850010101","8000","8000","8010","8000","43","8000","850010101","0"
"850010111","8000","8000","8010","8000","43","8000","850010111","0"
"850010121","8000","8000","8010","8000","43","8000","850010121","0"
"850010131","8000","8000","8010","8000","43","8000","850010131","0"
"850010141","8000","8000","8010","8000","43","8000","850010141","0"
"850010151","8000","8000","8010","8000","43","8000","850010151","0"
"850010161","8000","8000","8010","8000","43","8000","850010161","0"
"850010171","8000","8000","8010","8000","43","8000","850010171","0"
"850010181","8000","8000","8010","8000","43","8000","850010181","0"
"850010191","8000","8000","8010","8000","43","8000","850010191","0"
"850010201","8000","8000","8010","8000","43","8000","850010201","0"
"850010211","8000","8000","8010","8000","43","8000","850010211","0"
"850010221","8000","8000","8010","8000","43","8000","850010221","0"
"850010231","8000","8000","8010","8000","43","8000","850010231","0"
"850010241","8000","8000","8010","8000","43","8000","850010241","0"
"850010251","8000","8000","8010","8000","43","8000","850010251","0"
"850010261","8000","8000","8010","8000","43","8000","850010261","0"
"850010271","8000","8000","8010","8000","43","8000","850010271","0"
"850010281","8000","8000","8010","8000","43","8000","850010281","0"
"850010291","8000","8000","8010","8000","43","8000","850010291","0"
"850010301","8000","8000","8010","8000","43","8000","850010301","0"
"850010311","8000","8000","8020","8000","43","8000","850010311","0"
"850010321","8000","8000","8020","8000","43","8000","850010321","0"
"850010331","8000","8000","8020","8000","43","8000","850010331","0"
"850010341","8000","8000","8020","8000","43","8000","850010341","0"
"850010351","8000","8000","8020","8000","43","8000","850010351","0"
"850010361","8000","8000","8020","8000","43","8000","850010361","0"
"850010371","8000","8000","8020","8000","43","8000","850010371","0"
"850010381","8000","8000","8020","8000","43","8000","850010381","0"
"850010391","8000","8000","8020","8000","43","8000","850010391","0"
"850010401","8000","8000","8020","8000","43","8000","850010401","0"
"850010411","8000","8000","8020","8000","43","8000","850010411","0"
"850010421","8000","8000","8020","8000","43","8000","850010421","0"
"850010431","8000","8000","8020","8000","43","8000","850010431","0"
"850010441","8000","8000","8020","8000","43","8000","850010441","0"
"850010451","8000","8000","8020","8000","43","8000","850010451","0"
"850010461","8000","8000","8020","8000","43","8000","850010461","0"
"850010471","8000","8000","8020","8000","43","8000","850010471","0"
"850010481","8000","8000","8020","8000","43","8000","850010481","0"
"850010491","8000","8000","8020","8000","43","8000","850010491","0"
"850010501","8000","8000","8020","8000","43","8000","850010501","0"
"924070100","8010","8000","8000","8000","46","8000","924070100","0"
"924070200","8010","8000","8000","8000","46","8000","924070200","0"
"924070300","8010","8000","8000","8000","46","8000","924070300","0"
"924071100","8010","8000","8000","8000","47","8000","924071100","0"
"924071200","8010","8000","8000","8000","47","8000","924071200","0"
"924071300","8010","8000","8000","8000","47","8000","924071300","0"
"924071400","8010","8000","8000","8000","47","8000","924071400","0"
"924072100","8010","8000","8000","8000","47","8000","924072100","0"
"924072200","8010","8000","8000","8000","47","8000","924072200","0"
"924072300","8010","8000","8000","8000","47","8000","924072300","0"
"924072400","8010","8000","8000","8000","47","8000","924072400","0"
"924073100","8010","8000","8000","8000","47","8000","924073100","0"
"924073200","8010","8000","8000","8000","47","8000","924073200","0"
"924073300","8010","8000","8000","8000","47","8000","924073300","0"
"924073400","8010","8000","8000","8000","47","8000","924073400","0"
"924080100","8000","8010","8000","8000","46","8000","924080100","0"
"924080200","8000","8010","8000","8000","46","8000","924080200","0"
"924080300","8000","8010","8000","8000","46","8000","924080300","0"
"924081100","8000","8010","8000","8000","47","8000","924081100","0"
"924081200","8000","8010","8000","8000","47","8000","924081200","0"
"924081300","8000","8010","8000","8000","47","8000","924081300","0"
"924081400","8000","8010","8000","8000","47","8000","924081400","0"
"924082100","8000","8010","8000","8000","47","8000","924082100","0"
"924082200","8000","8010","8000","8000","47","8000","924082200","0"
"924082300","8000","8010","8000","8000","47","8000","924082300","0"
"924082400","8000","8010","8000","8000","47","8000","924082400","0"
"924083100","8000","8010","8000","8000","47","8000","924083100","0"
"924083200","8000","8010","8000","8000","47","8000","924083200","0"
"924083300","8000","8010","8000","8000","47","8000","924083300","0"
"924083400","8000","8010","8000","8000","47","8000","924083400","0"
