03e09481f010825996ad8cdb3ac918e9999005cd4d39f6f2963073f3a7b856a6,13170776738c5505c286c189486f1fa45509cf87ce88f1457b2cd9c542ffcda3,015042988beac167bddd73495c3539f08800bbb0d8b4cd49c10f16982f0dfb9f,ae0b33441d1031582677c7d0a18ee6dbd7d9cde2cd68308a489a231056bf969c,32c8116b07a7aa68dca5839e9a97242465f083274293f65615b5ee090b10d060,71ee472156a0cf3d361bbaae4d1a256c4fa666115dc63c0be9de0b8764d97b98,1b217b35d7956906e25f7a0370c668952603d170b0ea888c4181212adb84d3fd,5a1fa887829bbe3dbf872c1145064e459cfc4d15287c21ee512b5661e63fb879
"610201453","610201452","610201451","0","0","0","610201251","610201152"
"0","0","0","0","0","0","610201252","610201153"
"0","0","0","0","0","0","610201253","610201154"
"610201553","610201552","610201551","0","0","0","610201351","610201155"
"0","0","0","0","0","0","610201352","610201156"
"0","0","0","0","0","0","610201353","610201157"
"0","0","0","0","0","0","610202101","610202101"
"610202403","610202402","610202401","0","0","610202404","610202201","610202102"
"0","0","0","0","0","0","610202202","610202103"
"0","0","0","0","0","0","610202203","610202104"
"610202503","610202502","610202501","0","0","610202504","610202301","610202105"
"0","0","0","0","0","0","610202302","610202106"
"0","0","0","0","0","0","610202303","610202107"
"0","0","0","0","0","0","610203101","610203101"
"610203403","610203402","610203401","0","0","610203404","610203201","610203102"
"0","0","0","0","0","0","610203202","610203103"
"0","0","0","0","0","0","610203203","610203104"
"610203503","610203502","610203501","0","0","610203504","610203301","610203105"
"0","0","0","0","0","0","610203302","610203106"
"0","0","0","0","0","0","610203303","610203107"
"0","0","0","0","0","0","610204101","610204101"
"610204403","610204402","610204401","0","0","610204404","610204201","610204102"
"0","0","0","0","0","0","610204202","610204103"
"0","0","0","0","0","0","610204203","610204104"
"610204503","610204502","610204501","0","0","610204504","610204301","610204105"
"0","0","0","0","0","0","610204302","610204106"
"0","0","0","0","0","0","610204303","610204107"
"0","0","0","0","0","0","610205101","610205101"
"610205403","610205402","610205401","0","0","610205404","610205201","610205102"
"0","0","0","0","0","0","610205202","610205103"
"0","0","0","0","0","0","610205203","610205104"
"610205503","610205502","610205501","0","0","610205504","610205301","610205105"
"0","0","0","0","0","0","610205302","610205106"
"0","0","0","0","0","0","610205303","610205107"
"0","0","0","0","0","0","610206101","610206101"
"610206403","610206402","610206401","0","0","610206404","610206201","610206102"
"610206407","610206406","610206405","0","0","610206408","610206202","610206103"
"0","0","0","0","0","0","610206203","610206104"
"610206503","610206502","610206501","0","0","610206504","610206301","610206105"
"610206507","610206506","610206505","0","0","610206508","610206302","610206106"
"0","0","0","0","0","0","610206303","610206107"
"0","0","0","0","0","0","610207101","610207101"
"610207403","610207402","610207401","0","0","610207404","610207201","610207102"
"0","0","0","0","0","0","610207202","610207103"
"0","0","0","0","0","0","610207203","610207104"
"610207503","610207502","610207501","0","0","610207504","610207301","610207105"
"0","0","0","0","0","0","610207302","610207106"
"0","0","0","0","0","0","610207303","610207107"
"0","0","0","0","0","0","610208101","610208101"
"0","610208402","610208401","0","0","0","610208201","610208102"
"0","0","0","0","0","0","610208202","610208103"
"0","0","0","0","0","0","610208203","610208104"
"0","610208502","610208501","0","0","0","610208301","610208105"
"0","0","0","0","0","0","610208302","610208106"
"0","0","0","0","0","0","610208303","610208107"
"0","0","0","0","0","0","610209101","610209101"
"610209403","610209402","610209401","0","0","610209404","610209201","610209102"
"0","0","0","0","0","0","610209202","610209103"
"0","0","0","0","0","0","610209203","610209104"
"610209503","610209502","610209501","0","0","610209504","610209301","610209105"
"0","0","0","0","0","0","610209302","610209106"
"0","0","0","0","0","0","610209303","610209107"
"0","0","0","0","0","0","610210101","610210101"
"610210403","610210402","610210401","0","0","610210404","610210201","610210102"
"0","0","0","0","0","0","610210202","610210103"
"0","0","0","0","0","0","610210203","610210104"
"610210503","610210502","610210501","0","0","610210504","610210301","610210105"
"0","0","0","0","0","0","610210302","610210106"
"0","0","0","0","0","0","610210303","610210107"
"0","0","0","0","0","0","610211101","610211101"
"610211403","610211402","610211401","0","0","610211404","610211201","610211102"
"0","0","0","0","0","0","610211202","610211103"
"0","0","0","0","0","0","610211203","610211104"
"610211503","610211502","610211501","0","0","610211504","610211301","610211105"
"0","0","0","0","0","0","610211302","610211106"
"0","0","0","0","0","0","610211303","610211107"
"0","0","0","0","0","0","610212101","610212101"
"610212403","610212402","610212401","0","0","0","610212201","610212102"
"0","0","0","0","0","0","610212202","610212103"
"0","0","0","0","0","0","610212203","610212104"
"610212503","610212502","610212501","0","0","0","610212301","610212105"
"0","0","0","0","0","0","610212302","610212106"
"0","0","0","0","0","0","610212303","610212107"
