8ea451df9e4c0e648e24ece03145225de16b497449947bd90f939f58556ac88a,a1218a23924c7b562bf6cfd16d6421d2adb7346b906d59f8030d2213476aedac,2c72d9f661a0a5fbced9682e8f3838551574fcb4aab4ce8a964bf7d673533e65,b2c51d076a9ecfaf9227fabf1e306bcf29c591b248deab7635f70e5415ff6631,92356b97d56a343ee32f10cd6ce5d3fc723e90656009f3c51403add2e85cc1eb,42ed5e03aaecac1f918a529b2b8ffe39715cec21e378721588b597089ed01f3a,f3329d2ead1fd54d87f08ba196254f932520bbe5287e616f3cd84dca78c873f3,d947dcd726e19adb3a9b1cc3c6c1730e78bd495185279fe7c06d738e6d1c6d02,bfa347a4c2dfdaf7a5182392f075cb391351313d0e4c8e30f9b3a8ecb8623fbb,0d89ea965e7c410db2327962d62b0fe434ed3c6e3b2a815d25fb43d2c11cc6c6,5d70e5a64c71ea84b5d794d24b62a3719c6d93ed29479d551edc31d7fcd08766,73fad57b6a738a733c2a57c7c48b029af6c42eda36bcb5e026557b03549b1428,6c74b1ed3ac0864184c25d1137421b872ef3c8bb40e6500aa40b32aa1707ee4d
"1027","2","2020/10/23 11:59:00","1","1","2020/10/19 12:00:00","bgm_M104","2020/11/26 04:59:59","2020/10/24 11:59:00","1","10","2020/10/26 05:00:00","1026"
"1028","2","2020/11/23 11:59:00","1","1","2020/11/19 12:00:00","bgm_M115","2020/12/26 04:59:59","2020/11/24 11:59:00","2","11","2020/11/26 05:00:00","1027"
"1029","2","2020/12/23 11:59:00","1","1","2020/12/19 12:00:00","bgm_M119","2021/01/26 04:59:59","2020/12/24 11:59:00","1","12","2020/12/26 05:00:00","1028"
"1030","2","2021/01/23 11:59:00","1","1","2021/01/19 12:00:00","bgm_M132","2021/02/24 04:59:59","2021/01/24 11:59:00","2","1","2021/01/26 05:00:00","1029"
"1031","2","2021/02/21 11:59:00","1","1","2021/02/17 12:00:00","bgm_M139","2021/03/26 04:59:59","2021/02/22 11:59:00","1","2","2021/02/24 05:00:00","1030"
"1032","2","2021/03/23 11:59:00","1","1","2021/03/19 12:00:00","bgm_M166","2021/04/26 04:59:59","2021/03/24 11:59:00","2","3","2021/03/26 05:00:00","1031"
"1033","2","2021/04/23 11:59:00","1","1","2021/04/19 12:00:00","bgm_M175","2021/05/27 04:59:59","2021/04/24 11:59:00","1","4","2021/04/26 05:00:00","1032"
"1034","2","2021/05/24 11:59:00","1","1","2021/05/20 12:00:00","bgm_M181","2021/06/26 04:59:59","2021/05/25 11:59:00","2","5","2021/05/27 05:00:00","1033"
"1035","2","2021/06/23 11:59:00","1","1","2021/06/19 12:00:00","bgm_M186","2021/07/27 04:59:59","2021/06/24 11:59:00","1","6","2021/06/26 05:00:00","1034"
"1036","2","2021/07/24 11:59:00","1","1","2021/07/20 12:00:00","bgm_M205","2021/08/27 04:59:59","2021/07/25 11:59:00","2","7","2021/07/27 05:00:00","1035"
"1037","2","2021/08/24 11:59:00","1","1","2021/08/20 12:00:00","bgm_M90","2021/09/26 04:59:59","2021/08/25 11:59:00","1","8","2021/08/27 05:00:00","1036"
"1038","2","2021/09/23 11:59:00","1","1","2021/09/19 12:00:00","bgm_M97","2021/10/27 04:59:59","2021/09/24 11:59:00","2","9","2021/09/26 05:00:00","1037"
"1039","2","2021/10/24 11:59:00","1","1","2021/10/20 12:00:00","bgm_M104","2021/11/26 04:59:59","2021/10/25 11:59:00","1","10","2021/10/27 05:00:00","1038"
"1040","2","2021/11/23 11:59:00","1","1","2021/11/19 12:00:00","bgm_M115","2021/12/27 04:59:59","2021/11/24 11:59:00","2","11","2021/11/26 05:00:00","1039"
"1041","2","2021/12/24 11:59:00","1","1","2021/12/20 12:00:00","bgm_M119","2022/01/27 04:59:59","2021/12/25 11:59:00","1","12","2021/12/27 05:00:00","1040"
"1042","2","2022/01/24 11:59:00","1","1","2022/01/20 12:00:00","bgm_M132","2022/02/24 04:59:59","2022/01/25 11:59:00","2","1","2022/01/27 05:00:00","1041"
"1043","2","2022/02/21 11:59:00","1","1","2022/02/17 12:00:00","bgm_M139","2022/03/27 04:59:59","2022/02/22 11:59:00","1","2","2022/02/24 05:00:00","1042"
"1044","2","2022/03/24 11:59:00","1","1","2022/03/20 12:00:00","bgm_M166","2022/04/26 04:59:59","2022/03/25 11:59:00","2","3","2022/03/27 05:00:00","1043"
"1045","2","2022/04/23 11:59:00","1","1","2022/04/19 12:00:00","bgm_M175","2022/05/27 04:59:59","2022/04/24 11:59:00","1","4","2022/04/26 05:00:00","1044"
"1046","2","2022/05/24 11:59:00","1","1","2022/05/20 12:00:00","bgm_M181","2022/06/26 04:59:59","2022/05/25 11:59:00","2","5","2022/05/27 05:00:00","1045"
"1047","2","2022/06/23 11:59:00","1","1","2022/06/19 12:00:00","bgm_M186","2022/07/27 04:59:59","2022/06/24 11:59:00","1","6","2022/06/26 05:00:00","1046"
"1048","2","2022/07/24 11:59:00","1","1","2022/07/20 12:00:00","bgm_M205","2022/08/27 04:59:59","2022/07/25 11:59:00","2","7","2022/07/27 05:00:00","1047"
"1049","2","2022/08/24 11:59:00","1","1","2022/08/20 12:00:00","bgm_M90","2022/09/26 04:59:59","2022/08/25 11:59:00","1","8","2022/08/27 05:00:00","1048"
"1050","2","2022/09/23 11:59:00","1","1","2022/09/19 12:00:00","bgm_M97","2022/10/27 04:59:59","2022/09/24 11:59:00","2","9","2022/09/26 05:00:00","1049"
"1051","2","2022/10/24 11:59:00","1","1","2022/10/20 12:00:00","bgm_M104","2022/11/26 04:59:59","2022/10/25 11:59:00","1","10","2022/10/27 05:00:00","1050"
"1052","2","2022/11/23 11:59:00","1","1","2022/11/19 12:00:00","bgm_M115","2022/12/26 04:59:59","2022/11/24 11:59:00","2","11","2022/11/26 05:00:00","1051"
"1053","2","2022/12/23 11:59:00","1","1","2022/12/19 12:00:00","bgm_M119","2023/01/27 04:59:59","2022/12/24 11:59:00","1","12","2022/12/26 05:00:00","1052"
"1054","2","2023/01/24 11:59:00","1","1","2023/01/20 12:00:00","bgm_M132","2023/02/24 04:59:59","2023/01/25 11:59:00","2","1","2023/01/27 05:00:00","1053"
"1055","2","2023/02/21 11:59:00","1","1","2023/02/17 12:00:00","bgm_M139","2023/03/27 04:59:59","2023/02/22 11:59:00","1","2","2023/02/24 05:00:00","1054"
"1056","2","2023/03/24 11:59:00","1","1","2023/03/20 12:00:00","bgm_M166","2023/04/26 04:59:59","2023/03/25 11:59:00","2","3","2023/03/27 05:00:00","1055"
"1057","2","2023/04/23 11:59:00","1","1","2023/04/19 12:00:00","bgm_M175","2023/05/27 04:59:59","2023/04/24 11:59:00","1","4","2023/04/26 05:00:00","1056"
"1058","2","2023/05/24 11:59:00","1","1","2023/05/20 12:00:00","bgm_M181","2023/06/26 04:59:59","2023/05/25 11:59:00","2","5","2023/05/27 05:00:00","1057"
"1059","2","2023/06/23 11:59:00","1","1","2023/06/19 12:00:00","bgm_M186","2023/07/27 04:59:59","2023/06/24 11:59:00","1","6","2023/06/26 05:00:00","1058"
"1060","2","2023/07/24 11:59:00","1","1","2023/07/20 12:00:00","bgm_M205","2023/08/27 04:59:59","2023/07/25 11:59:00","2","7","2023/07/27 05:00:00","1059"
"1061","2","2023/08/24 11:59:00","1","1","2023/08/20 12:00:00","bgm_M90","2023/09/26 04:59:59","2023/08/25 11:59:00","1","8","2023/08/27 05:00:00","1060"
"1063","2","2023/09/23 11:59:00","1","1","2023/09/19 12:00:00","bgm_M97","2023/10/27 04:59:59","2023/09/24 11:59:00","2","9","2023/09/26 05:00:00","1061"
"1064","2","2023/10/24 11:59:00","1","1","2023/10/20 12:00:00","bgm_M104","2023/11/26 04:59:59","2023/10/25 11:59:00","1","10","2023/10/27 05:00:00","1063"
"1065","2","2023/11/23 11:59:00","1","1","2023/11/19 12:00:00","bgm_M115","2023/12/26 04:59:59","2023/11/24 11:59:00","2","11","2023/11/26 05:00:00","1064"
"1066","2","2023/12/23 11:59:00","1","1","2023/12/19 12:00:00","bgm_M119","2024/01/27 04:59:59","2023/12/24 11:59:00","1","12","2023/12/26 05:00:00","1065"
"1067","2","2024/01/24 11:59:00","1","1","2024/01/20 12:00:00","bgm_M132","2024/02/25 04:59:59","2024/01/25 11:59:00","2","1","2024/01/27 05:00:00","1066"
"1068","2","2024/02/22 11:59:00","1","1","2024/02/18 12:00:00","bgm_M139","2024/03/27 04:59:59","2024/02/23 11:59:00","1","2","2024/02/25 05:00:00","1067"
"1069","2","2024/03/24 11:59:00","1","1","2024/03/20 12:00:00","bgm_M166","2024/04/26 04:59:59","2024/03/25 11:59:00","2","3","2024/03/27 05:00:00","1068"
"1070","2","2024/04/23 11:59:00","1","1","2024/04/19 12:00:00","bgm_M175","2024/05/27 04:59:59","2024/04/24 11:59:00","1","4","2024/04/26 05:00:00","1069"
"1071","2","2024/05/24 11:59:00","1","1","2024/05/20 12:00:00","bgm_M181","2024/06/26 04:59:59","2024/05/25 11:59:00","2","5","2024/05/27 05:00:00","1070"
"1072","2","2024/06/23 11:59:00","1","1","2024/06/19 12:00:00","bgm_M186","2024/07/27 04:59:59","2024/06/24 11:59:00","1","6","2024/06/26 05:00:00","1071"
"1073","2","2024/07/18 11:59:59","1","1","2024/07/14 12:00:00","bgm_M205","2024/08/27 04:59:59","2024/07/19 11:59:59","2","7","2024/07/27 05:00:00","1072"
"1074","2","2024/08/24 11:59:59","1","1","2024/08/20 12:00:00","bgm_M90","2024/09/26 04:59:59","2024/08/25 11:59:59","1","8","2024/08/27 05:00:00","1073"
"1075","2","2024/09/23 11:59:59","1","1","2024/09/19 12:00:00","bgm_M97","2024/10/27 04:59:59","2024/09/24 11:59:59","2","9","2024/09/26 05:00:00","1074"
"1076","2","2024/10/24 11:59:59","1","1","2024/10/20 12:00:00","bgm_M104","2024/11/26 04:59:59","2024/10/25 11:59:59","1","10","2024/10/27 05:00:00","1075"
"1077","2","2024/11/23 11:59:59","1","1","2024/11/19 12:00:00","bgm_M115","2024/12/27 04:59:59","2024/11/24 11:59:59","2","11","2024/11/26 05:00:00","1076"
"1078","2","2024/12/24 11:59:59","1","1","2024/12/20 12:00:00","bgm_M119","2025/01/27 04:59:59","2024/12/25 11:59:59","1","12","2024/12/27 05:00:00","1077"
"1079","2","2025/01/24 11:59:59","1","1","2025/01/20 12:00:00","bgm_M132","2025/02/24 04:59:59","2025/01/25 11:59:59","2","1","2025/01/27 05:00:00","1078"
"1080","2","2025/02/21 11:59:59","1","1","2025/02/17 12:00:00","bgm_M139","2025/03/27 04:59:59","2025/02/22 11:59:59","1","2","2025/02/24 05:00:00","1079"
"1081","2","2025/03/24 11:59:59","1","1","2025/03/20 12:00:00","bgm_M166","2025/04/26 04:59:59","2025/03/25 11:59:59","2","3","2025/03/27 05:00:00","1080"
"1082","2","2025/04/23 11:59:59","1","1","2025/04/19 12:00:00","bgm_M175","2025/05/27 04:59:59","2025/04/24 11:59:59","1","4","2025/04/26 05:00:00","1081"
"1083","2","2025/05/24 11:59:59","1","1","2025/05/20 12:00:00","bgm_M181","2025/06/26 04:59:59","2025/05/25 11:59:59","2","5","2025/05/27 05:00:00","1082"
"1084","2","2025/06/23 11:59:59","1","1","2025/06/19 12:00:00","bgm_M186","2025/07/27 04:59:59","2025/06/24 11:59:59","1","6","2025/06/26 05:00:00","1083"
"1085","2","2025/07/24 11:59:59","1","1","2025/07/20 12:00:00","bgm_M205","2025/08/27 04:59:59","2025/07/25 11:59:59","2","7","2025/07/27 05:00:00","1084"
"1086","2","2025/08/24 11:59:59","1","1","2025/08/20 12:00:00","bgm_M90","2025/09/26 04:59:59","2025/08/25 11:59:59","1","8","2025/08/27 05:00:00","1085"
"1087","2","2025/09/23 11:59:59","1","1","2025/09/19 12:00:00","bgm_M97","2025/10/27 04:59:59","2025/09/24 11:59:59","2","9","2025/09/26 05:00:00","1086"
"1088","2","2025/10/24 11:59:59","1","1","2025/10/20 12:00:00","bgm_M104","2025/11/26 04:59:59","2025/10/25 11:59:59","1","10","2025/10/27 05:00:00","1087"
