d922d590a4dc7b37815a424d77e0375ecf454238dce50423f3d7726ef3a802d2,5cd486cfac21f6e6ccfe4fc7a952bedd7835a1ba57993b5f1ce9b93b7324e678,5b95406347ee823f06c2665b3b80aecb21e0374e4cfbb06f56761e82fa40e556,57b53d2024320751297ddc1df1da496ef4f4e107c34c59bc41f891813a74af2e,ca261c6b1a7d4ee1b75579c12385aa84f9d568142c649059bc47323b998002a3,8b7769f786ef7006a7e14d936f5e092c0fdf2209218ecb82ffdb5e42fadc3e16,865a4fc3d6973e021aad12cdd4c7bf9a96a46ecdabf716dfb3504cc25d056064,ece87126afe32d955533be6a5fe11ae745241403f1e81319efdbf176957d7f4c
"710018203","710000182","710018202","710018204","710601821","100","710018205","710018201"
"710018303","710000183","710018302","710018303","710601831","100","710018304","710018301"
"710018403","710000184","710018404","710018401","710601841","100","710018405","710018402"
"710018503","710000185","710018504","710018501","710601851","100","710018505","710018502"
"710018603","710000186","710018602","710018601","710601861","100","710018605","710018604"
"710018703","710000187","710018702","710018701","710601871","100","710018705","710018704"
"710018803","710000188","710018802","710018801","710601881","100","710018805","710018804"
"710018903","710000189","710018902","710018901","710601891","100","710018905","710018904"
"710019004","710000190","710019003","710019001","710601901","100","710019005","710019002"
"710019101","710000191","710019104","710019102","710701911","100","710019105","710019103"
"710019201","710000192","710019204","710019202","710701921","100","710019205","710019203"
"710019301","710000193","710019304","710019302","710701931","100","710019305","710019303"
"710019401","710000194","710019404","710019402","710701941","100","710019405","710019403"
"710019501","710000195","710019504","710019502","710701951","100","710019505","710019503"
"710019601","710000196","710019604","710019602","710701961","100","710019605","710019603"
"710019701","710000197","710019704","710019702","710701971","100","710019705","710019703"
"710019801","710000198","710019804","710019802","710701981","100","710019805","710019803"
"710019901","710000199","710019904","710019902","710701991","100","710019905","710019903"
"710020001","710000200","710020004","710020002","710702001","100","710020005","710020003"
"710020101","710000201","710020104","710020102","710702011","100","710020105","710020103"
"710020201","710000202","710020204","710020202","710702021","100","710020205","710020203"
"710020301","710000203","710020304","710020302","710702031","100","710020305","710020303"
"710020401","710000204","710020404","710020402","710702041","100","710020405","710020403"
"710020501","710000205","710020504","710020502","710702051","100","710020505","710020503"
"710020601","710000206","710020604","710020602","710702061","100","710020605","710020603"
"710020701","710000207","710020704","710020702","710702071","100","710020705","710020703"
"710020801","710000208","710020804","710020802","710702081","100","710020805","710020803"
"710020901","710000209","710020904","710020902","710702091","100","710020905","710020903"
"710021001","710000210","710021004","710021002","710702101","100","710021005","710021003"
"710021101","710000211","710021104","710021102","710802111","100","710021105","710021103"
"710021201","710000212","710021204","710021202","710802121","100","710021205","710021203"
"710021301","710000213","710021304","710021302","710802131","100","710021305","710021303"
"710021401","710000214","710021404","710021402","710802141","100","710021405","710021403"
"710021501","710000215","710021504","710021502","710802151","100","710021505","710021503"
"710021601","710000216","710021604","710021602","710802161","100","710021605","710021603"
"710021701","710000217","710021704","710021702","710802171","100","710021705","710021703"
"710021801","710000218","710021804","710021802","710802181","100","710021805","710021803"
"710021901","710000219","710021904","710021902","710802191","100","710021905","710021903"
"710022002","710000220","710022004","710022003","710802201","100","0","710022001"
"710022101","710000221","710022104","710022102","710802211","100","710022105","710022103"
"710022201","710000222","710022204","710022202","710802221","100","710022205","710022203"
"710022301","710000223","710022304","710022302","710802231","100","710022305","710022303"
"710022401","710000224","710022404","710022402","710802241","100","710022405","710022403"
"710022501","710000225","710022504","710022502","710802251","100","710022505","710022503"
"710022601","710000226","710022604","710022602","710802261","100","710022605","710022603"
"710022701","710000227","710022704","710022702","710802271","100","710022705","710022703"
"710022801","710000228","710022804","710022802","710802281","100","710022805","710022803"
"710022901","710000229","710022904","710022902","710802291","100","710022905","710022903"
"710023003","710000230","710023004","710023002","710802301","100","0","710023001"
"710023101","710000231","710023104","710023102","710902311","100","710023105","710023103"
"710023201","710000232","710023204","710023202","710902321","100","710023205","710023203"
"710023301","710000233","710023304","710023302","710902331","100","710023305","710023303"
"710023401","710000234","710023404","710023402","710902341","100","710023405","710023403"
"710023501","710000235","710023504","710023502","710902351","100","710023505","710023503"
"710023601","710000236","710023604","710023602","710902361","100","710023605","710023603"
"710023701","710000237","710023704","710023702","710902371","100","710023705","710023703"
"710023801","710000238","710023804","710023802","710902381","100","710023805","710023803"
"710023901","710000239","710023904","710023902","710902391","100","710023905","710023903"
"710024001","710000240","710024004","710024002","710902401","100","0","710024003"
"710024101","710000241","710024104","710024102","710902411","100","710024105","710024103"
"710024201","710000242","710024204","710024202","710902421","100","710024205","710024203"
"710024301","710000243","710024304","710024302","710902431","100","710024305","710024303"
"710024401","710000244","710024404","710024402","710902441","100","710024405","710024403"
"710024501","710000245","710024504","710024502","710902451","100","710024505","710024503"
"710024601","710000246","710024604","710024602","710902461","100","710024605","710024603"
"710024701","710000247","710024704","710024702","710902471","100","710024705","710024703"
"710024801","710000248","710024804","710024802","710902481","100","710024805","710024803"
"710024901","710000249","710024904","710024902","710902491","100","710024905","710024903"
"710025001","710000250","710025004","710025002","710902501","100","0","710025003"
"710025101","710000251","710025104","710025102","711002511","100","710025105","710025103"
"710025201","710000252","710025204","710025202","711002521","100","710025205","710025203"
"710025301","710000253","710025304","710025302","711002531","100","710025305","710025303"
"710025401","710000254","710025404","710025402","711002541","100","710025405","710025403"
"710025501","710000255","710025504","710025502","711002551","100","710025505","710025503"
"710025601","710000256","710025604","710025602","711002561","100","710025605","710025603"
"710025701","710000257","710025704","710025702","711002571","100","710025705","710025703"
"710025801","710000258","710025804","710025802","711002581","100","710025805","710025803"
"710025901","710000259","710025904","710025902","711002591","100","710025905","710025903"
"710026001","710000260","710026004","710026002","711002601","100","0","710026003"
"710026101","710000261","710026104","710026102","711002611","100","710026105","710026103"
"710026201","710000262","710026204","710026202","711002621","100","710026205","710026203"
"710026302","710000263","710026304","710026301","711002631","100","710026305","710026303"
"710026401","710000264","710026404","710026402","711002641","100","710026405","710026403"
"710026501","710000265","710026503","710026502","711002651","100","710026505","710026504"
"710026601","710000266","710026604","710026602","711002661","100","710026605","710026603"
"710026701","710000267","710026704","710026702","711002671","100","710026705","710026703"
"710026801","710000268","710026804","710026802","711002681","100","710026805","710026803"
"710026901","710000269","710026904","710026902","711002691","100","710026905","710026903"
"710027001","710000270","710027004","710027002","711002701","100","710027005","710027003"
"710027101","710000271","710027103","710027102","711102711","100","710027105","710027104"
"710027201","710000272","710027205","710027202","711102721","100","710027204","710027203"
"710027301","710000273","710027304","710027302","711102731","100","710027305","710027303"
"710027401","710000274","710027404","710027402","711102741","100","710027405","710027403"
"710027501","710000275","710027504","710027503","711102751","100","710027505","710027502"
"710027602","710000276","710027603","710027601","711102761","100","710027605","710027604"
"710027701","710000277","710027703","710027702","711102771","100","710027705","710027704"
"710027801","710000278","710027804","710027802","711102781","100","710027805","710027803"
"710027901","710000279","710027905","710027901","711102791","100","710027902","710027904"
"710028001","710000280","710028004","710028002","711102801","100","0","710028003"
"710028101","710000281","710028104","710028102","711102811","100","710028105","710028103"
"710028201","710000282","710028204","710028203","711102821","100","710028205","710028202"
"710028303","710000283","710028302","710028304","711102831","100","710028305","710028301"
"710028401","710000284","710028403","710028402","711102841","100","710028405","710028404"
"710028503","710000285","710028502","710028501","711102851","100","710028505","710028504"
"710028601","710000286","710028605","710028603","711102861","100","710028604","710028602"
"710028701","710000287","710028702","710028703","711102871","100","710028705","710028704"
"710028801","710000288","710028804","710028803","711102881","100","710028805","710028802"
"710028901","710000289","710028903","710028902","711102891","100","710028905","710028904"
"710029001","710000290","710029004","710029002","711102901","100","710029005","710029003"
"710029101","710000291","710029103","710029102","711202911","100","710029105","710029104"
"710029201","710000292","710029203","710029202","711202921","100","710029205","710029204"
"710029301","710000293","710029304","710029302","711202931","100","710029305","710029303"
"710029401","710000294","710029404","710029402","711202941","100","710029405","710029403"
"710029501","710000295","710029504","710029502","711202951","100","710029505","710029503"
"710029601","710000296","710029604","710029602","711202961","100","710029605","710029603"
"710029701","710000297","710029704","710029702","711202971","100","710029705","710029703"
"710029801","710000298","710029803","710029802","711202981","100","710029805","710029804"
"710029901","710000299","710029902","710029904","711202991","100","710029903","710029905"
"710030004","710000300","710030001","710030002","711203001","100","0","710030003"
"710030101","710000301","710030103","710030102","711203011","100","710030105","710030104"
"710030201","710000302","710030202","710030203","711203021","100","710030205","710030204"
"710030301","710000303","710030302","710030303","711203031","100","710030305","710030304"
"710030401","710000304","710030404","710030402","711203041","100","710030405","710030403"
"710030503","710000305","710030502","710030501","711203051","100","710030505","710030504"
"710030602","710000306","710030604","710030601","711203061","100","710030605","710030603"
"710030701","710000307","710030702","710030703","711203071","100","710030705","710030704"
"710030801","710000308","710030804","710030802","711203081","100","710030805","710030803"
"710030901","710000309","710030904","710030902","711203091","100","710030905","710030903"
"710031004","710000310","710031003","710031001","711203101","100","710031005","710031002"
"710031101","710000311","710031103","710031104","711303111","100","710031105","710031102"
"710031201","710000312","710031204","710031202","711303121","100","710031205","710031203"
"710031301","710000313","710031303","710031302","711303131","100","710031305","710031304"
"710031401","710000314","710031403","710031402","711303141","100","710031405","710031404"
"710031501","710000315","710031504","710031503","711303151","100","710031505","710031502"
"710031602","710000316","710031603","710031601","711303161","100","710031605","710031604"
"710031701","710000317","710031703","710031702","711303171","100","710031705","710031704"
"710031802","710000318","710031805","710031801","711303181","100","710031804","710031803"
"710031901","710000319","710031905","710031904","711303191","100","710031903","710031902"
"710032001","710000320","710032004","710032002","711303201","100","0","710032003"
"710032101","710000321","710032104","710032102","711303211","100","710032105","710032103"
"710032201","710000322","710032202","710032203","711303221","100","710032205","710032204"
"710032303","710000323","710032304","710032301","711303231","100","710032305","710032302"
"710032401","710000324","710032403","710032402","711303241","100","710032405","710032404"
"710032503","710000325","710032502","710032504","711303251","100","710032505","710032501"
"710032601","710000326","710032604","710032602","711303261","100","710032605","710032603"
"710032701","710000327","710032704","710032703","711303271","100","710032705","710032702"
"710032802","710000328","710032803","710032801","711303281","100","710032805","710032804"
"710032901","710000329","710032904","710032902","711303291","100","710032905","710032903"
"710033001","710000330","710033004","710033002","711303301","100","710033003","710033005"
"710033103","710000331","710033104","710033101","711403311","100","710033105","710033102"
"710033203","710000332","710033202","710033201","711403321","100","710033205","710033204"
"710033303","710000333","710033304","710033301","711403331","100","710033305","710033302"
"710033401","710000334","710033402","710033403","711403341","100","710033405","710033404"
"710033503","710000335","710033502","710033504","711403351","100","710033505","710033501"
"710033603","710000336","710033604","710033601","711403361","100","710033605","710033602"
"710033703","710000337","710033704","710033701","711403371","100","710033705","710033702"
"710033803","710000338","710033802","710033804","711403381","100","710033805","710033801"
"710033903","710000339","710033902","710033904","711403391","100","710033905","710033901"
"710034001","710000340","710034002","710034005","711403401","100","0","710034003"
"710034103","710000341","710034102","710034104","711403411","100","710034105","710034101"
"710034203","710000342","710034202","710034201","711403421","100","710034205","710034204"
"710034303","710000343","710034302","710034301","711403431","100","710034305","710034304"
"710034403","710000344","710034402","710034401","711403441","100","710034405","710034404"
"710034503","710000345","710034502","710034503","711403451","100","710034504","710034501"
"710034603","710000346","710034602","710034601","711403461","100","710034605","710034604"
"710034703","710000347","710034702","710034701","711403471","100","710034705","710034704"
"710034803","710000348","710034802","710034801","711403481","100","710034805","710034804"
"710034903","710000349","710034902","710034901","711403491","100","710034905","710034904"
"710035004","710000350","710035003","710035001","711403501","100","710035005","710035002"
"710035101","710000351","710035102","710035103","711503511","100","710035105","710035104"
"710035203","710000352","710035202","710035201","711503521","100","710035205","710035204"
"710035303","710000353","710035305","710035301","711503531","100","710035302","710035304"
"710035403","710000354","710035402","710035401","711503541","100","710035405","710035404"
"710035503","710000355","710035504","710035501","711503551","100","710035505","710035502"
"710035603","710000356","710035602","710035601","711503561","100","710035605","710035604"
"710035701","710000357","710035705","710035703","711503571","100","710035702","710035704"
"710035803","710000358","710035802","710035801","711503581","100","710035805","710035804"
"710035903","710000359","710035905","710035901","711503591","100","710035902","710035904"
"710036004","710000360","710036003","710036001","711503601","100","710036005","710036002"
"710036103","710000361","710036105","710036101","711603611","100","710036102","710036104"
"710036203","710000362","710036202","710036201","711603621","100","710036205","710036204"
"710036303","710000363","710036305","710036301","711603631","100","710036302","710036304"
"710036403","710000364","710036404","710036401","711603641","100","710036405","710036402"
"710036503","710000365","710036502","710036504","711603651","100","710036505","710036501"
"710036603","710000366","710036604","710036601","711603661","100","710036605","710036602"
"710036701","710000367","710036704","710036703","711603671","100","710036705","710036702"
"710036803","710000368","710036802","710036804","711603681","100","710036805","710036801"
"710036903","710000369","710036902","710036904","711603691","100","710036905","710036901"
"710037001","710000370","710037003","710037004","711603701","100","710037005","710037002"
"710037101","710000371","710037102","710037103","711703711","100","710037105","710037104"
"710037201","710000372","710037202","710037203","711703721","100","710037205","710037204"
"710037303","710000373","710037302","710037301","711703731","100","710037305","710037304"
"710037403","710000374","710037402","710037401","711703741","100","710037405","710037404"
"710037503","710000375","710037502","710037501","711703751","100","710037505","710037504"
"710037603","710000376","710037602","710037601","711703761","100","710037605","710037604"
"710037703","710000377","710037704","710037701","711703771","100","710037705","710037702"
"710037803","710000378","710037802","710037801","711703781","100","710037805","710037804"
"710037903","710000379","710037902","710037901","711703791","100","710037905","710037904"
"710038001","710000380","710038003","710038004","711703801","100","710038002","710038005"
"710038103","710000381","710038105","710038101","711803811","100","710038102","710038104"
"710038203","710000382","710038201","710038203","711803821","100","710038202","710038204"
"710038303","710000383","710038302","710038301","711803831","100","710038305","710038304"
"710038403","710000384","710038402","710038401","711803841","100","710038405","710038404"
"710038503","710000385","710038502","710038501","711803851","100","710038505","710038504"
"710038603","710000386","710038602","710038601","711803861","100","710038605","710038604"
"710038703","710000387","710038702","710038701","711803871","100","710038705","710038704"
"710038801","710000388","710038802","710038803","711803881","100","710038805","710038804"
"710038901","710000389","710038904","710038903","711803891","100","710038905","710038902"
"710039001","710000390","710039003","710039004","711803901","100","710039005","710039002"
"710039103","710000391","710039105","710039101","711903911","100","710039102","710039104"
"710039203","710000392","710039202","710039201","711903921","100","710039205","710039204"
"710039303","710000393","710039302","710039304","711903931","100","710039305","710039301"
"710039403","710000394","710039402","710039401","711903941","100","710039405","710039404"
"710039503","710000395","710039502","710039504","711903951","100","710039505","710039501"
"710039603","710000396","710039604","710039601","711903961","100","710039605","710039602"
"710039703","710000397","710039704","710039701","711903971","100","710039705","710039702"
"710039803","710000398","710039802","710039801","711903981","100","710039805","710039804"
"710039903","710000399","710039905","710039904","711903991","100","710039902","710039901"
"710040004","710000400","710040003","710040001","711904001","100","710040002","710040005"
"710040103","710000401","710040102","710040101","712004011","100","710040105","710040104"
"710040203","710000402","710040205","710040201","712004021","100","710040202","710040204"
"710040303","710000403","710040302","710040304","712004031","100","710040305","710040301"
"710040403","710000404","710040402","710040404","712004041","100","710040405","710040401"
"710040503","710000405","710040504","710040501","712004051","100","710040505","710040502"
"710040603","710000406","710040602","710040604","712004061","100","710040605","710040601"
"710040701","710000407","710040702","710040703","712004071","100","710040705","710040704"
"710040803","710000408","710040804","710040801","712004081","100","710040805","710040802"
"710040903","710000409","710040902","710040904","712004091","100","710040905","710040901"
"710041004","710000410","710041003","710041001","712004101","100","710041002","710041005"
"710041103","710000411","710041104","710041101","712104111","100","710041105","710041102"
"710041201","710000412","710041202","710041203","712104121","100","710041205","710041204"
"710041303","710000413","710041302","710041304","712104131","100","710041305","710041301"
"710041403","710000414","710041405","710041404","712104141","100","710041402","710041401"
"710041503","710000415","710041502","710041504","712104151","100","710041505","710041501"
"710041603","710000416","710041602","710041601","712104161","100","710041605","710041604"
"710041703","710000417","710041704","710041701","712104171","100","710041705","710041702"
