a4ec4bb2032fe5a6f221c87f560652f162aca85cacfe137a7994fd690032f927,a6b2b3bbe3faa3372f2f19869dd7b619ead5f6729e36c3610a64d7698bfb074a,1581d1e63a47f05992dda6a3f4636f88efcb5a6baaae2ae82c2043b5e1111b33,852f1aac4f5d325e0b8494a8f69b2b1aeefeef0be1ecc8842cc88de608a64266,675bf1591d1f5ac602621e64550b4ad2125488ed666463507f5374437906ead5,e29362a8ff8699ad379cd001ca6ee705e913004dd2cf2e304d62cfbf8a869191,54aa51a93225f8850bf573b031b666206fe1731e88752138947ac005ba42f3ea,675a574721d960a0d4969737137a7a45d9ed867efaafed3d465409704056576a,7f0d4c0b234d9da217a88dc2d89f16f1b068963ae3f5b2f73a74bed8c832d701,fdc097c03c134706fb383b9a149fb5ee26762d1f7a690ea6a827b832e45f2f70,99267d8f7b2f63902e8271c2891946d40380759a38e8fad20731abbfb19b03db,4f8d6e5edc55d2d8de726f936988d88121568049afdce02a99a996c8d340049e,0aa48ae9523de123d761f7502dc1b80d75783b5b13445ee2c2a3aab5d781f849,86759dad908dbb09bc41e9865271720c63f3af079d28b856e59b50e06ac98bf7,9eb217a72905b87b2233c6dc39e56a76b0dd7b28f43ccce85303fe011a0dc09d,8b4af449606a5d1e068fe93776fdff8dd3109f1cf1d3a51c37fdff124d3e37ca,c75fc4fb17e33d67d1673d57447ae5f0c1c490d5b0e5c4c576f44e43afafbc14,2a47809130ce564f777cfcec965a2fadd3b7b7b0881613eca3b7c9fd6de14261,db1d084b57c33f0a8f6fc7b807cf457da331f2c3861df26101e0b9de3b07a3a6,e0146eb08228093f72aeb898ad968c50603f125d4ddb9ea81617c41ff48e08f8,1f450ed8a4a7470bcb30802cce20db5fa72c398b544e7bb78ae4eef574a6ebf4,78d343ef3ae647a545396c75c6571bb6b117c1acc08c297e7a70007866be4fdd,faa8f7f34778c17a3ce915b7ef00fdec9dccc8fa7ed723f17105367636ab4a36,98e95105533211a38bff81eacbed4e1a343f571dad4ebd27c94cc1f457fbeeb0,eb3fe470607a8061f2532059449aac1270679ea9e427e951eef4d35b1e2b8e87,70679358d292ac303d02d4ff62be2d584c53dc20e5494f550ec63dbaa89aefe7
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001014","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001015","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001016","bgm_MC131","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001017","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001018","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001019","bgm_MC131","1","0.8","0","0"
"0","0","0","0","0","0.8","0","100198","0","bgm_MC131","0","0.9","100198","0","0","0","0.9","50","0","0","81001020","bgm_MC131","3","0","0","-20"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001021","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001022","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001023","bgm_MC131","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001024","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001025","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001026","bgm_MC131","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001027","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001028","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001029","bgm_MC131","1","0.8","0","0"
"0","0","0","0","0","1","0","100198","0","bgm_MC131","0","1","100198","0","0","0","1","60","0","0","81001030","bgm_MC131","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001031","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001032","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001033","bgm_MC131","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001034","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001035","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001036","bgm_MC131","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001037","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001038","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001039","bgm_MC131","1","0.8","0","0"
"0","0","0","0","0","2","0","100198","0","bgm_MC131","0","0.9","100198","0","0","0","0.9","60","0","0","81001040","bgm_MC131","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001041","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001042","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001043","bgm_MC131","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001044","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001045","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001046","bgm_MC131","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001047","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001048","bgm_MC131","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","100198","0","bgm_MC131","0","1","100198","-1","0.8","-190","1","0","188","0","81001049","bgm_MC131","1","0.8","0","0"
"0","0","0","0","0","1","0","100198","0","bgm_MC131","0","1","100198","0","0","0","1","50","0","0","81001050","bgm_MC131","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001001","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001002","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001003","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001004","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001005","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001006","bgm_MC132","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001007","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001008","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001009","bgm_MC132","1","0.8","0","0"
"0","0","0","0","0","0.9","0","101822","0","bgm_MC132","0","1","101822","0","0","0","1","65","0","0","82001010","bgm_MC132","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001011","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001012","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001013","bgm_MC132","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001014","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001015","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001016","bgm_MC132","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001017","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001018","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001019","bgm_MC132","1","0.8","0","0"
"0","0","0","0","0","0.95","0","101822","0","bgm_MC132","0","1","101822","0","0","0","1","50","0","0","82001020","bgm_MC132","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001021","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001022","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001023","bgm_MC132","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001024","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001025","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001026","bgm_MC132","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001027","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001028","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001029","bgm_MC132","1","0.8","0","0"
"0","0","0","0","0","1.3","0","101822","0","bgm_MC132","0","1","101822","0","0","0","1","60","0","0","82001030","bgm_MC132","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001031","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001032","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001033","bgm_MC132","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001034","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001035","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001036","bgm_MC132","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001037","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001038","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001039","bgm_MC132","1","0.8","0","0"
"0","0","0","0","0","1","0","101822","0","bgm_MC132","0","1","101822","0","0","0","1","60","0","0","82001040","bgm_MC132","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001041","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001042","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001043","bgm_MC132","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001044","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001045","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001046","bgm_MC132","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001047","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001048","bgm_MC132","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101822","0","bgm_MC132","0","1","101822","-1","0.8","-190","1","0","188","0","82001049","bgm_MC132","1","0.8","0","0"
"0","0","0","0","0","1","0","101822","0","bgm_MC132","0","1","101822","0","0","0","1","50","0","0","82001050","bgm_MC132","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001001","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001002","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001003","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001004","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001005","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001006","bgm_MC133","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001007","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001008","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001009","bgm_MC133","1","0.8","0","0"
"0","0","0","0","0","1.2","0","101623","0","bgm_MC133","0","1","101623","0","0","0","1","60","0","0","83001010","bgm_MC133","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001011","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001012","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001013","bgm_MC133","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001014","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001015","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001016","bgm_MC133","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001017","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001018","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001019","bgm_MC133","1","0.8","0","0"
"0","0","0","0","0","0.8","0","101623","0","bgm_MC133","0","1","101623","0","0","0","1","65","0","0","83001020","bgm_MC133","3","0","0","-20"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001021","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001022","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001023","bgm_MC133","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001024","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001025","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001026","bgm_MC133","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001027","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001028","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001029","bgm_MC133","1","0.8","0","0"
"0","0","0","0","0","1.2","0","101623","0","bgm_MC133","0","1","101623","0","0","0","1","60","0","0","83001030","bgm_MC133","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001031","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001032","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001033","bgm_MC133","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001034","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001035","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001036","bgm_MC133","2","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001037","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001038","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001039","bgm_MC133","1","0.8","0","0"
"0","0","0","0","0","1","0","101623","0","bgm_MC133","0","1","101623","0","0","0","1","70","0","0","83001040","bgm_MC133","3","0","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001041","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001042","bgm_MC133","1","0.8","0","0"
"377","0.8","0","-379","0","0.8","0.8","101623","0","bgm_MC133","0","1","101623","-1","0.8","-190","1","0","188","0","83001043","bgm_MC133","2","0.8","0","0"
