53d0047bbbc823c8b2b3b0b328cc1585953f6db85d26deaff66bccdcf9dedd8e,8b0f77709de99c6e436b627b2cb13cc0dc1144a0ea76d5823fe368535c82a627,8ff20647bbd6077e8aaec2f9a785d6b982fe8f6ee644506fa5ef42dbee4a191a,baef204573aef306dcccff3b712d62a23be1f5a5ea652065a91032cf04001498,1956d0bb02751e2e98c875636eb60fd6283ccea0e7c3cfd9cb80bd81b6fc53ee,f106f510962afac9f8639d22bdb94822ea44fa6af45eb8ca1d3cb5e2edeaff55,0f6b1d40c1a01a0eda9f888bd3da8201f209773283adce59fb8f8b4267cd87ad,ffd2395beab82c254d63e8839e2c4c10dbae99f9cfe6960d129dc41b895f3ae1,12d148e7ee364a6aa9117aa1084adf4bdd99c4a2b9934b6c65ef3493f9a83671,59f1202dfecd23b8282472e9f811a4117146d6c60448effcf5ffea51a43b26b8,28ea98eab99a4fd89bb8518f63610616db69b1b9b3943d39701573708db49508,b7927658bd0c806a1d7f358216b267110f181280fccec8da91e3efb85bebff2a,f4752a3e9b934b53b6885c39c79f4460df9df711c5a559038ff203e576626a16,3a5742e636e73729bfc15145533d51214cc3a031e1b08d96306bf921a74ef0d9,c4ab2823bc8fc813998b9ee3c345707583be3e6823caaf210c91c3e5c772fe01,88e506567a4503b85a53284f6eec2ecd8e5ed4a72f8f30906885cc93d0b0d313,e5bbc874ad71543174f7afe1d14f2854096dfb15b1aec1a36a80cdff3c0bed3f,df5d406ed9a1cb0ee8e3d2c82cbfdf9f75cb6fbfce4f989ba30087c802af7d8a,4cc46d34d6944c6daeb1d99ce6cfac79f6ee9f14145d4c8e6213cc79e1223afe,d7ac5bdfb6d5b6d595991168120ede25a3ebabdc25c6932c367720ca110288ea,6e378924e584e5ed50ff6565b8d9ed6a5b41909d343c96711f56c4f08794d637,48bffa927f0e24fe51226fe81dc928f5e79c1ea1328341dfe6bc2a12983b5c98,7f79c94e52e06621de6d22bb596efafadaeda887cc70a77fa629de11d2d7657f,1c37681f8586594ca7c7ddc4bc96b30c0c405b287c597bf5891acf9f311729c7,2427cd0521317e64445f15bffd4e8083b671125228b4e7724c47c39b6640cda7,84fd1b83704ce902d6e23fc1106bded941b16d19230d14267e538d09b66299fc,02490c02e4dd5756f4277498de541ffc359d1267b00d2bc50b174de5e38c9544,c596e2a2ab91687050a1f1b9a01151e27d26c5c2493ce8e01ce6ff9cd2221382,f68639c2ecd080fdb6c13122e33d669991c9d7eefd0ef9f5e9853da3dac20ca0,830e6e21f5c1618e73133bce22ea3df9acc99a4e809e8bcf06aaca763c13a6a9,6e34fb97082a5dcc1201b30b411cf83d572947b2c8ed549b7cb194642d7ce087,62115491bc830c03b24a9aad798c1e65359675b52ba20ec4a7e7b5987756c845,979c060559e05d0c66849ce1bacc70c1f07c8555972d563227f947ef80e3d6d7,331cb3395525fbfae87b4562cdfb9c032dea3fd9c05369ffa7a2918dbbbcd120,803bedb1cd7b90ee7da61cb144c992e99c535deabc44678ce8c3977d8cae9fab,d688940821af208a8f7deab2fe284ea39a2c4a08edb3a726cc7d625233f967ae,b1cf0c44a5116071380ab5ce7344a95e9293c14d522aa6a0aa74e278e64d7c2c,ae18c8f3ed2131ff11c4e34573f9c5bb491d5ca417e3053d661c9b0daf0f70f8,0a882e03bc5a950e16bf73c9746cf2a4c599ee6a15b75236cff289a16257e8bd,a8b6a17a53eb566107ee99b0a836aa6db7e5ecd59c65d490dd8f5943ea4db556
"20","13","20","20","186","20","1","0","20","1563","20","20","30","0","10","0","20","0","0","0","20","0","200100","20","16","1","0","0","670010020","20","1","20","0","20","20","200000006","20","20","10","20"
"21","15","21","21","206","21","1","0","21","1784","21","21","30","0","10","0","21","0","0","0","21","0","200100","21","18","1","0","0","670010021","21","1","21","0","21","21","200000006","21","21","10","21"
"22","17","22","22","225","22","1","0","22","2005","22","22","30","0","10","0","22","0","0","0","22","0","200100","22","20","1","0","0","670010022","22","1","22","0","22","22","200000006","22","22","10","22"
"23","18","23","23","245","23","1","0","23","2225","23","23","30","0","10","0","23","0","0","0","23","0","200100","23","21","1","0","0","670010023","23","1","23","0","23","23","200000006","23","23","10","23"
"24","20","24","24","264","24","1","0","24","2446","24","24","30","0","10","0","24","0","0","0","24","0","200100","24","23","1","0","0","670010024","24","1","24","0","24","24","200000006","24","24","10","24"
"25","21","25","25","267","25","1","0","25","2701","25","25","30","0","10","0","25","0","0","0","25","0","200100","25","24","1","0","0","670010025","25","1","25","0","25","25","200000006","25","25","10","25"
"26","21","26","26","269","26","1","0","26","2956","26","26","30","0","10","0","26","0","0","0","26","0","200100","26","24","1","0","0","670010026","26","1","26","0","26","26","200000006","26","26","10","26"
"27","21","27","27","289","27","1","0","27","3211","27","27","30","0","10","0","27","0","0","0","27","0","200100","27","24","1","0","0","670010027","27","1","27","0","27","27","200000006","27","27","10","27"
"28","21","28","28","309","28","1","0","28","3466","28","28","30","0","10","0","28","0","0","0","28","0","200100","28","25","1","0","0","670010028","28","1","28","0","28","28","200000006","28","28","10","28"
"29","22","29","29","330","29","1","0","29","3721","29","29","30","0","10","0","29","0","0","0","29","0","200100","29","25","1","0","0","670010029","29","1","29","0","29","29","200000006","29","29","10","29"
"30","22","30","30","350","30","1","0","30","3976","30","30","30","0","10","0","30","0","0","0","30","0","200100","30","25","1","0","0","670010030","30","1","30","0","30","30","200000006","30","30","10","30"
"31","22","31","31","370","31","1","0","31","4232","31","31","30","0","10","0","31","0","0","0","31","0","200100","31","26","1","0","0","670010031","31","1","31","0","31","31","200000006","31","31","10","31"
"32","22","32","32","390","32","1","0","32","4487","32","32","30","0","10","0","32","0","0","0","32","0","200100","32","26","1","0","0","670010032","32","1","32","0","32","32","200000006","32","32","10","32"
"33","22","33","33","410","33","1","0","33","4742","33","33","30","0","10","0","33","0","0","0","33","0","200100","33","26","1","0","0","670010033","33","1","33","0","33","33","200000006","33","33","10","33"
"34","23","34","34","431","34","1","0","34","4997","34","34","30","0","10","0","34","0","0","0","34","0","200100","34","26","1","0","0","670010034","34","1","34","0","34","34","200000006","34","34","10","34"
"35","23","35","35","451","35","1","0","35","5252","35","35","30","0","10","0","35","0","0","0","35","0","200100","35","27","1","0","0","670010035","35","1","35","0","35","35","200000006","35","35","10","35"
"36","23","36","36","471","36","1","0","36","5507","36","36","30","0","10","0","36","0","0","0","36","0","200100","36","27","1","0","0","670010036","36","1","36","0","36","36","200000006","36","36","10","36"
"37","27","37","37","516","37","1","0","37","5667","37","37","30","0","10","0","37","0","0","0","37","0","200100","37","31","1","0","0","670010037","37","1","37","0","37","37","200000006","37","37","10","37"
"38","31","38","38","562","38","1","0","38","5826","38","38","30","0","10","0","38","0","0","0","38","0","200100","38","35","1","0","0","670010038","38","1","38","0","38","38","200000006","38","38","10","38"
"39","35","39","39","607","39","1","0","39","5986","39","39","30","0","10","0","39","0","0","0","39","0","200100","39","39","1","0","0","670010039","39","1","39","0","39","39","200000006","39","39","10","39"
"40","36","40","40","712","40","1","0","40","7437","40","40","30","0","10","0","40","0","0","0","40","0","200100","40","40","1","0","0","670010040","40","1","40","0","40","40","200000006","40","40","10","40"
"41","36","41","41","816","41","1","0","41","8888","41","41","30","0","10","0","41","0","0","0","41","0","200100","41","40","1","0","0","670010041","41","1","41","0","41","41","200000006","41","41","10","41"
"42","36","42","42","913","42","1","0","42","9321","42","42","30","0","10","0","42","0","0","0","42","0","200100","42","41","1","0","0","670010042","42","1","42","0","42","42","200000006","42","42","10","42"
"43","36","43","43","1010","43","1","0","43","9754","43","43","30","0","10","0","43","0","0","0","43","0","200100","43","41","1","0","0","670010043","43","1","43","0","43","43","200000006","43","43","10","43"
"44","38","44","44","1079","44","1","0","44","10008","44","44","30","0","10","0","44","0","0","0","44","0","200100","44","45","1","0","0","670010044","44","1","44","0","44","44","200000006","44","44","10","44"
"45","41","45","45","1148","45","1","0","45","10263","45","45","30","0","10","0","45","0","0","0","45","0","200100","45","49","1","0","0","670010045","45","1","45","0","45","45","200000006","45","45","10","45"
"46","43","46","46","1217","46","1","0","46","10517","46","46","30","0","10","0","46","0","0","0","46","0","200100","46","53","1","0","0","670010046","46","1","46","0","46","46","200000006","46","46","10","46"
"47","45","47","47","1286","47","1","0","47","10771","47","47","30","0","10","0","47","0","0","0","47","0","200100","47","57","1","0","0","670010047","47","1","47","0","47","47","200000006","47","47","10","47"
"48","48","48","48","1355","48","1","0","48","11026","48","48","30","0","10","0","48","0","0","0","48","0","200100","48","61","1","0","0","670010048","48","1","48","0","48","48","200000006","48","48","10","48"
"49","50","49","49","1424","49","1","0","49","11280","49","49","30","0","10","0","49","0","0","0","49","0","200100","49","65","1","0","0","670010049","49","1","49","0","49","49","200000006","49","49","10","49"
"50","52","50","50","1493","50","1","0","50","11534","50","50","30","0","10","0","50","0","0","0","50","0","200100","50","69","1","0","0","670010050","50","1","50","0","50","50","200000006","50","50","10","50"
"51","55","51","51","1562","51","1","0","51","11789","51","51","30","0","10","0","51","0","0","0","51","0","200100","51","73","1","0","0","670010051","51","1","51","0","51","51","200000006","51","51","10","51"
"52","57","52","52","1632","52","1","0","52","12043","52","52","30","0","10","0","52","0","0","0","52","0","200100","52","77","1","0","0","670010052","52","1","52","0","52","52","200000006","52","52","10","52"
"53","59","53","53","1701","53","1","0","53","12297","53","53","30","0","10","0","53","0","0","0","53","0","200100","53","81","1","0","0","670010053","53","1","53","0","53","53","200000006","53","53","10","53"
"54","62","54","54","1770","54","1","0","54","12552","54","54","30","0","10","0","54","0","0","0","54","0","200100","54","85","1","0","0","670010054","54","1","54","0","54","54","200000006","54","54","10","54"
"55","64","55","55","1839","55","1","0","55","12806","55","55","30","0","10","0","55","0","0","0","55","0","200100","55","89","1","0","0","670010055","55","1","55","0","55","55","200000006","55","55","10","55"
"56","66","56","56","1908","56","1","0","56","13060","56","56","30","0","10","0","56","0","0","0","56","0","200100","56","93","1","0","0","670010056","56","1","56","0","56","56","200000006","56","56","10","56"
"57","69","57","57","1977","57","1","0","57","13315","57","57","30","0","10","0","57","0","0","0","57","0","200100","57","97","1","0","0","670010057","57","1","57","0","57","57","200000006","57","57","10","57"
"58","71","58","58","2046","58","1","0","58","13569","58","58","30","0","10","0","58","0","0","0","58","0","200100","58","101","1","0","0","670010058","58","1","58","0","58","58","200000006","58","58","10","58"
"59","73","59","59","2115","59","1","0","59","13823","59","59","30","0","10","0","59","0","0","0","59","0","200100","59","105","1","0","0","670010059","59","1","59","0","59","59","200000006","59","59","10","59"
"60","76","60","60","2184","60","1","0","60","14078","60","60","30","0","10","0","60","0","0","0","60","0","200100","60","109","1","0","0","670010060","60","1","60","0","60","60","200000006","60","60","10","60"
"61","78","61","61","2253","61","1","0","61","14332","61","61","30","0","10","0","61","0","0","0","61","0","200100","61","113","1","0","0","670010061","61","1","61","0","61","61","200000006","61","61","10","61"
"62","79","62","62","2280","62","1","0","62","15514","62","62","30","0","10","0","62","0","0","0","62","0","200100","62","113","1","0","0","670010062","62","1","62","0","62","62","200000006","62","62","10","62"
"63","79","63","63","2306","63","1","0","63","16696","63","63","30","0","10","0","63","0","0","0","63","0","200100","63","114","1","0","0","670010063","63","1","63","0","63","63","200000006","63","63","10","63"
"64","80","64","64","2333","64","1","0","64","17878","64","64","30","0","10","0","64","0","0","0","64","0","200100","64","114","1","0","0","670010064","64","1","64","0","64","64","200000006","64","64","10","64"
"65","81","65","65","2359","65","1","0","65","19060","65","65","30","0","10","0","65","0","0","0","65","0","200100","65","114","1","0","0","670010065","65","1","65","0","65","65","200000006","65","65","10","65"
"66","82","66","66","2386","66","1","0","66","20242","66","66","30","0","10","0","66","0","0","0","66","0","200100","66","115","1","0","0","670010066","66","1","66","0","66","66","200000006","66","66","10","66"
"67","82","67","67","2412","67","1","0","67","21425","67","67","30","0","10","0","67","0","0","0","67","0","200100","67","115","1","0","0","670010067","67","1","67","0","67","67","200000006","67","67","10","67"
"68","83","68","68","2439","68","1","0","68","22607","68","68","30","0","10","0","68","0","0","0","68","0","200100","68","115","1","0","0","670010068","68","1","68","0","68","68","200000006","68","68","10","68"
"69","84","69","69","2466","69","1","0","69","23789","69","69","30","0","10","0","69","0","0","0","69","0","200100","69","116","1","0","0","670010069","69","1","69","0","69","69","200000006","69","69","10","69"
"70","85","70","70","2492","70","1","0","70","24971","70","70","30","0","10","0","70","0","0","0","70","0","200100","70","116","1","0","0","670010070","70","1","70","0","70","70","200000006","70","70","10","70"
"71","85","71","71","2519","71","1","0","71","26153","71","71","30","0","10","0","71","0","0","0","71","0","200100","71","116","1","0","0","670010071","71","1","71","0","71","71","200000006","71","71","10","71"
"1","10","1","1","108","1","1","0","1","924","1","1","30","0","10","0","1","0","0","0","1","0","200200","1","8","1","0","0","670020001","1","1","1","0","1","1","200000001","1","1","10","1"
"2","10","2","2","111","2","1","0","2","927","2","2","30","0","10","0","2","0","0","0","2","0","200200","2","8","1","0","0","670020002","2","1","2","0","2","2","200000001","2","2","10","2"
"3","10","3","3","114","3","1","0","3","930","3","3","30","0","10","0","3","0","0","0","3","0","200200","3","8","1","0","0","670020003","3","1","3","0","3","3","200000001","3","3","10","3"
"4","11","4","4","117","4","1","0","4","933","4","4","30","0","10","0","4","0","0","0","4","0","200200","4","9","1","0","0","670020004","4","1","4","0","4","4","200000001","4","4","10","4"
"5","11","5","5","120","5","1","0","5","936","5","5","30","0","10","0","5","0","0","0","5","0","200200","5","9","1","0","0","670020005","5","1","5","0","5","5","200000001","5","5","10","5"
"6","11","6","6","123","6","1","0","6","939","6","6","30","0","10","0","6","0","0","0","6","0","200200","6","9","1","0","0","670020006","6","1","6","0","6","6","200000001","6","6","10","6"
"7","12","7","7","126","7","1","0","7","942","7","7","30","0","10","0","7","0","0","0","7","0","200200","7","10","1","0","0","670020007","7","1","7","0","7","7","200000001","7","7","10","7"
"8","12","8","8","129","8","1","0","8","945","8","8","30","0","10","0","8","0","0","0","8","0","200200","8","10","1","0","0","670020008","8","1","8","0","8","8","200000001","8","8","10","8"
"9","12","9","9","132","9","1","0","9","948","9","9","30","0","10","0","9","0","0","0","9","0","200200","9","10","1","0","0","670020009","9","1","9","0","9","9","200000001","9","9","10","9"
"10","13","10","10","135","10","1","0","10","951","10","10","30","0","10","0","10","0","0","0","10","0","200200","10","11","1","0","0","670020010","10","1","10","0","10","10","200000001","10","10","10","10"
"11","13","11","11","138","11","1","0","11","954","11","11","30","0","10","0","11","0","0","0","11","0","200200","11","11","1","0","0","670020011","11","1","11","0","11","11","200000001","11","11","10","11"
"12","13","12","12","141","12","1","0","12","957","12","12","30","0","10","0","12","0","0","0","12","0","200200","12","11","1","0","0","670020012","12","1","12","0","12","12","200000001","12","12","10","12"
"13","14","13","13","144","13","1","0","13","960","13","13","30","0","10","0","13","0","0","0","13","0","200200","13","12","1","0","0","670020013","13","1","13","0","13","13","200000001","13","13","10","13"
"14","14","14","14","147","14","1","0","14","963","14","14","30","0","10","0","14","0","0","0","14","0","200200","14","12","1","0","0","670020014","14","1","14","0","14","14","200000001","14","14","10","14"
"15","15","15","15","151","15","1","0","15","966","15","15","30","0","10","0","15","0","0","0","15","0","200200","15","13","1","0","0","670020015","15","1","15","0","15","15","200000001","15","15","10","15"
"16","15","16","16","175","16","1","0","16","1322","16","16","30","0","10","0","16","0","0","0","16","0","200200","16","13","1","0","0","670020016","16","1","16","0","16","16","200000001","16","16","10","16"
"17","15","17","17","199","17","1","0","17","1678","17","17","30","0","10","0","17","0","0","0","17","0","200200","17","13","1","0","0","670020017","17","1","17","0","17","17","200000001","17","17","10","17"
"18","15","18","18","207","18","1","0","18","1884","18","18","30","0","10","0","18","0","0","0","18","0","200200","18","13","1","0","0","670020018","18","1","18","0","18","18","200000001","18","18","10","18"
"19","16","19","19","215","19","1","0","19","2090","19","19","30","0","10","0","19","0","0","0","19","0","200200","19","14","1","0","0","670020019","19","1","19","0","19","19","200000001","19","19","10","19"
"20","16","20","20","223","20","1","0","20","2296","20","20","30","0","10","0","20","0","0","0","20","0","200200","20","14","1","0","0","670020020","20","1","20","0","20","20","200000001","20","20","10","20"
"21","17","21","21","237","21","1","0","21","2377","21","21","30","0","10","0","21","0","0","0","21","0","200200","21","14","1","0","0","670020021","21","1","21","0","21","21","200000001","21","21","10","21"
"22","17","22","22","251","22","1","0","22","2458","22","22","30","0","10","0","22","0","0","0","22","0","200200","22","14","1","0","0","670020022","22","1","22","0","22","22","200000001","22","22","10","22"
"23","17","23","23","251","23","1","0","23","2658","23","23","30","0","10","0","23","0","0","0","23","0","200200","23","14","1","0","0","670020023","23","1","23","0","23","23","200000001","23","23","10","23"
"24","19","24","24","268","24","1","0","24","2829","24","24","30","0","10","0","24","0","0","0","24","0","200200","24","16","1","0","0","670020024","24","1","24","0","24","24","200000001","24","24","10","24"
"25","21","25","25","285","25","1","0","25","2999","25","25","30","0","10","0","25","0","0","0","25","0","200200","25","18","1","0","0","670020025","25","1","25","0","25","25","200000001","25","25","10","25"
"26","24","26","26","302","26","1","0","26","3170","26","26","30","0","10","0","26","0","0","0","26","0","200200","26","19","1","0","0","670020026","26","1","26","0","26","26","200000001","26","26","10","26"
"27","26","27","27","319","27","1","0","27","3340","27","27","30","0","10","0","27","0","0","0","27","0","200200","27","21","1","0","0","670020027","27","1","27","0","27","27","200000001","27","27","10","27"
"28","28","28","28","336","28","1","0","28","3511","28","28","30","0","10","0","28","0","0","0","28","0","200200","28","23","1","0","0","670020028","28","1","28","0","28","28","200000001","28","28","10","28"
"29","29","29","29","380","29","1","0","29","4632","29","29","30","0","10","0","29","0","0","0","29","0","200200","29","23","1","0","0","670020029","29","1","29","0","29","29","200000001","29","29","10","29"
"30","29","30","30","412","30","1","0","30","4717","30","30","30","0","10","0","30","0","0","0","30","0","200200","30","23","1","0","0","670020030","30","1","30","0","30","30","200000001","30","30","10","30"
"31","28","31","31","443","31","1","0","31","4802","31","31","30","0","10","0","31","0","0","0","31","0","200200","31","23","1","0","0","670020031","31","1","31","0","31","31","200000001","31","31","10","31"
"32","28","32","32","432","32","1","0","32","4887","32","32","30","0","10","0","32","0","0","0","32","0","200200","32","23","1","0","0","670020032","32","1","32","0","32","32","200000001","32","32","10","32"
"33","28","33","33","420","33","1","0","33","4972","33","33","30","0","10","0","33","0","0","0","33","0","200200","33","23","1","0","0","670020033","33","1","33","0","33","33","200000001","33","33","10","33"
"34","28","34","34","499","34","1","0","34","5985","34","34","30","0","10","0","34","0","0","0","34","0","200200","34","24","1","0","0","670020034","34","1","34","0","34","34","200000001","34","34","10","34"
"35","32","35","35","525","35","1","0","35","6241","35","35","30","0","10","0","35","0","0","0","35","0","200200","35","27","1","0","0","670020035","35","1","35","0","35","35","200000001","35","35","10","35"
"36","36","36","36","550","36","1","0","36","6497","36","36","30","0","10","0","36","0","0","0","36","0","200200","36","30","1","0","0","670020036","36","1","36","0","36","36","200000001","36","36","10","36"
"37","39","37","37","576","37","1","0","37","6752","37","37","30","0","10","0","37","0","0","0","37","0","200200","37","32","1","0","0","670020037","37","1","37","0","37","37","200000001","37","37","10","37"
"38","43","38","38","601","38","1","0","38","7008","38","38","30","0","10","0","38","0","0","0","38","0","200200","38","35","1","0","0","670020038","38","1","38","0","38","38","200000001","38","38","10","38"
"39","42","39","39","671","39","1","0","39","7387","39","39","30","0","10","0","39","0","0","0","39","0","200200","39","33","1","0","0","670020039","39","1","39","0","39","39","200000001","39","39","10","39"
"40","44","40","40","679","40","1","0","40","8119","40","40","30","0","10","0","40","0","0","0","40","0","200200","40","35","1","0","0","670020040","40","1","40","0","40","40","200000001","40","40","10","40"
"41","46","41","41","729","41","1","0","41","9635","41","41","30","0","10","0","41","0","0","0","41","0","200200","41","37","1","0","0","670020041","41","1","41","0","41","41","200000001","41","41","10","41"
"42","47","42","42","778","42","1","0","42","11151","42","42","30","0","10","0","42","0","0","0","42","0","200200","42","38","1","0","0","670020042","42","1","42","0","42","42","200000001","42","42","10","42"
"43","47","43","43","790","43","1","0","43","11476","43","43","30","0","10","0","43","0","0","0","43","0","200200","43","38","1","0","0","670020043","43","1","43","0","43","43","200000001","43","43","10","43"
"44","47","44","44","802","44","1","0","44","11802","44","44","30","0","10","0","44","0","0","0","44","0","200200","44","39","1","0","0","670020044","44","1","44","0","44","44","200000001","44","44","10","44"
"45","47","45","45","814","45","1","0","45","12127","45","45","30","0","10","0","45","0","0","0","45","0","200200","45","39","1","0","0","670020045","45","1","45","0","45","45","200000001","45","45","10","45"
"46","48","46","46","971","46","1","0","46","13833","46","46","30","0","10","0","46","0","0","0","46","0","200200","46","40","1","0","0","670020046","46","1","46","0","46","46","200000001","46","46","10","46"
"47","49","47","47","1128","47","1","0","47","15539","47","47","30","0","10","0","47","0","0","0","47","0","200200","47","40","1","0","0","670020047","47","1","47","0","47","47","200000001","47","47","10","47"
"48","50","48","48","1284","48","1","0","48","17245","48","48","30","0","10","0","48","0","0","0","48","0","200200","48","41","1","0","0","670020048","48","1","48","0","48","48","200000001","48","48","10","48"
