7008aaa52cbc59f2d1ae0adfca010a00fc33c9fb557fb64106f0ffeb64db26a5,2a75b7503f81a0ad2220e494d6a80b3877d93e24feb5822e358879c3230ac138,55046323d8a443f6f53f2f023c1cc038fc4b251785c4bd66a4e0f04a2fa612f7,49900c35d70193f0ae7f5d637ec246fc74d6e02c99fe357c53c71f595b42237d,54611f817467cfa77669ceb491e477522b5e2507a6776c8e5bc52596ed10a97f,0fabade1945d221d85fda45ac124f0eb8491b92d76b988adad1f2b8c3facb5e8,a076f279f732ad466ebe15d8f7ed16c70345f451d6d726dea36d9037b5baa9b5,af125769e55718674644bd8839c229c4add2220af29548c56e378aa0882290fa,9e6621877bd97bec829f10c9c492bbd89c604ba2b8613710250411beaecd410c,9bec1e1e3a9fa42997bb055fde10a5c584ce5d9c8e0ca2f3394c5c3a565ed0e8,759b6dbe0017c39a85087fba70491ecd758a02b04a850619bf962537375541d7,19b0b4d3838afbd35877b683b018865fc0a8decceaf724b310bbb224fc9e91d4,b2b1639a829aa6085e6ab1a4a2f808a8ca1b34888b256e8c0e54a9c557badc14,144fea374b9f04f41f32ced3a903998982b387c994f157b136066760a21dc24f,3731fdb36d5d3068a42f85510713655a6adf85d04a68fb9ff51f60c6d40c3f15,925dc90a8dc8fca2f1b51d3995c1772ad3539e8513f3af4ef31be718833741f9,8c4f48197b0ec63d95b1f424026f5a9a5e6873ba22ef0a9f030b8937328a361e,2793fd85b243ad457da36202a6676e5046a2cc9b707bdf3c4adc8c4cac586561,8efb5753bd9326863432bab3709e73345e54f2a3a9223598f8deb74ad818cd05
"0","610042006","1","0","5","-20","1","1.5","0","0","0","0","0","1.7","0","","160","10042","3"
"200","610043004","4","0","5","-50","1","1.5","0","0","610043401","0","5019322","1.25","5019321","","90","10043","1"
"0","610043005","1","0","5","-50","1","1.5","0","0","0","67","5019323","1.25","0","","90","10043","2"
"0","610043006","1","0","5","-50","1","1.5","0","0","0","0","0","1.25","0","","90","10043","3"
"0","610044004","1","0","5","-54","1","1.5","3","600","0","70","5044322","1.8","5044321","","166","10044","1"
"0","610044005","1","0","5","-54","1","1.5","0","0","0","30","5044323","1.8","0","","166","10044","2"
"0","610044006","1","0","5","-54","1","1.5","0","0","0","0","0","1.8","0","","166","10044","3"
"0","610045004","1","0","5","0","1","1.5","0","0","0","65","5021322","1","5021321","","90","10045","1"
"30","610045005","3","0","5","0","1","1.5","0","0","0","0","5021323","1","0","","90","10045","2"
"0","610045006","1","0","5","0","1","1.5","0","0","0","0","0","1","0","","90","10045","3"
"0","610046004","1","0","5","-35","1","5.5","0","0","0","30","5046322","1.7","5046321","","169","10046","1"
"0","610046005","2","0","5","-15","1","1.5","3","600","610046402","0","5046323","1.7","0","","169","10046","2"
"0","610046006","1","0","5","-35","1","1.5","0","0","0","0","0","1.7","0","","169","10046","3"
"0","610047004","1","0","5","-50","1","1.5","0","0","0","75","5023322","1.25","5023321","","90","10047","1"
"0","610047005","1","0","5","-50","1","1.5","0","0","0","40","5023323","1.25","0","","90","10047","2"
"0","610047006","1","0","5","-50","1","1.5","0","0","0","0","0","1.25","0","","90","10047","3"
"0","610048004","1","0","5","-35","1","5.5","0","0","0","35","5048322","1.25","5048321","","172","10048","1"
"0","610048005","2","0","5","-35","1","1.5","3","600","610048402","0","5048323","1.25","0","","172","10048","2"
"0","610048006","1","0","5","-35","1","1.5","0","0","0","0","0","1.25","0","","172","10048","3"
"0","610049004","2","0","5","-50","1","5.5","3","600","610049401","0","5025322","1.25","5025321","","90","10049","1"
"0","610049005","1","0","5","-50","1","1.5","0","0","0","63","5025323","1.25","0","","90","10049","2"
"0","610049006","1","0","5","-50","1","1.5","0","0","0","0","0","1.25","0","","90","10049","3"
"35","610050004","3","0","5","-35","1","5.5","0","0","610050401","0","5050322","1.25","5050321","","175","10050","1"
"0","610050005","1","0","5","-35","1","1.5","0","0","0","75","5050323","1.25","0","","175","10050","2"
"0","610050006","1","0","5","-35","1","1.5","0","0","0","0","0","1.25","0","","175","10050","3"
"0","610051004","1","0","5","-50","1","5.5","3","600","0","80","5027322","1.25","5027321","","130","10051","1"
"0","610051005","2","0","5","-50","1","1.5","0","600","610051501","0","5027323","1.25","0","","130","10051","2"
"0","610051006","1","0","5","-50","1","1.5","0","0","0","0","0","1.25","0","","130","10051","3"
"0","610052004","1","0","5","-75","1","5.5","0","0","0","79","5052322","1.7","5052321","","178","10052","1"
"0","610052005","1","0","5","-75","1","1.5","0","0","0","36","5052323","1.7","0","","178","10052","2"
"0","610052006","1","0","5","-75","1","1.5","0","0","0","0","0","1.7","0","","178","10052","3"
"0","610053004","2","0","5","50","1","1.5","3","600","610053401","0","5017321","0.9","0","","133","10053","1"
"0","610053005","1","0","5","84","1","1.5","0","0","0","69","5017322","1","0","","133","10053","2"
"0","610053006","1","0","5","84","1","1.5","0","0","0","0","0","1","0","","133","10053","3"
"0","610054004","1","0","5","-75","1","5.5","0","0","0","28","5054322","1.7","5054321","","181","10054","1"
"0","610054005","2","0","5","-40","1","1.5","0","600","610054402","0","5054323","1.3","0","","181","10054","2"
"0","610054006","1","0","5","-75","1","1.5","0","0","0","0","0","1.7","0","","181","10054","3"
"0","610055004","2","0","5","0","1","5.5","3","600","610055401","0","5029322","1.5","5029321","","136","10055","1"
"0","610055005","1","0","5","0","1","1.5","0","0","0","73","5029323","1.5","0","","136","10055","2"
"0","610055006","1","0","5","0","1","1.5","0","0","0","0","0","1.5","0","","136","10055","3"
"0","610056004","1","0","5","-20","1","5.5","3","600","0","80","5056322","2","5056321","","175","10056","1"
"0","610056005","1","0","5","-20","1","1.5","0","0","0","55","5056323","2","0","","175","10056","2"
"0","610056006","1","0","5","-20","1","1.5","0","0","0","0","0","2","0","","175","10056","3"
"0","610057004","2","0","5","-50","1","5.5","3","600","610057401","0","5031322","1.25","5031321","","139","10057","1"
"0","610057005","1","0","5","-50","1","1.5","0","0","0","60","5031323","1.25","0","","139","10057","2"
"0","610057006","1","0","5","-50","1","1.5","0","0","0","0","0","1.25","0","","139","10057","3"
"35","610058004","3","0","5","5","1","5.5","3","600","610058401","0","5058322","1.75","5058321","","178","10058","1"
"0","610058005","1","0","5","5","1","1.5","0","600","0","68","5058323","1.75","0","","178","10058","2"
"0","610058006","1","0","5","5","1","1.5","0","0","0","0","0","1.75","0","","178","10058","3"
"0","610059004","1","0","5","-20","1","5.5","3","600","0","75","5059322","1.55","5059321","","178","10059","1"
"0","610059005","2","0","5","0","1","1.5","0","600","610059402","0","5059323","1.15","0","","178","10059","2"
"0","610059006","1","0","5","-20","1","1.5","0","0","0","0","0","1.55","0","","178","10059","3"
"0","610060004","1","0","5","-50","1","5.5","3","600","0","56","5033322","1.25","5033321","","142","10060","1"
"0","610060005","2","0","5","-50","1","1.5","0","600","610060402","0","5033323","1.25","0","","142","10060","2"
"0","610060006","1","0","5","-50","1","1.5","0","0","0","0","0","1.25","0","","142","10060","3"
"0","610061004","2","0","5","-47","1","5.5","3","600","610061401","0","5061322","0.83","5061321","","181","10061","1"
"0","610061005","1","0","5","-47","1","1.5","0","600","0","80","5061323","0.83","0","","181","10061","2"
"0","610061006","1","0","5","-47","1","1.5","0","0","0","0","0","0.83","0","","181","10061","3"
"0","610062004","2","0","5","5","1","5.5","3","600","610062401","0","5035322","2.5","5035321","","145","10062","1"
"0","610062005","2","0","5","5","1","1.5","0","600","610062402","0","5035323","2.5","0","","145","10062","2"
"0","610062006","1","0","5","5","1","1.5","0","0","0","0","0","2.5","0","","145","10062","3"
"0","610063004","1","0","5","-50","1","5.5","3","600","0","73","5036322","0.4","5036321","","145","10063","1"
"0","610063005","1","0","5","-50","1","1.5","0","600","0","37","5036323","0.4","0","","145","10063","2"
"0","610063006","1","0","5","-50","1","1.5","0","0","0","0","0","0.4","0","","145","10063","3"
"0","610064004","1","0","5","-50","1","5.5","3","600","0","67","5064322","1.25","5064321","","184","10064","1"
"0","610064005","1","0","5","-50","1","1.5","0","600","0","40","5064323","1.25","0","","184","10064","2"
"0","610064006","1","0","5","-50","1","1.5","0","0","0","0","0","1.25","0","","184","10064","3"
"0","610065004","2","0","5","-20","1","5.5","3","600","610065401","0","5038322","1.5","5038321","","148","10065","1"
"0","610065005","1","0","5","-20","1","1.5","0","0","0","67","5038323","2","0","310700_detail_idle","148","10065","2"
"0","610065006","1","0","5","-20","1","1.5","0","0","0","0","0","1.8","0","","148","10065","3"
"9000000","610066004","5","0","5","-50","1","5.5","3","600","610066401","94","5066322","1","5066321","","186","10066","1"
"0","610066005","2","0","5","-50","1","1.5","0","600","610066402","0","5066323","1","0","","186","10066","2"
"0","610066006","1","0","5","-50","1","1.5","0","0","0","0","0","1","0","","186","10066","3"
"0","610067004","2","0","5","-20","1","5.5","3","600","610067401","0","5040322","1.5","5040321","","151","10067","1"
"0","610067005","1","0","5","-35","1","1.5","0","0","0","68","5040323","1.7","0","","151","10067","2"
"0","610067006","1","0","5","-35","1","1.5","0","0","0","0","0","1.7","0","","151","10067","3"
"0","610068004","1","0","5","-47","1","5.5","3","600","0","56","5068322","1.7","5068321","","189","10068","1"
"0","610068005","2","0","5","-47","1","1.5","0","600","610068402","0","5068323","1.5","0","","189","10068","2"
"0","610068006","1","0","5","-47","1","1.5","0","0","0","0","0","1.7","0","","189","10068","3"
"2400000","610069004","5","0","5","-20","1","5.5","0","0","0","72","5042322","1.7","5042321","","154","10069","1"
"0","610069005","2","0","5","-20","1","1.5","3","600","610069402","0","5042323","1.7","0","311100_detail_idle","154","10069","2"
"0","610069006","1","0","5","-20","1","1.5","0","0","0","0","0","1.7","0","","154","10069","3"
"0","610070004","2","1","5","-50","1","5.5","3","600","610070401","0","5070322","2","5070321","","192","10070","1"
"0","610070005","2","1","5","-50","1","1.5","0","600","610070402","0","5070323","2","0","","192","10070","2"
"0","610070006","1","0","0","-50","1","1.5","0","0","0","0","0","2","0","","192","10070","3"
"0","610071004","1","0","5","-54","1","1.5","3","600","0","72","5044322","1.8","5044321","","157","10071","1"
"0","610071005","1","0","5","-54","1","1.5","0","0","0","44","5044323","1.8","0","","157","10071","2"
"0","610071006","1","0","5","-54","1","1.5","0","0","0","0","0","1.8","0","","157","10071","3"
"30","610072004","3","0","5","-120","1","5.5","3","600","610072401","0","5072322","1.3","5072321","","195","10072","1"
"0","610072005","2","0","5","-80","1","1.5","0","600","610072402","0","5072323","1","0","","195","10072","2"
"0","610072006","1","0","5","-120","1","1.5","0","0","0","0","0","1.3","0","","195","10072","3"
"0","610073004","1","0","5","-35","1","5.5","0","0","0","60","5046322","1.7","5046321","","160","10073","1"
"0","610073005","2","0","5","-15","1","1.5","3","600","610073402","0","5046323","1.7","0","","160","10073","2"
"0","610073006","1","0","5","-35","1","1.5","0","0","0","0","0","1.7","0","","160","10073","3"
"0","610074004","2","0","5","-30","1","5.5","3","600","610074401","0","5074322","1.18","5074321","","198","10074","1"
"40","610074005","3","0","5","-30","1","1.5","0","600","610074402","0","5074323","1.55","0","","198","10074","2"
"0","610074006","1","0","5","-45","1","1.5","0","0","0","0","0","1.55","0","","198","10074","3"
"0","610075004","1","0","5","-35","1","5.5","0","0","0","71","5048322","1.25","5048321","","163","10075","1"
"0","610075005","2","0","5","-35","1","1.5","3","600","610075402","0","5048323","1.25","0","","163","10075","2"
"0","610075006","1","0","5","-35","1","1.5","0","0","0","0","0","1.25","0","","163","10075","3"
"0","610076004","2","0","5","-40","1","5.5","3","600","610076401","0","5076322","2.2","5076321","","200","10076","1"
"0","610076005","1","0","5","-40","1","1.5","0","0","610076402","97","5076323","2.4","0","","200","10076","2"
"0","610076006","1","0","5","-55","1","1.5","0","0","0","0","0","2.4","0","","200","10076","3"
"35","610077004","3","0","5","-35","1","5.5","0","0","610077401","0","5050322","1.25","5050321","","166","10077","1"
"0","610077005","1","0","5","-35","1","1.5","0","0","0","49","5050323","1.25","0","","166","10077","2"
"0","610077006","1","0","5","-35","1","1.5","0","0","0","0","0","1.25","0","","166","10077","3"
"0","610078004","1","0","5","-45","1","1.5","0","0","0","79","5078322","1.55","5078321","","203","10078","1"
"490","610078005","4","0","5","-45","1","1.5","0","0","0","0","5078323","1.55","0","","203","10078","2"
"0","610078006","1","0","5","-45","1","1.5","0","0","0","0","0","1.55","0","","203","10078","3"
"0","610079004","1","0","5","-75","1","5.5","0","0","0","77","5052322","1.7","5052321","","169","10079","1"
"0","610079005","1","0","5","-75","1","1.5","0","0","0","47","5052323","1.7","0","","169","10079","2"
"0","610079006","1","0","5","-75","1","1.5","0","0","0","0","0","1.7","0","","169","10079","3"
"0","610080004","2","0","5","-70","1","5.5","3","600","610080401","0","5080322","1.4","5080321","","206","10080","1"
"0","610080005","1","0","5","-70","1","1.5","0","0","610080402","67","5080323","1.5","0","","206","10080","2"
"0","610080006","1","0","5","-70","1","1.5","0","0","0","0","0","1.5","0","","206","10080","3"
"0","610081004","1","0","5","-75","1","5.5","0","0","0","48","5054322","1.7","5054321","","172","10081","1"
"0","610081005","2","0","5","-40","1","1.5","0","600","610081402","0","5054323","1.3","0","","172","10081","2"
"0","610081006","1","0","5","-75","1","1.5","0","0","0","0","0","1.7","0","","172","10081","3"
"20","610082004","3","0","5","-20","1","5.5","3","600","610082401","0","5082322","2","5082321","","209","10082","1"
"0","610082005","1","0","5","-20","1","1.5","0","0","0","49","5082323","2","0","","209","10082","2"
"0","610082006","1","0","5","-20","1","1.5","0","0","0","0","0","2","0","","209","10082","3"
"0","610083004","1","0","5","-20","1","5.5","3","600","0","77","5056322","2","5056321","","172","10083","1"
"0","610083005","1","0","5","-20","1","1.5","0","0","0","45","5056323","2","0","","172","10083","2"
"0","610083006","1","0","5","-20","1","1.5","0","0","0","0","0","2","0","","172","10083","3"
"0","610084004","2","0","5","5","1","5.5","3","600","610084401","0","5084322","1.35","5084321","","212","10084","1"
"10","610084005","3","0","5","5","1","1.5","0","600","0","0","5084323","1.35","0","","212","10084","2"
"0","610084006","1","0","5","5","1","1.5","0","0","0","0","0","1.35","0","","212","10084","3"
"0","610085004","2","0","5","-20","1","5.5","3","600","610085401","0","5085322","0.95","5085321","","212","10085","1"
"0","610085005","1","0","5","-20","1","1.5","0","600","0","75","5085323","1.2","0","","212","10085","2"
"0","610085006","1","0","5","-20","1","1.5","0","0","0","0","0","1.2","0","","212","10085","3"
"20","610086004","3","0","5","5","1","5.5","3","600","610086401","0","5058322","1.75","5058321","","172","10086","1"
"0","610086005","1","0","5","5","1","1.5","0","600","0","70","5058323","1.75","0","","172","10086","2"
"0","610086006","1","0","5","5","1","1.5","0","0","0","0","0","1.75","0","","172","10086","3"
"0","610087004","1","0","5","-20","1","5.5","3","600","0","71","5059322","1.55","5059321","","172","10087","1"
"0","610087005","2","0","5","0","1","1.5","0","600","610087402","0","5059323","1.15","0","","172","10087","2"
"0","610087006","1","0","5","-20","1","1.5","0","0","0","0","0","1.55","0","","172","10087","3"
"15","610088004","3","0","5","-70","1","5.5","3","600","610088401","0","5088322","1.4","5088321","","215","10088","1"
"0","610088005","1","0","5","-70","1","1.5","0","0","610088402","75","5088323","1.5","0","","215","10088","2"
"0","610088006","1","0","5","-70","1","1.5","0","0","0","0","0","1.5","0","","215","10088","3"
"0","610089004","2","0","5","-47","1","5.5","3","600","610089401","0","5061322","0.83","5061321","","172","10089","1"
"0","610089005","1","0","5","-47","1","1.5","0","600","0","60","5061323","0.83","0","","172","10089","2"
"0","610089006","1","0","5","-47","1","1.5","0","0","0","0","0","0.83","0","","172","10089","3"
"0","610090004","1","0","5","-45","1","5.5","3","600","0","78","5090322","1.18","5090321","","218","10090","1"
"550","610090005","4","0","5","-45","1","1.5","0","0","0","0","5090323","1.18","0","","218","10090","2"
"0","610090006","1","0","5","-45","1","1.5","0","0","0","0","0","1.18","0","","218","10090","3"
"0","610091004","1","0","5","-50","1","5.5","3","600","0","76","5064322","1.25","5064321","","172","10091","1"
"0","610091005","1","0","5","-50","1","1.5","0","600","0","50","5064323","1.25","0","","172","10091","2"
"0","610091006","1","0","5","-50","1","1.5","0","0","0","0","0","1.25","0","","172","10091","3"
"0","610092004","1","0","5","-50","1","5.5","3","600","0","60","5092322","1.4","5092321","","220","10092","1"
"0","610092005","2","0","5","-20","1","1.5","0","600","610092402","0","5092323","1.15","0","","220","10092","2"
"0","610092006","1","0","5","-50","1","1.5","0","0","0","0","0","1.4","0","","220","10092","3"
"2500000","610093004","5","0","5","-50","1","5.5","3","600","610093401","75","5066322","1","5066321","","172","10093","1"
"0","610093005","2","0","5","-50","1","1.5","0","600","610093402","0","5066323","1","0","","172","10093","2"
"0","610093006","1","0","5","-50","1","1.5","0","0","0","0","0","1","0","","172","10093","3"
"10","610094004","3","0","5","-50","1","5.5","3","600","610094401","0","5094322","2.2","5094321","","223","10094","1"
"0","610094005","1","0","5","-50","1","1.5","0","0","0","84","5094323","2.2","0","","223","10094","2"
"0","610094006","1","0","5","-50","1","1.5","0","0","0","0","0","2.2","0","","223","10094","3"
"0","610095004","1","0","5","-47","1","5.5","3","600","0","66","5068322","1.7","5068321","","172","10095","1"
"0","610095005","2","0","5","-47","1","1.5","0","600","610095402","0","5068323","1.5","0","","172","10095","2"
"0","610095006","1","0","5","-47","1","1.5","0","0","0","0","0","1.7","0","","172","10095","3"
"0","610096004","1","0","5","-120","1","5.5","3","600","0","76","5096322","1.3","5096321","","226","10096","1"
"0","610096005","2","0","5","-80","1","1.5","0","600","610096402","0","5096323","1","0","","226","10096","2"
"0","610096006","1","0","5","-120","1","1.5","0","0","0","0","0","1.3","0","","226","10096","3"
"0","610097004","2","1","5","-50","1","5.5","3","600","610097401","0","5070322","2","5070321","","172","10097","1"
"0","610097005","2","1","5","-50","1","1.5","0","600","610097402","0","5070323","2","0","","172","10097","2"
"0","610097006","1","0","0","-50","1","1.5","0","0","0","0","0","2","0","","172","10097","3"
"0","610098004","2","0","5","-120","1","5.5","3","600","610098401","0","5098322","1.3","5098321","","229","10098","1"
"0","610098005","2","0","5","-80","1","1.5","0","600","610098402","0","5098323","1.1","0","","229","10098","2"
"0","610098006","1","0","5","-85","1","1.5","0","0","0","0","0","1.3","0","","229","10098","3"
"25","610099004","3","0","5","-100","1","5.5","3","600","610099401","0","5072322","1.3","5072321","","172","10099","1"
"0","610099005","2","0","5","-80","1","1.5","0","600","610099402","0","5072323","1","0","","172","10099","2"
"0","610099006","1","0","5","-120","1","1.5","0","0","0","0","0","1.3","0","","172","10099","3"
"0","610100004","2","0","5","-50","1","5.5","3","600","610100401","0","5100322","1.1","5100321","","232","10100","1"
"0","610100005","1","0","5","-70","1","1.5","0","600","0","70","5100323","1.5","0","","232","10100","2"
"0","610100006","1","0","5","-70","1","1.5","0","0","610100110","0","0","1.5","0","","232","10100","3"
"0","610101004","2","0","5","-30","1","5.5","3","600","610101401","0","5074322","1.18","5074321","","175","10101","1"
"25","610101005","3","0","5","-30","1","1.5","0","600","610101402","0","5074323","1.55","0","","175","10101","2"
"0","610101006","1","0","5","-45","1","1.5","0","0","0","0","0","1.55","0","","175","10101","3"
"0","610102004","1","0","5","-85","1","5.5","3","600","0","32","5102322","1.25","5102321","","235","10102","1"
"0","610102005","2","0","5","-80","1","1.5","0","600","610102402","0","5102323","1.1","0","","235","10102","2"
"0","610102006","1","0","5","-85","1","1.5","0","0","0","0","0","1.25","0","","235","10102","3"
"0","610103004","2","0","5","-40","1","5.5","3","600","610103401","0","5076322","2.2","5076321","","178","10103","1"
"0","610103005","1","0","5","-40","1","1.5","0","0","610103402","97","5076323","2.4","0","","178","10103","2"
"0","610103006","1","0","5","-55","1","1.5","0","0","0","0","0","2.4","0","","178","10103","3"
