698a31379a392abce234b418d93e734c78255dcfaf336e00d79dd2789e3821f6,337d3dfbfaedf9ade7a72dc4dd198e2073259a50ed444e34f36f8bec9346ed5b,f04cec8e1ca54a62e751c26c287fcf0beb1942205c29640387c2882cfc9f749e,97962403d5e87a38c282df7a74365bb280598e4546ea6f97ec39249098f2ed45,82510943509bf8cc6633770208d8b07ccc15b1bf09f3f5644798d391b29cb722,b71c1edf548650a759dc08f697b50bdff0f92e9f934e23e5058a27bc4fb1a7d2,488c5739b6028c9d15388cb8ca41a2bee310f81f620ac37895c7ae967366856d,e8f08d71c3751b0afe62bbeefd4fb4eabad8248ff6eb8089036c06d35e6edbb3,e578f57b50f0682ee5c1ad92426d653cf167b3147360e722ed0ddb11242cbefd,8df4cbf4259d88bfd8da6659edc0f7a903646d71d89e9ae742d7f3bdb2943e17,20e49a0c3d7a79a334c801e4f8b9934386747bc977c5a994977698be8d95d453,756123cf6d95c128b0a0033df9175e267ea50af9a0be11a27833921d66d1267e,680d6e1b71107782e56882ad1c652e71f1423bf4de2c748db8807fb45bc3a515,1b1c0d9f7e15e3c2e199a69ecb32a2a54197a67c2f0358282394afaed6f8a736,11fc9a77f5bc1f84068254d9ba8bdf237f6372836b96905fc922c3d52f74d8ac
"0","0","0","遠見 空花","呵呵呵呵呵……啊！","2","1","0","1045","1","0","1","找、找空花有什麼事情嗎!?","1.4","然後騎士就對妖精粗魯的……"
"0","0","0","宮坂 珠希","可以自由自在的睡覺玩樂♪\n吃飯打架…","2","1","0","1046","1","0","1","嗯～…\n貓咪真的是太棒了～♪","1.4","我是宮坂珠希喵♪\n當貓很好呦喵？"
"0","0","0","大神 美冬","那麼趕快來去冒…","2","1","0","1048","1","0","1","…雖然想這麼講，\n不過打工的時間到了！\n下次再說吧！","1.4","我是大神美冬！"
"0","0","0","星野 靜流","無論是冒險、戰鬥、\n打掃還是洗衣服","2","1","0","1049","1","0","1","全～部的事情，\n都繳給姐姐吧！","1.4","我是星野靜流！"
"0","0","0","玉泉 美咲","正如你所見的，\n是個性感的美少女","2","1","0","1050","1","0","1","就是在學校裡面，\n大家會捧為偶像的存在呦♪","1.5","我是玉泉美咲。"
"0","0","0","莉瑪","？？？？","2","1","0","1052","1","0","1","？？？？","1.4","？？？"
"0","0","0","莫妮卡‧拜斯溫特","居然想利用零食\n這點東西來收買我……","2","1","0","1053","1","0","1","不、不過，你既然都這樣說了，\n那我就收下吧","1.5","我是莫妮卡‧拜斯溫特。"
"0","0","0","貪吃佩可","居然想利用零食\n這點東西來收買我……","2","1","0","1058","1","0","1","不、不過，你既然都這樣說了，\n那我就收下吧","1.5","我是莫妮卡‧拜斯溫特。"
"0","0","0","可可蘿","居然想利用零食\n這點東西來收買我……","2","1","0","1059","1","0","1","不、不過，你既然都這樣說了，\n那我就收下吧","1.5","我是莫妮卡‧拜斯溫特。"
"0","0","0","凱留","居然想利用零食\n這點東西來收買我……","2","1","0","1060","1","0","1","不、不過，你既然都這樣說了，\n那我就收下吧","1.5","我是莫妮卡‧拜斯溫特。"
