8bd97fb460e7021c41ded9535822f9f31fb027738d0f5bac6a0329a7344f61d9,6220490fddab5ff517ef0e15aaedb74868395efee13caf1a3fe9d28677c02aab,d9435c12a807b7a7b1cb3d1dc495a48b295da9c012cd7fb0b94ac180adfcccee,4c43e1ac29b6d4db4231224c48b8958ac052db2256d08360c4f9e9c632dfef15,660126888ef91578b2a0a73c050e16d71eb857edf6aaab9616b31af42b8d97e0,0772c4150e65caa197eaf1c5c4b3a4b1db4b72cf670d99dce575aa5c6eaa0b6d,84fcb07a527e4a6fb2f497f6ba85d379503bfe0eeeda930ed564e2286801e3f5,1b4735083686aa9a8c4e4d4d53e4195217e7e8ae64ad481f0d012079b7b9b722,e5af43f950e1cd269da2fc162f772a2a0b19ad3111c5a4a3f9c9a1346841fd37,637e2714d068f8e6438de0e7571933fe157415cf915945897afc1146d409950f,eec7aedd758f22f780fe6397bf36fc04bd3ee8b4fe9d0bed956845985ea84df7
"3","0","","","103110054","1001005","670","33","","311","-240"
"","0","","","103110055","1002001","<weapon>_run","3","0","311","1"
"","0","","","103110056","1002002","<weapon>_run","3","0","311","1"
"","0","","","103110057","1002003","<weapon>_run","3","0","311","1"
"","0","","","103110058","1002004","<weapon>_run","3","0","311","1"
"","0","","","103110059","1002005","<weapon>_run","3","0","311","1"
"3","0","","","103110060","1002001","700","2","","311","-60"
"3","0","","","103110061","1002002","630","2","","311","15"
"3","0","","","103110062","1002003","560","2","","311","-75"
"3","0","","","103110063","1002004","490","2","","311","15"
"3","0","","","103110064","1002005","420","2","","311","-60"
"3","0","","","103110065","1002001","700","33","","311","-60"
"3","0","","","103110066","1002002","630","33","","311","15"
"3","0","","","103110067","1002003","560","33","","311","-75"
"3","0","","","103110068","1002004","490","33","","311","15"
"3","0","","","103110069","1002005","420","33","","311","-60"
"","0","","","103110070","1003001","<weapon>_run","3","0","311","1"
"","0","","","103110071","1003002","<weapon>_run","3","0","311","1"
"","0","","","103110072","1003003","<weapon>_run","3","0","311","1"
"","0","","","103110073","1003004","<weapon>_run","3","0","311","1"
"","0","","","103110074","1003005","<weapon>_run","3","0","311","1"
"3","0","","","103110075","1003001","450","2","","311","-250"
"3","0","","","103110076","1003002","380","2","","311","-175"
"3","0","","","103110077","1003003","310","2","","311","-265"
"3","0","","","103110078","1003004","240","2","","311","-175"
"3","0","","","103110079","1003005","170","2","","311","-250"
"3","0","","","103110080","1003001","450","33","","311","-250"
"3","0","","","103110081","1003002","380","33","","311","-175"
"3","0","","","103110082","1003003","310","33","","311","-265"
"3","0","","","103110083","1003004","240","33","","311","-175"
"3","0","","","103110084","1003005","170","33","","311","-250"
"","","","","103110085","10020","1","32","","311",""
"","","","","103110086","2.5","0","93","","311",""
"","","","","103110087","10031","1","32","","311",""
"","","","","103110088","0.4","0","93","","311",""
"","","","","103110089","0","0","91","","311",""
