bfad6b31a6f5e843354fbca5ec50d9b7c5ccdcfe266922b996bade6370d265ed,f9624caeac8df79491a53f9e1e94f5c4fe10a6614fc1389ae39c05caa2109070,5c4218396ce95cbcb21ddfb1dc8de85fe7eeb03ed0b6e547aa301bfe5b398b23,e71eace5a0ee4c30f40dab08da394f16009c7e767a0c806e3a1cc4350f18fd8c,247a6bb8abed54e78cbf3483b6ac78c702d1089660dc265ed816f0258d628a12,ef1e9aa6b5450221db13d89929602c2572633d17235c9bcb4dff70fdc76f11de,3b6c0863ed6ac10f2a462437a431c4c5da1bc0b14d930ffc6667845b95b919b3,72a83b5610c35ed71f43145e38156ab810f3b209bc5df7fba261121a48af2288,6348665eefd19eb4e9b9e6a62ccb77497fdfb4bf4efd6bb566a73887e0da2e1d,feb9ee42b915674132bda24d69bdad480755caee62334426af887e5726ebe3ea,4621690d551aec4de6a3f7fc70e9e65536058703087e6be264108db7f0bc672b,0f163363ae2fdd9d9136f3d6196c4866baeee6a1ce27e1db96d41a53ca3134c0,36a09b0a7dbabc9cc4918312f95b4ac2f716a0ef149f1099f0e496aa3a9afdca,b963e6cda2465d484189e29261c59966b58433709f0780aca6f3bb334c63f493,7644a934f715f2e13299309e8683712ce9e09c9eeeb63882a0adeeacd6bd0867,1a42cffe45c8ea1a06718f12d82ab57ccaff8cab218a30c25f8d29d601755123,5cbac8ec78fbacdd281712f09ec631532b6d5dfdaeb757c38d8d03cb6b241c15,c965a321c45d8a314c5b46917ebfd2a0b79b665bf004d1d1eb9dde7dc573abc7
"0","0","0","","142","0","0","0","651","0","9435","0","6","0","","0","6","0"
"0","0","0","","143","0","0","0","652","0","9435","0","6","0","","0","7","0"
"0","0","0","","144","0","0","0","653","0","9435","0","6","0","","0","8","0"
"0","0","0","","145","0","0","0","654","0","9435","0","6","0","","0","9","0"
"0","0","0","","146","0","0","0","655","0","9435","0","6","0","","0","10","0"
"0","0","0","","147","30","908","0","656","0","9319","0","5","0","","0","1","0"
"0","0","0","","148","0","0","0","657","0","9434","0","6","0","","0","4","0"
"0","0","0","","117","0","0","0","659","0","99687","0","0","0","","0","34","0"
"0","0","0","","134","0","0","0","660","0","99688","0","0","0","","0","35","0"
"0","0","0","","136","0","0","0","661","0","99689","0","0","0","","0","37","0"
"0","0","0","","149","0","0","0","662","0","9438","0","6","0","","0","5","0"
"0","0","0","","150","0","0","0","663","0","9434","0","6","0","","0","4","0"
"0","0","0","","151","30","908","0","664","0","9319","0","5","0","","0","1","0"
"0","0","0","","152","0","0","0","665","0","9437","0","6","0","","0","6","0"
"0","0","0","","139","0","0","0","666","0","99674","0","6","0","","0","5","0"
"0","0","0","","142","0","0","0","667","0","9435","0","6","0","","0","7","0"
"0","0","0","","143","0","0","0","668","0","9435","0","6","0","","0","8","0"
"0","0","0","","144","0","0","0","669","0","9435","0","6","0","","0","9","0"
"0","0","0","","145","0","0","0","670","0","9435","0","6","0","","0","10","0"
"0","0","0","","146","0","0","0","671","0","9435","0","6","0","","0","11","0"
"0","0","0","","153","0","0","0","672","0","9439","0","6","0","","0","3","0"
"0","0","0","","154","0","0","0","673","0","9438","0","6","0","","0","14","0"
"0","0","0","","155","30","908","0","674","0","9319","0","5","0","","0","1","0"
"0","0","0","","139","0","0","0","675","0","99677","0","6","0","","0","3","0"
"0","0","0","","156","0","0","0","676","0","9434","0","6","0","","0","4","0"
"0","0","0","","157","0","0","0","677","0","9437","0","6","0","","0","5","0"
"0","0","0","","158","0","0","0","678","0","9436","0","6","0","","0","8","0"
"0","0","0","","159","0","0","0","679","0","9436","0","6","0","","0","7","0"
"0","0","0","","160","0","0","0","680","0","9436","0","6","0","","0","6","0"
"0","0","0","","142","0","0","0","681","0","9436","0","6","0","","0","9","0"
"0","0","0","","143","0","0","0","682","0","9436","0","6","0","","0","10","0"
"0","0","0","","144","0","0","0","683","0","9436","0","6","0","","0","11","0"
"0","0","0","","145","0","0","0","684","0","9436","0","6","0","","0","12","0"
"0","0","0","","146","0","0","0","685","0","9436","0","6","0","","0","13","0"
"0","0","0","","158","0","0","0","686","0","9436","0","6","0","","0","12","0"
"0","0","0","","159","0","0","0","687","0","9436","0","6","0","","0","11","0"
"0","0","0","","160","0","0","0","688","0","9436","0","6","0","","0","10","0"
"0","0","0","","142","0","0","0","689","0","9436","0","6","0","","0","13","0"
"0","0","0","","143","0","0","0","690","0","9436","0","6","0","","0","14","0"
"0","0","0","","144","0","0","0","691","0","9436","0","6","0","","0","12","0"
"0","0","0","","145","0","0","0","692","0","9436","0","6","0","","0","13","0"
"0","0","0","","146","0","0","0","693","0","9436","0","6","0","","0","14","0"
"0","0","0","","161","0","0","0","694","0","9437","0","6","0","","0","8","0"
"0","0","0","","162","0","0","0","695","0","9434","0","6","0","","0","7","0"
"0","0","0","","139","0","0","0","696","0","99695","0","6","0","","0","4","0"
"0","0","0","","163","30","908","0","697","0","9319","0","5","0","","0","1","0"
"0","0","0","","164","30","908","0","698","0","9319","0","5","0","","0","1","0"
"0","0","0","","165","0","0","0","699","0","9433","0","6","0","","0","22","0"
"0","0","0","","166","0","0","0","700","0","9444","0","6","0","","0","20","0"
"0","0","0","","167","0","0","0","701","0","9443","0","6","0","","0","19","0"
"0","0","0","","117","0","0","0","703","0","99697","0","0","0","","0","34","0"
"0","0","0","","134","0","0","0","704","0","99698","0","0","0","","0","35","0"
"0","0","0","","136","0","0","0","705","0","99699","0","0","0","","0","37","0"
"0","0","0","","168","0","0","0","706","0","99700","0","0","0","","0","31","0"
"0","0","0","","169","0","0","0","707","0","99701","0","0","0","","0","32","0"
"0","0","0","","170","0","0","0","708","0","9434","0","6","0","","0","9","0"
"0","0","0","","171","0","0","0","709","0","9437","0","6","0","","0","10","0"
"0","0","0","","139","0","0","0","710","0","9441","0","6","0","","0","7","0"
"0","0","0","","158","0","0","0","711","0","9436","0","6","0","","0","13","0"
"0","0","0","","159","0","0","0","712","0","9436","0","6","0","","0","12","0"
"0","0","0","","160","0","0","0","713","0","9436","0","6","0","","0","11","0"
"0","0","0","","142","0","0","0","714","0","9436","0","6","0","","0","14","0"
"0","0","0","","143","0","0","0","715","0","9436","0","6","0","","0","15","0"
"0","0","0","","144","0","0","0","716","0","9436","0","6","0","","0","16","0"
"0","0","0","","145","0","0","0","717","0","9436","0","6","0","","0","17","0"
"0","0","0","","146","0","0","0","718","0","9436","0","6","0","","0","18","0"
"0","0","0","","172","30","908","0","719","0","9319","0","5","0","","0","1","0"
"0","0","0","","173","0","0","0","720","0","9445","0","6","0","","0","6","0"
"0","0","0","","174","0","0","0","721","0","9438","0","6","0","","0","8","0"
"0","0","0","","175","0","0","0","722","0","9446","0","6","0","","0","5","0"
"0","0","0","","176","0","0","0","723","0","9448","0","6","0","","0","1","0"
"0","0","0","","177","0","0","0","724","0","99709","0","6","0","","0","9","0"
"0","0","0","","174","0","0","0","725","0","9438","0","6","0","","0","11","0"
"0","0","0","","178","0","0","0","726","0","9437","0","6","0","","0","0","0"
"0","0","0","","179","0","0","0","727","0","9434","0","6","0","","0","0","0"
"0","0","0","","180","0","0","0","728","0","99695","0","6","0","","0","0","0"
"0","0","0","","158","0","0","0","729","0","9436","0","6","0","","0","0","0"
"0","0","0","","159","0","0","0","730","0","9436","0","6","0","","0","0","0"
"0","0","0","","160","0","0","0","731","0","9436","0","6","0","","0","0","0"
"0","0","0","","142","0","0","0","732","0","9436","0","6","0","","0","0","0"
"0","0","0","","143","0","0","0","733","0","9436","0","6","0","","0","0","0"
"0","0","0","","144","0","0","0","734","0","9436","0","6","0","","0","0","0"
"0","0","0","","145","0","0","0","735","0","9436","0","6","0","","0","0","0"
"0","0","0","","146","0","0","0","736","0","9436","0","6","0","","0","0","0"
"0","0","0","","181","30","908","0","737","0","9319","0","5","0","","0","1","0"
"0","6","0","30天內活動禮包","182","30","0","0","738","0","9450","0","10","0","","0","0","0"
"0","0","0","","183","0","0","0","739","0","9451","0","6","0","","0","2","0"
"0","0","0","","117","0","0","0","741","0","99712","0","0","0","","0","34","0"
"0","0","0","","134","0","0","0","742","0","99713","0","0","0","","0","35","0"
"0","0","0","","136","0","0","0","743","0","99714","0","0","0","","0","37","0"
"0","0","0","","184","0","0","0","744","0","99715","0","0","0","","0","31","0"
"0","0","0","","185","0","0","0","745","0","99716","0","0","0","","0","32","0"
"0","0","0","","183","0","0","0","746","0","9451","0","0","0","","0","11","0"
"0","0","0","","186","30","908","0","749","0","9440","0","5","0","","0","11","0"
"0","0","0","","174","0","0","0","750","0","9438","0","6","0","","0","14","0"
"0","0","0","","187","0","0","0","751","0","9437","0","6","0","","0","16","0"
"0","0","0","","188","0","0","0","752","0","9525","0","6","0","","0","15","0"
"0","0","0","","180","0","0","0","753","0","9441","0","6","0","","0","13","0"
"0","0","0","","189","0","0","0","756","0","9526","0","6","0","","0","12","0"
"0","0","0","","189","0","0","0","757","0","9526","0","6","0","","0","13","0"
"0","0","0","","202","0","0","0","758","0","9437","0","6","0","","0","17","0"
"0","0","0","","199","0","0","0","759","0","9525","0","6","0","","0","16","0"
"0","0","0","","165","0","0","0","760","0","9433","0","6","0","","0","15","0"
"0","0","0","","180","0","0","0","761","0","99695","0","6","0","","0","14","0"
"0","0","0","","200","30","0","0","762","0","9440","0","5","0","","0","12","0"
"0","0","0","","201","30","0","0","763","0","9442","0","5","0","","0","11","0"
"0","0","0","","198","0","908","0","1501","0","9440","0","5","0","","0","0","0"
"0","0","0","","190","0","0","0","1502","0","9441","0","6","0","","0","206","0"
"0","4","0","","192","0","0","0","1503","0","99723","0","6","0","","0","0","0"
"0","4","0","成長支援禮包．深域冒險","191","30","130","0","1504","17001003","99723","0","8","405","","0","0","1"
"0","4","0","冒險支援禮包．連結RANK","193","0","0","0","1505","0","99724","0","6","0","","0","101","0"
"0","4","0","冒險支援禮包．追憶之戰域","194","0","0","0","1506","0","99724","0","6","0","","0","101","0"
"0","4","0","連結RANK 強化應援體力禮包A","195","0","0","0","1507","0","9527","0","6","0","","0","102","0"
"0","4","0","連結RANK 強化應援體力禮包B","196","0","0","0","1508","0","9527","0","6","0","","0","103","0"
"0","4","0","連結RANK 強化應援體力禮包C","197","0","0","0","1509","0","9527","0","6","0","","0","104","0"
"0","4","0","冒險支援禮包．究極鍊成","203","0","512","0","1511","0","99724","0","9","0","","0","101","1"
"0","4","0","成長支援禮包．究極鍊成","203","0","512","0","1512","0","99723","0","9","0","","0","3","1"
"0","4","0","成長支援禮包．黎明界迷宮","204","0","0","0","1513","0","99723","0","6","0","","0","101","0"
"0","0","0","","205","0","0","0","1515","0","9447","0","6","0","","0","201","0"
"0","0","0","","206","0","0","0","1516","0","9447","0","6","0","","0","202","0"
"0","0","0","","207","0","0","0","1517","0","9447","0","6","0","","0","203","0"
"0","0","0","","208","0","0","0","1518","0","9447","0","6","0","","0","204","0"
"0","0","0","","209","0","0","0","1519","0","9447","0","6","0","","0","205","0"
"0","4","0","成長支援禮包．專用裝備１","210","0","0","0","1520","0","99723","0","6","0","","0","101","0"
"0","0","0","","211","0","0","0","1521","0","99723","0","6","0","","0","101","0"
"0","0","0","","212","0","0","0","1526","0","99729","0","6","0","","0","0","0"
"0","0","0","","213","0","0","0","1527","0","99729","0","6","0","","0","0","0"
"0","0","0","","214","0","0","0","1528","0","99729","0","6","0","","0","0","0"
"0","0","0","","215","0","0","0","1529","0","99729","0","6","0","","0","0","0"
"0","0","0","","216","0","0","0","1530","0","99729","0","6","0","","0","0","0"
"0","0","0","","217","0","0","0","1531","0","99729","0","6","0","","0","0","0"
"0","4","0","冒險支援禮包．黎明界迷宮","204","0","0","0","1532","0","99724","0","6","0","","0","101","0"
