fb7aa69cfcfe2797249c9f5f4838316a1a30b6212220fd6eced55f884ac91271,377076e3c292d4bfbaa4f0dd7787fffc008b68a436061ecd348e60b85de261ff,b7afccea4aee5e89e4212a195dcbd98b19039d5f3c9170b9dca08fbdaf99daf0,fec27c98e932d6c682652e41820bccffbf6fe34b442638b95ff3e0589f3f7211,d77fbab7b20dc651f33822b9e6842952099183bba22b8973b72ae1ad6f13d32d,42b99cfdee3c0a44c6fe09ada195ba42b054182a32d287b7960e46390addb62a,374b4e4160878577243df6d1f55d7fb543599b12756004f92ef9d5f4ec21ba5a,f6641971ffb845934128ad87c69a4a7f42480b4414ec48110732bcfd9deaf31f,0fd4ef742a99181330bcccd1f81f1a09705f71a6f56b9d805ca461b3ccbf6a4d,6bd78e012cb6747367ad1c7aa87d2198cb4825ed6bea5700c409b0b388928b22,03e093dfa872d3b878acbb122ef037c282b8e89b8613367e32d75535bbce91f2
"2","","1","","4","11010045","101","","","",""
"2","","nyx_101_chieru_02","0","3","11010046","101","nyx_101_chieru_loop","1","","0.2"
"110931","","nyx_101_chieru_02","0","3","11010047","101","nyx_101_chieru_loop","1","","0.2"
"104831","","nyx_idle_sad","1","3","11010048","101","","","","0.2"
"104631","","nyx_talk_sad","1","3","11010049","101","","","","0.2"
"104631","","聽起來好像在說什麼\n切嚕切嚕的喵……\n好恐怖喵……","10","11","11010050","101","","","",""
"0","","","","91","11010051","101","","","",""
"104631","","nyx_idle_sad","1","3","11010052","101","","","","0.2"
"103431","","nyx_talk_sad","1","3","11010053","101","","","","0.2"
"103431","","該不會是學校的七大\n不可思議之類的吧……\n好、好想回家……","10","11","11010054","101","","","",""
"0","","","","91","11010055","101","","","",""
"103431","","nyx_idle_sad","1","3","11010056","101","","","","0.2"
"103231","","nyx_talk_joy2","1","3","11010057","101","","","","0.2"
"103231","","還真是有趣呢！\n對於待會會出現什麼\n我感到非常期待呢！","10","11","11010058","101","","","",""
"0","","","","91","11010059","101","","","",""
"0.4","","","","93","11010060","101","","","",""
"110931","","0","","4","11010061","101","","","",""
"2","","0","","4","11010062","101","","","",""
"110931","","nyx_101_chieru_01","0","3","11010063","101","nyx_101_chieru_loop","1","","0.2"
"2","","nyx_101_chieru_01","0","3","11010064","101","nyx_101_chieru_loop","1","","0.2"
"104831","","1","1","12","11010065","101","","","",""
"104831","","nyx_talk_sad","0","3","11010066","101","nyx_idle_sad","1","0.2","0.2"
"0.4","","","","93","11010067","101","","","",""
"3","","0","","32","11010068","101","","","",""
"3","","1","","32","11010069","101","","","",""
"1.6","","","","93","11010070","101","","","",""
"104631","","15","1","12","11010071","101","","","",""
"104631","","nyx_talk_sad","0","3","11010072","101","nyx_idle_sad","1","0.2","0.2"
"3","","","","93","11010073","101","","","",""
"110931","","1","","4","11010074","101","","","",""
"2","","1","","4","11010075","101","","","",""
"110931","","nyx_101_chieru_02","0","3","11010076","101","nyx_101_chieru_loop","1","","0.2"
"2","","nyx_101_chieru_02","0","3","11010077","101","nyx_101_chieru_loop","1","","0.2"
"103231","","10","1","12","11010078","101","","","",""
"103231","","nyx_talk_joy1","0","3","11010079","101","nyx_idle_joy1","1","0.2","0.2"
"2","","","","93","11010080","101","","","",""
"103431","","2","1","12","11010081","101","","","",""
"103431","","nyx_talk_sad","0","3","11010082","101","nyx_idle_sad","1","0.2","0.2"
"2.5","","","","93","11010083","101","","","",""
"11010060","","","","101","11010084","101","","","",""
"1","nyx_102_chloe_01","110831","110","1","11020001","102","-362","-209.3","1","1.35"
"1","nyx_102_mifuyu_01","104831","110","1","11020002","102","90","-182.5","0","1.35"
"1","nyx_idle_normal","104631","110","1","11020003","102","220","-182.5","0","1.35"
"1","nyx_talk_normal","103231","110","1","11020004","102","336","-182.5","1","1.35"
"1","nyx_idle_normal","103431","110","1","11020005","102","457","-182.5","1","1.35"
"1","","1","0","31","11020006","102","0","1","","1"
"2","NoItem","2","120","5","11020007","102","-362","-209.3","0","1.35"
"bgm_M347","","bgm_M347","","25","11020008","102","","","",""
"2","","","","93","11020009","102","","","",""
"110831","","nyx_102_chloe_02","1","3","11020010","102","","","","0.2"
"110831","","再來輪到我了啊……\n呃，接在琪愛兒後面\n總有種不利的感覺？","10","11","11020011","102","","","",""
"0","","1","","91","11020012","102","","","",""
"110831","","nyx_idle_sad","1","3","11020013","102","","","","0.2"
"110831","","那傢伙絕對一見面\n就切嚕切嚕地喊\n把整個氣氛搞冷……","10","11","11020014","102","","","",""
"0","","1","","91","11020015","102","","","",""
"110831","","cmn_pose02_def_N","0","3","11020016","102","nyx_102_chloe_02","1","0.2","0.2"
"110831","","不過算了，怎樣都好\n……話說裡面的那些人\n應該沒事吧？","10","11","11020017","102","","","",""
"3","","","","93","11020018","102","","","",""
"103231","","nyx_idle_normal","1","3","11020019","102","","","","0.2"
"104631","","nyx_talk_sad","1","3","11020020","102","","","","0.2"
"110831","","0","","4","11020021","102","","","",""
"11020016","","","","91","11020022","102","","","",""
"1","","","","93","11020023","102","","","",""
"110831","","nyx_102_chloe_01","1","3","11020024","102","","","","0.2"
"110831","","像是被那股切嚕之氣\n嚇到而變得不正常……\n……不，應該不至於吧","10","11","11020025","102","","","",""
"2.5","","","","93","11020026","102","","","",""
"110831","","nyx_102_chloe_03","0","3","11020027","102","nyx_102_chloe_03_loop","1","","0.2"
"2","","nyx_102_chloe_03","0","3","11020028","102","nyx_102_chloe_03_loop","1","","0.2"
"11020025","","","","91","11020029","102","","","",""
"1","","","","93","11020030","102","","","",""
"104831","","切嚕……切嚕……","10","11","11020031","102","","","",""
"1.5","","","","93","11020032","102","","","",""
"104631","","1","0","4","11020033","102","","","",""
"104631","","cmn_shock_def_N","0","3","11020034","102","nyx_idle_surprise2","1","0.2","0.2"
"103431","","cmn_shock_def_N","0","3","11020035","102","nyx_idle_surprise2","1","0.2","0.2"
"103231","","nyx_surprise","0","3","11020036","102","nyx_idle_surprise1","1","0.2","0.2"
"1.5","","","","93","11020037","102","","","",""
"104631","","nyx_talk_surprise2","1","3","11020038","102","","1","0.2","0.2"
"103431","","nyx_102_yukari_01","1","3","11020039","102","","","","0.2"
"103431","","美冬！\n振作一點切嚕！\n沒那麼嚴重切嚕！","10","11","11020040","102","","","",""
"0","","1","","91","11020041","102","","","",""
"103431","","cmn_shock_def_N","0","3","11020042","102","nyx_102_tamaki_01_loop","1","0.2","0.2"
"103231","","0","0","4","11020043","102","","","",""
"104631","","0","0","4","11020044","102","","","",""
"0","","","","91","11020045","102","","","",""
"104631","","不行了喵……\n美冬和優花梨都\n為時已晚切……喵！","10","11","11020046","102","","","",""
"2.6","","","","93","11020047","102","","","",""
"104631","","nyx_102_tamaki_01","0","3","11020048","102","nyx_102_tamaki_01_loop","1","0.2","0.2"
"0.1","","","","93","11020049","102","","","",""
"103231","","1","0","4","11020050","102","","","",""
"1.5","","","","93","11020051","102","","","",""
"103231","","實在是損傷慘重呢……\n只能祈禱下一位\n能夠普通一點了……","10","11","11020052","102","","","",""
"0","","","","91","11020053","102","","","",""
"1","","","","93","11020054","102","","","",""
"110831","","nyx_102_chloe_04","0","3","11020055","102","nyx_102_chloe_03_loop","1","","0.2"
"2","","nyx_102_chloe_04","0","3","11020056","102","nyx_102_chloe_03_loop","1","","0.2"
"1.5","","","","93","11020057","102","","","",""
"110831","","12","1","12","11020058","102","","","",""
"1","","","","93","11020059","102","","","",""
"103431","","1","1","12","11020060","102","","","",""
"103431","","nyx_cmn_01","0","3","11020061","102","nyx_cmn_03","1","0.2","0.2"
"104631","","nyx_idle_worry","1","3","11020062","102","","1","0.2","0.2"
"2","","","","93","11020063","102","","","",""
"104831","","12","1","12","11020064","102","","","",""
"2","","","","93","11020065","102","","","",""
"103231","","10","1","12","11020066","102","","","",""
"103231","","nyx_talk_normal","0","3","11020067","102","nyx_idle_normal","1","0.2","0.2"
"2","","","","93","11020068","102","","","",""
"104631","","2","1","12","11020069","102","","","",""
"104631","","nyx_talk_sad","0","3","11020070","102","nyx_idle_worry","1","0.2","0.2"
"4","","","","93","11020071","102","","","",""
"11020055","","1","","101","11020072","102","","","",""
"1","nyx_103_yuni_01","111031","110","1","11030001","103","-421","-209.3","0","1.35"
"1","nyx_idle_normal","104831","110","1","11030002","103","121.8","-182.5","0","1.35"
"2","NoItem","2","120","5","11030003","103","121.8","-182.5","0","1.35"
"1","nyx_idle_normal","104631","110","1","11030004","103","227.7","-182.5","0","1.35"
"2","NoItem","2","120","5","11030005","103","227.7","-182.5","0","1.35"
"1","nyx_idle_normal","103231","110","1","11030006","103","340.3","-182.5","1","1.35"
"1","nyx_cmn_03","103431","110","1","11030007","103","449.6","-182.5","1","1.35"
"2","NoItem","2","120","5","11030008","103","449.6","-182.5","1","1.35"
"1","","1","0","31","11030009","103","0","1","","1"
"bgm_M347","","bgm_M347","","25","11030010","103","","","",""
"2","","","","93","11030011","103","","","",""
"103431","","nyx_talk_sad","1","3","11030012","103","","","","0.2"
"103431","","簡報是\n一件這麼\n累人的事情嗎…？","10","11","11030013","103","","","",""
"0","","","","91","11030014","103","","","",""
"103431","","nyx_cmn_03","1","3","11030015","103","","","","0.2"
"104831","","nyx_cmn_05","1","3","11030016","103","","","","0.2"
"104831","","接下來一定沒問題的\n一定會是認真的學生\n……我說的沒錯吧？","10","11","11030017","103","","","",""
"0","","","","91","11030018","103","","","",""
"104831","","nyx_cmn_04","1","3","11030019","103","","","","0.2"
"103231","","nyx_talk_normal","1","3","11030020","103","","","","0.2"
"103231","","哎呀？\n下一位好像也是\n好朋友社的成員呢？","10","11","11030021","103","","","",""
"0","","","","91","11030022","103","","","",""
"103231","","nyx_idle_normal","1","3","11030023","103","","","","0.2"
"104631","","nyx_talk_sad","1","3","11030024","103","","","","0.2"
"104631","","……要是鬆懈下來\n就會被幹掉喵\n做好覺悟吧喵","10","11","11030025","103","","","",""
"2.6","","","","93","11030026","103","","","",""
"111031","","nyx_102_chloe_01","1","3","11030027","103","","","","0.2"
"11030025","","","","91","11030028","103","","","",""
"104631","","nyx_cmn_02","0","3","11030029","103","nyx_idle_sad","1","0.3","0.2"
"2","","nyx_cmn_02","0","3","11030030","103","","","","0.2"
"103431","","nyx_cmn_02","0","3","11030031","103","nyx_cmn_03","1","0.3","0.2"
"2","","nyx_cmn_02","0","3","11030032","103","","","","0.2"
"104831","","nyx_cmn_02","0","3","11030033","103","nyx_idle_normal","1","0.2","0.2"
"2","","nyx_cmn_02","0","3","11030034","103","","","","0.2"
"1.5","","","","93","11030035","103","","","",""
"111031","","nyx_303_yuni_01","1","3","11030036","103","","","","0.2"
"111031","","嗯，接下來是我呢\n這就是所謂的\n壓軸登場吧","10","11","11030037","103","","","",""
"2.8","","","","93","11030038","103","","","",""
"104831","","13","1","12","11030039","103","","","",""
"104831","","nyx_talk_normal","1","3","11030040","103","","","","0.2"
"11030037","","","","91","11030041","103","","","",""
"111031","","琪愛兒、克蘿依\n妳們的遺憾就由我來\n替妳們雪恥吧","10","11","11030042","103","","","",""
"0","","","","91","11030043","103","","","",""
"111031","","nyx_103_yuni_02","1","3","11030044","103","","","","0.2"
"111031","","是時候完成我身為\n高年級生的職責了","10","11","11030045","103","","","",""
"1.5","","","","93","11030046","103","","","",""
"103231","","17","1","12","11030047","103","","","",""
"104831","","nyx_idle_normal","1","3","11030048","103","","","","0.2"
"103231","","nyx_cmn_05","1","3","11030049","103","","","","0.2"
"11030045","","","","91","11030050","103","","","",""
"111031","","nyx_103_yuni_03","0","3","11030051","103","nyx_103_yuni_04","0","0.6","0.3"
"111031","","賭上優妮們\n之名……！","10","11","11030052","103","","","",""
"0","","","","91","11030053","103","","","",""
"103231","","nyx_idle_normal","1","3","11030054","103","","","","0.2"
"0.6","","","","93","11030055","103","","","",""
"111031","","12","1","12","11030056","103","","","","0.2"
"111031","","cmn_pose02_def_N","0","3","11030057","103","nyx_idle_normal","1","0.2","0.2"
"1.5","","","","93","11030058","103","","","",""
"104631","","15","1","12","11030059","103","","","",""
"104631","","nyx_talk_sad","0","3","11030060","103","nyx_idle_worry","1","0.2","0.2"
"2","","","","93","11030061","103","","","",""
"103231","","10","1","12","11030062","103","","","",""
"103231","","nyx_talk_joy1","0","3","11030063","103","nyx_idle_normal","1","0.2","0.2"
"111031","","nyx_103_yuni_01","0","3","11030064","103","nyx_idle_normal","1","0.2","0.2"
"2.5","","","","93","11030065","103","","","",""
"103431","","1","1","12","11030066","103","","","",""
"103431","","nyx_cmn_01","0","3","11030067","103","nyx_cmn_03","1","0.3","0.2"
"2","","","","93","11030068","103","","","",""
"104831","","12","1","12","11030069","103","","","",""
"104831","","nyx_talk_bitter","1","3","11030070","103","","","","0.2"
"2","","","","93","11030071","103","","","",""
"104831","","nyx_idle_bitter","1","3","11030072","103","","","","0.2"
"1","","","","93","11030073","103","","","",""
"11030056","","","","101","11030074","103","","","",""
"1","nyx_201_akino_01","103231","110","1","12010001","201","-235.4","-294.7","1","1.2"
"2","nyx_201_akino_01","2","120","5","12010002","201","-235.4","-294.7","1","1.2"
"1","nyx_idle_normal","104631","110","1","12010003","201","-357","-281.6","0","1.2"
"1","nyx_idle_normal","103431","110","1","12010004","201","310.5","-281.6","1","1.2"
"1","nyx_idle_normal","104831","110","1","12010005","201","-453.3","-281.6","0","1.2"
"2","","1","0","31","12010006","201","0","1","","1"
"11","","2","0","31","12010007","201","0","1","","1"
"bgm_M347","","bgm_M347","","25","12010008","201","","","",""
"2","","","","93","12010009","201","","","",""
"103231","","珠希，\n這零件就麻煩妳\n進行組裝囉！","10","11","12010010","201","","","",""
"0","","","","91","12010011","201","","","",""
"104631","","nyx_surprise","0","3","12010012","201","nyx_idle_surprise1","1","0.3","0.3"
"104631","","我、我知道了喵！\n……設計圖上有\n這東西嗎喵……？","10","11","12010013","201","","","",""
"0","","","","91","12010014","201","","","",""
"103231","","0","0","4","12010015","201","","","",""
"2","","0","","4","12010016","201","","","",""
"104631","","nyx_idle_bitter2","1","3","12010017","201","","","0.3","0.3"
"103231","","nyx_201_akino_02","1","3","12010018","201","","","0.3","0.3"
"2","","nyx_201_akino_02","1","3","12010019","201","","","0.3","0.3"
"103231","","199","-294.7","2","12010020","201","2.2","","",""
"2","","199","-294.7","2","12010021","201","2.2","","",""
"2.2","","","","93","12010022","201","","","",""
"103231","","nyx_201_akino_01","1","3","12010023","201","","","0.3","0.3"
"2","","nyx_201_akino_01","1","3","12010024","201","","","0.3","0.3"
"103231","","優花梨！\n麻煩妳立刻去\n訂購這款迴路！","10","11","12010025","201","","","",""
"0","","","","91","12010026","201","","","",""
"103431","","nyx_cmn_01","1","3","12010027","201","","","0.3","0.3"
"103431","","咦？　咦？\n等等啊秋乃\n這要拿來做什麼！？","10","11","12010028","201","","","",""
"0","","","","91","12010029","201","","","",""
"103431","","nyx_idle_bitter2","1","3","12010030","201","","","0.3","0.3"
"103231","","1","","4","12010031","201","","","",""
"2","","1","","4","12010032","201","","","",""
"103231","","nyx_201_akino_02","1","3","12010033","201","","","0.3","0.3"
"2","","nyx_201_akino_02","1","3","12010034","201","","","0.3","0.3"
"103231","","-235.4","-294.7","2","12010035","201","2.2","","",""
"2","","-235.4","-294.7","2","12010036","201","2.2","","",""
"2.2","","","","93","12010037","201","","","",""
"103231","","nyx_201_akino_01","1","3","12010038","201","","","0.3","0.3"
"2","","nyx_201_akino_01","1","3","12010039","201","","","0.3","0.3"
"103231","","美冬，\n麻煩妳仔細地\n檢查動作囉！","10","11","12010040","201","","","",""
"0","","","","91","12010041","201","","","",""
"104831","","nyx_surprise","0","3","12010042","201","nyx_idle_surprise1","1","0.3","0.3"
"104831","","好、好的！\n……秋乃整個人都\n熱血起來了呢…","10","11","12010043","201","","","","0"
"0","","","","91","12010044","201","","","",""
"104831","","nyx_talk_sad","1","3","12010045","201","","","0.3","0.3"
"104831","","但不知道為什麼\n我好不安啊……\n只有滿滿的不安……","10","11","12010046","201","","","","0"
"0","","","","91","12010047","201","","","",""
"104831","","nyx_idle_bitter2","1","3","12010048","201","","","0.3","0.3"
"0","","","","91","12010049","201","","","",""
"0.4","","","","93","12010050","201","","","",""
"103231","","0","0","4","12010051","201","","","",""
"2","","0","","4","12010052","201","","","",""
"103231","","nyx_201_akino_02","1","3","12010053","201","","","0.2","0.2"
"2","","nyx_201_akino_02","1","3","12010054","201","","","0.2","0.2"
"103231","","199","-294.7","2","12010055","201","2.2","","",""
"2","","199","-294.7","2","12010056","201","2.2","","",""
"103431","","nyx_cmn_03","1","3","12010057","201","","","0.2","0.2"
"2.2","","","","93","12010058","201","","","",""
"103231","","10","1","12","12010059","201","","","",""
"103231","","nyx_201_akino_01","1","3","12010060","201","","","0.2","0.2"
"2","","nyx_201_akino_01","1","3","12010061","201","","","0.2","0.2"
"0","","","","91","12010062","201","","","",""
"103431","","nyx_idle_surprise1","1","3","12010063","201","","","0.2","0.2"
"0","","","","91","12010064","201","","","",""
"103431","","nyx_102_chloe_02","1","3","12010065","201","","","0.2","0.2"
"103231","","1","","4","12010066","201","","","",""
"2","","1","","4","12010067","201","","","",""
"103231","","nyx_201_akino_02","1","3","12010068","201","","","0.2","0.2"
"2","","nyx_201_akino_02","1","3","12010069","201","","","0.2","0.2"
"103231","","-235.4","-294.7","2","12010070","201","2.2","","",""
"2","","-235.4","-294.7","2","12010071","201","2.2","","",""
"2.2","","","","93","12010072","201","","","",""
"103231","","10","1","12","12010073","201","","","",""
"103231","","nyx_201_akino_01","1","3","12010074","201","","","0.2","0.2"
"2","","nyx_201_akino_01","1","3","12010075","201","","","0.2",""
"3","","","","93","12010076","201","","","",""
"104631","","cmn_nod_def_N","0","3","12010077","201","nyx_idle_normal","1","0.2","0.2"
"0.8","","","","93","12010078","201","","","",""
"104831","","3","1","12","12010079","201","","","",""
"104831","","nyx_talk_worry","0","3","12010080","201","nyx_idle_sad","1","0.2","0.2"
"1","","","","93","12010081","201","","","",""
"12010051","","","","101","12010082","201","","","",""
"1","nyx_202_tamaki_03_loop","3","100","5","12020001","202","-136","-255","0","1.2"
"1","nyx_idle_joy1","103231","110","1","12020002","202","183.7","-286.1","1","1.2"
"2","nyx_202_yukari_01","5","120","5","12020003","202","312.6","-286.1","1","1.2"
"1","nyx_202_yukari_01","103431","110","1","12020004","202","312.6","-286.1","1","1.2"
"1","nyx_idle_normal","104831","120","1","12020005","202","-269.8","-286.1","0","1.2"
"2","","1","0","31","12020006","202","0","1","","1"
"12","","2","0","31","12020007","202","34","1","","1"
"16","","7","-74","31","12020008","202","130","1","","0"
"3","nyx_yagura_idle","4","110","5","12020009","202","-208","-255","0","1"
"2","NoItem","6","120","5","12020010","202","-269.8","-286.1","0","1.2"
"bgm_M347","","bgm_M347","","25","12020011","202","","","",""
"2","","","","93","12020012","202","","","",""
"3","","總覺得開發作業\n好像也變得開心\n起來了喵～！","10","11","12020013","202","","","",""
"0","","","","91","12020014","202","","","",""
"3","","事到如今我一定要\n讓它成為世界第一\n的鯛魚燒機喵！","10","11","12020015","202","","","",""
"0","","","","91","12020016","202","","","",""
"3","","看我把我的一切\n全部灌注進去\n喵～～！","10","11","12020017","202","","","",""
"0.4","","","","93","12020018","202","","","",""
"3","","nyx_202_tamaki_03_puton","0","3","12020019","202","nyx_202_tamaki_loop","1","","0.2"
"12020017","","","","91","12020020","202","","","",""
"3","","nyx_202_tamaki_up","0","3","12020021","202","nyx_202_tamaki_01","1","","0.2"
"4","","nyx_yagura_up","0","3","12020022","202","nyx_yagura_up_idle","1","",""
"2.4","","","","93","12020023","202","","","",""
"7","","1","","32","12020024","202","","","",""
"103231","","nyx_202_akino_01_loop","1","3","12020025","202","","","","0.2"
"103231","","喔～呵呵呵！\n真是美妙的\n抱負呢，珠希","10","11","12020026","202","","","",""
"0","","","","91","12020027","202","","","",""
"104831","","nyx_talk_anger2","1","3","12020028","202","","","","0.2"
"104831","","設計圖上可是\n沒有寫到什麼\n鯛魚燒哦！？","10","11","12020029","202","","","",""
"0","","","","91","12020030","202","","","",""
"103431","","nyx_idle_anger2","1","3","12020031","202","","","","0.2"
"103431","","nyx_202_yukari_01","1","3","12020032","202","","","","0.2"
"103431","","美冬……\n交給珠希去做就\n不會有問題啦……嗝","10","11","12020033","202","","","",""
"0","","","","91","12020034","202","","","",""
"104831","","nyx_cmn_05","0","3","12020035","202","nyx_cmn_04","","0.2","0.2"
"104831","","優花梨？\n妳在喝什麼？\n……妳被收買了對吧？","10","11","12020036","202","","","","0"
"0","","","","91","12020037","202","","","",""
"103431","","nyx_202_yukari_01","1","3","12020038","202","","","","0.2"
"103431","","咦～？\n尼在說什麼～？\n……嗯呵呵～♪","10","11","12020039","202","","","",""
"0","","","","91","12020040","202","","","",""
"2","","","","93","12020041","202","","","",""
"103231","","13","1","12","12020042","202","","","",""
"103231","","nyx_talk_joy2","0","3","12020043","202","nyx_202_akino_01_loop","1","0.2","0.2"
"2.5","","","","93","12020044","202","","","",""
"104831","","3","1","12","12020045","202","","","",""
"104831","","nyx_talk_anger2","1","3","12020046","202","","","","0.2"
"2","","","","93","12020047","202","","","",""
"104831","","nyx_cmn_02","0","3","12020048","202","","","","0.2"
"6","","nyx_cmn_02","0","3","12020049","202","NoItem","1","","0.2"
"1","","","","93","12020050","202","","","",""
"104831","","nyx_cmn_05","0","3","12020051","202","nyx_cmn_04","1","0.2","0.2"
"2","","","","93","12020052","202","","","",""
"103431","","5","1","12","12020053","202","","","",""
"5","","nyx_203_yukari_01","0","3","12020054","202","nyx_202_yukari_01","1","0.2","0.2"
"103431","","nyx_203_yukari_01","0","3","12020055","202","nyx_202_yukari_01","1","0.2","0.2"
"1.2","","","","93","12020056","202","","","",""
"3","","11","1","12","12020057","202","","","",""
"0.8","","","","93","12020058","202","","","",""
"12020041","","","","101","12020059","202","","","",""
"1","nyx_idle_normal","104831","130","1","12030001","203","-300","-286","0","1.2"
"1","nyx_idle_normal","104631","100","1","12030002","203","316","-286","1","1.2"
"1","nyx_idle_normal","103231","100","1","12030003","203","110","-286","1","1.2"
"1","nyx_203_yukari_01","103431","100","1","12030004","203","-200","-10","0","1.2"
"2","","1","0","31","12030005","203","0","1","","1"
"13","","2","-80","31","12030006","203","34","1","","1"
"2","nyx_203_yukari_01","3","110","5","12030007","203","-200","-10","0","1.2"
"3","nyx_yagura_up_harf","4","120","5","12030008","203","-250","-255","0","1"
"bgm_M347","","bgm_M347","","25","12030009","203","","","",""
"2","","","","93","12030010","203","","","",""
"103431","","奇怪～？\n這裡是哪裡～？\n我又是誰～？","10","11","12030011","203","","","",""
"0.6","","","","93","12030012","203","","","",""
"103231","","nyx_lookup","0","3","12030013","203","nyx_lookup_loop2","1","0.2","0.2"
"12030011","","","","91","12030014","203","","","",""
"103431","","嗯～？\n這勾大大的\n東西是什麼～","10","11","12030015","203","","","",""
"0.6","","","","93","12030016","203","","","",""
"104631","","nyx_lookup","0","3","12030017","203","nyx_lookup_loop2","1","0.2","0.2"
"12030015","","","","91","12030018","203","","","",""
"3","","nyx_203_yukari_02","0","3","12030019","203","nyx_203_yukari_05","1","","0.2"
"103431","","nyx_203_yukari_02","0","3","12030020","203","nyx_203_yukari_05","1","","0.2"
"103431","","你要不要也來一起\n喝麥酒～？\n很～好喝的哦～？","10","11","12030021","203","","","",""
"0.4","","","","93","12030022","203","","","",""
"104831","","nyx_lookup","0","3","12030023","203","nyx_lookup_loop2","1","0.2","0.2"
"12030021","","","","91","12030024","203","","","",""
"0.2","","","","93","12030025","203","","","",""
"104831","","nyx_cmn_02","0","3","12030026","203","nyx_idle_sad","1","0.2","0.2"
"104831","","優花梨\n在做什麼啊…","10","11","12030027","203","","","","0"
"0.1","","","","93","12030028","203","","","",""
"103231","","nyx_cmn_02","0","3","12030029","203","nyx_cmn_04","1","0.2","0.2"
"103231","","優花梨\n在做什麼呢…","10","11","12030030","203","","","",""
"0.1","","","","93","12030031","203","","","",""
"104631","","nyx_cmn_02","0","3","12030032","203","nyx_idle_sad","1","0.2","0.2"
"104631","","優花梨\n在做什麼喵…","10","11","12030033","203","","","",""
"0","","","","91","12030034","203","","","",""
