dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8,427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9
"1009801039","1","0","這只有我們會看而已，\n可以寫得再隨興一點嘛～♪","0","11","0","1009801","1","122811","10"
"1009801040","","","","","91","","1009801","","0",""
"1009801041","","","lsv_idle_joy","0.2","3","","1009801","","122811","1"
"1009801042","","","lsv_talk_anger2","0.2","3","","1009801","","122711","1"
"1009801043","0","","vo_lsv_0125","","21","","1009801","","vo_lsv","0"
"1009801044","1","0","寫、寫得隨興一點……！\n這我做不到。","0","11","0","1009801","1","122711","10"
"1009801045","","","","","91","","1009801","","0",""
"1009801046","","","lsv_idle_anger2","0.2","3","","1009801","","122711","1"
"1009801047","","","lsv_talk_normal","0.2","3","","1009801","","122911","1"
"1009801048","0","","vo_lsv_0126","","21","","1009801","","vo_lsv","0"
"1009801049","1","0","不要緊的～\n美美覺得鏡華的日記\n也很棒啊♪","0","11","0","1009801","1","122911","10"
"1009801050","","","","","91","","1009801","","0",""
"1009801051","","","lsv_idle_normal_joyR","0.2","3","","1009801","","122911","1"
"1009801052","lsv_talk_guts2_anger_loop","","lsv_talk_guts2_anger","0","3","0.2","1009801","1","122711","0"
"1009801053","0","","vo_lsv_0127","","21","","1009801","","vo_lsv","0"
"1009801054","1","0","總、總之！\n這本日記也是為了要\n更了解小繆而寫的喔？","0","11","0","1009801","1","122711","10"
"1009801055","","","","","91","","1009801","","0",""
"1009801056","","","lsv_talk_normal_worry","0.2","3","","1009801","","122711","1"
"1009801057","0","","vo_lsv_0128","","21","","1009801","","vo_lsv","0"
"1009801058","1","0","因為如果不曉得是什麼生物，\n養起來會很辛苦……\n可別忘了這點喔？","0","11","0","1009801","1","122711","10"
"1009801059","","","","","91","","1009801","","0",""
"1009801060","","","lsv_idle_normal","0.2","3","","1009801","","122711","1"
"1009801061","lsv_idle_normal","","lsv_hello","0","3","0.2","1009801","1","122811","0"
"1009801062","lsv_idle_normal_joyR","","lsv_hello","0","3","0.2","1009801","1","122911","0"
"1009801063","0","","vo_lsv_0129","","21","","1009801","","vo_lsv","0"
"1009801064","1","0","好──！","0","11","0","1009801","1","122811","10"
"1009801065","1","0","好──！","0","11","0","1009801","1","122911","10"
"1009801066","","","","","91","","1009801","","0",""
"1009801067","","","lsv_idle_normal","0.2","3","","1009801","","122711","1"
"1009801068","","","lsv_talk_surprise","0.2","3","","1009801","","122911","1"
"1009801069","0","","vo_lsv_0130","","21","","1009801","","vo_lsv","0"
"1009801070","1","0","小繆好不可思議喔～\n第一次見到時\n真的嚇了一跳！","0","11","0","1009801","1","122911","10"
"1009801071","","","","","91","","1009801","","0",""
"1009801072","","","lsv_idle_normal_suprise1","0.2","3","","1009801","","122911","1"
"1009801073","lsv_talk_cool_loop","","lsv_talk_cool","0","3","0.2","1009801","1","122811","0"
"1009801074","0","","vo_lsv_0131","","21","","1009801","","vo_lsv","0"
"1009801075","1","0","畢竟蛋也跟石頭很像嘛！\n吶，哥哥覺得\n牠是什麼生物？","0","11","0","1009801","1","122811","10"
"1009801076","","","","","91","","1009801","","0",""
"1009801077","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122711","0"
"1009801078","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122811","0"
"1009801079","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122911","0"
"1009801080","","","0","","93","","1009801","","0.1",""
"1009801081","0.33","","-452","","2","0.2","1009801","2","122711","-235"
"1009801082","0.33","","420","","2","0.2","1009801","2","122811","-220"
"1009801083","0.33","","545","","2","0.2","1009801","2","122911","-250"
"1009801084","","","0","0.2","22","","1009801","","0","1"
"1009801085","","","1009801088","","103","","1009801","","怪獸的寶寶。","0"
"1009801086","","","1009801102","","103","","1009801","","大隻的蛞蝓。","0"
"1009801087","","","1009801115","","103","","1009801","","有毒的生物。","0"
"1009801088","lsv_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122711","0"
"1009801089","lsv_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122811","0"
"1009801090","lsv_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122911","0"
"1009801091","","","0","","93","","1009801","","0.1",""
"1009801092","0.33","","-200","","2","0.2","1009801","2","122711","-235"
"1009801093","0.33","","100","","2","0.2","1009801","2","122811","-220"
"1009801094","0.33","","270","","2","0.2","1009801","2","122911","-250"
"1009801095","","","0","","93","","1009801","","0.7",""
"1009801096","","","lsv_talk_wish_joy","0.2","3","","1009801","","122911","1"
"1009801097","0","","vo_lsv_0132","","21","","1009801","","vo_lsv","0"
"1009801098","1","0","怪獸先生？\n那一定會長很大吧～♪\n會長得比城堡還要大嗎？","0","11","0","1009801","1","122911","10"
"1009801099","","","","","91","","1009801","","0",""
"1009801100","","","lsv_idle_normal","0.2","3","","1009801","","122911","1"
"1009801101","","","","","101","","1009801","","1009801129",""
"1009801102","lsv_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122711","0"
"1009801103","lsv_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122811","0"
"1009801104","lsv_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122911","0"
"1009801105","","","0","","93","","1009801","","0.1",""
"1009801106","0.33","","-200","","2","0.2","1009801","2","122711","-235"
"1009801107","0.33","","100","","2","0.2","1009801","2","122811","-220"
"1009801108","0.33","","270","","2","0.2","1009801","2","122911","-250"
"1009801109","","","0","","93","","1009801","","0.7",""
"1009801110","","","lsv_talk_bitter_sad","0.2","3","","1009801","","122811","1"
"1009801111","0","","vo_lsv_0133","","21","","1009801","","vo_lsv","0"
"1009801112","1","0","咦──蛞蝓～？\n感覺不怎麼帥氣……\n那還是不要讓牠接近鹽好了？","0","11","0","1009801","1","122811","10"
"1009801113","","","","","91","","1009801","","0",""
"1009801114","","","","","101","","1009801","","1009801129",""
"1009801115","lsv_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122711","0"
"1009801116","lsv_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122811","0"
"1009801117","lsv_idle_normal","","lsv_choice","0","3","0.2","1009801","1","122911","0"
"1009801118","","","0","","93","","1009801","","0.1",""
"1009801119","0.33","","-200","","2","0.2","1009801","2","122711","-235"
"1009801120","0.33","","100","","2","0.2","1009801","2","122811","-220"
"1009801121","0.33","","270","","2","0.2","1009801","2","122911","-250"
"1009801122","","","0","","93","","1009801","","0.7",""
"1009801123","","","lsv_talk_normal_worry","0.2","3","","1009801","","122711","1"
"1009801124","0","","vo_lsv_0134","","21","","1009801","","vo_lsv","0"
"1009801125","1","0","大家都一起摸過牠了，\n這不可能啦。\n更何況……牠那麼可愛。","0","11","0","1009801","1","122711","10"
"1009801126","","","","","91","","1009801","","0",""
"1009801127","","","lsv_idle_normal","0.2","3","","1009801","","122711","1"
"1009801128","","","","","101","","1009801","","1009801129",""
"1009801129","","","","","91","","1009801","","0",""
"1009801130","lsv_talk_arm_crossed_loop_joy","","lsv_talk_arm_crossed_joy","0","3","0.2","1009801","1","122811","0"
"1009801131","0","","vo_lsv_0135","","21","","1009801","","vo_lsv","0"
"1009801132","1","0","哎，不管怎麼樣，\n養養看就知道啦！\n那麼，一起加油吧──！","0","11","0","1009801","1","122811","10"
"1009801133","","","","","91","","1009801","","0",""
"1009801134","lsv_idle_normal_joy","","lsv_handsup_joy","0","3","0.2","1009801","1","122811","0"
"1009801135","lsv_idle_normal_joy","","lsv_handsup_joy","0","3","0.2","1009801","1","122911","0"
"1009801136","lsv_idle_normal_joy","","lsv_handsup_joy2","0","3","0.2","1009801","1","122711","0"
"1009801137","0","","vo_lsv_0136","","21","","1009801","","vo_lsv","0"
"1009801138","1","0","喔──！","0","11","0","1009801","1","122811","10"
"1009801139","1","0","喔──！","0","11","0","1009801","1","122911","10"
"1009801140","1","0","喔──！","0","11","0","1009801","1","122711","10"
"1009801141","","","","","91","","1009801","","0",""
"1009801142","","","0.2","","22","","1009801","","0",""
"1009801143","","","","","93","","1009801","","0.2",""
"1009801144","","","","","102","","1009801","","",""
"1009801145","0","0","7","0","12","0","1009801","0","122911","1"
"1009801146","","","lsv_talk_joy3","0.2","3","","1009801","","122911","1"
"1009801147","","","0","","93","","1009801","","3",""
"1009801148","","","lsv_idle_normal_joyR","0.2","3","","1009801","","122911","1"
"1009801149","0","0","6","0","12","0","1009801","0","122811","1"
"1009801150","lsv_talk_guts1_loop","","lsv_talk_guts1","0","3","0.2","1009801","1","122811","0"
"1009801151","","","0","","93","","1009801","","3",""
"1009801152","","","lsv_idle_joy","0.2","3","","1009801","","122811","1"
"1009801153","0","0","10","0","12","0","1009801","0","122711","1"
"1009801154","","","lsv_talk_joy1_normal","0.2","3","","1009801","","122711","1"
"1009801155","","","0","","93","","1009801","","3",""
"1009801156","","","lsv_idle_normal_joy","0.2","3","","1009801","","122711","1"
"1009801157","","","","","101","","1009801","","1009801145",""
"1009801158","1","","1","1","6","0","1009801","0","333","1"
"1009801159","","","1","","4","","1009801","","122711",""
"1009801160","","","lsv_run","0.2","3","","1009801","","122711","1"
"1009801161","0.8","","-750","","2","","1009801","0","122711","-235"
"1009801162","","","0","","4","","1009801","","122811",""
"1009801163","","","lsv_run","0.2","3","","1009801","","122811","1"
"1009801164","0.8","","750","","2","","1009801","0","122811","-220"
"1009801165","","","0","","4","","1009801","","122911",""
"1009801166","","","lsv_run","0.2","3","","1009801","","122911","1"
"1009801167","0.8","","850","","2","","1009801","0","122911","-250"
"1009801168","","","","","93","","1009801","","0.6",""
"1009801169","1","","1","0.2","6","0","1009801","0","122711","1"
"1009801170","1","","1","0.2","6","0","1009801","0","122811","1"
"1009801171","1","","1","0.2","6","0","1009801","0","122911","1"
"1009801172","","","","","91","","1009801","","0",""
"1009802001","-650","lsv_idle_normal","122911","1.95","1","0","1009802","-235","1","102"
"1009802002","650","lsv_idle_normal","122811","1.95","1","1","1009802","-220","1","100"
"1009802003","750","lsv_idle_normal","122711","1.95","1","1","1009802","-250","1","101"
"1009802004","0","lsv_white_loop","333","1","5","0","1009802","0","1","0"
"1009802005","1","","1","0","6","0","1009802","0","333","1"
"1009802006","1","","1","0","6","0","1009802","0","122911","1"
"1009802007","1","","1","0","6","0","1009802","0","122811","1"
"1009802008","1","","1","0","6","0","1009802","0","122711","1"
"1009802009","","","0","","93","","1009802","","1",""
"1009802010","1","","1","0.8","6","0","1009802","0.4","333","1"
"1009802011","","","lsv_walk","0.2","3","","1009802","","122911","1"
"1009802012","2","","-200","","2","","1009802","0","122911","-235"
"1009802013","1","","1","0.4","6","0","1009802","1","122911","1"
"1009802014","","","lsv_walk","0.2","3","","1009802","","122811","1"
"1009802015","2","","100","","2","","1009802","0","122811","-220"
"1009802016","1","","1","0.4","6","0","1009802","1","122811","1"
"1009802017","","","lsv_walk","0.2","3","","1009802","","122711","1"
"1009802018","2","","270","","2","","1009802","0","122711","-250"
"1009802019","1","","1","0.4","6","0","1009802","1","122711","1"
"1009802020","","","0","","93","","1009802","","2",""
"1009802021","","","lsv_idle_normal","0.2","3","","1009802","","122911","1"
"1009802022","","","lsv_idle_normal","0.2","3","","1009802","","122811","1"
"1009802023","","","lsv_idle_normal","0.2","3","","1009802","","122711","1"
"1009802024","","","0","","93","","1009802","","0.6",""
"1009802025","","","lsv_talk_sad_dead","0.2","3","","1009802","","122811","1"
"1009802026","0","","vo_lsv_0221","","21","","1009802","","vo_lsv","0"
"1009802027","1","0","雖然又去了一次海邊，\n還是找不到\n小繆的家人耶。","0","11","0","1009802","1","122811","10"
"1009802028","","","","","91","","1009802","","0",""
"1009802029","","","lsv_idle_sad_talk1","0.2","3","","1009802","","122811","1"
"1009802030","","","lsv_talk_thinking_sadR","0.2","3","","1009802","","122711","1"
"1009802031","0","","vo_lsv_0222","","21","","1009802","","vo_lsv","0"
"1009802032","1","0","嗯，不僅如此，\n搞不懂的事\n又更多了呢。","0","11","0","1009802","1","122711","10"
"1009802033","","","","","91","","1009802","","0",""
"1009802034","","","lsv_idle_normal_suprise1","0.2","3","","1009802","","122711","1"
"1009802035","","","lsv_idle_normal","0.2","3","","1009802","","122811","1"
"1009802036","","","lsv_talk_normal","0.2","3","","1009802","","122911","1"
"1009802037","0","","vo_lsv_0223","","21","","1009802","","vo_lsv","0"
"1009802038","1","0","但知道小繆\n會吃什麼了呢～\n跟我們吃一樣的就行了♪","0","11","0","1009802","1","122911","10"
"1009802039","","","","","91","","1009802","","0",""
"1009802040","","","lsv_idle_normal_joyR","0.2","3","","1009802","","122911","1"
"1009802041","","","lsv_talk_normal","0.2","3","","1009802","","122711","1"
"1009802042","0","","vo_lsv_0224","","21","","1009802","","vo_lsv","0"
"1009802043","1","0","啊，確實如此。\n這件事有搞清楚\n真是太好了。","0","11","0","1009802","1","122711","10"
"1009802044","","","","","91","","1009802","","0",""
"1009802045","","","lsv_idle_normal","0.2","3","","1009802","","122711","1"
"1009802046","","","lsv_talk_surprise","0.2","3","","1009802","","122911","1"
"1009802047","0","","vo_lsv_0225","","21","","1009802","","vo_lsv","0"
"1009802048","1","0","小繆會喜歡\n哪種食物呢～？\n哥哥知道嗎？","0","11","0","1009802","1","122911","10"
"1009802049","","","","","91","","1009802","","0",""
"1009802050","","","lsv_idle_surprise_talkjoy","0.2","3","","1009802","","122911","1"
"1009802051","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122911","0"
"1009802052","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122811","0"
"1009802053","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122711","0"
"1009802054","","","0","","93","","1009802","","0.1",""
"1009802055","0.33","","-452","","2","0.2","1009802","2","122911","-235"
"1009802056","0.33","","420","","2","0.2","1009802","2","122811","-220"
"1009802057","0.33","","545","","2","0.2","1009802","2","122711","-250"
"1009802058","","","0","0.2","22","","1009802","","0","1"
"1009802059","","","1009802062","","103","","1009802","","蛋糕。","0"
"1009802060","","","1009802086","","103","","1009802","","蘋果。","0"
"1009802061","","","1009802109","","103","","1009802","","麵包。","0"
"1009802062","lsv_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122911","0"
"1009802063","lsv_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122811","0"
"1009802064","lsv_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122711","0"
"1009802065","","","0","","93","","1009802","","0.1",""
"1009802066","0.33","","-200","","2","0.2","1009802","2","122911","-235"
"1009802067","0.33","","100","","2","0.2","1009802","2","122811","-220"
"1009802068","0.33","","270","","2","0.2","1009802","2","122711","-250"
"1009802069","","","0","","93","","1009802","","0.7",""
"1009802070","","","lsv_talk_joy3","0.2","3","","1009802","","122911","1"
"1009802071","0","","vo_lsv_0226","","21","","1009802","","vo_lsv","0"
"1009802072","1","0","蛋糕很好吃嘛～\n美美也最～喜歡了♪","0","11","0","1009802","1","122911","10"
"1009802073","","","","","91","","1009802","","0",""
"1009802074","","","lsv_idle_normal_joy","0.2","3","","1009802","","122911","1"
"1009802075","","","lsv_talk_wish_joy","0.2","3","","1009802","","122811","1"
"1009802076","0","","vo_lsv_0227","","21","","1009802","","vo_lsv","0"
"1009802077","1","0","蛋糕……既然如此，\n也來調查牠喜歡哪種蛋糕吧！\n這樣一定更好！","0","11","0","1009802","1","122811","10"
"1009802078","","","","","91","","1009802","","0",""
"1009802079","","","lsv_idle_wish_joy","0.2","3","","1009802","","122811","1"
"1009802080","lsv_talk_doya_shy_loop","","lsv_talk_doya_shy","0","3","0.2","1009802","1","122711","0"
"1009802081","0","","vo_lsv_0228","","21","","1009802","","vo_lsv","0"
"1009802082","1","0","說是這麼說，其實只是\n妳自己想吃各種蛋糕吧……\n不過我也贊成♪","0","11","0","1009802","1","122711","10"
"1009802083","","","","","91","","1009802","","0",""
"1009802084","","","lsv_idle_doya","0.2","3","","1009802","","122711","1"
"1009802085","","","","","101","","1009802","","1009802133",""
"1009802086","lsv_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122911","0"
"1009802087","lsv_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122811","0"
"1009802088","lsv_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122711","0"
"1009802089","","","0","","93","","1009802","","0.1",""
"1009802090","0.33","","-200","","2","0.2","1009802","2","122911","-235"
"1009802091","0.33","","100","","2","0.2","1009802","2","122811","-220"
"1009802092","0.33","","270","","2","0.2","1009802","2","122711","-250"
"1009802093","","","0","","93","","1009802","","0.7",""
"1009802094","","","lsv_talk_thinking_joyR","0.2","3","","1009802","","122711","1"
"1009802095","0","","vo_lsv_0229","","21","","1009802","","vo_lsv","0"
"1009802096","1","0","蘋果……水果啊。\n很健康，我覺得很不錯。","0","11","0","1009802","1","122711","10"
"1009802097","","","","","91","","1009802","","0",""
"1009802098","","","lsv_idle_normal_joy","0.2","3","","1009802","","122711","1"
"1009802099","lsv_talk_guts2_joy_loop","","lsv_talk_guts2_joy","0","3","0.2","1009802","1","122911","0"
"1009802100","0","","vo_lsv_0230","","21","","1009802","","vo_lsv","0"
"1009802101","1","0","美美喜歡切成\n兔子形狀的蘋果～♪","0","11","0","1009802","1","122911","10"
"1009802102","","","","","91","","1009802","","0",""
"1009802103","","","lsv_idle_normal_joyR","0.2","3","","1009802","","122911","1"
"1009802104","lsv_talk_guts2_loop","","lsv_talk_guts2","0","3","0.2","1009802","1","122811","0"
"1009802105","0","","vo_lsv_0231","","21","","1009802","","vo_lsv","0"
"1009802106","1","0","我們也切給牠吃吧！\n雖然好像很難，\n但總會有辦法的！","0","11","0","1009802","1","122811","10"
"1009802107","","","","","91","","1009802","","0",""
"1009802108","","","","","101","","1009802","","1009802133",""
"1009802109","lsv_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122911","0"
"1009802110","lsv_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122811","0"
"1009802111","lsv_idle_normal","","lsv_choice","0","3","0.2","1009802","1","122711","0"
"1009802112","","","0","","93","","1009802","","0.1",""
"1009802113","0.33","","-200","","2","0.2","1009802","2","122911","-235"
"1009802114","0.33","","100","","2","0.2","1009802","2","122811","-220"
"1009802115","0.33","","270","","2","0.2","1009802","2","122711","-250"
"1009802116","","","0","","93","","1009802","","0.7",""
"1009802117","","","lsv_talk_normal_worry","0.2","3","","1009802","","122811","1"
"1009802118","0","","vo_lsv_0232","","21","","1009802","","vo_lsv","0"
"1009802119","1","0","麵包啊……感覺好普通喔──\n我們也每天都在吃。","0","11","0","1009802","1","122811","10"
"1009802120","","","","","91","","1009802","","0",""
"1009802121","","","lsv_idle_normal_suprise1","0.2","3","","1009802","","122811","1"
"1009802122","","","lsv_talk_normal","0.2","3","","1009802","","122711","1"
"1009802123","0","","vo_lsv_0233","","21","","1009802","","vo_lsv","0"
"1009802124","1","0","不過，如果真的討厭\n是沒辦法每天吃的。\n而且也能換換口味。","0","11","0","1009802","1","122711","10"
"1009802125","","","","","91","","1009802","","0",""
"1009802126","","","lsv_idle_normal","0.2","3","","1009802","","122711","1"
"1009802127","","","lsv_talk_wish_joy","0.2","3","","1009802","","122911","1"
"1009802128","0","","vo_lsv_0234","","21","","1009802","","vo_lsv","0"
"1009802129","1","0","如果是三明治，\n我們或許也做得出來！\n來做做看吧～♪","0","11","0","1009802","1","122911","10"
"1009802130","","","","","91","","1009802","","0",""
"1009802131","","","lsv_idle_wish_joyR","0.2","3","","1009802","","122911","1"
"1009802132","","","","","101","","1009802","","1009802133",""
"1009802133","","","","","91","","1009802","","0",""
"1009802134","","","","","102","","1009802","","",""
"1009802135","","","0.2","","22","","1009802","","0",""
"1009802136","","","","","93","","1009802","","0.2",""
"1009802137","0","0","11","0","12","0","1009802","0","122811","1"
"1009802138","lsv_surprise3_kira_loop","","lsv_surprise3_kira","0.2","3","0.2","1009802","1","122811","0"
"1009802139","","","0","","93","","1009802","","3",""
"1009802140","","","lsv_idle_normal_joy","0.2","3","","1009802","","122811","1"
"1009802141","0","0","10","0","12","0","1009802","0","122711","1"
"1009802142","","","lsv_talk_joy3_dere","0.2","3","","1009802","","122711","1"
"1009802143","","","0","","93","","1009802","","3",""
"1009802144","","","lsv_idle_normal_joy","0.2","3","","1009802","","122711","1"
"1009802145","0","0","7","0","12","0","1009802","0","122911","1"
"1009802146","","","lsv_talk_memory","0.2","3","","1009802","","122911","1"
"1009802147","","","0","","93","","1009802","","3",""
"1009802148","","","lsv_idle_normal_joyR","0.2","3","","1009802","","122911","1"
"1009802149","","","","","101","","1009802","","1009802137",""
"1009802150","1","","1","1","6","0","1009802","0","333","1"
"1009802151","","","1","","4","","1009802","","122911",""
"1009802152","","","lsv_run","0.2","3","","1009802","","122911","1"
"1009802153","0.8","","-750","","2","","1009802","0","122911","-235"
"1009802154","","","0","","4","","1009802","","122811",""
"1009802155","","","lsv_run","0.2","3","","1009802","","122811","1"
"1009802156","0.8","","750","","2","","1009802","0","122811","-220"
"1009802157","","","0","","4","","1009802","","122711",""
"1009802158","","","lsv_run","0.2","3","","1009802","","122711","1"
"1009802159","0.8","","850","","2","","1009802","0","122711","-250"
"1009802160","","","","","93","","1009802","","0.6",""
"1009802161","1","","1","0.2","6","0","1009802","0","122911","1"
"1009802162","1","","1","0.2","6","0","1009802","0","122811","1"
"1009802163","1","","1","0.2","6","0","1009802","0","122711","1"
"1009802164","","","","","91","","1009802","","0",""
"1009803001","-700","lsv_idle_normal","100411","1.95","1","0","1009803","-220","1","101"
"1009803002","-550","lsv_idle_normal","103611","1.95","1","0","1009803","-235","1","100"
"1009803003","-800","lsv_idle_normal","102011","1.95","1","0","1009803","-250","1","102"
"1009803004","0","lsv_white_loop","333","1","5","0","1009803","0","1","0"
"1009803005","1","","1","0","6","0","1009803","0","333","1"
"1009803006","110","","13","0","31","","1009803","1.3","3","-630"
"1009803007","1","","1","0","6","0","1009803","0","100411","1"
"1009803008","1","","1","0","6","0","1009803","0","103611","1"
"1009803009","1","","1","0","6","0","1009803","0","102011","1"
"1009803010","","","0","","93","","1009803","","1",""
"1009803011","1","","1","0.8","6","0","1009803","0.4","333","1"
"1009803012","","","lsv_walk_glad","0.2","3","","1009803","","100411","1"
"1009803013","2","","-100","","2","","1009803","0","100411","-220"
"1009803014","1","","1","0.4","6","0","1009803","1","100411","1"
"1009803015","","","lsv_walk_glad2","0.2","3","","1009803","","103611","1"
"1009803016","2.2","","100","","2","","1009803","0","103611","-235"
"1009803017","1","","1","0.4","6","0","1009803","1","103611","1"
"1009803018","","","lsv_walk_glad","0.2","3","","1009803","","102011","1"
"1009803019","2","","-270","","2","","1009803","0","102011","-250"
"1009803020","1","","1","0.4","6","0","1009803","1","102011","1"
"1009803021","","","1","","32","","1009803","","13",""
"1009803022","2","","-180","","33","","1009803","0","13","110"
"1009803023","","","","","93","","1009803","","2",""
"1009803024","","","0","","32","","1009803","","13",""
"1009803025","","","lsv_idle_normal","0.2","3","","1009803","","100411","1"
"1009803026","","","lsv_idle_normal","0.2","3","","1009803","","102011","1"
"1009803027","","","","","93","","1009803","","0.2",""
"1009803028","","","1","","4","","1009803","","103611",""
"1009803029","","","lsv_idle_normal","0.2","3","","1009803","","103611","1"
"1009803030","","","","","93","","1009803","","0.5",""
"1009803031","","","10","0","12","0","1009803","","100411","0.5"
