f958230ba5e82c989b314640d29e905a1a329b1837b5dc9ab34889b3f4ca0977,aeb7b05bb316e5196496e701448a97d301024cb2fdc2ed7540b25f177e2738e0,972247a432bf0dacad7b7f93644d56338094d9092e30b17894ea370806a68968,be59a5da0b75e1530701b15efdedf39539d2568a090d3dc773a6232728cf5c30,6f448ab5ed0e04eb12277f15533a782f63d771acbf3e18137f64cc1d461367ed,af11a2d1871718f6328fbec14d00c162b305c791c0e72430f3c331d4687b023a,6b964766611f1c87007a0b501707ca3f2e0dd6ed78554fdce376b24eb32a4c09,1b7e918846cc30951c16ef2beb9079b45a288324bdb536b72770044acf24c604,4d0c76d3bd04733b369496d8e56fb83269c00a2d7b14799d9b07a1c4727a057d,407170839d7610e40934d3773c186d25eecc577239ba8a890107307026e44ee3,d22f6d49d4b47dd292fe4ab261c1d9b196e20d464884af9a597c7e6d6909653e,33ad8e5401767bc2c1e9a6e40e645dc3fab821d9bcc5987d6c5213c93c292d27,6810d75d4a9b88e3cd0ebb53fb4235b998442d0a9be2e8efb63fd9f6f0826673,e0b46775ea8756993cc3933cfd33de59cbf54d1756659ac8ecd1e25506879dea,1a3a5130b88d5494b6f7f5f7185d4650ed535db04016e94dcfa90796a67360fd,09028f59081f226c92fc6340192e8ecabe0f5b808efd0b89558a29e7f024f82c,b837e05caad067609022312ef83c03f6a843688d68ae229153af13c5c2634beb,cd04bbffd505edb18a3e0abab2fa4f3ee79f5bea8350493ef9f0efc4cfec40d6,262b63f676d65d34d74216e54eb03cd34f18c97a8220560effecce3537ee9b11,45c7b74278cb3b152cf129ce616898b7b13dd01250a414399e376406eda61b06,0ecb059923e9aa033180ceee465fdbd94487dc4e1de78c401ea143c43746ae59,05b873c761d47754f09c59a4f3662c6dcaa650b46e74b1897813b625bd3a5913
"1","250","-30","1006","bgm_M64","10060101","-30","101161","-480","10","1","1","1","1","0.8","101191","0.7","-120","210","0","0","0.6"
"1","0","-30","1006","bgm_M64","10060102","0","101161","-260","10","2","1","1","2","1.2","101191","1","-100","200","0","0","0.75"
"1","100","-30","1006","bgm_M64","10060103","-10","101161","-10","0","3","1","1","3","1.1","101191","1","65","200","0","-15","0.8"
"1","0","-30","1006","bgm_M64","10060104","0","101161","190","0","4","1","1","4","1.2","101191","1","-110","200","0","0","0.8"
"1","270","-30","1006","bgm_M55","10060105","-45","101162","485","-10","5","1","1","5","1.15","101192","1","-70","280","-50","0","0.9"
"1","250","-30","1007","bgm_M64","10070101","-30","101161","-480","10","1","1","1","1","0.8","101201","0.7","-120","210","0","0","0.6"
"1","120","-30","1007","bgm_M64","10070102","0","101161","-260","10","2","1","1","2","1.2","101201","1","-120","240","0","0","0.9"
"1","100","-30","1007","bgm_M64","10070103","-10","101161","-10","0","3","1","1","3","1.1","101201","1","65","200","0","-15","0.8"
"1","100","-30","1007","bgm_M64","10070104","0","101161","190","0","4","1","1","4","1.2","101201","1","-110","200","0","0","0.9"
"1","270","-30","1007","bgm_M55","10070105","-45","101162","475","10","5","1","1","5","1.45","101202","1","-30","250","-50","-20","1"
"1","250","-30","1008","bgm_M64","10080101","-30","101161","-480","10","1","1","1","1","0.8","101291","0.7","-120","210","0","0","0.6"
"1","120","-30","1008","bgm_M64","10080102","0","101161","-260","10","2","1","1","2","1.2","101291","1","-120","240","0","0","0.9"
"1","100","-30","1008","bgm_M64","10080103","-10","101161","-40","0","3","1","1","3","1.1","101291","1","65","200","0","-15","0.8"
"1","100","-30","1008","bgm_M64","10080104","0","101161","150","0","4","1","1","4","1.3","101291","1.3","-110","200","0","0","0.9"
"1","45","-30","1008","bgm_M55","10080105","30","101162","490","30","5","1","1","5","1.45","101292","1.3","-15","230","15","-20","1.1"
"1","250","-30","1009","bgm_M64","10090101","-30","101161","-480","10","1","1","1","1","0.8","101301","0.7","-120","210","0","0","0.6"
"1","120","-30","1009","bgm_M64","10090102","0","101161","-260","10","2","1","1","2","1.2","101301","1","-120","200","0","0","0.75"
"1","100","-30","1009","bgm_M64","10090103","-10","101161","-50","0","3","1","1","3","2.3","101301","2.2","100","200","0","-15","1.55"
"1","100","-30","1009","bgm_M64","10090104","0","101161","180","0","4","1","1","4","1.3","101301","1.3","-100","200","15","0","1"
"1","200","-30","1009","bgm_M55","10090105","-30","101162","470","10","5","1","1","5","1.2","101302","1.1","-55","270","-15","-20","1"
"1","170","-30","1010","bgm_M64","10100101","-30","101161","-450","10","1","1","1","1","1","101441","0.9","-130","210","-25","0","0.575"
"1","120","-30","1010","bgm_M64","10100102","0","101161","-250","10","2","1","1","2","1.2","101441","1","-120","200","0","0","0.75"
"1","100","-30","1010","bgm_M64","10100103","-10","101161","-10","0","3","1","1","3","1.1","101441","1","50","200","0","-15","0.8"
"1","0","-30","1010","bgm_M64","10100104","0","101161","180","0","4","1","1","4","1.3","101441","1","-100","200","-30","0","0.9"
"1","200","-30","1010","bgm_M55","10100105","-30","101162","470","10","5","1","1","5","1.2","101442","1.1","-70","270","-35","-20","0.95"
"1","170","-30","1011","bgm_M64","10110101","-30","101451","-450","10","1","1","1","1","1","101451","0.9","-130","210","-25","0","0.575"
"1","120","-30","1011","bgm_M64","10110102","0","101451","-250","10","2","1","1","2","1.2","101451","1","-120","200","0","0","0.75"
"1","100","-30","1011","bgm_M64","10110103","-10","101451","-20","0","3","1","1","3","1.4","101451","1","50","200","-30","-15","0.9"
"1","100","-30","1011","bgm_M64","10110104","0","101451","200","0","4","1","1","4","0.9","101451","0.8","-100","220","20","0","0.65"
"1","200","-30","1011","bgm_M55","10110105","-50","101452","510","0","5","1","1","5","1.55","101452","1.4","-70","290","-35","0","1.25"
"1","170","-30","1012","bgm_M64","10120101","-30","101451","-450","10","1","1","1","1","1","101561","0.9","-130","210","-25","0","0.575"
"1","120","-30","1012","bgm_M64","10120102","0","101451","-240","0","2","1","1","2","1.2","101561","1","-120","240","0","0","0.9"
"1","100","-30","1012","bgm_M64","10120103","-10","101451","-30","5","3","1","1","3","0.9","101561","0.8","60","200","0","-5","0.6"
"1","100","-30","1012","bgm_M64","10120104","0","101451","180","0","4","1","1","4","1.5","101561","1.2","-100","200","-30","0","0.9"
"1","400","-30","1012","bgm_M55","10120105","-50","101452","460","0","5","1","1","5","1.55","101562","1.35","-70","290","-60","0","1.25"
"1","250","-30","1013","bgm_M64","10130101","-30","101001","-480","10","1","1","1","1","0.8","101001","0.7","-120","210","0","0","0.6"
"1","0","-30","1013","bgm_M64","10130102","0","101001","-260","10","2","1","1","2","1.2","101001","1","-120","200","0","0","0.75"
"1","100","-30","1013","bgm_M64","10130103","-10","101001","-40","0","3","1","1","3","1.1","101001","1","0","200","0","-13","0.7"
"1","0","-30","1013","bgm_M64","10130104","0","101001","240","0","4","1","1","4","1.2","101001","1","-50","200","0","0","0.7"
"1","200","-30","1013","bgm_M55","10130105","0","101011","480","0","5","1","1","5","1.3","101011","1","-40","250","0","0","1.2"
"1","170","-30","1014","bgm_M64","10140101","-30","101041","-450","10","1","1","1","1","1","101041","0.9","-130","210","-25","0","0.575"
"1","120","-30","1014","bgm_M64","10140102","0","101041","-250","10","2","1","1","2","1.2","101041","1","-120","200","0","0","0.75"
"1","100","-30","1014","bgm_M64","10140103","-10","101041","-50","0","3","1","1","3","2.3","101041","2.2","100","200","0","-15","1.55"
"1","0","-30","1014","bgm_M64","10140104","0","101041","190","0","4","1","1","4","1","101041","1","-70","200","0","0","0.7"
"1","200","-30","1014","bgm_M55","10140105","0","101042","440","0","5","1","1","5","1.8","101042","1.6","0","250","0","0","1.4"
"1","250","-30","1015","bgm_M64","10150101","-30","101161","-470","10","1","1","1","1","0.8","101041","0.7","-125","210","0","0","0.6"
"1","120","-30","1015","bgm_M64","10150102","0","101161","-210","10","2","1","1","2","1.2","101041","1","-95","200","0","0","0.75"
"1","100","-30","1015","bgm_M64","10150103","-10","101161","50","0","3","1","1","3","1.4","101041","1","-120","200","-30","-15","0.9"
"1","150","-30","1015","bgm_M64","10150104","0","101162","195","0","4","1","1","4","1","101041","1","35","200","43","0","0.7"
"1","150","-30","1015","bgm_M55","10150105","0","101161","450","0","5","1","1","5","1.8","101042","1.35","-55","210","-50","0","1.1"
"1","250","-30","1016","bgm_M64","10160101","0","101451","-480","10","1","1","1","1","0.8","101161","0.85","-120","210","0","0","0.6"
"1","0","-30","1016","bgm_M64","10160102","0","101451","-260","10","2","1","1","2","1.2","101161","1.1","-100","200","0","0","0.75"
"1","100","-30","1016","bgm_M64","10160103","-10","101451","-10","0","3","1","1","3","1.1","101161","1","65","200","0","-15","0.8"
"1","0","-30","1016","bgm_M64","10160104","0","101451","190","0","4","1","1","4","1","101161","0.85","-110","200","0","0","0.8"
"1","270","-30","1016","bgm_M55","10160105","-45","101452","485","-10","5","1","1","5","1.15","101162","1","-70","280","-50","0","0.9"
"1","250","-30","1017","bgm_M64","10170101","-30","101171","-480","10","1","1","1","1","0.8","101171","0.7","-120","210","0","0","0.6"
"1","0","-30","1017","bgm_M64","10170102","0","101171","-260","10","2","1","1","2","1","101171","0.7","-120","240","0","0","0.6"
"1","0","-30","1017","bgm_M64","10170103","-10","101171","-10","0","3","1","1","3","1.4","101171","1","65","200","-30","-15","0.9"
"1","100","-30","1017","bgm_M64","10170104","0","101171","190","0","4","1","1","4","1.3","101171","1","-110","200","-30","0","0.9"
"1","270","-30","1017","bgm_M55","10170105","0","101172","475","10","5","1","1","5","1.45","101172","1","-30","250","-50","-20","1"
"1","100","-30","1018","bgm_M64","10180101","-30","101171","-480","10","1","1","1","1","0.8","101191","0.7","-120","210","0","0","0.6"
"1","100","-30","1018","bgm_M64","10180102","0","101171","-260","10","2","1","1","2","1.2","101191","1","-100","200","0","0","0.75"
"1","100","-30","1018","bgm_M64","10180103","-10","101171","-10","5","3","1","1","3","0.9","101191","0.8","65","200","0","-5","0.6"
"1","100","-30","1018","bgm_M64","10180104","0","101171","190","0","4","1","1","4","1.2","101191","1","-110","200","0","-30","0.9"
"1","100","-30","1018","bgm_M55","10180105","-45","101172","485","-10","5","1","1","5","1.3","101192","1","-70","280","-50","0","1.1"
"1","100","-30","1019","bgm_M64","10190101","0","101161","-480","10","1","1","1","1","0.8","101201","0.85","-120","210","0","0","0.6"
"1","100","-30","1019","bgm_M64","10190102","0","101161","-260","10","2","1","1","2","1.2","101201","1.1","-120","240","0","0","0.75"
"1","100","-30","1019","bgm_M64","10190103","-10","101161","-10","0","3","1","1","3","1.1","101201","1","65","200","0","-15","0.8"
"1","100","-30","1019","bgm_M64","10190104","0","101161","190","0","4","1","1","4","1","101201","1","-110","200","43","0","0.7"
"1","100","-30","1019","bgm_M55","10190105","-45","101162","475","10","5","1","1","5","1.45","101202","1","-30","250","-50","-20","1"
"1","100","-30","1020","bgm_M64","10200101","0","101161","-480","10","1","1","1","1","0.8","101291","0.85","-120","210","0","0","0.6"
"1","100","-30","1020","bgm_M64","10200102","0","101161","-260","10","2","1","1","2","1.2","101291","1.1","-120","240","0","0","0.75"
"1","100","-30","1020","bgm_M64","10200103","-10","101161","-40","0","3","1","1","3","1.1","101291","1","65","200","0","-15","0.8"
"1","100","-30","1020","bgm_M64","10200104","0","101161","150","0","4","1","1","4","1.5","101291","1","-110","200","-30","0","0.8"
"1","100","-30","1020","bgm_M55","10200105","30","101162","490","30","5","1","1","5","1.45","101292","1","-15","230","15","-20","1.1"
"1","100","-30","1021","bgm_M64","10210101","-30","101161","-480","10","1","1","1","1","0.8","101301","0.7","-120","210","0","0","0.58"
"1","100","-30","1021","bgm_M64","10210102","0","101161","-260","10","2","1","1","2","1.2","101301","1","-120","200","0","0","0.9"
"1","100","-30","1021","bgm_M64","10210103","-10","101161","-50","-10","3","1","1","3","1.4","101301","1","100","200","-30","0","0.93"
"1","100","-30","1021","bgm_M64","10210104","0","101161","180","0","4","1","1","4","1.3","101301","1.3","-100","200","15","0","0.9"
"1","100","-30","1021","bgm_M55","10210105","-30","101162","470","10","5","1","1","5","1.2","101302","1.1","-55","270","-15","-20","1"
"1","100","-30","1022","bgm_M64","10220101","0","101161","-450","10","1","1","1","1","0.8","101441","0.85","-130","210","0","0","0.575"
"1","100","-30","1022","bgm_M64","10220102","0","101161","-250","10","2","1","1","2","1.2","101441","1.1","-120","200","0","0","0.75"
"1","100","-30","1022","bgm_M64","10220103","-10","101161","-10","0","3","1","1","3","1.2","101441","1.1","50","200","0","-15","0.8"
"1","100","-30","1022","bgm_M64","10220104","0","101161","180","0","4","1","1","4","1.3","101441","1.3","-100","200","15","0","0.9"
"1","100","-30","1022","bgm_M55","10220105","-30","101162","470","10","5","1","1","5","1.2","101442","1.1","-70","230","-35","-20","0.95"
"1","100","-30","1023","bgm_M64","10230101","-30","101451","-450","10","1","1","1","1","0.8","101451","0.7","-130","210","0","0","0.58"
"1","100","-30","1023","bgm_M64","10230102","0","101451","-250","10","2","1","1","2","1.2","101451","1","-120","200","0","0","0.9"
"1","100","-30","1023","bgm_M64","10230103","-10","101451","-20","0","3","1","1","3","1.4","101451","1","50","200","-30","-15","0.9"
"1","100","-30","1023","bgm_M64","10230104","0","101451","200","0","4","1","1","4","1","101451","0.85","-100","200","0","0","0.8"
"1","100","-30","1023","bgm_M55","10230105","-50","101452","510","0","5","1","1","5","1.55","101452","1.4","-70","290","-35","0","1.25"
"1","100","-30","1024","bgm_M64","10240101","-30","101451","-450","10","1","1","1","1","0.8","101561","0.7","-130","210","0","0","0.58"
"1","100","-30","1024","bgm_M64","10240102","0","101451","-240","0","2","1","1","2","1.2","101561","1.1","-120","240","0","0","0.75"
"1","100","-30","1024","bgm_M64","10240103","-10","101451","-30","5","3","1","1","3","1.1","101561","1","60","200","0","-5","0.65"
"1","100","-30","1024","bgm_M64","10240104","0","101451","180","0","4","1","1","4","1.2","101561","1","-100","200","0","0","0.7"
"1","400","-30","1024","bgm_M55","10240105","-50","101452","460","0","5","1","1","5","1.55","101562","1.35","-70","290","-60","0","1.25"
"1","100","-30","1025","bgm_M64","10250101","-30","101451","-480","10","1","1","1","1","0.8","101001","0.7","-120","210","0","0","0.58"
"1","100","-30","1025","bgm_M64","10250102","0","101451","-260","10","2","1","1","2","1.2","101001","1.1","-120","200","0","0","0.75"
"1","100","-30","1025","bgm_M64","10250103","-10","101451","-40","0","3","1","1","3","0.9","101001","0.8","0","200","0","-13","0.6"
"1","100","-30","1025","bgm_M64","10250104","0","101451","240","0","4","1","1","4","1.5","101001","1","-50","200","-30","0","0.8"
"1","100","-30","1025","bgm_M55","10250105","0","101452","480","0","5","1","1","5","1.3","101011","1","-40","250","0","0","1.2"
"1","170","-30","1026","bgm_M64","10260101","-30","101021","-450","10","1","1","1","1","1","101021","0.9","-130","210","-25","0","0.575"
"1","120","-30","1026","bgm_M64","10260102","0","101021","-250","10","2","1","1","2","1.2","101021","1","-120","200","0","0","0.75"
"1","100","-30","1026","bgm_M64","10260103","-10","101021","-50","0","3","1","1","3","2.3","101021","2.2","100","200","0","-15","1.55"
"1","150","-30","1026","bgm_M64","10260104","0","101021","190","0","4","1","1","4","1","101021","1","-70","200","43","0","0.7"
"1","200","-30","1026","bgm_M55","10260105","0","101031","440","0","5","1","1","5","1.8","101031","1.6","0","220","0","0","1.4"
"1","250","-30","1027","bgm_M64","10270101","-30","101161","-470","10","1","1","1","1","0.8","101041","0.7","-125","210","0","0","0.6"
"1","120","-30","1027","bgm_M64","10270102","0","101161","-210","10","2","1","1","2","1.2","101041","1","-95","200","0","0","0.75"
"1","100","-30","1027","bgm_M64","10270103","-10","101161","50","10","3","1","1","3","1.2","101041","1","-120","200","-10","-15","0.75"
"1","100","-30","1027","bgm_M64","10270104","0","101162","195","0","4","1","1","4","1.1","101041","1","35","200","20","0","0.7"
"1","150","-30","1027","bgm_M55","10270105","0","101161","450","0","5","1.3","1","5","1.8","101042","1.35","-55","210","-50","0","1.1"
"1","250","-30","1028","bgm_M64","10280101","0","101161","-480","10","1","1","1","1","0.8","101161","0.85","-120","210","0","0","0.6"
"1","0","-30","1028","bgm_M64","10280102","0","101161","-260","10","2","1","1","2","1.2","101161","1.1","-100","200","0","0","0.75"
"1","100","-30","1028","bgm_M64","10280103","-10","101161","-10","5","3","1","1","3","1.1","101161","1","65","200","0","-5","0.65"
"1","100","-30","1028","bgm_M64","10280104","0","101161","190","0","4","1","1","4","1.35","101161","1.3","-110","200","0","0","0.9"
"1","270","-30","1028","bgm_M55","10280105","-45","101162","485","-10","5","1.3","1","5","1.15","101162","1","-70","280","-50","-40","0.9"
"1","250","-30","1029","bgm_M64","10290101","-30","101171","-480","10","1","1","1","1","0.8","101171","0.7","-120","210","0","0","0.6"
"1","0","-30","1029","bgm_M64","10290102","0","101171","-260","10","2","1","1","2","1","101171","0.7","-120","240","0","0","0.6"
"1","0","-30","1029","bgm_M64","10290103","-10","101171","-10","0","3","1","1","3","1.4","101171","1","65","200","-30","-15","0.9"
"1","100","-30","1029","bgm_M64","10290104","0","101171","190","0","4","1","1","4","1.3","101171","1","-110","200","-30","0","0.9"
"1","270","-30","1029","bgm_M55","10290105","0","101172","475","10","5","1","1","5","1.45","101172","1","-30","250","-50","-20","1"
"1","100","-30","1030","bgm_M64","10300101","-30","101171","-480","10","1","1","1","1","0.8","101191","0.7","-120","210","0","0","0.6"
"1","100","-30","1030","bgm_M64","10300102","0","101171","-260","10","2","1","1","2","1.2","101191","1","-100","200","0","0","0.8"
"1","100","-30","1030","bgm_M64","10300103","-10","101171","-10","5","3","1","1","3","0.9","101191","0.8","65","200","0","-5","0.6"
"1","100","-30","1030","bgm_M64","10300104","0","101171","190","0","4","1","1","4","1.2","101191","1","-110","200","0","0","0.9"
"1.2","200","-30","1030","bgm_M55","10300105","-45","101172","485","-10","5","1","1","5","1.3","101192","1","-70","280","-50","0","1.1"
"1","100","-30","1031","bgm_M64","10310101","0","101161","-480","10","1","1","1","1","0.8","101201","0.85","-120","210","0","0","0.6"
"1","100","-30","1031","bgm_M64","10310102","0","101161","-260","10","2","1","1","2","1.2","101201","1.1","-120","240","0","0","0.75"
"1","100","-30","1031","bgm_M64","10310103","-10","101161","-10","0","3","1","1","3","1.1","101201","1","65","200","0","-15","0.8"
"1","100","-30","1031","bgm_M64","10310104","0","101161","190","0","4","1","1","4","1","101201","1","-110","200","43","0","0.7"
"1","100","-30","1031","bgm_M55","10310105","-45","101162","475","10","5","1","1","5","1.45","101202","1","-30","250","-50","-20","1"
"1","100","-30","1032","bgm_M64","10320101","0","101291","-480","10","1","1","1","1","0.8","101291","0.85","-120","210","0","0","0.6"
"1","100","-30","1032","bgm_M64","10320102","0","101291","-260","10","2","1","1","2","1.2","101291","1.1","-120","240","0","0","0.75"
"1","100","-30","1032","bgm_M64","10320103","-10","101291","-40","0","3","1","1","3","1.3","101291","1","65","200","0","-15","0.9"
"1","100","-30","1032","bgm_M64","10320104","0","101291","150","0","4","1","1","4","1.3","101291","1","-110","200","-30","0","0.8"
"1","100","-30","1032","bgm_M55","10320105","30","101292","490","30","5","1","1","5","1.45","101292","1","-15","230","15","-20","1.1"
"1","100","-30","1033","bgm_M64","10330101","-30","101301","-480","10","1","1","1","1","0.8","101301","0.7","-120","210","0","0","0.58"
"1","100","-30","1033","bgm_M64","10330102","0","101301","-260","10","2","1","1","2","1.2","101301","1","-120","200","0","0","0.9"
"1","200","-30","1033","bgm_M64","10330103","-10","101301","-50","-10","3","1","1","3","1.4","101301","1","100","200","-30","0","0.93"
"1","100","-30","1033","bgm_M64","10330104","0","101301","100","0","4","1","1","4","1.3","101301","1","-100","200","15","0","0.9"
"1","100","-30","1033","bgm_M55","10330105","-30","101302","470","10","5","1","1","5","1.2","101302","1.1","-55","270","-15","-20","1"
"1","100","-30","1034","bgm_M64","10340101","0","101161","-450","10","1","1","1","1","0.8","101441","0.85","-130","210","0","0","0.575"
"1","200","-30","1034","bgm_M64","10340102","0","101161","-250","10","2","1","1","2","1","101441","0.7","-120","200","0","0","0.75"
"1","100","-30","1034","bgm_M64","10340103","-10","101161","-10","0","3","1","1","3","1.2","101441","1.1","50","200","0","-15","0.8"
"1","150","-30","1034","bgm_M64","10340104","0","101161","180","0","4","1","1","4","1","101441","1","-100","200","43","0","0.9"
"1","100","-30","1034","bgm_M55","10340105","-30","101162","470","10","5","1","1","5","1.2","101442","1.1","-70","230","-35","-20","0.95"
"1","100","-30","1035","bgm_M64","10350101","-30","101451","-450","10","1","1","1","1","0.8","101451","0.7","-130","210","0","0","0.58"
"1","100","-30","1035","bgm_M64","10350102","0","101451","-250","10","2","1","1","2","1.2","101451","1","-120","200","0","0","0.9"
"1","100","-30","1035","bgm_M64","10350103","-10","101451","-20","0","3","1","1","3","1.4","101451","1","50","200","-30","-15","0.9"
"1","100","-30","1035","bgm_M64","10350104","0","101451","200","0","4","1","1","4","1","101451","0.85","-100","200","0","0","0.8"
"1.2","100","-30","1035","bgm_M55","10350105","-50","101452","510","0","5","1","1","5","1.55","101452","1.4","-70","290","-35","0","1.25"
"1","100","-30","1036","bgm_M64","10360101","-30","101451","-450","10","1","1","1","1","0.8","101561","0.7","-130","210","0","0","0.58"
"1","100","-30","1036","bgm_M64","10360102","0","101451","-240","0","2","1","1","2","1.2","101561","1.1","-120","240","0","0","0.75"
"1","100","-30","1036","bgm_M64","10360103","-10","101451","-30","5","3","1","1","3","1.1","101561","1","60","200","0","-5","0.65"
"1","100","-30","1036","bgm_M64","10360104","0","101451","180","0","4","1","1","4","1.2","101561","1","-100","200","0","0","1.1"
"1.4","400","-30","1036","bgm_M55","10360105","-50","101452","460","0","5","1","1","5","1.55","101562","1.35","-70","290","-60","0","1.25"
"1","100","-30","1037","bgm_M64","10370101","-30","101451","-480","10","1","1","1","1","0.8","101001","0.7","-120","210","0","0","0.58"
"1","100","-30","1037","bgm_M64","10370102","0","101451","-260","10","2","1","1","2","1.2","101001","1.1","-120","200","0","0","0.75"
"1.4","150","-30","1037","bgm_M64","10370103","-60","101451","-40","0","3","1","1","3","0.9","101001","0.55","0","200","-50","-13","0.6"
"1","100","-30","1037","bgm_M64","10370104","0","101451","240","0","4","1","1","4","1.3","101001","1","-50","200","-30","0","0.8"
"1.2","100","-30","1037","bgm_M55","10370105","0","101452","480","0","5","1","1","5","1.3","101011","1","-40","250","0","0","1.2"
"1","170","-30","1038","bgm_M64","10380101","-30","101021","-450","10","1","1","1","1","1","101021","0.9","-110","210","-25","0","0.575"
"1","120","-30","1038","bgm_M64","10380102","0","101021","-250","10","2","1","1","2","1.2","101021","1","-120","200","0","0","0.75"
"1","100","-30","1038","bgm_M64","10380103","-10","101021","-50","0","3","1","1","3","1.2","101021","1.1","100","200","0","-15","0.8"
"1","200","-30","1038","bgm_M64","10380104","0","101021","190","0","4","1","1","4","1.3","101021","1","-70","200","-30","0","0.9"
