52d5e5f29c02be478fe9372815d2635c2838eda22c30854d08a7f03d03479992,a524281bd8dc13534fe9e0741f16e3c89cb3747027d62da230a117961fe87b7b,7b6ed65dad9717f216f5a626d52ded257a01c3b9573ca3674efc6af0265b26fc,913d8c961381ce1d82eebea970dde8efc19077e02b13bce74e533977912cb611,08d622e095f52d3f653016a8665d238761e64c234c45ccd6e98bdd70ba23853a,e9e3dc360db511a9bd858151c5569c6ecfe1271b4f15d07567c03946c078c189,922a4a11a002155926dee15e767842683774118b0a98cf229acd1620e0bdf71e,7642129563231178baa55df08dee07288687fa4a586442bc95d5b7d6ebe1d1ce,fcbb530c1bdeb81ebec05435b76beaec8c51022f67ed2db4ac2200ee1e919a0f,06e83e8109ce9b74c34c6c4ed5fd959a4b1cfd669efdd89cec25651227b93ef6,176c1f5a1674e269d4e54aa1fa9a60579625253babf62490d3084585e33cc6f2,8f5cc842b59dbc64e31f55b2d89fba99df962581fcfa039613140376ca298456,8af4521bd3953577f7044fc5a5887d651122485db54dfb725103b9100db0ee1e,fab871dd7b5a2668e3b35529b32357af39c9bb16d8d0f41aa226d2b5c3c32ec7,0b2c71ce048249c78c70bb3e4c0f97edd1004b399785ace4d5dfc9bdd8a72758,d9e367e9a8d08158203b391e1d94d77fb224cd8d0d1a838b2c91d458923c773f,0ef1fdae1121e0a33c2c5bb0553b3c762fcdb881821427807d39c293554b6d6f,c6863acb87688c41666044041aee265d6e8eca668439728523d69dac03da0486,c4caf6ce6cb0ec23c3f090aa3f904450f5ad79d4c426add4cffda4472f8f5610,7b2e8e71df76032323da51b6038218456e5b0e5571475d9e9589b33f91ae6601,1c37b5b8500d31e445d5bfaa5b20ea0a44ad3be052cc133c15d6135369955c8c,0981519f70060cc62c5b3ffff41b8ff7c1167f0e797eb54f7e818337a761f031,30ff8b061d1b7617c379aad0b853a5f30ba6cbbf3bd538fbfb9be074d46a9e3d,9cf4dfa1c57ea5acf14ce3a9ea453aa26bf2feb30a08563ec197931a1d38ef88,f5194ec097589b3902458ff83b09a537ac8fed95da2284c442e9df992cf3f383,4baee33d6bb8156c73ec958c322211bf4a9dddfef694123802a843adb7e1dde9,50d6643ba2267d07da73c3bfbc96631d1026cefe4a16163af9405484c72f1623,2555b7b281117e852ec032d60028e541c2cd154d41c80d60c38bad4605ca75c6
"100303","100501","50","103401","106001","100003","90","1","100501","5","0","0","100801","100101","100501","100501","1002","100502","100501","0","129001","1002005","105401","100102","2024/12/01 16:00:00","0","105401","13"
"100202","100601","50","101101","112201","100003","90","1","100601","6","0","0","100801","100302","100601","100601","1002","100602","100601","0","129001","1002006","106601","100304","2024/12/01 16:00:00","0","106601","14"
"100202","100701","50","108901","100501","100003","90","1","100701","7","1","0","123001","100205","100701","100701","1002","100701","100702","0","103401","1002007","104501","100101","2024/12/01 16:00:00","0","104501","13"
"100303","100801","50","105501","101401","100003","90","1","100801","8","2","0","108301","100101","100801","100801","1002","100802","100801","0","123001","1002008","103401","100102","2024/12/01 16:00:00","0","103401","14"
"100202","100902","50","128801","103401","100003","90","1","100901","9","3","0","129001","100302","100902","100901","1002","100902","100902","0","100901","1002009","100901","100303","2024/12/01 16:00:00","0","108901","20"
"100302","101006","50","128801","126101","100003","90","2","101001","10","6","0","129001","100101","101006","101002","1002","101006","101006","0","123001","1002010","128801","100102","2024/12/01 16:00:00","0","100701","13"
"100202","101102","50","106601","103401","100003","90","2","101101","11","7","0","112201","100302","101102","101102","1002","101102","101105","0","102201","1002011","102201","100303","2024/12/01 16:00:00","0","105201","14"
"100202","101205","50","112201","123001","100003","90","2","101201","12","8","1","100801","100205","101206","101206","1002","101206","101202","0","129001","1002012","112201","100101","2024/12/01 16:00:00","0","129601","20"
"100302","101305","50","123301","123501","100003","90","2","101301","13","9","2","108301","100101","101305","101302","1002","101301","101304","0","101101","1002013","123301","100102","2024/12/02 16:00:00","0","100501","14"
"100203","101406","50","123001","106001","100003","90","2","101401","14","10","3","129001","100301","101401","101402","1002","101406","101406","0","118501","1002014","123001","100303","2024/12/02 16:00:00","0","101401","13"
"100202","101502","50","103401","105501","100003","90","2","101501","15","19","0","129001","100205","101502","101505","1002","101506","101506","0","130801","1002015","129001","100101","2024/12/02 16:00:00","0","120001","14"
"100305","111602","50","105301","126101","100003","90","3","111601","16","15","0","123001","100302","111606","111602","1002","111602","111606","0","105501","1002016","126101","100101","2024/12/03 16:00:00","0","103401","13"
"100203","111701","50","104901","129601","100003","90","3","111701","17","16","0","129001","100303","111706","111705","1002","111704","111706","0","110301","1002017","129601","100101","2024/12/03 16:00:00","0","120001","14"
"100203","111806","50","130901","126101","100003","90","3","111801","18","17","19","100801","100302","111806","111802","1002","111806","111802","0","129001","1002018","108901","100101","2024/12/03 16:00:00","0","108901","13"
"100203","100101","50","106401","105901","100003","90","1","100101","1","0","0","127201","100303","100101","100101","1003","100101","100101","0","106001","1003001","105801","100305","2025/01/01 16:00:00","0","105801","13"
"100203","100201","50","100301","122501","100003","90","1","100201","2","0","0","100201","100205","100201","100201","1003","100201","100201","0","122401","1003002","100101","100101","2025/01/01 16:00:00","0","100101","14"
"100304","100301","50","103101","104401","100003","90","1","100301","3","0","0","102201","100101","100301","100301","1003","100301","100301","0","100601","1003003","104401","100102","2025/01/01 16:00:00","0","100701","13"
"100202","100401","50","102701","100901","100003","90","1","100401","4","0","0","101301","100302","100401","100401","1003","100401","100401","0","105101","1003004","105601","100304","2025/01/01 16:00:00","0","105601","14"
"100303","100501","50","105301","103001","100003","90","1","100501","5","0","0","100801","100101","100501","100501","1003","100501","100501","0","105501","1003005","105301","100102","2025/01/01 16:00:00","0","104501","13"
"100202","100602","50","126901","118201","100003","90","1","100601","6","0","0","118101","100302","100602","100601","1003","100602","100602","0","131201","1003006","118201","100304","2025/01/01 16:00:00","0","123301","14"
"100202","100701","50","106601","103401","100003","90","1","100701","7","14","0","112201","100205","100701","100701","1003","100701","100701","0","102201","1003007","105201","100101","2025/01/01 16:00:00","0","105201","13"
"100303","100801","50","115001","112201","100003","90","1","100801","8","14","0","180601","100101","100801","100801","1003","100802","100801","0","123001","1003008","103401","100102","2025/01/01 16:00:00","0","103401","13"
"100202","100901","50","119201","103401","100003","90","1","100901","9","14","20","101601","100302","100901","100901","1003","100901","100901","0","105501","1003009","120001","100303","2025/01/01 16:00:00","0","120001","13"
"100302","101002","50","105301","126101","100003","90","2","101001","10","1","0","123001","100101","101006","101002","1003","101002","101006","0","105501","1003010","126101","100102","2025/01/01 16:00:00","0","103401","8"
"100202","101102","50","105501","129601","100003","90","2","101101","11","2","0","129001","100302","101106","101102","1003","101106","101106","0","123001","1003011","123001","100303","2025/01/01 16:00:00","0","108901","9"
"100202","101206","50","127901","110301","100003","90","2","101201","12","3","0","108301","100205","101204","101202","1003","101206","101204","0","131001","1003012","108301","100101","2025/01/01 16:00:00","0","100501","10"
"100302","101302","50","103401","129701","100003","90","2","101301","13","5","6","129001","100101","101306","101305","1003","101301","101306","0","101101","1003013","101101","100102","2025/01/02 16:00:00","0","120001","4"
"100203","101402","50","105401","180301","100003","90","2","101401","14","7","11","106001","100301","101405","101406","1003","101404","101401","0","110301","1003014","128801","100303","2025/01/02 16:00:00","0","128801","6"
"100202","101502","50","106601","130901","100003","90","2","101501","15","12","4","129001","100205","101506","101502","1003","101506","101506","0","126101","1003015","129001","100101","2025/01/02 16:00:00","0","105601","11"
"100302","111605","50","120001","129601","100003","90","3","111601","16","17","0","129001","100305","111606","111602","1003","111604","111606","0","110301","1003016","129601","100101","2025/01/03 16:00:00","0","108901","13"
"100203","111705","50","120001","103401","100003","90","3","111701","17","18","0","123001","100303","111702","111706","1003","111702","111706","0","100901","1003017","131101","100101","2025/01/03 16:00:00","0","131101","14"
"100203","111802","50","100501","103401","100003","90","3","111801","18","0","0","129701","100302","111802","111802","1003","111802","111806","0","105501","1003018","129701","100101","2025/01/03 16:00:00","0","108901","19"
"100203","100101","50","181201","180501","100003","90","1","100101","1","0","0","118601","100303","100101","100101","1004","100101","100101","0","180601","1004001","180401","100305","2025/02/01 16:00:00","0","180401","13"
"100203","100201","50","180301","123001","100003","90","1","100201","2","0","0","129001","100205","100201","100201","1004","100201","100201","0","180201","1004002","180101","100101","2025/02/01 16:00:00","0","180101","14"
"100304","100301","50","180801","181101","100003","90","1","100301","3","0","0","180701","100101","100301","100301","1004","100301","100301","0","181001","1004003","180901","100102","2025/02/01 16:00:00","0","180901","13"
"100202","100401","50","110301","121101","100003","90","1","100401","4","0","0","112201","100302","100401","100401","1004","100401","100401","0","101601","1004004","110301","100304","2025/02/01 16:00:00","0","103301","14"
"100303","100501","50","117301","110301","100003","90","1","100501","5","0","0","104001","100101","100501","100501","1004","100502","100501","0","106901","1004005","117301","100102","2025/02/01 16:00:00","0","105401","13"
"100202","100601","50","101801","101401","100003","90","1","100601","6","0","0","129001","100302","100601","100601","1004","100602","100602","0","123001","1004006","101401","100304","2025/02/01 16:00:00","0","103401","14"
"100202","100701","50","103001","102801","100003","90","1","100701","7","14","0","111001","100205","100701","100701","1004","100701","100701","0","102601","1004007","104901","100101","2025/02/01 16:00:00","0","104901","13"
"100303","100801","50","106601","103401","100003","90","1","100801","8","14","0","112201","100101","100801","100801","1004","100801","100801","0","102201","1004008","105201","100102","2025/02/01 16:00:00","0","105201","13"
"100202","100901","50","115001","112201","100003","90","1","100901","9","14","20","180601","100302","100901","100901","1004","100902","100901","0","123001","1004009","115001","100303","2025/02/01 16:00:00","0","103401","13"
"100302","101005","50","119201","103401","100003","90","2","101001","10","1","26","101601","100101","101002","101005","1004","101002","101001","0","105501","1004010","103401","100102","2025/02/01 16:00:00","0","120001","8"
"100202","101102","50","106601","130901","100003","90","2","101101","11","2","27","129001","100302","101106","101102","1004","101106","101106","0","126101","1004011","126101","100303","2025/02/01 16:00:00","0","105601","9"
"100202","101205","50","120001","129601","100003","90","2","101201","12","3","28","129001","100205","101206","101202","1004","101204","101206","0","110301","1004012","129601","100101","2025/02/01 16:00:00","0","108901","10"
"100302","101305","50","120001","103401","100003","90","2","101301","13","29","0","123001","100101","101302","101306","1004","101302","101306","0","105501","1004013","105501","100102","2025/02/02 16:00:00","0","131101","11"
"100203","101402","50","100501","103401","100003","90","2","101401","14","30","0","129701","100301","101402","101402","1004","101402","101406","0","105501","1004014","108901","100303","2025/02/02 16:00:00","0","108901","12"
"100202","101502","50","103401","105501","100003","90","2","101501","15","22","0","118601","100205","101502","101505","1004","101506","101506","0","123001","1004015","123001","100101","2025/02/02 16:00:00","0","120001","4"
"100302","111606","50","130901","126101","100003","90","3","111601","16","24","0","100801","100305","111606","111602","1004","111606","111602","0","129001","1004016","129001","100101","2025/02/03 16:00:00","0","100501","6"
"100203","111701","50","104901","131701","100003","90","3","111701","17","25","0","180601","100303","111706","111702","1004","111706","111705","0","123001","1004017","131701","100101","2025/02/03 16:00:00","0","108901","7"
"100203","111802","50","103401","123001","100003","90","3","111801","18","0","0","118601","100302","111806","111802","1004","111806","111806","0","129001","1004018","118601","100101","2025/02/03 16:00:00","0","100701","19"
"100203","100101","50","102001","118201","100003","90","1","100101","1","0","0","111401","100303","100101","100101","1005","100101","100101","0","126501","1005001","102101","100305","2025/03/01 16:00:00","0","102101","13"
"100203","100201","50","123301","129601","100003","90","1","100201","2","0","0","118501","100205","100201","100201","1005","100201","100201","0","107001","1005002","102301","100101","2025/03/01 16:00:00","0","102301","14"
"100304","100301","50","103701","105301","100003","90","1","100301","3","0","0","105001","100101","100301","100301","1005","100301","100301","0","101401","1005003","104301","100102","2025/03/01 16:00:00","0","104301","13"
"100202","100401","50","103001","102801","100003","90","1","100401","4","0","0","111001","100302","100401","100401","1005","100401","100401","0","102601","1005004","104901","100304","2025/03/01 16:00:00","0","104901","14"
"100303","100501","50","106601","103401","100003","90","1","100501","5","0","0","112201","100101","100501","100501","1005","100501","100501","0","102201","1005005","105201","100102","2025/03/01 16:00:00","0","105201","13"
"100202","100601","50","115001","112201","100003","90","1","100601","6","0","0","180601","100302","100601","100601","1005","100602","100601","0","123001","1005006","115001","100304","2025/03/01 16:00:00","0","103401","14"
"100202","100701","50","119201","103401","100003","90","1","100701","7","14","0","101601","100205","100701","100701","1005","100701","100701","0","105501","1005007","103401","100101","2025/03/01 16:00:00","0","120001","13"
"100303","100801","50","106601","130901","100003","90","1","100801","8","14","0","129001","100101","100802","100801","1005","100802","100802","0","126101","1005008","126101","100102","2025/03/01 16:00:00","0","105601","13"
"100202","100901","50","120001","129601","100003","90","1","100901","9","14","20","129001","100302","100902","100901","1005","100901","100902","0","110301","1005009","110301","100303","2025/03/01 16:00:00","0","108901","13"
"100302","101005","50","120001","103401","100003","90","2","101001","10","1","26","123001","100101","101002","101006","1005","101002","101006","0","105501","1005010","105501","100102","2025/03/01 16:00:00","0","131101","8"
"100202","101102","50","100501","103401","100003","90","2","101101","11","2","27","129701","100302","101102","101102","1005","101102","101106","0","105501","1005011","108901","100303","2025/03/01 16:00:00","0","108901","9"
"100202","101202","50","103401","105501","100003","90","2","101201","12","3","28","118601","100205","101202","101205","1005","101206","101206","0","123001","1005012","123001","100101","2025/03/01 16:00:00","0","120001","10"
"100302","101306","50","130901","126101","100003","90","2","101301","13","29","0","100801","100101","101306","101302","1005","101306","101302","0","129001","1005013","129001","100102","2025/03/02 16:00:00","0","100501","11"
"100203","101401","50","104901","131701","100003","90","2","101401","14","30","0","180601","100307","101406","101402","1005","101406","101405","0","123001","1005014","131701","100303","2025/03/02 16:00:00","0","108901","12"
"100202","101502","50","103401","123001","100003","90","2","101501","15","22","0","118601","100205","101506","101502","1005","101506","101506","0","129001","1005015","100701","100101","2025/03/02 16:00:00","0","100701","4"
"100302","111605","50","120001","103401","100003","90","3","111601","16","24","0","129001","100305","111602","111602","1005","111602","111606","0","104801","1005016","100501","100101","2025/03/03 16:00:00","0","100501","6"
"100203","111701","50","104901","105501","100003","90","3","111701","17","25","0","129001","100303","111702","111702","1005","111706","111706","0","129601","1005017","129601","100101","2025/03/03 16:00:00","0","108901","7"
"100203","111806","50","130901","105501","100003","90","3","111801","18","0","0","118601","100302","111802","111802","1005","111806","111806","0","123001","1005018","118601","100101","2025/03/03 16:00:00","0","100701","19"
"100203","100101","50","105901","127701","100003","90","1","100101","1","0","0","100801","100303","100101","100101","1006","100101","100101","0","104001","1006001","180801","100305","2025/04/01 16:00:00","0","180801","13"
"100203","100201","50","102501","101001","100003","90","1","100201","2","0","0","111001","100205","100201","100201","1006","100201","100201","0","100201","1006002","105401","100101","2025/04/01 16:00:00","0","105401","14"
"100304","100301","50","103401","106801","100003","90","1","100301","3","0","0","106901","100101","100301","100301","1006","100301","100301","0","105101","1006003","103301","100102","2025/04/01 16:00:00","0","103301","13"
"100202","100401","50","119201","103401","100003","90","1","100401","4","0","0","101601","100302","100401","100401","1006","100401","100401","0","105501","1006004","103401","100304","2025/04/01 16:00:00","0","120001","14"
"100303","100501","50","106601","130901","100003","90","1","100501","5","0","0","129001","100101","100502","100501","1006","100502","100502","0","126101","1006005","130901","100102","2025/04/01 16:00:00","0","105601","13"
"100202","100601","50","120001","129601","100003","90","1","100601","6","0","0","129001","100302","100602","100601","1006","100601","100602","0","110301","1006006","110301","100304","2025/04/01 16:00:00","0","108901","14"
"100202","100701","50","120001","103401","100003","90","1","100701","7","14","0","123001","100205","100701","100702","1006","100701","100702","0","105501","1006007","131101","100101","2025/04/01 16:00:00","0","131101","13"
"100303","100801","50","100501","103401","100003","90","1","100801","8","14","0","129701","100101","100801","100801","1006","100801","100802","0","105501","1006008","108901","100102","2025/04/01 16:00:00","0","108901","13"
"100202","100901","50","103401","105501","100003","90","1","100901","9","14","20","118601","100302","100901","100901","1006","100902","100902","0","123001","1006009","105501","100303","2025/04/01 16:00:00","0","120001","13"
"100302","101006","50","130901","126101","100003","90","2","101001","10","1","26","100801","100101","101006","101002","1006","101006","101002","0","129001","1006010","126101","100102","2025/04/01 16:00:00","0","100501","8"
"100202","101101","50","104901","131701","100003","90","2","101101","11","2","27","180601","100302","101106","101102","1006","101106","101105","0","123001","1006011","131701","100303","2025/04/01 16:00:00","0","108901","9"
"100202","101202","50","103401","123001","100003","90","2","101201","12","3","28","118601","100205","101206","101202","1006","101206","101206","0","129001","1006012","100701","100101","2025/04/01 16:00:00","0","100701","10"
"100302","101305","50","120001","103401","100003","90","2","101301","13","29","0","129001","100101","101302","101302","1006","101302","101306","0","104801","1006013","129001","100102","2025/04/02 16:00:00","0","100501","11"
"100203","101401","50","104901","105501","100003","90","2","101401","14","30","0","129001","100307","101402","101402","1006","101406","101406","0","129601","1006014","129601","100303","2025/04/02 16:00:00","0","108901","12"
"100202","101506","50","130901","105501","100003","90","2","101501","15","22","0","118601","100205","101502","101502","1006","101506","101506","0","123001","1006015","123001","100101","2025/04/02 16:00:00","0","100701","4"
"100302","111602","50","106601","103401","100003","90","3","111601","16","24","0","112201","100305","111602","111602","1006","111602","111605","0","102201","1006016","105201","100101","2025/04/03 16:00:00","0","105201","6"
"100203","111706","50","123001","106001","100003","90","3","111701","17","25","0","129001","100303","111701","111702","1006","111706","111706","0","118501","1006017","118501","100101","2025/04/03 16:00:00","0","101401","7"
"100203","111802","50","103401","105501","100003","90","3","111801","18","0","0","118601","100302","111802","111805","1006","111806","111806","0","129001","1006018","118601","100101","2025/04/03 16:00:00","0","120001","19"
"100203","100101","50","108901","108701","100003","90","1","100101","1","0","0","108801","100303","100101","100101","1007","100101","100101","0","115001","1007001","114701","100305","2025/06/01 16:00:00","0","114701","13"
"100203","100201","50","111801","120701","100003","90","1","100201","2","0","0","112101","100205","100201","100201","1007","100201","100201","0","112001","1007002","111901","100101","2025/06/01 16:00:00","0","111901","14"
"100304","100301","50","120901","124701","100003","90","1","100301","3","0","0","124501","100101","100301","100301","1007","100301","100301","0","124601","1007003","120801","100102","2025/06/01 16:00:00","0","120801","13"
"100202","100401","50","106601","103401","100003","90","1","100401","4","0","0","112201","100302","100401","100401","1007","100401","100401","0","102201","1007004","105201","100304","2025/06/01 16:00:00","0","105201","14"
"100303","100501","50","124501","101801","100003","90","1","100501","5","0","0","106001","100101","100501","100501","1007","100501","100501","0","123701","1007005","123701","100102","2025/06/01 16:00:00","0","110301","13"
"100202","100601","50","100501","103401","100003","90","1","100601","6","0","0","129701","100302","100601","100601","1007","100601","100602","0","105501","1007006","100501","100304","2025/06/01 16:00:00","0","108901","14"
"100202","100701","50","103401","110301","100003","90","1","100701","7","14","0","111401","100205","100701","100701","1007","100701","100701","0","101201","1007007","111401","100101","2025/06/01 16:00:00","0","104601","13"
"100303","100801","50","105401","180301","100003","90","1","100801","8","14","0","106001","100101","100801","100802","1007","100801","100801","0","110301","1007008","180301","100102","2025/06/01 16:00:00","0","128801","13"
"100202","100901","50","104901","131701","100003","90","1","100901","9","14","20","180601","100302","100902","100901","1007","100902","100901","0","123001","1007009","131701","100303","2025/06/01 16:00:00","0","108901","13"
"100302","101006","50","130901","126101","100003","90","2","101001","10","1","26","100801","100101","101005","101002","1007","101006","101002","0","129001","1007010","126101","100102","2025/06/01 16:00:00","0","100501","8"
"100202","101105","50","117301","110301","100003","90","2","101101","11","2","27","104001","100302","101104","101102","1007","101106","101102","0","106901","1007011","104001","100303","2025/06/01 16:00:00","0","105401","9"
"100202","101205","50","119201","103401","100003","90","2","101201","12","3","28","101601","100205","101202","101205","1007","101202","101201","0","105501","1007012","103401","100101","2025/06/01 16:00:00","0","120001","10"
"100302","101305","50","120001","103401","100003","90","2","101301","13","29","0","129001","100101","101302","101302","1007","101302","101306","0","104801","1007013","129001","100102","2025/06/02 16:00:00","0","100501","11"
"100203","101401","50","104901","105501","100003","90","2","101401","14","30","0","129001","100307","101402","101402","1007","101406","101406","0","129601","1007014","129601","100303","2025/06/02 16:00:00","0","108901","12"
"100202","101502","50","103401","123001","100003","90","2","101501","15","22","0","118601","100205","101506","101502","1007","101506","101506","0","129001","1007015","100701","100101","2025/06/02 16:00:00","0","100701","4"
"100302","111605","50","120001","126101","100003","90","3","121601","16","24","0","123001","100305","111605","111602","1007","111604","111606","0","110301","1007016","108901","100101","2025/06/03 16:00:00","0","108901","6"
"100203","111702","50","100501","126101","100003","90","3","121701","17","25","0","100801","100303","111705","111702","1007","111701","111702","0","101101","1007017","101101","100101","2025/06/03 16:00:00","0","100701","7"
"100203","111805","50","120001","110301","100003","90","3","121801","18","0","0","118601","100302","111804","111802","1007","111801","111806","0","101101","1007018","118601","100101","2025/06/03 16:00:00","0","108901","19"
"100203","100101","50","100301","104401","100003","90","1","100101","1","0","0","118001","100303","100101","100101","1008","100101","100101","0","101301","1008001","105801","100305","2025/07/01 16:00:00","0","105801","13"
"100203","100201","50","106401","102801","100003","90","1","100201","2","0","0","106901","100205","100201","100201","1008","100201","100201","0","130901","1008002","102701","100101","2025/07/01 16:00:00","0","102701","14"
"100304","100301","50","123301","117001","100003","90","1","100301","3","0","0","125101","100101","100301","100301","1008","100301","100301","0","104201","1008003","109601","100102","2025/07/01 16:00:00","0","109601","13"
"100202","100401","50","101401","118501","100003","90","1","100401","4","0","0","108301","100302","100402","100401","1008","100401","100401","0","101001","1008004","101001","100304","2025/07/01 16:00:00","0","126101","14"
"100303","100501","50","127901","101101","100003","90","1","100501","5","0","0","100201","100101","100501","100501","1008","100501","100501","0","101201","1008005","101201","100102","2025/07/01 16:00:00","0","108901","13"
"100202","100601","50","128501","123701","100003","90","1","100601","6","0","0","100801","100302","100601","100601","1008","100601","100601","0","127201","1008006","127201","100304","2025/07/01 16:00:00","0","101401","14"
