8ba62b48164c7f512e018f0a7b2302d75ee769a61b94e0c39dbbd52046e8aed8,c5027ef294463a3a755b37c9a6a472a40e677279d109f05379e8f11b35a1006e,e7da3e37a4e749810974688dd263e5eac61aaacb5c421cc2bde86d53d8eed903,030e22258d2bc38d1e5a00b9783ab9339394bb10474ebf1333fe815357fd19f6,9e4a506b0266e4a37daf65c48ea08320a560fead81b459f00b163fe8520c54b3,5c580288a5d4680a0dd453e96db8e43241f537ac2ec81a1148f53d663de7eeb8,64385822b15b5d18fa7107e779fb0f209f158f373258997e9e201b1967bcc457,e96ff67e03c0a9d9b588542d70dcc1db468edd7708070079a531b87026c3df6f,fbe2205b8b6baa4a1bbc768eea175bde5f866ff29e8e993d25c4b083fe3e516b,297c3533dce490fc39b3f2b5e59deb9c5d5df5b73cede0db3d2872f7d3b0cd79,9f8713a2c868d2382b0e85843f41480d87a18ec436751b559455fd2eee460cdf,22362c30c0ec57bc02adebc5bf9d57feb5c8754908461f67527f0f7a00072cb1,6d07952293f0b6ffc6868a51f9acef515ac95dcb99bbfd36b675685c62f1d39d,4f9b838949b2e14d4c1b13074bfd909ad4cd35fa490e1dfeec8b546060db9d12,0cc0c3ae143ffa549fed1180167e06238664537229b407188c0571d574b1d0c4,ad1d058850151fff88903e58c62c88d32aeb9694064fc4d761bf61ff7027517f,287758bd6da37a745bc9dc3f4142146a4536e1dfc24891835fad3469e4d8ce7c,31705338d733febad9e0e17ed3edd39a263b958997912a08f05c639b3ce44f66
"0","0","0","0","","","10","542","0","0","37","0","9419","0","0","35","4","0"
"0","0","0","0","","","11","543","0","0","37","0","9420","0","0","36","4","0"
"0","0","0","908","","","110","550","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","0","","","4","561","0","0","34","0","9421","0","0","37","4","0"
"0","0","0","0","","","5","562","0","0","31","0","9422","0","0","38","4","0"
"0","0","0","0","","","6","563","0","0","37","0","9423","0","0","39","4","0"
"0","0","0","0","","","7","564","0","0","38","0","9424","0","0","40","4","0"
"0","0","0","0","","","8","565","0","0","37","0","9425","0","0","41","4","0"
"0","0","0","0","","","9","566","0","0","37","0","9426","0","0","42","4","0"
"0","0","0","0","","","10","567","0","0","37","0","9427","0","0","43","4","0"
"0","0","0","0","","","11","568","0","0","37","0","9428","0","0","44","4","0"
"0","0","0","0","","","12","569","0","0","37","0","9429","0","0","45","4","0"
"0","0","0","0","","","13","570","0","0","37","0","9430","0","0","46","4","0"
"0","0","0","908","","","111","571","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","908","","","112","572","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","908","","","113","575","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","908","","","114","609","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","908","","","124","616","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","0","","","115","617","0","0","0","0","99634","0","0","27","0","0"
"0","0","0","0","","","116","618","0","0","0","0","99635","0","0","28","0","0"
"0","0","0","0","","","117","619","0","0","0","0","99636","0","0","29","0","0"
"0","0","0","0","","","118","620","0","0","0","0","99638","0","0","30","0","0"
"0","0","0","0","","","119","621","0","0","0","0","99639","0","0","11","4","0"
"0","0","0","0","","","120","622","0","0","0","0","99640","0","0","12","4","0"
"0","0","0","0","","","121","623","0","0","0","0","99641","0","0","13","4","0"
"0","0","0","0","","","122","624","0","0","0","0","99642","0","0","14","4","0"
"0","0","0","0","","","123","625","0","0","0","0","99643","0","0","15","4","0"
"0","0","0","908","","","125","626","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","0","","","126","627","0","0","0","0","9431","0","0","1","6","0"
"0","0","0","0","","","127","628","0","0","0","0","9431","0","0","1","6","0"
"0","0","0","0","","","128","629","0","0","0","0","99650","0","0","31","0","0"
"0","0","0","0","","","129","630","0","0","0","0","99651","0","0","32","0","0"
"0","0","0","0","","","117","631","0","0","0","0","99652","0","0","33","0","0"
"0","0","0","908","","","130","632","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","0","","","131","633","0","0","0","0","9319","0","0","1","7","0"
"0","0","0","0","","","132","634","0","0","0","0","9432","0","0","2","6","0"
"0","0","0","0","","","133","635","0","0","0","0","9432","0","0","2","6","0"
"0","0","0","0","","","117","637","0","0","0","0","99658","0","0","34","0","0"
"0","0","0","0","","","134","638","0","0","0","0","99659","0","0","35","0","0"
"0","0","0","0","","","135","639","0","0","0","0","99660","0","0","36","0","0"
"0","0","0","0","","","136","640","0","0","0","0","99661","0","0","37","0","0"
"0","0","0","908","","","137","641","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","0","","","138","642","0","0","0","0","9433","0","0","3","6","0"
"0","0","0","0","","","117","643","0","0","0","0","99669","0","0","34","0","0"
"0","0","0","0","","","134","644","0","0","0","0","99670","0","0","35","0","0"
"0","0","0","0","","","135","645","0","0","0","0","99671","0","0","36","0","0"
"0","0","0","0","","","136","646","0","0","0","0","99672","0","0","37","0","0"
"0","0","0","0","","","139","648","0","0","0","0","99674","0","0","2","6","0"
"0","0","0","908","","","140","649","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","0","","","141","650","0","0","0","0","99677","0","0","5","6","0"
"0","0","0","0","","","142","651","0","0","0","0","9435","0","0","6","6","0"
"0","0","0","0","","","143","652","0","0","0","0","9435","0","0","7","6","0"
"0","0","0","0","","","144","653","0","0","0","0","9435","0","0","8","6","0"
"0","0","0","0","","","145","654","0","0","0","0","9435","0","0","9","6","0"
"0","0","0","0","","","146","655","0","0","0","0","9435","0","0","10","6","0"
"0","0","0","908","","","147","656","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","0","","","148","657","0","0","0","0","9434","0","0","4","6","0"
"0","0","0","0","","","117","659","0","0","0","0","99687","0","0","34","0","0"
"0","0","0","0","","","134","660","0","0","0","0","99688","0","0","35","0","0"
"0","0","0","0","","","136","661","0","0","0","0","99689","0","0","37","0","0"
"0","0","0","0","","","149","662","0","0","0","0","9438","0","0","5","6","0"
"0","0","0","0","","","150","663","0","0","0","0","9434","0","0","4","6","0"
"0","0","0","908","","","151","664","0","0","0","0","9319","30","0","1","5","0"
"0","0","0","0","","","152","665","0","0","0","0","9437","0","0","6","6","0"
"0","0","0","0","","","139","666","0","0","0","0","99674","0","0","5","6","0"
"0","0","0","0","","","142","667","0","0","0","0","9435","0","0","7","6","0"
"0","0","0","0","","","143","668","0","0","0","0","9435","0","0","8","6","0"
"0","0","0","0","","","144","669","0","0","0","0","9435","0","0","9","6","0"
"0","0","0","0","","","145","670","0","0","0","0","9435","0","0","10","6","0"
"0","0","0","0","","","146","671","0","0","0","0","9435","0","0","11","6","0"
"0","0","0","0","","","153","672","0","0","0","0","9439","0","0","3","6","0"
