5852ec46449443abb61ae4344b2f218f950ffe0d0e9f31d5ae5ce1d59e6241fb,07ad5c48314a593b7b95f4d16a352f0144027b80177f5e7fa0c4b152b0ae9be6,f3e3b3160aa6588c2b7f8af09e75d9e320ec607d3443eb0fcc34ae6669da613a,260f9ce586a98ba6e7d806f4a81e43515dfd1c4183ef95a413e6d39dc5bffb6e,fadb07fccb4dacb683074f13e4dd3b73af555332d09ca69446aa2b1ff7b5614d,594de8cbcdb12f3b2482ad667f8892dec28e8d035c7cc64079fca669fb05606c,d6e8338bb9ccf645ba9a88029db5cc824e9e02baba39afd314cbf7ab6e5eab97,8aeb557e6437c3507807b0c65d4ba845f4f865f4c32b45b69571e53a1897fd75,7b24788be66b2a02cb5dfa39f8ab285e852551e9c81ddba6427cb53b01434f30,5817b26b27c2a752a783f2e228050dfe021c2958d26d786f469f1120172f67f9,d7a6e2bf459a2e3d21b33fa4a172505671b0089fe4145ba8c145a75db84c0059,8fd6703d9c4f37e93f692efd6e841542b489d1284410afc5fc99b1484d4480ce,fad8eecac9b5c9640ea6605759c16b6abc935d9392997776e91aafe0d03d0ae9,59dc76db0ab2504f968d19f416469ad995c98096146f50179c82777f6dcee7ec,5683f9b53553b4e3c0947746b069816fa7571d4ecde7f48f172de1930db6899a,d1533a8829e5d86bb28a03a41856e1e95bdaf2fdc35f9b9697aae7df8cb8368c,5db6b65bd287eb60103c7c88bf8dbf477b68fd4be6b19c07c0a4e67fa18576c2,902c0056a9072f492bd569d7f2ee9b9766d0f8d782a9d2e81731e593dc3b34ed,d27905dd806130a982c5c936df2437834c267703905d83e731178392d0bcd9f6,83f21010741770406ea2bd24f1c93da6e716dbc9de335da65b2406a97edeed38,238d8a0df6cfe4f33173bb19a04082c1534516b5fa541e667344d05637ae2880
"500","JumpBoard","NONE","1051","0","NONE","0","JumpBoard","NONE","0","NONE","JumpBoard","3000","NONE","0","2200","1300","NONE","0","0","JumpBoard"
"300","JumpBoard","NONE","1052","0","NONE","0","JumpBoard","NONE","0","NONE","SpeedTerritoryA","3500","NONE","0","2100","1200","NONE","0","0","JumpBoard"
"600","JumpOverTrap","NONE","1053","0","NONE","0","JumpOverTrap","NONE","0","TrapA","TrapA","2400","TrapA","3600","1800","1200","NONE","0","3000","JumpOverTrap"
"500","NONE","NONE","1054","0","NONE","0","NONE","NONE","0","NONE","NONE","0","NONE","0","0","0","NONE","0","0","JumpBoard"
"300","JumpBoard","NONE","1055","0","NONE","0","JumpBoard","NONE","0","NONE","EnemyB","3500","NONE","0","2100","1200","NONE","0","0","JumpBoard"
"600","JumpOverTrap","NONE","1056","0","NONE","0","JumpOverTrap","NONE","0","TrapA","JumpOverTrap","2400","JumpOverTrap","3600","1800","1200","NONE","0","3000","JumpOverTrap"
"500","JumpBoard","NONE","1057","0","NONE","0","JumpBoard","NONE","0","NONE","NONE","0","NONE","0","2500","1500","NONE","0","0","JumpBoard"
"300","JumpBoard","NONE","1058","0","NONE","0","JumpBoard","NONE","0","NONE","EnemyD","3500","NONE","0","2100","1200","NONE","0","0","JumpBoard"
"600","JumpOverTrap","NONE","1059","0","NONE","0","JumpOverTrap","NONE","0","TrapA","JumpOverTrap","2400","TrapA","3600","1800","1200","NONE","0","3000","JumpOverTrap"
"1300","NONE","NONE","1060","0","NONE","0","JumpBoard","NONE","0","NONE","NONE","0","NONE","0","0","2500","NONE","0","0","JumpBoard"
"300","JumpBoard","NONE","1061","0","NONE","0","JumpBoard","NONE","0","NONE","JumpOverEnemyB","3500","NONE","0","2100","1200","NONE","0","0","JumpBoard"
"500","AccelBoardA","NONE","1062","0","NONE","0","TrapA","NONE","0","NONE","JumpOverTrap","2600","JumpOverTrap","0","1800","1200","NONE","0","3300","EnemyH"
"700","AccelBoardA","NONE","1063","0","NONE","0","SpeedTerritoryB","NONE","0","NONE","NONE","0","NONE","0","3300","2300","NONE","0","0","JumpBoard"
"600","StoneFlyingItem","NONE","1064","0","StoneFlyingItem","0","Onigiri","NONE","3200","EnemyI","EnemyB","2000","StoneFlyingItem","2800","1600","1200","NONE","0","2400","SpeedTerritoryB"
"400","Onigiri","EnemyI","1065","3200","StoneFlyingItem","0","TrapA","EnemyI","2800","EnemyA","EnemyB","1600","StoneFlyingItem","2400","1200","800","NONE","3600","2000","EnemyH"
"400","EnemyI","NONE","1066","3600","EnemyI","0","EnemyA_NoColl","EnemyI","3200","EnemyD","Onigiri","2000","EnemyB","2800","1600","800","NONE","0","2400","JumpBoard"
"400","AccelBoardA","NONE","1067","0","EnemyA","0","AccelBoardA","NONE","3600","EnemyB","SpeedTerritoryA","2400","Onigiri","3200","1800","1100","NONE","0","2800","AccelBoardA"
"300","WholeCake","NONE","1068","0","NONE","0","WholeCake","NONE","0","NONE","Onigiri","2700","NONE","0","2000","1300","NONE","0","0","WholeCake"
"300","WholeCake","NONE","1069","0","NONE","0","WholeCake","NONE","0","NONE","WholeCake","3200","NONE","0","2200","1200","NONE","0","0","WholeCake"
"300","WholeCake","NONE","1070","0","NONE","0","WholeCake","NONE","0","NONE","Onigiri","2550","NONE","0","1850","1150","NONE","0","0","WholeCake"
"300","WholeCake","NONE","1071","0","NONE","0","WholeCake","NONE","0","NONE","Onigiri","2400","NONE","0","1700","1000","NONE","0","0","WholeCake"
"400","EnemyA","NONE","1072","0","NONE","0","SpeedTerritoryB","NONE","0","NONE","WholeCake","1600","NONE","0","1200","800","NONE","0","0","TrapA"
"400","EnemyC","NONE","1073","0","NONE","0","SpeedTerritoryB","NONE","0","NONE","Balloon","1600","NONE","0","1200","800","NONE","0","0","TrapA"
"400","EnemyD","NONE","1074","0","NONE","0","SpeedTerritoryB","NONE","0","NONE","JumpBoard","1600","NONE","0","1200","800","NONE","0","0","TrapA"
"400","EnemyH","NONE","1075","0","NONE","0","SpeedTerritoryB","NONE","0","NONE","Onigiri","1600","NONE","0","1200","800","NONE","0","0","TrapA"
"400","EnemyB","NONE","1076","0","EnemyI","0","JumpOverEnemyC","NONE","3600","StoneFlyingItem","Onigiri","1800","EnemyB","3000","1200","800","NONE","0","2400","EnemyH"
"400","SpeedTerritoryA","NONE","1077","0","EnemyI","0","WholeCake","NONE","3600","EnemyB","Onigiri","2000","EnemyD","3200","1600","800","NONE","0","2600","SpeedTerritoryA"
"400","EnemyC","NONE","1078","0","NONE","0","StoneFlyingItem","NONE","3600","EnemyI","EnemyI","2000","JumpOverTrap","3600","1600","800","NONE","0","2800","Surf"
"400","TrapA","NONE","1079","0","EnemyC","0","JumpOverTrap","NONE","2800","StoneFlyingItem","Surf","1600","StoneFlyingItem","2400","1200","800","NONE","0","2000","TrapA"
"400","TrapA_NoCall","EnemyC","1080","2800","EnemyC","0","EnemyA_NoColl","StoneFlyingItem","2400","Surf","EnemyC","1300","EnemyD","2000","1000","700","NONE","3200","1600","JumpBoard"
"400","StoneFlyingItem","NONE","1081","0","JumpOverTrap","0","Surf","NONE","3600","TrapA","EnemyC","1600","EnemyC","2800","1200","800","NONE","0","2000","EnemyA"
"400","TrapA","NONE","1082","0","JumpOverTrap","0","StoneFlyingItem","NONE","3600","EnemyC","SurfB","2000","EnemyC","3200","1600","800","NONE","0","2400","SurfB"
"400","StoneFlyingItem","NONE","1083","3400","StoneFlyingItem","0","SurfB","EnemyI","3000","EnemyD","EnemyC","1800","Surf","2600","1100","800","NONE","0","2000","SpeedTerritoryA"
"300","StoneFlyingItem","NONE","1084","0","EnemyD","0","EnemyB","NONE","3600","EnemyI","EnemyD","1800","SurfB","2800","1500","800","NONE","0","2500","Surf"
"300","JumpOverTrap","NONE","1085","0","EnemyD","0","EnemyB","NONE","3600","EnemyI","EnemyD","1800","SurfB","2800","1500","800","NONE","0","2500","SurfB"
"300","StoneFlyingItem","NONE","1086","0","JumpOverTrap","0","EnemyB","NONE","3600","EnemyI","EnemyD","1800","SurfB","2800","1500","800","NONE","0","2500","Surf"
"300","StoneFlyingItem","NONE","1087","0","TrapA","0","EnemyB","NONE","3600","EnemyI","EnemyD","1800","SurfB","2800","1500","800","NONE","0","2500","Surf"
"400","NONE","NONE","1088","0","NONE","0","NONE","NONE","0","NONE","NONE","0","NONE","0","0","0","NONE","0","0","Carpet500"
"500","TrapA","NONE","1089","0","JumpOverEnemyA","0","EnemyC","NONE","3500","JumpOverTrap","JumpOverTrap","2100","AccelBoardA","3000","1500","1000","NONE","0","2600","EnemyA"
"400","JumpOverEnemyA","NONE","1090","0","TrapA","0","SpeedTerritoryA","NONE","3300","EnemyD","AccelBoardA","1900","EnemyC","2800","1500","900","NONE","0","2300","TrapA"
"500","EnemyA","NONE","1091","0","NONE","0","TrapA","NONE","0","NONE","EnemyC","2700","EnemyA","0","2200","1500","NONE","0","3200","WholeCake"
"600","TrapA","NONE","1092","0","NONE","0","EnemyA","NONE","0","TrapA","JumpOverEnemyA","2200","SpeedTerritoryA","3300","1700","1100","NONE","0","2600","JumpOverTrap"
"500","StoneFlyingItem","NONE","1093","0","NONE","0","EnemyB","NONE","0","EnemyD","Onigiri","2600","EnemyI","3400","1500","900","NONE","0","3000","Surf"
"400","Onigiri","NONE","1094","0","NONE","0","JumpOverTrap","NONE","0","EnemyD","EnemyB","2000","EnemyI","3400","1300","800","NONE","0","2700","EnemyD"
"500","SpeedTerritoryA","NONE","1095","0","NONE","0","WholeCake","NONE","0","StoneFlyingItem","Onigiri","2300","EnemyD","3300","1900","1000","NONE","0","2800","TrapA"
"400","EnemyC","NONE","1096","0","NONE","0","JumpBoard","NONE","0","EnemyD","Onigiri","2500","StoneFlyingItem","3500","1800","900","NONE","0","3000","JumpOverEnemyA"
"400","AccelBoardA","NONE","1097","0","EnemyA","0","SpeedTerritoryA","NONE","3400","EnemyC","EnemyD","1900","AccelBoardA","3000","1400","800","NONE","0","2200","EnemyA"
"500","EnemyC","NONE","1098","0","TrapA","0","AccelBoardA","NONE","3300","EnemyC","TrapA","1900","EnemyD","3000","1500","900","NONE","0","2400","TrapA"
"400","EnemyD","NONE","1099","0","NONE","0","TrapA","NONE","0","EnemyC","AccelBoardA","1900","EnemyA","3000","1400","800","NONE","0","2500","EnemyC"
"500","AccelBoardA","NONE","1100","0","EnemyC","0","TrapA","NONE","3400","TrapA","SpeedTerritoryA","1900","EnemyH","3000","1300","900","NONE","0","2300","EnemyA"
"600","SpeedTerritoryA","NONE","1101","0","NONE","0","TrapA","NONE","0","TrapA","EnemyC","2100","EnemyC","3300","1600","1000","NONE","0","2700","EnemyA"
"500","AccelBoardA","NONE","1102","3400","EnemyA","0","EnemyA","EnemyC","3000","TrapA","EnemyC","1900","EnemyD","2700","1500","900","NONE","0","2300","TrapA"
"600","TrapA","NONE","1103","0","EnemyD","0","EnemyD","NONE","3600","SpeedTerritoryA","SpeedTerritoryA","1900","EnemyC","3300","1500","1100","NONE","0","2800","EnemyC"
"600","TrapA","NONE","1104","3300","SpeedTerritoryA","0","EnemyH","EnemyD","2900","EnemyA","EnemyA","1800","AccelBoardA","2600","1400","1000","NONE","0","2200","TrapA"
"500","EnemyD","NONE","1105","3500","EnemyH","0","JumpOverEnemyD","EnemyA","3100","JumpOverEnemyC","EnemyA","1900","EnemyH","2800","1500","1000","NONE","0","2400","JumpOverEnemyA"
"500","JumpOverEnemyB","NONE","1106","0","EnemyD","0","EnemyA","NONE","3500","EnemyH","EnemyH","2000","JumpOverEnemyB","3100","1500","900","NONE","0","2500","JumpOverEnemyC"
"600","JumpOverEnemyC","NONE","1107","0","NONE","0","JumpOverEnemyC","NONE","0","JumpOverEnemyB","JumpOverEnemyA","2300","EnemyA","3400","1800","1200","NONE","0","2800","EnemyA"
"500","JumpOverEnemyA","NONE","1108","0","NONE","0","EnemyH","NONE","0","EnemyC","JumpOverEnemyC","2400","EnemyA","3500","1700","1000","NONE","0","2900","JumpOverEnemyB"
"700","EnemyC","NONE","8001","0","NONE","0","StoneFlyingItem","NONE","0","NONE","EnemyI","2000","EnemyI","0","1300","1000","NONE","0","3000","SurfC"
"700","EnemyB","NONE","8002","0","NONE","0","EnemyA","NONE","0","NONE","EnemyA","2000","EnemyI","0","1300","1000","NONE","0","3000","SurfC"
"300","JumpOverEnemyA","NONE","8003","3100","SpeedTerritoryB","0","EnemyA","AccelBoardA","2800","SpeedTerritoryA","TrapA","1900","JumpOverTrap","2500","1600","1300","NONE","0","2200","SurfB"
"300","EnemyA_NoColl","NONE","8004","0","NONE","0","JumpBoard","NONE","0","WholeCake","SpeedTerritoryA_NoColl","1800","WarpGateA","3200","1600","1300","NONE","0","2200","SurfB"
"300","EnemyA_NoColl","NONE","8005","0","NONE","0","Balloon","NONE","0","NONE","SpeedTerritoryA_NoColl","2400","NONE","0","2000","1300","NONE","0","0","SurfB"
"0","JumpOverEnemyA","SurfB","8006","2100","SpeedTerritoryB","0","EnemyA","AccelBoardA","1800","SpeedTerritoryA","TrapA","900","JumpOverTrap","1500","600","300","NONE","3000","1200","NONE"
"0","EnemyA_NoColl","NONE","8007","0","SurfB","0","JumpBoard","NONE","3000","WholeCake","SpeedTerritoryA_NoColl","800","WarpGateA","2200","600","300","NONE","0","1200","NONE"
"0","EnemyA_NoColl","NONE","8008","0","NONE","0","Balloon","NONE","0","NONE","SpeedTerritoryA_NoColl","1300","SurfB","0","1000","300","NONE","0","3000","NONE"
"0","NONE","NONE","8009","0","NONE","0","NONE","NONE","0","NONE","NONE","1300","NONE","0","1000","300","NONE","0","3000","NONE"
"500","WarpGateA","NONE","9990","0","NONE","0","AccelBoardA","NONE","0","NONE","JumpBoard","3100","NONE","0","2000","1000","NONE","0","0","AccelBoardA"
"500","TrapA","NONE","9991","0","NONE","0","TrapA","NONE","0","NONE","JumpOverEnemyB","2000","EnemyB","3000","1300","800","NONE","0","2500","AccelBoardA"
"500","JumpOverEnemyB","NONE","9992","0","NONE","0","EnemyD","NONE","0","TrapA","EnemyB","2100","AccelBoardA","3300","1400","1100","NONE","0","2800","AccelBoardA"
"500","EnemyA","NONE","9993","0","EnemyA","0","JumpOverEnemyA","NONE","3600","EnemyA","AccelBoardA","2500","EnemyC","3300","2000","1200","NONE","0","3000","AccelBoardA"
"300","AccelBoardA","NONE","9994","0","NONE","0","AccelBoardA","NONE","0","AccelBoardA","AccelBoardA","2000","AccelBoardA","3000","1500","1000","NONE","0","2500","WholeCake"
"500","JumpOverTrap","NONE","9995","0","NONE","0","EnemyB","NONE","0","JumpOverEnemyA","SpeedTerritoryA","1700","JumpOverTrap","3000","1400","900","NONE","0","2600","JumpOverEnemyA"
"400","AccelBoardA","NONE","9996","0","NONE","0","WarpGateA","NONE","0","NONE","AccelBoardA","2700","NONE","0","1900","700","NONE","0","0","JumpOverEnemyB"
"400","EnemyA","NONE","9997","0","NONE","0","StoneFlyingItem","NONE","0","NONE","StoneFlyingItem","2700","StoneFlyingItem","0","1900","700","NONE","0","3600","Onigiri"
