dfe8f0668c7173a5957b6388f2b2be974619e6383d83a9700ffffb277d307be7,dc68ddb1a0c8bd28c12390996e94810b949eec647714e8421b4bdad1a438b101,a258811f438e16a3a4a94f7db57c00a27b8405192a61b99ad7716afe1351474d,47681e6cc5e1c142d06a30ccb4fc21d3301d8532a008dd1e28387394acd7eb09,1e65ad258172d33bb2f734782763afe981962ae64424bab343b24ec87ed25bf2,fcdf8a005aef3e480f43d13fecf9ac8dde0e88e6e80cc7859e9cbb9adec20dbc,dc80425cf7b5eb275adb3926b88592b2704c4d3eb6b4e56e1dd17966bc11ee16,a6d97e2b0c52f6ebcb7373737c1afe4aa8c78abe7edd3ded18c6f5cb2a172fb4,fc56b0e299efcf6281def00e46a7d9276d56f4593ff459d6c24e6f2978cb4d5a,c25e280d65faae17d70de50dcd55246bdd68f3c5cf7148f7fda83171d1842d3e,51c0a9994c6d66a4d9de3378aa926878190cfadd67ef9d4d54b2ebed6b8be2c2,29a1692ef51abeb1231fd96a61e877f2571c5d5bd2caaf21b5e86ce9066e5688,a5da6181a09bb6928545bcd80feec508ec09ca0f5d751fca1dca6679ed154165,f024843087134cc13db56b3c3f0425d07a9bde2bb3d04e6aaad019675df17408,288a3c97797ab110619024eeff6aa2f47fc38a8fe92442a1a322037234d1d7cb,bbf3ddadd9d6a9c114a1075c8a265f96108dd6919d4bf0e7052c5dd4e7b864dd,6fa03caf1fcb965a45e0b80a2d5fd6c5023271a92d78bb5b81a49aa554187bfb,a423f8df6d4bf8c9d23af483864f2101f299a8f66b96a499f77715711f0f9c51,f5cdf4f3c746091f8a4e8c227a266465e58e920927217d574a77dbfb06f6672c,fc58651752369fea2dd231b1c6d03646375523f05d32e2c5b10747a6dbf27744,073f56a1de201d66e3dc9f512f66464e67f5d26062f5f11b1dd6ccf91885ee15,5ce1bd642370da0832ea50ae39a387d44c1fa69b569f79737c2207ac774d9de0
"94002","3","91002","30301","0","0","303","1","601","10130301","120000","12","9016","1","0","101","通過前篇Boss戰（SPECIAL）","3","30","8","6116","2025/06/01 16:00:00"
"0","3","91002","30401","0","0","304","1","601","10130401","0","0","9015","1","0","101","挑戰次數5次以內通過前篇Boss戰（SPECIAL）","5","100","8","6116","2025/06/01 16:00:00"
"0","3","94002","30501","0","0","305","1","601","10130501","0","0","9026","1","0","101","通過前篇Boss戰（SPECIAL+）的MODE1","1","500000","12","6117","2025/06/01 16:00:00"
"0","3","94002","30601","0","0","306","1","601","10130601","0","0","9026","1","0","101","通過前篇Boss戰（SPECIAL+）的MODE2","2","500000","12","6117","2025/06/01 16:00:00"
"94002","3","140001","30701","0","0","307","1","601","10130701","1000000","12","9027","1","0","101","挑戰次數5次以內通過前篇Boss戰（SPECIAL+）","5","20","4","6117","2025/06/01 16:00:00"
"62001","3","91002","30801","0","0","308","1","601","10130801","200","2","9029","1","0","101","通過後篇Boss戰（SPECIAL）的MODE1","1","30","8","6116","2025/06/07 16:00:00"
"62001","3","91002","30901","0","0","309","1","601","10130901","200","2","9029","1","0","101","通過後篇Boss戰（SPECIAL）的MODE2","2","30","8","6116","2025/06/07 16:00:00"
"94002","3","91002","31001","0","0","310","1","601","10131001","120000","12","9029","1","0","101","通過後篇Boss戰（SPECIAL）","3","30","8","6116","2025/06/07 16:00:00"
"0","3","91002","31101","0","0","311","1","601","10131101","0","0","9030","1","0","101","挑戰次數5次以內通過後篇Boss戰（SPECIAL）","5","100","8","6116","2025/06/07 16:00:00"
"0","3","94002","31201","0","0","312","1","601","10131201","0","0","9031","1","0","101","通過後篇Boss戰（SPECIAL+）的MODE1","1","500000","12","6117","2025/06/07 16:00:00"
"0","3","94002","31301","0","0","313","1","601","10131301","0","0","9031","1","0","101","通過後篇Boss戰（SPECIAL+）的MODE2","2","500000","12","6117","2025/06/07 16:00:00"
"94002","3","140001","31401","0","0","314","1","601","10131401","1000000","12","9032","1","0","101","挑戰次數5次以內通過後篇Boss戰（SPECIAL+）","5","20","4","6117","2025/06/07 16:00:00"
"0","1","62001","10101","0","0","101","1","601","10210101","0","0","9004","1","0","102","完成1次活動冒險","0","10","2","6114","2025/07/01 16:00:00"
"94002","2","62001","20101","0","0","201","1","601","10220101","100000","12","9002","2","0","102","閱覽活動劇情序幕","1","50","2","6113","2025/07/01 16:00:00"
"94002","2","62001","20102","0","0","201","1","601","10220102","100000","12","9002","2","0","102","閱覽活動劇情 第1話","2","50","2","6113","2025/07/01 16:00:00"
"94002","2","62001","20103","0","0","201","1","601","10220103","100000","12","9002","2","0","102","閱覽活動劇情 第2話","3","50","2","6113","2025/07/01 16:00:00"
"94002","2","62001","20104","0","0","201","1","601","10220104","100000","12","9002","2","0","102","閱覽活動劇情 第3話","4","50","2","6113","2025/07/01 16:00:00"
"94002","2","62001","20105","0","0","201","1","601","10220105","100000","12","9002","2","0","102","閱覽活動劇情 第4話","5","50","2","6113","2025/07/01 16:00:00"
"94002","2","62001","20106","0","0","201","1","601","10220106","100000","12","9002","2","0","102","閱覽活動劇情 第5話","6","50","2","6113","2025/07/01 16:00:00"
"94002","2","62001","20107","0","0","201","1","601","10220107","100000","12","9002","2","0","102","閱覽活動劇情 第6話","7","50","2","6113","2025/07/01 16:00:00"
"94002","2","62001","20108","0","0","201","1","601","10220108","100000","12","9002","2","0","102","閱覽活動劇情終幕","8","50","2","6113","2025/07/01 16:00:00"
"22002","2","91002","20201","0","0","202","1","601","10220201","1","2","9003","1","0","102","完成活動冒險 N-1","1","30","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20202","0","0","202","1","601","10220202","1","2","9003","1","0","102","完成活動冒險 N-2","2","30","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20203","0","0","202","1","601","10220203","1","2","9003","1","0","102","完成活動冒險 N-3","3","30","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20204","0","0","202","1","601","10220204","1","2","9003","1","0","102","完成活動冒險 N-4","4","30","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20205","0","0","202","1","601","10220205","1","2","9003","1","0","102","完成活動冒險 N-5","5","30","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20206","0","0","202","1","601","10220206","1","2","9003","1","0","102","完成活動冒險 N-6","6","30","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20207","0","0","202","1","601","10220207","1","2","9003","1","0","102","完成活動冒險 N-7","7","30","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20208","0","0","202","1","601","10220208","1","2","9003","1","0","102","完成活動冒險 N-8","8","30","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20209","0","0","202","1","601","10220209","1","2","9003","1","0","102","完成活動冒險 N-9","9","30","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20210","0","0","202","1","601","10220210","1","2","9003","1","0","102","完成活動冒險 N-10","10","30","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20211","0","0","202","1","601","10220211","3","2","9003","1","0","102","完成活動冒險 H-1","11","60","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20212","0","0","202","1","601","10220212","3","2","9003","1","0","102","完成活動冒險 H-2","12","60","8","6114","2025/07/01 16:00:00"
"22002","2","91002","20213","0","0","202","1","601","10220213","3","2","9003","1","0","102","完成活動冒險 H-3","13","60","8","6114","2025/07/01 16:00:00"
"90005","2","91002","20301","94002","750000","203","1","601","10220301","10","2","9019","1","12","102","通過Boss戰（SCENARIO）","1","50","8","6115","2025/07/01 16:00:00"
"62001","3","91002","30101","0","0","301","1","601","10230101","200","2","9016","1","0","102","通過Boss戰（SPECIAL）的MODE1","1","30","8","6116","2025/07/01 16:00:00"
"62001","3","91002","30201","0","0","302","1","601","10230201","200","2","9016","1","0","102","通過Boss戰（SPECIAL）的MODE2","2","30","8","6116","2025/07/01 16:00:00"
"94002","3","91002","30301","0","0","303","1","601","10230301","120000","12","9016","1","0","102","通過Boss戰（SPECIAL）","3","30","8","6116","2025/07/01 16:00:00"
"0","3","91002","30401","0","0","304","1","601","10230401","0","0","9015","1","0","102","挑戰次數5次以內通過Boss戰（SPECIAL）","5","100","8","6116","2025/07/01 16:00:00"
"0","3","94002","30501","0","0","305","1","601","10230501","0","0","9026","1","0","102","通過Boss戰（SPECIAL+）的MODE1","1","500000","12","6117","2025/07/01 16:00:00"
"0","3","94002","30601","0","0","306","1","601","10230601","0","0","9026","1","0","102","通過Boss戰（SPECIAL+）的MODE2","2","500000","12","6117","2025/07/01 16:00:00"
"94002","3","140001","30701","0","0","307","1","601","10230701","1000000","12","9027","1","0","102","挑戰次數5次以內通過Boss戰（SPECIAL+）","5","20","4","6117","2025/07/01 16:00:00"
"0","1","62001","10101","0","0","101","1","601","10310101","0","0","9004","1","0","103","完成1次活動冒險","0","10","2","6114","2026/03/01 16:00:00"
"94002","2","62001","20101","0","0","201","1","601","10320101","100000","12","9002","2","0","103","閱覽活動劇情序幕","1","50","2","6113","2026/03/01 16:00:00"
"94002","2","62001","20102","0","0","201","1","601","10320102","100000","12","9002","2","0","103","閱覽活動劇情 第1話","2","50","2","6113","2026/03/01 16:00:00"
"94002","2","62001","20103","0","0","201","1","601","10320103","100000","12","9002","2","0","103","閱覽活動劇情 第2話","3","50","2","6113","2026/03/01 16:00:00"
"94002","2","62001","20104","0","0","201","1","601","10320104","100000","12","9002","2","0","103","閱覽活動劇情 第3話","4","50","2","6113","2026/03/01 16:00:00"
"94002","2","62001","20105","0","0","201","1","601","10320105","100000","12","9002","2","0","103","閱覽活動劇情 第4話","5","50","2","6113","2026/03/01 16:00:00"
"94002","2","62001","20106","0","0","201","1","601","10320106","100000","12","9002","2","0","103","閱覽活動劇情 第5話","6","50","2","6113","2026/03/01 16:00:00"
"94002","2","62001","20107","0","0","201","1","601","10320107","100000","12","9002","2","0","103","在活動劇情 第6話找出真兇吧","7","50","2","6113","2026/03/01 16:00:00"
"94002","2","62001","20108","0","0","201","1","601","10320108","100000","12","9002","2","0","103","閱覽活動劇情終幕","8","50","2","6113","2026/03/01 16:00:00"
"22002","2","91002","20201","0","0","202","1","601","10320201","1","2","9003","1","0","103","完成活動冒險 N-1","1","30","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20202","0","0","202","1","601","10320202","1","2","9003","1","0","103","完成活動冒險 N-2","2","30","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20203","0","0","202","1","601","10320203","1","2","9003","1","0","103","完成活動冒險 N-3","3","30","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20204","0","0","202","1","601","10320204","1","2","9003","1","0","103","完成活動冒險 N-4","4","30","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20205","0","0","202","1","601","10320205","1","2","9003","1","0","103","完成活動冒險 N-5","5","30","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20206","0","0","202","1","601","10320206","1","2","9003","1","0","103","完成活動冒險 N-6","6","30","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20207","0","0","202","1","601","10320207","1","2","9003","1","0","103","完成活動冒險 N-7","7","30","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20208","0","0","202","1","601","10320208","1","2","9003","1","0","103","完成活動冒險 N-8","8","30","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20209","0","0","202","1","601","10320209","1","2","9003","1","0","103","完成活動冒險 N-9","9","30","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20210","0","0","202","1","601","10320210","1","2","9003","1","0","103","完成活動冒險 N-10","10","30","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20211","0","0","202","1","601","10320211","3","2","9003","1","0","103","完成活動冒險 H-1","11","60","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20212","0","0","202","1","601","10320212","3","2","9003","1","0","103","完成活動冒險 H-2","12","60","8","6114","2026/03/01 16:00:00"
"22002","2","91002","20213","0","0","202","1","601","10320213","3","2","9003","1","0","103","完成活動冒險 H-3","13","60","8","6114","2026/03/01 16:00:00"
"90005","2","91002","20301","94002","750000","203","1","601","10320301","10","2","9019","1","12","103","通過Boss戰（SCENARIO）","1","50","8","6115","2026/03/01 16:00:00"
"62001","3","91002","30101","0","0","301","1","601","10330101","200","2","9016","1","0","103","通過Boss戰（SPECIAL）的MODE1","1","30","8","6116","2026/03/01 16:00:00"
"62001","3","91002","30201","0","0","302","1","601","10330201","200","2","9016","1","0","103","通過Boss戰（SPECIAL）的MODE2","2","30","8","6116","2026/03/01 16:00:00"
"94002","3","91002","30301","0","0","303","1","601","10330301","120000","12","9016","1","0","103","通過Boss戰（SPECIAL）","3","30","8","6116","2026/03/01 16:00:00"
"0","3","91002","30401","0","0","304","1","601","10330401","0","0","9015","1","0","103","挑戰次數5次以內通過Boss戰（SPECIAL）","5","100","8","6116","2026/03/01 16:00:00"
"0","3","94002","30501","0","0","305","1","601","10330501","0","0","9026","1","0","103","通過Boss戰（SPECIAL+）的MODE1","1","500000","12","6117","2026/03/01 16:00:00"
"0","3","94002","30601","0","0","306","1","601","10330601","0","0","9026","1","0","103","通過Boss戰（SPECIAL+）的MODE2","2","500000","12","6117","2026/03/01 16:00:00"
"94002","3","140001","30701","0","0","307","1","601","10330701","1000000","12","9027","1","0","103","挑戰次數5次以內通過Boss戰（SPECIAL+）","5","20","4","6117","2026/03/01 16:00:00"
