877e79579aac6864ff9f299ec147ef921c9c60f8e5d58d5ee0891f6641e75b97,9a35832ceca482664eb5a7c2e71f855af42ea252c502dbefc7db0f8cf05a57d8,106a2b509fbb53764d96d296426863887915091bbfa829cf9acd92f15e8ad21d,fa8d0659110dc76c96fb8a70ee17ccaa5d0222eaa67d72ce40449ec0493dcf41,a6d30bb98947424f9d91365b369e87dd7ddbc0e3fba2826f5ee1ef639544e7c6,ab7893805170b75138aaa3a717ba77a2d44b0fa1f3e68aba4df68f8626bab26a,352a5a5e49807d3a4888084ae1cb8975ea4640ea59048cf0c1418dec5ee6868a,88276706121b7c3da5d5e6390190f76a595b016ef9c0431b46e26f700029dc29,4c5ab2d0e50455e7a12223c633526af9661df1603217d23f724686061d56583f,46be23eb81e70bf8d04bbe5c90a3a41ef10ec5b83804a8ab888002b4927aba32,e96c1dd83c4ba865a35effb4f4886a984dbc37faeb4b1bc0124c40bfe8c6827a,e3f82abc6920c3db0d45f9f4a98b27f7e4eaaeed80828666ad82783a76de38d3,a18e141d4aef3e0b59ad429975c3a1a876255ac70ffb64f28cdb36f693fcd4aa,1ca777b76bd40607fdf42a512c1ae6c79f1cfcf1d697c58828025b367b7f3099,03518614e2b10434568fcd55c35fcb5b343d42d618e9ef186989b2be7db6ed18,47bd21a926965c7a51afccf532e782ef41d3b630ca6bf6bb3880b5312123065c
"0","90006","0","0","2","1002108","0","1","0","40","0","22002","0","2","0","0"
"0","90006","0","0","2","1002109","0","1","0","40","0","22002","0","2","0","0"
"0","90006","0","0","2","1002110","0","1","0","40","0","22003","0","2","0","0"
"2","91002","0","0","8","1003101","22002","40","0","40","1","90006","0","2","0","0"
"2","91002","0","0","8","1003102","22002","50","0","60","2","90006","0","2","0","0"
"2","91002","0","0","8","1003103","22002","60","0","80","3","90006","0","2","0","0"
"2","91002","0","0","8","1003104","22002","80","0","100","4","90006","0","2","0","0"
"2","91002","0","0","8","1003105","22003","150","0","200","2","90006","0","2","0","0"
"0","90006","0","0","2","1003106","0","1","0","40","0","22002","0","2","0","0"
"0","90006","0","0","2","1003107","0","1","0","40","0","22002","0","2","0","0"
"0","90006","0","0","2","1003108","0","1","0","40","0","22002","0","2","0","0"
"0","90006","0","0","2","1003109","0","1","0","40","0","22002","0","2","0","0"
"0","90006","0","0","2","1003110","0","1","0","40","0","22003","0","2","0","0"
"2","91002","0","0","8","1004101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1004102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1004103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1004104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1004105","31018","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1004106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1004107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1004108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1004109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1004110","31018","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1004111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1004112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1004113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1004114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1004115","31018","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1004116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1005101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1005102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1005103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1005104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1005105","31042","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1005106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1005107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1005108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1005109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1005110","31042","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1005111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1005112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1005113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1005114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1005115","31042","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1005116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1006101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1006102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1006103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1006104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1006105","31025","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1006106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1006107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1006108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1006109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1006110","31025","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1006111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1006112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1006113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1006114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1006115","31025","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1006116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1007101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1007102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1007103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1007104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1007105","31018","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1007106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1007107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1007108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1007109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1007110","31018","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1007111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1007112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1007113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1007114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1007115","31018","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1007116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1008101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1008102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1008103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1008104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1008105","31042","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1008106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1008107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1008108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1008109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1008110","31042","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1008111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1008112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1008113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1008114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1008115","31042","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1008116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1009101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1009102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1009103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1009104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1009105","31043","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1009106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1009107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1009108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1009109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1009110","31043","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1009111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1009112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1009113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1009114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1009115","31043","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1009116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1010101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1010102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1010103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1010104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1010105","31022","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1010106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1010107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1010108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1010109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1010110","31022","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1010111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1010112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1010113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1010114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1010115","31022","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1010116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1011101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1011102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1011103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1011104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1011105","31025","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1011106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1011107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1011108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1011109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1011110","31025","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1011111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1011112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1011113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1011114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1011115","31025","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1011116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1012101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1012102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1012103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1012104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1012105","31018","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1012106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1012107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1012108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1012109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1012110","31018","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1012111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1012112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1012113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1012114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1012115","31018","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1012116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1013101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1013102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1013103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1013104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1013105","31042","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1013106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1013107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1013108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1013109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1013110","31042","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1013111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1013112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1013113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1013114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1013115","31042","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1013116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1014101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1014102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1014103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1014104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1014105","31043","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1014106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1014107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1014108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1014109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1014110","31043","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1014111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1014112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1014113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1014114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1014115","31043","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1014116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1015101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1015102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1015103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1015104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1015105","31025","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1015106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1015107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1015108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1015109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1015110","31025","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1015111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1015112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1015113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1015114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1015115","31025","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1015116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1016101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1016102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1016103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1016104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1016105","31022","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1016106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1016107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1016108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1016109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1016110","31022","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1016111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1016112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1016113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1016114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1016115","31022","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1016116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1017101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1017102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1017103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1017104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1017105","31018","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1017106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1017107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1017108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1017109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1017110","31018","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1017111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1017112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1017113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1017114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1017115","31018","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1017116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1018101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1018102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1018103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1018104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1018105","31042","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1018106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1018107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1018108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1018109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1018110","31042","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1018111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1018112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1018113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1018114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1018115","31042","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1018116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1019101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1019102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1019103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1019104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1019105","31043","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1019106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1019107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1019108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1019109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1019110","31043","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1019111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1019112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1019113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1019114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1019115","31043","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1019116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1020101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1020102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1020103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1020104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1020105","31025","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1020106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1020107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1020108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1020109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1020110","31025","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1020111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1020112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1020113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1020114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1020115","31025","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1020116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1021101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1021102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1021103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1021104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1021105","31022","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1021106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1021107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1021108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1021109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1021110","31022","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1021111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1021112","0","40","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1021113","0","50","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1021114","0","60","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1021115","31022","100","0","80","1","90006","0","2","0","0"
"0","94002","0","0","12","1021116","0","0","0","25000","0","0","0","0","0","0"
"2","91002","0","0","8","1022101","0","20","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1022102","0","30","0","50","0","90006","0","2","0","0"
"2","91002","0","0","8","1022103","0","40","0","75","0","90006","0","2","0","0"
"2","91002","0","0","8","1022104","0","50","0","100","0","90006","0","2","0","0"
"2","91002","0","0","8","1022105","31018","100","0","150","2","90006","0","2","0","0"
"2","91002","0","0","8","1022106","0","20","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1022107","0","30","0","25","0","90006","0","2","0","0"
"2","91002","0","0","8","1022108","0","40","0","30","0","90006","0","2","0","0"
"2","91002","0","0","8","1022109","0","50","0","40","0","90006","0","2","0","0"
"2","91002","0","0","8","1022110","31018","100","0","80","1","90006","0","2","0","0"
"2","91002","0","0","8","1022111","0","30","0","20","0","90006","0","2","0","0"
"2","91002","0","0","8","1022112","0","40","0","25","0","90006","0","2","0","0"
