73d59e8a9a57721534a7c7f4d0978c0a086bcd52302f10374cfbc641b2b0bda2,3649ca918e42c4ae1bef0fdfd9b80965928642fa9c21e30f733fcaa9a1a9fab2,74c4db20e06c8b550540e5751d83798bfa2fe318f2bd737af9a28e61b5c69845,0ad406ee9bcb0b741aea8b7c207473b7c5c353afb8920d5d00e9a9aa3f1969bb,77910ce48ca489351c84c1380632a022cec6f83105da845aad2a8f8f51fa22ed,c3614c7d58f84c961e9096e36a092ec2fb4ca1ea7443c7ca93a8332a29f8f2ac,e8752ba0adbd15be11779338371d3118f21980b6af998edae78a2e6c34210201,f5d32d1faf11494b6fc6c14487cf04e700abd462f5e6143d85731fa62d4f460a,353c678a6bcf4e2084560abac90afde4b7cfd2b19ffd98245533691355001bb2,e2df6bef4f79bb5a5a5853cae06740a54afbbaf7226f77fc0afa3f89758a8f24,63037f6dd9f4115f686db980f1b51a62104a74ae86bee576de5c505df748cd76,7d063a1d7d062c58df2986b7b928275f5da452e72522213629c1c22377a8e938,617e1107da5669a8b47a8dc919d7fc4e2e420f72748ad8c4dcb2784b86f72f6e,e3ba251e69f324772bfbec927559c82e25035bed9270eced55620f7f6f4a1604,c480cfe0fe9ce6d1476b128fdb2aaa50c75f771f709db0f2264fc962db6b8b00
"1","在這裡好像可以用取得的道具\n來製作專用裝備呢\n如果收集到了道具\n就立刻來試做吧！","0","21001","0","21","2019/03/06 16:00:00","1","2030/12/17 14:59:59","106001","凱留","0","0","1","-363"
"1","攻略時有可能\n獲得稀有的道具喔\n有了這類道具\n好像可以用來製作專用裝備。","0","21002","0","21","2019/03/06 16:00:00","1","2030/12/17 14:59:59","105901","可可蘿","0","0","1","-363"
"2","想要專用裝備的話\n就挑戰這個冒險吧\n靠著收集到的素材\n變得更強更強吧","0","21003","0","21","2015/12/17 15:00:00","1","2030/12/17 14:59:59","106401","雪菲","0","2104010","1","-363"
"1","好像可以獲得\n製作專用裝備的必要道具\n多多收集、\n越裝就會越強大！","0","21004","0","21","2019/03/06 16:00:00","1","2030/12/17 14:59:59","105801","貪吃佩可","0","0","1","-363"
"1","投票請到這邊。\n請為你支持的女孩\n投下你心意滿滿的\n一票吧！","0","22001","0","22","2019/07/24 16:00:00","1","2030/12/17 14:59:59","190801","花凜","0","0","1","-430"
"1","歡迎！\n你喜愛的女孩\n是哪一位呢？\n請幫她加油吧！","0","22002","0","22","2019/07/24 16:00:00","2","2030/12/17 14:59:59","190801","花凜","0","0","1","-430"
"1","謝謝你們\n踴躍的投票。\n請大家耐心等候，\n敬請期待結果發表喔！","0","23001","0","23","2019/07/24 16:00:00","3","2030/12/17 14:59:59","190801","花凜","0","0","1","-430"
"1","目前正在統計\n人氣投票結果。\n在結果統計完畢之前\n請再稍候一下喔。","0","23002","0","23","2019/07/24 16:00:00","4","2030/12/17 14:59:59","190801","花凜","0","0","1","-430"
"1","有大人您幫忙製作的\n巧克力蛋糕。\n一定會很美味的。","8","24001","4.08","24","2019/07/01 16:00:00","1","2030/12/17 14:59:59","109001","惠理子（情人節）","10011","0","2","-385"
"1","這種失誤絕對不是\n大人您會犯的。\n再挑戰一次看看吧。","8","24002","5","24","2019/07/01 16:00:00","2","2030/12/17 14:59:59","109001","惠理子（情人節）","10011","0","2","-385"
"1","原本要為了大人您而製作的蛋糕，\n結果卻讓您來幫忙……。\n事情竟然變成這樣……嘻嘻嘻嘻。","8","24003","10.11","24","2019/07/01 16:00:00","3","2030/12/17 14:59:59","109001","惠理子（情人節）","10011","0","2","-385"
"1","您不需要太過煩惱。\n今後我會花費許多時間\n來教導您的。","8","24004","4","24","2019/07/01 16:00:00","4","2030/12/17 14:59:59","109001","惠理子（情人節）","10011","0","2","-385"
"1","您這次的狀態不太好……嗎？\n如果是大人您幫忙做的話，\n不論是什麼我都……嘻嘻嘻嘻。","8","24005","6","24","2019/07/01 16:00:00","5","2030/12/17 14:59:59","109001","惠理子（情人節）","10011","0","2","-385"
"1","大人您親自製作的巧克力蛋糕\n對我來說是寶物……\n膽敢取笑你的人是不會有活路的。","0","24006","0","24","2019/07/01 16:00:00","6","2030/12/17 14:59:59","109002","惠理子（情人節）","10011","0","1","0"
"1","這賣相做得實在太完美了！\n做出了非常符合\n大人您氣質的巧克力蛋糕。","0","24007","0","24","2019/07/01 16:00:00","7","2030/12/17 14:59:59","109002","惠理子（情人節）","10011","0","1","0"
"1","幫忙了我的大人您\n已然是我的俘虜了……\n讓我來邀請您蒞臨這甜蜜的世界。","0","24008","0","24","2019/07/01 16:00:00","8","2030/12/17 14:59:59","109002","惠理子（情人節）","10011","0","1","0"
"1","您的愛情我確實地收下了。\n這是……我們第一次的\n共同作業呢……嘻嘻嘻嘻。","0","24009","0","24","2019/07/01 16:00:00","9","2030/12/17 14:59:59","109002","惠理子（情人節）","10011","0","1","0"
"1","這是世界第一的巧克力蛋糕。\n因為這是大人您\n拿出看家本領製作的嘛。","0","24010","0","24","2019/07/01 16:00:00","10","2030/12/17 14:59:59","109002","惠理子（情人節）","10011","0","1","0"
"1","做得不太好覺得很可惜嗎？\n不過，弟弟的心意讓我很開心呢。\n姐姐會一直陪在你身邊的♪","8","24011","2.12","24","2019/07/01 16:00:00","1","2030/12/17 14:59:59","109101","靜流（情人節）","10011","0","2","-385"
"5","嗯，弟弟難得的\n緊張了吧？\n要再挑戰一次看看嗎？","8","24012","4.19","24","2019/07/01 16:00:00","2","2030/12/17 14:59:59","109101","靜流（情人節）","10011","0","2","-385"
"2","你幫了姐姐的忙，\n做得很棒喔！\n啊，還不可以偷吃啦！","8","24013","2.3","24","2019/07/01 16:00:00","3","2030/12/17 14:59:59","109101","靜流（情人節）","10011","0","4","-385"
"1","你看你看！\n海綿蛋糕的顏色烤得很美喔。\n不愧是弟弟呢！","0","24014","0","24","2019/07/01 16:00:00","4","2030/12/17 14:59:59","109102","靜流（情人節）","10011","0","1","0"
"5","好啦好啦，不要沮喪了。\n外觀上……是蠻有個性的，\n不過味道絕對會好吃的！","8","24015","5.23","24","2019/07/01 16:00:00","5","2030/12/17 14:59:59","109101","靜流（情人節）","10011","0","2","-385"
"1","像弟弟一樣可愛\n的蛋糕出爐囉！\n很想快點吃看看吧♪","0","24016","0","24","2019/07/01 16:00:00","6","2030/12/17 14:59:59","109102","靜流（情人節）","10011","0","1","0"
"1","哎呀呀？弟弟，你的手指上\n沾到巧克力囉？\n姐姐來幫你舔乾淨唷，啊呣！","8","24017","5.01","24","2019/07/01 16:00:00","7","2030/12/17 14:59:59","109101","靜流（情人節）","10011","0","2","-385"
"1","做得還挺不錯的嘛？\n不過弟弟還能做得更好！\n姐姐很相信你唷。","0","24018","0","24","2019/07/01 16:00:00","8","2030/12/17 14:59:59","109102","靜流（情人節）","10011","0","1","0"
"1","哇～做得好像非常的美味呢！\n因為弟弟做的很熟練了，\n姐姐能放心交給你製作了呢！","0","24019","0","24","2019/07/01 16:00:00","9","2030/12/17 14:59:59","109102","靜流（情人節）","10011","0","1","0"
"1","呀～是弟弟幫忙做的\n巧克力蛋糕！\n做的看起來非常美味呢♪","0","24020","0","24","2019/07/01 16:00:00","10","2030/12/17 14:59:59","109102","靜流（情人節）","10011","0","1","0"
"2","往前面走好像是個神聖的地方\n那裡究竟沉睡著怎麼樣的寶藏，\n真期待接下來的探索♪","0","26001","0","26","2015/12/17 15:00:00","1","2030/12/17 14:59:59","106401","雪菲","0","2104010","1","-363"
"1","往前面走\n好像是個神聖的地方。\n究竟能獲得怎樣的寶藏， \n真令人期待呢！","0","26002","0","26","2015/12/17 15:00:00","1","2030/12/17 14:59:59","105801","貪吃佩可","0","0","1","-363"
"1","前面好像是個神聖的地方。\n雖然能獲得稀有的寶物，\n不過要是不小心一點，\n可能會受到慘痛的教訓喔。","0","26003","0","26","2015/12/17 15:00:00","1","2030/12/17 14:59:59","106001","凱留","0","0","1","-363"
"1","往前面走\n是個神聖的地方。\n繃緊神經\n調查寶藏進行探索吧！","0","26004","0","26","2015/12/17 15:00:00","1","2030/12/17 14:59:59","105901","可可蘿","0","0","1","-363"
"2","在這裡好像沉睡著道具，\n能夠讓人得到更強大的力量……\n大家是這麼說的。呵呵，\n那就來挑戰看看吧","0","27001","0","27","2015/12/17 15:00:00","1","2030/12/17 14:59:59","106401","雪菲","0","2104010","1","-363"
"1","在這裡好像沉睡著道具，\n能夠讓人得到\n更強大的力量！　要從哪裡開始挑戰，\n真令人苦惱呢！","0","27002","0","27","2015/12/17 15:00:00","1","2030/12/17 14:59:59","105801","貪吃佩可","0","0","1","-363"
"1","在這裡好像沉睡著道具，\n能夠讓人得到更強大的力量！\n不斷地去挑戰，\n一起變強大吧！","0","27003","0","27","2015/12/17 15:00:00","1","2030/12/17 14:59:59","106001","凱留","0","0","1","-363"
"1","在這裡好像沉睡著道具，\n似乎能夠讓人得到\n更強大的力量。主人，您要從哪裡\n開始挑戰呢？","0","27004","0","27","2015/12/17 15:00:00","1","2030/12/17 14:59:59","105901","可可蘿","0","0","1","-363"
"1","歡迎！\n公會管理協會\n會幫助大家\n讓大家有美好的邂逅！","0","28001","0","28","2019/12/12 16:00:00","1","2030/12/17 14:59:59","190801","花凜","0","0","1","-363"
"1","這裡是公會管理協會。\n關於朋友，\n請從這裡確認。","0","28002","0","28","2019/12/12 16:00:00","2","2030/12/17 14:59:59","190801","花凜","0","0","1","-363"
"1","這裡是\n您的朋友。\n請和他們\n建立美好的關係吧！","0","29001","0","29","2019/12/12 16:00:00","3","2030/12/17 14:59:59","190801","花凜","0","0","1","-409"
"1","這裡的一覽表\n可以確認\n朋友的個人頁面喔。","0","29002","0","29","2019/12/12 16:00:00","4","2030/12/17 14:59:59","190801","花凜","0","0","1","-409"
"1","朋友管理\n請至這裡查看。\n敬請期待\n和新朋友的邂逅吧！","0","30001","0","30","2019/12/12 16:00:00","5","2030/12/17 14:59:59","190801","花凜","0","0","1","-409"
"1","可以進行朋友申請\n和接受朋友申請囉。\n希望您能獲得不錯的交流！","0","30002","0","30","2019/12/12 16:00:00","6","2030/12/17 14:59:59","190801","花凜","0","0","1","-409"
"1","進行好友對戰，\n來比一比戰力吧\n，可以測試一下實力呢，\n請多加油！","0","31001","0","31","2020/02/18 16:00:00","7","2030/12/17 14:59:59","190801","花凜","0","0","1","-409"
"1","和你所關注的好友隊伍\n對戰看看吧！\n究竟誰會獲得勝利，\n我也很期待呢。","0","31002","0","31","2020/02/18 16:00:00","8","2030/12/17 14:59:59","190801","花凜","0","0","1","-409"
"1","我們特別為各位\n新手朋友準備了\n特別的任務！\n請務必挑戰看看！","0","32001","0","32","2020/04/22 05:00:00","1","2020/05/15 04:59:59","190801","花凜","0","0","1","-409"
"1","正在舉辦\n期間限定活動！\n一起來\n挑戰任務吧！","0","32002","0","32","2020/04/22 05:00:00","2","2020/05/15 04:59:59","190801","花凜","0","0","1","-409"
"1","成為好友，\n一起支援新手吧！\n有很厲害的獎勵等著你哦！","0","33001","0","33","2020/04/22 05:00:00","3","2020/05/15 04:59:59","190801","花凜","0","0","1","-409"
"1","正在舉辦\n期間限定活動！\n一起來\n挑戰任務吧！","0","33002","0","33","2020/04/22 05:00:00","4","2020/05/15 04:59:59","190801","花凜","0","0","1","-409"
"1","辛苦了！\n可以從這裡\n領取任務獎勵哦！","0","34001","0","34","2020/04/22 05:00:00","5","2020/05/21 04:59:59","190801","花凜","0","0","1","-409"
"1","從這裡領取\n任務獎勵！\n領取獎勵時，\n請注意不要遺漏了！","0","34002","0","34","2020/04/22 05:00:00","6","2020/05/21 04:59:59","190801","花凜","0","0","1","-409"
"1","享受過去的\n劇情活動吧！\n如果有尚未遊玩過的活動，\n就一起玩玩看吧♪","0","38001","5.3","38","2020/06/18 16:00:00","1","2030/12/17 14:59:59","105801","貪吃佩可","0","0","2","-458"
"1","好像還能獲得\n能讓至今活動中登場的\n限定角色成為夥伴的\n記憶碎片哦。太讚了吧☆","0","38002","6.5","38","2020/06/18 16:00:00","2","2030/12/17 14:59:59","105801","貪吃佩可","0","0","2","-458"
"3","","9999","39005","0","39","2023/04/01","0","2023/04/08 23:59:59","105801","貪吃佩可","0","0","3","9999"
"1","可以回顧到目前為止\n出現過的問題。\n複習很重要喔♪","0","40001","0","40","2015/12/17 15:00:00","2","2030/12/17 14:59:59","190801","花凜","0","0","1","-430"
"1","聽說可以在這裡\n試試身手哦。\n正好可以用來\n測試自己的實力呢。","0","41001","0","41","2015/12/17 15:00:00","1","2030/12/17 14:59:59","106401","雪菲","0","2104010","1","-363"
"1","在這裡試試身手吧！\n火力全開，\n好好加油喔～！","0","41002","0","41","2015/12/17 15:00:00","1","2030/12/17 14:59:59","105801","貪吃佩可","0","0","1","-363"
"1","可以在這裡\n試試身手的樣子呢。\n試一下也無妨吧。","0","41003","0","41","2015/12/17 15:00:00","1","2030/12/17 14:59:59","106001","凱留","0","0","1","-363"
"1","好像可以試試身手。\n在這裡反覆練習，\n在實戰中靈活運用吧。","0","41004","0","41","2015/12/17 15:00:00","1","2030/12/17 14:59:59","105901","可可蘿","0","0","1","-363"
"1","據說根據訓練的成果，\n可以獲得對應的獎勵。\n我們一起努力吧。","0","42001","0","42","2015/12/17 15:00:00","1","2030/12/17 14:59:59","105901","可可蘿","0","0","1","-416.5"
"1","只要達成目標，\n就能獲得獎勵的樣子。\n值得努力挑戰看看呢。","0","42002","0","42","2015/12/17 15:00:00","1","2030/12/17 14:59:59","106401","雪菲","0","2104010","1","-416.5"
"1","努力通過測試的話，\n可以獲得獎勵喔！\n快來挑戰看看吧☆","0","42003","0","42","2015/12/17 15:00:00","1","2030/12/17 14:59:59","105801","貪吃佩可","0","0","1","-416.5"
"1","聽說完成任務的話，\n會有獎勵的樣子喔。\n我們一起試試看吧！","0","42004","0","42","2015/12/17 15:00:00","1","2030/12/17 14:59:59","106001","凱留","0","0","1","-416.5"
"1","接下來可以\n挑戰競技場喔！\n仔細編組隊伍，\n挑戰敵人吧！","0","43001","0","43","2015/12/17 15:00:00","1","2030/12/17 14:59:59","105801","貪吃佩可","0","0","1","-363"
"1","接下來可以\n挑戰競技場。\n編組出有主人風格的隊伍，\n挑戰敵人吧。","0","43002","0","43","2015/12/17 15:00:00","1","2030/12/17 14:59:59","105901","可可蘿","0","0","1","-363"
"1","接下來可以\n挑戰競技場哦！\n好好思考如何編組隊伍，\n挑戰敵人吧！","0","43003","0","43","2015/12/17 15:00:00","1","2030/12/17 14:59:59","106001","凱留","0","0","1","-363"
"1","完成任務就可以獲得獎勵喔。\n請盡情完成任務，\n賣力進行強化♪","0","43004","0","44","2015/12/17 15:00:00","1","2030/12/17 14:59:59","123001","愛梅斯","0","0","1","-416.5"
"1","現在可不是發呆的時候啊。\n請快點去完成任務，\n領取獎勵！","0","43005","0","44","2015/12/17 15:00:00","2","2030/12/17 14:59:59","123001","愛梅斯","0","0","1","-416.5"
"1","你等一下，不是有獎勵\n可以領取嗎！\n別忘了確認啊。\n這可是與愛梅斯大人的約定喔？","0","43006","5.79","45","2015/12/17 15:00:00","3","2030/12/17 14:59:59","123001","愛梅斯","0","0","2","-416.5"
"1","好了，辛苦了。\n在這裡可以使用\n專精券，取得\n專精強化素材。","0","46001","0","46","2015/12/17 15:00:00","1","2030/12/17 14:59:59","123001","愛梅斯","0","0","1","-371.5"
"2","我是有人喊我就會飛奔而來的姐姐喔♪\n無論是在火中、水中、迷宮中，\n我都會支持弟弟\n攻略這座地下城♪","0","47001","0","47","2015/12/17 15:00:00","1","2030/12/17 14:59:59","104901","靜流","0","0","2","-416.5"
"1","真的是好不可思議的地方呢～\n我來幫哥哥施魔法，\n讓哥哥能努力去冒險。\n加油加油，大、哥、哥♪","0","47002","9.32","47","2015/12/17 15:00:00","1","2030/12/17 14:59:59","101101","璃乃","0","0","2","-416.5"
"2","","0","48001","0","48","2015/12/17 15:00:00","0","2030/12/17 14:59:59","104901","靜流","0","0","2","-470"
"2","","0","48002","0","48","2015/12/17 15:00:00","0","2030/12/17 14:59:59","101101","璃乃","0","0","2","-470"
