d5c3a526196fbee83f562ed65aa5362162fad1f2089d8007d827b0fd1285a2e6,43acae5b45341a92e170134b4991d569ccd93f58f372b490ca7e86e90cf2add3,67fc41aa7c2d77b0b976ecb2ca1581e51b0ce54684b0b022e4044386c263f25b,82970d28409cd39975c794257be1e1888b141170ff0dab346a9d517cf584e5cf,9342219a9c6d8037e9ed20a332b4ec4bbe8114f24f7afee50e4c78eb9587d71a,11c42ba8e34920dcd4b1bc19ad9a7099707848500e73ac080c55c9d9be5e4438,a84af554da806b4978ccbb62fda6da12e22e772bf9bd785ab5b679c8b7e4f0b1,cda6dbda66062f7305152a0a6651454a4ff7ebc14e198926f08d1cdc100b0a8b,558a1e67063f8c17762ced7dce5d8892a9acae5bb32fa54d407b5a684ac34ee2,fed9a3f10a0bdb0ec5e8e48f2a40694c8d22087dd4e9f17b6863d5bfc24ff516
"14500000","0","0","4301","25101","4311","0","3","2","0"
"15000000","0","0","4401","25101","4411","0","3","2","0"
"15000000","0","0","4501","25101","4511","0","3","2","0"
"15000000","0","0","4601","25101","4611","0","3","2","0"
"15500000","0","0","4701","25101","4711","0","3","2","0"
"15500000","0","0","4801","25101","4811","0","3","2","0"
"15500000","0","0","4901","25101","4911","0","3","2","0"
"16000000","0","0","5001","25101","5011","0","3","2","0"
"16000000","0","0","5101","25101","5111","0","3","2","0"
"16000000","0","0","5201","25101","5211","0","3","2","0"
"16500000","0","0","5301","25101","5311","0","3","2","0"
"16500000","0","5412","5401","25101","5411","0","3","2","0"
"16500000","0","0","5501","25101","5511","0","3","2","0"
"17000000","0","0","5601","25101","5611","0","3","2","0"
"17000000","0","0","5701","25101","5711","0","3","2","0"
"17000000","0","0","5801","25101","5811","0","3","2","0"
"17500000","0","0","5901","25101","5911","0","3","2","0"
"17500000","0","0","6001","25101","6011","0","3","2","0"
"17500000","0","0","6101","25101","6111","0","3","2","0"
"18000000","0","6212","6201","25101","6211","0","3","2","0"
"18000000","0","0","6301","25101","6311","0","3","2","0"
"18000000","0","0","6401","25101","6411","0","3","2","0"
"18500000","0","0","6501","25101","6511","0","3","2","0"
"18500000","0","0","6601","25101","6611","0","3","2","0"
"18500000","0","6712","6701","25101","6711","0","3","2","0"
"18500000","0","0","6801","25101","6811","0","3","2","0"
"19000000","0","0","6901","25101","6911","0","3","2","0"
"19000000","0","0","7001","25101","7011","0","3","2","0"
"19000000","0","0","7101","25101","7111","0","3","2","0"
"19000000","0","0","7201","25101","7211","0","3","2","0"
"19500000","0","0","7301","25101","7311","0","3","2","0"
"19500000","0","0","7401","25101","7411","0","3","2","0"
"19500000","0","0","7501","25101","7511","0","3","2","0"
"19500000","0","7612","7601","25101","7611","0","3","2","0"
"20000000","0","0","7701","25101","7711","0","3","2","0"
"20000000","0","0","7801","25101","7811","0","3","2","0"
"20000000","0","0","7901","25101","7911","0","3","2","0"
"20000000","0","0","8001","25101","8011","0","3","2","0"
"20000000","0","8112","8101","25101","8111","0","3","2","0"
"20000000","0","0","8201","25101","8211","0","3","2","0"
"20000000","0","8312","8301","25101","8311","0","3","2","0"
"20000000","0","0","8401","25101","8411","0","3","2","0"
"20000000","0","0","8501","25101","8511","0","3","2","0"
"20000000","0","0","8601","25101","8611","0","3","2","0"
"20000000","0","0","8701","25101","8711","0","3","2","0"
"20000000","0","0","8801","25101","8811","0","3","2","0"
"20000000","0","0","8901","25101","8911","0","3","2","0"
"20000000","0","0","9001","25101","9011","0","3","2","0"
"20000000","0","0","9101","25101","9111","0","3","2","0"
"20000000","0","9212","9201","25101","9211","0","3","2","0"
"20000000","0","0","9301","25101","9311","0","3","2","0"
"20000000","0","0","9401","25101","9411","0","3","2","0"
"20000000","0","0","9501","25101","9511","0","3","2","0"
"20000000","0","0","9601","25101","9611","0","3","2","0"
