5e8227a47248267e8ce3b388e8627efa6ec23a5ff565f1e29fbda3db9a93f5f7,72381e593ecefa652b52f940cfa5bff3167030e1d064402a94862257d634981a,3fc4c16fad4522633536a484a35c7a47d686d1d60edf911d8487bd1d69833abd,a55e6a3ca274a6b2265f1e47c6082558b71742bcabfdc3aeb798a0c20eb95d82,5ca26a3d4ad0c3dd67e728d0045001dd83018d1ab0de96e49d3bc9c5ff9602d1,d4e8d6b63c8ef3b58c61190e8a57ac9467135a0b33b53bd45e2b6e9053cf4b88,275bcc8914300ef4089a091c0042fb00044c72fd68027a314eed1fb9a76af199,1aab8396ea7526a1de8807cdad34d9c86391b0baae47f224d9b13a91c250144d,8fa0bc89b854fb5438f9c9c20894a0b22b1b9a7b2891712ff64e92091de07c0a,17d17fc9267d63592cca275c43545f98d29aefc302b8964fef8d2937f59f14e6,42440df21faeceee439a1bce46e5ed777c68db93365bfe8988d2a6c810f00635,a2a79ac923383b343bb6fbaac2f6ac12feeb2c58d3771961b58fa323154ac035,80113def1c93947fc1424a7e558c39ce3fb7c29bda7adb15db9e6da1a2891c14,bf22a1352b3227a819b0769995345d34e40354ffeac1dfd6b5624d064e3b50c6
"打倒 1 隻席茲（NORMAL限定）","601","0","8006","2030/12/31 14:59:59","1","0","72001021","9001","660001101","2018/01/01 12:00:00","20001104","72001021","20001"
"打倒 1 隻席茲（HARD限定）","601","0","8007","2030/12/31 14:59:59","1","0","72001022","9001","660001201","2018/01/01 12:00:00","20001104","72001022","20001"
"打倒 1 隻席茲（VERY HARD限定）","601","0","8010","2030/12/31 14:59:59","1","0","72001023","9001","660001301","2018/01/01 12:00:00","20001104","72001023","20001"
"完成活動任務1-1 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002001","9003","20002101","2018/01/01 12:00:00","20002102","72002001","20002"
"完成活動任務1-2 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002002","9003","20002102","2018/01/01 12:00:00","20002102","72002002","20002"
"完成活動任務1-3 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002003","9003","20002103","2018/01/01 12:00:00","20002102","72002003","20002"
"完成活動任務1-4 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002004","9003","20002104","2018/01/01 12:00:00","20002102","72002004","20002"
"完成活動任務1-5 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002005","9003","20002105","2018/01/01 12:00:00","20002102","72002005","20002"
"完成活動任務1-6 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002006","9003","20002106","2018/01/01 12:00:00","20002102","72002006","20002"
"完成活動任務1-7 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002007","9003","20002107","2018/01/01 12:00:00","20002102","72002007","20002"
"完成活動任務1-8 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002008","9003","20002108","2018/01/01 12:00:00","20002102","72002008","20002"
"完成活動任務1-9 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002009","9003","20002109","2018/01/01 12:00:00","20002102","72002009","20002"
"完成活動任務1-10 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002010","9003","20002110","2018/01/01 12:00:00","20002102","72002010","20002"
"完成活動任務1-11 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002011","9003","20002111","2018/01/01 12:00:00","20002102","72002011","20002"
"完成活動任務1-12 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002012","9003","20002112","2018/01/01 12:00:00","20002102","72002012","20002"
"完成活動任務1-13 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002013","9003","20002113","2018/01/01 12:00:00","20002102","72002013","20002"
"完成活動任務1-14 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002014","9003","20002114","2018/01/01 12:00:00","20002102","72002014","20002"
"完成活動任務1-15 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72002015","9003","20002115","2018/01/01 12:00:00","20002102","72002015","20002"
"完成活動任務1-1 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72002016","9003","20002201","2018/01/01 12:00:00","20002103","72002016","20002"
"完成活動任務1-2 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72002017","9003","20002202","2018/01/01 12:00:00","20002103","72002017","20002"
"完成活動任務1-3 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72002018","9003","20002203","2018/01/01 12:00:00","20002103","72002018","20002"
"完成活動任務1-4 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72002019","9003","20002204","2018/01/01 12:00:00","20002103","72002019","20002"
"完成活動任務1-5 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72002020","9003","20002205","2018/01/01 12:00:00","20002103","72002020","20002"
"打倒 1 隻阿爾瑪（NORMAL限定）","601","0","8006","2030/12/31 14:59:59","1","0","72002021","9001","660002101","2018/01/01 12:00:00","20002104","72002021","20002"
"打倒 1 隻阿爾瑪（HARD限定）","601","0","8007","2030/12/31 14:59:59","1","0","72002022","9001","660002201","2018/01/01 12:00:00","20002104","72002022","20002"
"打倒 1 隻阿爾瑪（VERY HARD限定）","601","0","8010","2030/12/31 14:59:59","1","0","72002023","9001","660002301","2018/01/01 12:00:00","20002104","72002023","20002"
"完成活動任務1-1 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003001","9003","20003101","2018/01/01 12:00:00","20003102","72003001","20003"
"完成活動任務1-2 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003002","9003","20003102","2018/01/01 12:00:00","20003102","72003002","20003"
"完成活動任務1-3 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003003","9003","20003103","2018/01/01 12:00:00","20003102","72003003","20003"
"完成活動任務1-4 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003004","9003","20003104","2018/01/01 12:00:00","20003102","72003004","20003"
"完成活動任務1-5 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003005","9003","20003105","2018/01/01 12:00:00","20003102","72003005","20003"
"完成活動任務1-6 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003006","9003","20003106","2018/01/01 12:00:00","20003102","72003006","20003"
"完成活動任務1-7 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003007","9003","20003107","2018/01/01 12:00:00","20003102","72003007","20003"
"完成活動任務1-8 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003008","9003","20003108","2018/01/01 12:00:00","20003102","72003008","20003"
"完成活動任務1-9 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003009","9003","20003109","2018/01/01 12:00:00","20003102","72003009","20003"
"完成活動任務1-10 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003010","9003","20003110","2018/01/01 12:00:00","20003102","72003010","20003"
"完成活動任務1-11 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003011","9003","20003111","2018/01/01 12:00:00","20003102","72003011","20003"
"完成活動任務1-12 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003012","9003","20003112","2018/01/01 12:00:00","20003102","72003012","20003"
"完成活動任務1-13 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003013","9003","20003113","2018/01/01 12:00:00","20003102","72003013","20003"
"完成活動任務1-14 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003014","9003","20003114","2018/01/01 12:00:00","20003102","72003014","20003"
"完成活動任務1-15 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72003015","9003","20003115","2018/01/01 12:00:00","20003102","72003015","20003"
"完成活動任務1-1 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72003016","9003","20003201","2018/01/01 12:00:00","20003103","72003016","20003"
"完成活動任務1-2 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72003017","9003","20003202","2018/01/01 12:00:00","20003103","72003017","20003"
"完成活動任務1-3 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72003018","9003","20003203","2018/01/01 12:00:00","20003103","72003018","20003"
"完成活動任務1-4 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72003019","9003","20003204","2018/01/01 12:00:00","20003103","72003019","20003"
"完成活動任務1-5 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72003020","9003","20003205","2018/01/01 12:00:00","20003103","72003020","20003"
"打倒 1 隻加爾格（NORMAL限定）","601","0","8006","2030/12/31 14:59:59","1","0","72003021","9001","660003101","2018/01/01 12:00:00","20003104","72003021","20003"
"打倒 1 隻加爾格（HARD限定）","601","0","8007","2030/12/31 14:59:59","1","0","72003022","9001","660003201","2018/01/01 12:00:00","20003104","72003022","20003"
"打倒 1 隻加爾格（VERY HARD限定）","601","0","8010","2030/12/31 14:59:59","1","0","72003023","9001","660003301","2018/01/01 12:00:00","20003104","72003023","20003"
"完成活動任務1-1 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004001","9003","20004101","2020/09/30 16:00:00","20004102","72004001","20004"
"完成活動任務1-2 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004002","9003","20004102","2020/09/30 16:00:00","20004102","72004002","20004"
"完成活動任務1-3 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004003","9003","20004103","2020/09/30 16:00:00","20004102","72004003","20004"
"完成活動任務1-4 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004004","9003","20004104","2020/09/30 16:00:00","20004102","72004004","20004"
"完成活動任務1-5 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004005","9003","20004105","2020/09/30 16:00:00","20004102","72004005","20004"
"完成活動任務1-6 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004006","9003","20004106","2020/09/30 16:00:00","20004102","72004006","20004"
"完成活動任務1-7 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004007","9003","20004107","2020/09/30 16:00:00","20004102","72004007","20004"
"完成活動任務1-8 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004008","9003","20004108","2020/09/30 16:00:00","20004102","72004008","20004"
"完成活動任務1-9 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004009","9003","20004109","2020/09/30 16:00:00","20004102","72004009","20004"
"完成活動任務1-10 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004010","9003","20004110","2020/09/30 16:00:00","20004102","72004010","20004"
"完成活動任務1-11 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004011","9003","20004111","2020/09/30 16:00:00","20004102","72004011","20004"
"完成活動任務1-12 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004012","9003","20004112","2020/09/30 16:00:00","20004102","72004012","20004"
"完成活動任務1-13 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004013","9003","20004113","2020/09/30 16:00:00","20004102","72004013","20004"
"完成活動任務1-14 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004014","9003","20004114","2020/09/30 16:00:00","20004102","72004014","20004"
"完成活動任務1-15 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72004015","9003","20004115","2020/09/30 16:00:00","20004102","72004015","20004"
"完成活動任務1-1 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72004016","9003","20004201","2020/09/30 16:00:00","20004103","72004016","20004"
"完成活動任務1-2 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72004017","9003","20004202","2020/09/30 16:00:00","20004103","72004017","20004"
"完成活動任務1-3 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72004018","9003","20004203","2020/09/30 16:00:00","20004103","72004018","20004"
"完成活動任務1-4 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72004019","9003","20004204","2020/09/30 16:00:00","20004103","72004019","20004"
"完成活動任務1-5 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72004020","9003","20004205","2020/09/30 16:00:00","20004103","72004020","20004"
"打倒 1 隻天塔帕斯（NORMAL限定）","601","0","8006","2030/12/31 14:59:59","1","0","72004021","9001","660004101","2020/09/30 16:00:00","20004104","72004021","20004"
"打倒 1 隻天塔帕斯（HARD限定）","601","0","8007","2030/12/31 14:59:59","1","0","72004022","9001","660004201","2020/09/30 16:00:00","20004104","72004022","20004"
"打倒1隻天塔帕斯(VERY HARD限定)","601","0","8010","2030/12/31 14:59:59","1","0","72004023","9001","660004301","2020/09/30 16:00:00","20004104","72004023","20004"
"完成活動任務1-1 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005001","9003","20005101","2020/11/02 16:00:00","20005102","72005001","20005"
"完成活動任務1-2 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005002","9003","20005102","2020/11/02 16:00:00","20005102","72005002","20005"
"完成活動任務1-3 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005003","9003","20005103","2020/11/02 16:00:00","20005102","72005003","20005"
"完成活動任務1-4 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005004","9003","20005104","2020/11/02 16:00:00","20005102","72005004","20005"
"完成活動任務1-5 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005005","9003","20005105","2020/11/02 16:00:00","20005102","72005005","20005"
"完成活動任務1-6 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005006","9003","20005106","2020/11/02 16:00:00","20005102","72005006","20005"
"完成活動任務1-7 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005007","9003","20005107","2020/11/02 16:00:00","20005102","72005007","20005"
"完成活動任務1-8 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005008","9003","20005108","2020/11/02 16:00:00","20005102","72005008","20005"
"完成活動任務1-9 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005009","9003","20005109","2020/11/02 16:00:00","20005102","72005009","20005"
"完成活動任務1-10 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005010","9003","20005110","2020/11/02 16:00:00","20005102","72005010","20005"
"完成活動任務1-11 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005011","9003","20005111","2020/11/02 16:00:00","20005102","72005011","20005"
"完成活動任務1-12 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005012","9003","20005112","2020/11/02 16:00:00","20005102","72005012","20005"
"完成活動任務1-13 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005013","9003","20005113","2020/11/02 16:00:00","20005102","72005013","20005"
"完成活動任務1-14 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005014","9003","20005114","2020/11/02 16:00:00","20005102","72005014","20005"
"完成活動任務1-15 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72005015","9003","20005115","2020/11/02 16:00:00","20005102","72005015","20005"
"完成活動任務1-1 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72005016","9003","20005201","2020/11/02 16:00:00","20005103","72005016","20005"
"完成活動任務1-2 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72005017","9003","20005202","2020/11/02 16:00:00","20005103","72005017","20005"
"完成活動任務1-3 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72005018","9003","20005203","2020/11/02 16:00:00","20005103","72005018","20005"
"完成活動任務1-4 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72005019","9003","20005204","2020/11/02 16:00:00","20005103","72005019","20005"
"完成活動任務1-5 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72005020","9003","20005205","2020/11/02 16:00:00","20005103","72005020","20005"
"打倒 1 隻島鯨（NORMAL限定）","601","0","8006","2030/12/31 14:59:59","1","0","72005021","9001","660005101","2020/11/02 16:00:00","20005104","72005021","20005"
"打倒 1 隻島鯨（HARD限定）","601","0","8007","2030/12/31 14:59:59","1","0","72005022","9001","660005201","2020/11/02 16:00:00","20005104","72005022","20005"
"打倒1隻島鯨(VERY HARD限定)","601","0","8010","2030/12/31 14:59:59","1","0","72005023","9001","660005301","2020/11/02 16:00:00","20005104","72005023","20005"
"完成活動任務1-1 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006001","9003","20006101","2020/12/04 16:00:00","20006102","72006001","20006"
"完成活動任務1-2 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006002","9003","20006102","2020/12/04 16:00:00","20006102","72006002","20006"
"完成活動任務1-3 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006003","9003","20006103","2020/12/04 16:00:00","20006102","72006003","20006"
"完成活動任務1-4 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006004","9003","20006104","2020/12/04 16:00:00","20006102","72006004","20006"
"完成活動任務1-5 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006005","9003","20006105","2020/12/04 16:00:00","20006102","72006005","20006"
"完成活動任務1-6 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006006","9003","20006106","2020/12/04 16:00:00","20006102","72006006","20006"
"完成活動任務1-7 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006007","9003","20006107","2020/12/04 16:00:00","20006102","72006007","20006"
"完成活動任務1-8 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006008","9003","20006108","2020/12/04 16:00:00","20006102","72006008","20006"
"完成活動任務1-9 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006009","9003","20006109","2020/12/04 16:00:00","20006102","72006009","20006"
"完成活動任務1-10 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006010","9003","20006110","2020/12/04 16:00:00","20006102","72006010","20006"
"完成活動任務1-11 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006011","9003","20006111","2020/12/04 16:00:00","20006102","72006011","20006"
"完成活動任務1-12 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006012","9003","20006112","2020/12/04 16:00:00","20006102","72006012","20006"
"完成活動任務1-13 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006013","9003","20006113","2020/12/04 16:00:00","20006102","72006013","20006"
"完成活動任務1-14 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006014","9003","20006114","2020/12/04 16:00:00","20006102","72006014","20006"
"完成活動任務1-15 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72006015","9003","20006115","2020/12/04 16:00:00","20006102","72006015","20006"
"完成活動任務1-1 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72006016","9003","20006201","2020/12/04 16:00:00","20006103","72006016","20006"
"完成活動任務1-2 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72006017","9003","20006202","2020/12/04 16:00:00","20006103","72006017","20006"
"完成活動任務1-3 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72006018","9003","20006203","2020/12/04 16:00:00","20006103","72006018","20006"
"完成活動任務1-4 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72006019","9003","20006204","2020/12/04 16:00:00","20006103","72006019","20006"
"完成活動任務1-5 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72006020","9003","20006205","2020/12/04 16:00:00","20006103","72006020","20006"
"打倒 1 隻亡靈鎧甲（NORMAL限定）","601","0","8006","2030/12/31 14:59:59","1","0","72006021","9001","660006101","2020/12/04 16:00:00","20006104","72006021","20006"
"打倒 1 隻亡靈鎧甲（HARD限定）","601","0","8007","2030/12/31 14:59:59","1","0","72006022","9001","660006201","2020/12/04 16:00:00","20006104","72006022","20006"
"打倒1隻亡靈鎧甲(VERY HARD限定)","601","0","8010","2030/12/31 14:59:59","1","0","72006023","9001","660006301","2020/12/04 16:00:00","20006104","72006023","20006"
"完成活動任務1-1 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007001","9003","20007101","2021/01/20 16:00:00","20007102","72007001","20007"
"完成活動任務1-2 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007002","9003","20007102","2021/01/20 16:00:00","20007102","72007002","20007"
"完成活動任務1-3 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007003","9003","20007103","2021/01/20 16:00:00","20007102","72007003","20007"
"完成活動任務1-4 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007004","9003","20007104","2021/01/20 16:00:00","20007102","72007004","20007"
"完成活動任務1-5 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007005","9003","20007105","2021/01/20 16:00:00","20007102","72007005","20007"
"完成活動任務1-6 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007006","9003","20007106","2021/01/20 16:00:00","20007102","72007006","20007"
"完成活動任務1-7 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007007","9003","20007107","2021/01/20 16:00:00","20007102","72007007","20007"
"完成活動任務1-8 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007008","9003","20007108","2021/01/20 16:00:00","20007102","72007008","20007"
"完成活動任務1-9 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007009","9003","20007109","2021/01/20 16:00:00","20007102","72007009","20007"
"完成活動任務1-10 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007010","9003","20007110","2021/01/20 16:00:00","20007102","72007010","20007"
"完成活動任務1-11 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007011","9003","20007111","2021/01/20 16:00:00","20007102","72007011","20007"
"完成活動任務1-12 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007012","9003","20007112","2021/01/20 16:00:00","20007102","72007012","20007"
"完成活動任務1-13 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007013","9003","20007113","2021/01/20 16:00:00","20007102","72007013","20007"
"完成活動任務1-14 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007014","9003","20007114","2021/01/20 16:00:00","20007102","72007014","20007"
"完成活動任務1-15 (NORMAL)","601","0","8004","2030/12/31 14:59:59","1","0","72007015","9003","20007115","2021/01/20 16:00:00","20007102","72007015","20007"
"完成活動任務1-1 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72007016","9003","20007201","2021/01/20 16:00:00","20007103","72007016","20007"
"完成活動任務1-2 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72007017","9003","20007202","2021/01/20 16:00:00","20007103","72007017","20007"
"完成活動任務1-3 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72007018","9003","20007203","2021/01/20 16:00:00","20007103","72007018","20007"
"完成活動任務1-4 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72007019","9003","20007204","2021/01/20 16:00:00","20007103","72007019","20007"
"完成活動任務1-5 (HARD)","601","0","8005","2030/12/31 14:59:59","1","0","72007020","9003","20007205","2021/01/20 16:00:00","20007103","72007020","20007"
"打倒1隻傑克南瓜布丁（NORMAL限定）","601","0","8006","2030/12/31 14:59:59","1","0","72007021","9001","660007101","2021/01/20 16:00:00","20007104","72007021","20007"
"打倒1隻傑克南瓜布丁（HARD限定）","601","0","8007","2030/12/31 14:59:59","1","0","72007022","9001","660007201","2021/01/20 16:00:00","20007104","72007022","20007"
"打倒1隻傑克南瓜布丁（VERY HARD限定）","601","0","8010","2030/12/31 14:59:59","1","0","72007023","9001","660007301","2021/01/20 16:00:00","20007104","72007023","20007"
