d6b5b2774e7222b2afdd25e4f7956d8b029a151cf58de96e295940c37df931a1,5ed586892e37274de3adb960aed460fa712f7c67306bd0cb7a2aeac33af14ec5,7a18bb6c01a0bdc3188c04a9b8c1eec54dcda822a08b6f2cc345c0f8cbffe498,c213c24b98526fe61d3f502d97b0a714edc17415a01ea3578f37f8cacaae2f3c,a98d7b7340d9452d63f4ce3ee83af8ae125094b500a3ba15d7c05bbd05f36645,cc421b0ce27179728e29f654f604dd55d7c55bf2d8fe25c35884ce9b30bbfb02,f85aa855b1abe5e0fa10046a4866187bdc099129eebd14375f6be36bff0ec05d,28e1f97bf363a9f0fb491970dcd96cd953264ec605b7475fcadede4e272d2277,484fa687107180ec861f7e5d15a054a938eb2808f180f87c71191955da684fff,ceb156b33ef097297740a9e49f8b2013da27993debff53d9a30818cf117b364a,d1d852f0a9a14b708fddb44bc85b3a122e231fdfb3271dbe961b9299b6c617e3,b59de837ff2795248c13b38737d60f49b05ade1b3ed13f018888e8badb21891c,b6af98746d749360f88f0008682279023333db09f28e800bfa5594f1e9f692a7,26c7baf55224f5e19ad90e0177f8ccda721281b10fa4060de0b1bfe9d65a41fa,d0c6e3b8589e263233fecd17791faaad470c9c3a1eeea78311d4b9ed630bcea4,7294ec5b7f39add7c3224f6cff8f4c19ac1c010ca5e7dc5f41c904483ddaba29,9c4fcaeadead9a51bc74e4d944a082e0361810a0791c8bdc9903227094f61943,abf10052288929694da1614d5a19bc63a5e43e5bc00880338f4280aa25d9f7ef,66d46e95cb3b84a7b333a25aacaeaaa845a43b8353515d42b883481e25c4397c,07ef1359add5170994538f04f667bbdb7013aabe8479bcc047ec26484610e988,1ced40f2d2564cc646e76faf292672a1357fbcce7b8ba69ae9fe3aace7b6687c,f76b0ebe6225a1c5169714c48f2e38090ea4bcad76cf32b2f8f861ec8df97b6b,8abb35a8eb8cf13c6a5191426bcd3b13942ebff9fc79c3e5ea3eb9f05cf262ca,ac548d3ae7e9c609b356f144994e9a3bd48963f8ec0b2a0a19d959df333ab144,ed236b1a43bba180a82f0d7eb3610b55756952cea3ccee768302f259053f8527,274dec9575e220b5bbb496367d3c3a2f1aa971e5ccf8499ba71773d4a3717b14,4ed765dfb75a94e4fb5660594f5b9b6e26ba904c2e1980254b0878881ead78ee,e58d0b53b368e398c83251a59b9d91057405e295ddc701802076facd4170537c,e20013123918d51900df2726b6b8f44829a8196201b350b27d13ba477ffbd0ac,99e80cce0cc5647f93b26c39bb8e45454927fca76484aa42362e2429c5a6a732,f86be41a6f253aeb0e76f09b2062c2b0da46575b5ff169abef8cb71cb9d0c542,a7be5c9dc48bd30518c9dabae729e353a921270679fe5717cd814948c9700679,8c9b57c62ee8ac202452cf18eeb26a65b483a3f58112d6a3b2189c79f18b5bf4,855405033089e12a841c5592a22346280ea92114fae83c38956efb2c1d3b9b60,af1a1162fb1dddd94cfcd3ea0f6c467fdfd585e28371ec8a84eda1b442d4f8fd,ba894f56f1d29560ff39c4ee3800324e2e7a020193d429a9f062b693ae473852,8be3e72d1a57b7c73d35d3e356ecb3581488c4a5e6a91d907c7f2c41445531be,cbd3ecdacf3e8608e5cc907fae0ecfda09c706547e03ecdf44e1935491b55f8f,f99ec7dd622a9882c4261445c9055de3df95f471bb008d8afa4cc048d5abd76f
"91.87","15","0","4.91","0","0","0","0","0","0.9","0","17.01","5","0","0","0","0","0","0","0","0","0","4.51","0","0","0","0","31003","0","0.84","0","150","0","0","0","100301","658.1","121.9","50000"
"1847.2","115","0","5.73","0","0","0","0","0","1.2","0","22.68","6","0","0","0","0","2","0","0","0","0","5.27","0","0","0","0","31003","10","1.12","0","0","0","0","0","100301","767.7","162.5","0"
"47.62","20","0","2.85","0","0","0","0","0","0.32","0","5.29","1","0","0","0","0","0","0","0","0","0","2.28","0","0","0","0","31004","0","0.25","0","15","0","0","0","100401","397","44.1","10000"
"57.14","20","0","3.42","0","0","0","0","0","0.48","0","7.93","2","0","0","0","0","0","0","0","0","0","2.73","0","0","0","0","31004","0","0.37","0","30","0","0","0","100401","476.3","66.15","20000"
"66.66","20","0","3.99","0","0","0","0","0","0.64","0","10.58","3","0","0","0","0","0","0","0","0","0","3.19","0","0","0","0","31004","0","0.5","0","100","0","0","0","100401","555.7","88.2","30000"
"76.19","20","0","4.56","0","0","0","0","0","0.8","0","13.22","4","0","0","0","0","0","0","0","0","0","3.64","0","0","0","0","31004","0","0.62","0","120","0","0","0","100401","635.1","110.3","40000"
"85.71","20","0","5.13","0","0","0","0","0","0.96","0","15.87","5","0","0","0","0","0","0","0","0","0","4.1","0","0","0","0","31004","0","0.75","0","150","0","0","0","100401","714.5","132.3","50000"
"1205","20","0","71.99","0","0","0","0","0","1.28","0","21.16","6","0","0","0","10","0","0","0","0","0","4.79","0","0","0","0","31004","10","1","0","0","0","0","0","100401","833.5","176.4","0"
"43.52","10","0","3.19","0","0","0","0","0","0.35","0","4.84","1","0","0","0","0","0","0","0","0","0","2.85","0","0","0","0","31005","0","0.32","0","15","0","0","0","100501","423","47","10000"
"52.22","10","0","3.83","0","0","0","0","0","0.53","0","7.26","2","0","0","0","0","0","0","0","0","0","3.42","0","0","0","0","31005","0","0.48","0","30","0","0","0","100501","507.6","70.5","20000"
"60.93","10","0","4.47","0","0","0","0","0","0.7","0","9.68","3","0","0","0","0","0","0","0","0","0","3.99","0","0","0","0","31005","0","0.64","0","100","0","0","0","100501","592.2","94","30000"
"69.63","10","0","5.1","0","0","0","0","0","0.88","0","12.1","4","0","0","0","0","0","0","0","0","0","4.56","0","0","0","0","31005","0","0.8","0","120","0","0","0","100501","676.8","117.5","40000"
"78.34","10","0","5.74","0","0","0","0","0","1.05","0","14.52","5","0","0","0","0","0","0","0","0","0","5.13","0","0","0","0","31005","0","0.96","0","150","0","0","0","100501","761.4","141","50000"
"691.4","10","0","36.7","0","0","0","0","0","1.4","0","19.36","6","0","0","0","0","0","0","0","0","0","35.99","0","0","0","0","31005","10","1.28","0","0","0","0","0","100501","3388.3","188","0"
"0","0","0","2.28","0","5.04","0","0","0","0.25","0","0","1","0","0","0","0","0","0","0","0","0","2.62","0","0","45.34","0","31006","0","0.29","0","15","0","0","0","100601","382.7","42.52","10000"
"0","0","0","2.73","0","7.56","0","0","0","0.37","0","0","2","0","0","0","0","0","0","0","0","0","3.14","0","0","54.4","0","31006","0","0.43","0","30","0","0","0","100601","459.2","63.78","20000"
"0","0","0","3.19","0","10.08","0","0","0","0.5","0","0","3","0","0","0","0","0","0","0","0","0","3.66","0","0","63.47","0","31006","0","0.58","0","100","0","0","0","100601","535.8","85.04","30000"
"0","0","0","3.64","0","12.6","0","0","0","0.62","0","0","4","0","0","0","0","0","0","0","0","0","4.19","0","0","72.54","0","31006","0","0.72","0","120","0","0","0","100601","612.3","106.3","40000"
"0","0","0","4.1","0","15.12","0","0","0","0.75","0","0","5","0","0","0","0","0","0","0","0","0","4.71","0","0","81.61","0","31006","0","0.87","0","150","0","0","0","100601","688.8","127.6","50000"
"0","0","0","4.79","0","20.16","0","0","0","1","0","0","6","0","0","0","0","0","65","0","0","0","5.5","0","0","1685.3","0","31006","10","1.16","0","0","0","0","0","100601","803.6","170.1","0"
"33.84","5","0","3.53","0","0","0","0","0","0.39","0","3.76","1","0","0","0","0","0","0","0","0","0","2.28","0","0","0","0","31007","0","0.25","0","15","0","0","0","100701","506.6","56.28","10000"
"40.6","5","0","4.23","0","0","0","0","0","0.58","0","5.64","2","0","0","0","0","0","0","0","0","0","2.73","0","0","0","0","31007","0","0.37","0","30","0","0","0","100701","607.9","84.42","20000"
"47.37","5","0","4.94","0","0","0","0","0","0.78","0","7.52","3","0","0","0","0","0","0","0","0","0","3.19","0","0","0","0","31007","0","0.5","0","100","0","0","0","100701","709.2","112.6","30000"
"54.14","5","0","5.64","0","0","0","0","0","0.97","0","9.4","4","0","0","0","0","0","0","0","0","0","3.64","0","0","0","0","31007","0","0.62","0","120","0","0","0","100701","810.5","140.7","40000"
"60.91","5","0","6.35","0","0","0","0","0","1.17","0","11.28","5","0","0","0","0","0","0","0","0","0","4.1","0","0","0","0","31007","0","0.75","0","150","0","0","0","100701","911.8","168.9","50000"
"71.06","5","0","122.5","0","0","0","0","0","1.56","0","15.04","6","0","0","0","39","0","0","0","0","0","4.79","0","0","0","0","31007","0","1","0","0","0","0","0","100701","3563.7","225.2","0"
"0","0","0","2.51","0","4.47","0","0","0","0.28","0","0","1","0","0","0","0","0","0","0","0","0","1.94","0","0","40.22","0","31008","0","0.22","0","15","0","0","0","100801","339.5","37.72","10000"
"0","0","0","3.01","0","6.7","0","0","0","0.42","0","0","2","0","0","0","0","0","0","0","0","0","2.32","0","0","48.26","0","31008","0","0.33","0","30","0","0","0","100801","407.4","56.58","20000"
"0","0","0","3.51","0","8.94","0","0","0","0.56","0","0","3","0","0","0","0","0","0","0","0","0","2.71","0","0","56.3","0","31008","0","0.44","0","100","0","0","0","100801","475.3","75.44","30000"
"0","0","0","4.01","0","11.17","0","0","0","0.7","0","0","4","0","0","0","0","0","0","0","0","0","3.1","0","0","64.35","0","31008","0","0.55","0","120","0","0","0","100801","543.2","94.3","40000"
"0","0","0","4.51","0","13.41","0","0","0","0.84","0","0","5","0","0","0","0","0","0","0","0","0","3.49","0","0","72.39","0","31008","0","0.66","0","150","0","0","0","100801","611.1","113.2","50000"
"0","0","0","5.27","0","17.88","0","0","1","1.12","0","0","6","0","0","0","0","0","75","0","0","0","4.07","0","0","2394.5","0","31008","10","0.88","0","0","0","0","0","100801","712.9","150.9","0"
"0","0","0","2.28","0","6.01","0","0","0","0.25","0","0","1","0","0","0","0","0","0","0","0","0","2.16","0","0","54.11","0","31009","0","0.24","0","15","0","0","0","100901","323.8","35.97","10000"
"0","0","0","2.73","0","9.01","0","0","0","0.37","0","0","2","0","0","0","0","0","0","0","0","0","2.59","0","0","64.93","0","31009","0","0.36","0","30","0","0","0","100901","388.6","53.95","20000"
"0","0","0","3.19","0","12.02","0","0","0","0.5","0","0","3","0","0","0","0","0","0","0","0","0","3.02","0","0","75.75","0","31009","0","0.48","0","100","0","0","0","100901","453.3","71.94","30000"
"0","0","0","3.64","0","15.02","0","0","0","0.62","0","0","4","0","0","0","0","0","0","0","0","0","3.45","0","0","86.57","0","31009","0","0.6","0","120","0","0","0","100901","518.1","89.92","40000"
"0","0","0","4.1","0","18.03","0","0","0","0.75","0","0","5","0","0","0","0","0","0","0","0","0","3.88","0","0","97.39","0","31009","0","0.72","0","150","0","0","0","100901","582.8","108","50000"
"0","0","0","4.79","0","24.04","0","0","0","1","0","0","6","0","0","0","0","0","150","0","0","0","4.54","0","0","3353.7","0","31009","10","0.96","0","0","0","0","0","100901","680","143.9","0"
"0","0","0","2.51","0","4.47","0","0","0","0.28","0","0","1","0","0","0","0","0","0","0","0","0","1.94","0","0","40.22","0","31010","0","0.22","0","15","0","0","0","101001","339.5","37.72","10000"
"0","0","0","3.01","0","6.7","0","0","0","0.42","0","0","2","0","0","0","0","0","0","0","0","0","2.32","0","0","48.26","0","31010","0","0.33","0","30","0","0","0","101001","407.4","56.58","20000"
"0","0","0","3.51","0","8.94","0","0","0","0.56","0","0","3","0","0","0","0","0","0","0","0","0","2.71","0","0","56.3","0","31010","0","0.44","0","100","0","0","0","101001","475.3","75.44","30000"
"0","0","0","4.01","0","11.17","0","0","0","0.7","0","0","4","0","0","0","0","0","0","0","0","0","3.1","0","0","64.35","0","31010","0","0.55","0","120","0","0","0","101001","543.2","94.3","40000"
"0","0","0","4.51","0","13.41","0","0","0","0.84","0","0","5","0","0","0","0","0","0","0","0","0","3.49","0","0","72.39","0","31010","0","0.66","0","150","0","0","0","101001","611.1","113.2","50000"
"0","0","0","35.27","0","17.88","0","30","0","1.12","0","0","6","0","0","0","0","0","0","0","0","0","4.07","0","0","544.5","0","31010","0","0.88","0","0","0","0","0","101001","712.9","150.9","0"
"46.59","10","0","2.28","0","0","0","0","0","0.25","0","5.18","1","0","0","0","0","0","0","0","0","0","1.82","0","0","0","0","31011","0","0.2","0","15","0","0","0","101101","287.2","31.91","10000"
"55.9","10","0","2.73","0","0","0","0","0","0.37","0","7.77","2","0","0","0","0","0","0","0","0","0","2.18","0","0","0","0","31011","0","0.3","0","30","0","0","0","101101","344.7","47.86","20000"
"65.22","10","0","3.19","0","0","0","0","0","0.5","0","10.36","3","0","0","0","0","0","0","0","0","0","2.54","0","0","0","0","31011","0","0.4","0","100","0","0","0","101101","402.1","63.82","30000"
"74.54","10","0","3.64","0","0","0","0","0","0.62","0","12.95","4","0","0","0","0","0","0","0","0","0","2.91","0","0","0","0","31011","0","0.5","0","120","0","0","0","101101","459.6","79.77","40000"
"83.86","10","0","4.1","0","0","0","0","0","0.75","0","15.54","5","0","0","0","0","0","0","0","0","0","3.27","0","0","0","0","31011","0","0.6","0","150","0","0","0","101101","517","95.73","50000"
"1837.9","110","0","4.79","0","0","0","0","0","1","0","20.72","6","0","0","0","0","2","0","0","0","0","3.82","0","0","0","0","31011","10","0.8","0","0","0","0","0","101101","603.1","127.7","0"
"0","0","0","2.51","0","5.11","0","0","0","0.28","0","0","1","0","0","0","0","0","0","0","0","0","1.71","0","0","46.03","0","31012","0","0.19","0","15","0","0","0","101201","296","32.89","10000"
"0","0","0","3.01","0","7.66","0","0","0","0.42","0","0","2","0","0","0","0","0","0","0","0","0","2.05","0","0","55.23","0","31012","0","0.28","0","30","0","0","0","101201","355.2","49.33","20000"
"0","0","0","3.51","0","10.22","0","0","0","0.56","0","0","3","0","0","0","0","0","0","0","0","0","2.39","0","0","64.44","0","31012","0","0.38","0","100","0","0","0","101201","414.4","65.78","30000"
"0","0","0","4.01","0","12.77","0","0","0","0.7","0","0","4","0","0","0","0","0","0","0","0","0","2.73","0","0","73.64","0","31012","0","0.47","0","120","0","0","0","101201","473.6","82.22","40000"
"0","0","0","4.51","0","15.33","0","0","0","0.84","0","0","5","0","0","0","0","0","0","0","0","0","3.07","0","0","82.85","0","31012","0","0.57","0","150","0","0","0","101201","532.8","98.67","50000"
"0","0","0","5.27","0","20.44","0","0","0","1.12","0","0","6","0","0","0","0","2","90","0","0","0","3.59","0","0","1836.7","0","31012","5","0.76","0","0","0","0","0","101201","621.5","131.6","0"
"0","0","0","2.16","0","5.03","0","0","0","0.24","0","0","1","0","0","0","0","0","0","0","0","0","2.05","0","0","45.23","0","31013","0","0.23","0","15","0","0","0","101301","290.5","32.28","10000"
"0","0","0","2.59","0","7.55","0","0","0","0.36","0","0","2","0","0","0","0","0","0","0","0","0","2.46","0","0","54.28","0","31013","0","0.35","0","30","0","0","0","101301","348.6","48.42","20000"
"0","0","0","3.02","0","10.06","0","0","0","0.48","0","0","3","0","0","0","0","0","0","0","0","0","2.87","0","0","63.32","0","31013","0","0.46","0","100","0","0","0","101301","406.7","64.56","30000"
"0","0","0","3.46","0","12.58","0","0","0","0.6","0","0","4","0","0","0","0","0","0","0","0","0","3.28","0","0","72.37","0","31013","0","0.58","0","120","0","0","0","101301","464.8","80.7","40000"
"0","0","0","3.89","0","15.09","0","0","0","0.72","0","0","5","0","0","0","0","0","0","0","0","0","3.69","0","0","81.41","0","31013","0","0.69","0","150","0","0","0","101301","522.9","96.84","50000"
"0","0","0","4.54","0","20.12","0","0","0","0.96","0","0","6","0","0","0","0","2","90","0","0","0","4.31","0","0","1610","0","31013","10","0.92","0","0","0","0","0","101301","610.1","129.2","0"
"0","0","0","2.51","0","4.18","0","0","0","0.28","0","0","1","0","0","0","0","0","0","0","0","0","2.28","0","0","37.59","0","31014","0","0.25","0","15","0","0","0","101401","333.2","37.03","10000"
"0","0","0","3.01","0","6.27","0","0","0","0.42","0","0","2","0","0","0","0","0","0","0","0","0","2.74","0","0","45.11","0","31014","0","0.38","0","30","0","0","0","101401","399.8","55.55","20000"
"0","0","0","3.51","0","8.36","0","0","0","0.56","0","0","3","0","0","0","0","0","0","0","0","0","3.19","0","0","52.63","0","31014","0","0.5","0","100","0","0","0","101401","466.5","74.06","30000"
"0","0","0","4.02","0","10.45","0","0","0","0.7","0","0","4","0","0","0","0","0","0","0","0","0","3.65","0","0","60.14","0","31014","0","0.63","0","120","0","0","0","101401","533.1","92.58","40000"
"0","0","0","4.52","0","12.54","0","0","0","0.84","0","0","5","0","0","0","0","0","0","0","0","0","4.1","0","0","67.66","0","31014","0","0.75","0","150","0","0","0","101401","599.8","111.1","50000"
"0","0","0","88.27","0","16.72","0","0","0","1.12","0","0","6","0","0","0","0","0","0","0","0","0","87.79","0","0","2389","0","31014","0","1","0","0","0","0","0","101401","699.7","148.2","0"
"0","0","0","2.39","0","4.54","0","0","0","0.27","0","0","1","0","0","0","0","0","0","0","0","0","1.94","0","0","40.9","0","31015","0","0.22","0","15","0","0","0","101501","324.7","36.08","10000"
"0","0","0","2.87","0","6.81","0","0","0","0.41","0","0","2","0","0","0","0","0","0","0","0","0","2.33","0","0","49.08","0","31015","0","0.33","0","30","0","0","0","101501","389.6","54.12","20000"
"0","0","0","3.35","0","9.08","0","0","0","0.54","0","0","3","0","0","0","0","0","0","0","0","0","2.72","0","0","57.26","0","31015","0","0.44","0","100","0","0","0","101501","454.6","72.16","30000"
"0","0","0","3.82","0","11.35","0","0","0","0.68","0","0","4","0","0","0","0","0","0","0","0","0","3.1","0","0","65.44","0","31015","0","0.55","0","120","0","0","0","101501","519.5","90.2","40000"
"0","0","0","4.3","0","13.62","0","0","0","0.81","0","0","5","0","0","0","0","0","0","0","0","0","3.49","0","0","73.62","0","31015","0","0.66","0","150","0","0","0","101501","584.5","108.3","50000"
"0","0","0","5.02","0","18.16","0","0","0","1.08","0","0","6","0","0","0","0","0","0","0","0","0","4.07","0","0","1965.9","0","31015","10","0.88","0","0","0","0","0","101501","681.9","144.4","0"
"44.32","15","0","2.28","0","0","0","0","0","0.25","0","4.92","1","0","0","0","0","0","0","0","0","0","1.94","0","0","0","0","31016","0","0.22","0","15","0","0","0","101601","304.7","33.85","10000"
"53.18","15","0","2.73","0","0","0","0","0","0.37","0","7.38","2","0","0","0","0","0","0","0","0","0","2.32","0","0","0","0","31016","0","0.33","0","30","0","0","0","101601","365.6","50.77","20000"
"62.04","15","0","3.19","0","0","0","0","0","0.5","0","9.84","3","0","0","0","0","0","0","0","0","0","2.71","0","0","0","0","31016","0","0.44","0","100","0","0","0","101601","426.5","67.7","30000"
"70.91","15","0","3.64","0","0","0","0","0","0.62","0","12.3","4","0","0","0","0","0","0","0","0","0","3.1","0","0","0","0","31016","0","0.55","0","120","0","0","0","101601","487.4","84.62","40000"
"79.77","15","0","4.1","0","0","0","0","0","0.75","0","14.76","5","0","0","0","0","0","0","0","0","0","3.49","0","0","0","0","31016","0","0.66","0","150","0","0","0","101601","548.4","101.6","50000"
"1973.1","15","0","4.79","0","0","0","0","0","1","0","19.68","6","0","0","0","0","0","0","0","0","0","4.07","0","0","0","0","31016","10","0.88","0","0","0","0","0","101601","639.7","135.4","0"
"54.34","15","0","2.96","0","0","0","0","0","0.33","0","6.04","1","0","0","0","0","0","0","0","0","0","1.94","0","0","0","0","31017","0","0.22","0","15","0","0","0","101701","344.7","38.29","10000"
"65.2","15","0","3.55","0","0","0","0","0","0.49","0","9.06","2","0","0","0","0","0","0","0","0","0","2.32","0","0","0","0","31017","0","0.33","0","30","0","0","0","101701","413.6","57.43","20000"
"76.07","15","0","4.14","0","0","0","0","0","0.66","0","12.08","3","0","0","0","0","0","0","0","0","0","2.71","0","0","0","0","31017","0","0.44","0","100","0","0","0","101701","482.5","76.58","30000"
"86.94","15","0","4.73","0","0","0","0","0","0.82","0","15.1","4","0","0","0","0","0","0","0","0","0","3.1","0","0","0","0","31017","0","0.55","0","120","0","0","0","101701","551.4","95.72","40000"
"97.81","15","0","5.32","0","0","0","0","0","0.99","0","18.12","5","0","0","0","0","0","0","0","0","0","3.49","0","0","0","0","31017","0","0.66","0","150","0","0","0","101701","620.4","114.9","50000"
"1944.2","15","0","6.22","0","0","0","0","0","1.32","0","24.16","6","0","0","0","0","2","0","0","0","0","4.07","0","0","0","0","31017","10","0.88","0","0","0","0","0","101701","723.7","153.2","0"
"0","0","0","2.28","0","4.68","0","0","0","0.25","0","0","1","0","0","0","0","0","0","0","0","0","2.39","0","0","42.15","0","31018","0","0.27","0","15","0","0","0","101801","313.3","34.81","10000"
"0","0","0","2.73","0","7.02","0","0","0","0.37","0","0","2","0","0","0","0","0","0","0","0","0","2.86","0","0","50.58","0","31018","0","0.4","0","30","0","0","0","101801","376","52.21","20000"
"0","0","0","3.19","0","9.36","0","0","0","0.5","0","0","3","0","0","0","0","0","0","0","0","0","3.34","0","0","59.01","0","31018","0","0.54","0","100","0","0","0","101801","438.6","69.62","30000"
"0","0","0","3.64","0","11.7","0","0","0","0.62","0","0","4","0","0","0","0","0","0","0","0","0","3.82","0","0","67.44","0","31018","0","0.67","0","120","0","0","0","101801","501.3","87.02","40000"
"0","0","0","4.1","0","14.04","0","0","0","0.75","0","0","5","0","0","0","0","0","0","0","0","0","4.3","0","0","75.87","0","31018","0","0.81","0","150","0","0","0","101801","564","104.5","50000"
"0","0","0","26.79","0","18.72","0","0","0","1","0","0","6","0","0","0","0","0","0","0","0","0","29.02","0","0","548.6","0","31018","2","1.08","0","0","0","0","0","101801","827.9","139.3","0"
