c9d2206aa9b50fb4e12f8c108fac1f340e987ddbe1a9aafd08dd9d3b5f6c5da0,78b065dabcc30fb3cccb659ad9d2980ef1d26e2bb97da89a603e13fc456a1279,19744942317ba1e951a6e4a6bea1a87062d4d3f75b7b6883f93d185ff7e6d532,c71d2cd078eb0c9e6fff3cd22cedb0c42ebe3533ef52deca29f51c6ed173fc1f,92cd702bd9a9ba29681d379502f4dc1df5ef31249e10efe305bbd0115b275862,9149a731df431474b6143e061b39312fdffa86a5e63807ec3663f908c1d63102,fbb7e1ae86f9a9b86264f39a57a60695dbeb962f25ee5a633291e30553936e33,43462c993a442ad0b204703ba79b6bdb27dc65fbc7930f693bbc29da59cd7d10,ff8a44e4acfb0866cda9bc2b12fe97ae5463642c481c166134a11561e9d43620,5061ba3c0619afcee7a6509ad22315c508b30d2abc728c4d9ac1245dabd23ce3,d21c2d3ba1d81e60973df1a82b0a14190b078100cc2377f4f12c4064a2b10fbc,46755f8b2d2e94c44a205775004069ed78d6b19ce94f16928f0a8ac6794d7f36,523adbf5938c34eae13bcc84fdbc4bd31c5aea3da9257b4c6376a4c8912f1827,29503637c8b45adedf652d3efc8e9f6ec7280afa19648ac6702dcd8d8400f6c2,822708ff1d1402b4b62f642e4e5bea6bbf64885c1767fd6e8736f646fd53a5b8,9f8921cfe831eb4a16a656d00372b8a9da5c4848ca8e1b782085d47decbc40d9
"50","0","2","2","1009102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1009103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1009104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1009105","100","0","8","90006","0","91002","0","31043","0","2","0"
"20","0","2","2","1009106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1009107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1009108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1009109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1009110","100","0","8","90006","0","91002","0","31043","0","1","0"
"20","0","2","2","1009111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1009112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1009113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1009114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1009115","100","0","8","90006","0","91002","0","31043","0","1","0"
"25000","0","0","0","1009116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1010101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1010102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1010103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1010104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1010105","100","0","8","90006","0","91002","0","31022","0","2","0"
"20","0","2","2","1010106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1010107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1010108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1010109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1010110","100","0","8","90006","0","91002","0","31022","0","1","0"
"20","0","2","2","1010111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1010112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1010113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1010114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1010115","100","0","8","90006","0","91002","0","31022","0","1","0"
"25000","0","0","0","1010116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1011101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1011102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1011103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1011104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1011105","100","0","8","90006","0","91002","0","31025","0","2","0"
"20","0","2","2","1011106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1011107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1011108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1011109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1011110","100","0","8","90006","0","91002","0","31025","0","1","0"
"20","0","2","2","1011111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1011112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1011113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1011114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1011115","100","0","8","90006","0","91002","0","31025","0","1","0"
"25000","0","0","0","1011116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1012101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1012102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1012103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1012104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1012105","100","0","8","90006","0","91002","0","31018","0","2","0"
"20","0","2","2","1012106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1012107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1012108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1012109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1012110","100","0","8","90006","0","91002","0","31018","0","1","0"
"20","0","2","2","1012111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1012112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1012113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1012114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1012115","100","0","8","90006","0","91002","0","31018","0","1","0"
"25000","0","0","0","1012116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1013101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1013102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1013103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1013104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1013105","100","0","8","90006","0","91002","0","31042","0","2","0"
"20","0","2","2","1013106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1013107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1013108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1013109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1013110","100","0","8","90006","0","91002","0","31042","0","1","0"
"20","0","2","2","1013111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1013112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1013113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1013114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1013115","100","0","8","90006","0","91002","0","31042","0","1","0"
"25000","0","0","0","1013116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1014101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1014102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1014103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1014104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1014105","100","0","8","90006","0","91002","0","31043","0","2","0"
"20","0","2","2","1014106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1014107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1014108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1014109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1014110","100","0","8","90006","0","91002","0","31043","0","1","0"
"20","0","2","2","1014111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1014112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1014113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1014114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1014115","100","0","8","90006","0","91002","0","31043","0","1","0"
"25000","0","0","0","1014116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1015101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1015102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1015103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1015104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1015105","100","0","8","90006","0","91002","0","31025","0","2","0"
"20","0","2","2","1015106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1015107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1015108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1015109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1015110","100","0","8","90006","0","91002","0","31025","0","1","0"
"20","0","2","2","1015111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1015112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1015113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1015114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1015115","100","0","8","90006","0","91002","0","31025","0","1","0"
"25000","0","0","0","1015116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1016101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1016102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1016103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1016104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1016105","100","0","8","90006","0","91002","0","31022","0","2","0"
"20","0","2","2","1016106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1016107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1016108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1016109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1016110","100","0","8","90006","0","91002","0","31022","0","1","0"
"20","0","2","2","1016111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1016112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1016113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1016114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1016115","100","0","8","90006","0","91002","0","31022","0","1","0"
"25000","0","0","0","1016116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1017101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1017102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1017103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1017104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1017105","100","0","8","90006","0","91002","0","31018","0","2","0"
"20","0","2","2","1017106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1017107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1017108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1017109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1017110","100","0","8","90006","0","91002","0","31018","0","1","0"
"20","0","2","2","1017111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1017112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1017113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1017114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1017115","100","0","8","90006","0","91002","0","31018","0","1","0"
"25000","0","0","0","1017116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1018101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1018102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1018103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1018104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1018105","100","0","8","90006","0","91002","0","31042","0","2","0"
"20","0","2","2","1018106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1018107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1018108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1018109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1018110","100","0","8","90006","0","91002","0","31042","0","1","0"
"20","0","2","2","1018111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1018112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1018113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1018114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1018115","100","0","8","90006","0","91002","0","31042","0","1","0"
"25000","0","0","0","1018116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1019101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1019102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1019103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1019104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1019105","100","0","8","90006","0","91002","0","31043","0","2","0"
"20","0","2","2","1019106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1019107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1019108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1019109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1019110","100","0","8","90006","0","91002","0","31043","0","1","0"
"20","0","2","2","1019111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1019112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1019113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1019114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1019115","100","0","8","90006","0","91002","0","31043","0","1","0"
"25000","0","0","0","1019116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1020101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1020102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1020103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1020104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1020105","100","0","8","90006","0","91002","0","31025","0","2","0"
"20","0","2","2","1020106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1020107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1020108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1020109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1020110","100","0","8","90006","0","91002","0","31025","0","1","0"
"20","0","2","2","1020111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1020112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1020113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1020114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1020115","100","0","8","90006","0","91002","0","31025","0","1","0"
"25000","0","0","0","1020116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1021101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1021102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1021103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1021104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1021105","100","0","8","90006","0","91002","0","31022","0","2","0"
"20","0","2","2","1021106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1021107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1021108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1021109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1021110","100","0","8","90006","0","91002","0","31022","0","1","0"
"20","0","2","2","1021111","30","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1021112","40","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1021113","50","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1021114","60","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1021115","100","0","8","90006","0","91002","0","31022","0","1","0"
"25000","0","0","0","1021116","0","0","12","0","0","94002","0","0","0","0","0"
"40","0","2","2","1022101","20","0","8","90006","0","91002","0","0","0","0","0"
"50","0","2","2","1022102","30","0","8","90006","0","91002","0","0","0","0","0"
"75","0","2","2","1022103","40","0","8","90006","0","91002","0","0","0","0","0"
"100","0","2","2","1022104","50","0","8","90006","0","91002","0","0","0","0","0"
"150","0","2","2","1022105","100","0","8","90006","0","91002","0","31018","0","2","0"
"20","0","2","2","1022106","20","0","8","90006","0","91002","0","0","0","0","0"
"25","0","2","2","1022107","30","0","8","90006","0","91002","0","0","0","0","0"
"30","0","2","2","1022108","40","0","8","90006","0","91002","0","0","0","0","0"
"40","0","2","2","1022109","50","0","8","90006","0","91002","0","0","0","0","0"
"80","0","2","2","1022110","100","0","8","90006","0","91002","0","31018","0","1","0"
"20","0","2","2","1022111","30","0","8","90006","0","91002","0","0","0","0","0"
