d7291273427821dc62eccb15a1ceca1334c3463f4951f1f40704c0ca1377a945,659301735c9ffcc29e6c59d3ecd7cbfebf734516c85d67e1059889f888491243,249db552467f35f1bddac2202e95c6ae9fb733bdd36c1661489504f231ee4dac,b5f726933dae492e7713cc5613974a853b98f95b9a2bbf8b8b1ac8d9d695f7db,a7e9c1d06537fa8fe60dd1a2086e3e5719068580e596898157f58344f372e325,45f57f92fa4f315aab7265248464aebb21e01bc8bc4e84881262dca7dbfc6b74,354c381884a4a21fd5e0393ac370da2c85c9cb0f4ea79d4609b12bd8083fdd85,19c614191689a5e720bd51c89014165cf8bf29215eef6c17b4d34eea0d5bf9d6,8f9fe2071f093cd2b4ee2758c6157a22307bcbf0b7a90e5c70f5d69b6ff294c7,a5788dd399b1c6a76aa9871424dee64d7f8495f44df0973fc6e40d05578b9414,d4bb6c51d24ccf35c4c06b2a2499571696ca6cd2e19b4b80d0b31cf0cafb4304,e3b712f87073597e0a136b33225189341f953d35946cf7f6aaf018e956b2e1be,6a40bc242efa59364f6914749de5022dfbd0d4f76bfdc21d2b267a5530e5a2a5,d9498b3bdd7c7623670736ad69b1b06b8e811fad7d435593c5a44fdd66f101a3,dc1b746a9ae2f63d3220f0f2ff781f33f9e63a9a59d7a3e67f9eab8e4c469a68,0d3cd7e3158f5554933c85070e8f9b35e1442a5353c87ef2da56dda6c0cb152c,a2f9143e7ff3bd224f4df89cda5f00afbe3ecd413b8fad4f25d4ee47a82b2b70,66c459d2112243b20d8f86d26e995281f0f89b067139b73db2221e29411384af,85750fd8a53be8741ffc4c99303d000b1e1de65b52f2bc119f2bc9b59668b9b0,3e0497e7059567aed6ff31d41b4f188548c8c2ddd4ddeaa2610e7516094abe3d,dcb396156dc488992a5ac54d5e8be986c411bac2ce0bc8f326e4005162bef70d,528a30f11ad736fd30d84d0da7d011ab657abdf738f1b16a9b770047368fc0a7,ce4dbf799404a68a64f603dda7a719eda4b1033e6afac1cb5fc111a1e2e4ba48,37deecbf37b702010d992a48180921259312ab593754ad6a0d5ed4e03270bff0
"0","0","8","2015/12/17 15:00:00","0","15071002","-81","-89","0","0","伊緒老師的背面世界教室","0","11071","31018","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15071003","-135","-408","0","0","《EX》成群的危險暗影‧遊戲","0","11071","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"31006","1","8","2015/12/17 15:00:00","2","15071004","-73","253","51028","2","清除傀儡的絲線","5","11071","31026","2","1","2","在戰鬥中獲得勝利。","300010","31093","30","5","91002","5"
"31296","0","8","2015/12/17 15:00:00","2","15071005","-173","383","0","0","花瓣與刀刃舞動","5","11071","31056","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15071006","-173","622","0","0","《EX》成群的危險暗影‧獸苑","0","11071","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"51029","0","8","2015/12/17 15:00:00","2","15072001","94","-252","0","0","降臨煉獄的冰龍","1","11072","31064","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"31008","0","8","2015/12/17 15:00:00","2","15072002","-111","-193","0","0","美麗的黑天使群","5","11072","31258","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15072003","94","84","0","0","《EX》成群的危險暗影‧美食","0","11072","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"51030","0","8","2015/12/17 15:00:00","2","15072004","-120","277","0","0","展現魅力，灼熱的表現風格","1","11072","31022","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15072005","-106","510","0","0","又冷又熱的散步","0","11072","31064","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15072006","-100","703","0","0","《EX》成群的危險暗影‧救護","0","11072","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"51031","0","8","2015/12/17 15:00:00","2","15073001","-188","-487","0","0","背面世界超級英雄秀","1","11073","31309","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"31185","0","8","2015/12/17 15:00:00","2","15073002","-190","-208","0","0","冥府的被虐狂","5","11073","31045","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15073003","33","-133","0","0","《EX》成群的危險暗影‧森精","0","11073","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"0","0","8","2015/12/17 15:00:00","0","15073004","37","508","0","0","冥界的魔物調查","0","11073","51032","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","1"
"0","0","8","2015/12/17 15:00:00","0","15073005","-117","670","0","0","《EX》成群的危險暗影‧黃昏","0","11073","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"31056","0","8","2015/12/17 15:00:00","2","15074001","-46","-182","0","0","歡迎來到成熟女子聚會","5","11074","31034","2","1","2","在戰鬥中獲得勝利。","300010","51033","30","1","91002","5"
"31033","0","8","2015/12/17 15:00:00","2","15074002","-179","-76","0","0","我來讓冥界露出笑容了！　","5","11074","31052","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15074003","87","102","0","0","《EX》成群的危險暗影‧學院","0","11074","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"31260","0","8","2015/12/17 15:00:00","2","15074004","-148","391","0","0","白劍與黑盾","5","11074","31057","2","1","2","在戰鬥中獲得勝利。","300010","51034","30","1","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15074005","12","694","0","0","《EX》成群的危險暗影‧光願","0","11074","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"31006","0","8","2015/12/17 15:00:00","2","15075001","92","-237","0","0","小惡魔妹妹與墮天使妹妹","5","11075","31258","2","1","2","在戰鬥中獲得勝利。","300010","51035","30","1","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15075002","93","96","0","0","《EX》成群的危險暗影‧友好","0","11075","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"51036","0","8","2015/12/17 15:00:00","2","15075003","-58","591","0","0","為迷路的鳥兒帶路！","1","11075","31001","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15075004","76","808","0","0","《EX》成群的危險暗影‧龍巢","0","11075","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"31020","0","8","2015/12/17 15:00:00","2","15076001","39","-380","0","0","冥界時裝秀☆","5","11076","31023","2","1","2","在戰鬥中獲得勝利。","300010","31016","30","5","91002","5"
"31013","0","8","2015/12/17 15:00:00","2","15076002","-196","-486","0","0","忍者冥劍傳","5","11076","31030","2","1","2","在戰鬥中獲得勝利。","300010","51037","30","1","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15076003","-31","69","0","0","《EX》成群的危險暗影‧光願","0","11076","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"51043","0","8","2015/12/17 15:00:00","2","15076004","-186","521","0","0","魔與黑暗的大小姐","1","11076","31003","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15076005","-69","718","0","0","《EX》成群的危險暗影‧魔軍","0","11076","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"51038","0","8","2015/12/17 15:00:00","2","15077001","-185","-420","0","0","徬徨於背面世界的神祕巨女","1","11077","31063","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15077002","-191","74","0","0","《EX》成群的危險暗影‧魔學","0","11077","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"31301","1","8","2015/12/17 15:00:00","2","15077003","62","561","51039","2","瀰漫於冥界的魔性香氣","5","11077","31021","2","1","2","在戰鬥中獲得勝利。","300010","31044","30","5","91002","5"
"31015","0","8","2015/12/17 15:00:00","2","15077004","33","741","0","0","衝突，母性vs經商精神！？","5","11077","31180","0","1","2","在戰鬥中獲得勝利。","300010","0","30","0","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15077005","-125","517","0","0","《EX》成群的危險暗影‧墮天","0","11077","0","0","2","0","在戰鬥中獲得勝利。","300020","0","150","0","91002","0"
"31066","0","8","2015/12/17 15:00:00","2","15078001","118","-440","0","0","幫派成員與英雄","5","11078","31005","2","1","2","在戰鬥中獲得勝利。","300010","51040","30","1","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15078002","-78","-124","0","0","《EX》危險的魔物‧大鬼再現","0","11078","0","0","2","0","在戰鬥中獲得勝利。","300020","0","400","0","91002","0"
"31092","1","8","2015/12/17 15:00:00","2","15078003","-184","86","51041","2","活屍中的迷霧","5","11078","31094","2","1","2","在戰鬥中獲得勝利。","300010","31093","30","5","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15078004","-187","477","0","0","《EX》危險的魔物‧懶獸","0","11078","0","0","2","0","在戰鬥中獲得勝利。","300020","0","400","0","91002","0"
"31355","1","8","2015/12/17 15:00:00","2","15078005","-146","687","51042","2","來襲！紅髮盜賊三姊妹！？","5","11078","31300","2","1","2","在戰鬥中獲得勝利。","300010","31302","30","5","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15078006","30","760","0","0","《EX》危險的魔物‧獅鷲","0","11078","0","0","2","0","在戰鬥中獲得勝利。","300020","0","400","0","91002","0"
"31050","1","8","2015/12/17 15:00:00","2","15079001","100","-414","51044","2","性格迥異樂團三重奏","5","11079","31358","2","1","2","在戰鬥中獲得勝利。","300010","31181","30","5","91002","5"
"0","0","8","2015/12/17 15:00:00","0","15079002","-163","-861","0","0","《EX》危險的魔物‧雷鳥再現","0","11079","0","0","2","0","在戰鬥中獲得勝利。","300020","0","400","0","91002","0"
"0","0","0","2015/12/17 15:00:00","0","15079003","-6","-160","0","0","分支冒險2","0","11079","0","0","1","0","在戰鬥中獲得勝利。","300010","0","0","0","0","0"
"0","0","0","2015/12/17 15:00:00","0","15079004","-65","17","0","0","《EX》EX冒險2","0","11079","0","0","2","0","在戰鬥中獲得勝利。","300020","0","0","0","0","0"
"0","0","0","2015/12/17 15:00:00","0","15079005","-26","311","0","0","分支冒險3","0","11079","0","0","1","0","在戰鬥中獲得勝利。","300010","0","0","0","0","0"
"0","0","0","2015/12/17 15:00:00","0","15079006","-94","682","0","0","《EX》ＥＸ冒險３","0","11079","0","0","2","0","在戰鬥中獲得勝利。","300020","0","0","0","0","0"
