46b128fb3483da66e8fd476cf34812078e8929d7eaba1a9242e34de86bbc3b01,c9ba084aa7b8763526e094f76d65dc68e3f074bc3d5f7fb7a445e51452d9313c,16917c41fa3627827265a301d740f4eeae8c4cbaedc968edbdf3d7f71db057ca,627a79d4e184eb72fbd361ac554f18b90bbf8b12c0a73a79bb8f21668e96be2f,db72f1628728dae81d8ee0306f3d6f21b657e88a4f7485f4e682961141e38cbf,ad5e1e30aaa06e2cfb2996c8b14a5955e97da011cac1d34e0ecc29ca608a5010,cefb85412aa6583cc7979c055b5951038604580b53de24777b7df48c576a556a,fb13e81f9c2dc1e5b2e326370481ce815fd903b9dcba7ef28290cfc3c553ebfd,da27899cbcdf648cdac456d1053c13abe0d786771810ab370ae82835bcba3b9f,4cea13900c36a35e06d900cf1423d7903a3fbdb2afb8c6dfbc2adfc742f90191,3a2d86fdcb7f0fda8475471a7d6cddfffd0ed6f94803c840f86effb8589920c4,c4b893b50c7af18e1d66ff6585be0c2125b6dacde7ba4cdcf917aa2a953775df,5d26015add82e46f66d06ce801c98114394de64b804794daa7464ed99ad3e6bf,19123ca693e8920b554bf0aa0d03f0581eead6ee59bfc5b74e2684ad757c56e8,a55816ba1f6802af4199e998222555dd37b379362a7b91ef589c8849b47bfbaf,1bf893003a7418181cd9311350541ba5a1cf354fabea887cce4efaab31e811ea,b053daada18c6d05c38d62bd9a1c4b73f5dc214a8d73c3e658c4e17c3a7396bc,96f36f549227c87227b48db0b82f21fa3340285e076aa693d0287d5a47544d4d
"0","34","212","2","0","0","4","","9403","0","0","0","0","","0","0","0","4"
"0","31","213","4","0","0","5","","9404","0","0","0","0","","0","0","0","4"
"0","37","214","6","0","0","6","","9405","0","0","0","0","","0","0","0","4"
"0","38","215","8","0","0","7","","9406","0","0","0","0","","0","0","0","4"
"0","38","517","31","0","0","8","","9411","0","0","0","0","","0","0","0","4"
"0","38","518","33","0","0","9","","9412","0","0","0","0","","0","0","0","4"
"0","0","519","1","0","0","109","","9319","0","0","0","0","","908","0","30","5"
"0","34","520","23","0","0","4","","9407","0","0","0","0","","0","0","0","4"
"0","31","521","25","0","0","5","","9408","0","0","0","0","","0","0","0","4"
"0","37","522","27","0","0","6","","9409","0","0","0","0","","0","0","0","4"
"0","38","523","29","0","0","7","","9410","0","0","0","0","","0","0","0","4"
"0","34","536","24","0","0","4","","9413","0","0","0","0","","0","0","0","4"
"0","31","537","26","0","0","5","","9414","0","0","0","0","","0","0","0","4"
"0","37","538","28","0","0","6","","9415","0","0","0","0","","0","0","0","4"
"0","38","539","30","0","0","7","","9416","0","0","0","0","","0","0","0","4"
"0","38","540","32","0","0","8","","9417","0","0","0","0","","0","0","0","4"
"0","38","541","34","0","0","9","","9418","0","0","0","0","","0","0","0","4"
"0","37","542","35","0","0","10","","9419","0","0","0","0","","0","0","0","4"
"0","37","543","36","0","0","11","","9420","0","0","0","0","","0","0","0","4"
"0","0","550","1","0","0","110","","9319","0","0","0","0","","908","0","30","5"
"0","34","561","37","0","0","4","","9421","0","0","0","0","","0","0","0","4"
"0","31","562","38","0","0","5","","9422","0","0","0","0","","0","0","0","4"
"0","37","563","39","0","0","6","","9423","0","0","0","0","","0","0","0","4"
"0","38","564","40","0","0","7","","9424","0","0","0","0","","0","0","0","4"
"0","37","565","41","0","0","8","","9425","0","0","0","0","","0","0","0","4"
"0","37","566","42","0","0","9","","9426","0","0","0","0","","0","0","0","4"
"0","37","567","43","0","0","10","","9427","0","0","0","0","","0","0","0","4"
"0","37","568","44","0","0","11","","9428","0","0","0","0","","0","0","0","4"
"0","37","569","45","0","0","12","","9429","0","0","0","0","","0","0","0","4"
"0","37","570","46","0","0","13","","9430","0","0","0","0","","0","0","0","4"
"0","0","571","1","0","0","111","","9319","0","0","0","0","","908","0","30","5"
"0","0","572","1","0","0","112","","9319","0","0","0","0","","908","0","30","5"
"0","0","575","1","0","0","113","","9319","0","0","0","0","","908","0","30","5"
"0","0","609","1","0","0","114","","9319","0","0","0","0","","908","0","30","5"
"0","0","616","1","0","0","124","","9319","0","0","0","0","","908","0","30","5"
"0","0","617","27","0","0","115","","99634","0","0","0","0","","0","0","0","0"
"0","0","618","28","0","0","116","","99635","0","0","0","0","","0","0","0","0"
"0","0","619","29","0","0","117","","99636","0","0","0","0","","0","0","0","0"
"0","0","620","30","0","0","118","","99638","0","0","0","0","","0","0","0","0"
"0","0","621","11","0","0","119","","99639","0","0","0","0","","0","0","0","4"
"0","0","622","12","0","0","120","","99640","0","0","0","0","","0","0","0","4"
"0","0","623","13","0","0","121","","99641","0","0","0","0","","0","0","0","4"
"0","0","624","14","0","0","122","","99642","0","0","0","0","","0","0","0","4"
"0","0","625","15","0","0","123","","99643","0","0","0","0","","0","0","0","4"
"0","0","626","1","0","0","125","","9319","0","0","0","0","","908","0","30","5"
"0","0","627","1","0","0","126","","9431","0","0","0","0","","0","0","0","6"
"0","0","628","1","0","0","127","","9431","0","0","0","0","","0","0","0","6"
"0","0","629","31","0","0","128","","99650","0","0","0","0","","0","0","0","0"
"0","0","630","32","0","0","129","","99651","0","0","0","0","","0","0","0","0"
"0","0","631","33","0","0","117","","99652","0","0","0","0","","0","0","0","0"
"0","0","632","1","0","0","130","","9319","0","0","0","0","","908","0","30","5"
"0","0","633","1","0","0","131","","9319","0","0","0","0","","0","0","0","7"
"0","0","634","2","0","0","132","","9432","0","0","0","0","","0","0","0","6"
"0","0","635","2","0","0","133","","9432","0","0","0","0","","0","0","0","6"
"0","0","637","34","0","0","117","","99658","0","0","0","0","","0","0","0","0"
"0","0","638","35","0","0","134","","99659","0","0","0","0","","0","0","0","0"
"0","0","639","36","0","0","135","","99660","0","0","0","0","","0","0","0","0"
"0","0","640","37","0","0","136","","99661","0","0","0","0","","0","0","0","0"
"0","0","641","1","0","0","137","","9319","0","0","0","0","","908","0","30","5"
"0","0","642","3","0","0","138","","9433","0","0","0","0","","0","0","0","6"
"0","0","643","34","0","0","117","","99669","0","0","0","0","","0","0","0","0"
"0","0","644","35","0","0","134","","99670","0","0","0","0","","0","0","0","0"
"0","0","645","36","0","0","135","","99671","0","0","0","0","","0","0","0","0"
"0","0","646","37","0","0","136","","99672","0","0","0","0","","0","0","0","0"
"0","0","648","2","0","0","139","","99674","0","0","0","0","","0","0","0","6"
"0","0","649","1","0","0","140","","9319","0","0","0","0","","908","0","30","5"
"0","0","650","5","0","0","141","","99677","0","0","0","0","","0","0","0","6"
"0","0","651","6","0","0","142","","9435","0","0","0","0","","0","0","0","6"
"0","0","652","7","0","0","143","","9435","0","0","0","0","","0","0","0","6"
"0","0","653","8","0","0","144","","9435","0","0","0","0","","0","0","0","6"
"0","0","654","9","0","0","145","","9435","0","0","0","0","","0","0","0","6"
"0","0","655","10","0","0","146","","9435","0","0","0","0","","0","0","0","6"
"0","0","656","1","0","0","147","","9319","0","0","0","0","","908","0","30","5"
"0","0","657","4","0","0","148","","9434","0","0","0","0","","0","0","0","6"
"0","0","659","34","0","0","117","","99687","0","0","0","0","","0","0","0","0"
"0","0","660","35","0","0","134","","99688","0","0","0","0","","0","0","0","0"
"0","0","661","37","0","0","136","","99689","0","0","0","0","","0","0","0","0"
"0","0","662","5","0","0","149","","9438","0","0","0","0","","0","0","0","6"
"0","0","663","4","0","0","150","","9434","0","0","0","0","","0","0","0","6"
"0","0","664","1","0","0","151","","9319","0","0","0","0","","908","0","30","5"
"0","0","665","6","0","0","152","","9437","0","0","0","0","","0","0","0","6"
"0","0","666","5","0","0","139","","99674","0","0","0","0","","0","0","0","6"
"0","0","667","7","0","0","142","","9435","0","0","0","0","","0","0","0","6"
"0","0","668","8","0","0","143","","9435","0","0","0","0","","0","0","0","6"
"0","0","669","9","0","0","144","","9435","0","0","0","0","","0","0","0","6"
"0","0","670","10","0","0","145","","9435","0","0","0","0","","0","0","0","6"
"0","0","671","11","0","0","146","","9435","0","0","0","0","","0","0","0","6"
"0","0","672","3","0","0","153","","9439","0","0","0","0","","0","0","0","6"
"0","0","673","14","0","0","154","","9438","0","0","0","0","","0","0","0","6"
"0","0","674","1","0","0","155","","9319","0","0","0","0","","908","0","30","5"
"0","0","675","3","0","0","139","","99677","0","0","0","0","","0","0","0","6"
"0","0","676","4","0","0","156","","9434","0","0","0","0","","0","0","0","6"
"0","0","677","5","0","0","157","","9437","0","0","0","0","","0","0","0","6"
"0","0","678","8","0","0","158","","9436","0","0","0","0","","0","0","0","6"
"0","0","679","7","0","0","159","","9436","0","0","0","0","","0","0","0","6"
"0","0","680","6","0","0","160","","9436","0","0","0","0","","0","0","0","6"
"0","0","681","9","0","0","142","","9436","0","0","0","0","","0","0","0","6"
"0","0","682","10","0","0","143","","9436","0","0","0","0","","0","0","0","6"
"0","0","683","11","0","0","144","","9436","0","0","0","0","","0","0","0","6"
"0","0","684","12","0","0","145","","9436","0","0","0","0","","0","0","0","6"
"0","0","685","13","0","0","146","","9436","0","0","0","0","","0","0","0","6"
"0","0","686","12","0","0","158","","9436","0","0","0","0","","0","0","0","6"
"0","0","687","11","0","0","159","","9436","0","0","0","0","","0","0","0","6"
"0","0","688","10","0","0","160","","9436","0","0","0","0","","0","0","0","6"
"0","0","689","13","0","0","142","","9436","0","0","0","0","","0","0","0","6"
"0","0","690","14","0","0","143","","9436","0","0","0","0","","0","0","0","6"
"0","0","691","12","0","0","144","","9436","0","0","0","0","","0","0","0","6"
"0","0","692","13","0","0","145","","9436","0","0","0","0","","0","0","0","6"
"0","0","693","14","0","0","146","","9436","0","0","0","0","","0","0","0","6"
"0","0","694","8","0","0","161","","9437","0","0","0","0","","0","0","0","6"
"0","0","695","7","0","0","162","","9434","0","0","0","0","","0","0","0","6"
"0","0","696","4","0","0","139","","99695","0","0","0","0","","0","0","0","6"
"0","0","697","1","0","0","163","","9319","0","0","0","0","","908","0","30","5"
"0","0","698","1","0","0","164","","9319","0","0","0","0","","908","0","30","5"
"0","0","699","22","0","0","165","","9433","0","0","0","0","","0","0","0","6"
"0","0","700","20","0","0","166","","9444","0","0","0","0","","0","0","0","6"
"0","0","701","19","0","0","167","","9443","0","0","0","0","","0","0","0","6"
"0","0","703","34","0","0","117","","99697","0","0","0","0","","0","0","0","0"
"0","0","704","35","0","0","134","","99698","0","0","0","0","","0","0","0","0"
"0","0","705","37","0","0","136","","99699","0","0","0","0","","0","0","0","0"
"0","0","706","31","0","0","168","","99700","0","0","0","0","","0","0","0","0"
"0","0","707","32","0","0","169","","99701","0","0","0","0","","0","0","0","0"
"0","0","708","9","0","0","170","","9434","0","0","0","0","","0","0","0","6"
"0","0","709","10","0","0","171","","9437","0","0","0","0","","0","0","0","6"
"0","0","710","7","0","0","139","","9441","0","0","0","0","","0","0","0","6"
"0","0","711","13","0","0","158","","9436","0","0","0","0","","0","0","0","6"
"0","0","712","12","0","0","159","","9436","0","0","0","0","","0","0","0","6"
"0","0","713","11","0","0","160","","9436","0","0","0","0","","0","0","0","6"
"0","0","714","14","0","0","142","","9436","0","0","0","0","","0","0","0","6"
"0","0","715","15","0","0","143","","9436","0","0","0","0","","0","0","0","6"
"0","0","716","16","0","0","144","","9436","0","0","0","0","","0","0","0","6"
"0","0","717","17","0","0","145","","9436","0","0","0","0","","0","0","0","6"
"0","0","718","18","0","0","146","","9436","0","0","0","0","","0","0","0","6"
"0","0","719","1","0","0","172","","9319","0","0","0","0","","908","0","30","5"
"0","0","720","6","0","0","173","","9445","0","0","0","0","","0","0","0","6"
"0","0","721","8","0","0","174","","9438","0","0","0","0","","0","0","0","6"
"0","0","722","5","0","0","175","","9446","0","0","0","0","","0","0","0","6"
"0","0","723","1","0","0","176","","9448","0","0","0","0","","0","0","0","6"
"0","0","724","9","0","0","177","","99709","0","0","0","0","","0","0","0","6"
