0350f9bb311b80f41dea328eb2d19a4075919a12b6c2d0a62f65e7596e5411d7,856df8fdbb268160b165495fc35ca5b886264f06c504b6b34a4d148c1116f5d3,102c14977476e7965604eb529e2acac69f4a615c393df629407db9c58bf44836,8e66b0f59cb055ec1dec56a3770c0c81fa6436207106951c6ab6ba6cb94cb2c5,dc978bb71a4a0240f06b0b13089d93918662f18deddead475c579832ba2bd1ae,cbcde45db05d22aea11af99e4aec725a6be506ae1ac062cf483e8038296c0104,1e7097b84e4c4ddbceabd3af12f42060ecc96c83a32d3d2bc58046f1c3d07955
"1","1","0","1110028","是某個顏色的名字，同時又有「不成熟的」意思的英文單字是「Red」。","1","2"
"1","1","0","1110029","「日」、「月」、「木」等等，以物體形狀由來造出的字稱為「象形文字」。","1","2"
"1","1","0","1110030","歇後語「啞巴吃黃連」形容目中無人。","1","2"
"1","1","0","1110031","「徒勞無功」指的是「白白浪費精力，沒有任何效益」。","1","2"
"1","1","0","1110033","俗語「一根直腸通到底」是形容一個人性格直爽、沒有心眼。","1","2"
"1","1","0","1110034","成語「滴水穿石」是形容再怎麼忍耐也是白費。","1","2"
"1","1","0","1110036","成語「爛醉如溺」是形容一個人喝醉到極點。","1","2"
"1","1","0","1110037","英文字母總共有「26個」。","1","2"
"1","1","0","1110039","成語「人去樓空」原本形容舊地重遊時人事已非的感傷，現在則多用在形容人畏罪潛逃、不知去向。","1","2"
"1","1","0","1110040","成語「玩褲子弟」是形容倚仗父母權勢橫行霸道的兒女。","1","2"
"1","1","0","1110042","俗語「瘦死的駱駝比馬大」是形容有錢人家縱使變窮了，還是比窮人家富裕。","1","2"
"1","1","0","1110043","成語「鋌而走險」是形容在窮途末路或受逼迫時，採取冒險行動甚至是不正當的行為。","1","2"
"1","1","0","1110044","「春天」的英文是「Autumn」。","1","2"
"1","1","0","1110045","「老虎」的英文是「Tiger」。 ","1","2"
"1","1","0","1110046","「山」的英文是「River」。 ","1","2"
"1","1","0","1110049","成語「無地自容」是形容一個人羞愧無比。","1","2"
"1","1","0","1110050","成語「如魚得隨」是形容得到與自己十分投合的人，或對自己非常合適的環境。","1","2"
"1","1","0","1110051","俗語「欲速則不達」是形容想要求快，卻反而無法達到目的。","1","2"
"1","1","0","1110054","成語「垂頭喪氣」是形容一個人失意沮喪。","1","2"
"1","1","0","1110055","成語「垂頭喪氣」是形容兩人心靈相通，非常合得來。","1","2"
"1","1","0","1110056","老弱婦「孺」跟「孺」子可教，兩個「孺」的意思相同。","1","2"
"1","1","0","1110058","三十六計中，刻意損害自身來博取他人信任的計謀稱為「狗肉計」。","1","2"
"1","1","0","1110059","手「腕」和「宛」如，「」中兩者讀音相同。","1","2"
"1","1","0","1110060","英文「Watermelon」指的是「西瓜」。","1","2"
"1","1","0","1111001","關於角色名字，「似似花」這三個文字的寫法皆正確。","1","1"
"1","1","0","1111002","由貪吃佩可擔任公會長的公會名稱為【好吃殿堂】。","1","1"
"1","1","0","1111003","七冠的英文是「Seven Crowns」。","1","1"
"1","1","0","1111004","活動名稱「小小夏日回憶錄　在海邊發現的小小幸福」中的「小小夏日回憶錄」，翻成英文是「Little Summer Memories」。","1","1"
"1","1","0","1111005","英文「Princess」指的是「女王」。","1","1"
"2","1","0","1120003","「庇」護跟「仳」離 ，「」中兩者讀音相同。","1","2"
"2","1","0","1120004","「這個人濫用職權，終飽私囊」，此一文中的成語用字皆正確。","1","2"
"2","1","0","1120006","「異口同聲」的意思是所有人的意見各不相同。","1","2"
"2","1","0","1120007","「溫故知新」的意思是積極學習新事物。","1","2"
"2","1","0","1120008","「門不當戶不對」指的是「雙方身分地位差距太大」。","1","2"
"2","1","0","1120010","「老油條」指的是「很長壽的人」。","1","2"
"2","1","0","1120011","刀的單位是「一把、兩把」。","1","2"
"2","1","0","1120013","將日語的假名文字以母音和子音來分類的表，稱為「四十音」。","1","2"
"2","1","0","1120014","雷「殛」跟「亟」需，「」中兩者讀音相同。","1","2"
"2","1","0","1120016","比喻故意裝成愚弱者讓對手疏忽，再趁機贏得勝利的俗語是「扮牛吃老虎」。","1","2"
"2","1","0","1120017","「惋」惜跟手「腕」，「」中兩者讀音相同。","1","2"
"2","1","0","1120019","「脊」椎跟「及」時，「」中兩者讀音相同。","1","2"
"2","1","0","1120020","「佝」僂跟鈕「扣」，「」中兩者讀音相同。","1","2"
"2","1","0","1120021","歇後語「烏龜爬門檻」形容奮發向上。","1","2"
"2","1","0","1120022","歇後語「黃鼠狼給雞拜年」形容不懷好意。","1","2"
"2","1","0","1120024","公「帑」跟倜「儻」，「」中兩者讀音相同。","1","2"
"2","1","0","1120026","「烴」基跟「輕」鬆，「」中兩者讀音相同。","1","2"
"2","1","0","1120027","「亡命之徒」指的是在外逃亡的人。","1","2"
"2","1","0","1120030","「胴」體跟「恫」嚇，「」中兩者讀音相同。","1","2"
"2","1","0","1120031","成語「八方受敵」是形容「原本敵對的人同心協力度過難關」。","1","2"
"2","1","0","1120032","成語「覆水難收」是形容已經發生的事無法再改變。","1","2"
"2","1","0","1120033","菜「畦」跟豆「萁」，「」中兩者讀音相同。","1","2"
"2","1","0","1120034","般「若」跟倘「若」，兩個「若」的讀音相同。","1","2"
"2","1","0","1120035","「旱鴨子」指的是不會游泳的人。","1","2"
"2","1","0","1120036","「牆頭草」指的是立場搖擺不定的人。","1","2"
"2","1","0","1120037","「領頭羊」指的是在幕後提供意見的人。","1","2"
"2","1","0","1120038","醫院病床的單位是「一台、兩台」。","1","2"
"2","1","0","1120039","「末端」的反義詞是「根柢」。","1","2"
"2","1","0","1120040","歇後語「五六七八九」形容多多益善。","1","2"
"2","1","0","1120041","「戛然而止」是自然緩慢停下的意思。","1","2"
"2","1","0","1120043","成語「心有靈犀」是形容心意相通、非常有默契。","1","2"
"2","1","0","1120044","英文「Conductor」可以指車掌或是管弦樂指揮者。","1","2"
"2","1","0","1120046","成語「一戳就通」是指對事物理解非常快速。","1","2"
"2","1","0","1120047","俗語「養老鼠咬布袋」是指「因敵對的人而嚐到苦頭」。","1","2"
"2","1","0","1120048","英文中月分的略稱「Jan.」是指「１月」。","1","2"
"2","1","0","1120049","英文中月分的略稱「Jun.」是指「７月」。","1","2"
"2","1","0","1120051","俗語「遠水救不了近火」是形容太慢的方法無法解救危急的困難。","1","2"
"2","1","0","1120052","「蜈蚣」的別名是「十足蟲」。","1","2"
"2","1","0","1120054","「蜻蜓效應」是形容一件看似不相關的事情，也可能在機緣巧合下影響到意外的事物。","1","2"
"2","1","0","1120055","「朱」與「丹」都是指紅色。","1","2"
"2","1","0","1120057","「縞」與「玄」都是指黑色。","1","2"
"2","1","0","1120058","六書為象形、指事、會意、形聲、轉注、假借。","1","2"
"2","1","0","1120060","「做賊喊抓賊」比喻善待親信卻遭其背叛。","1","2"
"2","1","0","1120061","「駭客」一詞為外來語。","1","2"
"2","1","0","1121001","由拉比林斯達擔任公會長的公會【拉比林斯】，英文原意是「愛巢」。","1","1"
"2","1","0","1121002","關於角色名字，「優衣」這兩個文字寫法皆正確。","1","1"
"2","1","0","1121003","杏奈本名為「安妮羅潔‧馮‧修特帕魯」。","1","1"
"2","1","0","1121004","關於角色名字，「帆希」這兩個文字寫法皆正確。","1","1"
"2","1","0","1121005","關於角色名字，「花澟」這兩個文字寫法皆正確。","1","1"
"3","1","0","1130002","「烤爐」兩個字是屬於相同部首「火部」。","1","2"
"3","1","0","1130003","「口若懸河」的反義詞是「剛毅木訥」。","1","2"
"3","1","0","1130005","「邏輯」一詞為外來語。","1","2"
"3","1","0","1130007","「裝潢」一詞為外來語。","1","2"
"3","1","0","1130008","「休克」一詞為外來語。","1","2"
"3","1","0","1130010","泳池的單位是「一座、兩座」。","1","2"
"3","1","0","1130011","燈塔的單位是「一尊、兩尊」。","1","2"
"3","1","0","1130012","歇後語「秀才遇到兵」比喻遇上不講理的人，即使講理也沒用。","1","2"
"3","1","0","1130013","「杯葛」一詞為外來語。","1","2"
"3","1","0","1130014","「胡椒」一詞為外來語。","1","2"
"3","1","0","1130015","英文中「Adam's Apple」指的是人體的「鼻尖」。","1","2"
"3","1","0","1130016","成語「隨聲附和」是形容沒有主見而去迎合他人的意見。","1","2"
"3","1","0","1130018","成語「重蹈覆轍」是形容沒有吸取教訓而重覆犯下相同的錯誤。","1","2"
"3","1","0","1130020","成語「食指大動」中的食指原本是指「拇指」。","1","2"
"3","1","0","1130021","「霸凌」一詞為外來語。","1","2"
"3","1","0","1130022","成語「尸位素餐」的用字皆正確。","1","2"
"3","1","0","1130023","俄文字母總共有「26個」。","1","2"
"3","1","0","1130024","成語「蠻不講理」是指做事蠻橫，不講道理。","1","2"
"3","1","0","1130028","「革命」一詞為外來語。","1","2"
"3","1","0","1130029","「財、空、江、河」皆為形聲字。","1","2"
"3","1","0","1130030","「爪、止、炎、考」皆為形聲字。","1","2"
"3","1","0","1130031","比喻幫助別人就要幫到底的俗語是「送神送上西天」。","1","2"
"3","1","0","1130032","成語「神態自若」是形容「神情態度從容不迫」。","1","2"
"3","1","0","1130033","「鳩工庀材」是準備大興土木的意思。","1","2"
"3","1","0","1130034","床、庄、序的部首皆是「广」部。","1","2"
"3","1","0","1130036","成語「畫蛇添足」是形容「多此一舉」。","1","2"
"3","1","0","1130037","成語「公正廉潔」是形容一個人「做事始終如一」。","1","2"
"3","1","0","1130038","「木、禾、母、女」皆為指事字。","1","2"
"3","1","0","1130039","英文「Crescent」指的是「滿月」。","1","2"
"3","1","0","1130041","興致勃勃時被他人否定，俗稱「潑冷水」。","1","2"
"3","1","0","1130043","英文「Fingerprint」指的是「指紋」。","1","2"
"3","1","0","1130045","英文「Firework」指的是「消防員」。","1","2"
"3","1","0","1130046","「日、月、山、水」皆為象形字。","1","2"
"3","1","0","1130048","成語「不理不採」是形容一個人態度冷淡、不加理會。","1","2"
"3","1","0","1130049","「寓言」指的是以淺近假托的故事或用擬人手法，表達某種哲理的文學。","1","2"
"3","1","0","1130050","「木、人、牛、本」皆為象形字。","1","2"
"3","1","0","1130051","「一、二、上、下」皆為指事字。","1","2"
"3","1","0","1130052","「笑面虎」指的是面惡心善的人。","1","2"
"3","1","0","1130053","「斗筲之徒」指的是學識淵博的人。","1","2"
"3","1","0","1130054","疾「疢」跟「灰」塵，「」中兩者讀音相同。","1","2"
"3","1","0","1130055","俗語中，「請鬼拿藥單」形容自找死路。","1","2"
"3","1","0","1130056","譏「誚」跟訕「笑」，「」中兩者讀音相同。","1","2"
"3","1","0","1130058","「彖」辭跟鳥「喙」，「」中兩者讀音相同。","1","2"
"3","1","0","1130059","「沉魚落雁」和「傾國傾城」，這兩個成語都是形容女子容貌。","1","2"
"3","1","0","1130060","歇後語「貓哭耗子」形容神乎其技。","1","2"
"3","1","0","1131001","關於4th Anniversary倒數劇情中，第16話標題名稱為「與你連結的今天這一天」。","1","1"
"3","1","0","1131002","活動名稱「慈樂之音的夏日演唱會　Just a moment！」的「Just a moment」的意思是「一瞬間」。","1","1"
"3","1","0","1131003","「極光聖界（Aurora Sanctuary）」的語源是英文。","1","1"
"3","1","0","1131004","「幸福之花（Fiore Felicità）」的語源是義大利文。","1","1"
"3","1","0","1131005","「朱色女皇（Vermilion Empress）」的語源是法文。","1","1"
"1","2","0","1210001","將別人的血液輸入血管的行為叫做「抽血」。","1","2"
"1","2","0","1210002","蛇類之中，雨傘節不具有毒性。","1","2"
"1","2","0","1210003","某種生物全數死亡的狀況，被稱作「滅絕」。","1","2"
"1","2","0","1210004","鯡魚子是「鱈魚」的卵。","1","2"
"1","2","0","1210005","黃豆由於其豐富的營養，有著「田中肉」的美名。","1","2"
"1","2","0","1210006","在煎過後製成粉會叫做「黃豆粉」，發芽之後則成為「豆芽菜」的食材是「紅豆」。","1","2"
"1","2","0","1210009","在十二生肖中，「亥」代表的動物是「豬」。","1","2"
"1","2","0","1210011","粒線體為細胞的活動提供了化學能量，所以有「細胞的發電站」之稱。","1","2"
"1","2","0","1210012","位於領口一帶，連接胸骨與肩胛骨，呈現左右對稱的骨頭，名叫「肩胛骨」。","1","2"
"1","2","0","1210013","位於動物耳中，掌管平衡感的器官是「三半規管」。","1","2"
"1","2","0","1210014","「絲綢」是從「植物種子」採取而來。","1","2"
"1","2","0","1210015","有著ABO系統、Rh系統之分的是「血型」。","1","2"
"1","2","0","1210016","人類是「哺乳類」。","1","2"
"1","2","0","1210018","鬱金香是在「夏季」綻放。","1","2"
"1","2","0","1210019","被稱作「水果之王」，因強烈的獨特氣味而聞名的水果是「芒果」。","1","2"
"1","2","0","1210020","馬鈴薯的芽裡含有名為「茄鹼」的有毒物質。","1","2"
"1","2","0","1210021","葉綠素是植物進行光合作用的重要分子。","1","2"
"1","2","0","1210022","長在馬或獅子頭部或脖子的長毛被稱作「縱毛」。","1","2"
"1","2","0","1210024","擁有大量茄紅素，時常被製成果汁或醬料的蔬菜是「番茄」。","1","2"
"1","2","0","1210026","在貓或狗之類的動物腳掌上，稍微隆起的柔軟部分被稱為「肉墊」。","1","2"
"1","2","0","1210027","常常能在石頭下面看到，受到刺激就會蜷起身子的蟲子是「鼠婦」。","1","2"
"1","2","0","1210028","人類決定性別的染色體是Y染色體。","1","2"
"1","2","0","1210029","感受到聲音的是「嗅覺」。","1","2"
"1","2","0","1210031","在民間傳說中會將小嬰兒送到家中的「送子鳥」，就是「白鸛」。","1","2"
"1","2","0","1210033","人類的五根手指中，正中間的手指是「中指」。","1","2"
"1","2","0","1210034","所謂的賞鯨活動是要觀察「海豚」。","1","2"
"1","2","0","1210035","人體最堅硬的部分是「牙齒」。","1","2"
"1","2","0","1210036","俗稱「百獸之王」的動物是「老虎」。","1","2"
"1","2","0","1210037","冬至的習俗是吃「湯圓」。","1","2"
"1","2","0","1210039","自古以來，「睡不著就要數」的動物是「綿羊」。","1","2"
"1","2","0","1210040","蝴蝶骨指的是「鎖骨」。","1","2"
"1","2","0","1210041","人體內的「胰臟」又稱做「水臟」。","1","2"
"1","2","0","1210042","老虎又稱做「大蟲」。","1","2"
"1","2","0","1210043","連接胃部的小腸部位是「十二指腸」。","1","2"
"1","2","0","1210045","形容不能吃燙的人，會說這個人「狗舌頭」。","1","2"
"1","2","0","1210047","「染井吉野」是「梅花」的一種。","1","2"
"1","2","0","1210048","蓮藕是「蓮花」的地下莖。","1","2"
"1","2","0","1210049","昆蟲共有「６隻」腳。","1","2"
"1","2","0","1210050","一般魚類是透過「鰭」呼吸。","1","2"
"1","2","0","1210052","一般用來製作「拔絲地瓜」的是「蕃薯」。","1","2"
"1","2","0","1210054","十二生肖中，排名第六的是「兔」。","1","2"
"1","2","0","1210055","十二生肖中，唯一一個虛構的生物是「龍」。","1","2"
"1","2","0","1210057","曬太陽時會曬黑的原因是「紅外線」。","1","2"
"1","2","0","1210058","爬蟲類在成長過程中，會蛻去舊皮的現象稱為「變態」。","1","2"
"1","2","0","1210060","狗的感官之中，比人類靈敏一百萬倍以上的是「嗅覺」。","1","2"
"1","2","0","1211001","可可蘿對主角的稱呼是「主子」。","1","1"
"1","2","1","1211002","在這張圖中，\n貪吃佩可拿著的\n東西是「飯碗\n」。","1","1"
"1","2","0","1211003","碧自製的機器人的名字是「有我在喔好朋友1號」。","1","1"
"1","2","0","1211004","公會「純白之翼 蘭德索爾分部」的成員是「５人」。","1","1"
"1","2","0","1211005","優妮、琪愛兒、克蘿依之中最年長的是「琪愛兒」。","1","1"
"2","2","0","1220001","向日葵是「菊科」的植物。","1","2"
"2","2","0","1220003","會聚集在傷口起到止血作用的血液成分是「紅血球」。","1","2"
"2","2","0","1220004","青海苔、昆布、裙帶菜皆是分類為「藻類」。","1","2"
"2","2","0","1220006","生長在有潔淨水源湧現的地點，於日本原產的香草是「山椒」。","1","2"
"2","2","0","1220008","在生物學分類上，鴨嘴獸是「哺乳類」。","1","2"
"2","2","0","1220009","能夠治療宿醉，別名「寶鼎香」的植物是「芫荽」。","1","2"
"2","2","0","1220010","別名「秋櫻」，會開出粉紅色或紅色花朵的植物是「秋英」。","1","2"
"2","2","0","1220012","在血液中，會去消滅侵入體內病毒的是「白血球」。","1","2"
"2","2","0","1220013","白粉蝶翅膀上的斑點是「白色」。","1","2"
"2","2","0","1220015","別名為「粉鳥」的鳥是「鴿子」。","1","2"
"2","2","0","1220016","入口為賁門，出口為幽門的內臟是「胃」。","1","2"
"2","2","0","1220017","中秋節會吃的食物是「粽子」。","1","2"
"2","2","0","1220018","世界上普遍認定為「和平象徵」的鳥類是「鴿子」。","1","2"
"2","2","0","1220019","花紋的一種「Python」，名稱是取自於「牛」。","1","2"
"2","2","0","1220020","蟻獅是「蟻蛉」的幼蟲。","1","2"
"2","2","0","1220021","在睡覺時因為氣管變窄而引起的現象為「打呵欠」。","1","2"
"2","2","0","1220023","世界最大的兩棲類之一，其中一種是「大山椒魚」。","1","2"
"2","2","0","1220024","別名「松葉獨活」，有著綠色、白色不同種類的蔬菜是「青花菜」。","1","2"
"2","2","0","1220025","人類只有一個胃，但是馬有「兩個」胃。","1","2"
"2","2","0","1220026","人類的臟器中，主要用來分解酒精的是「十二指腸」。","1","2"
"2","2","0","1220027","台灣黑熊因為胸前的白色條紋，而被稱為「月熊」。","1","2"
"2","2","0","1220028","貓的品種「美國短毛貓」這個名字，「短」的部分是指「尾巴」。","1","2"
"2","2","0","1220029","由橫隔膜的痙攣引發的生理現象是「飽嗝」。","1","2"
"2","2","0","1220032","英文為「Chinese Cabbage」，時常用在火鍋料理的冬季蔬菜是「小白菜」。","1","2"
"2","2","0","1220034","銀杏果實其實是從「松樹」摘來的。","1","2"
"2","2","0","1220035","企鵝是「哺乳類」動物。","1","2"
"2","2","0","1220036","學名有著「暴君蜥蜴」含意的恐龍是「暴龍」。","1","2"
"2","2","0","1220037","占了人類腦部絕大部分的是「大腦」。","1","2"
"2","2","0","1220038","植物利用水和二氧化碳合成有機物質，在此過程中會放出氧氣，稱為「呼吸」。","1","2"
"2","2","0","1220039","阿米巴原蟲一類，身體僅由一個細胞構成的生物稱為「多細胞生物」。","1","2"
"2","2","0","1220041","能絕食約120天來養育孩子，體型最大的企鵝是「皇帝企鵝」。","1","2"
"2","2","0","1220043","「葫蘆」指的是「佛手瓜」。","1","2"
"2","2","0","1220044","「樹薯」也稱做「木薯」。","1","2"
"2","2","0","1220045","昆蟲為了保護自己而偽裝成植物或其他東西，稱為「變態」。","1","2"
"2","2","0","1220046","英文中名為「Star Fish」的海洋生物是「裸海蝶」。","1","2"
"2","2","0","1220047","在魚的體內，用來調整浮沉的袋狀器官為「魚鰾」。","1","2"
"2","2","0","1220048","樹木要增加一圈年輪所需的時間「大約10年」。","1","2"
"2","2","0","1220049","大象的長鼻子是從「毛」演化而來。","1","2"
"2","2","0","1220051","有著月牙熊別名的亞洲黑熊，其「月牙」花紋是位於「胸口」。","1","2"
"2","2","0","1220052","由於蛻下的舊皮留在尾巴頂端，搖晃尾巴會發出響聲而得名的蛇是「響尾蛇」。","1","2"
"2","2","0","1220054","全身都是刺的魚類球刺魨，在分類上比較接近「鯛魚」。","1","2"
"2","2","0","1220057","容易累積在臀部或大腿上，導致皮膚外觀凹凸不平的脂肪組織，被稱為「橘皮組織」。","1","2"
"2","2","0","1220059","俗稱「鬼頭刀」、「飛虎」的魚是「旗魚」。","1","2"
"2","2","0","1220060","俗稱「臭青母」的動物是「螃蟹」。","1","2"
"2","2","0","1220061","連結小腿肌肉和腳跟骨頭的部位稱為「阿基里斯腱」。","1","2"
"2","2","0","1221001","貪吃佩可的生日是「３月31日」。","1","1"
"2","2","0","1221002","智變身成魔法少女時的名字是「魔法劍士妖精★智」。","1","1"
"2","2","0","1221003","杏奈的本名是「安妮羅潔‧馮‧修特帕魯」。","1","1"
"2","2","0","1221004","鈴最愛吃的東西是「咖哩麵包」。","1","1"
"2","2","2","1221005","這個角色的\n名字叫做\n「啾三」。","1","1"
"3","2","0","1230002","大猩猩的血型全部都是「A型」。","1","2"
"3","2","0","1230003","擁有「火狐」別名的動物是「北海道赤狐」。","1","2"
"3","2","0","1230004","位於鯊魚頭部，能夠感知微弱電流的器官，名叫「頰窩」。","1","2"
"3","2","0","1230006","世界最大的蛾是「皇蛾」。","1","2"
"3","2","0","1230007","剛釣上來的章魚或烏賊的血液是「紅色」的。","1","2"
"3","2","0","1230008","僧帽水母是一種帶有致命劇毒的管水母。","1","2"
"3","2","0","1230009","猴子跨坐在別的猴子身上，藉此確認位階關係的動作，稱為「跨騎」。","1","2"
"3","2","0","1230011","與吞食惡夢的聖獸同名，擁有長鼻子的動物是「食蟻獸」。","1","2"
"3","2","0","1230012","世界上體型最大的鳥類是「康多兀鷲」。","1","2"
"3","2","0","1230013","世界最大的蜻蜓是「無霸勾蜓」。","1","2"
"3","2","0","1230014","從人類心臟運送血液到全身的血管是「大靜脈」。","1","2"
"3","2","0","1230017","以吸附在鯊魚等大型魚類身上過活而聞名的魚類是「鮣魚」。","1","2"
"3","2","0","1230018","位於人類喉嚨的「扁桃腺」的「扁桃」一詞，指的是「中國李」。","1","2"
"3","2","0","1230019","北極熊的皮膚顏色是「黑色」。","1","2"
"3","2","0","1230020","從河馬身體中流出的，像是汗水的液體，是「白色」的。","1","2"
"3","2","0","1230021","大猩猩在敲打自己胸部時，手是「握拳」的。","1","2"
"3","2","0","1230022","長頸鹿群的單位在英文中是「Tower」。","1","2"
"3","2","0","1230023","獅群的單位在英文中是「Band」。","1","2"
"3","2","0","1230024","在蜻蜓等昆蟲身上，由許多小眼聚集而成的視覺器官，稱為「多眼」。","1","2"
"3","2","0","1230025","學名「Nipponia nippon」的鳥類是「朱鷺」。","1","2"
"3","2","0","1230027","人類為了發出聲音而進行振動，位於喉嚨的膜狀器官是「橫隔膜」。","1","2"
"3","2","0","1230029","草莓的花只有「紅色」。","1","2"
"3","2","0","1230030","植物用來進行光合作用的胞器是「粒線體」。","1","2"
"3","2","0","1230033","蛇屬於「兩棲類」。","1","2"
"3","2","0","1230036","肉、皮、肝、鰓等部位被稱為「七寶」，以這些部位全都能下鍋煮聞名的魚類是「鮟鱇魚」。","1","2"
"3","2","0","1230037","柳葉魚的正式名稱為「長體油胡瓜魚」。","1","2"
"3","2","0","1230038","打嗝是由於「腹直肌」痙攣所引起的。","1","2"
"3","2","0","1230039","幼年時用鰓呼吸，成年後用肺呼吸的生物是「爬蟲類」。","1","2"
"3","2","0","1230040","七星鱸魚在台灣又稱為「開刀魚」。","1","2"
"3","2","0","1230041","烏頭屬的植物含有「河魨毒素」的劇毒。","1","2"
"3","2","0","1230043","由於牛有吃下光亮物體的習性，為了保護牛的胃，牧場會讓牛吞下「磁鐵」。","1","2"
"3","2","0","1230044","大貓熊的主食是「尤加利葉」。","1","2"
"3","2","0","1230046","「台灣水鹿」和「台灣梅花鹿」為台灣的特有鹿種。","1","2"
"3","2","0","1230047","以能作成高級木材而知名的楝科植物「桃花心木」，英文為「Mahogany」。","1","2"
"3","2","0","1230050","蕨菜、紫萁是被分類成「苔蘚植物」。","1","2"
"3","2","0","1230051","常用在冬蔭功湯等泰國料理中的香草──檸檬草，是屬於薔薇科。","1","2"
"3","2","0","1230052","連接十二指腸，位於人類胃部出口的部位稱為「鬼門」。","1","2"
"3","2","0","1230053","英文的「Hippopotamus」指的是「河馬」。","1","2"
"3","2","0","1230054","屬於瑞香科，用來製造和紙的植物，由於其樹枝分叉的形狀而有了「二椏」的別名。","1","2"
"3","2","0","1230055","仙人掌或蘆薈這類莖或葉特別厚的植物，稱為「多肉植物」。","1","2"
"3","2","0","1230056","在秋冬之際開花的山茶科植物「山茶花」，別名為「野山楂」。","1","2"
"3","2","0","1230057","大羊駝與羊駝都是屬於「駱駝科」的動物。","1","2"
"3","2","0","1230058","人體中，吃下的食物最後通過的內臟是「盲腸」。","1","2"
"3","2","0","1230059","人體中含有半月板的部位是「手肘」。","1","2"
"3","2","0","1230061","以與螞蟻有共生關係而知名的昆蟲是「螽斯」。","1","2"
"3","2","0","1231001","克蘿依曾發出過「唷呀啊啊啊啊」的叫聲。","1","1"
"3","2","0","1231002","「美咲」的身高比「禊」還高。","1","1"
"3","2","0","1231003","「卡里莎」的年齡與「美美」相同。","1","1"
"3","2","0","1231004","常與帆稀在一起的黃色小龍名叫「拉格」。","1","1"
"3","2","0","1231005","天塔帕斯一共有「10隻」腳。","1","1"
"1","3","0","1310001","表示攝氏溫度時所使用的英文字母是「F」","1","2"
"1","3","0","1310002","數學當中，未滿90度的角稱為「銳角」","1","2"
"1","3","0","1310004","一般的骰子頂點數量為「６個」","1","2"
"1","3","0","1310005","化學式「CO2」指的是「一氧化碳」","1","2"
"1","3","0","1310006","化學式「H2O」指的是「水」","1","2"
"1","3","0","1310008","地球內部岩漿由於噴發而出現在地表時，被稱為「地函」","1","2"
"1","3","0","1310009","由於盈虧變化，幾乎看不見月亮的狀態稱為「新月」","1","2"
"1","3","0","1310010","用手指來表現磁場、電流、受力之方向的法則，是弗萊明的「右手」法則","1","2"
"1","3","0","1310012","一邊長度為２的正方形，其面積為「４」","1","2"
"1","3","0","1310014","救護車的鳴笛聲等聲響，隨著遠近不同，音高聽起來也會不同，是因為「都卜勒效應」","1","2"
"1","3","0","1310015","四角形有「４條」對角線","1","2"
"1","3","0","1310016","在石灰水中加入二氧化碳，「不會產生任何變化」","1","2"
"1","3","0","1310017","用來插入燈泡的凹槽稱為「叉座」","1","2"
"1","3","0","1310018","將物質以原子、分子尺寸來處理的技術，稱為「奈米科技」","1","2"
