e1541ca86a77508452882e556e4e7db56a8783d6ed63171087bc9e8069661b0c,dcef78fa1bf4556472c7c8bdf458708d994b2ed5b573ea0e879c4cfa0e9d638c,261662590851092ebd76ebc4d1444ef48da4239e8efe4318870d4f770e51c0ad,e812a8166fb9080096a01b1f50a07ab57afd14495255aa7642f392033361ba90,4bbdb7ff55ab2069e2852e8c3b36e96b686018f6e6a4661f89171f769ce7c9e1,502fd7a587017359137464f43a38f567e3ce4ed8ee822976d018b679ab6596f0,e66fdd876ff892702b213f6387b81de292433459b921510c3f984fda3869fbdf,bc9825847d6d2aff15fde9046ff2bd2a8ebec8801006f295fcc8979e3c87de0b,558a3924cbb0dd5cb01b161b2545c851c2d9aea707a6ea5a908d3e4e8cdc8543,da143926f46101ba3b3d213cf8dcdeb24a3066410f6f76a49fdf279b76cf9dc1,447b673186e20f50e1f12cd2c91b4d018d68d21cbd60d7a490cb5df7e110daf4,1ca259791b5342ec17f8c4360a23273c93b810f0b6980cd8374bc41a59306632,1d8b79cb8f403843d0cc4f6f91ec6b3edc59ae89261243004a30ba80b4a26c52
"10010178","1","0","0","0","10010180","12","0","12","0","10010179","0","0"
"10010179","1","0","0","0","10010181","11","0","6","0","10010180","0","0"
"10010180","1","0","0","0","10010182","10","0","4","0","10010181","0","0"
"10010181","1","0","0","0","10010183","9","0","2","0","10010182","2","0"
"10010182","1","0","0","0","10010184","8","0","2","0","10010183","3","0"
"10010183","1","0","0","0","10010555","7","0","14","0","10010184","3","0"
"10010558","1","0","0","0","10010187","3","0","14","0","10010186","1","0"
"10010186","1","0","0","0","10010188","2","0","3","0","10010187","3","0"
"10010187","1","0","0","0","10010189","1","0","2","0","10010188","2","0"
"10010188","1","0","0","0","10010190","0","0","13","0","10010189","0","0"
"10010189","1","0","0","0","10010191","60","0","12","0","10010190","0","0"
"10010190","1","0","0","0","10010192","59","0","6","0","10010191","0","0"
"10010191","1","0","0","0","10010193","58","0","3","0","10010192","1","0"
"10010192","1","0","0","0","10010194","57","0","7","0","10010193","10001","0"
"10010193","1","0","0","0","10010195","56","0","5","0","10010194","0","0"
"10010194","1","0","0","0","10010196","55","0","3","0","10010195","2","0"
"10010195","1","0","0","0","10010197","54","0","11","0","10010196","10001","0"
"10010196","1","0","0","0","10010198","53","0","4","0","10010197","0","0"
"10010197","1","0","0","0","10010199","52","0","2","0","10010198","1","0"
"10010198","1","0","0","0","10010200","51","0","14","0","10010199","2","0"
"10010199","1","0","0","0","10010201","50","0","2","0","10010200","1","0"
"10010200","1","0","0","0","10010214","49","10010716","3","0","10010201","1","0"
"10010201","1","0","0","0","10010215","48","0","4","0","10010214","0","0"
"10010214","1","0","0","0","10010710","47","0","12","0","10010215","0","0"
"10010711","1","0","0","0","10010219","44","0","11","0","10010218","10001","0"
"10010218","1","0","0","0","10010220","43","0","2","0","10010219","2","0"
"10010219","1","0","0","0","10010221","42","0","4","0","10010220","0","0"
"10010220","1","0","0","0","10010222","41","0","3","0","10010221","2","0"
"10010221","1","0","0","0","10010223","40","0","2","0","10010222","1","0"
"10010222","1","0","0","0","10010224","39","0","2","0","10010223","2","0"
"10010223","1","0","0","0","10010225","38","0","4","0","10010224","0","0"
"10010224","1","0","0","0","10010226","37","0","7","0","10010225","10002","0"
"10010225","1","0","0","0","10010227","36","0","11","0","10010226","10001","0"
"10010226","1","0","0","0","10010228","35","0","14","0","10010227","4","0"
"10010227","1","0","0","0","10010229","34","0","5","0","10010228","0","0"
"10010228","1","0","0","0","10010230","33","0","2","0","10010229","1","0"
"10010229","1","0","0","0","10010231","32","0","14","0","10010230","3","0"
"10010230","1","0","0","0","10010232","31","0","4","0","10010231","0","0"
"10010231","1","0","0","0","10010233","30","0","7","0","10010232","10001","0"
"10010232","1","0","0","0","10010234","29","10010236","6","0","10010233","0","0"
"10010233","1","0","0","0","10010573","28","0","7","0","10010234","10001","0"
"10010233","1","0","0","0","10010237","28","0","2","0","10010236","3","0"
"10010236","1","0","0","0","10010574","27","0","3","0","10010237","2","0"
"10010574","1","0","0","0","10010240","25","0","3","0","10010239","3","0"
"10010239","1","0","0","0","10010241","24","0","2","0","10010240","3","0"
"10010240","1","0","0","0","10010575","23","0","4","0","10010241","0","0"
"10010245","1","0","0","0","10010564","24","0","14","0","10010244","2","0"
"10010246","1","0","0","0","10010244","25","0","7","0","10010245","10003","0"
"10010573","1","0","0","0","10010245","26","0","14","0","10010246","1","0"
"10010575","1","0","0","0","10010248","21","0","4","0","10010247","0","0"
"10010247","1","0","0","0","10010249","20","10010250","11","0","10010248","10001","0"
"10010248","1","0","0","0","10010253","19","0","7","0","10010249","10003","0"
"10010248","1","0","0","0","10010251","19","0","5","0","10010250","0","0"
"10010250","1","0","0","0","10010577","18","0","6","0","10010251","0","0"
"10010249","1","0","0","0","10010576","18","0","3","0","10010253","2","0"
"10010576","1","0","0","10010577","10010256","16","0","14","0","10010255","5","0"
"10010255","1","0","0","0","10010257","15","0","2","0","10010256","2","0"
"10010256","1","0","0","0","10010258","14","0","12","0","10010257","0","0"
"10010257","1","0","0","0","10010259","13","0","2","0","10010258","1","0"
"10010258","1","0","0","0","10010260","12","0","7","0","10010259","10001","0"
"10010259","1","0","0","0","10010261","11","0","2","0","10010260","2","0"
"10010260","1","0","0","0","10010262","10","0","7","0","10010261","10001","0"
"10010261","1","0","0","0","10010263","9","0","3","0","10010262","1","0"
"10010262","1","0","0","0","10010264","8","0","7","0","10010263","10001","0"
"10010263","1","0","0","0","10010719","7","10010717","6","0","10010264","0","0"
"10010719","1","0","0","0","10010273","5","0","3","0","10010272","2","0"
"10010272","1","0","0","10010721","10010274","4","0","7","0","10010273","10002","0"
"10010273","1","0","0","0","10010275","3","0","4","0","10010274","0","0"
"10010274","1","0","0","0","10010276","2","0","2","0","10010275","3","0"
"10010275","1","0","0","0","10010277","1","0","3","0","10010276","3","0"
"10010276","1","0","0","0","10010278","0","0","13","0","10010277","0","0"
"10010277","1","0","0","0","10010279","60","0","2","0","10010278","1","0"
"10010278","1","0","0","0","10010280","59","0","3","0","10010279","2","0"
"10010279","1","0","0","0","10010281","58","0","2","0","10010280","2","0"
"10010280","1","0","0","0","10010282","57","0","5","0","10010281","0","0"
"10010281","1","0","0","0","10010283","56","10010285","7","0","10010282","10002","0"
"10010282","1","0","0","0","10010296","55","0","12","0","10010283","0","0"
"10010282","1","0","0","0","10010695","61","0","2","0","10010285","3","0"
"10010696","1","0","0","0","10010697","58","0","7","0","10010287","10003","0"
"10010697","1","0","0","0","10010291","56","0","14","0","10010290","3","0"
"10010290","1","0","0","0","10010292","55","0","3","0","10010291","3","0"
"10010291","1","0","0","0","10010699","54","0","7","0","10010292","10002","0"
"10010700","1","0","0","0","10010300","51","0","2","0","10010295","2","0"
"10010283","1","0","0","0","10010578","54","0","6","0","10010296","0","0"
"10010723","1","0","0","0","10010300","51","0","4","0","10010299","0","0"
"10010295","1","0","0","10010299","10010301","50","0","5","0","10010300","0","0"
"10010300","1","0","0","0","10010580","49","0","3","0","10010301","1","0"
"10010581","1","0","0","0","10010305","46","10010307","11","0","10010304","10001","0"
"10010304","1","0","0","0","10010306","45","0","2","0","10010305","1","0"
"10010305","1","0","0","0","10010316","44","0","3","0","10010306","1","0"
"10010304","1","0","0","0","10010308","47","0","3","0","10010307","3","0"
"10010307","1","0","0","0","10010583","46","0","2","0","10010308","3","0"
"10010583","1","0","0","0","10010584","44","0","7","0","10010310","10003","0"
"10010584","1","0","0","0","10010582","42","0","2","0","10010312","3","0"
"10010582","1","0","0","0","10010315","40","0","12","0","10010314","0","0"
"10010314","1","0","0","0","10010586","39","0","2","0","10010315","3","0"
"10010306","1","0","0","0","10010317","43","0","4","0","10010316","0","0"
"10010316","1","0","0","0","10010318","42","0","2","0","10010317","2","0"
"10010317","1","0","0","0","10010319","41","0","6","0","10010318","0","0"
"10010318","1","0","0","0","10010320","40","0","4","0","10010319","0","0"
"10010319","1","0","0","0","10010586","39","0","7","0","10010320","10001","0"
"10010586","1","0","0","0","10010323","37","0","3","0","10010322","2","0"
"10010322","1","0","0","0","10010324","36","0","4","0","10010323","0","0"
"10010323","1","0","0","0","10010325","35","0","6","0","10010324","0","0"
"10010324","1","0","0","0","10010326","34","0","2","0","10010325","2","0"
"10010325","1","0","0","0","10010327","33","0","14","0","10010326","3","0"
"10010326","1","0","0","0","10010328","32","0","7","0","10010327","10001","0"
"10010327","1","0","0","0","10010329","31","0","14","0","10010328","4","0"
"10010328","1","0","0","0","10010330","30","0","4","0","10010329","0","0"
"10010329","1","0","0","0","10010587","29","0","12","0","10010330","0","0"
"10010587","1","0","0","0","10010333","27","0","5","0","10010332","0","0"
"10010332","1","0","0","0","10010334","26","0","7","0","10010333","10001","0"
"10010333","1","0","0","0","10010335","25","0","3","0","10010334","2","0"
"10010334","1","0","0","0","10010588","24","0","2","0","10010335","1","0"
"10010588","1","0","0","0","10010338","22","0","4","0","10010337","0","0"
"10010337","1","0","0","0","10010339","21","0","11","0","10010338","10001","0"
"10010338","1","0","0","0","10010340","20","0","6","0","10010339","0","0"
"10010339","1","0","0","0","10010341","19","0","2","0","10010340","2","0"
"10010340","1","0","0","0","10010342","18","0","3","0","10010341","1","0"
"10010341","1","0","0","0","10010343","17","10010355","5","0","10010342","0","0"
"10010342","1","0","0","0","10010344","16","0","3","0","10010343","1","0"
"10010343","1","0","0","0","10010589","15","0","7","0","10010344","10002","0"
"10010589","1","0","0","0","10010347","13","0","2","0","10010346","2","0"
"10010346","1","0","0","0","10010348","12","0","7","0","10010347","10001","0"
"10010347","1","0","0","0","10010349","11","0","3","0","10010348","3","0"
"10010348","1","0","0","10010350","10010590","10","0","6","0","10010349","0","0"
"10010351","1","0","0","0","10010349","11","0","2","0","10010350","1","0"
"10010352","1","0","0","0","10010350","12","0","2","0","10010351","3","0"
"10010353","1","0","0","0","10010351","13","0","7","0","10010352","10002","0"
"10010354","1","0","0","0","10010352","14","0","2","0","10010353","1","0"
"10010355","1","0","0","0","10010353","15","0","2","0","10010354","2","0"
"10010342","1","0","0","0","10010354","16","0","4","0","10010355","0","0"
"10010590","1","0","0","0","10010591","8","10010592","4","0","10010357","0","0"
"10010595","1","0","0","10010596","10010365","4","0","4","0","10010361","0","0"
"10010361","1","0","0","0","10010598","3","0","2","0","10010365","3","0"
"10010597","1","0","0","0","10010431","0","0","13","0","10010430","0","0"
"10010430","1","0","0","0","10010432","60","0","2","0","10010431","1","0"
"10010431","1","0","0","0","10010434","59","0","6","0","10010432","0","0"
"10010432","1","0","0","0","10010439","58","0","7","0","10010434","10001","0"
"10010434","1","0","0","0","10010484","57","0","11","0","10010439","10001","0"
"10010001","1","0","0","10010439","10010485","56","0","6","0","10010484","0","0"
"10010484","1","0","0","0","10010486","55","0","2","0","10010485","1","0"
"10010485","1","0","0","0","10010487","54","0","4","0","10010486","0","0"
"10010486","1","0","0","0","10010488","53","0","7","0","10010487","10001","0"
"10010487","1","0","0","0","10010489","52","0","12","0","10010488","0","0"
"10010488","1","0","0","0","10010490","51","0","2","0","10010489","1","0"
"10010489","1","0","0","0","10010491","50","0","5","0","10010490","0","0"
"10010490","1","0","0","0","10010611","49","10010612","4","0","10010491","0","0"
"10010184","1","0","0","0","10010556","6","0","5","0","10010555","0","0"
"10010555","1","0","0","0","10010558","5","0","6","0","10010556","0","0"
"10010556","1","0","0","0","10010186","4","0","7","0","10010558","10002","0"
"10010107","1","0","0","0","10010119","50","10010560","2","0","10010559","1","0"
"10010559","1","0","0","0","10010110","49","0","4","0","10010560","0","0"
"10010111","1","0","0","0","10010113","46","0","2","0","10010561","2","0"
"10010114","1","0","0","0","10010116","43","0","14","0","10010562","3","0"
"10010118","1","0","0","10010128","10010130","39","0","14","0","10010563","3","0"
"10010244","1","0","0","0","10010575","23","0","11","0","10010564","10001","0"
"10010121","1","0","0","0","10010123","46","0","14","0","10010565","3","0"
"10010123","1","0","0","0","10010125","44","0","7","0","10010566","10001","0"
"10010167","1","0","0","0","10010169","21","0","5","0","10010568","0","0"
"10010169","1","0","0","0","10010173","19","0","4","0","10010570","0","0"
"10010234","1","0","0","0","10010246","27","0","2","0","10010573","1","0"
"10010237","1","0","0","0","10010239","26","0","14","0","10010574","1","0"
"10010241","1","0","0","10010564","10010247","22","0","12","0","10010575","0","0"
"10010253","1","0","0","0","10010255","17","0","4","0","10010576","0","0"
"10010251","1","0","0","0","10010255","17","0","2","0","10010577","3","0"
"10010296","1","0","0","0","10010723","53","0","11","0","10010578","10001","0"
"10010301","1","0","0","0","10010581","48","0","14","0","10010580","2","0"
"10010580","1","0","0","0","10010304","47","0","2","0","10010581","1","0"
"10010312","1","0","0","0","10010314","41","0","7","0","10010582","10003","0"
"10010308","1","0","0","0","10010310","45","0","4","0","10010583","0","0"
"10010310","1","0","0","0","10010312","43","0","14","0","10010584","4","0"
"10010315","1","0","0","10010320","10010322","38","0","12","0","10010586","0","0"
"10010330","1","0","0","0","10010332","28","0","11","0","10010587","10001","0"
"10010335","1","0","0","0","10010337","23","0","14","0","10010588","5","0"
"10010344","1","0","0","0","10010346","14","0","11","0","10010589","10001","0"
"10010349","1","0","0","0","10010357","9","0","14","0","10010590","3","0"
"10010357","1","0","0","0","10010593","7","0","2","0","10010591","2","0"
"10010357","1","0","0","0","10010594","7","0","6","0","10010592","0","0"
"10010591","1","0","0","0","10010595","6","0","7","0","10010593","10003","0"
"10010592","1","0","0","0","10010596","6","0","3","0","10010594","3","0"
"10010593","1","0","0","0","10010361","5","0","12","0","10010595","0","0"
"10010594","1","0","0","0","10010361","5","0","11","0","10010596","10001","0"
"10010598","1","0","0","0","10010430","1","0","7","0","10010597","10003","0"
"10010365","1","0","0","0","10010597","2","0","7","0","10010598","10001","0"
"10010491","1","0","0","0","10010614","48","0","14","0","10010611","1","0"
"10010491","1","0","0","0","10010613","48","0","14","0","10010612","1","0"
"10010612","1","0","0","0","10010616","47","0","2","0","10010613","3","0"
"10010611","1","0","0","0","10010615","47","0","3","0","10010614","3","0"
"10010614","1","0","0","0","10010618","46","0","6","0","10010615","0","0"
"10010613","1","0","0","0","10010617","46","0","4","0","10010616","0","0"
"10010616","1","0","0","0","10010619","45","0","14","0","10010617","2","0"
"10010615","1","0","0","0","10010624","45","0","14","0","10010618","2","0"
"10010617","1","0","0","0","10010620","44","0","2","0","10010619","1","0"
"10010619","1","0","0","0","10010621","43","0","2","0","10010620","2","0"
"10010620","1","0","0","10010622","10010625","42","0","2","0","10010621","2","0"
"10010624","1","0","0","0","10010621","43","0","3","0","10010622","1","0"
"10010618","1","0","0","0","10010622","44","0","7","0","10010624","10001","0"
"10010621","1","0","0","0","10010626","41","0","4","0","10010625","0","0"
"10010625","1","0","0","0","10010627","40","0","7","0","10010626","10001","0"
"10010626","1","0","0","0","10010628","39","0","2","0","10010627","1","0"
"10010627","1","0","0","0","10010629","38","0","14","0","10010628","4","0"
"10010628","1","0","0","0","10010630","37","0","5","0","10010629","0","0"
"10010629","1","0","0","0","10010631","36","10010637","2","0","10010630","1","0"
"10010630","1","0","0","0","10010632","35","0","3","0","10010631","2","0"
"10010631","1","0","0","0","10010633","34","0","2","0","10010632","2","0"
"10010632","1","0","0","0","10010634","33","0","11","0","10010633","10001","0"
"10010633","1","0","0","10010635","10010638","32","0","4","0","10010634","0","0"
"10010636","1","0","0","0","10010634","33","0","3","0","10010635","2","0"
"10010637","1","0","0","0","10010635","34","0","7","0","10010636","10002","0"
"10010630","1","0","0","0","10010636","35","0","12","0","10010637","0","0"
"10010634","1","0","0","0","10010639","31","0","6","0","10010638","0","0"
"10010638","1","0","0","0","10010640","30","0","2","0","10010639","1","0"
"10010639","1","0","0","0","10010641","29","0","11","0","10010640","10001","0"
"10010640","1","0","0","0","10010642","28","0","14","0","10010641","5","0"
"10010641","1","0","0","0","10010643","27","0","4","0","10010642","0","0"
"10010642","1","0","0","0","10010644","26","0","12","0","10010643","0","0"
"10010643","1","0","0","0","10010645","25","0","2","0","10010644","1","0"
"10010644","1","0","0","0","10010646","24","0","3","0","10010645","2","0"
"10010645","1","0","0","0","10010647","23","0","4","0","10010646","0","0"
"10010646","1","0","0","0","10010648","22","0","2","0","10010647","2","0"
"10010647","1","0","0","0","10010649","21","0","14","0","10010648","3","0"
"10010648","1","0","0","0","10010650","20","10010653","3","0","10010649","1","0"
"10010649","1","0","0","0","10010651","19","0","3","0","10010650","2","0"
"10010650","1","0","0","0","10010654","18","0","2","0","10010651","3","0"
"10010653","1","0","0","0","10010655","18","0","7","0","10010652","10003","0"
"10010649","1","0","0","0","10010652","19","0","2","0","10010653","1","0"
"10010651","1","0","0","0","10010658","17","0","11","0","10010654","10001","0"
"10010652","1","0","0","0","10010656","17","0","3","0","10010655","2","0"
"10010655","1","0","0","0","10010657","16","0","7","0","10010656","10002","0"
"10010656","1","0","0","10010658","10010659","15","0","7","0","10010657","10001","0"
"10010654","1","0","0","0","10010657","16","0","2","0","10010658","2","0"
"10010657","1","0","0","0","10010660","14","0","5","0","10010659","0","0"
"10010659","1","0","0","0","10010661","13","0","2","0","10010660","2","0"
"10010660","1","0","0","0","10010662","12","0","4","0","10010661","0","0"
"10010661","1","0","0","0","10010663","11","0","14","0","10010662","5","0"
"10010662","1","0","0","0","10010664","10","0","2","0","10010663","3","0"
"10010663","1","0","0","0","10010665","9","0","12","0","10010664","0","0"
"10010664","1","0","0","0","10010666","8","0","6","0","10010665","0","0"
"10010665","1","0","0","0","10010667","7","0","2","0","10010666","1","0"
"10010666","1","0","0","0","10010668","6","0","7","0","10010667","10003","0"
"10010667","1","0","0","0","10010669","5","0","11","0","10010668","10001","0"
"10010668","1","0","0","0","10010670","4","0","4","0","10010669","0","0"
"10010669","1","0","0","0","10010671","3","0","3","0","10010670","1","0"
"10010670","1","0","0","0","10010672","2","0","2","0","10010671","3","0"
"10010671","1","0","0","0","10010673","1","0","7","0","10010672","10001","0"
"10010672","1","0","0","0","10010674","0","0","13","0","10010673","0","0"
"10010673","1","0","0","0","10010099","60","0","3","0","10010674","1","0"
"10010285","1","0","0","0","10010696","60","0","3","0","10010695","3","0"
"10010695","1","0","0","0","10010287","59","0","14","0","10010696","6","0"
"10010287","1","0","0","0","10010290","57","0","2","0","10010697","3","0"
"10010292","1","0","0","0","10010700","53","0","4","0","10010699","0","0"
"10010699","1","0","0","0","10010295","52","0","14","0","10010700","7","0"
"10010132","1","0","0","0","10010153","35","0","2","0","10010701","1","0"
"10010132","1","0","0","0","10010703","37","0","2","0","10010702","3","0"
"10010702","1","0","0","0","10010704","36","0","14","0","10010703","3","0"
"10010703","1","0","0","0","10010709","35","0","6","0","10010704","0","0"
"10010153","1","0","0","10010709","10010706","33","0","3","0","10010705","3","0"
"10010705","1","0","0","0","10010707","32","0","4","0","10010706","0","0"
"10010706","1","0","0","0","10010708","31","0","7","0","10010707","10001","0"
"10010707","1","0","0","0","10010158","30","0","3","0","10010708","1","0"
"10010704","1","0","0","0","10010705","34","0","7","0","10010709","10003","0"
"10010215","1","0","0","0","10010711","46","0","2","0","10010710","1","0"
"10010710","1","0","0","10010712","10010218","45","0","6","0","10010711","0","0"
"10010713","1","0","0","0","10010711","46","0","3","0","10010712","3","0"
"10010714","1","0","0","0","10010712","47","0","14","0","10010713","6","0"
"10010715","1","0","0","0","10010713","48","0","2","0","10010714","3","0"
"10010716","1","0","0","0","10010714","49","0","4","0","10010715","0","0"
"10010201","1","0","0","0","10010715","50","0","14","0","10010716","4","0"
"10010264","1","0","0","0","10010718","8","0","5","0","10010717","0","0"
"10010717","1","0","0","0","10010720","7","0","14","0","10010718","5","0"
"10010264","1","0","0","0","10010272","6","0","7","0","10010719","10001","0"
"10010718","1","0","0","0","10010721","6","0","7","0","10010720","10003","0"
"10010720","1","0","0","0","10010273","5","0","3","0","10010721","3","0"
"10010578","1","0","0","0","10010299","52","0","2","0","10010723","1","0"
"0","2","0","0","0","10020002","63","0","1","0","10020001","0","0"
"10020001","2","0","0","10020390","10020003","62","0","2","0","10020002","1","0"
"10020002","2","0","0","0","10020004","61","0","4","0","10020003","0","0"
"10020003","2","0","0","0","10020005","60","0","6","0","10020004","0","0"
"10020004","2","0","0","0","10020006","59","0","7","0","10020005","10001","0"
"10020005","2","0","0","0","10020007","58","0","2","0","10020006","2","0"
"10020006","2","0","0","0","10020592","57","0","5","0","10020007","0","0"
"10020592","2","0","0","0","10020588","55","10020589","12","0","10020009","0","0"
"10020588","2","0","0","0","10020015","53","0","14","0","10020012","1","0"
"10020589","2","0","0","0","10020014","53","0","14","0","10020013","1","0"
"10020013","2","0","0","0","10020016","52","0","4","0","10020014","0","0"
"10020012","2","0","0","0","10020020","52","0","6","0","10020015","0","0"
"10020014","2","0","0","0","10020590","51","0","14","0","10020016","2","0"
"10020587","2","0","0","10020590","10020021","49","0","4","0","10020018","0","0"
"10020015","2","0","0","0","10020587","51","0","14","0","10020020","2","0"
"10020018","2","0","0","0","10020022","48","0","3","0","10020021","1","0"
"10020021","2","0","0","0","10020023","47","0","2","0","10020022","1","0"
"10020022","2","0","0","0","10020024","46","0","6","0","10020023","0","0"
"10020023","2","0","0","0","10020025","45","0","5","0","10020024","0","0"
"10020024","2","0","0","0","10020026","44","0","4","0","10020025","0","0"
"10020025","2","0","0","0","10020027","43","0","14","0","10020026","4","0"
"10020026","2","0","0","0","10020028","42","0","2","0","10020027","1","0"
"10020027","2","0","0","0","10020029","41","0","6","0","10020028","0","0"
"10020028","2","0","0","0","10020030","40","0","2","0","10020029","1","0"
"10020029","2","0","0","0","10020031","39","0","11","0","10020030","10001","0"
"10020030","2","0","0","0","10020518","38","10020586","7","0","10020031","10001","0"
"10020544","2","0","0","0","10020063","12","0","2","0","10020062","1","0"
"10020062","2","0","0","0","10020064","11","0","4","0","10020063","0","0"
"10020063","2","0","0","0","10020515","10","0","3","0","10020064","2","0"
"10020516","2","0","0","0","10020404","7","0","7","0","10020079","10002","0"
"10020406","2","0","0","0","10020084","3","0","7","0","10020083","10003","0"
"10020083","2","0","0","0","10020085","2","0","12","0","10020084","0","0"
"10020084","2","0","0","0","10020086","1","0","6","0","10020085","0","0"
"10020085","2","0","0","0","10020087","0","0","13","0","10020086","0","0"
"10020086","2","0","0","0","10020088","66","0","2","0","10020087","2","0"
"10020087","2","0","0","0","10020089","65","0","4","0","10020088","0","0"
"10020088","2","0","0","0","10020090","64","0","7","0","10020089","10001","0"
"10020089","2","0","0","0","10020091","63","0","6","0","10020090","0","0"
"10020090","2","0","0","0","10020092","62","0","12","0","10020091","0","0"
"10020091","2","0","0","0","10020407","61","0","3","0","10020092","1","0"
"10020407","2","0","0","0","10020101","59","0","2","0","10020094","1","0"
"10020094","2","0","0","0","10020491","58","0","4","0","10020101","0","0"
"10020512","2","0","0","0","10020128","38","0","7","0","10020127","10002","0"
"10020127","2","0","0","0","10020573","37","10020561","6","0","10020128","0","10020567"
"10020146","2","10020571","0","10020566","10020147","33","0","11","0","10020143","10001","0"
"10020564","2","0","0","0","10020143","34","0","3","0","10020146","1","0"
"10020143","2","0","0","0","10020148","32","0","2","0","10020147","2","0"
"10020147","2","0","0","0","10020408","31","0","5","0","10020148","0","0"
"10020408","2","0","0","0","10020151","29","0","14","0","10020150","5","0"
"10020150","2","0","0","0","10020152","28","0","2","0","10020151","1","0"
"10020151","2","0","0","0","10020153","27","0","6","0","10020152","0","0"
"10020152","2","0","0","0","10020154","26","0","3","0","10020153","2","0"
"10020153","2","0","0","0","10020155","25","0","2","0","10020154","3","0"
"10020154","2","0","0","0","10020156","24","0","4","0","10020155","0","0"
"10020155","2","0","0","0","10020157","23","0","5","0","10020156","0","0"
