c7ec5b3ca540f72341ddb67fcef3aa1efe9641d1db4caada36a9f4b9305dab8a,cfc647c57f7869bd8b918858d2e3247252a42f2be1961c1f04e8d8912841d1b9,3bc2bd840b571299c501aab92cb46b5068b63229a36bd0603d46de8b5665d444,65d6a85a0161ed6d5e28203fe4a0a15111340420835b92528da1917430a19ecd,d0cd52416685051f027571c192cb728f9afd8a6afbe8f8b7adc39e6d3740f1df,21a3adb985d1e2a8170bfe33cebe1eeb715808bd49905118361d9febea3d9836,358071f26351d9f7e7203ab7b3a1436c741d5ff8c7b8dea8f2b2f5cfc336055e,6e1eadd7990fcc3835f37130a304d45db3915cbff334ef8f6c1cf34d839a9544
"610203403","610203404","0","0","610203402","610203401","610203201","610203102"
"0","0","0","0","0","0","610203202","610203103"
"0","0","0","0","0","0","610203203","610203104"
"610203503","610203504","0","0","610203502","610203501","610203301","610203105"
"0","0","0","0","0","0","610203302","610203106"
"0","0","0","0","0","0","610203303","610203107"
"0","0","0","0","0","0","610204101","610204101"
"610204403","610204404","0","0","610204402","610204401","610204201","610204102"
"0","0","0","0","0","0","610204202","610204103"
"0","0","0","0","0","0","610204203","610204104"
"610204503","610204504","0","0","610204502","610204501","610204301","610204105"
"0","0","0","0","0","0","610204302","610204106"
"0","0","0","0","0","0","610204303","610204107"
"0","0","0","0","0","0","610205101","610205101"
"610205403","610205404","0","0","610205402","610205401","610205201","610205102"
"0","0","0","0","0","0","610205202","610205103"
"0","0","0","0","0","0","610205203","610205104"
"610205503","610205504","0","0","610205502","610205501","610205301","610205105"
"0","0","0","0","0","0","610205302","610205106"
"0","0","0","0","0","0","610205303","610205107"
"0","0","0","0","0","0","610206101","610206101"
"610206403","610206404","0","0","610206402","610206401","610206201","610206102"
"610206407","610206408","0","0","610206406","610206405","610206202","610206103"
"0","0","0","0","0","0","610206203","610206104"
"610206503","610206504","0","0","610206502","610206501","610206301","610206105"
"610206507","610206508","0","0","610206506","610206505","610206302","610206106"
"0","0","0","0","0","0","610206303","610206107"
"0","0","0","0","0","0","610207101","610207101"
"610207403","610207404","0","0","610207402","610207401","610207201","610207102"
"0","0","0","0","0","0","610207202","610207103"
"0","0","0","0","0","0","610207203","610207104"
"610207503","610207504","0","0","610207502","610207501","610207301","610207105"
"0","0","0","0","0","0","610207302","610207106"
"0","0","0","0","0","0","610207303","610207107"
"0","0","0","0","0","0","610208101","610208101"
"0","0","0","0","610208402","610208401","610208201","610208102"
"0","0","0","0","0","0","610208202","610208103"
"0","0","0","0","0","0","610208203","610208104"
"0","0","0","0","610208502","610208501","610208301","610208105"
"0","0","0","0","0","0","610208302","610208106"
"0","0","0","0","0","0","610208303","610208107"
"0","0","0","0","0","0","610209101","610209101"
"610209403","610209404","0","0","610209402","610209401","610209201","610209102"
"0","0","0","0","0","0","610209202","610209103"
"0","0","0","0","0","0","610209203","610209104"
"610209503","610209504","0","0","610209502","610209501","610209301","610209105"
"0","0","0","0","0","0","610209302","610209106"
"0","0","0","0","0","0","610209303","610209107"
"0","0","0","0","0","0","610210101","610210101"
"610210403","610210404","0","0","610210402","610210401","610210201","610210102"
"0","0","0","0","0","0","610210202","610210103"
"0","0","0","0","0","0","610210203","610210104"
"610210503","610210504","0","0","610210502","610210501","610210301","610210105"
"0","0","0","0","0","0","610210302","610210106"
"0","0","0","0","0","0","610210303","610210107"
"0","0","0","0","0","0","610211101","610211101"
"610211403","610211404","0","0","610211402","610211401","610211201","610211102"
"0","0","0","0","0","0","610211202","610211103"
"0","0","0","0","0","0","610211203","610211104"
"610211503","610211504","0","0","610211502","610211501","610211301","610211105"
"0","0","0","0","0","0","610211302","610211106"
"0","0","0","0","0","0","610211303","610211107"
"0","0","0","0","0","0","610212101","610212101"
"610212403","0","0","0","610212402","610212401","610212201","610212102"
"0","0","0","0","0","0","610212202","610212103"
"0","0","0","0","0","0","610212203","610212104"
"610212503","0","0","0","610212502","610212501","610212301","610212105"
"0","0","0","0","0","0","610212302","610212106"
"0","0","0","0","0","0","610212303","610212107"
"0","0","0","0","0","0","610213101","610213101"
"610213403","610213404","0","0","610213402","610213401","610213201","610213102"
"0","0","0","0","0","0","610213204","610213103"
"0","0","0","0","0","0","610213207","610213104"
"610213503","610213504","0","0","610213502","610213501","610213301","610213105"
"0","0","0","0","0","0","610213304","610213106"
"0","0","0","0","0","0","610213307","610213107"
"0","0","0","0","0","0","610213151","610213151"
"610213453","610213454","0","0","610213452","610213451","610213251","610213152"
"0","0","0","0","0","0","610213252","610213153"
"0","0","0","0","0","0","610213253","610213154"
"610213553","610213554","0","0","610213552","610213551","610213351","610213155"
"0","0","0","0","0","0","610213352","610213156"
"0","0","0","0","0","0","610213353","610213157"
"0","0","0","0","0","0","610214101","610214101"
"610214403","610214404","0","0","610214402","610214401","610214201","610214102"
"610214407","610214408","0","0","610214406","610214405","610214202","610214103"
"0","0","0","0","0","0","610214203","610214104"
"610214503","610214504","0","0","610214502","610214501","610214301","610214105"
"610214507","610214508","0","0","610214506","610214505","610214302","610214106"
"0","0","0","0","0","0","610214303","610214107"
"0","0","0","0","0","0","610215101","610215101"
"610215403","610215404","0","0","610215402","610215401","610215201","610215102"
"610215407","0","0","0","610215406","610215405","610215202","610215103"
"0","0","0","0","0","0","610215203","610215104"
"610215503","610215504","0","0","610215502","610215501","610215301","610215105"
"610215507","0","0","0","610215506","610215505","610215302","610215106"
"0","0","0","0","0","0","610215303","610215107"
"0","0","0","0","0","0","610216101","610216101"
"610216403","0","0","0","610216402","610216401","610216201","610216102"
"0","0","0","0","0","0","610216202","610216103"
"0","0","0","0","0","0","610216203","610216104"
"610216503","0","0","0","610216502","610216501","610216301","610216105"
"0","0","0","0","0","0","610216302","610216106"
"0","0","0","0","0","0","610216303","610216107"
