6da76d9674de20e8774e6cdc747f58ef622843bf12fda83a9e6d62f4c78d3eab,16ff383c3327023b4e8c93b57abf8442ed4055cc76d11f1155e063069b489520,743ca373917b6c6614203fcc8fde0089dceca9fd3bd06bf78d08ce1f2d642953,3db44ed72ccb14a40ed4b84ebb88b714f3d4053ba28446ee504bd7d979b48e2e,d38d59514282734b49c3748fa8945c83f4e00b177d87d988eb0ff6ca32ef2d6f,380c56979dc1b7f795175552f7412bc95c5b9b33ba80bcbd3a8813ac6c8b77e2,2f8d83e480d41e2d84c7e7fc8b2b2f860fe0ae980ea07e59445c8ec81ba4d5a4,5e56f44161a9934a35df0b12f7b22967ee16da1842340294e89eab6bfa7b6044
"bgm_M93","bgm_M93","2018/11/07 16:00:00","101","2030/12/17 14:59:59","11.蓋奴亞荒漠","11011","11.蓋奴亞荒漠"
"bgm_M94","bgm_M94","2018/12/07 16:00:00","101","2030/12/17 14:59:59","12.波諾尼亞砂丘","11012","12.波諾尼亞砂丘"
"bgm_M118","bgm_M118","2019/01/03 16:00:00","101","2030/12/17 14:59:59","13.朵羅西亞濕地","11013","13.朵羅西亞溼地"
"bgm_M95","bgm_M95","2019/01/30 16:00:00","101","2030/12/17 14:59:59","14.尤金尼亞熱地","11014","14.尤金尼亞熱地"
"bgm_M96","bgm_M96","2019/02/18 16:00:00","101","2030/12/17 14:59:59","15.塔利亞火山","11015","15.塔利亞火山"
"bgm_M140","bgm_M140","2019/03/21 16:00:00","101","2030/12/17 14:59:59","16.泰美斯銀嶺","11016","16.泰美斯銀嶺"
"bgm_M141","bgm_M141","2015/12/17 15:00:00","101","2030/12/17 14:59:59","17.菲得斯冰原","11017","17.菲得斯冰原"
"bgm_M179","bgm_M179","2015/12/17 15:00:00","102","2030/12/17 14:59:59","18.法艾頓\n　　　　　草原‧北部","11018","18.法艾頓草原"
"bgm_M179","bgm_M179","2019/06/17 16:00:00","102","2030/12/17 14:59:59","19.法艾頓\n　　　　　草原‧南部","11019","19.法艾頓草原‧南部"
"bgm_M180","bgm_M180","2019/08/15 16:00:00","102","2030/12/17 14:59:59","20.卡斯塔利亞\n　　　　　樹林‧西部","11020","20.卡斯塔利亞樹林‧西部"
"bgm_M180","bgm_M180","2019/08/15 16:00:00","102","2030/12/17 14:59:59","21.卡斯塔利亞\n　　　　　樹林‧東部","11021","21.卡斯塔利亞樹林‧東部"
"bgm_M232","bgm_M232","2019/09/17 16:00:00","102","2030/12/17 14:59:59","22.馬提爾德\n　　　　　岩峰‧南部","11022","22.馬提爾德岩峰‧南部"
"bgm_M232","bgm_M232","2019/09/17 16:00:00","102","2030/12/17 14:59:59","23.馬提爾德\n　　　　　岩峰‧北部","11023","23.馬提爾德岩峰‧北部"
"bgm_M233","bgm_M233","2019/10/15 16:00:00","102","2030/12/17 14:59:59","24.雷蒂烏斯\n　　　　　群峰‧西麓","11024","24.雷蒂烏斯群峰‧西麓"
"bgm_M233","bgm_M233","2019/11/15 16:00:00","102","2030/12/17 14:59:59","25.雷蒂烏斯\n　　　　　群峰‧東麓","11025","25.雷蒂烏斯群峰‧東麓"
"bgm_M260","bgm_M260","2019/12/13 16:00:00","102","2030/12/17 14:59:59","26.佩特羅大森林‧西部","11026","26.佩特羅大森林‧西部"
"bgm_M260","bgm_M260","2020/01/10 16:00:00","102","2030/12/17 14:59:59","27.佩特羅大森林‧東部","11027","27.佩特羅大森林‧東部"
"bgm_M278_E28","bgm_M278","2020/02/14 16:00:00","102","2030/12/17 14:59:59","28.迪茲塔爾河\n　　　　　蝕岸‧北部","11028","28.迪茲塔爾河蝕岸‧北部"
"bgm_M278_E29","bgm_M278","2020/03/13 16:00:00","102","2030/12/17 14:59:59","29.迪茲塔爾河\n　　　　　蝕岸‧南部","11029","29.迪茲塔爾河蝕岸‧南部"
"bgm_M293","bgm_M293","2020/04/14 16:00:00","102","2030/12/17 14:59:59","30.弗泰拉斷崖‧北部","11030","30.弗泰拉斷崖‧北部"
"bgm_M293","bgm_M293","2020/05/15 16:00:00","102","2030/12/17 14:59:59","31.弗泰拉斷崖‧南部","11031","31.弗泰拉斷崖‧南部"
"bgm_M339","bgm_M339","2020/06/15 16:00:00","102","2030/12/17 14:59:59","32.法斯奇亞\n　　　　　　森林‧南部","11032","32.法斯奇亞森林‧南部"
"bgm_M339","bgm_M339","2020/07/13 16:00:00","102","2030/12/17 14:59:59","33.法斯奇亞\n　　　　　　森林‧東部","11033","33.法斯奇亞森林‧東部"
"bgm_M374","bgm_M374","2020/08/17 16:00:00","102","2030/12/17 14:59:59","34.迪克斯提亞\n　　　　　岩崖‧西壁","11034","34.迪克斯提亞岩崖‧西壁"
"bgm_M374","bgm_M374","2020/09/14 16:00:00","102","2030/12/17 14:59:59","35.迪克斯提亞\n　　　　　岩崖‧東壁","11035","35.迪克斯提亞岩崖‧東壁"
"bgm_M392","bgm_M392","2020/11/13 16:00:00","102","2030/12/17 14:59:59","36.維娜\n　　　　　湖畔道‧南部","11036","36.維娜湖畔道‧南部"
"bgm_M392","bgm_M392","2020/12/14 16:00:00","102","2030/12/17 14:59:59","37.維娜\n　　　　　湖畔道‧北部","11037","37.維娜湖畔道‧北部"
"bgm_M411","bgm_M411","2021/01/15 16:00:00","102","2030/12/17 14:59:59","38.拉圖斯\n　　　　　斷崖‧南部","11038","38.拉圖斯斷崖‧南部"
"bgm_M411","bgm_M411","2021/02/09 16:00:00","102","2030/12/17 14:59:59","39.拉圖斯\n　　　　　斷崖‧北部","11039","39.拉圖斯斷崖‧北部"
"bgm_M411_E40","bgm_M411","2021/03/15 16:00:00","102","2030/12/17 14:59:59","40.斯卡普\n　　　　　山系‧西麓","11040","40.斯卡普山系‧西麓"
"bgm_M411_E40","bgm_M411","2021/04/16 16:00:00","102","2030/12/17 14:59:59","41.斯卡普\n　　　　　山系‧東麓","11041","41.斯卡普山系‧東麓"
"bgm_M411_E40","bgm_M411","2021/05/17 16:00:00","102","2030/12/17 14:59:59","42.佩克托斯\n　　　　　冰峰‧西壁","11042","42.佩克托斯冰峰‧西壁"
"bgm_M411_E40","bgm_M411","2021/06/16 16:00:00","102","2030/12/17 14:59:59","43.佩克托斯\n　　　　　冰峰‧東壁","11043","43.佩克托斯冰峰‧東壁"
"bgm_M411_E40","bgm_M411","2021/07/16 16:00:00","102","2030/12/17 14:59:59","44.斯夸瑪\n　　　　　冰脈‧西壁","11044","44.斯夸瑪冰脈‧西壁"
"bgm_M411_E40","bgm_M411","2021/08/17 16:00:00","102","2030/12/17 14:59:59","45.斯夸瑪\n　　　　　冰脈‧東壁","11045","45.斯夸瑪冰脈‧東壁"
"bgm_M483_E46","bgm_M483","2021/09/16 16:00:00","102","2030/12/17 14:59:59","46.拉泰里\n　　　　　山脈‧崖上","11046","46.拉泰里山脈‧崖上"
"bgm_M483_E46","bgm_M483","2021/10/15 16:00:00","102","2030/12/17 14:59:59","47.拉泰里\n　　　　　山脈‧崖下","11047","47.拉泰里山脈‧崖下"
"bgm_M483_E46","bgm_M483","2021/11/15 16:00:00","102","2030/12/17 14:59:59","48.埃斯塔\n　　　　　荒野‧南部","11048","48.埃斯塔荒野‧南部"
"bgm_M483_E46","bgm_M483","2021/12/15 16:00:00","102","2030/12/17 14:59:59","49.埃斯塔\n　　　　　荒野‧北部","11049","49.埃斯塔荒野‧北部"
"bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","50.涅羅\n　　　　　礁岩‧西部","11050","50.涅羅礁岩‧西部"
"bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","51.涅羅\n　　　　　礁岩‧東部","11051","51.涅羅礁岩‧東部"
"bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","52.皮尼翁\n　　　　　沿岸堤‧西岸","11052","52.皮尼翁沿岸堤‧西岸"
"bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","53.皮尼翁\n　　　　　沿岸堤‧東岸","11053","53.皮尼翁沿岸堤‧東岸"
"bgm_M483_E50","bgm_M483","2015/12/17 15:00:00","102","2030/12/17 14:59:59","54.托塔提斯沙岸\n　　　　　西部","11054","54.托塔提斯沙岸‧西部"
"bgm_M483_E50","bgm_M483","2022/06/15 16:00:00","102","2030/12/17 14:59:59","55.托塔提斯沙岸\n　　　　　東部","11055","55.托塔提斯沙岸‧東部"
"bgm_M483_E50","bgm_M483","2022/07/15 16:00:00","102","2030/12/17 14:59:59","56.歐呂克斯沙島\n　　　　　北部","11056","56.歐呂克斯沙島‧北部"
"bgm_M571","bgm_M571","2022/08/15 16:00:00","102","2030/12/17 14:59:59","57.歐呂克斯沙島\n　　　　　南部","11057","57.歐呂克斯沙島‧南部"
"bgm_M599A","bgm_M599A","2022/09/15 16:00:00","102","2030/12/17 14:59:59","58.克魯斯\n　　　　　密林‧東部","11058","58.克魯斯密林‧東部"
"bgm_M599A","bgm_M599A","2022/11/15 16:00:00","102","2030/12/17 14:59:59","59.克魯斯\n　　　　　密林‧西部","11059","59.克魯斯密林‧西部"
"bgm_M599A","bgm_M599A","2023/01/16 16:00:00","102","2030/12/17 14:59:59","60.考達\n　　　　　海灘‧北部","11060","60.考達海灘‧北部"
"bgm_M599A","bgm_M599A","2023/03/15 16:00:00","102","2030/12/17 14:59:59","61.考達\n　　　　　海灘‧南部","11061","61.考達海灘‧南部"
"bgm_M599A","bgm_M599A","2023/05/15 16:00:00","102","2030/12/17 14:59:59","62.普洛庇那海角","11062","62.普洛庇那海角"
"bgm_MC001","bgm_MC001","2023/07/14 16:00:00","103","2030/12/17 14:59:59","63.阿帕雷尤\n　　　　　街道‧西側","11063","63.阿帕雷尤街道‧西側"
"bgm_MC001","bgm_MC001","2023/09/15 16:00:00","103","2030/12/17 14:59:59","64.阿帕雷尤\n　　　　　街道‧東側","11064","64.阿帕雷尤街道‧東側"
"bgm_MC001","bgm_MC001","2023/11/15 16:00:00","103","2030/12/17 14:59:59","65.芭菲之城\n　　　　　　城鎮","11065","65.芭菲之城　城鎮"
"bgm_MC001","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","66.拉摩利爾平原","11066","66.拉摩利爾平原"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","67.渦炎密林","11067","67.渦炎密林"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","68.思索樹海","11068","68.思索樹海"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","69.鬼的跟前","11069","69.鬼的跟前"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","70.炎繩河","11070","70.炎繩河"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","71.崩豹山巔","11071","71.崩豹山巔"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","72.怒錐山岳","11072","72.怒錐山岳"
"bgm_MC201","bgm_MC201","2015/12/17 15:00:00","105","2030/12/17 14:59:59","73.久遠冰河‧南端","11073","73.久遠冰河‧南端"
"bgm_M61","bgm_M61","2015/12/17 15:00:00","101","2030/12/17 14:59:59","1.朱諾平原","12001","1.朱諾平原"
"bgm_M61_02","bgm_M61","2015/12/17 15:00:00","101","2030/12/17 14:59:59","2.帕拉斯高原","12002","2.帕拉斯高原"
"bgm_M61_03","bgm_M61","2015/12/17 15:00:00","101","2030/12/17 14:59:59","3.赫柏丘陵","12003","3.赫柏丘陵"
"bgm_M61_04","bgm_M61","2015/12/17 15:00:00","101","2030/12/17 14:59:59","4.維斯塔溪谷","12004","4.維斯塔溪谷"
"bgm_M62_01","bgm_M62","2015/12/17 15:00:00","101","2030/12/17 14:59:59","5.刻瑞斯森林","12005","5.刻瑞斯森林"
"bgm_M62_02","bgm_M62","2015/12/17 15:00:00","101","2030/12/17 14:59:59","6.佛洛拉湖畔","12006","6.佛洛拉湖畔"
"bgm_M62_03","bgm_M62","2015/12/17 15:00:00","101","2030/12/17 14:59:59","7.墨提斯大瀑布","12007","7.墨提斯大瀑布"
"bgm_M42_02","bgm_M42","2015/12/17 15:00:00","101","2030/12/17 14:59:59","8.伊麗絲樹海","12008","8.伊麗絲樹海"
"bgm_M58","bgm_M58","2015/12/17 15:00:00","101","2030/12/17 14:59:59","9.弗麗嘉雪原","12009","9.弗麗嘉雪原"
"bgm_M101","bgm_M101","2018/10/05 16:00:00","101","2030/12/17 14:59:59","10.洛麗泰海岸","12010","10.洛麗泰海岸"
"bgm_M93","bgm_M93","2018/11/07 16:00:00","101","2030/12/17 14:59:59","11.蓋奴亞荒漠","12011","11.蓋奴亞荒漠"
"bgm_M94","bgm_M94","2018/12/07 16:00:00","101","2030/12/17 14:59:59","12.波諾尼亞砂丘","12012","12.波諾尼亞砂丘"
"bgm_M118","bgm_M118","2019/01/03 16:00:00","101","2030/12/17 14:59:59","13.朵羅西亞濕地","12013","13.朵羅西亞溼地"
"bgm_M95","bgm_M95","2019/01/30 16:00:00","101","2030/12/17 14:59:59","14.尤金尼亞熱地","12014","14.尤金尼亞熱地"
"bgm_M96","bgm_M96","2019/02/18 16:00:00","101","2030/12/17 14:59:59","15.塔利亞火山","12015","15.塔利亞火山"
"bgm_M140","bgm_M140","2019/03/21 16:00:00","101","2030/12/17 14:59:59","16.泰美斯銀嶺","12016","16.泰美斯銀嶺"
"bgm_M141","bgm_M141","2019/04/19 16:00:00","101","2030/12/17 14:59:59","17.菲得斯冰原","12017","17.菲得斯冰原"
"bgm_M179","bgm_M179","2019/05/21 16:00:00","102","2030/12/17 14:59:59","18.法艾頓\n　　　　　草原‧北部","12018","18.法艾頓草原"
"bgm_M179","bgm_M179","2019/06/17 16:00:00","102","2030/12/17 14:59:59","19.法艾頓\n　　　　　草原‧南部","12019","19.法艾頓草原‧南部"
"bgm_M180","bgm_M180","2019/08/15 16:00:00","102","2030/12/17 14:59:59","20.卡斯塔利亞\n　　　　　樹林‧西部","12020","20.卡斯塔利亞樹林‧西部"
"bgm_M180","bgm_M180","2019/08/15 16:00:00","102","2030/12/17 14:59:59","21.卡斯塔利亞\n　　　　　樹林‧東部","12021","21.卡斯塔利亞樹林‧東部"
"bgm_M232","bgm_M232","2019/09/17 16:00:00","102","2030/12/17 14:59:59","22.馬提爾德\n　　　　　岩峰‧南部","12022","22.馬提爾德岩峰‧南部"
"bgm_M232","bgm_M232","2019/09/17 16:00:00","102","2030/12/17 14:59:59","23.馬提爾德\n　　　　　岩峰‧北部","12023","23.馬提爾德岩峰‧北部"
"bgm_M233","bgm_M233","2019/10/15 16:00:00","102","2030/12/17 14:59:59","24.雷蒂烏斯\n　　　　　群峰‧西麓","12024","24.雷蒂烏斯群峰‧西麓"
"bgm_M233","bgm_M233","2019/11/15 16:00:00","102","2030/12/17 14:59:59","25.雷蒂烏斯\n　　　　　群峰‧東麓","12025","25.雷蒂烏斯群峰‧東麓"
"bgm_M260","bgm_M260","2019/12/13 16:00:00","102","2030/12/17 14:59:59","26.佩特羅大森林‧西部","12026","26.佩特羅大森林‧西部"
"bgm_M260","bgm_M260","2020/01/10 16:00:00","102","2030/12/17 14:59:59","27.佩特羅大森林‧東部","12027","27.佩特羅大森林‧東部"
"bgm_M278_E28","bgm_M278","2020/02/14 16:00:00","102","2030/12/17 14:59:59","28.迪茲塔爾河\n　　　　　蝕岸‧北部","12028","28.迪茲塔爾河蝕岸‧北部"
"bgm_M278_E29","bgm_M278","2020/03/13 16:00:00","102","2030/12/17 14:59:59","29.迪茲塔爾河\n　　　　　蝕岸‧南部","12029","29.迪茲塔爾河蝕岸‧南部"
"bgm_M293","bgm_M293","2020/04/14 16:00:00","102","2030/12/17 14:59:59","30.弗泰拉斷崖‧北部","12030","30.弗泰拉斷崖‧北部"
"bgm_M293","bgm_M293","2020/05/15 16:00:00","102","2030/12/17 14:59:59","31.弗泰拉斷崖‧南部","12031","31.弗泰拉斷崖‧南部"
"bgm_M339","bgm_M339","2020/06/15 16:00:00","102","2030/12/17 14:59:59","32.法斯奇亞\n　　　　　　森林‧南部","12032","32.法斯奇亞森林‧南部"
"bgm_M339","bgm_M339","2020/07/13 16:00:00","102","2030/12/17 14:59:59","33.法斯奇亞\n　　　　　　森林‧東部","12033","33.法斯奇亞森林‧東部"
"bgm_M374","bgm_M374","2020/08/17 16:00:00","102","2030/12/17 14:59:59","34.迪克斯提亞\n　　　　　岩崖‧西壁","12034","34.迪克斯提亞岩崖‧西壁"
"bgm_M374","bgm_M374","2015/12/17 15:00:00","102","2030/12/17 14:59:59","35.迪克斯提亞\n　　　　　岩崖‧東壁","12035","35.迪克斯提亞岩崖‧東壁"
"bgm_M392","bgm_M392","2020/11/13 16:00:00","102","2030/12/17 14:59:59","36.維娜\n　　　　　湖畔道‧南部","12036","36.維娜湖畔道‧南部"
"bgm_M392","bgm_M392","2020/12/14 16:00:00","102","2030/12/17 14:59:59","37.維娜\n　　　　　湖畔道‧北部","12037","37.維娜湖畔道‧北部"
"bgm_M411","bgm_M411","2021/01/15 16:00:00","102","2030/12/17 14:59:59","38.拉圖斯\n　　　　　斷崖‧南部","12038","38.拉圖斯斷崖‧南部"
"bgm_M411","bgm_M411","2021/02/09 16:00:00","102","2030/12/17 14:59:59","39.拉圖斯\n　　　　　斷崖‧北部","12039","39.拉圖斯斷崖‧北部"
"bgm_M411_E40","bgm_M411","2021/03/15 16:00:00","102","2030/12/17 14:59:59","40.斯卡普\n　　　　　山系‧西麓","12040","40.斯卡普山系‧西麓"
"bgm_M411_E40","bgm_M411","2021/04/16 16:00:00","102","2030/12/17 14:59:59","41.斯卡普\n　　　　　山系‧東麓","12041","41.斯卡普山系‧東麓"
"bgm_M411_E40","bgm_M411","2021/05/17 16:00:00","102","2030/12/17 14:59:59","42.佩克托斯\n　　　　　冰峰‧西壁","12042","42.佩克托斯冰峰‧西壁"
"bgm_M411_E40","bgm_M411","2021/06/16 16:00:00","102","2030/12/17 14:59:59","43.佩克托斯\n　　　　　冰峰‧東壁","12043","43.佩克托斯冰峰‧東壁"
"bgm_M411_E40","bgm_M411","2021/07/16 16:00:00","102","2030/12/17 14:59:59","44.斯夸瑪\n　　　　　冰脈‧西壁","12044","44.斯夸瑪冰脈‧西壁"
"bgm_M411_E40","bgm_M411","2021/08/17 16:00:00","102","2030/12/17 14:59:59","45.斯夸瑪\n　　　　　冰脈‧東壁","12045","45.斯夸瑪冰脈‧東壁"
"bgm_M483_E46","bgm_M483","2021/09/16 16:00:00","102","2030/12/17 14:59:59","46.拉泰里\n　　　　　山脈‧崖上","12046","46.拉泰里山脈‧崖上"
"bgm_M483_E46","bgm_M483","2021/10/15 16:00:00","102","2030/12/17 14:59:59","47.拉泰里\n　　　　　山脈‧崖下","12047","47.拉泰里山脈‧崖下"
"bgm_M483_E46","bgm_M483","2021/11/15 16:00:00","102","2030/12/17 14:59:59","48.埃斯塔\n　　　　　荒野‧南部","12048","48.埃斯塔荒野‧南部"
"bgm_M483_E46","bgm_M483","2021/12/15 16:00:00","102","2030/12/17 14:59:59","49.埃斯塔\n　　　　　荒野‧北部","12049","49.埃斯塔荒野‧北部"
"bgm_M483_E50","bgm_M483","2022/01/17 16:00:00","102","2030/12/17 14:59:59","50.涅羅\n　　　　　礁岩‧西部","12050","50.涅羅礁岩‧西部"
"bgm_M483_E50","bgm_M483","2022/04/15 16:00:00","102","2030/12/17 14:59:59","51.涅羅\n　　　　　礁岩‧東部","12051","51.涅羅礁岩‧東部"
"bgm_M483_E50","bgm_M483","2022/06/15 16:00:00","102","2030/12/17 14:59:59","52.皮尼翁\n　　　　　沿岸堤‧西岸","12052","52.皮尼翁沿岸堤‧西岸"
"bgm_M483_E50","bgm_M483","2022/08/15 16:00:00","102","2030/12/17 14:59:59","53.皮尼翁\n　　　　　沿岸堤‧東岸","12053","53.皮尼翁沿岸堤‧東岸"
"bgm_M483_E50","bgm_M483","2022/10/14 16:00:00","102","2030/12/17 14:59:59","54.托塔提斯沙岸\n　　　　　西部","12054","54.托塔提斯沙岸‧西部"
"bgm_M483_E50","bgm_M483","2022/12/15 16:00:00","102","2030/12/17 14:59:59","55.托塔提斯沙岸\n　　　　　東部","12055","55.托塔提斯沙岸‧東部"
"bgm_M483_E50","bgm_M483","2023/02/15 16:00:00","102","2030/12/17 14:59:59","56.歐呂克斯沙島\n　　　　　北部","12056","56.歐呂克斯沙島‧北部"
"bgm_M571","bgm_M571","2023/04/14 16:00:00","102","2030/12/17 14:59:59","57.歐呂克斯沙島\n　　　　　南部","12057","57.歐呂克斯沙島‧南部"
"bgm_M599A","bgm_M599A","2023/06/15 16:00:00","102","2030/12/17 14:59:59","58.克魯斯\n　　　　　密林‧東部","12058","58.克魯斯密林‧東部"
"bgm_MC001","bgm_MC001","2023/08/15 16:00:00","103","2030/12/17 14:59:59","63.阿帕雷尤\n　　　　　街道‧西側","12063","63.阿帕雷尤街道‧西側"
"bgm_MC001","bgm_MC001","2023/10/16 16:00:00","103","2030/12/17 14:59:59","64.阿帕雷尤\n　　　　　街道‧東側","12064","64.阿帕雷尤街道‧東側"
"bgm_MC001","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","65.芭菲之城\n　　　　　　城鎮","12065","65.芭菲之城　城鎮"
"bgm_MC001","bgm_MC001","2015/12/17 15:00:00","103","2030/12/17 14:59:59","66.拉摩利爾平原","12066","66.拉摩利爾平原"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","67.渦炎密林","12067","67.渦炎密林"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","68.思索樹海","12068","68.思索樹海"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","69.鬼的跟前","12069","69.鬼的跟前"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","70.炎繩河","12070","70.炎繩河"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","71.崩豹山巔","12071","71.崩豹山巔"
"bgm_MC079","bgm_MC079","2015/12/17 15:00:00","104","2030/12/17 14:59:59","72.怒錐山岳","12072","72.怒錐山岳"
"bgm_MC201","bgm_MC201","2015/12/17 15:00:00","105","2030/12/17 14:59:59","73.久遠冰河‧南端","12073","73.久遠冰河‧南端"
"bgm_M179","bgm_M179","2020/01/02 16:00:00","102","2030/12/17 14:59:00","18.法艾頓\n　　　　　草原‧北部","13018","18.法艾頓草原‧北部"
"bgm_M179","bgm_M179","2020/02/04 16:00:00","102","2030/12/17 14:59:59","19.法艾頓\n　　　　　草原‧南部","13019","19.法艾頓草原‧南部"
"bgm_M180","bgm_M180","2020/05/05 16:00:00","102","2030/12/17 14:59:59","20.卡斯塔利亞\n　　　　　樹林‧西部","13020","20.卡斯塔利亞樹林‧西部"
"bgm_M180","bgm_M180","2020/07/02 16:00:00","102","2030/12/17 14:59:59","21.卡斯塔利亞\n　　　　　樹林‧東部","13021","21.卡斯塔利亞樹林‧東部"
"bgm_M232","bgm_M232","2020/09/04 16:00:00","102","2030/12/17 14:59:59","22.馬提爾德\n　　　　　岩峰‧南部","13022","22.馬提爾德岩峰‧南部"
"bgm_M232","bgm_M232","2015/12/17 15:00:00","102","2030/12/17 14:59:59","23.馬提爾德\n　　　　　岩峰‧北部","13023","23.馬提爾德岩峰‧北部"
"bgm_M233","bgm_M233","2021/02/09 16:00:00","102","2030/12/17 14:59:59","24.雷蒂烏斯\n　　　　　群峰‧西麓","13024","24.雷蒂烏斯群峰‧西麓"
"bgm_M233","bgm_M233","2021/05/11 16:00:00","102","2030/12/17 14:59:59","25.雷蒂烏斯\n　　　　　群峰‧東麓","13025","25.雷蒂烏斯群峰‧東麓"
"bgm_M260","bgm_M260","2015/12/17 15:00:00","102","2030/12/17 14:59:59","26.佩特羅大森林‧西部","13026","26.佩特羅大森林‧西部"
"bgm_M260","bgm_M260","2015/12/17 15:00:00","102","2030/12/17 14:59:59","27.佩特羅大森林‧東部","13027","27.佩特羅大森林‧東部"
"bgm_M278_E28","bgm_M278","2015/12/17 15:00:00","102","2030/12/17 14:59:59","28.迪茲塔爾河\n　　　　　蝕岸‧北部","13028","28.迪茲塔爾河蝕岸‧北部"
"bgm_M278_E29","bgm_M278","2015/12/17 15:00:00","102","2030/12/17 14:59:59","29.迪茲塔爾河\n　　　　　蝕岸‧南部","13029","29.迪茲塔爾河蝕岸‧南部"
"bgm_M293","bgm_M293","2020/04/14 16:00:00","102","2030/12/17 14:59:59","30.弗泰拉斷崖‧北部","13030","30.弗泰拉斷崖‧北部"
"bgm_M293","bgm_M293","2022/07/11 16:00:00","102","2030/12/17 14:59:59","31.弗泰拉斷崖‧南部","13031","31.弗泰拉斷崖‧南部"
"bgm_M339","bgm_M339","2022/10/11 16:00:00","102","2030/12/17 14:59:59","32.法斯奇亞\n　　　　　　森林‧南部","13032","32.法斯奇亞森林‧南部"
"bgm_M339","bgm_M339","2023/01/10 16:00:00","102","2030/12/17 14:59:59","33.法斯奇亞\n　　　　　　森林‧東部","13033","33.法斯奇亞森林‧東部"
"bgm_M374","bgm_M374","2023/03/09 16:00:00","102","2030/12/17 14:59:59","34.迪克斯提亞\n　　　　　岩崖‧西壁","13034","34.迪克斯提亞岩崖‧西壁"
"bgm_M374","bgm_M374","2023/06/08 16:00:00","102","2030/12/17 14:59:59","35.迪克斯提亞\n　　　　　岩崖‧東壁","13035","35.迪克斯提亞岩崖‧東壁"
