6eb72f8ba1d7b2223ad42ee43f3f959c5c53123a6e5326ccbc250026ec5a6ed4,a3a1f2f1acda37dad731736c9afb91b3f031ca997373cf13e6c56733dfe5b103,a73121f9b616d8a70bac86b9fb4bdf3591012008e8b0dc99fb8e9d48839744d5,998393b551dda6d0bf9aeeb44fc7bc3a90d8ecc40ade6ae33ecf911f70a191aa,9209e863a1f32b4660d8c295dd478d59a53c124eff1f721b16f93251b512213e,cc888f6e6b2db2bc5a1867caa971ba2b80d0b090119b78e11e34ac6811d466be,2a6160fd8ef13b779c47cb6a8afff2c11d73985a95ab9a460ee6ad7fb48659cc,3fbc4685b66fd3c6d1fced7c5ad9c2d8228791b560e5412bb33671dccb690af2,5f09c3ed16e4ad251e894cbc6cc8381b115c11f701267ca435695373623a764e
"-1","1","4000","46","94002","21002001","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","60","48","91002","21002002","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","4","49","22001","21002002","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","60","51","91002","21002003","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","2","52","22002","21002003","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","60","54","91002","21002004","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","2","55","22003","21002004","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","57","91002","21003001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","58","91002","28002001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1000","59","90007","28002001","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","60","91002","28002002","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","61","90007","28002002","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","62","91002","28002003","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","63","90007","28002003","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","64","91002","28002004","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","65","90007","28002004","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","66","91002","28002005","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","67","90007","28002005","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","68","91002","28002006","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","69","90007","28002006","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","70","91002","28002007","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","71","90007","28002007","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","72","91002","28002008","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","73","90007","28002008","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","74","91002","28002009","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","75","90007","28002009","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","76","91002","28002010","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","77","90007","28002010","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","78","91002","28002011","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","79","90007","28002011","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","80","91002","28002012","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","81","90007","28002012","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","82","91002","28002013","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","83","90007","28002013","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","84","91002","28002014","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","85","90007","28002014","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","30","86","91002","26001001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","87","91002","26003001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","88","91002","26008001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","89","91002","24002001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","90","91002","24004001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","91","91002","21005001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","92","91002","21005002","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","93","91002","21005003","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","94","91002","21005004","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","95","91002","21005005","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","96","91002","21005006","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","97","91002","21005007","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","30","98","91002","21005018","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","30","99","91002","21005028","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","40","100","91002","21005038","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","101","91002","26002001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","102","91002","26002002","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","103","91002","26002003","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","104","91002","26002004","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","105","91002","26002005","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","106","91002","26002006","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","107","91002","26002007","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","108","91002","26002008","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","109","91002","26002009","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","110","91002","26002010","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","111","91002","26005001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","112","91002","26005002","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","113","91002","21007001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1000","115","91002","28006001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","20","116","0","28005001","5","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10","117","20001","28005001","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","118","94002","15005001","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","200","119","93001","18001003","6","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","200","120","93001","18001004","6","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","20","121","0","11101001","5","2018/01/01 05:00:00","2021/02/09 04:59:59"
"-1","1","2","122","20003","11101001","2","2018/01/01 05:00:00","2021/02/09 04:59:59"
"-1","1","50","123","91002","21102001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","124","91002","21103001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","30","128","0","11001002","5","2018/01/01 05:00:00","2021/02/09 04:59:59"
"-1","1","30000","129","94002","11001002","12","2018/01/01 05:00:00","2021/02/09 04:59:59"
"-1","1","6","130","23001","11001002","2","2018/01/01 05:00:00","2021/02/09 04:59:59"
"-1","1","100","131","93001","28007001","6","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","132","93001","28007002","6","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","133","93001","28007003","6","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","30","134","91002","26013001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","135","91002","26014001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","80","136","91002","21011001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","2","137","22003","21011001","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","138","91002","26015001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10","139","91002","26015002","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","140","91002","21102002","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","400","141","91002","28002015","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","500000","142","94002","28002015","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","143","90007","28002015","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","400","144","91002","28002016","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","500000","145","94002","28002016","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","146","90007","28002016","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","400","147","91002","28002017","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","3000000","148","94002","28002017","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","149","90007","28002017","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","600","150","91002","28002018","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","3000000","151","94002","28002018","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","152","90007","28002018","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","600","153","91002","28002019","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","3000000","154","94002","28002019","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","155","90007","28002019","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","600","156","91002","28002020","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","5000000","157","94002","28002020","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","158","90007","28002020","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","600","159","91002","28002021","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","5000000","160","94002","28002021","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","161","90007","28002021","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","600","162","91002","28002022","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","5000000","163","94002","28002022","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","164","90007","28002022","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","600","165","91002","28002023","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","5000000","166","94002","28002023","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","167","90007","28002023","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","600","168","91002","28002024","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","5000000","169","94002","28002024","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","170","90007","28002024","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","171","91002","28002025","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","7500000","172","94002","28002025","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","173","90007","28002025","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","174","91002","28002026","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","7500000","175","94002","28002026","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","176","90007","28002026","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","177","91002","28002027","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","7500000","178","94002","28002027","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","179","90007","28002027","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","180","91002","28002028","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10000000","181","94002","28002028","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","182","90007","28002028","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","183","91002","28002029","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10000000","184","94002","28002029","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","185","90007","28002029","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","186","91002","28002030","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10000000","187","94002","28002030","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","188","90007","28002030","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","189","91002","28002031","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10000000","190","94002","28002031","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","191","90007","28002031","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","192","91002","28002032","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10000000","193","94002","28002032","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","194","90007","28002032","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","195","91002","28002033","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","15000000","196","94002","28002033","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","197","90007","28002033","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","198","91002","28002034","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","15000000","199","94002","28002034","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","200","90007","28002034","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","201","91002","28002035","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","15000000","202","94002","28002035","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","203","90007","28002035","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","204","91002","28002036","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","15000000","205","94002","28002036","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","206","90007","28002036","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","207","91002","28002037","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","15000000","208","94002","28002037","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","209","90007","28002037","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1100","210","91002","28002038","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","15000000","211","94002","28002038","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1500","212","90007","28002038","2","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","213","91002","26003002","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10000","214","94002","26003002","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","215","91002","26003003","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10000","216","94002","26003003","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","217","91002","26003004","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10000","218","94002","26003004","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","219","91002","26003005","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50000","220","94002","26003005","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","221","91002","26003006","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50000","222","94002","26003006","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","223","91002","26003007","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100000","224","94002","26003007","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","225","91002","26003008","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100000","226","94002","26003008","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","227","91002","26003009","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100000","228","94002","26003009","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","229","91002","26003010","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100000","230","94002","26003010","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","231","91002","26003011","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","200000","232","94002","26003011","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","233","91002","26003012","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","200000","234","94002","26003012","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","235","91002","26003013","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","200000","236","94002","26003013","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","237","91002","26003014","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","500000","238","94002","26003014","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","239","91002","26003015","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","500000","240","94002","26003015","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","241","91002","26003016","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","500000","242","94002","26003016","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","243","91002","26003017","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","500000","244","94002","26003017","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","245","91002","26003018","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","500000","246","94002","26003018","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","247","91002","26003019","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","500000","248","94002","26003019","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","249","91002","26003020","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","500000","250","94002","26003020","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","251","91002","26003021","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","750000","252","94002","26003021","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","253","91002","26003022","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","750000","254","94002","26003022","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","255","91002","26003023","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","750000","256","94002","26003023","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","257","91002","26003024","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","750000","258","94002","26003024","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","259","91002","26003025","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","750000","260","94002","26003025","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","261","91002","26003026","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","750000","262","94002","26003026","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","50","263","91002","26003027","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","750000","264","94002","26003027","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","350","265","91002","26002011","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","350","266","91002","26002012","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","350","267","91002","26002013","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","350","268","91002","26002014","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","550","269","91002","26002015","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","550","270","91002","26002016","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","550","271","91002","26002017","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","550","272","91002","26002018","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","550","273","91002","26002019","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","800","274","91002","26002020","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","800","275","91002","26002021","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","800","276","91002","26002022","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","800","277","91002","26002023","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","800","278","91002","26002024","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","800","279","91002","26002025","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","800","280","91002","26002026","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","800","281","91002","26002027","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","800","282","91002","26002028","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","800","283","91002","26002029","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1000","284","91002","26002030","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","1000","285","91002","26002031","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","286","0","28012001","5","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100000","287","94002","28012001","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","288","0","27004001","5","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100000","289","94002","27004001","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100","290","0","27004002","5","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","100000","291","94002","27004002","12","2018/01/01 05:00:00","2030/12/31 23:59:59"
"-1","1","10","292","91002","11402001","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
"199","1","60","293","0","15004001","5","2023/04/17 05:00:00","2030/12/31 23:59:59"
"199","1","100","294","90007","15004001","2","2023/04/17 05:00:00","2030/12/31 23:59:59"
"-1","200","30","295","0","15004001","5","2023/04/17 05:00:00","2030/12/31 23:59:59"
"-1","200","100","296","90007","15004001","2","2023/04/17 05:00:00","2030/12/31 23:59:59"
"-1","1","100","297","91002","21005039","8","2018/01/01 05:00:00","2030/12/31 23:59:59"
